sequence,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFChBliB5oB8sB3r?BmrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmB3iB5oB8sBlm?BywB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFVnBaoB5oBGsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmBxhB/sBUoB1w?B6tB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFmiB5oBCnBlsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFynB5oBGmBFnB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhF0hBxiB1sB6tBWx?BfrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFRhBfsBStBUrBls?BGtB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFFiBGmBxsB6tB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWoBRmB8rB6tB3s?BFrB
SJOLITZ,X,X,O,X,X,O,X,X,X,O
SJOLIZT,O,O,O,X,X,O,X,X,X,O
SJOLZTI,O,O,X,X,X,X,X,O,X,X
SJOLZIT,O,O,X,X,X,O,X,O,X,X
SJOZTIL,O,O,X,X,X,X,X,X,X,X
SJOZTLI,O,X,X,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X,X,O
SJOZILT,O,O,X,X,X,O,X,X,X,O
SJOZLTI,O,X,X,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,O,X,X,X,X
SZTILJO,O,X,X,X,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,X,X,X,X,X
SZTIJLO,O,X,X,X,X,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X,X,X,X
SZTIOLJ,O,X,X,X,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X,X,X
SZTLIJO,O,X,X,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X,X,X,X,X
SZTLJIO,O,X,X,X,X,X,X,X,X,X
SZTLJOI,O,X,X,X,X,X,X,X,X,X
SZTLOIJ,O,X,X,X,X,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X,X,X,X,X
SZTJILO,O,X,X,X,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X,X,X
SZTJLIO,O,X,X,X,X,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X,X,X,X
SZTJOLI,O,X,X,X,X,X,X,X,X,X
SZTOILJ,O,X,X,X,X,X,X,X,X,X
SZTOIJL,O,O,X,X,X,X,X,X,X,X
SZTOLIJ,O,X,X,X,X,X,X,X,X,X
SZTOLJI,O,X,X,X,X,X,X,X,X,X
SZTOJIL,O,O,X,X,X,X,X,X,X,X
SZTOJLI,O,X,X,X,X,X,X,X,X,X
SZITLJO,O,X,X,X,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X,X,X,X,X
SZITJLO,O,X,X,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X,X,X
SZITOLJ,O,X,X,X,X,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,X,X
SZILJTO,O,O,X,X,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,O,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,O,X,X,X,X
SZIJTLO,O,X,X,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,X,X
SZIJLTO,O,X,X,X,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,O,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X,X,X,O
SZIJOLT,O,O,X,X,X,O,X,X,X,O
SZIOTLJ,O,X,X,X,X,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,X,X,X
SZIOLJT,O,O,X,X,X,O,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X,X,O
SZIOJLT,O,O,X,X,X,O,X,X,X,O
SZLTIJO,O,O,X,X,X,X,X,O,X,X
SZLTIOJ,O,O,X,X,X,X,X,O,X,X
SZLTJIO,O,O,X,X,X,X,X,O,X,X
SZLTJOI,O,O,X,X,X,X,X,O,X,X
SZLTOIJ,O,O,X,X,X,X,X,O,X,X
SZLTOJI,O,O,X,X,X,X,X,O,X,X
SZLITJO,O,O,X,X,X,X,X,O,X,X
SZLITOJ,O,O,X,X,X,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X,O,X,X
SZLIJOT,O,O,X,X,X,O,X,O,X,X
SZLIOTJ,O,O,X,X,X,X,X,O,X,X
SZLIOJT,O,O,X,X,X,O,X,O,X,X
SZLJTIO,O,O,X,X,X,X,X,O,X,X
SZLJTOI,O,O,X,X,X,X,X,O,X,X
SZLJITO,O,O,X,X,X,X,X,O,X,X
SZLJIOT,O,O,X,X,X,O,X,O,X,X
SZLJOTI,O,O,X,X,X,X,X,O,X,X
SZLJOIT,O,O,X,X,X,O,X,O,X,X
SZLOTIJ,O,O,X,X,X,X,X,O,X,X
SZLOTJI,O,O,X,X,X,X,X,O,X,X
SZLOITJ,O,O,X,X,X,X,X,O,X,X
SZLOIJT,O,O,X,X,X,O,X,O,X,X
SZLOJTI,O,O,X,X,X,X,X,O,X,X
SZLOJIT,O,O,X,X,X,O,X,O,X,X
SZJTILO,O,X,X,X,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X,X,X
SZJTLIO,O,X,X,X,X,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X,X,X
SZJTOLI,O,X,X,X,X,X,X,X,X,X
SZJITLO,O,X,X,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X,X,X
SZJILTO,O,X,X,X,X,X,X,X,X,X
SZJILOT,O,O,X,X,X,O,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X,X,X,O
SZJIOLT,O,O,X,X,X,O,X,X,X,O
SZJLTIO,O,X,X,X,X,X,X,X,X,X
SZJLTOI,O,X,X,X,X,X,X,X,X,X
SZJLITO,O,X,X,X,X,X,X,X,X,X
SZJLIOT,O,O,X,X,X,O,X,X,X,X
SZJLOTI,O,X,X,X,X,X,X,X,X,X
SZJLOIT,O,O,X,X,X,O,X,X,X,X
SZJOTIL,O,O,X,X,X,X,X,X,X,X
SZJOTLI,O,X,X,X,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X,X,X,O
SZJOILT,O,O,X,X,X,O,X,X,X,O
SZJOLTI,O,X,X,X,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,O,X,X,X,X
SZOTILJ,O,X,X,X,X,X,X,X,X,X
SZOTIJL,O,O,X,X,X,X,X,X,X,X
SZOTLIJ,O,X,X,X,X,X,X,X,X,X
SZOTLJI,O,X,X,X,X,X,X,X,X,X
SZOTJIL,O,O,X,X,X,X,X,X,X,X
SZOTJLI,O,X,X,X,X,X,X,X,X,X
SZOITLJ,O,X,X,X,X,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,X,X,X,X
SZOILJT,O,O,X,X,X,O,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X,X,O
SZOIJLT,O,O,X,X,X,O,X,X,X,O
SZOLTIJ,O,O,X,X,X,X,X,O,X,X
SZOLTJI,O,O,X,X,X,X,X,O,X,X
SZOLITJ,O,O,X,X,X,X,X,O,X,X
SZOLIJT,O,O,X,X,X,O,X,O,X,X
SZOLJTI,O,O,X,X,X,X,X,O,X,X
SZOLJIT,O,O,X,X,X,O,X,O,X,X
SZOJTIL,O,O,X,X,X,X,X,X,X,X
SZOJTLI,O,X,X,X,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,X,X,O
SZOJILT,O,O,X,X,X,O,X,X,X,O
SZOJLTI,O,X,X,X,X,X,X,X,X,X
SZOJLIT,O,O,X,X,X,O,X,X,X,X
SOTILJZ,X,X,X,O,O,O,X,X,X,X
SOTILZJ,O,X,X,O,O,X,X,X,X,X
SOTIJLZ,X,X,X,O,O,O,X,X,X,O
SOTIJZL,X,X,X,O,X,X,X,X,X,O
SOTIZLJ,O,X,X,O,X,X,X,X,X,X
SOTIZJL,O,X,X,O,X,X,X,X,X,X
SOTLIJZ,X,X,X,O,O,O,X,X,X,X
SOTLIZJ,O,X,X,O,O,X,X,O,X,X
SOTLJIZ,X,X,X,O,O,O,O,X,X,X
SOTLJZI,X,X,X,O,X,X,O,O,X,X
SOTLZIJ,O,X,X,O,X,X,X,O,X,X
SOTLZJI,O,X,X,O,X,X,X,O,X,X
SOTJILZ,X,X,X,O,O,O,X,X,X,O
SOTJIZL,X,X,X,O,X,X,X,X,X,O
SOTJLIZ,X,X,X,O,O,O,O,X,X,X
SOTJLZI,X,X,X,O,X,X,O,X,X,X
SOTJZIL,X,X,X,O,X,X,X,X,X,X
SOTJZLI,X,X,X,O,X,X,X,X,X,X
SOTZILJ,O,X,X,O,X,X,X,X,X,X
SOTZIJL,O,X,X,O,X,X,X,X,X,X
SOTZLIJ,O,X,X,O,X,X,X,X,X,X
SOTZLJI,O,X,X,O,X,X,X,X,X,X
SOTZJIL,O,X,X,O,X,X,X,X,X,X
SOTZJLI,O,X,X,O,X,X,X,X,X,X
SOITLJZ,X,X,X,X,O,O,X,X,X,X
SOITLZJ,O,X,X,X,O,X,X,X,X,X
SOITJLZ,X,X,X,X,O,O,X,X,X,O
SOITJZL,X,X,X,X,X,X,X,X,X,O
SOITZLJ,O,X,X,X,X,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,O,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,O,X,X
SOILJTZ,X,X,O,X,X,O,X,X,X,O
SOILJZT,O,O,O,X,X,O,X,X,X,O
SOILZTJ,O,O,X,X,X,X,X,O,X,X
SOILZJT,O,O,X,X,X,O,X,O,X,X
SOIJTLZ,X,X,O,X,X,O,X,X,O,O
SOIJTZL,X,X,X,X,X,X,X,X,O,O
SOIJLTZ,X,X,O,X,X,O,X,X,O,O
SOIJLZT,O,O,O,X,X,O,X,X,O,O
SOIJZTL,O,O,X,X,X,X,X,X,O,O
SOIJZLT,O,O,X,X,X,O,X,X,O,O
SOIZTLJ,O,X,X,X,X,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X,X,X
SOIZLTJ,O,O,X,X,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,O,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X,X,O
SOIZJLT,O,O,X,X,X,O,X,X,X,O
SOLTIJZ,X,X,X,X,X,O,X,X,X,X
SOLTIZJ,O,X,X,X,X,X,X,O,X,X
SOLTJIZ,X,X,X,X,X,O,O,X,X,X
SOLTJZI,X,X,X,X,X,X,O,O,X,X
SOLTZIJ,O,X,X,X,X,X,X,O,X,X
SOLTZJI,O,X,X,X,X,X,X,O,X,X
SOLITJZ,X,X,X,X,X,O,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X,O,X,X
SOLIJTZ,X,X,O,X,X,O,X,X,X,O
SOLIJZT,O,O,O,X,X,O,X,X,X,O
SOLIZTJ,O,O,X,X,X,X,X,O,X,X
SOLIZJT,O,O,X,X,X,O,X,O,X,X
SOLJTIZ,X,X,O,X,X,O,X,X,X,X
SOLJTZI,X,X,X,X,X,X,X,O,X,X
SOLJITZ,X,X,O,X,X,O,X,X,X,O
SOLJIZT,O,O,O,X,X,O,X,X,X,O
SOLJZTI,O,O,X,X,X,X,X,O,X,X
SOLJZIT,O,O,X,X,X,O,X,O,X,X
SOLZTIJ,O,O,X,X,X,X,X,O,X,X
SOLZTJI,O,O,X,X,X,X,X,O,X,X
SOLZITJ,O,O,X,X,X,X,X,O,X,X
SOLZIJT,O,O,X,X,X,O,X,O,X,X
SOLZJTI,O,O,X,X,X,X,X,O,X,X
SOLZJIT,O,O,X,X,X,O,X,O,X,X
SOJTILZ,X,X,O,O,X,O,X,X,X,O
SOJTIZL,X,X,X,O,X,X,X,X,X,O
SOJTLIZ,X,X,O,O,X,O,O,X,X,X
SOJTLZI,X,X,X,O,X,X,O,X,X,X
SOJTZIL,X,X,X,O,X,X,X,X,X,X
SOJTZLI,X,X,X,O,X,X,X,X,X,X
SOJITLZ,X,X,O,O,X,O,X,X,O,O
SOJITZL,X,X,X,O,X,X,X,X,O,O
SOJILTZ,X,X,O,X,X,O,X,X,O,O
SOJILZT,O,O,O,X,X,O,X,X,O,O
SOJIZTL,O,O,X,X,X,X,X,X,O,O
SOJIZLT,O,O,X,X,X,O,X,X,O,O
SOJLTIZ,X,X,O,X,X,O,X,X,X,X
SOJLTZI,X,X,X,X,X,X,X,O,X,X
SOJLITZ,X,X,O,X,X,O,X,X,X,O
SOJLIZT,O,O,O,X,X,O,X,X,X,O
SOJLZTI,O,O,X,X,X,X,X,O,X,X
SOJLZIT,O,O,X,X,X,O,X,O,X,X
SOJZTIL,O,O,X,X,X,X,X,X,X,X
SOJZTLI,O,X,X,X,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X,X,O
SOJZILT,O,O,X,X,X,O,X,X,X,O
SOJZLTI,O,X,X,X,X,X,X,X,X,X
SOJZLIT,O,O,X,X,X,O,X,X,X,X
SOZTILJ,O,X,X,X,X,X,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X,X,X,X
SOZTLIJ,O,X,X,X,X,X,X,X,X,X
SOZTLJI,O,X,X,X,X,X,X,X,X,X
SOZTJIL,O,O,X,X,X,X,X,X,X,X
SOZTJLI,O,X,X,X,X,X,X,X,X,X
SOZITLJ,O,X,X,X,X,X,X,X,X,X
SOZITJL,O,O,X,X,X,X,X,X,X,X
SOZILTJ,O,O,X,X,X,X,X,X,X,X
SOZILJT,O,O,X,X,X,O,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X,X,O
SOZIJLT,O,O,X,X,X,O,X,X,X,O
SOZLTIJ,O,O,X,X,X,X,X,O,X,X
SOZLTJI,O,O,X,X,X,X,X,O,X,X
SOZLITJ,O,O,X,X,X,X,X,O,X,X
SOZLIJT,O,O,X,X,X,O,X,O,X,X
SOZLJTI,O,O,X,X,X,X,X,O,X,X
SOZLJIT,O,O,X,X,X,O,X,O,X,X
SOZJTIL,O,O,X,X,X,X,X,X,X,X
SOZJTLI,O,X,X,X,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X,X,O
SOZJILT,O,O,X,X,X,O,X,X,X,O
SOZJLTI,O,X,X,X,X,X,X,X,X,X
SOZJLIT,O,O,X,X,X,O,X,X,X,X
ZTILJSO,X,O,X,X,O,X,X,X,X,X
ZTILJOS,O,O,X,X,O,X,X,X,X,X
ZTILSJO,O,O,X,X,O,X,X,X,X,X
ZTILSOJ,O,O,X,X,O,X,X,X,X,X
ZTILOJS,O,O,X,X,O,X,X,X,X,X
ZTILOSJ,O,O,X,X,O,X,X,X,X,X
ZTIJLSO,X,X,X,X,O,X,X,X,X,X
ZTIJLOS,O,X,X,X,O,X,X,X,X,X
ZTIJSLO,O,X,X,X,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X,X,X
ZTIJOLS,O,X,X,X,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X,X,X,X
ZTISLJO,O,X,X,X,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X,X,X,X
ZTISJLO,O,X,X,X,X,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,X,X,X
ZTIOLJS,O,O,X,X,O,X,X,X,X,X
ZTIOLSJ,O,O,X,X,O,X,X,X,X,X
ZTIOJLS,O,X,X,X,O,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X,X,X,X
ZTLIJSO,X,O,X,X,O,X,X,X,X,X
ZTLIJOS,O,O,X,X,O,X,X,X,X,X
ZTLISJO,O,O,X,X,O,X,X,X,X,X
ZTLISOJ,O,O,X,X,O,X,X,X,X,X
ZTLIOJS,O,O,X,X,O,X,X,X,X,X
ZTLIOSJ,O,O,X,X,O,X,X,X,X,X
ZTLJISO,X,O,X,X,O,X,O,X,X,X
ZTLJIOS,O,O,X,X,O,X,O,X,X,X
ZTLJSIO,X,O,X,X,X,X,O,X,X,X
ZTLJSOI,X,O,X,X,X,X,O,X,X,X
ZTLJOIS,O,O,X,X,O,X,O,X,X,X
ZTLJOSI,X,O,X,X,X,X,O,X,X,X
ZTLSIJO,O,O,X,X,X,X,X,X,X,X
ZTLSIOJ,O,O,X,X,X,X,X,X,X,X
ZTLSJIO,O,O,X,X,X,X,X,X,X,X
ZTLSJOI,O,O,X,X,X,X,X,X,X,X
ZTLSOIJ,O,O,X,X,X,X,X,X,X,X
ZTLSOJI,O,O,X,X,X,X,X,X,X,X
ZTLOIJS,O,O,X,X,O,X,X,X,X,X
ZTLOISJ,O,O,X,X,O,X,X,X,X,X
ZTLOJIS,O,O,X,X,O,X,O,X,X,X
ZTLOJSI,X,O,X,X,X,X,O,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X,X,X,X
ZTLOSJI,O,O,X,X,X,X,X,X,X,X
ZTJILSO,X,X,X,X,O,X,X,X,X,X
ZTJILOS,O,X,X,X,O,X,X,X,X,X
ZTJISLO,O,X,X,O,X,X,X,X,X,X
ZTJISOL,O,O,X,O,X,X,X,X,X,X
ZTJIOLS,O,X,X,X,O,X,X,X,X,X
ZTJIOSL,O,O,X,O,X,X,X,X,X,X
ZTJLISO,X,X,X,X,O,X,O,X,X,X
ZTJLIOS,O,X,X,X,O,X,O,X,X,X
ZTJLSIO,X,X,X,X,X,X,O,X,X,X
ZTJLSOI,X,X,X,X,X,X,O,X,X,X
ZTJLOIS,O,X,X,X,O,X,O,X,X,X
ZTJLOSI,X,X,X,X,X,X,O,X,X,X
ZTJSILO,O,X,X,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,O,X,X,X,X,X,X
ZTJSLIO,O,X,X,O,X,X,X,X,X,X
ZTJSLOI,O,X,X,O,X,X,X,X,X,X
ZTJSOIL,O,O,X,O,X,X,X,X,X,X
ZTJSOLI,O,X,X,O,X,X,X,X,X,X
ZTJOILS,O,X,X,X,O,X,X,X,X,X
ZTJOISL,O,O,X,O,X,X,X,X,X,X
ZTJOLIS,O,X,X,X,O,X,O,X,X,X
ZTJOLSI,X,X,X,X,X,X,O,X,X,X
ZTJOSIL,O,O,X,O,X,X,X,X,X,X
ZTJOSLI,O,X,X,O,X,X,X,X,X,X
ZTSILJO,O,X,X,O,X,X,X,X,X,X
ZTSILOJ,O,X,X,O,X,X,X,X,X,X
ZTSIJLO,O,X,X,O,X,X,X,X,X,X
ZTSIJOL,O,O,X,O,X,X,X,X,X,X
ZTSIOLJ,O,X,X,O,X,X,X,X,X,X
ZTSIOJL,O,O,X,O,X,X,X,X,X,X
ZTSLIJO,O,X,X,O,X,X,X,X,X,X
ZTSLIOJ,O,X,X,O,X,X,X,X,X,X
ZTSLJIO,O,X,X,O,X,X,X,X,X,X
ZTSLJOI,O,X,X,O,X,X,X,X,X,X
ZTSLOIJ,O,X,X,O,X,X,X,X,X,X
ZTSLOJI,O,X,X,O,X,X,X,X,X,X
ZTSJILO,O,X,X,O,X,X,X,X,X,X
ZTSJIOL,O,O,X,O,X,X,X,X,X,X
ZTSJLIO,O,X,X,O,X,X,X,X,X,X
ZTSJLOI,O,X,X,O,X,X,X,X,X,X
ZTSJOIL,O,O,X,O,X,X,X,X,X,X
ZTSJOLI,O,X,X,O,X,X,X,X,X,X
ZTSOILJ,O,X,X,O,X,X,X,X,X,X
ZTSOIJL,O,O,X,O,X,X,X,X,X,X
ZTSOLIJ,O,X,X,O,X,X,X,X,X,X
ZTSOLJI,O,X,X,O,X,X,X,X,X,X
ZTSOJIL,O,O,X,O,X,X,X,X,X,X
ZTSOJLI,O,X,X,O,X,X,X,X,X,X
ZTOILJS,O,O,X,X,O,X,X,X,X,X
ZTOILSJ,O,O,X,X,O,X,X,X,X,X
ZTOIJLS,O,X,X,X,O,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,X,X,X,X,X
ZTOLIJS,O,O,X,X,O,X,X,X,X,X
ZTOLISJ,O,O,X,X,O,X,X,X,X,X
ZTOLJIS,O,O,X,X,O,X,O,X,X,X
ZTOLJSI,X,O,X,X,X,X,O,X,X,X
ZTOLSIJ,O,O,X,X,X,X,X,X,X,X
ZTOLSJI,O,O,X,X,X,X,X,X,X,X
ZTOJILS,O,X,X,X,O,X,X,X,X,X
ZTOJISL,O,O,X,O,X,X,X,X,X,X
ZTOJLIS,O,X,X,X,O,X,O,X,X,X
ZTOJLSI,X,X,X,X,X,X,O,X,X,X
ZTOJSIL,O,O,X,O,X,X,X,X,X,X
ZTOJSLI,O,X,X,O,X,X,X,X,X,X
ZTOSILJ,O,X,X,O,X,X,X,X,X,X
ZTOSIJL,O,O,X,O,X,X,X,X,X,X
ZTOSLIJ,O,X,X,O,X,X,X,X,X,X
ZTOSLJI,O,X,X,O,X,X,X,X,X,X
ZTOSJIL,O,O,X,O,X,X,X,X,X,X
ZTOSJLI,O,X,X,O,X,X,X,X,X,X
ZITLJSO,X,O,X,X,O,X,X,X,X,X
ZITLJOS,O,O,X,X,O,X,X,X,X,X
ZITLSJO,O,O,X,X,O,X,X,X,X,X
ZITLSOJ,O,O,X,X,O,X,X,X,X,X
ZITLOJS,O,O,X,X,O,X,X,X,X,X
ZITLOSJ,O,O,X,X,O,X,X,X,X,X
ZITJLSO,X,X,X,X,O,X,X,X,X,X
ZITJLOS,O,X,X,X,O,X,X,X,X,X
ZITJSLO,O,X,X,X,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X,X,X
ZITJOLS,O,X,X,X,O,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X,X,X,X,X
ZITSLJO,O,X,X,X,X,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X,X,X,X,X
ZITSJLO,O,X,X,X,X,X,X,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X,X,X
ZITSOLJ,O,X,X,X,X,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X,X,X,X
ZITOLJS,O,O,X,X,O,X,X,X,X,X
ZITOLSJ,O,O,X,X,O,X,X,X,X,X
ZITOJLS,O,X,X,X,O,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X,X,X
ZITOSLJ,O,X,X,X,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X,X,X
ZILTJSO,X,O,X,X,X,X,X,X,X,X
ZILTJOS,O,O,X,X,X,X,X,X,X,X
ZILTSJO,O,O,X,X,X,X,X,X,X,X
ZILTSOJ,O,O,X,X,X,X,X,X,X,X
ZILTOJS,O,O,X,X,X,X,X,X,X,X
ZILTOSJ,O,O,X,X,X,X,X,X,X,X
ZILJTSO,X,O,O,X,X,X,X,X,X,X
ZILJTOS,O,O,O,X,X,X,X,X,X,X
ZILJSTO,O,O,O,X,X,X,X,X,X,X
ZILJSOT,O,O,O,X,X,X,X,X,X,X
ZILJOTS,O,O,O,X,X,X,X,X,X,X
ZILJOST,O,O,O,X,X,X,X,X,X,X
ZILSTJO,O,O,X,X,X,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X,X,X
ZILSJOT,O,O,X,X,X,X,X,X,X,X
ZILSOTJ,O,O,X,X,X,X,X,X,X,X
ZILSOJT,O,O,X,X,X,X,X,X,X,X
ZILOTJS,O,O,X,X,X,X,X,X,X,X
ZILOTSJ,O,O,X,X,X,X,X,X,X,X
ZILOJTS,O,O,O,X,X,X,X,X,X,X
ZILOJST,O,O,O,X,X,X,X,X,X,X
ZILOSTJ,O,O,X,X,X,X,X,X,X,X
ZILOSJT,O,O,X,X,X,X,X,X,X,X
ZIJTLSO,X,X,O,X,X,X,X,X,X,X
ZIJTLOS,O,X,O,X,X,X,X,X,X,X
ZIJTSLO,O,X,X,X,X,X,X,X,X,X
ZIJTSOL,O,O,X,X,X,X,X,X,X,X
ZIJTOLS,O,X,O,X,X,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X,X,X,X,X
ZIJLTSO,X,O,O,X,X,X,X,X,X,X
ZIJLTOS,O,O,O,X,X,X,X,X,X,X
ZIJLSTO,O,O,O,X,X,X,X,X,O,X
ZIJLSOT,O,O,O,X,X,X,X,X,O,X
ZIJLOTS,O,O,O,X,X,X,X,X,X,X
ZIJLOST,O,O,O,X,X,X,X,X,O,X
ZIJSTLO,O,X,X,X,X,X,X,X,O,X
ZIJSTOL,O,O,X,X,X,X,X,X,O,X
ZIJSLTO,O,X,X,X,X,X,X,X,O,X
ZIJSLOT,O,O,X,X,X,O,X,X,O,X
ZIJSOTL,O,O,X,X,X,X,X,X,O,X
ZIJSOLT,O,O,X,X,X,O,X,X,O,X
ZIJOTLS,O,X,O,X,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X,X,X,X,X
ZIJOLTS,O,O,O,X,X,X,X,X,X,X
ZIJOLST,O,O,O,X,X,X,X,X,O,X
ZIJOSTL,O,O,X,X,X,X,X,X,O,X
ZIJOSLT,O,O,X,X,X,O,X,X,O,X
ZISTLJO,O,X,X,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X,X,X,X,X
ZISTJLO,O,X,X,X,X,X,X,X,X,X
ZISTJOL,O,O,X,X,X,X,X,X,X,X
ZISTOLJ,O,X,X,X,X,X,X,X,X,X
ZISTOJL,O,O,X,X,X,X,X,X,X,X
ZISLTJO,O,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X,X,X,X
ZISLJTO,O,O,X,X,X,X,X,X,X,X
ZISLJOT,O,O,X,X,X,O,X,X,X,X
ZISLOTJ,O,O,X,X,X,X,X,X,X,X
ZISLOJT,O,O,X,X,X,O,X,X,X,X
ZISJTLO,O,X,X,X,X,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X,X,X,X,X
ZISJLTO,O,X,X,X,X,X,X,X,X,X
ZISJLOT,O,O,X,X,X,O,X,X,X,X
ZISJOTL,O,O,X,X,X,X,X,X,X,O
ZISJOLT,O,O,X,X,X,O,X,X,X,O
ZISOTLJ,O,X,X,X,X,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X,X,X
ZISOLTJ,O,O,X,X,X,X,X,X,X,X
ZISOLJT,O,O,X,X,X,O,X,X,X,X
ZISOJTL,O,O,X,X,X,X,X,X,X,O
ZISOJLT,O,O,X,X,X,O,X,X,X,O
ZIOTLJS,O,O,X,X,O,X,X,X,X,X
ZIOTLSJ,O,O,X,X,O,X,X,X,X,X
ZIOTJLS,O,X,X,X,O,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,X,X,X
ZIOTSLJ,O,X,X,X,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X,X,X
ZIOLTJS,O,O,X,X,X,X,X,X,X,X
ZIOLTSJ,O,O,X,X,X,X,X,X,X,X
ZIOLJTS,O,O,O,X,X,X,X,X,X,X
ZIOLJST,O,O,O,X,X,X,X,X,X,X
