sequence,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhF0gBzkBRnBlmByv?BXsB,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhF0gBzkBfsBlnBim?BxvB,v115@EhC8IeA8CeA8DeD8EeC8Jex/IvhFmhBTkBKqB3nB0r?BFrB,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhFTgBfqB0mBlnBim?BRwB,v115@EhC8IeA8CeA8DeD8EeC8Jei/IvhFRhB1pBUmB3nB2v?BzrB,v115@EhC8IeA8CeA8DeD8EeC8Jel/IvhFRhB2pB3nB0rBTq?BirB,v115@EhC8IeA8CeA8DeD8EeC8Je0AJvhFmkBRnBTkBlmByv?BXsB,v115@EhC8IeA8CeA8DeD8EeC8Jel/IvhFUhB2pBxrBTqBis?B3rB,v115@EhC8IeA8CeA8DeD8EeC8JeT/IvhFRhBlnBmpBirB/q?B0rB,v115@EhC8IeA8CeA8DeD8EeC8JeKEJvhFzfBfmBRnBVsB2v?B0rB,v115@EhC8IeA8CeA8DeD8EeC8JeKEJvhFRhBFlB3nBTrBmr?BUqB,v115@EhC8IeA8CeA8DeD8EeC8Je0/IvhFVmB2pBxrBisBTq?B3rB
STIOZJL,O,O,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,X,X,O,X,X,X,X,X
STLIJOZ,X,X,O,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,O,X,O,X,O,X,X,X,X,X
STLIZOJ,O,O,X,X,O,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,O,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,O,X,X,X,O,X,O,X,X,X
STLJIOZ,X,X,O,X,X,X,X,X,O,X,X,X
STLJZIO,X,X,X,X,O,X,O,X,O,X,X,X
STLJZOI,X,X,X,X,O,X,X,X,O,X,X,X
STLJOIZ,X,X,O,X,X,X,X,X,O,X,O,X
STLJOZI,X,X,X,X,X,X,X,X,O,X,O,X
STLZIJO,X,X,O,X,O,X,O,X,X,X,X,X
STLZIOJ,O,X,X,X,O,X,X,X,X,X,X,X
STLZJIO,X,X,O,X,O,X,O,X,X,X,X,X
STLZJOI,X,X,O,X,O,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,X,X,X,X,X
STLZOJI,O,O,O,X,O,X,X,X,X,X,O,X
STLOIJZ,O,X,O,X,X,X,X,X,X,X,O,X
STLOIZJ,O,X,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,O,X,X,X,X,X,X,X,O,X
STLOJZI,O,O,X,X,X,X,X,X,X,X,O,X
STLOZIJ,O,X,O,X,O,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,O,X,X,X,X,X,O,X
STJILZO,X,X,X,O,X,X,X,X,X,X,X,O
STJILOZ,X,X,X,O,X,X,X,X,X,X,X,X
STJIZLO,X,X,X,O,X,O,X,X,X,X,X,O
STJIZOL,X,O,X,O,X,O,X,X,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,X,X,O,X,X,X,X,X,O,X,X,X
STJLIOZ,X,X,O,X,X,X,X,X,O,X,X,X
STJLZIO,X,X,X,X,O,O,X,X,O,X,X,X
STJLZOI,X,X,X,X,O,O,X,X,O,X,X,X
STJLOIZ,X,X,O,X,X,X,X,X,O,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,O,X,X,X
STJZILO,X,X,X,X,O,O,X,X,X,X,X,O
STJZIOL,X,X,X,X,O,O,X,X,X,X,X,X
STJZLIO,X,X,X,X,O,O,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,O,X,X,X,X,X,X
STJZOIL,X,O,X,X,O,O,X,X,X,X,X,X
STJZOLI,X,O,X,X,O,O,X,X,X,X,X,X
STJOILZ,X,X,O,O,X,X,X,X,X,X,X,X
STJOIZL,X,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,X,O,X,X,X,X,X,X,O,X,X,X
STJOZIL,X,O,X,X,X,O,X,X,X,X,X,X
STJOZLI,X,O,X,X,X,O,X,X,X,X,X,X
STZILJO,X,X,X,X,O,X,O,X,X,X,X,X
STZILOJ,O,O,X,X,O,X,X,X,X,X,X,X
STZIJLO,X,X,X,X,O,X,X,X,X,X,X,X
STZIJOL,X,O,X,X,O,X,X,X,X,X,X,X
STZIOLJ,X,O,X,X,O,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,O,X,X,X,X,X,X,X
STZLIJO,X,X,O,X,O,X,O,X,X,X,X,X
STZLIOJ,O,X,X,X,O,X,X,X,X,X,X,X
STZLJIO,X,X,O,X,O,X,O,X,X,X,X,X
STZLJOI,X,X,O,X,O,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,O,X,X,X,X,X,X,X
STZLOJI,O,O,O,X,O,X,X,X,X,X,X,X
STZJILO,X,X,X,X,O,O,X,X,X,X,X,X
STZJIOL,X,X,X,X,O,O,X,X,X,X,X,X
STZJLIO,X,X,O,X,O,O,X,X,X,X,X,X
STZJLOI,X,X,O,X,O,O,X,X,X,X,X,X
STZJOIL,X,O,X,X,O,O,X,X,X,X,X,X
STZJOLI,X,O,X,X,O,O,X,X,X,X,X,X
STZOILJ,X,O,X,X,O,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,O,X,X,X,X,X,X,X
STZOLIJ,X,X,X,X,O,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,O,X,X,X,X,X,X,X
STZOJIL,O,O,X,X,O,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,O,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,X,X,X,X,X,X,X,O,X
STOLIZJ,O,X,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,X,X,X,X,X,X,X,O,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,O,X
STOLZIJ,O,X,O,X,O,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,O,X,X,X,X,X,O,X
STOJILZ,O,O,O,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,O,X,X,X,X,X,X,X
STOZIJL,O,O,X,X,O,X,X,X,X,X,X,X
STOZLIJ,X,X,X,X,O,X,X,X,X,X,X,X
STOZLJI,X,O,X,X,O,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,O,X,X,X,X,X,X,X
STOZJLI,X,O,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,X,O,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,O,O,X,O,X,X,X,X,X
SITLZOJ,O,O,X,O,O,X,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,O,X,X,X,X,X,X,X,O
SITJLOZ,X,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,O,X,X,X,X,X,X,X,O
SITJZOL,X,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,O,X,O,X,X,X,X,X
SITZLOJ,O,O,X,O,O,X,X,X,X,X,X,X
SITZJLO,X,X,X,O,O,X,X,X,X,X,X,X
SITZJOL,X,O,X,O,O,X,X,X,X,X,X,X
SITZOLJ,X,O,X,O,O,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,O,X,X,X,X,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,O,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,X,O,O,X,X,O,X,X,X,X,X
SILTJOZ,X,X,O,O,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,O,X,X,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,O,X,X,X,X,X,X,O,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,O,X,X,O,X,X,X,X,X
SILJTOZ,X,X,O,O,X,X,X,X,X,O,X,X
SILJZTO,X,X,O,X,X,X,O,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,O,X,X,O,X,X
SILJOTZ,O,X,O,O,X,X,X,X,X,O,X,X
SILJOZT,O,X,O,X,X,X,O,X,X,O,X,X
SILZTJO,X,X,O,X,X,X,O,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,O,X,X,X,X,X
SILZJOT,O,X,O,X,X,X,O,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,O,X,X,X,X,X
SILOTJZ,O,X,O,O,X,X,X,X,X,X,O,X
SILOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,O,X,X,X,O,X,X,X,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,O,X,X,X,X,X
SIJTLZO,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,O,X,X,X,O,X,O,X,X
SIJTZLO,X,X,X,O,X,O,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,O,X,X,X,O,X,X,X,X
SIJLTZO,X,X,O,O,X,X,O,X,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,X,O,X,O,X,X
SIJLZTO,X,X,O,X,X,X,O,X,X,X,X,X
SIJLZOT,O,X,O,X,X,X,O,X,X,O,X,X
SIJLOTZ,O,X,O,O,X,X,X,O,X,O,X,X
SIJLOZT,O,X,O,X,X,X,O,O,X,O,X,X
SIJZTLO,X,X,X,O,X,O,X,X,X,X,X,X
SIJZTOL,X,X,X,O,X,O,X,X,X,X,X,X
SIJZLTO,X,X,X,X,X,O,O,X,X,X,X,X
SIJZLOT,O,X,X,X,X,O,O,X,X,O,X,X
SIJZOTL,O,X,X,O,X,O,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,X,X,O,X,X,X,X
SIJOTZL,O,X,X,O,X,X,X,O,X,X,X,X
SIJOLTZ,O,X,O,O,X,X,X,O,X,O,X,X
SIJOLZT,O,X,O,X,X,X,X,O,X,O,X,X
SIJOZTL,O,X,X,O,X,X,X,O,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,O,X,X,X,X
SIZTLJO,X,X,X,O,O,X,O,X,X,X,X,X
SIZTLOJ,O,O,X,O,O,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,O,X,X,X,X,X,X,X
SIZTJOL,X,O,X,O,O,X,X,X,X,X,X,X
SIZTOLJ,X,O,X,O,O,X,X,X,X,X,X,X
SIZTOJL,O,O,X,O,O,X,X,X,X,X,X,X
SIZLTJO,X,X,O,X,O,X,O,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X,O,X,X,X,X,X
SIZLJOT,O,X,O,X,X,X,O,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,O,X,X,X,X,X
SIZJTLO,X,X,X,O,O,O,X,X,X,X,X,X
SIZJTOL,X,X,X,O,X,O,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,O,O,X,X,X,X,X
SIZJLOT,O,X,O,X,X,O,O,X,X,X,X,X
SIZJOTL,O,X,X,O,X,O,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,O,X,O,O,X,X,X,X,X,X,X
SIZOTJL,O,O,X,O,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,O,O,X,O,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,O,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,O,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X,X,X,X,O,X
SIOLTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,O,X,X,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,O,X,X,X,X,X
SIOJTLZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X,X,X,X,X
SIOJZLT,O,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,X,X,X,X
SIOZTJL,O,O,X,O,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,O,X,X,X,O,X,X,X,X,X
SIOZJTL,O,O,X,O,X,X,X,X,X,X,X,X
SIOZJLT,O,X,O,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,X,X,O,X,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,O,X,O,X,O,X,X,X,X,X
SLTIZOJ,O,X,X,X,O,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,X,X,O,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,O,X,X,X,O,X,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,O,X,O,X,X,X,X,X
SLTJZOI,X,X,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,X,X,X,X,X,X,O,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,O,X
SLTZIJO,X,X,O,X,O,X,O,X,X,X,X,X
SLTZIOJ,O,X,X,X,O,X,X,X,X,X,X,X
SLTZJIO,X,X,O,X,O,X,O,X,X,X,X,X
SLTZJOI,X,X,O,X,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,O,X,O,X,X,X,X,X,X,X
SLTZOJI,O,X,O,X,O,X,X,X,X,X,O,X
SLTOIJZ,O,X,O,X,X,X,X,X,X,X,O,X
SLTOIZJ,O,X,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,O,X,X,X,X,X,X,X,O,X
SLTOJZI,O,X,X,X,X,X,X,X,X,X,O,X
SLTOZIJ,O,X,O,X,O,X,X,X,X,X,X,X
SLTOZJI,O,X,O,X,O,X,X,X,X,X,O,X
SLITJZO,X,X,O,O,X,X,O,X,X,X,X,X
SLITJOZ,X,X,O,O,X,X,X,X,X,X,X,X
SLITZJO,X,X,O,O,X,X,O,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,O,X,X,X,X,X,X,O,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X,X,X
SLIJTZO,X,X,O,O,X,X,O,X,X,X,X,X
SLIJTOZ,X,X,O,O,X,X,X,X,X,O,X,X
SLIJZTO,X,X,O,X,X,X,O,X,X,X,X,X
SLIJZOT,O,X,O,X,X,X,O,X,X,O,X,X
SLIJOTZ,O,X,O,O,X,X,X,X,X,O,X,X
SLIJOZT,O,X,O,X,X,X,O,X,X,O,X,X
SLIZTJO,X,X,O,X,X,X,O,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,O,X,X,X,O,X,X,X,X,X
SLIZJOT,O,X,O,X,X,X,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,X,X,X,X
SLIZOJT,O,X,O,X,X,X,O,X,X,X,X,X
SLIOTJZ,O,X,O,O,X,X,X,X,X,X,O,X
SLIOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,O,X,X,X,O,X,X,X,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,O,X,X,X,O,X,X,X,X,X
SLJTIZO,X,X,O,X,X,X,O,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,X,X,X,O,X,X
SLJTZIO,X,X,X,X,X,O,O,X,X,X,X,X
SLJTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,X,X,O,X,X,X,X,X,X,O,O,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,O,X
SLJITZO,X,X,O,O,X,X,O,X,X,X,X,X
SLJITOZ,X,X,O,O,X,X,X,X,X,O,X,X
SLJIZTO,X,X,O,X,X,X,O,X,X,X,X,X
SLJIZOT,O,X,O,X,X,X,O,X,X,O,X,X
SLJIOTZ,O,X,O,O,X,X,X,X,X,O,X,X
SLJIOZT,O,X,O,X,X,X,O,X,X,O,X,X
SLJZTIO,X,X,O,X,X,O,O,X,X,X,X,X
SLJZTOI,X,X,O,X,X,O,X,X,X,X,X,X
SLJZITO,X,X,O,X,X,O,O,X,X,X,X,X
SLJZIOT,O,X,O,X,X,O,O,X,X,O,X,X
SLJZOTI,O,X,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,X,O,X,X,O,O,X,X,O,X,X
SLJOTIZ,O,X,O,X,X,X,X,X,X,O,O,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X,O,X
SLJOITZ,O,X,O,O,X,X,X,X,X,O,X,X
SLJOIZT,O,X,O,X,X,X,O,X,X,O,X,X
SLJOZTI,O,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,O,X,X,O,X,X
SLZTIJO,X,X,O,X,O,X,O,X,X,X,X,X
SLZTIOJ,O,X,X,X,O,X,X,X,X,X,X,X
SLZTJIO,X,X,O,X,O,X,O,X,X,X,X,X
SLZTJOI,X,X,O,X,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,O,X,O,X,X,X,X,X,X,X
SLZTOJI,O,X,O,X,O,X,X,X,X,X,O,X
SLZITJO,X,X,O,X,O,X,O,X,X,X,X,X
SLZITOJ,O,X,X,X,O,X,X,X,X,X,X,X
SLZIJTO,X,X,O,X,X,X,O,X,X,X,X,X
SLZIJOT,O,X,O,X,X,X,O,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,X,X,X,X
SLZIOJT,O,X,O,X,X,X,O,X,X,X,X,X
SLZJTIO,X,X,O,X,X,O,O,X,X,X,X,X
SLZJTOI,X,X,O,X,X,O,X,X,X,X,X,X
SLZJITO,X,X,O,X,X,O,O,X,X,X,X,X
SLZJIOT,O,X,O,X,X,O,O,X,X,X,X,X
SLZJOTI,O,X,O,X,X,O,X,X,X,X,X,X
SLZJOIT,O,X,O,X,X,O,O,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X,X,O,X
SLZOITJ,O,X,O,X,X,X,X,X,X,X,X,X
SLZOIJT,O,X,O,X,X,X,O,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,X,O,X,X,X,O,X,X,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X,X,X,O,X
SLOTIZJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,X,X,X,X,O,X
SLOTJZI,O,X,X,X,X,X,X,X,X,X,O,X
SLOTZIJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOTZJI,O,X,O,X,X,X,X,X,X,X,O,X
SLOITJZ,O,X,O,O,X,X,X,X,X,X,O,X
SLOITZJ,O,X,O,O,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,O,O,X,X,X,X,X,X,X,X
SLOIJZT,O,X,O,X,X,X,O,X,X,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,O,X,X,X,O,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,X,X,X,O,O,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X,O,X
SLOJITZ,O,X,O,O,X,X,X,X,X,O,X,X
SLOJIZT,O,X,O,X,X,X,O,X,X,O,X,X
SLOJZTI,O,X,O,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,O,X,X,X,O,X,X,O,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOZTJI,O,X,O,X,X,X,X,X,X,X,O,X
SLOZITJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOZIJT,O,X,O,X,X,X,O,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,X,O,X,X,X,O,X,X,X,X,X
SJTILZO,X,X,X,O,X,X,X,X,X,X,X,O
SJTILOZ,X,X,X,O,X,X,X,O,X,O,X,X
SJTIZLO,X,X,X,O,X,O,X,X,X,X,X,O
SJTIZOL,X,X,X,O,X,O,X,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,X,X,O,X,X,X,X
SJTIOZL,X,X,X,O,X,X,X,O,X,X,X,X
SJTLIZO,X,X,O,X,X,X,X,X,O,X,X,X
SJTLIOZ,X,X,O,X,X,X,X,X,O,O,X,X
SJTLZIO,X,X,X,X,O,O,X,X,O,X,X,X
SJTLZOI,X,X,X,X,O,O,X,X,O,X,X,X
SJTLOIZ,X,X,O,X,X,X,X,X,O,O,X,X
SJTLOZI,X,X,X,X,X,X,X,X,O,X,X,X
SJTZILO,X,X,X,X,O,O,X,X,X,X,X,O
SJTZIOL,X,X,X,X,O,O,X,X,X,X,X,X
SJTZLIO,X,X,X,X,O,O,X,X,X,X,X,X
SJTZLOI,X,X,X,X,O,O,X,X,X,X,X,X
SJTZOIL,X,X,X,X,O,O,X,X,X,X,X,X
SJTZOLI,X,X,X,X,O,O,X,X,X,X,X,X
SJTOILZ,X,X,O,O,X,X,X,X,X,X,X,X
SJTOIZL,X,X,X,O,X,X,X,X,X,X,X,X
SJTOLIZ,X,X,X,X,X,X,X,X,O,X,X,X
SJTOLZI,X,X,X,X,X,X,X,X,O,X,X,X
SJTOZIL,X,X,X,X,X,O,X,X,X,X,X,X
SJTOZLI,X,X,X,X,X,O,X,X,X,X,X,X
SJITLZO,X,X,X,O,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,O,X,X,X,O,X,O,X,X
SJITZLO,X,X,X,O,X,O,X,X,X,X,X,X
SJITZOL,X,X,X,O,X,O,X,X,X,X,X,X
SJITOLZ,X,X,X,O,X,X,X,O,X,X,X,X
SJITOZL,X,X,X,O,X,X,X,O,X,X,X,X
SJILTZO,X,X,O,O,X,X,O,X,X,X,X,X
SJILTOZ,X,X,O,O,X,X,X,O,X,O,X,X
SJILZTO,X,X,O,X,X,X,O,X,X,X,X,X
SJILZOT,O,X,O,X,X,X,O,X,X,O,X,X
SJILOTZ,O,X,O,O,X,X,X,O,X,O,X,X
SJILOZT,O,X,O,X,X,X,O,O,X,O,X,X
SJIZTLO,X,X,X,O,X,O,X,X,X,X,X,X
SJIZTOL,X,X,X,O,X,O,X,X,X,X,X,X
SJIZLTO,X,X,X,X,X,O,O,X,X,X,X,X
SJIZLOT,O,X,X,X,X,O,O,X,X,O,X,X
SJIZOTL,O,X,X,O,X,O,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,O,X,X,X,X,X,X
SJIOTLZ,O,X,O,O,X,X,X,O,X,X,X,X
SJIOTZL,O,X,X,O,X,X,X,O,X,X,X,X
SJIOLTZ,O,X,O,O,X,X,X,O,X,O,X,X
SJIOLZT,O,X,O,X,X,X,X,O,X,O,X,X
SJIOZTL,O,X,X,O,X,X,X,O,X,X,X,X
SJIOZLT,O,X,O,X,X,X,X,O,X,X,X,X
SJLTIZO,X,X,O,X,X,X,O,X,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,X,X,X,O,X,X
SJLTZIO,X,X,X,X,X,O,O,X,X,X,X,X
SJLTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SJLTOIZ,X,X,O,X,X,X,X,X,X,O,O,X
SJLTOZI,X,X,X,X,X,X,X,X,X,X,O,X
SJLITZO,X,X,O,O,X,X,O,X,X,X,X,X
SJLITOZ,X,X,O,O,X,X,X,X,X,O,X,X
SJLIZTO,X,X,O,X,X,X,O,X,X,X,X,X
SJLIZOT,O,X,O,X,X,X,O,X,X,O,X,X
SJLIOTZ,O,X,O,O,X,X,X,X,X,O,X,X
SJLIOZT,O,X,O,X,X,X,O,X,X,O,X,X
SJLZTIO,X,X,O,X,X,O,O,X,X,X,X,X
SJLZTOI,X,X,O,X,X,O,X,X,X,X,X,X
SJLZITO,X,X,O,X,X,O,O,X,X,X,X,X
SJLZIOT,O,X,O,X,X,O,O,X,X,O,X,X
SJLZOTI,O,X,O,X,X,O,X,X,X,X,X,X
SJLZOIT,O,X,O,X,X,O,O,X,X,O,X,X
SJLOTIZ,O,X,O,X,X,X,X,X,X,O,O,X
SJLOTZI,O,X,X,X,X,X,X,X,X,X,O,X
SJLOITZ,O,X,O,O,X,X,X,X,X,O,X,X
SJLOIZT,O,X,O,X,X,X,O,X,X,O,X,X
SJLOZTI,O,X,O,X,X,X,X,X,X,X,X,X
SJLOZIT,O,X,O,X,X,X,O,X,X,O,X,X
SJZTILO,X,X,X,X,O,O,X,X,X,X,X,O
SJZTIOL,X,X,X,X,O,O,X,X,X,X,X,X
SJZTLIO,X,X,O,X,O,O,X,X,X,X,X,X
SJZTLOI,X,X,O,X,O,O,X,X,X,X,X,X
SJZTOIL,X,X,X,X,O,O,X,X,X,X,X,X
SJZTOLI,X,X,X,X,O,O,X,X,X,X,X,X
SJZITLO,X,X,X,O,O,O,X,X,X,X,X,X
SJZITOL,X,X,X,O,X,O,X,X,X,X,X,X
SJZILTO,X,X,O,X,X,O,O,X,X,X,X,X
SJZILOT,O,X,O,X,X,O,O,X,X,O,X,X
SJZIOTL,O,X,X,O,X,O,X,X,X,X,X,X
