sequence,v115@EhC8HeB8HeC8EeD8JeT/IvhF/lBamBUiBWsBlpBxvB,v115@EhC8HeB8HeC8EeD8Je0/IvhF6lBThB/nB2pBlrBRvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFihBTkB0lBGnBVvB3rB,v115@EhC8HeB8HeC8EeD8JeT/IvhFmgBqmB/nB0lBlpBxvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFThB/nBmkBqqB0pBlrB,v115@EhC8HeB8HeC8EeD8Jei/IvhFRhBFlBTnB0pBGrBXrB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGgBThB/nBUlBlrBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFlgBUiBzkBXmBCsBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFqmB/nBRlBzpBUrBlqB,v115@EhC8HeB8HeC8EeD8JeKEJvhFRhBFlB8qBGnB3rBzpB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGhB/nBRlB0qBlrBzpB
SLTJZOI,X,O,O,O,O,X,O,O,X,O,O
SLTJOIZ,X,X,O,X,O,X,X,X,O,X,X
SLTJOZI,X,O,O,O,O,X,O,O,O,X,O
SLTZIJO,X,X,O,O,O,X,O,O,X,X,O
SLTZIOJ,X,X,O,O,O,X,O,O,X,X,O
SLTZJIO,X,X,O,O,O,X,O,O,X,O,O
SLTZJOI,X,X,O,O,O,X,O,O,X,O,O
SLTZOIJ,X,X,O,O,O,X,O,O,O,X,O
SLTZOJI,X,X,O,O,O,X,O,O,O,X,O
SLTOIJZ,X,O,O,O,O,X,O,O,O,X,X
SLTOIZJ,X,O,O,O,O,X,O,O,X,X,X
SLTOJIZ,X,X,O,X,O,X,X,X,O,X,X
SLTOJZI,X,O,O,O,O,X,O,O,O,X,O
SLTOZIJ,X,X,O,O,O,X,O,O,O,X,O
SLTOZJI,X,X,O,O,O,X,O,O,O,X,O
SLITJZO,X,O,X,O,X,X,O,O,X,X,O
SLITJOZ,X,O,X,O,O,X,O,O,X,X,X
SLITZJO,X,O,X,O,O,X,O,O,X,X,O
SLITZOJ,X,O,X,O,O,X,O,O,X,X,O
SLITOJZ,X,O,X,O,O,X,O,O,X,X,X
SLITOZJ,X,O,X,O,O,X,O,O,X,X,X
SLIJTZO,X,O,X,O,X,X,O,O,X,O,X
SLIJTOZ,X,O,X,O,O,X,O,O,X,X,X
SLIJZTO,X,O,X,O,X,X,O,O,X,O,X
SLIJZOT,X,O,X,O,X,X,O,O,X,O,X
SLIJOTZ,X,O,X,X,X,X,X,O,O,X,X
SLIJOZT,X,O,X,X,X,X,X,O,O,O,X
SLIZTJO,X,O,X,O,O,X,O,O,X,X,O
SLIZTOJ,X,O,X,O,O,X,O,O,X,X,O
SLIZJTO,X,O,X,O,O,X,O,O,X,X,X
SLIZJOT,X,O,X,O,O,X,O,O,X,X,X
SLIZOTJ,X,X,X,O,O,X,O,O,O,X,X
SLIZOJT,X,X,X,O,X,X,O,O,O,X,X
SLIOTJZ,X,O,X,O,O,X,O,O,O,X,X
SLIOTZJ,X,O,X,O,O,X,O,O,X,X,X
SLIOJTZ,X,O,X,X,X,X,X,O,O,X,X
SLIOJZT,X,O,X,X,X,X,X,O,O,X,X
SLIOZTJ,X,X,X,O,X,X,O,O,O,X,X
SLIOZJT,X,X,X,O,X,X,O,O,O,X,X
SLJTIZO,X,X,X,X,X,X,X,O,X,O,O
SLJTIOZ,X,X,O,X,O,X,X,O,X,X,X
SLJTZIO,X,O,O,O,O,X,O,O,X,O,O
SLJTZOI,X,O,O,O,O,X,O,O,X,O,O
SLJTOIZ,X,X,O,X,O,X,X,X,O,X,X
SLJTOZI,X,O,O,O,O,X,O,O,O,X,O
SLJITZO,X,O,X,O,X,X,O,O,X,O,X
SLJITOZ,X,O,O,O,O,X,O,O,X,X,X
SLJIZTO,X,O,X,O,X,X,O,O,X,O,X
SLJIZOT,X,O,X,O,X,X,O,O,X,O,X
SLJIOTZ,X,O,X,X,X,X,X,O,O,X,X
SLJIOZT,X,O,X,X,X,X,X,O,O,O,X
SLJZTIO,X,O,X,X,O,X,O,O,X,O,O
SLJZTOI,X,O,O,X,O,X,O,O,X,O,O
SLJZITO,X,O,X,X,O,X,O,O,X,O,X
SLJZIOT,X,O,X,X,O,X,O,O,X,O,X
SLJZOTI,X,O,X,X,O,X,O,O,O,O,X
SLJZOIT,X,O,X,X,O,X,O,X,O,O,X
SLJOTIZ,X,X,O,X,X,X,X,X,O,X,X
SLJOTZI,X,X,O,X,X,X,X,O,O,X,X
SLJOITZ,X,X,X,X,X,X,X,X,O,X,X
SLJOIZT,X,X,X,X,X,X,X,X,O,O,X
SLJOZTI,X,X,X,X,X,X,X,O,O,O,X
SLJOZIT,X,X,X,X,X,X,X,X,O,O,X
SLZTIJO,X,X,X,O,O,X,O,O,X,X,O
SLZTIOJ,X,X,X,O,O,X,O,O,X,X,O
SLZTJIO,X,X,X,O,O,X,O,O,X,O,O
SLZTJOI,X,X,X,O,O,X,O,O,X,O,O
SLZTOIJ,X,X,X,O,O,X,O,O,O,X,O
SLZTOJI,X,X,X,O,O,X,O,O,O,X,O
SLZITJO,X,X,X,O,O,X,O,O,X,X,O
SLZITOJ,X,X,X,O,O,X,O,O,X,X,O
SLZIJTO,X,X,X,O,O,X,O,O,X,X,X
SLZIJOT,X,X,X,O,O,X,O,O,X,X,X
SLZIOTJ,X,X,X,O,O,X,O,O,O,X,X
SLZIOJT,X,X,X,O,X,X,O,O,O,X,X
SLZJTIO,X,X,X,X,O,X,O,O,X,O,O
SLZJTOI,X,X,X,X,O,X,O,O,X,O,O
SLZJITO,X,X,X,X,O,X,O,O,X,O,X
SLZJIOT,X,X,X,X,O,X,O,O,X,O,X
SLZJOTI,X,X,X,X,O,X,O,O,O,O,X
SLZJOIT,X,X,X,X,O,X,O,X,O,O,X
SLZOTIJ,X,X,X,X,O,X,O,O,O,X,O
SLZOTJI,X,X,X,X,O,X,O,O,O,X,O
SLZOITJ,X,X,X,X,O,X,O,O,O,X,X
SLZOIJT,X,X,X,X,X,X,O,O,O,X,X
SLZOJTI,X,X,X,X,O,X,O,O,O,X,X
SLZOJIT,X,X,X,X,O,X,O,X,O,X,X
SLOTIJZ,X,X,X,X,O,X,X,O,O,X,X
SLOTIZJ,X,X,X,O,O,X,O,O,X,X,X
SLOTJIZ,X,X,X,X,O,X,X,X,O,X,X
SLOTJZI,X,X,X,O,O,X,O,O,O,X,O
SLOTZIJ,X,X,X,O,O,X,O,O,O,X,O
SLOTZJI,X,X,X,O,O,X,O,O,O,X,O
SLOITJZ,X,X,X,O,O,X,O,O,O,X,X
SLOITZJ,X,X,X,O,O,X,O,O,X,X,X
SLOIJTZ,X,X,X,X,X,X,X,O,O,X,X
SLOIJZT,X,X,X,X,X,X,X,O,O,X,X
SLOIZTJ,X,X,X,O,X,X,O,O,O,X,X
SLOIZJT,X,X,X,O,X,X,O,O,O,X,X
SLOJTIZ,X,X,X,X,X,X,X,X,O,X,X
SLOJTZI,X,X,X,X,X,X,X,O,O,X,X
SLOJITZ,X,X,X,X,X,X,X,X,O,X,X
SLOJIZT,X,X,X,X,X,X,X,X,O,O,X
SLOJZTI,X,X,X,X,X,X,X,O,O,O,X
SLOJZIT,X,X,X,X,X,X,X,X,O,O,X
SLOZTIJ,X,X,X,X,O,X,O,O,O,X,O
SLOZTJI,X,X,X,X,O,X,O,O,O,X,O
SLOZITJ,X,X,X,X,O,X,O,O,O,X,X
SLOZIJT,X,X,X,X,X,X,O,O,O,X,X
SLOZJTI,X,X,X,X,O,X,O,O,O,X,X
SLOZJIT,X,X,X,X,O,X,O,X,O,X,X
SJTILZO,O,O,X,O,X,X,O,X,X,O,O
SJTILOZ,O,O,O,O,X,X,O,X,X,X,X
SJTIZLO,O,O,O,O,X,X,X,X,X,O,O
SJTIZOL,O,O,O,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,O,O,X,X,O,X,X,X,X
SJTIOZL,O,O,O,O,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,X,X,O,O
SJTLIOZ,O,X,O,X,O,X,X,X,X,X,X
SJTLZIO,O,O,O,O,O,X,O,X,X,O,O
SJTLZOI,O,O,O,O,O,X,O,X,X,O,O
SJTLOIZ,O,X,O,X,O,X,X,X,O,X,X
SJTLOZI,O,O,O,O,O,X,O,X,O,X,O
SJTZILO,O,O,O,O,X,X,X,X,X,O,O
SJTZIOL,O,O,O,O,X,X,X,X,X,X,X
SJTZLIO,O,O,O,O,O,X,X,X,X,O,O
SJTZLOI,O,O,O,O,O,X,X,X,X,O,O
SJTZOIL,O,O,O,O,X,X,X,X,X,X,X
SJTZOLI,O,O,O,O,O,X,X,X,X,X,O
SJTOILZ,O,O,O,O,X,X,O,X,O,X,X
SJTOIZL,O,O,O,O,X,X,X,X,X,X,X
SJTOLIZ,O,X,O,X,O,X,X,X,O,X,X
SJTOLZI,O,O,O,O,O,X,O,X,O,X,O
SJTOZIL,O,O,O,O,X,X,X,X,O,X,X
SJTOZLI,O,O,O,O,O,X,X,X,O,X,O
SJITLZO,O,O,X,O,X,X,O,O,X,O,X
SJITLOZ,O,O,O,O,X,X,O,X,X,X,X
SJITZLO,O,O,O,O,X,X,X,O,X,O,X
SJITZOL,O,O,O,O,X,X,X,O,X,X,X
SJITOLZ,O,O,O,O,X,X,O,X,X,X,X
SJITOZL,O,O,O,O,X,X,X,O,X,X,X
SJILTZO,O,O,X,O,X,X,O,O,X,O,X
SJILTOZ,O,O,O,O,X,X,O,O,X,X,X
SJILZTO,O,O,X,O,X,X,O,O,X,O,X
SJILZOT,O,O,X,O,X,X,O,O,X,O,X
SJILOTZ,O,O,X,X,X,X,X,O,O,X,X
SJILOZT,O,O,X,X,X,X,X,O,O,O,X
SJIZTLO,O,O,X,O,X,X,X,O,X,O,X
SJIZTOL,O,O,X,O,X,X,X,O,X,X,X
SJIZLTO,O,O,X,O,X,X,X,O,X,O,X
SJIZLOT,O,O,X,O,X,X,X,X,X,O,X
SJIZOTL,O,O,X,X,X,X,X,O,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X,O,X
SJIOTLZ,O,O,X,X,X,X,X,O,O,X,X
SJIOTZL,O,O,X,X,X,X,X,O,X,X,X
SJIOLTZ,O,O,X,X,X,X,X,O,O,X,X
SJIOLZT,O,O,X,X,X,X,X,O,O,O,X
SJIOZTL,O,O,X,X,X,X,X,O,O,X,X
SJIOZLT,O,O,X,X,X,X,X,O,O,O,X
SJLTIZO,X,X,X,X,X,X,X,O,X,O,O
SJLTIOZ,X,X,O,X,O,X,X,X,X,X,X
SJLTZIO,X,O,O,O,O,X,O,O,X,O,O
SJLTZOI,X,O,O,O,O,X,O,O,X,O,O
SJLTOIZ,X,X,O,X,O,X,X,X,O,X,X
SJLTOZI,X,O,O,O,O,X,O,O,O,X,O
SJLITZO,X,O,X,O,X,X,O,O,X,O,X
SJLITOZ,X,O,O,O,O,X,O,O,X,X,X
SJLIZTO,X,O,X,O,X,X,O,O,X,O,X
SJLIZOT,X,O,X,O,X,X,O,O,X,O,X
SJLIOTZ,X,O,X,X,X,X,X,O,O,X,X
SJLIOZT,X,O,X,X,X,X,X,O,O,O,X
SJLZTIO,X,O,X,X,O,X,O,O,X,O,O
SJLZTOI,X,O,O,X,O,X,O,O,X,O,O
SJLZITO,X,O,X,X,O,X,O,O,X,O,X
SJLZIOT,X,O,X,X,O,X,O,O,X,O,X
SJLZOTI,X,O,X,X,O,X,O,O,O,O,X
SJLZOIT,X,O,X,X,O,X,O,X,O,O,X
SJLOTIZ,X,X,O,X,X,X,X,X,O,X,X
SJLOTZI,X,X,O,X,X,X,X,O,O,X,X
SJLOITZ,X,X,O,X,X,X,X,X,O,X,X
SJLOIZT,X,X,X,X,X,X,X,X,O,O,X
SJLOZTI,X,X,X,X,X,X,X,O,O,O,X
SJLOZIT,X,X,X,X,X,X,X,X,O,O,X
SJZTILO,O,O,O,X,O,O,X,X,X,O,O
SJZTIOL,O,O,O,X,X,X,X,X,X,X,X
SJZTLIO,O,O,O,X,O,O,X,X,X,O,O
SJZTLOI,O,O,O,X,O,X,X,X,X,O,O
SJZTOIL,O,O,O,X,X,X,X,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X,X,X,O
SJZITLO,O,O,X,X,O,X,X,X,X,O,X
SJZITOL,O,O,X,X,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,O,X,X,X,X,O,X
SJZILOT,O,O,X,X,O,X,X,X,X,O,X
SJZIOTL,O,O,X,X,X,X,X,X,X,X,X
SJZIOLT,O,O,X,X,O,X,X,X,X,O,X
SJZLTIO,X,O,X,X,O,X,X,X,X,O,O
SJZLTOI,X,O,O,X,O,X,X,X,X,O,O
SJZLITO,X,O,X,X,O,X,X,X,X,O,X
SJZLIOT,X,O,X,X,O,X,X,X,X,O,X
SJZLOTI,X,O,X,X,O,X,X,X,O,O,X
SJZLOIT,X,O,X,X,O,X,X,X,O,O,X
SJZOTIL,X,O,X,X,X,X,X,X,O,X,X
SJZOTLI,X,O,X,X,X,X,X,X,O,X,X
SJZOITL,X,O,X,X,X,X,X,X,O,X,X
SJZOILT,X,O,X,X,O,X,X,X,O,O,X
SJZOLTI,X,O,X,X,O,X,X,X,O,O,X
SJZOLIT,X,O,X,X,O,X,X,X,O,O,X
SJOTILZ,X,X,O,X,X,X,X,X,O,X,X
SJOTIZL,X,O,O,X,X,X,X,X,X,X,X
SJOTLIZ,X,X,O,X,X,X,X,X,O,X,X
SJOTLZI,X,O,O,X,X,X,X,X,O,X,X
SJOTZIL,X,O,O,X,X,X,X,X,O,X,X
SJOTZLI,X,O,O,X,X,X,X,X,O,X,X
SJOITLZ,X,O,X,X,X,X,X,X,O,X,X
SJOITZL,X,O,X,X,X,X,X,X,X,X,X
SJOILTZ,X,O,O,X,X,X,X,X,O,X,X
SJOILZT,X,O,X,X,X,X,X,X,O,O,X
SJOIZTL,X,O,X,X,X,X,X,X,O,X,X
SJOIZLT,X,O,X,X,X,X,X,X,O,O,X
SJOLTIZ,X,X,O,X,X,X,X,X,O,X,X
SJOLTZI,X,X,O,X,X,X,X,X,O,X,X
SJOLITZ,X,X,O,X,X,X,X,X,O,X,X
SJOLIZT,X,X,X,X,X,X,X,X,O,O,X
SJOLZTI,X,X,X,X,X,X,X,X,O,O,X
SJOLZIT,X,X,X,X,X,X,X,X,O,O,X
SJOZTIL,X,O,X,X,X,X,X,X,O,X,X
SJOZTLI,X,O,X,X,X,X,X,X,O,X,X
SJOZITL,X,O,X,X,X,X,X,X,O,X,X
SJOZILT,X,O,X,X,X,X,X,X,O,O,X
SJOZLTI,X,O,X,X,X,X,X,X,O,O,X
SJOZLIT,X,O,X,X,X,X,X,X,O,O,X
SZTILJO,X,O,O,O,O,O,O,X,X,X,O
SZTILOJ,X,O,O,O,O,O,O,X,X,X,O
SZTIJLO,X,O,O,O,X,X,X,X,X,X,O
SZTIJOL,X,O,O,O,X,X,X,X,X,X,X
SZTIOLJ,X,O,O,O,O,X,O,X,X,X,X
SZTIOJL,X,O,O,O,X,X,X,X,X,X,X
SZTLIJO,X,X,O,O,O,O,O,X,X,X,O
SZTLIOJ,X,X,O,O,O,O,O,X,X,X,O
SZTLJIO,X,X,O,O,O,O,O,X,X,X,O
SZTLJOI,X,X,O,O,O,X,O,X,X,X,O
SZTLOIJ,X,X,O,O,O,O,O,X,O,X,O
SZTLOJI,X,X,O,O,O,O,O,X,O,X,O
SZTJILO,X,O,O,O,O,O,X,X,X,X,O
SZTJIOL,X,O,O,O,X,X,X,X,X,X,X
SZTJLIO,X,O,O,O,O,O,X,X,X,X,O
SZTJLOI,X,O,O,O,O,X,X,X,X,X,O
SZTJOIL,X,O,O,O,X,X,X,X,X,X,X
SZTJOLI,X,O,O,O,O,X,X,X,X,X,O
SZTOILJ,X,O,O,O,O,O,O,X,O,X,X
SZTOIJL,X,O,O,O,X,X,X,X,O,X,X
SZTOLIJ,X,X,O,O,O,O,O,X,O,X,O
SZTOLJI,X,X,O,O,O,O,O,X,O,X,O
SZTOJIL,X,O,O,O,X,O,X,X,O,X,X
SZTOJLI,X,O,O,O,O,O,X,X,O,X,O
SZITLJO,X,O,X,O,O,X,O,X,X,X,O
SZITLOJ,X,O,X,O,O,X,O,X,X,X,O
SZITJLO,X,O,X,O,X,X,X,X,X,X,O
SZITJOL,X,O,X,O,X,X,X,X,X,X,X
SZITOLJ,X,O,X,O,O,X,O,X,X,X,X
SZITOJL,X,O,X,O,X,X,X,X,X,X,X
SZILTJO,X,O,X,O,O,X,O,X,X,X,O
SZILTOJ,X,O,X,O,O,X,O,X,X,X,O
SZILJTO,X,O,X,O,O,X,O,X,X,X,X
SZILJOT,X,O,X,O,O,X,O,X,X,X,X
SZILOTJ,X,X,X,O,O,X,O,X,O,X,X
SZILOJT,X,X,X,O,X,X,O,X,O,X,X
SZIJTLO,X,O,X,O,O,X,X,X,X,X,X
SZIJTOL,X,O,X,O,X,X,X,X,X,X,X
SZIJLTO,X,O,X,O,O,X,X,X,X,X,X
SZIJLOT,X,O,X,O,O,X,X,X,X,X,X
SZIJOTL,X,O,X,X,X,X,X,X,X,X,X
SZIJOLT,X,O,X,X,O,X,X,X,X,X,X
SZIOTLJ,X,X,X,O,X,X,X,X,O,X,X
SZIOTJL,X,X,X,O,X,X,X,X,O,X,X
SZIOLTJ,X,X,X,O,X,X,X,X,O,X,X
SZIOLJT,X,X,X,O,X,X,X,X,O,X,X
SZIOJTL,X,X,X,X,X,X,X,X,O,X,X
SZIOJLT,X,X,X,X,X,X,X,X,O,X,X
SZLTIJO,X,X,X,O,O,O,O,X,X,X,O
SZLTIOJ,X,X,X,O,O,O,O,X,X,X,O
SZLTJIO,X,X,X,O,O,O,O,X,X,O,O
SZLTJOI,X,X,X,O,O,X,O,X,X,O,O
SZLTOIJ,X,X,X,O,O,O,O,X,O,X,O
SZLTOJI,X,X,X,O,O,O,O,X,O,X,O
SZLITJO,X,X,X,O,O,X,O,X,X,X,O
SZLITOJ,X,X,X,O,O,X,O,X,X,X,O
SZLIJTO,X,X,X,O,O,X,O,X,X,X,X
SZLIJOT,X,X,X,O,O,X,O,X,X,X,X
SZLIOTJ,X,X,X,O,O,X,O,X,O,X,X
SZLIOJT,X,X,X,O,X,X,O,X,O,X,X
SZLJTIO,X,X,X,X,O,X,O,X,X,O,O
SZLJTOI,X,X,X,X,O,X,O,X,X,O,O
SZLJITO,X,X,X,X,O,X,O,X,X,O,X
SZLJIOT,X,X,X,X,O,X,O,X,X,O,X
SZLJOTI,X,X,X,X,O,X,O,X,O,O,X
SZLJOIT,X,X,X,X,O,X,O,X,O,O,X
SZLOTIJ,X,X,X,X,O,O,O,X,O,X,O
SZLOTJI,X,X,X,X,O,O,O,X,O,X,O
SZLOITJ,X,X,X,X,O,O,O,X,O,X,X
SZLOIJT,X,X,X,X,X,O,O,X,O,X,X
SZLOJTI,X,X,X,X,O,X,O,X,O,X,X
SZLOJIT,X,X,X,X,O,O,O,X,O,X,X
SZJTILO,X,O,O,X,O,O,X,X,X,O,O
SZJTIOL,X,O,O,X,X,X,X,X,X,X,X
SZJTLIO,X,O,O,X,O,O,X,X,X,O,O
SZJTLOI,X,O,O,X,O,X,X,X,X,O,O
SZJTOIL,X,O,O,X,X,X,X,X,X,X,X
SZJTOLI,X,O,O,X,O,X,X,X,X,X,O
SZJITLO,X,O,X,X,O,X,X,X,X,O,X
SZJITOL,X,O,X,X,X,X,X,X,X,X,X
SZJILTO,X,O,X,X,O,X,X,X,X,O,X
SZJILOT,X,O,X,X,O,X,X,X,X,O,X
SZJIOTL,X,O,X,X,X,X,X,X,X,X,X
SZJIOLT,X,O,X,X,O,X,X,X,X,O,X
SZJLTIO,X,O,X,X,O,X,X,X,X,O,O
SZJLTOI,X,O,O,X,O,X,X,X,X,O,O
SZJLITO,X,O,X,X,O,X,X,X,X,O,X
SZJLIOT,X,O,X,X,O,X,X,X,X,O,X
SZJLOTI,X,O,X,X,O,X,X,X,O,O,X
SZJLOIT,X,O,X,X,O,X,X,X,O,O,X
SZJOTIL,X,O,X,X,X,X,X,X,O,X,X
SZJOTLI,X,O,X,X,X,X,X,X,O,X,X
SZJOITL,X,O,X,X,X,X,X,X,O,X,X
SZJOILT,X,O,X,X,O,X,X,X,O,O,X
SZJOLTI,X,O,X,X,O,X,X,X,O,O,X
SZJOLIT,X,O,X,X,O,X,X,X,O,O,X
SZOTILJ,X,X,X,X,O,O,X,X,O,X,X
SZOTIJL,X,X,X,X,X,X,X,X,O,X,X
SZOTLIJ,X,X,X,X,O,O,X,X,O,X,O
SZOTLJI,X,X,X,X,O,O,X,X,O,X,O
SZOTJIL,X,X,X,X,X,O,X,X,O,X,X
SZOTJLI,X,X,X,X,O,O,X,X,O,X,O
SZOITLJ,X,X,X,X,X,O,X,X,O,X,X
SZOITJL,X,X,X,X,X,X,X,X,O,X,X
SZOILTJ,X,X,X,X,X,O,X,X,O,X,X
SZOILJT,X,X,X,X,X,O,X,X,O,X,X
SZOIJTL,X,X,X,X,X,O,X,X,O,X,X
SZOIJLT,X,X,X,X,X,O,X,X,O,X,X
SZOLTIJ,X,X,X,X,O,O,X,X,O,X,O
SZOLTJI,X,X,X,X,O,O,X,X,O,X,O
SZOLITJ,X,X,X,X,O,O,X,X,O,X,X
SZOLIJT,X,X,X,X,X,O,X,X,O,X,X
SZOLJTI,X,X,X,X,O,X,X,X,O,X,X
SZOLJIT,X,X,X,X,O,O,X,X,O,X,X
SZOJTIL,X,X,X,X,X,O,X,X,O,X,X
SZOJTLI,X,X,X,X,X,O,X,X,O,X,X
SZOJITL,X,X,X,X,X,O,X,X,O,X,X
SZOJILT,X,X,X,X,O,O,X,X,O,X,X
SZOJLTI,X,X,X,X,O,X,X,X,O,X,X
SZOJLIT,X,X,X,X,O,O,X,X,O,X,X
SOTILJZ,X,O,O,O,O,X,O,X,O,X,X
SOTILZJ,X,O,O,O,O,X,O,X,X,X,X
SOTIJLZ,X,O,O,O,X,X,O,X,O,X,X
SOTIJZL,X,O,O,O,X,X,X,X,X,X,X
SOTIZLJ,X,O,O,O,O,X,O,X,X,X,X
SOTIZJL,X,O,O,O,X,X,X,X,X,X,X
SOTLIJZ,X,O,O,O,O,X,O,X,O,X,X
SOTLIZJ,X,O,O,O,O,X,O,X,X,X,X
SOTLJIZ,X,X,O,X,O,X,X,X,O,X,X
SOTLJZI,X,O,O,O,O,X,O,X,O,X,O
SOTLZIJ,X,X,O,O,O,X,O,X,O,X,O
SOTLZJI,X,X,O,O,O,X,O,X,O,X,O
SOTJILZ,X,O,O,O,X,X,O,X,O,X,X
SOTJIZL,X,O,O,O,X,X,X,X,X,X,X
SOTJLIZ,X,X,O,X,O,X,X,X,O,X,X
SOTJLZI,X,O,O,O,O,X,O,X,O,X,O
SOTJZIL,X,O,O,O,X,X,X,X,O,X,X
SOTJZLI,X,O,O,O,O,X,X,X,O,X,O
SOTZILJ,X,O,O,O,O,X,O,X,O,X,X
SOTZIJL,X,O,O,O,X,X,X,X,O,X,X
SOTZLIJ,X,X,O,O,O,X,O,X,O,X,O
SOTZLJI,X,X,O,O,O,X,O,X,O,X,O
SOTZJIL,X,O,O,O,X,X,X,X,O,X,X
SOTZJLI,X,O,O,O,O,X,X,X,O,X,O
SOITLJZ,X,O,O,O,X,X,O,X,O,X,X
SOITLZJ,X,O,O,O,X,X,O,X,X,X,X
SOITJLZ,X,O,O,O,X,X,O,X,O,X,X
SOITJZL,X,O,O,O,X,X,X,X,X,X,X
SOITZLJ,X,O,O,O,X,X,O,X,X,X,X
SOITZJL,X,O,O,O,X,X,X,X,X,X,X
SOILTJZ,X,O,X,O,X,X,O,X,O,X,X
SOILTZJ,X,O,X,O,X,X,O,X,X,X,X
SOILJTZ,X,O,X,X,X,X,X,X,O,X,X
SOILJZT,X,O,X,X,X,X,X,X,O,X,X
SOILZTJ,X,X,X,O,X,X,O,X,O,X,X
SOILZJT,X,X,X,O,X,X,O,X,O,X,X
SOIJTLZ,X,O,X,X,X,X,X,X,O,X,X
SOIJTZL,X,O,X,X,X,X,X,X,X,X,X
SOIJLTZ,X,O,O,X,X,X,X,X,O,X,X
SOIJLZT,X,O,X,X,X,X,X,X,O,X,X
SOIJZTL,X,O,X,X,X,O,X,X,O,X,X
SOIJZLT,X,O,X,X,X,O,X,X,O,X,X
SOIZTLJ,X,X,X,O,X,O,X,X,O,X,X
SOIZTJL,X,X,X,O,X,X,X,X,O,X,X
SOIZLTJ,X,X,X,O,X,O,X,X,O,X,X
SOIZLJT,X,X,X,O,X,O,X,X,O,X,X
SOIZJTL,X,X,X,X,X,O,X,X,O,X,X
SOIZJLT,X,X,X,X,X,O,X,X,O,X,X
SOLTIJZ,X,X,X,X,O,X,X,X,O,X,X
SOLTIZJ,X,X,X,O,O,X,O,X,X,X,X
SOLTJIZ,X,X,X,X,O,X,X,X,O,X,X
SOLTJZI,X,X,X,O,O,X,O,X,O,X,O
SOLTZIJ,X,X,X,O,O,X,O,X,O,X,O
SOLTZJI,X,X,X,O,O,X,O,X,O,X,O
SOLITJZ,X,X,X,O,O,X,O,X,O,X,X
SOLITZJ,X,X,X,O,O,X,O,X,X,X,X
SOLIJTZ,X,X,X,X,X,X,X,X,O,X,X
SOLIJZT,X,X,X,X,X,X,X,X,O,X,X
SOLIZTJ,X,X,X,O,X,X,O,X,O,X,X
SOLIZJT,X,X,X,O,X,X,O,X,O,X,X
SOLJTIZ,X,X,X,X,X,X,X,X,O,X,X
SOLJTZI,X,X,X,X,X,X,X,X,O,X,X
SOLJITZ,X,X,X,X,X,X,X,X,O,X,X
SOLJIZT,X,X,X,X,X,X,X,X,O,O,X
SOLJZTI,X,X,X,X,X,X,X,X,O,O,X
SOLJZIT,X,X,X,X,X,X,X,X,O,O,X
SOLZTIJ,X,X,X,X,O,X,O,X,O,X,O
SOLZTJI,X,X,X,X,O,X,O,X,O,X,O
SOLZITJ,X,X,X,X,O,X,O,X,O,X,X
SOLZIJT,X,X,X,X,X,X,O,X,O,X,X
SOLZJTI,X,X,X,X,O,X,O,X,O,X,X
SOLZJIT,X,X,X,X,O,X,O,X,O,X,X
SOJTILZ,X,X,O,X,X,X,X,X,O,X,X
SOJTIZL,X,O,O,X,X,X,X,X,X,X,X
SOJTLIZ,X,X,O,X,X,X,X,X,O,X,X
SOJTLZI,X,O,O,X,X,X,X,X,O,X,X
SOJTZIL,X,O,O,X,X,X,X,X,O,X,X
SOJTZLI,X,O,O,X,X,X,X,X,O,X,X
SOJITLZ,X,O,X,X,X,X,X,X,O,X,X
SOJITZL,X,O,X,X,X,X,X,X,X,X,X
SOJILTZ,X,O,O,X,X,X,X,X,O,X,X
SOJILZT,X,O,X,X,X,X,X,X,O,O,X
SOJIZTL,X,O,X,X,X,O,X,X,O,X,X
SOJIZLT,X,O,X,X,X,O,X,X,O,O,X
SOJLTIZ,X,X,O,X,X,X,X,X,O,X,X
SOJLTZI,X,X,O,X,X,X,X,X,O,X,X
SOJLITZ,X,X,O,X,X,X,X,X,O,X,X
SOJLIZT,X,X,X,X,X,X,X,X,O,O,X
SOJLZTI,X,X,X,X,X,X,X,X,O,O,X
SOJLZIT,X,X,X,X,X,X,X,X,O,O,X
SOJZTIL,X,O,X,X,X,O,X,X,O,X,X
SOJZTLI,X,O,X,X,X,O,X,X,O,X,X
SOJZITL,X,O,X,X,X,O,X,X,O,X,X
SOJZILT,X,O,X,X,X,O,X,X,O,O,X
SOJZLTI,X,O,X,X,X,X,X,X,O,O,X
SOJZLIT,X,O,X,X,X,O,X,X,O,O,X
SOZTILJ,X,X,X,X,O,O,X,X,O,X,X
SOZTIJL,X,X,X,X,X,X,X,X,O,X,X
