sequence,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhF0hB5oB3lBz?nBinBWxB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KelBJvhF3iB5oBilB8?sBGlBzrB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KelBJvhFziB5oBilB8?rBGlB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhFTiBeoB5oB3?lBUsB6rB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF3hBTlB8rB+?sB6tBFtB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeaFJvhFulB1mB5oBz?nB8rB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhF0hBxiB3lBz?rBCtBGtB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeUAJvhFxmB6tB3lBF?oBGsBzrB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhFTlBlmBUoBX?sB6tBGsB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF3hBTlB8rBV?tB+sB6tB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF1mBSoBTlB8?rBGtB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8Ke3AJvhFxmB6tBUlBF?oBGsBzrB
STIJOLZ,O,X,X,X,X,O,X,X,X,X,X,X
STIJOZL,O,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,X,O,X,X,X
STIZOJL,O,X,O,O,X,X,X,X,O,X,X,X
STIOLJZ,O,X,X,X,X,O,O,X,X,X,X,X
STIOLZJ,O,X,O,X,X,X,O,X,O,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,O,X,X,X
STIOZLJ,O,X,O,X,X,X,O,X,O,X,X,X
STIOZJL,O,X,O,O,X,X,O,X,O,X,X,X
STLIJZO,O,X,X,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,O,X,X,X,X,X,X
STLIZJO,O,X,O,O,X,X,X,X,X,X,X,X
STLIZOJ,O,X,O,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,O,O,X,X,X,X,X
STLIOZJ,O,X,O,X,X,X,O,X,X,X,X,X
STLJIZO,O,X,X,O,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,O,X,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,X,X,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,O,O,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,O,X,X,X,X,X
STLZIJO,O,X,O,O,X,X,X,X,X,X,X,X
STLZIOJ,O,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,O,X,X,X,X,X,X,X,X
STLZJOI,O,X,O,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,X,X,O,X,O,X,X,X
STLZOJI,X,X,O,O,X,X,O,X,O,X,X,X
STLOIJZ,O,X,X,X,X,O,O,X,X,X,X,X
STLOIZJ,O,X,O,X,X,X,O,X,O,X,X,X
STLOJIZ,O,X,X,X,X,O,O,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,O,X,X,X,X,X
STLOZIJ,O,X,O,X,X,X,O,X,O,X,X,X
STLOZJI,X,X,O,X,X,X,O,X,O,X,X,X
STJILZO,O,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,O,X,X,X,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,O,X,X,X,X,X,X
STJIOZL,O,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,X,O,X,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,X,X,O,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,O,O,X,X,X,O,X
STJLOZI,O,X,X,X,X,X,O,X,X,X,O,X
STJZILO,O,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,X,X,O,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,O,X,X,X,X,O,X,X,X
STJZOLI,O,X,X,O,X,X,X,X,O,X,X,X
STJOILZ,O,X,X,X,X,O,X,X,X,X,O,X
STJOIZL,O,X,X,O,X,X,X,X,O,X,X,X
STJOLIZ,O,X,X,X,X,O,O,X,X,X,O,X
STJOLZI,O,X,X,X,X,X,O,X,X,X,O,X
STJOZIL,O,X,X,O,X,X,O,X,O,X,X,X
STJOZLI,O,X,X,O,X,X,O,X,O,X,X,X
STZILJO,O,X,O,O,X,X,X,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,O,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X,X,O,O,X,X
STZIOJL,O,X,O,O,X,X,X,X,O,O,X,X
STZLIJO,O,X,O,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,O,X,X,X,X,X,X,X,X
STZLJOI,O,X,O,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,X,X,O,X,O,O,X,X
STZLOJI,X,X,O,O,X,X,O,X,O,O,X,X
STZJILO,O,X,O,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,X,X,X,X,X,X,X
STZJLOI,O,X,O,O,O,X,X,X,X,X,X,X
STZJOIL,O,X,O,O,O,X,X,X,O,O,X,X
STZJOLI,O,X,O,O,O,X,X,X,O,O,X,X
STZOILJ,O,X,O,X,X,X,O,X,O,O,X,X
STZOIJL,O,X,O,O,O,X,O,X,O,O,X,X
STZOLIJ,O,X,O,X,X,X,O,X,O,O,X,X
STZOLJI,X,X,O,O,X,X,O,X,O,O,X,X
STZOJIL,O,X,O,O,O,X,O,X,O,O,X,X
STZOJLI,O,X,O,O,O,X,O,X,O,O,X,X
STOILJZ,O,X,X,X,X,O,O,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,O,X,O,X,X,X
STOIJLZ,O,X,X,X,X,O,X,X,X,X,O,X
STOIJZL,O,X,X,O,X,X,X,X,O,X,X,X
STOIZLJ,O,X,O,X,X,X,O,X,O,O,X,X
STOIZJL,O,X,O,O,O,X,O,X,O,O,X,X
STOLIJZ,O,X,X,X,X,O,O,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,O,X,O,X,X,X
STOLJIZ,O,X,X,X,X,O,O,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,O,X,X,X,X,X
STOLZIJ,O,X,O,X,X,X,O,X,O,X,X,X
STOLZJI,X,X,O,X,X,X,O,X,O,X,X,X
STOJILZ,O,X,X,X,X,O,X,X,X,X,O,X
STOJIZL,O,X,X,O,X,X,X,X,O,X,X,X
STOJLIZ,O,X,X,X,X,O,O,X,X,X,O,X
STOJLZI,O,X,X,X,X,X,O,X,X,X,O,X
STOJZIL,O,X,X,O,X,X,O,X,O,X,X,X
STOJZLI,O,X,X,O,X,X,O,X,O,X,X,X
STOZILJ,O,X,O,X,X,X,O,X,O,O,X,X
STOZIJL,O,X,O,O,O,X,O,X,O,O,X,X
STOZLIJ,O,X,O,X,X,X,O,X,O,O,X,X
STOZLJI,X,X,O,O,X,X,O,X,O,O,X,X
STOZJIL,O,X,O,O,O,X,O,X,O,O,X,X
STOZJLI,O,X,O,O,O,X,O,X,O,O,X,X
SITLJZO,O,X,X,O,X,X,X,X,X,X,X,O
SITLJOZ,O,X,X,X,X,O,X,X,X,X,X,O
SITLZJO,O,X,O,O,X,X,X,X,X,X,X,O
SITLZOJ,O,X,O,X,X,X,X,X,X,X,X,O
SITLOJZ,O,X,X,X,X,O,O,X,X,X,X,O
SITLOZJ,O,X,O,X,X,X,O,X,X,X,X,O
SITJLZO,O,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,O,X,X,X,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X,X,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,O,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,O,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,O,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X,X,O,X,X,X
SITZOJL,O,X,O,O,X,X,X,X,O,X,X,X
SITOLJZ,O,X,X,X,X,O,O,X,X,X,X,X
SITOLZJ,O,X,O,X,X,X,O,X,O,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,O,X,X,X
SITOZLJ,O,X,O,X,X,X,O,X,O,X,X,X
SITOZJL,O,X,O,O,X,X,O,X,O,X,X,X
SILTJZO,O,X,X,O,X,X,X,X,X,X,X,O
SILTJOZ,O,X,X,X,X,O,X,X,X,X,X,O
SILTZJO,O,O,O,O,X,X,X,X,X,X,X,O
SILTZOJ,O,O,O,X,X,X,X,X,X,X,X,O
SILTOJZ,O,X,X,X,X,O,O,X,X,X,X,O
SILTOZJ,O,O,O,X,X,X,O,X,X,X,X,O
SILJTZO,O,X,X,O,X,X,X,X,X,X,X,O
SILJTOZ,O,X,X,X,X,O,X,X,X,X,X,O
SILJZTO,O,X,O,O,X,X,X,X,X,X,X,O
SILJZOT,O,X,O,O,X,X,X,X,X,X,X,O
SILJOTZ,O,X,X,X,X,O,X,X,X,X,X,O
SILJOZT,O,X,O,X,X,X,X,X,X,X,X,O
SILZTJO,O,O,O,O,X,X,X,O,X,X,X,O
SILZTOJ,O,O,O,X,X,X,X,O,X,X,X,O
SILZJTO,O,O,O,O,X,X,X,O,X,X,X,O
SILZJOT,O,X,O,O,X,X,X,O,X,X,X,O
SILZOTJ,O,O,O,X,X,X,X,O,X,X,X,O
SILZOJT,X,O,O,X,X,X,X,O,X,X,X,O
SILOTJZ,O,X,X,X,X,O,O,X,X,X,X,O
SILOTZJ,O,O,O,X,X,X,O,X,X,X,X,O
SILOJTZ,O,X,X,X,X,O,O,X,X,X,X,O
SILOJZT,O,X,O,X,X,X,O,X,X,X,X,O
SILOZTJ,O,O,O,X,X,X,O,X,X,X,X,O
SILOZJT,X,O,O,X,X,X,O,X,X,X,X,O
SIJTLZO,O,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,O,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,O,X,X,X,X,X,X,X,O
SIJLTOZ,O,X,X,X,X,O,X,X,X,X,X,O
SIJLZTO,O,X,O,O,X,X,X,X,X,X,X,O
SIJLZOT,O,X,O,O,X,X,X,X,X,X,X,O
SIJLOTZ,O,X,X,X,X,O,X,X,X,X,X,O
SIJLOZT,O,X,O,X,X,X,X,X,X,X,X,O
SIJZTLO,O,X,O,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,O,O,X,X,X,X,X,X,X,X
SIJZLTO,O,X,O,O,X,X,X,X,X,X,X,X
SIJZLOT,O,X,O,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,O,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,O,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,O,X,X,X,X,X,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,X,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,O,O,X,X
SIZTOJL,O,X,O,O,X,X,X,X,O,O,X,X
SIZLTJO,O,O,O,O,X,X,X,O,X,X,X,O
SIZLTOJ,O,O,O,X,X,X,X,O,X,X,X,O
SIZLJTO,O,O,O,O,X,X,X,O,X,X,X,O
SIZLJOT,O,X,O,O,X,X,X,O,X,X,X,O
SIZLOTJ,O,O,O,X,X,X,X,O,X,X,X,O
SIZLOJT,X,O,O,X,X,X,X,O,X,X,X,O
SIZJTLO,O,O,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,O,O,X,X,X,X,X,X,X,X
SIZJLTO,O,O,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,X,O,O,O,X,X,X,X,X,X,X
SIZJOTL,O,X,O,O,O,X,X,X,X,X,X,X
SIZJOLT,O,X,O,O,O,X,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,O,O,X,X
SIZOTJL,O,O,O,O,O,X,X,X,O,O,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,O,O,X,X
SIZOLJT,X,O,O,X,O,X,X,X,X,X,X,X
SIZOJTL,O,O,O,O,O,X,X,X,O,O,X,X
SIZOJLT,O,O,O,O,O,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,O,O,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,O,X,O,X,X,X
SIOTJLZ,O,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,O,X,X,X
SIOTZLJ,O,O,O,X,X,X,O,X,O,O,X,X
SIOTZJL,O,O,O,O,O,X,O,X,O,O,X,X
SIOLTJZ,O,X,X,X,X,O,O,X,X,X,X,O
SIOLTZJ,O,O,O,X,X,X,O,X,O,X,X,O
SIOLJTZ,O,X,X,X,X,O,O,X,X,X,X,O
SIOLJZT,O,X,O,X,X,X,O,X,X,X,X,O
SIOLZTJ,O,O,O,X,X,X,O,X,O,O,X,O
SIOLZJT,X,O,O,X,O,X,O,X,X,X,X,O
SIOJTLZ,O,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,O,X,X,X
SIOJLTZ,O,X,X,X,X,O,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,O,X,X,X,O,O,X,X
SIOJZLT,O,X,O,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,X,O,X,O,O,X,X
SIOZTJL,O,O,O,O,O,X,O,X,O,O,X,X
SIOZLTJ,O,O,O,X,X,X,O,X,O,O,X,X
SIOZLJT,X,O,O,X,O,X,O,X,X,X,X,X
SIOZJTL,O,O,O,O,O,X,O,X,O,O,X,X
SIOZJLT,O,O,O,O,O,X,X,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,O,X,X,X,X,X,X
SLTIZJO,O,O,O,O,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,O,O,X,X,X,X,X
SLTIOZJ,O,O,O,X,X,X,O,X,X,X,X,X
SLTJIZO,O,X,X,O,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,O,X,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,O,X,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X,X,X,X,X
SLTZJOI,O,X,O,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,O,X,O,X,X,X
SLTZOJI,X,X,O,O,X,X,O,X,O,X,X,X
SLTOIJZ,O,X,X,X,X,O,O,X,X,X,X,X
SLTOIZJ,O,O,O,X,X,X,O,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,O,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,X,O,X,O,X,X,X
SLTOZJI,X,O,O,X,X,X,O,X,O,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,X,X,X,O
SLITJOZ,O,X,X,X,X,O,X,X,X,X,X,O
SLITZJO,O,O,O,O,X,X,X,X,X,X,X,O
SLITZOJ,O,O,O,X,X,X,X,X,X,X,X,O
SLITOJZ,O,X,X,X,X,O,O,X,X,X,X,O
SLITOZJ,O,O,O,X,X,X,O,X,X,X,X,O
SLIJTZO,O,X,X,O,X,X,X,X,X,X,X,O
SLIJTOZ,O,X,X,X,X,O,X,X,X,X,X,O
SLIJZTO,O,X,O,O,X,X,X,X,X,X,X,O
SLIJZOT,O,X,O,O,X,X,X,X,X,X,X,O
SLIJOTZ,O,X,X,X,X,O,X,X,X,X,X,O
SLIJOZT,O,X,O,X,X,X,X,X,X,X,X,O
SLIZTJO,O,O,O,O,X,X,X,O,X,X,X,O
SLIZTOJ,O,O,O,X,X,X,X,O,X,X,X,O
SLIZJTO,O,O,O,O,X,X,X,O,X,X,X,O
SLIZJOT,O,X,O,O,X,X,X,O,X,X,X,O
SLIZOTJ,O,O,O,X,X,X,X,O,X,X,X,O
SLIZOJT,X,O,O,X,X,X,X,O,X,X,X,O
SLIOTJZ,O,X,X,X,X,O,O,X,X,X,X,O
SLIOTZJ,O,O,O,X,X,X,O,X,X,X,X,O
SLIOJTZ,O,X,X,X,X,O,O,X,X,X,X,O
SLIOJZT,O,X,O,X,X,X,O,X,X,X,X,O
SLIOZTJ,O,O,O,X,X,X,O,X,X,X,X,O
SLIOZJT,X,O,O,X,X,X,O,X,X,X,X,O
SLJTIZO,O,X,X,O,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,O,X,X,X,X,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,X,X,X
SLJTZOI,O,X,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,O,X,X,X,X,X
SLJITZO,O,X,X,O,X,X,X,X,X,X,X,O
SLJITOZ,O,X,X,X,X,O,X,X,X,X,X,O
SLJIZTO,O,X,O,O,X,X,X,O,X,X,X,O
SLJIZOT,O,X,O,O,X,X,X,O,X,X,X,O
SLJIOTZ,O,X,X,X,X,O,X,X,X,X,X,O
SLJIOZT,O,X,O,X,X,X,X,X,X,X,X,O
SLJZTIO,O,X,O,O,X,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLJZITO,O,X,O,O,X,X,X,O,X,X,X,X
SLJZIOT,O,X,O,O,O,X,X,O,X,X,X,X
SLJZOTI,O,X,O,O,O,X,X,X,X,X,X,X
SLJZOIT,O,X,O,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,O,X,X,X,X,X
SLJOITZ,O,X,X,X,X,O,O,X,X,X,X,X
SLJOIZT,O,X,O,X,O,X,O,X,X,X,X,X
SLJOZTI,O,X,O,X,O,X,O,X,X,X,X,X
SLJOZIT,O,X,O,X,O,X,O,X,X,X,X,X
SLZTIJO,O,O,O,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,X,X,X,X,X
SLZTJOI,O,X,O,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,O,X,X,X,O,X,O,O,X,X
SLZTOJI,X,X,O,O,X,X,O,X,O,O,X,X
SLZITJO,O,O,O,O,X,X,X,O,X,X,X,X
SLZITOJ,O,O,O,X,X,X,X,O,X,X,X,X
SLZIJTO,O,O,O,O,X,X,X,O,X,X,X,X
SLZIJOT,O,X,O,O,X,X,X,O,X,X,X,X
SLZIOTJ,O,O,O,X,X,X,X,O,X,X,X,X
SLZIOJT,X,O,O,X,X,X,X,O,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLZJITO,O,O,O,O,X,X,X,O,X,X,X,X
SLZJIOT,O,X,O,O,O,X,X,O,X,X,X,X
SLZJOTI,O,X,O,O,O,X,X,X,X,X,X,X
SLZJOIT,O,X,O,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,X,O,X,O,O,X,X
SLZOTJI,X,O,O,O,X,X,O,X,O,O,X,X
SLZOITJ,O,O,O,X,X,X,O,X,O,O,X,X
SLZOIJT,X,O,O,X,O,X,O,X,X,X,X,X
SLZOJTI,X,O,O,O,O,X,O,X,X,X,X,X
SLZOJIT,X,O,O,O,O,X,O,X,X,X,X,X
SLOTIJZ,O,X,X,X,X,O,O,X,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,O,X,O,X,X,X
SLOTJIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,O,X,X,X,X,X
SLOTZIJ,O,O,O,X,X,X,O,X,O,X,X,X
SLOTZJI,X,O,O,X,X,X,O,X,O,X,X,X
SLOITJZ,O,X,X,X,X,O,O,X,X,X,X,X
SLOITZJ,O,O,O,X,X,X,O,X,O,X,X,X
SLOIJTZ,O,X,X,X,X,O,O,X,X,X,X,X
SLOIJZT,O,X,O,X,O,X,O,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,X,O,X,O,O,X,X
SLOIZJT,X,O,O,X,O,X,O,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,O,X,X,X,X,X
SLOJITZ,O,X,X,X,X,O,O,X,X,X,X,X
SLOJIZT,O,X,O,X,O,X,O,X,X,X,X,X
SLOJZTI,O,X,O,X,O,X,O,X,X,X,X,X
SLOJZIT,O,X,O,X,O,X,O,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,X,O,X,O,O,X,X
SLOZTJI,X,O,O,X,X,X,O,X,O,O,X,X
SLOZITJ,O,O,O,X,X,X,O,X,O,O,X,X
SLOZIJT,X,O,O,X,O,X,O,X,X,X,X,X
SLOZJTI,X,O,O,X,O,X,O,X,X,X,X,X
SLOZJIT,X,O,O,X,O,X,O,X,X,X,X,X
SJTILZO,O,X,X,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,O,X,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X,X,X,X
SJTIZOL,O,X,X,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,O,X,X,X,X,X,X
SJTIOZL,O,X,X,O,X,X,X,X,X,X,X,X
SJTLIZO,O,X,X,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,O,X,X,X,X,X,X
SJTLZIO,O,X,X,O,X,X,X,X,X,X,X,X
SJTLZOI,O,X,X,O,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,O,O,X,X,X,O,X
SJTLOZI,O,X,X,X,X,X,O,X,X,X,O,X
SJTZILO,O,X,X,O,X,X,X,X,X,X,X,X
SJTZIOL,O,X,X,O,X,X,X,X,X,X,X,X
SJTZLIO,O,X,X,O,X,X,X,X,X,X,X,X
SJTZLOI,O,X,X,O,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,O,X,X,X,X,O,X,X,X
SJTZOLI,O,X,X,O,X,X,X,X,O,X,X,X
SJTOILZ,O,X,X,X,X,O,X,X,X,X,O,X
SJTOIZL,O,X,X,O,X,X,X,X,O,X,X,X
SJTOLIZ,O,X,X,X,X,O,O,X,X,X,O,X
SJTOLZI,O,X,X,X,X,X,O,X,X,X,O,X
SJTOZIL,O,X,X,O,X,X,O,X,O,X,X,X
SJTOZLI,O,X,X,O,X,X,O,X,O,X,X,X
SJITLZO,O,X,X,O,X,X,X,X,X,X,X,O
SJITLOZ,O,X,X,X,X,O,X,X,X,X,X,O
SJITZLO,O,X,X,O,X,X,X,X,X,X,X,X
SJITZOL,O,X,X,O,X,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,O,X,X,X,X,X,X
SJITOZL,O,X,X,O,X,X,X,X,X,X,X,X
SJILTZO,O,X,X,O,X,X,X,X,X,X,X,O
SJILTOZ,O,X,X,X,X,O,X,X,X,X,X,O
SJILZTO,O,X,O,O,X,X,X,O,X,X,X,O
SJILZOT,O,X,O,O,X,X,X,O,X,X,X,O
SJILOTZ,O,X,X,X,X,O,X,X,X,X,X,O
SJILOZT,O,X,O,X,X,X,X,X,X,X,X,O
SJIZTLO,O,X,O,O,X,X,X,X,X,X,X,X
SJIZTOL,O,X,O,O,X,X,X,X,X,X,X,X
SJIZLTO,O,X,O,O,X,X,X,O,X,X,X,O
SJIZLOT,O,X,O,O,X,X,X,O,X,X,X,O
SJIZOTL,O,X,O,O,X,X,X,X,X,X,X,X
SJIZOLT,O,X,O,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
SJIOTZL,O,X,X,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,O,X,X,X,X,X,O
SJIOLZT,O,X,O,X,X,X,X,X,X,X,X,O
SJIOZTL,O,X,O,O,X,X,X,X,X,X,X,X
SJIOZLT,O,X,O,O,X,X,X,X,X,X,X,X
SJLTIZO,O,X,X,O,X,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,O,X,X,X,X,X,X
SJLTZIO,O,X,X,O,X,X,X,X,X,X,X,X
SJLTZOI,O,X,X,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,O,O,X,X,X,O,X
SJLTOZI,O,X,X,X,X,X,O,X,X,X,O,X
SJLITZO,O,X,X,O,X,X,X,X,X,X,X,O
SJLITOZ,O,X,X,X,X,O,X,X,X,X,X,O
SJLIZTO,O,X,O,O,X,X,X,O,X,X,X,O
SJLIZOT,O,X,O,O,X,X,X,O,X,X,X,O
SJLIOTZ,O,X,X,X,X,O,X,X,X,X,X,O
SJLIOZT,O,X,O,X,X,X,X,X,X,X,X,O
SJLZTIO,O,X,O,O,X,X,X,X,X,X,X,X
SJLZTOI,O,X,O,O,O,X,X,X,X,X,X,X
SJLZITO,O,X,O,O,X,X,X,O,X,X,X,X
SJLZIOT,O,X,O,O,O,X,X,O,X,X,X,X
SJLZOTI,O,X,O,O,O,X,X,X,X,X,X,X
SJLZOIT,O,X,O,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,O,O,X,X,X,O,X
SJLOTZI,O,X,X,X,X,X,O,X,X,X,O,X
