sequence,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFzfBChBXiB8?nBerBFqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFqkBTgBOmBX?iB8nB1vB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFukBFhBXiB8?nBTlByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8Jei/IvhF3gBRiBcpBO?rBlnBTqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFGgBFiB8nBz?kBXmByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeTAJvhFRiBOpBXmBl?nB0kByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFVmBynBzkBf?rBGnBUqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFukBXiB8nBK?qBzlBFrB
ZLSIOJT,O,X,O,X,O,X,X,O
ZLSJTIO,O,O,O,O,X,X,X,O
ZLSJTOI,O,O,O,O,X,X,X,O
ZLSJITO,O,O,O,O,X,X,X,O
ZLSJIOT,O,X,O,O,X,X,X,O
ZLSJOTI,O,X,O,O,X,X,X,O
ZLSJOIT,O,X,O,O,X,X,X,O
ZLSOTIJ,X,O,O,O,O,X,X,O
ZLSOTJI,X,O,O,O,O,X,X,O
ZLSOITJ,X,O,O,O,O,X,X,O
ZLSOIJT,O,X,O,X,O,X,X,O
ZLSOJTI,O,X,O,O,O,X,X,O
ZLSOJIT,O,X,O,O,O,X,X,O
ZLOTIJS,X,O,O,O,X,X,O,O
ZLOTISJ,X,O,O,O,O,X,O,O
ZLOTJIS,X,O,O,O,X,X,X,O
ZLOTJSI,X,O,O,O,X,X,X,O
ZLOTSIJ,X,O,O,O,O,X,X,O
ZLOTSJI,X,O,O,O,O,X,X,O
ZLOITJS,X,O,O,O,X,X,O,O
ZLOITSJ,X,O,O,O,O,X,O,O
ZLOIJTS,X,X,O,O,X,X,X,O
ZLOIJST,X,X,O,O,X,X,X,O
ZLOISTJ,X,O,O,O,O,X,X,O
ZLOISJT,X,X,O,X,O,X,X,O
ZLOJTIS,X,X,O,O,X,X,X,O
ZLOJTSI,X,X,O,O,X,X,X,O
ZLOJITS,X,X,O,O,X,X,X,O
ZLOJIST,X,X,O,O,X,X,X,O
ZLOJSTI,X,X,O,O,X,X,X,O
ZLOJSIT,X,X,O,O,X,X,X,O
ZLOSTIJ,X,O,O,O,O,X,X,O
ZLOSTJI,X,O,O,O,O,X,X,O
ZLOSITJ,X,O,O,O,O,X,X,O
ZLOSIJT,X,X,O,X,O,X,X,O
ZLOSJTI,X,X,O,O,O,X,X,O
ZLOSJIT,X,X,O,O,O,X,X,O
ZJTILSO,O,O,O,O,X,X,X,O
ZJTILOS,O,O,O,O,X,X,X,O
ZJTISLO,O,O,O,O,X,X,X,O
ZJTISOL,O,O,O,O,O,O,X,X
ZJTIOLS,O,O,X,O,X,X,X,X
ZJTIOSL,O,O,X,O,O,X,X,X
ZJTLISO,O,O,O,O,X,X,X,O
ZJTLIOS,O,O,O,O,X,X,X,O
ZJTLSIO,O,O,O,O,X,X,X,O
ZJTLSOI,O,O,O,O,X,X,X,O
ZJTLOIS,O,O,O,O,X,X,X,O
ZJTLOSI,O,O,O,O,X,X,X,O
ZJTSILO,O,O,O,O,X,X,X,O
ZJTSIOL,O,O,O,O,O,O,X,X
ZJTSLIO,O,O,O,O,X,X,X,O
ZJTSLOI,O,O,O,O,X,X,X,O
ZJTSOIL,O,O,O,O,O,O,X,X
ZJTSOLI,O,O,X,O,O,O,X,X
ZJTOILS,O,O,X,O,X,X,X,X
ZJTOISL,O,O,X,O,O,X,X,X
ZJTOLIS,O,O,X,O,X,X,X,X
ZJTOLSI,O,O,X,O,X,X,X,X
ZJTOSIL,O,O,X,O,O,X,X,X
ZJTOSLI,O,O,X,O,O,X,X,X
ZJITLSO,O,O,O,O,X,X,X,O
ZJITLOS,O,O,O,O,X,X,X,O
ZJITSLO,O,O,O,O,X,X,X,O
ZJITSOL,O,O,O,O,O,X,X,X
ZJITOLS,O,O,X,O,X,X,X,X
ZJITOSL,O,O,X,O,O,X,X,X
ZJILTSO,O,O,O,O,X,X,X,O
ZJILTOS,O,O,O,O,X,X,X,O
ZJILSTO,O,O,O,O,X,X,X,O
ZJILSOT,O,X,O,O,X,X,X,O
ZJILOTS,O,X,O,O,X,X,X,O
ZJILOST,O,X,O,O,X,X,X,O
ZJISTLO,O,O,O,O,X,X,X,O
ZJISTOL,O,O,O,O,O,X,X,X
ZJISLTO,O,O,O,O,X,X,X,O
ZJISLOT,O,X,O,O,X,X,X,O
ZJISOTL,O,X,O,O,O,X,X,X
ZJISOLT,O,X,O,O,O,X,X,O
ZJIOTLS,O,X,X,O,X,X,X,X
ZJIOTSL,O,X,X,O,O,X,X,X
ZJIOLTS,O,X,O,O,X,X,X,O
ZJIOLST,O,X,O,O,X,X,X,O
ZJIOSTL,O,X,O,O,O,X,X,X
ZJIOSLT,O,X,O,O,O,X,X,O
ZJLTISO,O,O,O,O,X,X,X,O
ZJLTIOS,O,O,O,O,X,X,X,O
ZJLTSIO,O,O,O,O,X,X,X,O
ZJLTSOI,O,O,O,O,X,X,X,O
ZJLTOIS,O,O,O,O,X,X,X,O
ZJLTOSI,O,O,O,O,X,X,X,O
ZJLITSO,O,O,O,O,X,X,X,O
ZJLITOS,O,O,O,O,X,X,X,O
ZJLISTO,O,O,O,O,X,X,X,O
ZJLISOT,O,X,O,O,X,X,X,O
ZJLIOTS,O,X,O,O,X,X,X,O
ZJLIOST,O,X,O,O,X,X,X,O
ZJLSTIO,O,O,O,O,X,X,X,O
ZJLSTOI,O,O,O,O,X,X,X,O
ZJLSITO,O,O,O,O,X,X,X,O
ZJLSIOT,O,X,O,O,X,X,X,O
ZJLSOTI,O,X,O,O,X,X,X,O
ZJLSOIT,O,X,O,O,X,X,X,O
ZJLOTIS,O,X,O,O,X,X,X,O
ZJLOTSI,O,X,O,O,X,X,X,O
ZJLOITS,O,X,O,O,X,X,X,O
ZJLOIST,O,X,O,O,X,X,X,O
ZJLOSTI,O,X,O,O,X,X,X,O
ZJLOSIT,O,X,O,O,X,X,X,O
ZJSTILO,O,O,O,O,X,X,X,O
ZJSTIOL,O,O,O,O,O,O,X,X
ZJSTLIO,O,O,O,O,X,X,X,O
ZJSTLOI,O,O,O,O,X,X,X,O
ZJSTOIL,O,O,O,O,O,O,X,X
ZJSTOLI,O,O,X,O,O,O,X,X
ZJSITLO,O,O,O,O,X,X,X,O
ZJSITOL,O,O,O,O,O,X,X,X
ZJSILTO,O,O,O,O,X,X,X,O
ZJSILOT,O,X,O,O,X,X,X,O
ZJSIOTL,O,X,O,O,O,X,X,X
ZJSIOLT,O,X,O,O,O,X,X,O
ZJSLTIO,O,O,O,O,X,X,X,O
ZJSLTOI,O,O,O,O,X,X,X,O
ZJSLITO,O,O,O,O,X,X,X,O
ZJSLIOT,O,X,O,O,X,X,X,O
ZJSLOTI,O,X,O,O,X,X,X,O
ZJSLOIT,O,X,O,O,X,X,X,O
ZJSOTIL,O,X,O,O,O,O,X,X
ZJSOTLI,O,X,X,O,O,O,X,X
ZJSOITL,O,X,O,O,O,X,X,X
ZJSOILT,O,X,O,O,O,X,X,O
ZJSOLTI,O,X,O,O,O,X,X,O
ZJSOLIT,O,X,O,O,O,X,X,O
ZJOTILS,O,X,X,O,X,X,X,X
ZJOTISL,O,X,X,O,O,X,X,X
ZJOTLIS,O,X,X,O,X,X,X,X
ZJOTLSI,O,X,X,O,X,X,X,X
ZJOTSIL,O,X,X,O,O,X,X,X
ZJOTSLI,O,X,X,O,O,X,X,X
ZJOITLS,O,X,X,O,X,X,X,X
ZJOITSL,O,X,X,O,O,X,X,X
ZJOILTS,O,X,O,O,X,X,X,O
ZJOILST,O,X,O,O,X,X,X,O
ZJOISTL,O,X,O,O,O,X,X,X
ZJOISLT,O,X,O,O,O,X,X,O
ZJOLTIS,O,X,O,O,X,X,X,O
ZJOLTSI,O,X,O,O,X,X,X,O
ZJOLITS,O,X,O,O,X,X,X,O
ZJOLIST,O,X,O,O,X,X,X,O
ZJOLSTI,O,X,O,O,X,X,X,O
ZJOLSIT,O,X,O,O,X,X,X,O
ZJOSTIL,O,X,O,O,O,X,X,X
ZJOSTLI,O,X,X,O,O,X,X,X
ZJOSITL,O,X,O,O,O,X,X,X
ZJOSILT,O,X,O,O,O,X,X,O
ZJOSLTI,O,X,O,O,O,X,X,O
ZJOSLIT,O,X,O,O,O,X,X,O
ZSTILJO,O,O,O,O,X,X,X,O
ZSTILOJ,X,O,O,O,O,X,X,O
ZSTIJLO,O,O,O,O,X,X,X,O
ZSTIJOL,O,O,O,O,O,O,X,X
ZSTIOLJ,X,O,O,O,O,X,X,X
ZSTIOJL,O,O,O,O,O,O,X,X
ZSTLIJO,O,O,O,O,X,X,X,O
ZSTLIOJ,X,O,O,O,O,X,X,O
ZSTLJIO,O,O,O,O,X,X,X,O
ZSTLJOI,O,O,O,O,X,X,X,O
ZSTLOIJ,X,O,O,O,O,X,X,O
ZSTLOJI,X,O,O,O,O,X,X,O
ZSTJILO,O,O,O,O,X,X,X,O
ZSTJIOL,O,O,O,O,O,O,X,X
ZSTJLIO,O,O,O,O,X,X,X,O
ZSTJLOI,O,O,O,O,X,X,X,O
ZSTJOIL,O,O,O,O,O,O,X,X
ZSTJOLI,O,O,X,O,O,O,X,X
ZSTOILJ,X,O,O,O,O,X,X,X
ZSTOIJL,O,O,O,O,O,O,X,X
ZSTOLIJ,X,O,O,O,O,X,X,X
ZSTOLJI,X,O,O,O,O,X,X,X
ZSTOJIL,O,O,O,O,O,O,X,X
ZSTOJLI,O,O,X,O,O,O,X,X
ZSITLJO,O,O,O,X,X,X,X,O
ZSITLOJ,X,O,O,X,O,X,X,O
ZSITJLO,O,O,O,X,X,X,X,O
ZSITJOL,O,O,O,X,O,X,X,X
ZSITOLJ,X,O,O,X,O,X,X,X
ZSITOJL,O,O,O,X,O,X,X,X
ZSILTJO,O,O,O,X,X,X,X,O
ZSILTOJ,X,O,O,X,O,X,X,O
ZSILJTO,O,O,O,X,X,X,X,O
ZSILJOT,O,X,O,X,X,X,X,O
ZSILOTJ,X,O,O,X,O,X,X,O
ZSILOJT,O,X,O,X,O,X,X,O
ZSIJTLO,O,O,O,X,X,X,X,O
ZSIJTOL,O,O,O,X,O,X,X,X
ZSIJLTO,O,O,O,X,X,X,X,O
ZSIJLOT,O,X,O,X,X,X,X,O
ZSIJOTL,O,X,O,X,O,X,X,X
ZSIJOLT,O,X,O,X,O,X,X,O
ZSIOTLJ,X,O,O,X,O,X,X,X
ZSIOTJL,X,O,O,X,O,X,X,X
ZSIOLTJ,X,O,O,X,O,X,X,O
ZSIOLJT,O,X,O,X,O,X,X,O
ZSIOJTL,O,X,O,X,O,X,X,X
ZSIOJLT,O,X,O,X,O,X,X,O
ZSLTIJO,O,O,O,O,X,X,X,O
ZSLTIOJ,X,O,O,O,O,X,X,O
ZSLTJIO,O,O,O,O,X,X,X,O
ZSLTJOI,O,O,O,O,X,X,X,O
ZSLTOIJ,X,O,O,O,O,X,X,O
ZSLTOJI,X,O,O,O,O,X,X,O
ZSLITJO,O,O,O,X,X,X,X,O
ZSLITOJ,X,O,O,X,O,X,X,O
ZSLIJTO,O,O,O,X,X,X,X,O
ZSLIJOT,O,X,O,X,X,X,X,O
ZSLIOTJ,X,O,O,X,O,X,X,O
ZSLIOJT,O,X,O,X,O,X,X,O
ZSLJTIO,O,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,O,X,X,X,O
ZSLJITO,O,O,O,O,X,X,X,O
ZSLJIOT,O,X,O,O,X,X,X,O
ZSLJOTI,O,X,O,O,X,X,X,O
ZSLJOIT,O,X,O,O,X,X,X,O
ZSLOTIJ,X,O,O,O,O,X,X,O
ZSLOTJI,X,O,O,O,O,X,X,O
ZSLOITJ,X,O,O,O,O,X,X,O
ZSLOIJT,O,X,O,X,O,X,X,O
ZSLOJTI,O,X,O,O,O,X,X,O
ZSLOJIT,O,X,O,O,O,X,X,O
ZSJTILO,O,O,O,O,X,X,X,O
ZSJTIOL,O,O,O,O,O,O,X,X
ZSJTLIO,O,O,O,O,X,X,X,O
ZSJTLOI,O,O,O,O,X,X,X,O
ZSJTOIL,O,O,O,O,O,O,X,X
ZSJTOLI,O,O,X,O,O,O,X,X
ZSJITLO,O,O,O,O,X,X,X,O
ZSJITOL,O,O,O,O,O,X,X,X
ZSJILTO,O,O,O,O,X,X,X,O
ZSJILOT,O,X,O,O,X,X,X,O
ZSJIOTL,O,X,O,O,O,X,X,X
ZSJIOLT,O,X,O,O,O,X,X,O
ZSJLTIO,O,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,O,X,X,X,O
ZSJLITO,O,O,O,O,X,X,X,O
ZSJLIOT,O,X,O,O,X,X,X,O
ZSJLOTI,O,X,O,O,X,X,X,O
ZSJLOIT,O,X,O,O,X,X,X,O
ZSJOTIL,O,X,O,O,O,O,X,X
ZSJOTLI,O,X,X,O,O,O,X,X
ZSJOITL,O,X,O,O,O,X,X,X
ZSJOILT,O,X,O,O,O,X,X,O
ZSJOLTI,O,X,O,O,O,X,X,O
ZSJOLIT,O,X,O,O,O,X,X,O
ZSOTILJ,X,O,O,O,O,X,X,X
ZSOTIJL,X,O,O,O,O,O,X,X
ZSOTLIJ,X,O,O,O,O,X,X,X
ZSOTLJI,X,O,O,O,O,X,X,X
ZSOTJIL,X,O,O,O,O,O,X,X
ZSOTJLI,X,O,X,O,O,O,X,X
ZSOITLJ,X,O,O,O,O,X,X,X
ZSOITJL,X,O,O,O,O,X,X,X
ZSOILTJ,X,O,O,O,O,X,X,O
ZSOILJT,O,X,O,X,O,X,X,O
ZSOIJTL,O,X,O,X,O,X,X,X
ZSOIJLT,O,X,O,X,O,X,X,O
ZSOLTIJ,X,O,O,O,O,X,X,O
ZSOLTJI,X,O,O,O,O,X,X,O
ZSOLITJ,X,O,O,O,O,X,X,O
ZSOLIJT,O,X,O,X,O,X,X,O
ZSOLJTI,O,X,O,O,O,X,X,O
ZSOLJIT,O,X,O,O,O,X,X,O
ZSOJTIL,O,X,O,O,O,O,X,X
ZSOJTLI,O,X,X,O,O,O,X,X
ZSOJITL,O,X,O,O,O,X,X,X
ZSOJILT,O,X,O,O,O,X,X,O
ZSOJLTI,O,X,O,O,O,X,X,O
ZSOJLIT,O,X,O,O,O,X,X,O
ZOTILJS,O,O,X,O,X,X,O,X
ZOTILSJ,X,O,X,O,O,X,O,X
ZOTIJLS,O,O,X,O,X,X,X,X
ZOTIJSL,O,O,X,O,O,X,X,X
ZOTISLJ,X,O,X,O,O,X,X,X
ZOTISJL,O,O,X,O,O,X,X,X
ZOTLIJS,O,O,X,O,X,X,O,X
ZOTLISJ,X,O,X,O,O,X,O,X
ZOTLJIS,O,O,X,O,X,X,X,X
ZOTLJSI,O,O,X,O,X,X,X,X
ZOTLSIJ,X,O,X,O,O,X,X,X
ZOTLSJI,X,O,X,O,O,X,X,X
ZOTJILS,O,O,X,O,X,X,X,X
ZOTJISL,O,O,X,O,O,X,X,X
ZOTJLIS,O,O,X,O,X,X,X,X
ZOTJLSI,O,O,X,O,X,X,X,X
ZOTJSIL,O,O,X,O,O,X,X,X
ZOTJSLI,O,O,X,O,O,X,X,X
ZOTSILJ,X,O,X,O,O,X,X,X
ZOTSIJL,O,O,X,O,O,X,X,X
ZOTSLIJ,X,O,X,O,O,X,X,X
ZOTSLJI,X,O,X,O,O,X,X,X
ZOTSJIL,O,O,X,O,O,X,X,X
ZOTSJLI,O,O,X,O,O,X,X,X
ZOITLJS,O,O,X,O,X,X,O,X
ZOITLSJ,X,O,X,O,O,X,O,X
ZOITJLS,O,O,X,O,X,X,X,X
ZOITJSL,O,O,X,O,O,X,X,X
ZOITSLJ,X,O,X,O,O,X,X,X
ZOITSJL,O,O,X,O,O,X,X,X
ZOILTJS,X,O,O,O,X,X,O,O
ZOILTSJ,X,O,O,O,O,X,O,O
ZOILJTS,X,X,O,O,X,X,X,O
ZOILJST,X,X,O,O,X,X,X,O
ZOILSTJ,X,O,O,O,O,X,X,O
ZOILSJT,X,X,O,X,O,X,X,O
ZOIJTLS,O,X,X,O,X,X,X,X
ZOIJTSL,O,X,X,O,O,X,X,X
ZOIJLTS,O,X,O,O,X,X,X,O
ZOIJLST,O,X,O,O,X,X,X,O
ZOIJSTL,O,X,O,O,O,X,X,X
ZOIJSLT,O,X,O,O,O,X,X,O
ZOISTLJ,X,O,O,O,O,X,X,X
ZOISTJL,X,O,O,O,O,X,X,X
ZOISLTJ,X,O,O,O,O,X,X,O
ZOISLJT,O,X,O,X,O,X,X,O
ZOISJTL,O,X,O,X,O,X,X,X
ZOISJLT,O,X,O,X,O,X,X,O
ZOLTIJS,X,O,O,O,X,X,O,O
ZOLTISJ,X,O,O,O,O,X,O,O
ZOLTJIS,X,O,O,O,X,X,X,O
ZOLTJSI,X,O,O,O,X,X,X,O
ZOLTSIJ,X,O,O,O,O,X,X,O
ZOLTSJI,X,O,O,O,O,X,X,O
ZOLITJS,X,O,O,O,X,X,O,O
ZOLITSJ,X,O,O,O,O,X,O,O
ZOLIJTS,X,X,O,O,X,X,X,O
ZOLIJST,X,X,O,O,X,X,X,O
ZOLISTJ,X,O,O,O,O,X,X,O
ZOLISJT,X,X,O,X,O,X,X,O
ZOLJTIS,X,X,O,O,X,X,X,O
ZOLJTSI,X,X,O,O,X,X,X,O
ZOLJITS,X,X,O,O,X,X,X,O
ZOLJIST,X,X,O,O,X,X,X,O
ZOLJSTI,X,X,O,O,X,X,X,O
ZOLJSIT,X,X,O,O,X,X,X,O
ZOLSTIJ,X,O,O,O,O,X,X,O
ZOLSTJI,X,O,O,O,O,X,X,O
ZOLSITJ,X,O,O,O,O,X,X,O
ZOLSIJT,X,X,O,X,O,X,X,O
ZOLSJTI,X,X,O,O,O,X,X,O
ZOLSJIT,X,X,O,O,O,X,X,O
ZOJTILS,O,X,X,O,X,X,X,X
ZOJTISL,O,X,X,O,O,X,X,X
ZOJTLIS,O,X,X,O,X,X,X,X
ZOJTLSI,O,X,X,O,X,X,X,X
ZOJTSIL,O,X,X,O,O,X,X,X
ZOJTSLI,O,X,X,O,O,X,X,X
ZOJITLS,O,X,X,O,X,X,X,X
ZOJITSL,O,X,X,O,O,X,X,X
ZOJILTS,O,X,O,O,X,X,X,O
ZOJILST,O,X,O,O,X,X,X,O
ZOJISTL,O,X,O,O,O,X,X,X
ZOJISLT,O,X,O,O,O,X,X,O
ZOJLTIS,O,X,O,O,X,X,X,O
ZOJLTSI,O,X,O,O,X,X,X,O
ZOJLITS,O,X,O,O,X,X,X,O
ZOJLIST,O,X,O,O,X,X,X,O
ZOJLSTI,O,X,O,O,X,X,X,O
ZOJLSIT,O,X,O,O,X,X,X,O
ZOJSTIL,O,X,O,O,O,X,X,X
ZOJSTLI,O,X,X,O,O,X,X,X
ZOJSITL,O,X,O,O,O,X,X,X
ZOJSILT,O,X,O,O,O,X,X,O
ZOJSLTI,O,X,O,O,O,X,X,O
ZOJSLIT,O,X,O,O,O,X,X,O
ZOSTILJ,X,O,O,O,O,X,X,X
ZOSTIJL,X,O,O,O,O,X,X,X
ZOSTLIJ,X,O,O,O,O,X,X,X
ZOSTLJI,X,O,O,O,O,X,X,X
ZOSTJIL,X,O,O,O,O,X,X,X
ZOSTJLI,X,O,X,O,O,X,X,X
ZOSITLJ,X,O,O,O,O,X,X,X
ZOSITJL,X,O,O,O,O,X,X,X
ZOSILTJ,X,O,O,O,O,X,X,O
ZOSILJT,O,X,O,X,O,X,X,O
ZOSIJTL,O,X,O,X,O,X,X,X
ZOSIJLT,O,X,O,X,O,X,X,O
ZOSLTIJ,X,O,O,O,O,X,X,O
ZOSLTJI,X,O,O,O,O,X,X,O
ZOSLITJ,X,O,O,O,O,X,X,O
ZOSLIJT,O,X,O,X,O,X,X,O
ZOSLJTI,O,X,O,O,O,X,X,O
ZOSLJIT,O,X,O,O,O,X,X,O
ZOSJTIL,O,X,O,O,O,X,X,X
ZOSJTLI,O,X,X,O,O,X,X,X
ZOSJITL,O,X,O,O,O,X,X,X
ZOSJILT,O,X,O,O,O,X,X,O
ZOSJLTI,O,X,O,O,O,X,X,O
ZOSJLIT,O,X,O,O,O,X,X,O
OTILJSZ,O,O,X,X,X,X,O,X
OTILJZS,O,O,X,X,X,X,O,X
OTILSJZ,X,O,X,X,X,X,O,X
OTILSZJ,X,O,X,O,X,X,O,X
OTILZJS,O,O,X,O,X,X,O,X
OTILZSJ,X,O,X,O,X,X,O,X
OTIJLSZ,O,O,X,O,X,X,O,X
OTIJLZS,O,O,X,O,X,X,O,X
OTIJSLZ,O,X,X,O,X,O,X,X
OTIJSZL,O,X,X,O,X,O,X,X
OTIJZLS,O,O,X,O,X,X,X,X
OTIJZSL,O,O,X,O,X,X,X,X
OTISLJZ,X,X,X,X,X,O,O,X
OTISLZJ,X,X,X,O,X,X,O,X
OTISJLZ,O,X,X,X,X,O,X,X
OTISJZL,O,X,X,O,O,O,X,X
OTISZLJ,X,X,X,O,O,X,X,X
OTISZJL,O,X,X,O,O,O,X,X
OTIZLJS,O,O,X,O,X,X,O,X
OTIZLSJ,X,O,X,O,O,X,O,X
OTIZJLS,O,O,X,O,X,X,X,X
OTIZJSL,O,O,X,O,O,X,X,X
OTIZSLJ,X,O,X,O,O,X,X,X
OTIZSJL,O,O,X,O,O,X,X,X
OTLIJSZ,O,O,X,X,X,X,O,X
OTLIJZS,O,O,X,X,X,X,O,X
OTLISJZ,X,O,X,X,X,X,O,X
OTLISZJ,X,O,X,O,X,X,O,X
OTLIZJS,O,O,X,O,X,X,O,X
OTLIZSJ,X,O,X,O,X,X,O,X
OTLJISZ,O,O,X,O,X,X,O,X
OTLJIZS,O,O,X,O,X,X,O,X
OTLJSIZ,O,O,X,O,X,X,X,X
OTLJSZI,O,O,X,O,X,X,X,X
OTLJZIS,O,O,X,O,X,X,X,X
OTLJZSI,O,O,X,O,X,X,X,X
OTLSIJZ,X,O,X,X,X,X,O,X
OTLSIZJ,X,O,X,O,X,X,O,X
OTLSJIZ,X,O,X,X,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X,X
OTLSZIJ,X,O,X,O,X,X,X,X
OTLSZJI,X,O,X,O,X,X,X,X
OTLZIJS,O,O,X,O,X,X,O,X
OTLZISJ,X,O,X,O,X,X,O,X
OTLZJIS,O,O,X,O,X,X,X,X
OTLZJSI,O,O,X,O,X,X,X,X
OTLZSIJ,X,O,X,O,X,X,X,X
OTLZSJI,X,O,X,O,X,X,X,X
OTJILSZ,O,O,X,O,X,X,O,X
OTJILZS,O,O,X,O,X,X,O,X
OTJISLZ,O,X,X,O,X,O,X,X
OTJISZL,O,X,X,O,X,O,X,X
OTJIZLS,O,O,X,O,X,X,X,X
OTJIZSL,O,O,X,O,X,X,X,X
OTJLISZ,O,O,X,O,X,X,O,X
OTJLIZS,O,O,X,O,X,X,O,X
OTJLSIZ,O,O,X,O,X,X,X,X
OTJLSZI,O,O,X,O,X,X,X,X
OTJLZIS,O,O,X,O,X,X,X,X
OTJLZSI,O,O,X,O,X,X,X,X
OTJSILZ,O,X,X,O,X,O,X,X
OTJSIZL,O,X,X,O,X,O,X,X
OTJSLIZ,O,O,X,O,X,O,X,X
OTJSLZI,O,O,X,O,X,O,X,X
OTJSZIL,O,O,X,O,X,O,X,X
OTJSZLI,O,O,X,O,X,O,X,X
OTJZILS,O,O,X,O,X,X,X,X
OTJZISL,O,O,X,O,X,X,X,X
OTJZLIS,O,O,X,O,X,X,X,X
OTJZLSI,O,O,X,O,X,X,X,X
OTJZSIL,O,O,X,O,X,X,X,X
OTJZSLI,O,O,X,O,X,X,X,X
OTSILJZ,X,X,X,X,X,O,O,X
OTSILZJ,X,X,X,O,X,X,O,X
OTSIJLZ,O,X,X,X,X,O,X,X
OTSIJZL,O,X,X,O,O,O,X,X
OTSIZLJ,X,X,X,O,O,X,X,X
OTSIZJL,O,X,X,O,O,O,X,X
OTSLIJZ,X,O,X,X,X,O,O,X
OTSLIZJ,X,O,X,O,X,X,O,X
OTSLJIZ,X,O,X,X,X,O,X,X
OTSLJZI,X,O,X,X,X,O,X,X
OTSLZIJ,X,O,X,O,X,X,X,X
OTSLZJI,X,O,X,O,X,X,X,X
OTSJILZ,O,X,X,O,X,O,X,X
OTSJIZL,O,X,X,O,O,O,X,X
OTSJLIZ,O,O,X,O,X,O,X,X
OTSJLZI,O,O,X,O,X,O,X,X
OTSJZIL,O,O,X,O,O,O,X,X
OTSJZLI,O,O,X,O,O,O,X,X
OTSZILJ,X,O,X,O,O,X,X,X
OTSZIJL,O,O,X,O,O,O,X,X
OTSZLIJ,X,O,X,O,O,X,X,X
OTSZLJI,X,O,X,O,O,X,X,X
OTSZJIL,O,O,X,O,O,O,X,X
OTSZJLI,O,O,X,O,O,O,X,X
OTZILJS,O,O,X,O,X,X,O,X
OTZILSJ,X,O,X,O,O,X,O,X
OTZIJLS,O,O,X,O,X,X,X,X
OTZIJSL,O,O,X,O,O,X,X,X
OTZISLJ,X,O,X,O,O,X,X,X
OTZISJL,O,O,X,O,O,X,X,X
OTZLIJS,O,O,X,O,X,X,O,X
OTZLISJ,X,O,X,O,O,X,O,X
OTZLJIS,O,O,X,O,X,X,X,X
OTZLJSI,O,O,X,O,X,X,X,X
OTZLSIJ,X,O,X,O,O,X,X,X
OTZLSJI,X,O,X,O,O,X,X,X
OTZJILS,O,O,X,O,X,X,X,X
OTZJISL,O,O,X,O,O,X,X,X
OTZJLIS,O,O,X,O,X,X,X,X
OTZJLSI,O,O,X,O,X,X,X,X
OTZJSIL,O,O,X,O,O,X,X,X
OTZJSLI,O,O,X,O,O,X,X,X
OTZSILJ,X,O,X,O,O,X,X,X
OTZSIJL,O,O,X,O,O,X,X,X
OTZSLIJ,X,O,X,O,O,X,X,X
OTZSLJI,X,O,X,O,O,X,X,X
OTZSJIL,O,O,X,O,O,X,X,X
OTZSJLI,O,O,X,O,O,X,X,X
OITLJSZ,O,O,X,X,X,X,O,X
OITLJZS,O,O,X,X,X,X,O,X
OITLSJZ,X,O,X,X,X,X,O,X
OITLSZJ,X,O,X,O,X,X,O,X
OITLZJS,O,O,X,O,X,X,O,X
OITLZSJ,X,O,X,O,X,X,O,X
OITJLSZ,O,O,X,O,X,X,O,X
OITJLZS,O,O,X,O,X,X,O,X
OITJSLZ,O,X,X,O,X,X,X,X
OITJSZL,O,X,X,O,X,X,X,X
OITJZLS,O,O,X,O,X,X,X,X
OITJZSL,O,O,X,O,X,X,X,X
OITSLJZ,X,X,X,X,X,X,O,X
OITSLZJ,X,X,X,O,X,X,O,X
OITSJLZ,O,X,X,X,X,X,X,X
OITSJZL,O,X,X,O,O,X,X,X
OITSZLJ,X,X,X,O,O,X,X,X
OITSZJL,O,X,X,O,O,X,X,X
OITZLJS,O,O,X,O,X,X,O,X
OITZLSJ,X,O,X,O,O,X,O,X
OITZJLS,O,O,X,O,X,X,X,X
OITZJSL,O,O,X,O,O,X,X,X
OITZSLJ,X,O,X,O,O,X,X,X
OITZSJL,O,O,X,O,O,X,X,X
OILTJSZ,X,O,O,X,X,X,O,X
OILTJZS,X,O,O,X,X,X,O,O
OILTSJZ,X,O,O,X,X,X,O,X
OILTSZJ,X,O,O,X,X,X,O,X
OILTZJS,X,O,O,X,X,X,O,O
OILTZSJ,X,O,O,X,X,X,O,O
OILJTSZ,X,X,O,X,X,X,O,X
OILJTZS,X,X,O,X,X,X,O,O
OILJSTZ,X,X,O,X,X,X,X,X
OILJSZT,X,X,O,X,X,X,X,O
OILJZTS,X,X,O,X,X,X,X,O
OILJZST,X,X,O,X,X,X,X,O
