sequence,v115@vhHT1IZkBtpBmlBfsB0nB6tBWwB,v115@vhHT5I5oBOpB8pBCmBXnBdtB2wB,v115@vhHT5I5oBikBGmBOsBdtB3pBUrB,v115@vhHT5I5oBOpB8pBfrB6rBOsBdtB,v115@vhHu6I8kB6oBznB2uBlqB3rBxxB,v115@vhHOEJzgB+pBKqBUnB/tBFrBRxB,v115@vhHT/IulBypBlmB3nBctB2wBxuB,v115@vhH8EJWmB6oBznB2uBlqB3rBxxB,v115@vhHz/IOoBKpBUmB/sB+tBFqBRwB,v115@vhH3/I6oBllBRnBTpB2vBmrBUtB,v115@vhHT/I8lBWnB+tBipBlrB3sBRvB,v115@vhHz/I8lBWnB+tBipBlrB3sBRvB,v115@vhHu7ITfB8lB+tBipBlrB3sBRvB,v115@vhHu7IzfB8lB+tBipBlrB3sBRvB,v115@vhHx7IfnBKpBdrBznB+tBUqBWxB,v115@vhHx8I8lBmkBtrB+tBTpByvB3sB,v115@vhHx8IylB0kBtrB+tB2uBzqB3sB,v115@vhHO6I+fBKqBUnB/tBTpBFrBRxB,v115@vhHT1IOkB+pBKqBUnB/tBFrBRxB,v115@vhHO+I+jBKpBUmB/sBFqBTtBRwB,v115@vhHT5IOoBKpBUmB/sB+tBFqBRwB,v115@vhH++IWoBKpBUmB/sBFqBTtBRwB,v115@vhH/6I2kB8lBStBTpB2vBlrBxxB,v115@vhHZ6IqfB8lB+tBTpB2vBlrB3sB,v115@vhHu9IejBKpBUmB/sBFqBTtBRwB,v115@vhHu6I8kBzmBftB6tB2uBlqBxwB,v115@vhHWAJ8mB3kBzlB+tByuBlsBRwB,v115@vhHeCJ8kBziBStB2uBlqB3rBxxB,v115@vhH2CJ8kBzmBftB6tB2uBlqBxwB,v115@vhHq7IxcBcqBerBtrB+tBTpB3sB,v115@vhHeGJ8mBziB3kB+tByuBlsBRwB,v115@vhH8EJzgBZnB+rBXoB2uBlqBSyB,v115@vhHe+IWlBKpBTnB/tBUqBFrBRxB,v115@vhHe+IckBXlBesBznBFrBSyBxuB,v115@vhHq6I/oBGlB0nBTpB2vBlrBxxB,v115@vhH+DJ0fBfmBKpBFqBGsBTtBRwB,v115@vhH26IZkB8nBtpB+rBKsB3qBTtB,v115@vhH8CJ+jBfmBKpBFqBGsBTtBRwB,v115@vhH++I8kBzmBftB6tB2uBlqBxwB,v115@vhH28IamBcpBTlBtrB+tB3sBRvB,v115@vhH26IZkB8mBtpBusB3qBywBTtB,v115@vhHS+IfmB5oBzkBdtB2uBWwBUsB,v115@vhHS8IfnB8nB2pBdrBWxBTtBxuB,v115@vhH28I8kBZmBKpBtrB+tBTqB3sB,v115@vhH2CJ5oBOpBXlBlmBatBUrBTsB,v115@vhH/CJTjBxkBlmBipBUrB2xBGtB,v115@vhH/CJOoBxkBlmB+tBipBUrBTsB,v115@vhHO6I+jBKpBUmB/sBFqBTtBRwB,v115@vhHO6IejBKpBUmB/sBFqBTtBRwB,v115@vhH/6I2kB8mB+tBTpBiqBlsBRwB,v115@vhH/6IZkB8mBzkB+tBSvB2wBlsB,v115@vhH8EJzgB5oB+rB3nB2uBlqByxB,v115@vhH++IzfB8lB+tBipBlrB3sBRvB,v115@vhHX5I+jBikBRmB9sBGqB0rBTtB,v115@vhHu6I8kBzgBStB2uBlqB3rBxxB,v115@vhHu6IXgB8lBStBTpB2vBlrBxxB,v115@vhHu6IKlBzgBcpB+tBlrB3sBRvB,v115@vhHO7I+fBKqBUnB/tBTpBFrBRxB,v115@vhHG5IdoB5oBikBuqB3mBzpB0sB,v115@vhHi1IZkBtkBUmBGnBToBXqB2xB,v115@vhH++I8kB6nBToB2uBlqB3rBxxB,v115@vhH++ITfB8lB+tBipBlrB3sBRvB,v115@vhH6+IejBcqB3mB+tBTpBlsBRwB,v115@vhH+/I8mBXjB+tBTpBiqBlsBRwB,v115@vhH5/I8mBXjBKpB+tBTqB2wBlsB,v115@vhH+DJ8lBXiB+sBipBlrBTtBRvB,v115@vhH5DJ8lBXiB+sBKtBTpB2vBlrB,v115@vhHuCJfnBTjBKpBUqBFrBGtBRxB,v115@vhHz6I2kB8lB+tBipBlrB3sBRvB,v115@vhHU+IfnBWoB2pBFrBSxBTtBxuB,v115@vhHz9IWnB5oBKpBetBUqBFrBXsB,v115@vhHz9IWnBcoB2pBFrBXsBSyBxuB,v115@vhHZEJ8mBziBqpB/qB+tB2wBlsB,v115@vhH+AJ/kB0mBCoB2uBlqBTtBxwB,v115@vhHT8I/kB8mByqB+tB2uBlsBRwB,v115@vhHS+I8kBTjBWtB2uBlqB3rBxxB,v115@vhH5+IajB8kB+sB2uBlqB3rBTtB,v115@vhH26IOkBfoBzkBUrBFsBSyBxuB,v115@vhH5+I/kBylB+sB2uB0qBlrBTtB,v115@vhHZ6I/lBymB+tBTpB2vB0rBlsB
OJTZILS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJTZISL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJTZLIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
OJTZLSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJTZSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJTZSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJITLSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OJITLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OJITSLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OJITSZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJITZLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
OJITZSL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJILTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X
OJILTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X
OJILSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X
OJILSZT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OJILZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,O,X,O,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,O
OJILZST,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OJISTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OJISTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJISLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,X,O,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X
OJISLZT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O,O,O,X,O,X,O,X,O,O,X,X,O,O,X,O,X,O,O
OJISZTL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OJISZLT,O,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O,O,O,X,O,X,O,X,O,O,X,X,O,O,X,O,X,O,O
OJIZTLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O
OJIZTSL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OJIZLTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,O,X,O,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,O
OJIZLST,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O
OJIZSTL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OJIZSLT,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,O
OJLTISZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
OJLTIZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
OJLTSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OJLTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OJLTZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OJLTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OJLITSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X
OJLITZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X
OJLISTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X
OJLISZT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OJLIZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,O
OJLIZST,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OJLSTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
OJLSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OJLSITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X
OJLSIZT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OJLSZTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
OJLSZIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,O,X,O,X,O,O
OJLZTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
OJLZTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJLZITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X,O,O
OJLZIST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,O,O,X,O,O,X,O,O,X,O,X,O,X,O,X,O,O
OJLZSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
OJLZSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,O,X,O,X,O,X,O,O
OJSTILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OJSTIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJSTLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OJSTLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OJSTZIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJSTZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJSITLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OJSITZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OJSILTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,O,O,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
OJSILZT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,O,O,X,X,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X,X,O,O,X,O,X,O,O
OJSIZTL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OJSIZLT,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,O,O,O,O,X,X,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X,X,O,O,X,O,X,O,O
OJSLTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
OJSLTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
