sequence,v115@AhA8IeE8EeB8HeC8CeA8Je/EJvhFalBxhBTjB2uBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Jem/IvhFxhBTjBKpBfqBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Je2EJvhFxhBTjB3kByuBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBTjB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBcpBeqBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBmpBUsBFt?B3pB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBTjByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBikB3pBUsBFt?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBToB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFOpBToB6pBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhF6pBToBOpBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBToByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexCJvhFikBToB0mB3pB1x?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBmkB0pBFsBXt?BipB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFTjB6pBOpBlmBcs?BXtB
ZSLJTIO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSLJTOI,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSLJITO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSLJIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSLJOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSLOTJI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSLOITJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSLOIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSLOJTI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSLOJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJTIOL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJTLIO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJTLOI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJTOIL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJTOLI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJITLO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJITOL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSJILTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSJILOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJIOLT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLTIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSJLTOI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSJLITO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSJLIOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSJLOIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOTLI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOITL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOILT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSJOLIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTLIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTLJI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTJIL,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOTJLI,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOITLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOITJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOILTJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSOILJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOIJTL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOIJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSOLTJI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSOLITJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSOLIJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOLJTI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSOLJIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJTLI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJITL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJILT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSOJLIT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTILSJ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTISLJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZOTISJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTLIJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTLSJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJISL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTJLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTJSLI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTSILJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZOTSIJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTSLIJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZOTSLJI,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZOTSJIL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOTSJLI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOITLJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOITJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITJSL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOITSLJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZOITSJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOILTJS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILTSJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJTS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILSJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJTLS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
ZOIJLTS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOIJLST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTJSI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTSIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLITSJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLIJTS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOLIJST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLISTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLISJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJTIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJTSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJITS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLSJIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTISL,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOJTLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOJTSLI,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOJITLS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJITSL,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
ZOJILTS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJILST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJISTL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLTIS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJLTSI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJLITS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJLIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJSTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJSITL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJSILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJSLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTLIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTLJI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTJIL,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOSTJLI,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOSITLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSITJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSILJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSIJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLITJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLJIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJITL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJILT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJLIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTILJZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTILSJZ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
OTILSZJ,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
OTILZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OTILZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OTIJLSZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTIJLZS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
OTIJSLZ,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
OTIJSZL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIJZLS,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTIJZSL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTISLJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTISLZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTISJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTISJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTISZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
OTISZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTIZLJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTIZLSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIZJLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTIZSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIJSZ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTLIJZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTLISJZ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
OTLISZJ,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
OTLIZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OTLIZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OTLJISZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLJIZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLJSIZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLJSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLJZIS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLJZSI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLSIJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLSIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
OTLSJIZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLSJZI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
OTLSZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
OTLSZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
OTLZIJS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTLZISJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLZJIS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTLZJSI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTLZSIJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLZSJI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJILSZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJILZS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
OTJISLZ,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
OTJISZL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTJIZLS,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTJIZSL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTJLISZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTJLIZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJLSIZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTJLSZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTJLZIS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJLZSI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJSILZ,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
OTJSIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
OTJSLZI,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X
OTJSZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJZISL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJZLSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJZSIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSILJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTSILZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTSIJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTSIJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSIZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
OTSIZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSLIJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTSLIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTSLJIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTSLJZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
OTSLZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTSLZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTSJILZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTSJIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSJLIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTSJLZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
OTSJZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSJZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSZILJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
OTSZIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
OTSZLJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
OTSZJIL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTSZJLI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZILJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZILSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZIJLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZIJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZISLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTZISJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZLIJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLISJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZLJIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLJSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLSIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZLSJI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJILS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJISL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZJLIS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJLSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZJSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZSILJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTZSIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZSLIJ,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
OTZSLJI,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
OTZSJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZSJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLJSZ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OITLSJZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OITLSZJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OITLZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OITLZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OITJLSZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OITJLZS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
OITJSLZ,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OITJSZL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITJZLS,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITJZSL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITSLJZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
OITSLZJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
OITSJLZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OITSJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OITSZLJ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OITSZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OITZLJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OITZLSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZJLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTJSZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILTJZS,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OILTSJZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OILTSZJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OILTZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OILTZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OILJTSZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OILJTZS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OILJSTZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OILJZTS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OILJZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OILSTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OILSTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OILSJTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OILSJZT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OILSZTJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OILSZJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OILZTJS,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
OILZTSJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
OILZJTS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
