sequence,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeuEJvhF0iB6oB?/qBRmBFmBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JexBJvhFTjBClB?8qBGnBFlBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeGAJvhFlhBzkB?8qBxnBCoBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFfmB0hB?xiBGqBFtBCtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF3hBFjB?StBRqBuqB0sB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF1mB0iB?StBRqBuqBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFRhB3iB?FmBGqBCtBctB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeCAJvhFlhBXlB?8qBxnBGoBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF3hBlnB?ctBRqBuqBCtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JexBJvhFClB8qB?GnBToBFlBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeqEJvhF3hB0lB?xnBGoBzsBlqB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeqEJvhFTgBlhB?8qBxnBWtBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Je3BJvhFFlBxnB?ClB8qBGoBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFXjBRmB?ctBFmB6sBGqB
ZSLJITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJIOT,O,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSLJOTI,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZSLJOIT,X,O,X,O,X,X,X,O,X,O,O,X,X,O
ZSLOTIJ,X,X,O,X,X,X,X,O,X,X,O,O,X,X
ZSLOTJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSLOITJ,X,X,O,X,X,X,X,O,X,X,O,O,X,X
ZSLOIJT,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZSLOJTI,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZSLOJIT,X,O,O,X,X,X,X,O,X,O,O,X,X,X
ZSJTILO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
ZSJTIOL,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSJTLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJTLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJTOIL,X,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSJTOLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSJITLO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZSJITOL,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSJILTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJILOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSJIOTL,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSJIOLT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSJLTIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJLTOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJLITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLIOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSJLOTI,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZSJLOIT,X,O,X,O,X,X,X,O,X,O,X,X,X,O
ZSJOTIL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSJOTLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSJOITL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSJOILT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSJOLTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZSJOLIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSOTILJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSOTIJL,O,X,O,O,X,X,X,O,O,X,X,X,O,X
ZSOTLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSOTLJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSOTJIL,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSOTJLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSOITLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSOITJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSOILTJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ZSOILJT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZSOIJTL,O,O,O,O,X,X,X,O,O,X,X,X,X,O
ZSOIJLT,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSOLTIJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOLTJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSOLITJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOLIJT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZSOLJTI,O,O,O,X,X,X,X,O,X,O,X,X,X,X
ZSOLJIT,O,O,O,X,X,X,X,O,X,O,O,X,X,X
ZSOJTIL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSOJTLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSOJITL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSOJILT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSOJLTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZSOJLIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZOTILJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOTILSJ,X,X,X,X,X,X,X,O,O,X,X,O,X,X
ZOTIJLS,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOTIJSL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOTISLJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOTISJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOTLIJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTLISJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOTLJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOTLJSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTLSIJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZOTLSJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTJISL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJLIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTJLSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTJSIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJSLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSILJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOTSIJL,O,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOTSLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSLJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSJIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTSJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOITLJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOITLSJ,X,X,X,X,X,X,X,O,O,X,X,O,X,X
ZOITJLS,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOITJSL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOITSLJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOITSJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOILTJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOILTSJ,X,X,X,X,X,X,X,O,O,X,O,O,X,X
ZOILJTS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOILJST,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOILSTJ,O,X,X,X,X,X,X,O,O,X,O,O,X,X
ZOILSJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOIJTLS,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOIJTSL,X,X,O,X,X,X,X,O,O,X,X,X,X,O
ZOIJLTS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJLST,O,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOIJSTL,O,O,O,X,X,X,X,O,O,X,X,X,X,O
ZOIJSLT,O,O,O,X,X,X,X,O,X,O,X,X,X,O
ZOISTLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOISTJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOISLTJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ZOISLJT,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOISJTL,O,X,O,O,X,X,X,O,O,X,X,X,X,O
ZOISJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,O
ZOLTIJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOLTISJ,X,X,X,X,X,X,X,O,X,X,O,O,X,X
ZOLTJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLTJSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTSIJ,O,X,O,X,X,X,X,O,X,X,O,O,X,X
ZOLTSJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLITJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOLITSJ,X,X,X,X,X,X,X,O,X,X,O,O,X,X
ZOLIJTS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLIJST,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOLISTJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X
ZOLISJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOLJTIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLJTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJITS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLJIST,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOLJSTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZOLSTIJ,O,X,O,X,X,X,X,O,X,X,O,O,X,X
ZOLSTJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOLSITJ,O,X,O,X,X,X,X,O,X,X,O,O,X,X
ZOLSIJT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,O,X,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,O,X,O,O,X,X,X
ZOJTILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTISL,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJTLIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTLSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTSIL,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJTSLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJILTS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJILST,O,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOJISTL,O,O,O,X,X,X,X,O,X,X,X,X,X,O
ZOJISLT,O,O,O,X,X,X,X,O,X,O,X,X,X,O
ZOJLTIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLITS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLIST,O,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOJLSTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,X,X,X,O,X,X,X,O
ZOJSTIL,O,O,O,X,X,X,X,O,X,X,X,X,X,O
ZOJSTLI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X,O,X,X,X,X,X,O
ZOJSILT,O,O,O,X,X,X,X,O,X,O,X,X,X,O
ZOJSLTI,O,O,O,X,X,X,X,O,X,O,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X,O,X,O,X,X,X,O
ZOSTILJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOSTIJL,O,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOSTLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOSTLJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOSTJIL,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSITLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOSITJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOSILTJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ZOSILJT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOSIJTL,O,O,O,O,X,X,X,O,O,X,X,X,X,O
ZOSIJLT,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZOSLTIJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSLTJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOSLITJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSLIJT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOSLJTI,O,O,O,X,X,X,X,O,X,O,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,X,O,X,O,O,X,X,X
ZOSJTIL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZOSJTLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSJITL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZOSJILT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZOSJLTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
OTILJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTILJZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTILSJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTILSZJ,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTILZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OTILZSJ,X,X,X,X,X,O,X,O,X,X,O,O,X,X
OTIJLSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTIJLZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTIJSLZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTIJSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJZLS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTIJZSL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISLJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTISLZJ,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTISJLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISZLJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
OTISZJL,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTIZLJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OTIZLSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTIZJLS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTIZJSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
OTIZSJL,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTLIJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLIJZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLISJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTLISZJ,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTLIZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OTLIZSJ,X,X,X,X,X,O,X,O,X,X,O,O,X,X
OTLJISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLSIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTLSJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OTLZISJ,X,X,X,X,X,O,X,O,X,X,O,O,X,X
OTLZJIS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLZJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTLZSJI,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJISLZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
OTJISZL,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTJIZLS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTJIZSL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJLSZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJLZIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJSILZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
OTJSIZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTJSLIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJSLZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJSZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTJZISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTJZLSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
OTJZSIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSILJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSILZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTSIJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIZLJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSIZJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTSLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSJIZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSJLIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSZIJL,O,X,O,O,X,X,X,O,X,X,X,X,O,X
OTSZLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZLJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZJIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSZJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZILJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OTZILSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTZIJLS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZIJSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZISLJ,X,X,O,X,X,O,X,O,X,X,X,X,O,X
OTZISJL,X,X,O,O,X,X,X,O,X,X,X,X,O,X
OTZLIJS,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OTZLISJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTZLJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTZLJSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZLSIJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X
OTZLSJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZJISL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJLIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZJLSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZJSIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJSLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSILJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZSIJL,O,X,O,O,X,X,X,O,X,X,X,X,O,X
OTZSLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSLJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSJIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZSJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OITLJSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OITLSZJ,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OITLZJS,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OITLZSJ,X,X,X,X,O,O,X,O,X,X,O,O,X,X
OITJLSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJSLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJZLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJZSL,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSLJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OITSLZJ,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OITSJLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSZLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X
OITSZJL,X,X,X,X,X,X,X,O,O,X,X,X,O,X
OITZLJS,X,X,O,X,X,O,X,X,O,X,X,O,X,X
OITZLSJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X
OITZJLS,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OITZJSL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OITZSLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X
OITZSJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
OILTJSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OILTSZJ,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OILTZJS,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OILTZSJ,X,X,X,X,O,O,X,O,X,X,O,O,X,X
OILJTSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJSZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILJZTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILSTJZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OILSTZJ,O,X,X,X,O,O,X,X,X,X,O,X,O,X
OILSJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILSJZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILSZTJ,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OILSZJT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILZTJS,X,X,O,X,O,O,X,X,O,X,X,O,X,X
OILZTSJ,X,X,X,X,O,O,X,O,O,X,O,O,X,X
OILZJTS,X,X,O,X,O,O,X,X,X,X,X,O,X,X
OILZJST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILZSTJ,O,X,X,X,O,X,X,O,O,X,O,O,X,X
OILZSJT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
OIJTLSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJTSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJTZLS,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OIJTZSL,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OIJLTSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLSZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OIJLZTS,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OIJLZST,O,X,X,X,O,X,X,X,X,O,O,X,X,O
OIJSTLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJSTZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJSLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJSLZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
