sequence,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFlgBRiB2qB0?nBXrByxB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUiBxlBmqB3?sBatBlqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUiBxlBlqB3?sBatBmqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8Jei/IvhFUhBRiBFlBz?qB3sBmsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFXhB2qBRnBl?nByxB0qB,v115@GhA8IeC8CeB8BeD8BeA8CeA8Jex/IvhFVmBUiBmkBz?qB3sBatB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeFBJvhFXiB8nBxkBm?kBzqByxB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUhBRiBlnBm?qByxB/qB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhF0gB2qBRnBl?nByxBXrB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFxgBXiB8nBl?qByxBmqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFxgB/qBarB8?sBFsBmsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeUCJvhFaoBxkBXmBm?kB1xBzqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFilBRnBXmBm?nB1xB0qB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUhBZoB6sBm?qB/qBFsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFigBRiBFmB0?qB3sBmsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8Jex/IvhFVmBynBmkBf?tBzqBUsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFynBxlBftBm?qBlqBUsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JexEJvhFXmBlnBmkBa?tBzqBUsB
STZJOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOILJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STZOIJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOLIJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STZOLJI,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STZOJIL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOJLI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOILJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STOILZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STOIJLZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STOIJZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLIZJ,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STOLJIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STOLZJI,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STOJILZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STOZIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZLIJ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STOZLJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STOZJIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZJLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SITLJZO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITLJOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLZJO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SITLZOJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITLOJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLOZJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITJLZO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITJLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITJZLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITJZOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITJOZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITZLOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITZJLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITZJOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITZOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOLZJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOJZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SILTJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTZJO,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
SILTZOJ,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTOZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SILJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJOZT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
SILZTJO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SILOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X
SILOJZT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
SILOZTJ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIJTLZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJTLOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJTZLO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJTZOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZOT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJOLZT,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJOZTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIZTLOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZTJLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIZTJOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTOLJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZTOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZLTJO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZOTJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOTLZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIOTJZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOLTZJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X
SIOLJZT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
SIOLZTJ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SIOLZJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIOJTLZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLZT,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZTJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOZLTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
SLTIJOZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTIZJO,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
SLTIZOJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
SLTIOZJ,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SLTJIZO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLTJZOI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLTZIOJ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLTZJIO,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLTZJOI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTZOIJ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLTZOJI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLTOZJI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLITJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLITZJO,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
SLITZOJ,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SLITOJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLITOZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SLIJZOT,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJOZT,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
SLIZTJO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIZJOT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIZOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X
SLIOJZT,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
SLIOZTJ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLIOZJT,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SLJTIZO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTZIO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJITOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIZTO,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SLJIZOT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
SLJIOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
SLJIOZT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
SLJZTIO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZTOI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZITO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SLJZOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZOIT,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SLJOTZI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLJOITZ,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SLJOIZT,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,O,X
SLJOZTI,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJOZIT,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZTIJO,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLZTIOJ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLZTJIO,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLZTJOI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SLZTOIJ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLZTOJI,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLZITJO,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZITOJ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZIJTO,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZIJOT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZIOJT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZJTIO,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZJTOI,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZJITO,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZJIOT,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZJOTI,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZJOIT,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZOTIJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLZOTJI,X,X,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X
SLZOITJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZOIJT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZOJTI,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLZOJIT,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOTIZJ,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SLOTJIZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOTJZI,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOTZIJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLOTZJI,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLOITZJ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SLOIJTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X
SLOIJZT,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
SLOIZTJ,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SLOIZJT,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SLOJTIZ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOJTZI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOJITZ,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SLOJIZT,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,O,X
SLOJZTI,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLOJZIT,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOZTIJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SLOZTJI,X,X,O,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X
SLOZITJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLOZIJT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLOZJTI,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLOZJIT,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SJTILZO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SJTILOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SJTIZLO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SJTIZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SJTIOZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SJTLIOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SJTLZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOILZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SJTOIZL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
