sequence,v115@vhETJJ2vBRrBSxBTtB,v115@vhETJJiqBGsBTtBRwB,v115@vhHT5IfnBTjBKpBUqBFrBGtBRxB,v115@vhHT1ITfB8lB+tBipBlrB3sBRvB,v115@vhHT1IOkBfoBzkBUrBFsBSyBxuB,v115@vhHT5I8kB6oBznB2uBlqB3rBxxB,v115@vhHc/I5oBFlB6rBTnBetBTpB3qB,v115@vhH/DJZkBqpBTlBOrBlnBUsBTtB,v115@vhHzAJfnBziBKpBUqBFrBGtBRxB,v115@vhHz/I8lBzhB+tBipBlrB3sBRvB,v115@vhHfGJ0hBziBKpBFqBGsBTtBRwB,v115@vhHz/IXhB8mB+tBTpBiqBlsBRwB,v115@vhHGBJziBKpBUmB/sBFqBTtBRwB,v115@vhHz/IihBcqB3mB+tBTpBlsBRwB,v115@vhHz4IfnBziBKpBUqBFrBGtBRxB,v115@vhHz1IzfB8lB+tBipBlrB3sBRvB,v115@vhH2/IKpBfqBllBcrBTnBToBxxB,v115@vhH2/IKpBfqBllBcrBxnBTsBTtB,v115@vhHSDJTkBTlB/rBFnB8sB+tBxuB,v115@vhHSDJxkB/rBFnB8sB+tBTpBTqB,v115@vhHT6IegBKpBUmB/sBFqBTtBRwB,v115@vhHqCJTeBcqB3mB+tBTpBlsBRwB,v115@vhHT1I0fBfnB2pBFrBSxBTtBxuB,v115@vhHT5I8lBXjBStBTpB2vBlrBxxB,v115@vhHT5IcoBmkBXmBTpBFsBSyBxvB,v115@vhHT1I/kB0mBCoB2uBlqBTtBxwB,v115@vhHzAJfnBTjBKpBUqBFrBGtBRxB,v115@vhHT/I8lBzhB+tBipBlrB3sBRvB,v115@vhHfGJ0hBTjBKpBFqBGsBTtBRwB,v115@vhHT/IXhB8mB+tBTpBiqBlsBRwB,v115@vhHGBJTjBKpBUmB/sBFqBTtBRwB,v115@vhHT/IihBcqB3mB+tBTpBlsBRwB,v115@vhHT/IfnB0iBKqBTpBFrBGtBRxB,v115@vhHXAJ8lBTjB+sBipBlrBTtBRvB,v115@vhHT/IGiBKqBUnB/tBTpBFrBRxB,v115@vhHiAJTjBcpB3lB+sBlrBTtBRvB,v115@vhHOEJzhBfoBzkBUrBFsBSyBxuB,v115@vhH8EJzgB6oBznB2uBlqB3rBxxB,v115@vhHOEJfnB0iBzkBFrBSxBTtBxuB,v115@vhHXAJ8lB6oBznBTpB2vBlrBxxB,v115@vhH26ITfBKqBUnB/tBTpBFrBRxB,v115@vhHS+ITjBcpB3lB+sBlrBTtBRvB,v115@vhHT1I0fBfmBKpBFqBGsBTtBRwB,v115@vhHT5I8mBXjB+tBTpBiqBlsBRwB,v115@vhH0/IfmBziBKpBFqBGsBTtBRwB,v115@vhHz/I8mBXjB+tBTpBiqBlsBRwB,v115@vhHT+IWoBKpBUmB/sBFqBTtBRwB,v115@vhHT6IykBcqB3mB+tBTpBlsBRwB,v115@vhHcBJ5lBTkBeqBFnB6tBTrB3sB,v115@vhH/BJZnBOpBllBqsBToBUqBTrB,v115@vhHG5I/jBxkB0mBlnBTpBiqBTtB,v115@vhHi1IcfBFlBXmBxnBTpBGsBTtB,v115@vhHfDJ2kBUmBFnBStBTpBTqBRxB,v115@vhH8/ISoB2pBllB3mBTsBTtBRvB,v115@vhHT6IcoBmkBXmBTpBFsBSyBxvB,v115@vhHT+I/kB0mBCoB2uBlqBTtBxwB,v115@vhHO6IzfBKpBUmB/sBFqBTtBRwB,v115@vhH6+IziBcqB3mB+tBTpBlsBRwB,v115@vhHG5I/jBxkB0mBlnBipBzqBTtB,v115@vhHi1IcfBFlBXmBxnBTpBzrBGtB,v115@vhHz8I5jB/pBUlBFmBTnBKtBWxB,v115@vhHZ/IzbB+pBTlBlmB3nBctByvB,v115@vhHT5IfjB5oBikBUmBFnBGqBzsB,v115@vhHT1I8fBZkBllB3mBGoBzpBisB,v115@vhHcFJThBTkBesBqsB/tBFrBxuB,v115@vhHTBJ/nBcpBeqBqqBToBlrBxxB,v115@vhHcFJThBTkBmnBFrBXsBSyBxuB,v115@vhHTBJ/nBClBToB2uB0qBlrBxxB,v115@vhH8/IZkBllBasBGoBzpBXrBzsB,v115@vhHfDJ5oBikBuqBFnBzpB0rBzsB,v115@vhHWDJ/pBRlBFnB6tBTqB0rBzsB,v115@vhHy/IOpBllBRnBctBzpBXrBTsB
ZILOSTJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
ZILOSJT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,O
ZIJTLSO,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZIJTLOS,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O
ZIJTSLO,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZIJTSOL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZIJTOLS,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O
ZIJTOSL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O
ZIJLTSO,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X
ZIJLTOS,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,O
ZIJLSTO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X
ZIJLSOT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O
ZIJLOTS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X,O
ZIJLOST,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O
ZIJSTLO,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZIJSTOL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZIJSLTO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZIJSLOT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X,O,X,X,O,X,X,O,X,O,O,O,X,O
ZIJSOTL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIJSOLT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,X,O,X,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O,O,O,X,O
ZIJOTLS,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIJOTSL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIJOLTS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X,O
ZIJOLST,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,O,O,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O
ZIJOSTL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIJOSLT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O,O,O,X,O
ZISTLJO,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISTLOJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZISTJLO,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZISTJOL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZISTOLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZISTOJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZISLTJO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZISLTOJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZISLJTO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,O,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZISLJOT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O,X,O,X,O,O,O,O,X
ZISLOTJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
ZISLOJT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
ZISJTLO,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZISJTOL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZISJLTO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZISJLOT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,O,X,X,O,X,O,O,O,X,O
ZISJOTL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O
ZISJOLT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X,O,O,O,O,O
ZISOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZISOTJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZISOLTJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
ZISOLJT,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
ZISOJTL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O
ZISOJLT,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,O,O,O
ZIOTLJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOTLSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOTJLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZIOTJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZIOTSLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZIOTSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZIOLTJS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOLTSJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZIOLJTS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O
ZIOLJST,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,O
ZIOLSTJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
ZIOLSJT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,O
ZIOJTLS,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIOJTSL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIOJLTS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X,O
ZIOJLST,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,O
ZIOJSTL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIOJSLT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,O,X,X,O,X,O,O,O,X,O
ZIOSTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZIOSTJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZIOSLTJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
ZIOSLJT,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,O
ZIOSJTL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
ZIOSJLT,X,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,O,X,O,O,O,O,O
ZLTIJSO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTIJOS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLTISJO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
