sequence,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBTjBG?lBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhB9nB6?oBetBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB3iB9oBG?lBUqBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhBGjB6?sBNtBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je2EJvhFRhB9nBTjBS?qBXtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhF/lBRhBGjB6?sBNtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeRBJvhF9nBTjB0kB6?qBXtBmpB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeyEJvhFRhB9nBTjB+?qB0kBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBGlBT?oBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFalBRhB9oB+?qB0nBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhFRhB3iBGqBC?tBNqBctB
SIOLTJZ,O,O,O,O,O,X,O,O,X,X,X
SIOLTZJ,O,O,O,O,O,X,O,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,O,X,X,X
SIOLJZT,X,X,X,O,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,O,X,X,X,X
SIOLZJT,X,X,X,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,O,O,X,X,O,X,X,X
SIOJTZL,X,O,X,O,X,X,X,O,X,X,X
SIOJLTZ,X,O,X,O,O,X,X,O,X,X,X
SIOJLZT,X,O,X,O,X,X,X,X,X,X,X
SIOJZTL,X,O,X,O,X,X,X,X,X,X,X
SIOJZLT,X,O,X,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,O,X,X,X,X
SIOZTJL,O,O,O,O,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,X,O,X,X,X,X
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,O,X,O,O,X,X,X
SLTIJOZ,O,O,X,O,O,X,O,O,X,X,X
SLTIZJO,O,O,O,O,O,X,O,X,X,X,X
SLTIZOJ,O,X,O,O,O,X,O,X,X,X,X
SLTIOJZ,O,X,X,O,O,X,O,O,X,X,X
SLTIOZJ,O,X,O,O,O,X,O,X,X,X,X
SLTJIZO,X,O,O,O,O,X,O,O,X,O,X
SLTJIOZ,O,O,X,O,O,X,O,O,X,O,X
SLTJZIO,X,O,X,O,O,O,O,O,X,O,X
SLTJZOI,X,O,X,O,O,O,O,O,X,O,X
SLTJOIZ,O,O,X,O,O,X,O,O,X,O,X
SLTJOZI,X,O,X,O,O,O,O,O,X,O,X
SLTZIJO,O,O,O,O,O,O,O,X,X,X,X
SLTZIOJ,O,X,O,O,O,O,O,X,X,X,X
SLTZJIO,O,O,X,O,O,O,O,O,X,O,X
SLTZJOI,O,O,X,O,O,O,O,O,X,O,X
SLTZOIJ,O,X,X,O,O,O,O,X,X,X,X
SLTZOJI,O,X,X,O,O,O,O,O,X,X,X
SLTOIJZ,O,O,X,O,O,X,O,O,X,X,X
SLTOIZJ,O,O,O,O,O,X,O,X,X,X,X
SLTOJIZ,O,O,X,O,O,X,O,O,X,X,X
SLTOJZI,X,O,X,O,O,O,O,O,X,X,X
SLTOZIJ,O,O,X,O,O,O,O,X,X,X,X
SLTOZJI,O,O,X,O,O,O,O,O,X,X,X
SLITJZO,X,O,O,O,O,X,O,O,X,X,X
SLITJOZ,O,O,X,O,O,X,O,O,X,X,X
SLITZJO,O,O,O,O,O,X,O,X,X,X,X
SLITZOJ,O,X,O,O,O,X,O,X,X,X,X
SLITOJZ,O,X,X,O,O,X,O,O,X,X,X
SLITOZJ,O,X,O,O,O,X,O,X,X,X,X
SLIJTZO,X,X,X,O,O,X,O,O,X,X,O
SLIJTOZ,O,X,X,O,O,X,O,O,X,X,O
SLIJZTO,X,X,X,O,O,X,O,O,X,X,O
SLIJZOT,X,X,X,X,X,X,X,X,X,X,O
SLIJOTZ,X,X,X,X,O,X,X,O,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,O,X,O,X,X,X,X
SLIZTOJ,O,X,X,O,O,X,O,X,X,X,X
SLIZJTO,O,X,X,O,O,X,O,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,O,X,X,X,X
SLIZOJT,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,O,O,O,X,O,O,X,X,X
SLIOTZJ,O,X,O,O,O,X,O,X,X,X,X
SLIOJTZ,X,X,X,O,O,X,X,O,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,O,X,X,O,X,X,X,X
SLIOZJT,X,X,X,O,X,X,X,X,X,X,X
SLJTIZO,X,O,X,O,O,X,O,O,X,O,O
SLJTIOZ,O,O,X,O,O,X,O,O,X,O,O
SLJTZIO,X,O,X,O,O,X,O,O,X,O,O
SLJTZOI,X,O,X,O,O,X,O,O,X,O,O
SLJTOIZ,O,O,X,O,O,X,O,O,X,O,O
SLJTOZI,X,O,X,O,O,X,O,O,X,O,O
SLJITZO,X,O,X,O,O,X,O,O,X,O,O
SLJITOZ,O,O,X,O,O,X,O,O,X,O,O
SLJIZTO,X,O,X,O,O,X,O,O,X,O,O
SLJIZOT,X,X,X,X,X,X,X,X,X,O,O
SLJIOTZ,X,O,X,X,O,X,X,O,X,O,X
SLJIOZT,X,O,X,X,X,X,X,X,X,O,X
SLJZTIO,X,O,X,O,O,X,O,O,X,O,O
SLJZTOI,X,O,X,O,O,X,O,O,X,O,O
SLJZITO,X,O,X,O,O,X,O,O,X,O,O
SLJZIOT,X,X,X,X,X,X,X,X,X,O,O
SLJZOTI,X,O,X,X,O,X,O,O,X,O,O
SLJZOIT,X,O,X,X,X,X,X,X,X,O,O
SLJOTIZ,O,O,X,O,O,X,O,O,X,O,O
SLJOTZI,X,O,X,O,O,X,O,O,X,O,O
SLJOITZ,X,O,X,O,O,X,X,O,X,O,X
SLJOIZT,X,O,X,O,X,X,X,X,X,O,X
SLJOZTI,X,O,X,O,O,X,O,O,X,O,O
SLJOZIT,X,O,X,O,X,X,X,X,X,O,O
SLZTIJO,O,O,X,O,O,O,O,X,X,X,X
SLZTIOJ,O,X,X,O,O,O,O,X,X,X,X
SLZTJIO,O,O,X,O,O,O,O,O,X,O,X
SLZTJOI,O,O,X,O,O,O,O,O,X,O,X
SLZTOIJ,O,X,X,O,O,O,O,X,X,X,X
SLZTOJI,O,X,X,O,O,O,O,O,X,X,X
SLZITJO,O,O,X,O,O,O,O,X,X,X,X
SLZITOJ,O,X,X,O,O,O,O,X,X,X,X
SLZIJTO,O,X,X,O,O,O,O,X,X,X,X
SLZIJOT,O,X,X,X,X,O,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,O,O,X,X,X,X
SLZIOJT,O,X,X,X,X,O,X,X,X,X,X
SLZJTIO,O,O,X,O,O,O,O,O,X,O,X
SLZJTOI,O,O,X,O,O,O,O,O,X,O,X
SLZJITO,O,O,X,O,O,O,O,O,X,O,X
SLZJIOT,O,X,X,X,X,O,X,X,X,O,X
SLZJOTI,O,O,X,X,O,O,O,O,X,O,X
SLZJOIT,O,X,X,X,X,O,X,X,X,O,X
SLZOTIJ,O,X,X,O,O,O,O,X,X,X,X
SLZOTJI,O,X,X,O,O,O,O,O,X,X,X
SLZOITJ,O,X,X,O,X,O,O,X,X,X,X
SLZOIJT,O,X,X,O,X,O,X,X,X,X,X
SLZOJTI,O,X,X,O,O,O,O,O,X,X,X
SLZOJIT,O,X,X,O,X,O,X,X,X,X,X
SLOTIJZ,O,O,O,O,O,X,O,O,X,X,X
SLOTIZJ,O,O,O,O,O,X,O,X,X,X,X
SLOTJIZ,O,O,O,O,O,X,O,O,X,X,X
SLOTJZI,X,O,X,O,O,O,O,O,X,X,X
SLOTZIJ,O,O,O,O,O,O,O,X,X,X,X
SLOTZJI,O,O,X,O,O,O,O,O,X,X,X
SLOITJZ,O,O,O,O,O,X,O,O,X,X,X
SLOITZJ,O,O,O,O,O,X,O,X,X,X,X
SLOIJTZ,X,X,X,O,O,X,X,O,X,X,X
SLOIJZT,X,X,X,O,X,X,X,X,X,X,X
SLOIZTJ,X,O,X,O,X,X,O,X,X,X,X
SLOIZJT,X,X,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,O,O,X,O,O,X,X,O
SLOJTZI,X,O,X,O,O,X,O,O,X,X,O
SLOJITZ,X,O,X,O,O,X,X,O,X,X,X
SLOJIZT,X,O,X,O,X,X,X,X,X,X,X
SLOJZTI,X,O,X,O,O,X,O,O,X,X,O
SLOJZIT,X,O,X,O,X,X,X,X,X,X,O
SLOZTIJ,O,O,X,O,O,O,O,X,X,X,X
SLOZTJI,O,O,X,O,O,O,O,O,X,X,X
SLOZITJ,O,O,X,O,X,O,O,X,X,X,X
SLOZIJT,O,X,X,O,X,O,X,X,X,X,X
SLOZJTI,O,O,X,O,O,O,O,O,X,X,X
SLOZJIT,O,O,X,O,X,O,X,X,X,X,X
SJTILZO,X,O,X,O,O,X,O,O,X,O,X
SJTILOZ,O,O,X,X,O,X,O,O,X,O,X
SJTIZLO,O,O,X,O,X,X,X,O,X,O,X
SJTIZOL,O,O,X,O,X,X,X,O,X,O,X
SJTIOLZ,O,O,X,O,O,X,O,O,X,O,X
SJTIOZL,O,O,X,O,X,X,X,O,X,O,X
SJTLIZO,X,O,X,O,O,X,O,O,X,O,X
SJTLIOZ,O,O,X,O,O,X,O,O,X,O,X
SJTLZIO,X,O,X,O,O,X,O,O,X,O,X
SJTLZOI,X,O,X,O,O,X,O,O,X,O,X
SJTLOIZ,O,O,X,O,O,X,O,O,X,O,X
SJTLOZI,X,O,X,O,O,X,O,O,X,O,X
SJTZILO,O,O,X,O,X,X,X,O,X,O,X
SJTZIOL,O,O,X,O,X,X,X,O,X,O,X
SJTZLIO,O,O,X,O,O,X,O,O,X,O,X
SJTZLOI,O,O,X,O,O,X,O,O,X,O,X
SJTZOIL,O,O,X,O,X,X,X,O,X,O,X
SJTZOLI,O,O,X,O,O,X,O,O,X,O,X
SJTOILZ,O,O,X,O,O,X,O,O,X,O,X
SJTOIZL,O,O,X,O,X,X,X,O,X,O,X
SJTOLIZ,O,O,X,O,O,X,O,O,X,O,X
SJTOLZI,X,O,X,O,O,X,O,O,X,O,X
SJTOZIL,O,O,X,O,X,X,X,O,X,O,X
SJTOZLI,O,O,X,O,O,X,O,O,X,O,X
SJITLZO,X,O,X,O,O,X,O,O,X,O,X
SJITLOZ,O,O,X,X,O,X,O,O,X,O,X
SJITZLO,O,O,X,O,X,X,X,O,X,O,X
SJITZOL,O,O,X,O,X,X,X,O,X,O,X
SJITOLZ,O,O,X,X,O,X,O,O,X,O,X
SJITOZL,O,O,X,O,X,X,X,O,X,O,X
SJILTZO,X,O,X,O,O,X,O,O,X,O,O
SJILTOZ,O,O,X,O,O,X,O,O,X,O,O
SJILZTO,X,O,X,O,O,X,O,O,X,O,O
SJILZOT,X,X,X,X,X,X,X,X,X,O,O
SJILOTZ,X,O,X,X,O,X,X,O,X,O,X
SJILOZT,X,O,X,X,X,X,X,X,X,O,X
SJIZTLO,O,O,X,O,X,X,X,O,X,O,X
SJIZTOL,O,O,X,O,X,X,X,O,X,O,X
SJIZLTO,O,O,X,O,X,X,X,O,X,O,X
SJIZLOT,O,X,X,X,X,X,X,X,X,O,X
SJIZOTL,O,X,X,X,X,X,X,X,X,O,X
SJIZOLT,O,X,X,X,X,X,X,X,X,O,X
SJIOTLZ,X,O,X,X,O,X,X,O,X,O,X
SJIOTZL,X,O,X,X,X,X,X,O,X,O,X
SJIOLTZ,X,O,X,X,O,X,X,O,X,O,X
SJIOLZT,X,O,X,X,X,X,X,X,X,O,X
SJIOZTL,X,O,X,X,X,X,X,X,X,O,X
SJIOZLT,X,O,X,X,X,X,X,X,X,O,X
SJLTIZO,X,O,X,O,O,X,O,O,X,O,O
SJLTIOZ,O,O,X,O,O,X,O,O,X,O,O
SJLTZIO,X,O,X,O,O,X,O,O,X,O,O
SJLTZOI,X,O,X,O,O,X,O,O,X,O,O
SJLTOIZ,O,O,X,O,O,X,O,O,X,O,O
SJLTOZI,X,O,X,O,O,X,O,O,X,O,O
SJLITZO,X,O,X,O,O,X,O,O,X,O,O
SJLITOZ,O,O,X,O,O,X,O,O,X,O,O
SJLIZTO,X,O,X,O,O,X,O,O,X,O,O
SJLIZOT,X,X,X,X,X,X,X,X,X,O,O
SJLIOTZ,X,O,X,X,O,X,X,O,X,O,X
SJLIOZT,X,O,X,X,X,X,X,X,X,O,X
SJLZTIO,X,O,X,O,O,X,O,O,X,O,O
SJLZTOI,X,O,X,O,O,X,O,O,X,O,O
SJLZITO,X,O,X,O,O,X,O,O,X,O,O
SJLZIOT,X,X,X,X,X,X,X,X,X,O,O
SJLZOTI,X,O,X,X,O,X,O,O,X,O,O
SJLZOIT,X,O,X,X,X,X,X,X,X,O,O
SJLOTIZ,O,O,X,O,O,X,O,O,X,O,O
SJLOTZI,X,O,X,O,O,X,O,O,X,O,O
SJLOITZ,X,O,X,O,O,X,X,O,X,O,X
SJLOIZT,X,O,X,O,X,X,X,X,X,O,X
SJLOZTI,X,O,X,O,O,X,O,O,X,O,O
SJLOZIT,X,O,X,O,X,X,X,X,X,O,O
SJZTILO,O,O,X,O,X,X,X,O,X,O,X
SJZTIOL,O,O,X,O,X,X,X,O,X,O,X
SJZTLIO,O,O,X,O,O,X,O,O,X,O,X
SJZTLOI,O,O,X,O,O,X,O,O,X,O,X
SJZTOIL,O,O,X,O,X,X,X,O,X,O,X
SJZTOLI,O,O,X,X,O,X,O,O,X,O,X
SJZITLO,O,O,X,O,X,X,X,O,X,O,X
SJZITOL,O,O,X,O,X,X,X,O,X,O,X
SJZILTO,O,O,X,O,X,X,X,O,X,O,X
SJZILOT,O,X,X,X,X,X,X,X,X,O,X
SJZIOTL,O,X,X,X,X,X,X,X,X,O,X
SJZIOLT,O,X,X,X,X,X,X,X,X,O,X
SJZLTIO,O,O,X,O,O,X,O,O,X,O,X
SJZLTOI,O,O,X,O,O,X,O,O,X,O,X
SJZLITO,O,O,X,O,O,X,O,O,X,O,X
SJZLIOT,O,X,X,X,X,X,X,X,X,O,X
SJZLOTI,O,O,X,X,O,X,O,O,X,O,X
SJZLOIT,O,O,X,X,X,X,X,X,X,O,X
SJZOTIL,O,O,X,X,X,X,X,O,X,O,X
SJZOTLI,O,O,X,X,O,X,O,O,X,O,X
SJZOITL,O,O,X,X,X,X,X,X,X,O,X
SJZOILT,O,O,X,X,X,X,X,X,X,O,X
SJZOLTI,O,O,X,X,O,X,O,O,X,O,X
SJZOLIT,O,O,X,X,X,X,X,X,X,O,X
SJOTILZ,O,O,X,O,O,X,O,O,X,O,X
SJOTIZL,O,O,X,O,X,X,X,O,X,O,X
SJOTLIZ,O,O,X,O,O,X,O,O,X,O,X
SJOTLZI,X,O,X,O,O,X,O,O,X,O,X
SJOTZIL,O,O,X,O,X,X,X,O,X,O,X
SJOTZLI,O,O,X,O,O,X,O,O,X,O,X
SJOITLZ,X,O,X,O,O,X,X,O,X,O,X
SJOITZL,X,O,X,O,X,X,X,O,X,O,X
SJOILTZ,X,O,X,O,O,X,X,O,X,O,X
SJOILZT,X,O,X,O,X,X,X,X,X,O,X
SJOIZTL,X,O,X,O,X,X,X,X,X,O,X
SJOIZLT,X,O,X,O,X,X,X,X,X,O,X
SJOLTIZ,O,O,X,O,O,X,O,O,X,O,O
SJOLTZI,X,O,X,O,O,X,O,O,X,O,O
SJOLITZ,X,O,X,O,O,X,X,O,X,O,X
SJOLIZT,X,O,X,O,X,X,X,X,X,O,X
SJOLZTI,X,O,X,O,O,X,O,O,X,O,O
SJOLZIT,X,O,X,O,X,X,X,X,X,O,O
SJOZTIL,O,O,X,O,X,X,X,O,X,O,X
SJOZTLI,O,O,X,O,O,X,O,O,X,O,X
SJOZITL,O,O,X,O,X,X,X,X,X,O,X
SJOZILT,O,O,X,O,X,X,X,X,X,O,X
SJOZLTI,O,O,X,O,O,X,O,O,X,O,X
SJOZLIT,O,O,X,O,X,X,X,X,X,O,X
SZTILJO,O,O,O,O,O,O,O,X,X,X,X
SZTILOJ,O,X,O,O,O,O,O,X,X,X,X
SZTIJLO,O,O,O,O,X,O,X,O,O,O,X
SZTIJOL,O,O,O,O,X,O,X,O,O,O,X
SZTIOLJ,O,X,O,X,O,O,O,X,X,X,X
SZTIOJL,O,O,O,O,X,O,X,O,O,X,X
SZTLIJO,O,O,O,O,O,O,O,X,X,X,X
SZTLIOJ,O,X,O,O,O,O,O,X,X,X,X
SZTLJIO,O,O,O,O,O,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,O,O,O,O,O,X
SZTLOIJ,O,X,O,O,O,O,O,X,X,X,X
SZTLOJI,O,X,O,O,O,O,O,O,O,X,X
SZTJILO,O,O,O,O,X,O,X,O,O,O,X
SZTJIOL,O,O,O,O,X,O,X,O,O,O,X
SZTJLIO,O,O,O,O,O,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,O,O,O,O,O,X
SZTJOIL,O,O,O,O,X,O,X,O,O,O,X
SZTJOLI,O,O,O,O,O,O,O,O,O,O,X
SZTOILJ,O,O,O,O,O,O,O,X,X,X,X
SZTOIJL,O,O,O,O,X,O,X,O,O,X,X
SZTOLIJ,O,O,O,O,O,O,O,X,X,X,X
SZTOLJI,O,O,O,O,O,O,O,O,O,X,X
SZTOJIL,O,O,O,O,X,O,X,O,O,O,X
SZTOJLI,O,O,O,O,O,O,O,O,O,O,X
SZITLJO,O,O,O,O,O,O,O,X,X,X,X
SZITLOJ,O,X,O,O,O,O,O,X,X,X,X
SZITJLO,O,O,O,O,X,O,X,O,O,O,X
SZITJOL,O,O,O,O,X,O,X,O,O,O,X
SZITOLJ,O,X,O,X,O,O,O,X,X,X,X
SZITOJL,O,O,O,O,X,O,X,O,O,X,X
SZILTJO,O,O,O,O,O,O,O,X,X,X,X
SZILTOJ,O,X,O,O,O,O,O,X,X,X,X
SZILJTO,O,X,X,O,O,O,O,X,X,X,X
SZILJOT,O,X,X,X,X,O,X,X,X,X,X
SZILOTJ,O,X,O,O,X,O,O,X,X,X,X
SZILOJT,O,X,X,X,X,O,X,X,X,X,X
SZIJTLO,O,O,O,O,X,O,X,O,O,O,X
SZIJTOL,O,O,O,O,X,O,X,O,O,O,X
SZIJLTO,O,O,O,O,X,O,X,O,O,O,X
SZIJLOT,O,X,O,X,X,O,X,X,X,O,X
SZIJOTL,O,X,O,X,X,O,X,X,X,O,X
SZIJOLT,O,X,O,X,X,O,X,X,X,O,X
SZIOTLJ,O,X,O,X,X,O,O,X,X,X,X
SZIOTJL,O,O,O,O,X,O,X,X,X,X,X
SZIOLTJ,O,X,O,O,X,O,O,X,X,X,X
SZIOLJT,O,X,X,X,X,O,X,X,X,X,X
SZIOJTL,O,X,O,X,X,O,X,X,X,X,X
SZIOJLT,O,X,O,X,X,O,X,X,X,X,X
SZLTIJO,O,O,O,O,O,O,O,X,X,X,X
SZLTIOJ,O,X,O,O,O,O,O,X,X,X,X
SZLTJIO,O,O,O,O,O,O,O,O,O,O,X
SZLTJOI,O,O,O,O,O,O,O,O,O,O,X
SZLTOIJ,O,X,O,O,O,O,O,X,X,X,X
SZLTOJI,O,X,O,O,O,O,O,O,O,X,X
SZLITJO,O,O,O,O,O,O,O,X,X,X,X
SZLITOJ,O,X,O,O,O,O,O,X,X,X,X
SZLIJTO,O,X,X,O,O,O,O,X,X,X,X
SZLIJOT,O,X,X,X,X,O,X,X,X,X,X
SZLIOTJ,O,X,O,O,X,O,O,X,X,X,X
SZLIOJT,O,X,X,X,X,O,X,X,X,X,X
SZLJTIO,O,O,O,O,O,O,O,O,O,O,X
SZLJTOI,O,O,O,O,O,O,O,O,O,O,X
SZLJITO,O,O,O,O,O,O,O,O,O,O,X
SZLJIOT,O,X,O,X,X,O,X,X,X,O,X
SZLJOTI,O,O,O,X,O,O,O,O,O,O,X
SZLJOIT,O,X,O,X,X,O,X,X,X,O,X
SZLOTIJ,O,X,O,O,O,O,O,X,X,X,X
SZLOTJI,O,X,O,O,O,O,O,O,O,X,X
SZLOITJ,O,X,O,O,X,O,O,X,X,X,X
SZLOIJT,O,X,X,O,X,O,X,X,X,X,X
SZLOJTI,O,X,O,O,O,O,O,O,O,X,X
SZLOJIT,O,X,O,O,X,O,X,X,X,X,X
SZJTILO,O,O,O,O,X,O,X,O,O,O,X
SZJTIOL,O,O,O,O,X,O,X,O,O,O,X
SZJTLIO,O,O,O,O,O,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,O,O,O,O,O,X
SZJTOIL,O,O,O,O,X,O,X,O,O,O,X
SZJTOLI,O,O,O,X,O,O,O,O,O,O,X
SZJITLO,O,O,O,O,X,O,X,O,O,O,X
SZJITOL,O,O,O,O,X,O,X,O,O,O,X
SZJILTO,O,O,O,O,X,O,X,O,O,O,X
SZJILOT,O,X,O,X,X,O,X,X,X,O,X
SZJIOTL,O,X,O,X,X,O,X,X,X,O,X
SZJIOLT,O,X,O,X,X,O,X,X,X,O,X
SZJLTIO,O,O,O,O,O,O,O,O,O,O,X
SZJLTOI,O,O,O,O,O,O,O,O,O,O,X
SZJLITO,O,O,O,O,O,O,O,O,O,O,X
SZJLIOT,O,X,O,X,X,O,X,X,X,O,X
SZJLOTI,O,O,O,X,O,O,O,O,O,O,X
SZJLOIT,O,O,O,X,X,O,X,X,X,O,X
SZJOTIL,O,O,O,X,X,O,X,O,O,O,X
SZJOTLI,O,O,O,X,O,O,O,O,O,O,X
SZJOITL,O,O,O,X,X,O,X,X,X,O,X
SZJOILT,O,O,O,X,X,O,X,X,X,O,X
SZJOLTI,O,O,O,X,O,O,O,O,O,O,X
SZJOLIT,O,O,O,X,X,O,X,X,X,O,X
SZOTILJ,O,O,O,O,O,O,O,X,X,X,X
SZOTIJL,O,O,O,O,X,O,X,O,O,X,X
SZOTLIJ,O,O,O,O,O,O,O,X,X,X,X
SZOTLJI,O,O,O,O,O,O,O,O,O,X,X
SZOTJIL,O,O,O,O,X,O,X,O,O,O,X
SZOTJLI,O,O,O,O,O,O,O,O,O,O,X
SZOITLJ,O,O,O,O,X,O,O,X,X,X,X
SZOITJL,O,O,O,O,X,O,X,X,X,X,X
SZOILTJ,O,O,O,O,X,O,O,X,X,X,X
SZOILJT,O,X,X,O,X,O,X,X,X,X,X
SZOIJTL,O,O,O,O,X,O,X,X,X,X,X
SZOIJLT,O,O,O,O,X,O,X,X,X,X,X
SZOLTIJ,O,O,O,O,O,O,O,X,X,X,X
SZOLTJI,O,O,O,O,O,O,O,O,O,X,X
SZOLITJ,O,O,O,O,X,O,O,X,X,X,X
SZOLIJT,O,X,X,O,X,O,X,X,X,X,X
SZOLJTI,O,O,O,O,O,O,O,O,O,X,X
SZOLJIT,O,O,O,O,X,O,X,X,X,X,X
SZOJTIL,O,O,O,O,X,O,X,O,O,O,X
SZOJTLI,O,O,O,O,O,O,O,O,O,O,X
SZOJITL,O,O,O,O,X,O,X,X,X,O,X
SZOJILT,O,O,O,O,X,O,X,X,X,O,X
SZOJLTI,O,O,O,O,O,O,O,O,O,O,X
SZOJLIT,O,O,O,O,X,O,X,X,X,O,X
SOTILJZ,O,O,O,O,O,X,O,O,X,X,X
SOTILZJ,O,O,O,O,O,X,O,X,X,X,X
SOTIJLZ,O,O,O,O,O,X,O,O,X,X,X
SOTIJZL,O,O,O,O,X,X,X,O,X,X,X
SOTIZLJ,O,O,O,O,O,X,O,X,X,X,X
SOTIZJL,O,O,O,O,X,X,X,O,O,X,X
SOTLIJZ,O,O,O,O,O,X,O,O,X,X,X
SOTLIZJ,O,O,O,O,O,X,O,X,X,X,X
SOTLJIZ,O,O,O,O,O,X,O,O,X,X,X
SOTLJZI,X,O,X,O,O,O,O,O,X,X,X
SOTLZIJ,O,O,O,O,O,O,O,X,X,X,X
SOTLZJI,O,O,O,O,O,O,O,O,X,X,X
SOTJILZ,O,O,O,O,O,X,O,O,X,O,X
SOTJIZL,O,O,O,O,X,X,X,O,X,O,X
SOTJLIZ,O,O,O,O,O,X,O,O,X,O,X
SOTJLZI,X,O,X,O,O,X,O,O,X,O,X
SOTJZIL,O,O,O,O,X,O,X,O,X,O,X
SOTJZLI,O,O,O,O,O,O,O,O,X,O,X
SOTZILJ,O,O,O,O,O,O,O,X,X,X,X
SOTZIJL,O,O,O,O,X,O,X,O,O,X,X
SOTZLIJ,O,O,O,O,O,O,O,X,X,X,X
SOTZLJI,O,O,O,O,O,O,O,O,O,X,X
SOTZJIL,O,O,O,O,X,O,X,O,O,O,X
SOTZJLI,O,O,O,O,O,O,O,O,O,O,X
SOITLJZ,O,O,O,O,O,X,O,O,X,X,X
SOITLZJ,O,O,O,O,O,X,O,X,X,X,X
SOITJLZ,O,O,O,O,O,X,O,O,X,X,X
SOITJZL,O,O,O,O,X,X,X,O,X,X,X
SOITZLJ,O,O,O,O,O,X,O,X,X,X,X
SOITZJL,O,O,O,O,X,X,X,O,X,X,X
SOILTJZ,O,O,O,O,O,X,O,O,X,X,X
SOILTZJ,O,O,O,O,O,X,O,X,X,X,X
SOILJTZ,X,X,X,O,O,X,X,O,X,X,X
SOILJZT,X,X,X,O,X,X,X,X,X,X,X
SOILZTJ,X,O,X,O,X,X,O,X,X,X,X
SOILZJT,X,X,X,O,X,X,X,X,X,X,X
SOIJTLZ,X,O,X,O,O,X,X,O,X,X,X
SOIJTZL,X,O,X,O,X,X,X,O,X,X,X
SOIJLTZ,X,O,X,O,O,X,X,O,X,X,X
SOIJLZT,X,O,X,O,X,X,X,X,X,X,X
SOIJZTL,X,O,X,O,X,X,X,X,X,X,X
SOIJZLT,X,O,X,O,X,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,X,X,O,X,X,X,X
SOIZTJL,O,O,O,O,X,X,X,X,X,X,X
SOIZLTJ,O,O,O,O,X,X,O,X,X,X,X
SOIZLJT,O,X,X,O,X,X,X,X,X,X,X
SOIZJTL,O,O,O,O,X,X,X,X,X,X,X
SOIZJLT,O,O,O,O,X,X,X,X,X,X,X
SOLTIJZ,O,O,O,O,O,X,O,O,X,X,X
SOLTIZJ,O,O,O,O,O,X,O,X,X,X,X
SOLTJIZ,O,O,O,O,O,X,O,O,X,X,X
SOLTJZI,X,O,X,O,O,O,O,O,X,X,X
SOLTZIJ,O,O,O,O,O,O,O,X,X,X,X
SOLTZJI,O,O,X,O,O,O,O,O,X,X,X
SOLITJZ,O,O,O,O,O,X,O,O,X,X,X
SOLITZJ,O,O,O,O,O,X,O,X,X,X,X
SOLIJTZ,X,X,X,O,O,X,X,O,X,X,X
SOLIJZT,X,X,X,O,X,X,X,X,X,X,X
SOLIZTJ,X,O,X,O,X,X,O,X,X,X,X
SOLIZJT,X,X,X,O,X,X,X,X,X,X,X
SOLJTIZ,O,O,X,O,O,X,O,O,X,X,O
SOLJTZI,X,O,X,O,O,X,O,O,X,X,O
SOLJITZ,X,O,X,O,O,X,X,O,X,X,X
SOLJIZT,X,O,X,O,X,X,X,X,X,X,X
SOLJZTI,X,O,X,O,O,X,O,O,X,X,O
SOLJZIT,X,O,X,O,X,X,X,X,X,X,O
SOLZTIJ,O,O,X,O,O,O,O,X,X,X,X
