sequence,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFXhBliBzkBU?nBGlByvB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFUgBFhBfqBG?nBinBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFzfBFhBfrBG?nBinBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFqkBTgBliBU?nB3qBOrB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiBOpBKqBf?rBTsBlpB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFVmBanBunBz?kBfrBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Jex/IvhFXhBliBUnBm?pBzqBipB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je3CJvhFOpBxlBlkBU?nBiqBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeRCJvhF3kBFmBTnB0?qBOpBiqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiB1pBfrBT?nBOpBKqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je2EJvhFVmBRiBTnBf?rBipBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUCJvhFOpBxlBlkB3?nBiqBzqB
STIZJLO,X,O,O,O,X,X,X,X,X,X,X,X
STIZJOL,X,O,O,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,O,X,X,X,X,X,O,X,X
STIZOJL,X,O,O,X,X,X,X,X,X,O,X,X
STIOLJZ,X,O,X,X,X,O,X,X,X,O,X,X
STIOLZJ,X,O,X,X,X,X,X,X,X,O,X,X
STIOJLZ,X,O,X,X,X,O,X,X,X,O,X,X
STIOJZL,X,O,O,X,X,X,X,X,X,O,X,X
STIOZLJ,X,O,O,X,X,X,X,X,X,O,X,X
STIOZJL,X,O,O,X,X,X,X,X,X,O,X,X
STLIJZO,X,X,O,X,X,X,X,O,X,X,X,X
STLIJOZ,X,X,X,X,X,O,X,O,X,X,X,X
STLIZJO,X,X,O,O,X,X,X,X,X,X,X,X
STLIZOJ,X,X,O,O,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,X,O,X,X,X,X,X,X
STLIOZJ,X,X,X,O,X,X,X,X,X,X,X,X
STLJIZO,X,X,O,X,X,X,X,O,X,X,X,X
STLJIOZ,X,X,X,X,X,O,X,O,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,O,O,X,X,X,X,O,X
STLJOZI,X,X,X,X,O,X,X,X,X,X,O,X
STLZIJO,X,X,X,O,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,O,X,X,X,X,X,X,X,X
STLZJIO,X,X,X,O,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,O,O,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,O,X,X,X,X,O,X,X
STLZOJI,X,X,X,O,O,X,X,X,X,O,X,X
STLOIJZ,X,X,X,X,O,O,X,X,X,O,O,X
STLOIZJ,X,X,X,O,O,X,X,X,X,O,X,X
STLOJIZ,X,X,X,X,O,O,X,X,X,O,O,X
STLOJZI,X,X,X,X,O,X,X,X,X,O,O,X
STLOZIJ,X,X,X,O,O,X,X,X,X,O,X,X
STLOZJI,X,X,X,O,O,X,X,X,X,O,X,X
STJILZO,X,O,O,X,X,X,X,O,X,X,X,X
STJILOZ,X,X,X,X,X,O,X,O,X,X,X,X
STJIZLO,X,O,O,X,X,X,X,O,X,X,X,X
STJIZOL,X,O,O,X,X,X,X,O,X,X,X,X
STJIOLZ,X,O,X,X,X,O,X,O,X,X,X,X
STJIOZL,X,O,O,X,X,X,X,O,X,X,X,X
STJLIZO,X,O,O,X,X,X,X,O,X,X,X,X
STJLIOZ,X,X,X,X,X,O,X,O,X,X,X,X
STJLZIO,X,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,O,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,X,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,X,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,O,X,X,X,X,X,X,X,O,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,O,X,X
STJOILZ,X,O,X,X,X,O,O,X,X,O,X,X
STJOIZL,X,O,O,X,X,X,O,X,X,O,X,X
STJOLIZ,X,O,X,X,X,O,O,X,X,O,X,X
STJOLZI,X,O,X,X,X,X,X,X,X,O,X,X
STJOZIL,X,O,X,X,X,X,O,X,X,O,X,X
STJOZLI,X,O,X,X,X,X,X,X,X,O,X,X
STZILJO,X,O,O,O,X,X,X,X,X,X,X,X
STZILOJ,X,X,O,O,X,X,X,X,X,X,X,X
STZIJLO,X,O,O,O,X,X,X,X,X,X,X,X
STZIJOL,X,O,O,X,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,O,X,X,X,X,O,O,X,X
STZIOJL,X,O,O,X,X,X,X,X,O,O,X,X
STZLIJO,X,O,X,O,X,X,X,X,X,X,X,X
STZLIOJ,X,X,X,O,X,X,X,X,X,X,X,X
STZLJIO,X,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,O,O,X,X,X,X,X,X,X
STZLOIJ,X,X,X,O,O,X,X,X,O,O,X,X
STZLOJI,X,X,X,O,O,X,X,X,O,O,X,X
STZJILO,X,O,O,O,X,X,X,X,X,X,X,X
STZJIOL,X,O,O,X,X,X,X,X,X,X,X,X
STZJLIO,X,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,O,X,X,X,X,X,X,X,X
STZJOIL,X,O,X,X,X,X,X,X,O,O,X,X
STZJOLI,X,X,X,O,X,X,X,X,O,O,X,X
STZOILJ,X,X,X,O,O,X,X,X,O,O,X,X
STZOIJL,X,O,X,X,X,X,X,X,O,O,X,X
STZOLIJ,X,X,X,O,O,X,X,X,O,O,X,X
STZOLJI,X,X,X,O,O,X,X,X,O,O,X,X
STZOJIL,X,O,X,X,X,X,X,X,O,O,X,X
STZOJLI,X,X,X,O,X,X,X,X,O,O,X,X
STOILJZ,X,O,X,X,O,O,O,X,X,O,O,X
STOILZJ,X,O,X,X,O,X,O,X,X,O,X,X
STOIJLZ,X,O,X,X,X,O,O,X,X,O,X,X
STOIJZL,X,O,O,X,X,X,O,X,X,O,X,X
STOIZLJ,X,O,O,X,O,X,O,X,O,O,X,X
STOIZJL,X,O,O,X,X,X,O,X,O,O,X,X
STOLIJZ,X,O,X,X,O,O,O,X,X,O,O,X
STOLIZJ,X,O,X,O,O,X,O,X,X,O,X,X
STOLJIZ,X,O,X,X,O,O,O,X,X,O,O,X
STOLJZI,X,O,X,X,O,X,X,X,X,O,O,X
STOLZIJ,X,O,X,O,O,X,X,X,X,O,X,X
STOLZJI,X,O,X,O,O,X,X,X,X,O,X,X
STOJILZ,X,O,X,X,X,O,O,X,X,O,X,X
STOJIZL,X,O,O,X,X,X,O,X,X,O,X,X
STOJLIZ,X,O,X,X,X,O,O,X,X,O,X,X
STOJLZI,X,O,X,X,X,X,X,X,X,O,X,X
STOJZIL,X,O,X,X,X,X,O,X,X,O,X,X
STOJZLI,X,O,X,X,X,X,X,X,X,O,X,X
STOZILJ,X,O,X,O,O,X,O,X,O,O,X,X
STOZIJL,X,O,X,X,X,X,O,X,O,O,X,X
STOZLIJ,X,O,X,O,O,X,X,X,O,O,X,X
STOZLJI,X,O,X,O,O,X,X,X,O,O,X,X
STOZJIL,X,O,X,X,X,X,O,X,O,O,X,X
STOZJLI,X,O,X,O,X,X,X,X,O,O,X,X
SITLJZO,X,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,O,X,X,X,X,X,X
SITLZJO,X,X,O,O,X,X,X,X,X,X,X,X
SITLZOJ,X,X,O,O,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,O,X,X,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,O,O,X,X,X,X,O,X,X,X,X
SITJLOZ,X,X,X,X,X,O,X,O,X,X,X,X
SITJZLO,X,O,O,X,X,X,X,O,X,X,X,X
SITJZOL,X,O,O,X,X,X,X,O,X,X,X,X
SITJOLZ,X,O,X,X,X,O,X,O,X,X,X,X
SITJOZL,X,O,O,X,X,X,X,O,X,X,X,X
SITZLJO,X,O,O,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,O,O,X,X,X,X,X,X,X,X
SITZJLO,X,O,O,O,X,X,X,X,X,X,X,X
SITZJOL,X,O,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,O,X,X,X,X,X,O,X,X
SITZOJL,X,O,O,X,X,X,X,X,X,O,X,X
SITOLJZ,X,O,X,X,X,O,X,X,X,O,X,X
SITOLZJ,X,O,X,X,X,X,X,X,X,O,X,X
SITOJLZ,X,O,X,X,X,O,X,X,X,O,X,X
SITOJZL,X,O,O,X,X,X,X,X,X,O,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X,O,X,X
SITOZJL,X,O,O,X,X,X,X,X,X,O,X,X
SILTJZO,X,X,O,X,X,X,X,O,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,O,X,X,X,X
SILTZJO,O,X,O,O,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,O,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,O,X,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,O,O,X,X,X,X,O,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,O,X,X,X,X
SILJZTO,O,O,O,O,X,X,X,O,X,X,X,X
SILJZOT,O,X,O,O,O,X,X,O,X,X,X,X
SILJOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SILJOZT,O,O,X,O,O,X,X,O,X,X,X,X
SILZTJO,O,O,O,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,O,X,X,X,X,X,X,X,X
SILZJTO,O,O,O,O,X,X,X,O,X,X,X,X
SILZJOT,O,X,O,O,O,X,X,O,X,X,X,X
SILZOTJ,O,X,O,O,O,X,X,X,X,X,X,X
SILZOJT,O,X,O,O,O,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,O,O,X,X,X,X,X,X
SILOTZJ,O,O,X,O,O,X,X,X,X,X,X,X
SILOJTZ,X,O,X,X,O,O,X,O,X,X,X,X
SILOJZT,O,O,X,O,O,X,X,O,X,X,X,X
SILOZTJ,O,O,X,O,O,X,X,X,X,X,X,X
SILOZJT,O,O,X,O,O,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,X,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,O,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X,O,X,X,X,X
SIJTZOL,X,O,O,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,O,X,X,X,O,X,O,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X,O,X,X,X,X
SIJLTZO,X,O,O,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,O,X,X,X,X
SIJLZTO,X,O,O,O,X,X,X,O,X,X,X,X
SIJLZOT,X,X,O,O,X,X,X,O,X,X,X,X
SIJLOTZ,X,O,X,X,X,O,X,O,X,X,X,X
SIJLOZT,X,O,X,O,X,X,X,O,X,X,X,X
SIJZTLO,X,O,O,O,X,X,X,O,X,X,X,O
SIJZTOL,X,O,O,X,X,X,X,O,X,X,X,O
SIJZLTO,X,O,O,O,X,X,X,O,X,X,X,O
SIJZLOT,X,X,O,O,X,X,X,O,X,X,X,O
SIJZOTL,X,O,O,X,X,X,X,O,X,X,X,O
SIJZOLT,X,O,O,X,X,X,X,O,X,X,X,O
SIJOTLZ,X,O,X,X,X,O,X,O,X,X,X,X
SIJOTZL,X,O,O,X,X,X,X,O,X,X,X,X
SIJOLTZ,X,O,X,X,X,O,X,O,X,X,X,X
SIJOLZT,X,O,X,X,X,X,X,O,X,X,X,X
SIJOZTL,X,O,O,X,X,X,X,O,X,X,X,X
SIJOZLT,X,O,O,X,X,X,X,O,X,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,O,O,X,X,X,X,O,O,X,X
SIZTOJL,O,O,O,X,X,X,X,X,O,O,X,X
SIZLTJO,O,O,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,O,O,X,X,X,X,X,X,X,X
SIZLJTO,O,O,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,X,O,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,O,O,X,X,X,X,X,X,X
SIZLOJT,O,X,O,O,O,X,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,O,X,X,X,O
SIZJTOL,O,O,O,X,X,X,X,O,X,X,X,O
SIZJLTO,O,O,O,O,X,X,X,O,X,X,X,O
SIZJLOT,O,X,O,O,X,X,X,O,X,X,X,O
SIZJOTL,O,O,O,X,X,X,X,O,X,X,X,O
SIZJOLT,X,O,O,X,X,X,X,O,X,X,X,O
SIZOTLJ,O,O,O,O,O,X,X,X,O,O,X,X
SIZOTJL,O,O,O,X,X,X,X,X,O,O,X,X
SIZOLTJ,O,O,O,O,O,X,X,X,O,O,X,X
SIZOLJT,O,O,O,O,O,X,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,O,O,X,X
SIZOJLT,X,O,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,O,O,X,X,X,O,X,X
SIOTLZJ,X,O,X,X,O,X,X,X,X,O,X,X
SIOTJLZ,X,O,X,X,X,O,X,X,X,O,X,X
SIOTJZL,X,O,O,X,X,X,X,X,X,O,X,X
SIOTZLJ,X,O,O,X,O,X,X,X,O,O,X,X
SIOTZJL,X,O,O,X,X,X,X,X,O,O,X,X
SIOLTJZ,X,O,X,X,O,O,X,X,X,O,X,X
SIOLTZJ,O,O,X,O,O,X,X,X,X,O,X,X
SIOLJTZ,X,O,X,X,O,O,X,X,X,X,X,X
SIOLJZT,O,O,X,O,O,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,O,X,X,X,O,O,X,X
SIOLZJT,O,O,X,O,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,O,X,O,X,O,X,X
SIOJTZL,X,O,O,X,X,X,X,O,X,O,X,X
SIOJLTZ,X,O,X,X,O,O,X,O,X,X,X,X
SIOJLZT,X,O,X,X,O,X,X,O,X,X,X,X
SIOJZTL,X,O,O,X,X,X,X,O,O,O,X,X
SIOJZLT,X,O,O,X,O,X,X,O,X,X,X,X
SIOZTLJ,O,O,O,O,O,X,X,X,O,O,X,X
SIOZTJL,O,O,O,X,X,X,X,X,O,O,X,X
SIOZLTJ,O,O,O,O,O,X,X,X,O,O,X,X
SIOZLJT,O,O,O,O,O,X,X,X,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X,O,O,X,X
SIOZJLT,X,O,O,X,O,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,X,X,X,O,X,X,X,X
SLTIJOZ,X,X,X,X,X,O,X,O,X,X,X,X
SLTIZJO,O,X,O,O,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,X,X,O,X,X,X,X,X,X,X,X
SLTJIZO,X,X,O,X,X,X,X,O,X,X,X,X
SLTJIOZ,X,X,X,X,X,O,X,O,X,X,X,X
SLTJZIO,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,O,O,X,X,X,X,O,X
SLTJOZI,X,X,X,X,O,X,X,X,X,X,O,X
SLTZIJO,O,X,X,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,O,X,X,X,X,X,X,X,X
SLTZJOI,O,X,X,O,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,O,X,X,X,X,O,X,X
SLTZOJI,O,X,X,O,O,X,X,X,X,O,X,X
SLTOIJZ,X,X,X,X,O,O,X,X,X,O,O,X
SLTOIZJ,O,X,X,O,O,X,X,X,X,O,X,X
SLTOJIZ,X,X,X,X,O,O,X,X,X,O,O,X
SLTOJZI,X,X,X,X,O,X,X,X,X,O,O,X
SLTOZIJ,O,X,X,O,O,X,X,X,X,O,X,X
SLTOZJI,O,X,X,O,O,X,X,X,X,O,X,X
SLITJZO,X,X,O,X,X,X,X,O,X,X,X,X
SLITJOZ,X,X,X,X,X,O,X,O,X,X,X,X
SLITZJO,O,X,O,O,X,X,X,X,X,X,X,X
SLITZOJ,O,X,O,O,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X,X,X
SLIJTZO,X,O,O,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,O,X,X,X,X
SLIJZTO,O,O,O,O,X,X,X,O,X,X,X,O
SLIJZOT,O,X,O,O,O,X,X,O,X,X,X,O
SLIJOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SLIJOZT,O,O,X,O,O,X,X,O,X,X,X,X
SLIZTJO,O,O,O,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,O,O,X,X,X,X,X,X,X,X
SLIZJTO,O,O,O,O,X,X,X,O,X,X,X,O
SLIZJOT,O,X,O,O,O,X,X,O,X,X,X,O
SLIZOTJ,O,X,O,O,O,X,X,X,X,X,X,X
SLIZOJT,O,X,O,O,O,X,X,X,X,X,X,X
SLIOTJZ,X,O,X,X,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,O,O,X,O,X,X,X,X
SLIOJZT,O,O,X,O,O,X,X,O,X,X,X,X
SLIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOZJT,O,O,X,O,O,X,X,X,X,X,X,X
SLJTIZO,X,O,O,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,X,X,X,O,X,O,X,X,X,X
SLJTZIO,X,O,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,O,O,X,X,X,X,O,X
SLJTOZI,X,X,X,X,O,X,X,X,X,X,O,X
SLJITZO,X,O,O,X,X,X,X,O,X,X,X,X
SLJITOZ,X,X,X,X,X,O,X,O,X,X,X,X
SLJIZTO,O,O,O,O,X,X,X,O,X,X,X,O
SLJIZOT,O,X,O,O,O,X,X,O,X,X,X,O
SLJIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SLJIOZT,O,O,X,O,O,X,X,O,X,X,X,X
SLJZTIO,O,O,X,O,X,X,X,X,X,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X,X,X,X,X
SLJZITO,O,O,X,O,X,X,X,O,X,X,X,X
SLJZIOT,O,X,X,O,O,X,X,O,X,X,X,X
SLJZOTI,O,X,X,O,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,O,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,X,O,O,X,X,X,X,O,X
SLJOTZI,X,O,X,X,O,X,X,X,X,X,O,X
SLJOITZ,X,O,X,X,O,O,X,O,X,X,O,X
SLJOIZT,O,O,X,O,O,X,X,O,X,X,X,X
SLJOZTI,O,O,X,O,O,X,X,X,X,X,X,X
SLJOZIT,O,O,X,O,O,X,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,X,X,X,X,X
SLZTJOI,O,X,X,O,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,O,X,X,X,O,O,X,X
SLZTOJI,O,X,X,O,O,X,X,X,O,O,X,X
SLZITJO,O,O,X,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X,X,X
SLZIJTO,O,O,X,O,X,X,X,O,X,X,X,X
SLZIJOT,O,X,X,O,O,X,X,O,X,X,X,X
SLZIOTJ,O,X,X,O,O,X,X,X,X,X,X,X
SLZIOJT,O,X,X,O,O,X,X,X,X,X,X,X
SLZJTIO,O,O,X,O,X,X,X,X,X,X,X,X
SLZJTOI,O,X,X,O,O,X,X,X,X,X,X,X
SLZJITO,O,O,X,O,X,X,X,O,X,X,X,X
SLZJIOT,O,X,X,O,O,X,X,O,X,X,X,X
SLZJOTI,O,X,X,O,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,O,O,X,X,X,O,O,X,X
SLZOTJI,O,X,X,O,O,X,X,X,O,O,X,X
SLZOITJ,O,X,X,O,O,X,X,X,O,O,X,X
SLZOIJT,O,X,X,O,O,X,X,X,X,X,X,X
SLZOJTI,O,X,X,O,O,X,X,X,X,X,X,X
SLZOJIT,O,X,X,O,O,X,X,X,X,X,X,X
SLOTIJZ,X,O,X,X,O,O,X,X,X,O,O,X
SLOTIZJ,O,O,X,O,O,X,X,X,X,O,X,X
SLOTJIZ,X,O,X,X,O,O,X,X,X,O,O,X
SLOTJZI,X,O,X,X,O,X,X,X,X,O,O,X
SLOTZIJ,O,O,X,O,O,X,X,X,X,O,X,X
SLOTZJI,O,O,X,O,O,X,X,X,X,O,X,X
SLOITJZ,X,O,X,X,O,O,X,X,X,O,O,X
SLOITZJ,O,O,X,O,O,X,X,X,X,O,X,X
SLOIJTZ,X,O,X,X,O,O,X,O,X,X,O,X
SLOIJZT,O,O,X,O,O,X,X,O,X,X,X,X
SLOIZTJ,O,O,X,O,O,X,X,X,O,O,X,X
SLOIZJT,O,O,X,O,O,X,X,X,X,X,X,X
SLOJTIZ,X,O,X,X,O,O,X,X,X,X,O,X
SLOJTZI,X,O,X,X,O,X,X,X,X,X,O,X
SLOJITZ,X,O,X,X,O,O,X,O,X,X,O,X
SLOJIZT,O,O,X,O,O,X,X,O,X,X,X,X
SLOJZTI,O,O,X,O,O,X,X,X,X,X,X,X
SLOJZIT,O,O,X,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,O,O,X,X,X,O,O,X,X
SLOZTJI,O,O,X,O,O,X,X,X,O,O,X,X
SLOZITJ,O,O,X,O,O,X,X,X,O,O,X,X
SLOZIJT,O,O,X,O,O,X,X,X,X,X,X,X
SLOZJTI,O,O,X,O,O,X,X,X,X,X,X,X
SLOZJIT,O,O,X,O,O,X,X,X,X,X,X,X
SJTILZO,X,O,O,X,X,X,X,O,X,X,X,X
SJTILOZ,X,X,X,X,X,O,X,O,X,X,X,X
SJTIZLO,X,O,O,X,X,X,X,O,X,X,X,X
SJTIZOL,X,O,O,X,X,X,X,O,X,X,X,X
SJTIOLZ,X,O,X,X,X,O,X,O,X,X,X,X
SJTIOZL,X,O,O,X,X,X,X,O,X,X,X,X
SJTLIZO,X,O,O,X,X,X,X,O,X,X,X,X
SJTLIOZ,X,X,X,X,X,O,X,O,X,X,X,X
SJTLZIO,X,O,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,O,X,X,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,O,O,X,X,X,X,X,X,X,X,X
SJTZIOL,X,O,O,X,X,X,X,X,X,X,X,X
SJTZLIO,X,O,X,X,X,X,X,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOIL,X,O,X,X,X,X,X,X,X,O,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X,O,X,X
SJTOILZ,X,O,X,X,X,O,O,X,X,O,X,X
SJTOIZL,X,O,O,X,X,X,O,X,X,O,X,X
SJTOLIZ,X,O,X,X,X,O,O,X,X,O,X,X
SJTOLZI,X,O,X,X,X,X,X,X,X,O,X,X
SJTOZIL,X,O,X,X,X,X,O,X,X,O,X,X
SJTOZLI,X,O,X,X,X,X,X,X,X,O,X,X
SJITLZO,X,O,O,X,X,X,X,O,X,X,X,X
SJITLOZ,X,X,X,X,X,O,X,O,X,X,X,X
SJITZLO,X,O,O,X,X,X,X,O,X,X,X,X
SJITZOL,X,O,O,X,X,X,X,O,X,X,X,X
SJITOLZ,X,O,X,X,X,O,X,O,X,X,X,X
SJITOZL,X,O,O,X,X,X,X,O,X,X,X,X
SJILTZO,X,O,O,X,X,X,X,O,X,X,X,X
SJILTOZ,X,X,X,X,X,O,X,O,X,X,X,X
SJILZTO,X,O,O,O,X,X,X,O,X,X,X,X
SJILZOT,X,X,O,O,X,X,X,O,X,X,X,X
SJILOTZ,X,O,X,X,X,O,X,O,X,X,X,X
SJILOZT,X,O,X,O,X,X,X,O,X,X,X,X
SJIZTLO,X,O,O,O,X,X,X,O,X,X,X,O
SJIZTOL,X,O,O,X,X,X,X,O,X,X,X,O
SJIZLTO,X,O,O,O,X,X,X,O,X,X,X,O
SJIZLOT,X,X,O,O,X,X,X,O,X,X,X,O
SJIZOTL,X,O,O,X,X,X,X,O,X,X,X,O
SJIZOLT,X,O,O,X,X,X,X,O,X,X,X,O
SJIOTLZ,X,O,X,X,X,O,X,O,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X,O,X,X,X,X
SJIOLTZ,X,O,X,X,X,O,X,O,X,X,X,X
SJIOLZT,X,O,X,X,X,X,X,O,X,X,X,X
SJIOZTL,X,O,O,X,X,X,X,O,X,X,X,X
SJIOZLT,X,O,O,X,X,X,X,O,X,X,X,X
SJLTIZO,X,O,O,X,X,X,X,O,X,X,X,X
SJLTIOZ,X,X,X,X,X,O,X,O,X,X,X,X
SJLTZIO,X,O,X,X,X,X,X,X,X,X,X,X
SJLTZOI,X,X,X,X,O,X,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,O,O,X,X,X,X,X,X
SJLTOZI,X,X,X,X,O,X,X,X,X,X,X,X
SJLITZO,X,O,O,X,X,X,X,O,X,X,X,X
SJLITOZ,X,X,X,X,X,O,X,O,X,X,X,X
SJLIZTO,X,O,O,O,X,X,X,O,X,X,X,O
SJLIZOT,X,X,O,O,O,X,X,O,X,X,X,O
SJLIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SJLIOZT,X,O,X,O,O,X,X,O,X,X,X,X
SJLZTIO,X,O,X,O,X,X,X,X,X,X,X,X
SJLZTOI,X,X,X,O,O,X,X,X,X,X,X,X
SJLZITO,X,O,X,O,X,X,X,O,X,X,X,X
SJLZIOT,X,X,X,O,O,X,X,O,X,X,X,X
SJLZOTI,X,X,X,O,O,X,X,X,X,X,X,X
SJLZOIT,X,X,X,O,O,X,X,X,X,X,X,X
SJLOTIZ,X,O,X,X,O,O,X,X,X,X,X,X
SJLOTZI,X,O,X,X,O,X,X,X,X,X,X,X
SJLOITZ,X,O,X,X,O,O,X,O,X,X,X,X
SJLOIZT,X,O,X,O,O,X,X,O,X,X,X,X
SJLOZTI,X,O,X,O,O,X,X,X,X,X,X,X
SJLOZIT,X,O,X,O,O,X,X,X,X,X,X,X
