sequence,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeUBJvhFRiBKqBfrBd?sBznBupB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeRAJvhFzhBaoBNrBc?sBXqBGqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeCAJvhFThBdoB0qBx?rBOsBXqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JexAJvhFiiBcqBznBm?rBtpBXrB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JexAJvhFiiBcqBerBf?sBznBtpB,v115@9gA8HeB8HeC8GeB8DeA8AeC8Jez/IvhFaoBXqBxrBu?qBcrBNsB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeWFJvhFThBaoBXqBx?rBNsB0qB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeCAJvhFOmBziB0qBR?sBdsBXqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeWFJvhFThBaoB0qBx?rBNsBXqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JexAJvhF8mBziBmqBi?sBtpB3qB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeXBJvhFziBmqBRsBd?sBUqBCqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeRAJvhF3hBeoB9qBi?rBcsBzpB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JemAJvhFRiBcqBasBz?nBXrBtpB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeUBJvhFRiBdsBznBm?qBqpB/qB,v115@9gA8HeB8HeC8GeB8DeA8AeC8Je3AJvhFaoBTqBxrBu?pBcrBNsB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeRBJvhFaoBNqB3mBc?sBupBzqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JecFJvhFziB3qBRsBu?pBNrBasB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JexAJvhFmiBarBfsB0?nBTqBtpB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JezBJvhFaoBcsBxqBt?pB3qBmqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeWFJvhFNmBziB0qBR?sBasBXqB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JexAJvhFcqBmmBznBX?rBtpBisB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeWFJvhFNmBziBXqBR?sBasB0qB,v115@9gA8HeB8HeC8GeB8DeA8AeC8JeyHJvhFRlBfsB9qBO?rB0nBzpB
OTJILSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJLIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZISL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLSI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSJILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSJZLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSZILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTZILJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZIJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZJILS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJISL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJLSI,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OITLSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OITLSZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
OITLZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITLZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITJLSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJSLZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OITJSZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITJZLS,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OITJZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OITSLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OITSZJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OITZLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZLSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZJLS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OITZJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OITZSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OILTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OILTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
OILTZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILTZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILJTSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OILJZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OILSTZJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
OILSJTZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OILSJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OILSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OILZTJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
OILZTSJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
OILZJTS,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
OILZJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZSTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OILZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OIJTLSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OIJTSZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OIJTZLS,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OIJTZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIJLTSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OIJSTZL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OIJSLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJSLZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
OIJSZLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJZTLS,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIJZTSL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIJZLTS,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIJZLST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIJZSLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISTLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OISTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISTZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OISTZJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OISLTJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
OISLTZJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O
OISLJTZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
OISLJZT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OISLZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O
OISLZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O
OISJTLZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OISJTZL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OISJLTZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISJLZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X
OISJZLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISZTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OISZTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OISZLTJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OISZLJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OISZJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
OISZJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OIZTLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OIZTLSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OIZTJLS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OIZTJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIZTSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OIZTSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OIZLTJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
OIZLTSJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
OIZLJTS,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
OIZLJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIZLSTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OIZLSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OIZJTLS,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIZJTSL,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIZJLTS,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OIZJLST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIZJSTL,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIZJSLT,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OIZSTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OIZSLTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OIZSLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OIZSJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
OIZSJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OLTIJZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OLTISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLTISZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OLTIZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLTIZSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLTJISZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OLTJIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OLTJSIZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OLTJSZI,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OLTJZIS,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OLTJZSI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OLTSIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSIZJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSZIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OLTSZJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OLTZIJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZISJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJIS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJSI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLTZSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLITJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OLITJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OLITSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLITSZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OLITZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLITZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLIJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLIJTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLIJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLIJSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIJZTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OLIJZST,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISTJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLISTZJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OLISJTZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLISJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLISZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OLISZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OLIZTJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OLIZTSJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
