sequence,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBOqBX?mBSwBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeWGJvhFxhBTjBKqBX?nBUrBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFumBcnBTjBy?qBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFSnBTjBOqB8?qB3rBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBilB+?rB3qBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBSoBOrB8?rBTqBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeFBJvhF0iB6oBTlB3?mBmsBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecFJvhFemBCiBTjBX?nBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeGCJvhFTjBxlB8rB3?lByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBWtBTqBi?rBctBlrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je/HJvhFFjBxlBctBT?qBirBGrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecHJvhFTjBxlB3lBu?rByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je2HJvhFxlBctBFmBC?oBTqB3rB
JZLOTSI,O,X,X,X,X,X,X,X,O,X,X,X,X
JZLOITS,O,X,X,X,X,X,O,X,O,X,X,X,O
JZLOIST,X,X,X,X,X,X,O,X,X,X,X,X,O
JZLOSTI,O,X,X,X,X,X,O,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X,X,X,X,O
JZSTILO,X,X,X,O,O,O,O,X,X,X,X,X,O
JZSTIOL,O,X,X,O,O,O,X,X,O,X,X,X,O
JZSTLIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JZSTLOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JZSTOIL,O,X,X,O,O,O,X,X,O,X,O,X,O
JZSTOLI,O,X,X,O,O,O,O,X,O,X,O,X,X
JZSITLO,X,X,X,O,O,O,O,X,X,X,X,X,O
JZSITOL,O,X,X,O,O,O,O,X,O,X,X,X,O
JZSILTO,X,X,X,O,O,X,O,X,X,X,X,X,O
JZSILOT,X,X,X,O,X,X,O,X,X,X,X,X,O
JZSIOTL,X,X,X,O,O,X,O,X,X,X,X,X,O
JZSIOLT,X,X,X,O,X,X,O,X,X,X,X,X,O
JZSLTIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JZSLTOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JZSLITO,O,X,X,O,O,X,O,X,O,X,X,X,O
JZSLIOT,O,X,X,O,X,X,O,X,X,X,X,X,O
JZSLOTI,O,X,X,O,X,X,O,X,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X,X,X,X,O
JZSOTIL,X,X,X,O,O,O,X,X,X,X,O,X,O
JZSOTLI,X,X,X,O,O,O,O,X,X,X,O,X,X
JZSOITL,X,X,X,O,O,X,X,X,X,X,O,X,O
JZSOILT,X,X,X,O,X,X,X,X,X,X,X,X,O
JZSOLTI,X,X,X,O,X,X,O,X,X,X,O,X,X
JZSOLIT,X,X,X,O,X,X,X,X,X,X,O,X,O
JZOTILS,O,X,X,O,O,O,X,X,O,X,X,X,O
JZOTISL,O,X,X,O,O,O,X,X,O,X,O,X,O
JZOTLIS,O,X,X,O,O,O,X,X,O,X,X,X,X
JZOTLSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JZOTSIL,O,X,X,O,O,O,X,X,O,X,O,X,O
JZOTSLI,O,X,X,O,O,O,X,X,O,X,O,X,X
JZOITLS,O,X,X,O,O,O,O,X,O,X,X,X,O
JZOITSL,O,X,X,O,O,O,O,X,O,X,O,X,O
JZOILTS,X,X,X,X,X,X,O,X,X,X,X,X,O
JZOILST,X,X,X,X,X,X,O,X,X,X,O,X,O
JZOISTL,X,X,X,X,X,O,O,X,X,X,O,X,O
JZOISLT,X,X,X,X,X,X,O,X,X,X,X,X,O
JZOLTIS,O,X,X,X,X,O,X,X,O,O,X,X,X
JZOLTSI,O,X,X,X,X,O,X,X,O,O,X,X,X
JZOLITS,O,X,X,X,X,X,O,X,O,O,X,X,O
JZOLIST,X,X,X,X,X,X,O,X,X,O,O,X,O
JZOLSTI,O,X,X,X,X,O,O,X,X,O,O,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X,O,O,X,O
JZOSTIL,X,X,X,X,O,O,X,X,X,X,O,X,O
JZOSTLI,X,X,X,X,O,O,O,X,X,X,O,X,X
JZOSITL,X,X,X,X,O,O,X,X,X,X,O,X,O
JZOSILT,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOSLTI,X,X,X,X,X,O,O,X,X,O,O,X,X
JZOSLIT,X,X,X,X,X,X,X,X,X,O,O,X,O
JOTILSZ,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTILZS,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTISLZ,X,X,X,O,X,O,X,X,X,X,X,X,X
JOTISZL,X,X,X,O,O,O,X,X,X,X,X,X,X
JOTIZLS,O,X,X,O,O,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,O,O,X,X,X,X,X,X,X,X
JOTLISZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOTLIZS,O,X,X,O,X,O,X,X,X,O,X,X,X
JOTLSIZ,O,X,X,O,X,O,X,X,X,O,X,X,X
JOTLSZI,O,X,X,O,O,O,X,X,X,O,X,X,X
JOTLZIS,O,X,X,O,O,O,X,X,X,O,X,X,X
JOTLZSI,O,X,X,O,O,O,X,X,X,O,X,X,X
JOTSILZ,X,X,X,O,X,O,X,X,X,X,X,X,X
JOTSIZL,X,X,X,O,O,O,X,X,X,X,X,X,X
JOTSLIZ,O,X,X,O,X,O,X,X,X,O,X,X,X
JOTSLZI,O,X,X,O,O,O,X,X,X,O,X,X,X
JOTSZIL,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTSZLI,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTZILS,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTZISL,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTZLIS,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTZLSI,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,O,O,X,X,X,X,X,X,X
JOTZSLI,O,X,X,O,O,O,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JOITLZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JOITSZL,X,X,X,X,X,O,O,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILSZT,X,X,X,X,X,X,O,X,X,O,O,X,X
JOILZTS,O,X,X,X,X,X,O,X,X,O,X,X,X
JOILZST,X,X,X,X,X,X,O,X,X,O,O,X,X
JOISTLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,O,O,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOISLZT,X,X,X,X,X,X,O,X,X,O,X,X,X
JOISZTL,X,X,X,X,X,O,O,X,X,X,O,X,X
JOISZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
JOIZTLS,O,X,X,O,O,X,O,X,X,X,X,X,O
JOIZTSL,O,X,X,O,O,X,O,X,X,X,O,X,O
JOIZLTS,X,X,X,X,X,X,O,X,X,X,X,X,O
JOIZLST,X,X,X,X,X,X,O,X,X,X,O,X,O
JOIZSTL,X,X,X,X,X,X,O,X,X,X,O,X,O
JOIZSLT,X,X,X,X,X,X,O,X,X,X,X,X,O
JOLTISZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLTSIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLTSZI,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLTZSI,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLISTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLISZT,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLIZTS,O,X,X,X,X,X,O,X,X,O,X,X,X
JOLIZST,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLSTIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLSTZI,O,X,X,X,X,O,O,X,X,O,X,X,X
JOLSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLSZTI,O,X,X,X,X,O,O,X,X,O,O,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLZITS,O,X,X,X,X,X,O,X,X,O,X,X,X
JOLZIST,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLZSTI,O,X,X,X,X,X,O,X,X,O,O,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X,O,O,X,X
JOSTILZ,X,X,X,O,X,O,X,X,X,X,X,X,X
JOSTIZL,X,X,X,O,O,O,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,O,X,O,X,X,X,O,X,X,X
JOSTLZI,X,X,X,O,O,O,O,X,X,O,X,X,X
JOSTZIL,X,X,X,O,O,O,X,X,X,X,X,X,X
JOSTZLI,X,X,X,O,O,O,O,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSILZT,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSIZTL,X,X,X,X,O,O,X,X,X,X,O,X,O
JOSIZLT,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,X,X,X,O,X,O,X,X,X,O,X,X,X
JOSLTZI,X,X,X,O,X,O,O,X,X,O,X,X,X
JOSLITZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLIZT,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLZTI,X,X,X,O,X,O,O,X,X,O,O,X,X
JOSLZIT,X,X,X,O,X,X,X,X,X,O,O,X,X
JOSZTIL,X,X,X,O,O,O,X,X,X,X,O,X,O
JOSZTLI,X,X,X,O,O,O,O,X,X,X,O,X,X
JOSZITL,X,X,X,O,O,O,X,X,X,X,O,X,O
JOSZILT,X,X,X,O,X,X,X,X,X,X,X,X,O
JOSZLTI,X,X,X,O,X,O,O,X,X,O,O,X,X
JOSZLIT,X,X,X,O,X,X,X,X,X,O,O,X,O
JOZTILS,O,X,X,O,O,O,X,X,X,X,X,X,O
JOZTISL,O,X,X,O,O,O,X,X,X,X,O,X,O
JOZTLIS,O,X,X,O,O,O,X,X,X,X,X,X,X
JOZTLSI,O,X,X,O,O,O,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,O,O,X,X,X,X,O,X,O
JOZTSLI,O,X,X,O,O,O,X,X,X,X,O,X,X
JOZITLS,O,X,X,O,O,O,O,X,X,X,X,X,O
JOZITSL,O,X,X,O,O,O,O,X,X,X,O,X,O
JOZILTS,X,X,X,X,X,X,O,X,X,X,X,X,O
JOZILST,X,X,X,X,X,X,O,X,X,X,O,X,O
JOZISTL,X,X,X,X,X,O,O,X,X,X,O,X,O
JOZISLT,X,X,X,X,X,X,O,X,X,X,X,X,O
JOZLTIS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOZLTSI,O,X,X,X,X,O,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,X,X,O,X,X,O,X,X,O
JOZLIST,X,X,X,X,X,X,O,X,X,O,O,X,O
JOZLSTI,O,X,X,X,X,O,O,X,X,O,O,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,O,O,X,O
JOZSTIL,X,X,X,X,O,O,X,X,X,X,O,X,O
JOZSTLI,X,X,X,X,O,O,O,X,X,X,O,X,X
JOZSITL,X,X,X,X,O,O,X,X,X,X,O,X,O
JOZSILT,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSLTI,X,X,X,X,X,O,O,X,X,O,O,X,X
JOZSLIT,X,X,X,X,X,X,X,X,X,O,O,X,O
STILJZO,X,O,O,O,O,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,O,X,X,X,X,X,X,X,X
STILZJO,X,O,O,O,X,X,X,O,X,X,X,X,X
STILZOJ,X,O,O,O,X,X,X,O,X,X,X,X,X
STILOJZ,X,O,O,O,O,X,X,X,X,X,X,X,X
STILOZJ,X,O,O,O,X,X,X,O,X,X,X,X,X
STIJLZO,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJZLO,X,X,X,O,O,X,X,O,X,X,X,X,X
STIJZOL,X,O,X,O,O,X,X,O,X,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJOZL,X,O,X,O,O,X,X,O,X,X,X,X,X
STIZLJO,X,O,O,O,X,X,X,O,X,X,X,X,X
STIZLOJ,X,O,O,O,X,X,X,O,X,X,X,X,X
STIZJLO,X,X,O,O,X,X,X,O,X,X,X,X,O
STIZJOL,X,O,O,O,X,X,X,O,X,X,X,X,O
STIZOLJ,X,O,O,O,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,O,O,X,X,X,O,X,X,X,X,X
STIOLJZ,X,O,O,O,O,X,X,X,X,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,O,X,X,X,X,X
STIOJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,O,O,X,X,O,X,X,X,X,X
STIOZLJ,X,O,O,O,X,X,X,O,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,X,O,X,X,X,X,X
STLIJZO,X,O,X,O,O,X,X,X,X,X,X,X,X
STLIJOZ,X,O,X,O,O,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,O,X,O,X,X,X,X,X,O,X
STLIOJZ,X,O,X,O,O,O,X,X,X,X,X,X,X
STLIOZJ,O,O,X,O,X,O,X,X,X,X,X,O,X
STLJIZO,O,O,X,O,O,O,X,X,X,X,X,X,X
STLJIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,O,O,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,O,O,O,X,X,X,X,X,X,X
STLJOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,O,O,O,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,X,O,X,X,O,X,X,X,X
STLZIOJ,O,O,X,O,X,O,X,X,O,X,X,O,X
STLZJIO,O,O,X,O,O,O,X,X,O,X,X,X,X
STLZJOI,O,O,X,O,O,O,X,X,O,X,X,X,X
STLZOIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
STLZOJI,O,O,X,O,O,O,X,X,O,X,X,X,X
STLOIJZ,X,O,X,O,O,O,X,X,X,X,X,X,X
STLOIZJ,O,O,X,O,X,O,X,X,X,X,X,O,X
STLOJIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,O,O,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
STLOZJI,O,O,X,O,O,O,X,X,O,X,X,X,X
STJILZO,X,O,X,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,X,O,O,O,X,X,X,X,X,X,X
STJIZOL,X,O,X,O,O,O,X,X,X,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STJIOZL,X,O,X,O,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,O,O,X,X,X,X,X,X,X
STJLIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,O,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,O,O,O,X,X,X,X,X,X,X
STJLOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,O,O,X,X,X,X,X,X,X
STJZILO,X,X,X,O,O,O,X,X,X,X,X,X,X
STJZIOL,O,O,X,O,O,O,X,X,O,X,X,X,X
STJZLIO,O,X,X,O,O,O,X,X,O,X,X,X,X
STJZLOI,O,X,X,O,O,O,X,X,O,X,X,X,X
STJZOIL,O,O,X,O,O,O,X,X,O,X,X,X,X
STJZOLI,O,X,X,O,O,O,X,X,O,X,X,X,X
STJOILZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOIZL,X,O,X,O,O,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,O,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,O,O,X,X,O,X,X,X,X
STJOZLI,O,X,X,O,O,O,X,X,O,X,X,X,X
STZILJO,X,O,O,O,X,O,X,X,X,X,X,X,X
STZILOJ,X,O,O,O,X,O,X,X,X,X,X,X,X
STZIJLO,X,X,O,O,X,O,X,X,X,X,X,X,O
STZIJOL,X,O,O,O,X,O,X,X,O,X,X,X,O
STZIOLJ,O,O,O,O,X,O,X,X,X,X,O,X,X
STZIOJL,O,O,O,O,O,O,X,X,O,X,O,X,X
STZLIJO,O,O,X,O,X,O,X,X,O,X,X,X,X
STZLIOJ,O,O,X,O,X,O,X,X,O,X,X,O,X
STZLJIO,O,O,X,O,O,O,X,X,O,X,X,X,X
STZLJOI,O,O,X,O,O,O,X,X,O,X,X,X,X
STZLOIJ,O,O,X,O,X,O,X,X,O,X,O,O,X
STZLOJI,O,O,X,O,O,O,X,X,O,X,O,X,X
STZJILO,X,X,X,O,O,O,X,X,X,X,X,X,O
STZJIOL,O,O,X,O,O,O,X,X,O,X,X,X,O
STZJLIO,O,X,X,O,O,O,X,X,O,X,X,X,X
STZJLOI,O,X,X,O,O,O,X,X,O,X,X,X,X
STZJOIL,O,O,X,O,O,O,X,X,O,X,O,X,O
STZJOLI,O,X,X,O,O,O,X,X,O,X,O,X,X
STZOILJ,O,O,O,O,X,O,X,X,X,X,O,X,X
STZOIJL,O,O,O,O,O,O,X,X,O,X,O,X,O
STZOLIJ,O,O,X,O,X,O,X,X,O,X,O,O,X
STZOLJI,O,O,X,O,O,O,X,X,O,X,O,X,X
STZOJIL,O,O,X,O,O,O,X,X,O,X,O,X,O
STZOJLI,O,X,X,O,O,O,X,X,O,X,O,X,X
STOILJZ,X,O,O,O,O,O,X,X,X,X,X,X,X
STOILZJ,X,O,O,O,X,O,X,O,X,X,X,X,X
STOIJLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
STOIJZL,X,O,X,O,O,O,X,O,X,X,X,X,X
STOIZLJ,X,O,O,O,X,O,X,O,X,X,O,X,X
STOIZJL,X,O,O,O,X,O,X,O,X,X,O,X,O
STOLIJZ,X,O,X,O,O,O,X,X,X,X,X,X,X
STOLIZJ,O,O,X,O,X,O,X,X,X,X,X,O,X
STOLJIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,O,O,X,X,X,X,X,X,X
STOLZIJ,O,O,X,O,X,O,X,X,O,X,O,O,X
STOLZJI,O,O,X,O,O,O,X,X,O,X,O,X,X
STOJILZ,X,O,X,O,X,O,X,X,X,X,X,X,X
STOJIZL,X,O,X,O,O,O,X,X,X,X,X,X,X
STOJLIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,O,O,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,O,O,X,X,O,X,X,X,X
STOJZLI,O,X,X,O,O,O,X,X,O,X,X,X,X
STOZILJ,O,O,O,O,X,O,X,X,X,X,O,X,X
STOZIJL,O,O,O,O,O,O,X,X,O,X,O,X,O
STOZLIJ,O,O,X,O,X,O,X,X,O,X,O,O,X
STOZLJI,O,O,X,O,O,O,X,X,O,X,O,X,X
STOZJIL,O,O,X,O,O,O,X,X,O,X,O,X,O
STOZJLI,O,X,X,O,O,O,X,X,O,X,O,X,X
SITLJZO,X,O,O,O,O,X,O,X,X,X,X,X,X
SITLJOZ,X,O,O,O,O,X,X,X,X,X,X,X,X
SITLZJO,X,O,O,O,X,X,O,O,X,X,X,X,X
SITLZOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SITLOJZ,X,O,O,O,O,X,X,X,X,X,X,X,X
SITLOZJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SITJLZO,X,O,X,O,X,X,O,X,X,X,X,X,X
SITJLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,O,O,X,O,O,X,X,X,X,X
SITJZOL,X,O,X,O,O,X,X,O,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,O,O,X,X,O,X,X,X,X,X
SITZLJO,X,O,O,O,X,X,O,O,X,X,X,X,X
SITZLOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SITZJLO,X,X,O,O,X,X,O,O,X,X,X,X,O
SITZJOL,X,O,O,O,X,X,X,O,X,X,X,X,O
SITZOLJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SITZOJL,X,O,O,O,X,X,X,O,X,X,X,X,X
SITOLJZ,X,O,O,O,O,X,X,X,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SITOJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,O,O,X,X,O,X,X,X,X,X
SITOZLJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SITOZJL,X,O,O,O,X,X,X,O,X,X,X,X,X
SILTJZO,X,O,O,O,O,X,O,X,X,X,X,X,X
SILTJOZ,X,O,O,O,O,X,X,X,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,O,O,X,X,X,X,X
SILTZOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SILTOJZ,X,O,O,O,O,X,X,X,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SILJTZO,X,O,O,O,O,X,O,X,X,X,X,X,X
SILJTOZ,X,O,O,O,O,X,O,X,X,X,X,X,X
SILJZTO,X,O,O,O,O,X,O,X,X,X,X,X,X
SILJZOT,X,X,O,O,O,X,O,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,O,X,O,X,O,X,X,X,X,X,X
SILZTJO,X,O,O,O,X,X,O,O,X,X,X,X,X
SILZTOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SILZJTO,X,O,O,O,O,X,O,O,X,X,X,X,O
SILZJOT,X,O,O,X,O,X,X,O,X,X,X,X,O
SILZOTJ,X,O,O,O,X,X,O,X,X,X,X,X,X
SILZOJT,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,O,O,X,X,O,X,X,X,X,X,X
SILOTZJ,X,O,O,O,X,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,O,X,O,X,O,X,X,X,X,X,X
SILOZTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJTLOZ,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJTZLO,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJTZOL,X,O,X,O,O,X,O,O,X,X,X,X,X
SIJTOLZ,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJTOZL,X,O,X,O,O,X,O,O,X,X,X,X,X
SIJLTZO,X,O,O,O,X,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJLZTO,X,O,O,O,O,X,O,X,X,X,X,X,X
SIJLZOT,X,X,O,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJZTLO,X,X,O,O,O,X,O,O,X,X,X,X,O
SIJZTOL,X,O,O,O,O,X,O,O,X,X,X,X,O
SIJZLTO,X,X,O,O,O,X,O,O,X,X,X,X,O
SIJZLOT,X,X,O,O,X,X,O,O,X,X,X,X,O
SIJZOTL,X,X,X,O,O,X,O,O,X,X,X,X,O
SIJZOLT,X,X,X,O,X,X,O,O,X,X,X,X,O
SIJOTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZTLJO,X,O,O,O,X,X,O,O,X,X,X,X,X
SIZTLOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SIZTJLO,X,X,O,O,X,X,O,O,X,X,X,X,O
SIZTJOL,X,O,O,O,X,X,X,O,X,X,X,X,O
SIZTOLJ,X,O,O,O,X,X,O,O,X,X,O,X,X
SIZTOJL,X,O,O,O,X,X,X,O,X,X,O,X,X
SIZLTJO,X,O,O,O,X,X,O,O,X,X,X,X,X
SIZLTOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
SIZLJTO,X,O,O,O,X,X,O,O,X,X,X,X,O
SIZLJOT,X,X,O,X,X,X,X,O,X,X,X,X,O
SIZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
SIZLOJT,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,O,X,X,O,O,X,X,X,X,O
SIZJTOL,X,O,O,O,X,X,X,O,X,X,X,X,O
SIZJLTO,X,X,O,O,X,X,O,O,X,X,X,X,O
SIZJLOT,X,X,O,X,X,X,X,O,X,X,X,X,O
SIZJOTL,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZJOLT,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZOTLJ,X,X,X,O,X,X,O,O,X,X,O,X,X
SIZOTJL,X,X,X,O,X,X,X,O,X,X,O,X,O
SIZOLTJ,X,X,X,O,X,X,O,X,X,X,O,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X,X,O,X,O
SIZOJTL,X,X,X,X,X,X,X,O,X,X,O,X,O
SIZOJLT,X,X,X,X,X,X,X,O,X,X,X,X,O
SIOTLJZ,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,O,O,X,X,O,X,X
SIOTZJL,X,O,X,X,X,X,O,O,X,X,O,X,O
