sequence,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhFlgBRiBzkBXmB0n?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBUiBTkB2qB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8Je0/IvhFxgBVnB2pBzlB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFzfBUhBRiB1qB3s?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF8kB3lBRnBFmBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBynBTkB2qBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF0gBzkBRnBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFFhB0lBRnB2pBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF2lBXiB8nBFmBxp?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je0AJvhFmkBRnBTkBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeXBJvhFmkBRnBTkB0lBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFflBxgBzlB8sBFs?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF0gBypBRnBXmBmn?B1xB,v115@GhA8IeA8EeB8BeG8CeA8Je1FJvhFZoB0kBGnBikBXm?BTsB,v115@GhA8IeA8EeB8BeG8CeA8Jel/IvhFynB2pBxlBzlBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFUiBaoBxlB2pBzl?B1xB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhFXhBypBRnB0lBmn?B1xB
STLZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
STLZJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STLZOJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLOIZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
STLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZILOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZIJLO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STZIJOL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZLIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZLJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITLJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITLZOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITLOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SITJLZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJLOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJZOL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITJOLZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITZLJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZLOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZJLO,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SITZJOL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZOJL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOZJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTZOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SILJTZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILJZTO,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SILJOZT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SILZTJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SILZOJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILOZTJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SILOZJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SIJTLZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJTZOL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOZL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLZTO,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJLOZT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIJZTLO,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
SIJZTOL,O,X,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X
SIJZLTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJZOTL,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJZOLT,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLZT,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZTLOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZTJLO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X
SIZTJOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SIZTOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZTOJL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZLOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJTLO,O,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZJTOL,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZJLTO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJOLT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJTZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJZT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOLZJT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SIOJTLZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJLZT,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIOJZTL,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOJZLT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
SLTIOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIOZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
SLTJIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLTZJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTOIZJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
SLTOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLITJOZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLITZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLITOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJTZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLIJZTO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIJOZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
SLIZTJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SLIZJOT,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SLIZOJT,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIOJZT,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O
SLIOZTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SLIOZJT,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
SLJTIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLJIZTO,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLJIZOT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJIOZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZOIT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJOTIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLJOZTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJOZIT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLZTIJO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZTJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLZTOJI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZITJO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZIJTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZIJOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SLZJTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZJIOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJOIT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SLZOIJT,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SLZOJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZOJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLOTIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOTIZJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
SLOTJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLOTZJI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOITZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLOIJTZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOIJZT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O
SLOIZTJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
SLOIZJT,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O
SLOJTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJTZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
