sequence,v115@BhB8IeB8GeC8DeA8BeC8BeA8Jex/IvhF6nBTjBOpBl?lBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhF0iB6oBfqBl?lBzsBGqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8Jex/IvhF6nBOpBllBT?oBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFFgB0iB6oBf?qBuqBzsB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JexCJvhF0kBllBCoBO?pBXtBTqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFqkBllBGoBX?oBTqB0sB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFqkBllBGoB0?nBTqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhF1lB6nBWqBT?oBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFukB1lBXjBc?tB6sBTqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFukB1lB0iBS?tBTqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8Je0AJvhFxiB3kBTqBC?tBOpBFtB
SIOLTJZ,O,O,X,O,X,X,X,O,X,O,X
SIOLTZJ,O,O,X,O,X,X,X,X,X,O,X
SIOLJTZ,O,O,X,O,X,X,X,O,X,X,X
SIOLJZT,O,O,X,O,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,X,X,X,X,X,O,X
SIOLZJT,O,O,X,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,X,X,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,O,X,X,X
SIOJLZT,O,O,X,O,X,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X,X,X,X
SIOJZLT,O,O,X,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,O,X,X,X,X,O,O,X
SIOZTJL,O,O,X,O,X,X,X,X,O,O,X
SIOZLTJ,O,O,X,O,X,X,X,X,O,O,X
SIOZLJT,O,O,X,O,X,X,X,X,X,X,X
SIOZJTL,O,O,X,O,X,X,X,X,O,X,X
SIOZJLT,O,O,X,O,X,X,X,X,X,X,X
SLTIJZO,O,X,X,O,O,O,O,X,X,X,X
SLTIJOZ,O,X,X,X,X,O,X,O,X,X,X
SLTIZJO,X,X,X,O,O,X,X,X,X,X,X
SLTIZOJ,O,X,X,O,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,X,O,X,X,X
SLTIOZJ,O,O,X,O,O,X,X,X,X,X,X
SLTJIZO,O,X,X,O,O,O,O,X,X,X,X
SLTJIOZ,O,X,X,X,X,O,X,O,X,X,X
SLTJZIO,O,X,X,O,O,X,X,X,X,X,X
SLTJZOI,O,X,X,X,O,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,O,X,X,X
SLTJOZI,O,X,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,O,O,X,X,X,X,X,X
SLTZIOJ,O,X,X,O,O,X,X,X,X,X,X
SLTZJIO,O,X,X,O,O,X,X,X,X,X,X
SLTZJOI,O,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,O,X,X,X,X,X,X
SLTZOJI,O,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,O,X,X,X,O,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,O,X,X,X
SLTOJZI,O,O,O,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X,X,X,X
SLTOZJI,O,O,X,O,O,X,X,X,X,X,X
SLITJZO,O,X,X,O,O,O,O,X,X,X,X
SLITJOZ,O,X,X,X,X,O,X,O,X,X,X
SLITZJO,X,X,X,O,O,X,X,X,X,X,X
SLITZOJ,O,X,X,O,O,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,X,X,O,X,X,X
SLITOZJ,O,O,X,O,O,X,X,X,X,X,X
SLIJTZO,O,X,X,O,O,O,O,X,X,X,X
SLIJTOZ,O,X,X,O,X,O,X,X,X,X,X
SLIJZTO,O,X,X,O,O,X,X,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,X,O,X,X,X
SLIJOZT,O,X,X,O,X,X,X,X,X,X,X
SLIZTJO,O,X,X,O,O,X,X,X,X,X,X
SLIZTOJ,O,X,X,O,O,X,X,X,X,X,X
SLIZJTO,O,X,X,O,O,X,X,X,X,X,X
SLIZJOT,O,X,X,O,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,O,O,X,X,X,X,O,X
SLIZOJT,O,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,O,X,O,O
SLIOTZJ,O,O,X,O,O,X,X,X,X,O,O
SLIOJTZ,O,O,X,O,X,X,X,O,X,X,O
SLIOJZT,O,O,X,O,X,X,X,X,X,X,O
SLIOZTJ,O,O,X,O,O,X,X,X,X,O,O
SLIOZJT,O,O,X,O,X,X,X,X,X,X,O
SLJTIZO,O,X,X,O,O,O,O,X,X,X,X
SLJTIOZ,O,X,X,O,X,O,X,X,X,X,X
SLJTZIO,O,X,X,O,O,X,X,X,X,X,X
SLJTZOI,O,X,X,O,O,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,X,O,O,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,O,O,O,X,X,X,X
SLJITOZ,O,X,X,O,X,O,X,X,X,X,X
SLJIZTO,O,X,X,O,O,X,X,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,O,X,X,X,O,X,X,X
SLJIOZT,O,X,X,O,X,X,X,X,X,X,X
SLJZTIO,O,X,O,O,O,X,X,X,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X,X,X
SLJZITO,O,X,X,O,O,X,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X,X,X
SLJZOTI,O,X,O,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,O,O,X,X,X,X,X,X,X
SLJOITZ,O,X,X,O,X,X,X,O,X,X,X
SLJOIZT,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,X,O,O,X,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X,X,X
SLZTIJO,O,X,X,O,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,O,X,X,X,X,X,X
SLZTJIO,O,X,O,O,O,X,X,X,X,X,X
SLZTJOI,O,X,O,X,O,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,O,X,X,X,X,X,X
SLZTOJI,O,X,O,X,O,X,X,X,X,X,X
SLZITJO,O,X,X,O,O,X,X,X,X,X,X
SLZITOJ,O,X,X,O,O,X,X,X,X,X,X
SLZIJTO,O,X,X,O,O,X,X,X,X,X,X
SLZIJOT,O,X,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,O,O,X,X,X,X,O,X
SLZIOJT,O,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,X,O,O,O,X,X,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X,X
SLZJITO,O,X,X,O,O,X,X,X,X,X,X
SLZJIOT,O,X,X,O,X,X,X,X,X,X,X
SLZJOTI,O,X,O,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,O,O,X,X,X,X,O,X
SLZOTJI,O,X,O,X,O,X,X,X,X,O,X
SLZOITJ,O,X,X,O,O,X,X,X,X,O,X
SLZOIJT,O,X,X,X,X,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X,X,X,X,X
SLZOJIT,O,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,O,X,O,O
SLOTIZJ,O,O,X,O,O,X,X,X,X,O,O
SLOTJIZ,O,O,X,O,X,X,X,O,X,O,O
SLOTJZI,O,O,O,O,X,X,X,X,X,O,O
SLOTZIJ,O,O,X,O,O,X,X,X,X,O,O
SLOTZJI,O,O,X,O,O,X,X,X,X,O,O
SLOITJZ,O,O,X,O,X,X,X,O,X,O,O
SLOITZJ,O,O,X,O,O,X,X,X,X,O,O
SLOIJTZ,O,O,X,O,X,X,X,O,X,X,O
SLOIJZT,O,O,X,O,X,X,X,X,X,X,O
SLOIZTJ,O,O,X,O,O,X,X,X,X,O,O
SLOIZJT,O,O,X,O,X,X,X,X,X,X,O
SLOJTIZ,O,O,X,O,X,X,X,X,X,X,O
SLOJTZI,O,O,O,O,X,X,X,X,X,X,O
SLOJITZ,O,O,X,O,X,X,X,O,X,X,O
SLOJIZT,O,O,X,O,X,X,X,X,X,X,O
SLOJZTI,O,O,O,O,X,X,X,X,X,X,O
SLOJZIT,O,O,X,O,X,X,X,X,X,X,O
SLOZTIJ,O,O,X,O,O,X,X,X,X,O,O
SLOZTJI,O,O,O,O,O,X,X,X,X,O,O
SLOZITJ,O,O,X,O,O,X,X,X,X,O,O
SLOZIJT,O,O,X,O,X,X,X,X,X,X,O
SLOZJTI,O,O,O,O,X,X,X,X,X,X,O
SLOZJIT,O,O,X,O,X,X,X,X,X,X,O
SJTILZO,O,X,X,O,X,X,X,X,X,X,X
SJTILOZ,O,X,X,O,X,X,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X,X,X
SJTIZOL,O,X,X,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,O,X,X,X,X,X,X,X
SJTIOZL,O,O,X,O,X,X,X,X,X,X,X
SJTLIZO,O,X,X,O,O,O,O,X,X,X,X
SJTLIOZ,O,X,X,O,X,O,X,X,X,X,X
SJTLZIO,O,X,X,O,O,X,X,X,X,X,X
SJTLZOI,O,X,X,O,O,X,X,X,X,X,X
SJTLOIZ,O,X,X,O,X,X,X,X,X,X,X
SJTLOZI,O,X,O,O,X,X,X,X,X,X,X
SJTZILO,O,X,X,O,X,X,X,X,X,X,X
SJTZIOL,O,X,X,O,X,X,X,X,X,X,X
SJTZLIO,O,X,X,O,O,X,X,X,X,X,X
SJTZLOI,O,X,X,O,O,X,X,X,X,X,X
SJTZOIL,O,X,X,O,X,X,X,X,X,X,X
SJTZOLI,O,X,X,O,X,X,X,X,X,X,X
SJTOILZ,O,O,X,O,X,X,X,X,X,X,X
SJTOIZL,O,O,X,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,O,O,O,X,X,X,X,X,X,X
SJTOZIL,O,O,X,O,X,X,X,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X,X,X
SJITLZO,O,X,X,O,X,X,X,X,X,X,X
SJITLOZ,O,X,X,O,X,X,X,X,X,X,X
SJITZLO,O,X,X,O,X,X,X,X,X,X,X
SJITZOL,O,X,X,O,X,X,X,X,X,X,X
SJITOLZ,O,O,X,O,X,X,X,X,X,X,X
SJITOZL,O,O,X,O,X,X,X,X,X,X,X
SJILTZO,O,X,X,O,X,O,O,X,X,X,X
SJILTOZ,O,X,X,O,X,O,X,X,X,X,X
SJILZTO,O,X,X,O,X,X,X,X,X,X,X
SJILZOT,O,X,X,O,X,X,X,X,X,X,X
SJILOTZ,O,X,X,O,X,X,X,O,X,X,X
SJILOZT,O,X,X,O,X,X,X,X,X,X,X
SJIZTLO,O,X,X,O,X,X,X,X,X,X,X
SJIZTOL,O,X,X,O,X,X,X,X,X,X,X
SJIZLTO,O,X,X,O,X,X,X,X,X,X,X
SJIZLOT,O,X,X,O,X,X,X,X,X,X,X
SJIZOTL,O,X,X,O,X,X,X,X,X,X,X
SJIZOLT,O,X,X,O,X,X,X,X,X,X,X
SJIOTLZ,O,O,X,O,X,X,X,X,X,X,X
SJIOTZL,O,O,X,O,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,O,X,X,X,O,X,X,X
SJIOLZT,O,O,X,O,X,X,X,X,X,X,X
SJIOZTL,O,O,X,O,X,X,X,X,X,X,X
SJIOZLT,O,O,X,O,X,X,X,X,X,X,X
SJLTIZO,O,X,X,O,O,O,O,X,X,X,X
SJLTIOZ,O,X,X,O,X,O,X,X,X,X,X
SJLTZIO,O,X,X,O,O,X,X,X,X,X,X
SJLTZOI,O,X,X,O,O,X,X,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,X,X,X,X
SJLTOZI,O,X,O,O,X,X,X,X,X,X,X
SJLITZO,O,X,X,O,O,O,O,X,X,X,X
SJLITOZ,O,X,X,O,X,O,X,X,X,X,X
SJLIZTO,O,X,X,O,O,X,X,X,X,X,X
SJLIZOT,O,X,X,O,X,X,X,X,X,X,X
SJLIOTZ,O,X,X,O,X,X,X,O,X,X,X
SJLIOZT,O,X,X,O,X,X,X,X,X,X,X
SJLZTIO,O,X,O,O,O,X,X,X,X,X,X
SJLZTOI,O,X,O,O,O,X,X,X,X,X,X
SJLZITO,O,X,X,O,O,X,X,X,X,X,X
SJLZIOT,O,X,X,O,X,X,X,X,X,X,X
SJLZOTI,O,X,O,O,X,X,X,X,X,X,X
SJLZOIT,O,X,X,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,O,X,X,X,X,X,X,X
SJLOTZI,O,X,O,O,X,X,X,X,X,X,X
SJLOITZ,O,X,X,O,X,X,X,O,X,X,X
SJLOIZT,O,X,X,O,X,X,X,X,X,X,X
SJLOZTI,O,X,O,O,X,X,X,X,X,X,X
SJLOZIT,O,X,X,O,X,X,X,X,X,X,X
SJZTILO,O,X,O,O,X,X,X,X,X,X,X
SJZTIOL,O,X,O,O,X,X,X,X,X,X,X
SJZTLIO,O,X,O,O,O,X,X,X,X,X,X
SJZTLOI,O,X,O,O,O,X,X,X,X,X,X
SJZTOIL,O,X,O,O,X,X,X,X,X,X,X
SJZTOLI,O,X,O,O,X,X,X,X,X,X,X
SJZITLO,O,X,X,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,O,X,X,X,X,X,X,X
SJZILTO,O,X,X,O,X,X,X,X,X,X,X
SJZILOT,O,X,X,O,X,X,X,X,X,X,X
SJZIOTL,O,X,X,O,X,X,X,X,X,X,X
SJZIOLT,O,X,X,O,X,X,X,X,X,X,X
SJZLTIO,O,X,O,O,O,X,X,X,X,X,X
SJZLTOI,O,X,O,O,O,X,X,X,X,X,X
SJZLITO,O,X,X,O,O,X,X,X,X,X,X
SJZLIOT,O,X,X,O,X,X,X,X,X,X,X
SJZLOTI,O,X,O,O,X,X,X,X,X,X,X
SJZLOIT,O,X,X,O,X,X,X,X,X,X,X
SJZOTIL,O,X,O,O,X,X,X,X,X,X,X
SJZOTLI,O,X,O,O,X,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,X,X,X,X,X,X
SJZOILT,O,X,X,O,X,X,X,X,X,X,X
SJZOLTI,O,X,O,O,X,X,X,X,X,X,X
SJZOLIT,O,X,X,O,X,X,X,X,X,X,X
SJOTILZ,O,O,X,O,X,X,X,X,X,X,X
SJOTIZL,O,O,X,O,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,X,X,X
SJOTLZI,O,O,O,O,X,X,X,X,X,X,X
SJOTZIL,O,O,X,O,X,X,X,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X,X,X,X
SJOITLZ,O,O,X,O,X,X,X,X,X,X,X
SJOITZL,O,O,X,O,X,X,X,X,X,X,X
SJOILTZ,O,O,X,O,X,X,X,O,X,X,X
SJOILZT,O,O,X,O,X,X,X,X,X,X,X
SJOIZTL,O,O,X,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,O,X,X,X,X,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,X,X,X,X
SJOLTZI,O,O,O,O,X,X,X,X,X,X,X
SJOLITZ,O,O,X,O,X,X,X,O,X,X,X
SJOLIZT,O,O,X,O,X,X,X,X,X,X,X
SJOLZTI,O,O,O,O,X,X,X,X,X,X,X
SJOLZIT,O,O,X,O,X,X,X,X,X,X,X
SJOZTIL,O,O,O,O,X,X,X,X,X,X,X
SJOZTLI,O,O,O,O,X,X,X,X,X,X,X
SJOZITL,O,O,X,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,O,X,X,X,X,X,X,X
SJOZLTI,O,O,O,O,X,X,X,X,X,X,X
SJOZLIT,O,O,X,O,X,X,X,X,X,X,X
SZTILJO,O,X,X,O,O,X,X,X,O,X,X
SZTILOJ,O,X,X,O,O,X,X,X,X,X,X
SZTIJLO,O,X,X,O,X,X,X,X,O,X,X
SZTIJOL,O,X,X,X,X,X,X,X,O,X,X
SZTIOLJ,O,O,X,O,X,X,X,X,O,X,X
SZTIOJL,O,O,X,O,X,X,X,X,O,X,X
SZTLIJO,O,X,X,O,O,X,X,X,O,X,X
SZTLIOJ,O,X,X,O,O,X,X,X,X,X,X
SZTLJIO,O,X,O,O,O,X,X,X,O,X,X
SZTLJOI,O,X,O,X,O,X,X,X,X,X,X
SZTLOIJ,O,X,X,O,O,X,X,X,X,X,X
SZTLOJI,O,X,O,X,O,X,X,X,X,X,X
SZTJILO,O,X,O,O,X,X,X,X,O,X,X
SZTJIOL,O,X,O,X,X,X,X,X,O,X,X
SZTJLIO,O,X,O,O,O,X,X,X,O,X,X
SZTJLOI,O,X,O,X,O,X,X,X,X,X,X
SZTJOIL,O,X,O,X,X,X,X,X,O,X,X
SZTJOLI,O,X,O,X,X,X,X,X,X,X,X
SZTOILJ,O,O,X,O,X,X,X,X,O,X,X
SZTOIJL,O,O,X,O,X,X,X,X,O,X,X
SZTOLIJ,O,O,X,O,O,X,X,X,O,X,X
SZTOLJI,O,O,O,O,O,X,X,X,O,X,X
SZTOJIL,O,O,O,O,X,X,X,X,O,X,X
SZTOJLI,O,O,O,O,X,X,X,X,O,X,X
SZITLJO,O,X,X,O,O,X,X,X,O,X,X
SZITLOJ,O,X,X,O,O,X,X,X,X,X,X
SZITJLO,O,X,X,O,X,X,X,X,O,X,X
SZITJOL,O,X,X,X,X,X,X,X,O,X,X
SZITOLJ,O,O,X,O,X,X,X,X,O,X,X
SZITOJL,O,O,X,O,X,X,X,X,O,X,X
SZILTJO,O,X,X,O,O,X,X,X,O,X,X
SZILTOJ,O,X,X,O,O,X,X,X,X,X,X
SZILJTO,O,X,X,O,O,X,X,X,X,X,X
SZILJOT,O,X,X,O,X,X,X,X,X,X,X
SZILOTJ,O,X,X,O,O,X,X,X,O,O,X
SZILOJT,O,X,X,X,X,X,X,X,X,X,X
SZIJTLO,O,X,X,O,X,X,X,X,O,X,X
SZIJTOL,O,X,X,O,X,X,X,X,O,X,X
SZIJLTO,O,X,X,O,X,X,X,X,X,X,X
SZIJLOT,O,X,X,O,X,X,X,X,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X,O,X,X
SZIJOLT,O,X,X,O,X,X,X,X,X,X,X
SZIOTLJ,O,O,X,O,X,X,X,X,O,O,X
SZIOTJL,O,O,X,O,X,X,X,X,O,O,X
SZIOLTJ,O,O,X,O,X,X,X,X,O,O,X
SZIOLJT,O,O,X,O,X,X,X,X,X,X,X
SZIOJTL,O,O,X,O,X,X,X,X,O,X,X
SZIOJLT,O,O,X,O,X,X,X,X,X,X,X
SZLTIJO,O,X,X,O,O,X,X,X,O,X,X
SZLTIOJ,O,X,X,O,O,X,X,X,X,X,X
SZLTJIO,O,X,O,O,O,X,X,X,O,X,X
SZLTJOI,O,X,O,X,O,X,X,X,X,X,X
SZLTOIJ,O,X,X,O,O,X,X,X,X,X,X
SZLTOJI,O,X,O,X,O,X,X,X,X,X,X
SZLITJO,O,X,X,O,O,X,X,X,O,X,X
SZLITOJ,O,X,X,O,O,X,X,X,X,X,X
SZLIJTO,O,X,X,O,O,X,X,X,X,X,X
SZLIJOT,O,X,X,O,X,X,X,X,X,X,X
SZLIOTJ,O,X,X,O,O,X,X,X,O,O,X
SZLIOJT,O,X,X,X,X,X,X,X,X,X,X
SZLJTIO,O,X,O,O,O,X,X,X,X,X,X
SZLJTOI,O,X,O,O,O,X,X,X,X,X,X
SZLJITO,O,X,X,O,O,X,X,X,X,X,X
SZLJIOT,O,X,X,O,X,X,X,X,X,X,X
SZLJOTI,O,X,O,O,X,X,X,X,X,X,X
SZLJOIT,O,X,X,O,X,X,X,X,X,X,X
SZLOTIJ,O,X,X,O,O,X,X,X,O,O,X
SZLOTJI,O,X,O,X,O,X,X,X,O,O,X
SZLOITJ,O,X,X,O,O,X,X,X,O,O,X
SZLOIJT,O,X,X,X,X,X,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X,X,X,X,X
SZLOJIT,O,X,X,X,X,X,X,X,X,X,X
SZJTILO,O,X,O,O,X,X,X,X,O,X,X
SZJTIOL,O,X,O,O,X,X,X,X,O,X,X
SZJTLIO,O,X,O,O,O,X,X,X,O,X,X
SZJTLOI,O,X,O,O,O,X,X,X,X,X,X
SZJTOIL,O,X,O,O,X,X,X,X,O,X,X
SZJTOLI,O,X,O,O,X,X,X,X,X,X,X
SZJITLO,O,X,X,O,X,X,X,X,O,X,X
SZJITOL,O,X,X,O,X,X,X,X,O,X,X
SZJILTO,O,X,X,O,X,X,X,X,X,X,X
SZJILOT,O,X,X,O,X,X,X,X,X,X,X
SZJIOTL,O,X,X,O,X,X,X,X,O,X,X
SZJIOLT,O,X,X,O,X,X,X,X,X,X,X
SZJLTIO,O,X,O,O,O,X,X,X,X,X,X
SZJLTOI,O,X,O,O,O,X,X,X,X,X,X
SZJLITO,O,X,X,O,O,X,X,X,X,X,X
SZJLIOT,O,X,X,O,X,X,X,X,X,X,X
SZJLOTI,O,X,O,O,X,X,X,X,X,X,X
SZJLOIT,O,X,X,O,X,X,X,X,X,X,X
SZJOTIL,O,X,O,O,X,X,X,X,O,X,X
SZJOTLI,O,X,O,O,X,X,X,X,O,X,X
SZJOITL,O,X,X,O,X,X,X,X,O,X,X
SZJOILT,O,X,X,O,X,X,X,X,X,X,X
SZJOLTI,O,X,O,O,X,X,X,X,X,X,X
SZJOLIT,O,X,X,O,X,X,X,X,X,X,X
SZOTILJ,O,O,X,O,X,X,X,X,O,O,X
SZOTIJL,O,O,X,O,X,X,X,X,O,O,X
SZOTLIJ,O,O,X,O,O,X,X,X,O,O,X
SZOTLJI,O,O,O,O,O,X,X,X,O,O,X
SZOTJIL,O,O,O,O,X,X,X,X,O,O,X
SZOTJLI,O,O,O,O,X,X,X,X,O,O,X
SZOITLJ,O,O,X,O,X,X,X,X,O,O,X
SZOITJL,O,O,X,O,X,X,X,X,O,O,X
SZOILTJ,O,O,X,O,X,X,X,X,O,O,X
SZOILJT,O,O,X,O,X,X,X,X,X,X,X
SZOIJTL,O,O,X,O,X,X,X,X,O,X,X
SZOIJLT,O,O,X,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,O,O,X,X,X,O,O,X
SZOLTJI,O,O,O,O,O,X,X,X,O,O,X
SZOLITJ,O,O,X,O,O,X,X,X,O,O,X
SZOLIJT,O,O,X,O,X,X,X,X,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X,X,X,X
SZOLJIT,O,O,X,O,X,X,X,X,X,X,X
SZOJTIL,O,O,O,O,X,X,X,X,O,X,X
SZOJTLI,O,O,O,O,X,X,X,X,O,X,X
SZOJITL,O,O,X,O,X,X,X,X,O,X,X
SZOJILT,O,O,X,O,X,X,X,X,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X,X,X,X
SZOJLIT,O,O,X,O,X,X,X,X,X,X,X
SOTILJZ,O,O,X,O,X,X,X,O,X,O,X
SOTILZJ,O,O,X,O,X,X,X,X,X,O,X
SOTIJLZ,O,O,X,O,X,X,X,O,X,O,X
SOTIJZL,O,O,X,O,X,X,X,X,O,O,X
SOTIZLJ,O,O,X,O,X,X,X,X,O,O,X
SOTIZJL,X,O,X,O,X,X,X,X,O,O,X
SOTLIJZ,O,O,X,O,X,X,X,O,X,O,O
SOTLIZJ,O,O,X,O,O,X,X,X,X,O,O
SOTLJIZ,O,O,X,O,X,X,X,O,X,O,O
SOTLJZI,O,O,O,O,X,X,X,X,X,O,O
SOTLZIJ,O,O,X,O,O,X,X,X,X,O,O
SOTLZJI,O,O,X,O,O,X,X,X,X,O,O
SOTJILZ,O,O,X,O,X,X,X,O,X,O,X
SOTJIZL,O,O,X,O,X,X,X,X,O,O,X
SOTJLIZ,O,O,X,O,X,X,X,O,X,O,X
SOTJLZI,O,O,O,O,X,X,X,X,X,O,X
SOTJZIL,O,O,X,O,X,X,X,X,O,O,X
SOTJZLI,O,O,X,O,X,X,X,X,O,O,X
SOTZILJ,O,O,X,O,X,X,X,X,O,O,X
SOTZIJL,O,O,X,O,X,X,X,X,O,O,X
SOTZLIJ,O,O,X,O,O,X,X,X,O,O,O
SOTZLJI,O,O,X,O,O,X,X,X,O,O,O
SOTZJIL,O,O,X,O,X,X,X,X,O,O,X
SOTZJLI,O,O,X,O,X,X,X,X,O,O,X
SOITLJZ,O,O,X,O,X,X,X,O,X,O,X
SOITLZJ,O,O,X,O,X,X,X,X,X,O,X
SOITJLZ,O,O,X,O,X,X,X,O,X,O,X
SOITJZL,O,O,X,O,X,X,X,X,O,O,X
SOITZLJ,O,O,X,O,X,X,X,X,O,O,X
SOITZJL,X,O,X,O,X,X,X,X,O,O,X
SOILTJZ,O,O,X,O,X,X,X,O,X,O,O
SOILTZJ,O,O,X,O,X,X,X,X,X,O,O
SOILJTZ,O,O,X,O,X,X,X,O,X,X,O
SOILJZT,O,O,X,O,X,X,X,X,X,X,O
SOILZTJ,O,O,X,O,X,X,X,X,X,O,O
SOILZJT,O,O,X,O,X,X,X,X,X,X,O
SOIJTLZ,O,O,X,O,X,X,X,X,X,X,X
SOIJTZL,O,O,X,O,X,X,X,X,X,X,X
SOIJLTZ,O,O,X,O,X,X,X,O,X,X,X
SOIJLZT,O,O,X,O,X,X,X,X,X,X,X
SOIJZTL,O,O,X,O,X,X,X,X,X,X,X
SOIJZLT,O,O,X,O,X,X,X,X,X,X,X
SOIZTLJ,O,O,X,O,X,X,X,X,O,O,X
SOIZTJL,O,O,X,O,X,X,X,X,O,O,X
SOIZLTJ,O,O,X,O,X,X,X,X,O,O,O
SOIZLJT,O,O,X,O,X,X,X,X,X,X,O
SOIZJTL,O,O,X,O,X,X,X,X,O,X,X
SOIZJLT,O,O,X,O,X,X,X,X,X,X,X
SOLTIJZ,O,O,X,O,X,X,X,O,X,O,O
SOLTIZJ,O,O,X,O,O,X,X,X,X,O,O
SOLTJIZ,O,O,X,O,X,X,X,O,X,O,O
SOLTJZI,O,O,O,O,X,X,X,X,X,O,O
SOLTZIJ,O,O,X,O,O,X,X,X,X,O,O
SOLTZJI,O,O,X,O,O,X,X,X,X,O,O
SOLITJZ,O,O,X,O,X,X,X,O,X,O,O
SOLITZJ,O,O,X,O,O,X,X,X,X,O,O
SOLIJTZ,O,O,X,O,X,X,X,O,X,X,O
SOLIJZT,O,O,X,O,X,X,X,X,X,X,O
SOLIZTJ,O,O,X,O,O,X,X,X,X,O,O
SOLIZJT,O,O,X,O,X,X,X,X,X,X,O
SOLJTIZ,O,O,X,O,X,X,X,X,X,X,O
SOLJTZI,O,O,O,O,X,X,X,X,X,X,O
SOLJITZ,O,O,X,O,X,X,X,O,X,X,O
SOLJIZT,O,O,X,O,X,X,X,X,X,X,O
SOLJZTI,O,O,O,O,X,X,X,X,X,X,O
SOLJZIT,O,O,X,O,X,X,X,X,X,X,O
SOLZTIJ,O,O,X,O,O,X,X,X,X,O,O
