sequence,v115@RhB8EeA8BeE8AeD8Jex/IvhF8lBzhBfoB6oBmkBlrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgBzhBSoB3lBUoBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFzhBGjBRlBUoB3lBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFRhBziB+oBFlBXmB8rB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgB3hBCjB1qB8rBTtB,v115@RhB8EeA8BeE8AeD8Jex/IvhFlhBfoB6oBmkBzlB8rB,v115@RhB8EeA8BeE8AeD8Jei/IvhFxiBUlBFmBXnBToBGrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFChBxiB/rBFsBTtBUqB,v115@RhB8EeA8BeE8AeD8Jei/IvhFWmBUlBxnB/rBFsBTtB
ZTLJOSI,O,O,O,O,O,X,O,X,X
ZTLSIJO,O,O,O,O,O,O,X,X,X
ZTLSIOJ,O,O,O,O,O,O,O,X,X
ZTLSJIO,O,O,O,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,O,O,O,X,X
ZTLSOIJ,O,O,O,O,O,O,O,X,X
ZTLSOJI,O,O,O,O,O,O,O,X,X
ZTLOIJS,X,X,O,O,O,X,X,X,X
ZTLOISJ,O,X,O,X,O,O,O,X,X
ZTLOJIS,O,X,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,O,O,O,X,X
ZTLOSIJ,O,O,O,O,O,O,O,X,X
ZTLOSJI,O,O,O,O,O,O,O,X,X
ZTJILSO,O,X,O,O,O,O,X,X,O
ZTJILOS,O,X,O,O,O,X,X,X,O
ZTJISLO,O,X,O,O,O,O,X,X,X
ZTJISOL,O,X,O,O,O,O,X,X,X
ZTJIOLS,O,X,O,O,O,X,X,X,X
ZTJIOSL,O,X,O,O,O,O,X,X,X
ZTJLISO,O,X,O,O,O,O,X,X,O
ZTJLIOS,O,X,O,O,O,X,X,X,O
ZTJLSIO,O,O,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,O,O,O,X,X
ZTJLOIS,O,X,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,O,O,X,O,X,X
ZTJSILO,O,O,O,O,O,O,X,X,X
ZTJSIOL,O,O,O,O,O,O,X,X,X
ZTJSLIO,O,O,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,O,O,O,X,X
ZTJSOIL,O,O,O,O,O,O,O,X,X
ZTJSOLI,O,O,O,O,O,O,O,X,X
ZTJOILS,O,X,O,O,O,O,X,X,X
ZTJOISL,O,X,O,O,O,O,X,O,X
ZTJOLIS,O,X,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,O,O,O,X,X
ZTJOSIL,O,O,O,O,O,O,O,X,X
ZTJOSLI,O,O,O,O,O,O,O,X,X
ZTSILJO,O,O,O,O,O,O,X,X,X
ZTSILOJ,O,O,O,O,O,O,O,X,X
ZTSIJLO,O,O,O,O,O,O,X,X,X
ZTSIJOL,O,O,O,O,O,O,X,X,X
ZTSIOLJ,O,O,O,O,O,O,O,X,X
ZTSIOJL,O,O,O,O,O,O,O,X,X
ZTSLIJO,O,O,O,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,O,O,O,X,X
ZTSLJIO,O,O,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,O,O,O,X,X
ZTSLOIJ,O,O,O,O,O,O,O,X,X
ZTSLOJI,O,O,O,O,O,O,O,X,X
ZTSJILO,O,O,O,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,O,O,X,X,X
ZTSJLIO,O,O,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,O,O,O,X,X
ZTSJOIL,O,O,O,O,O,O,O,X,X
ZTSJOLI,O,O,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,O,O,O,O,X,X
ZTSOIJL,O,O,O,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,O,O,O,X,X
ZTSOLJI,O,O,O,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,O,O,O,X,X
ZTOILJS,X,X,O,O,O,X,X,X,X
ZTOILSJ,O,X,O,X,O,O,O,X,X
ZTOIJLS,O,X,O,O,O,O,X,X,X
ZTOIJSL,O,X,O,O,O,O,X,O,X
ZTOISLJ,O,X,O,X,O,O,O,O,X
ZTOISJL,O,X,O,X,O,O,O,O,X
ZTOLIJS,X,X,O,O,O,X,X,X,X
ZTOLISJ,O,X,O,X,O,O,O,X,X
ZTOLJIS,O,X,O,O,O,O,X,X,X
ZTOLJSI,O,O,O,O,O,O,O,X,X
ZTOLSIJ,O,O,O,O,O,O,O,X,X
ZTOLSJI,O,O,O,O,O,O,O,X,X
ZTOJILS,O,X,O,O,O,O,X,X,X
ZTOJISL,O,X,O,O,O,O,X,O,X
ZTOJLIS,O,X,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,O,O,O,X,X
ZTOJSIL,O,O,O,O,O,O,O,X,X
ZTOJSLI,O,O,O,O,O,O,O,X,X
ZTOSILJ,O,O,O,O,O,O,O,X,X
ZTOSIJL,O,O,O,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,O,O,O,X,X
ZTOSLJI,O,O,O,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,O,O,O,X,X
ZITLJSO,X,X,O,O,O,X,X,X,O
ZITLJOS,X,X,O,O,O,X,X,X,O
ZITLSJO,O,X,O,O,O,X,X,X,X
ZITLSOJ,O,X,O,O,O,X,O,X,X
ZITLOJS,X,X,O,O,O,X,X,X,X
ZITLOSJ,O,X,O,X,O,X,O,X,X
ZITJLSO,O,X,O,O,O,O,X,X,O
ZITJLOS,O,X,O,O,O,X,X,X,O
ZITJSLO,O,X,O,O,O,O,X,X,X
ZITJSOL,O,X,O,O,O,O,X,X,X
ZITJOLS,O,X,O,O,O,X,X,X,X
ZITJOSL,O,X,O,O,O,O,X,X,X
ZITSLJO,O,X,O,O,O,O,X,X,X
ZITSLOJ,O,X,O,O,O,O,O,X,X
ZITSJLO,O,X,O,O,O,O,X,X,X
ZITSJOL,O,X,O,O,O,O,X,X,X
ZITSOLJ,O,X,O,O,O,O,O,X,X
ZITSOJL,O,X,O,O,O,O,O,X,X
ZITOLJS,X,X,O,O,O,X,X,X,X
ZITOLSJ,O,X,O,X,O,O,O,X,X
ZITOJLS,O,X,O,O,O,O,X,X,X
ZITOJSL,O,X,O,O,O,O,X,X,X
ZITOSLJ,O,X,O,X,O,O,O,X,X
ZITOSJL,O,X,O,X,O,O,O,X,X
ZILTJSO,X,X,O,O,O,X,X,X,O
ZILTJOS,X,X,O,O,O,X,X,X,O
ZILTSJO,O,X,O,O,O,X,X,X,X
ZILTSOJ,O,X,O,O,O,X,O,X,X
ZILTOJS,X,X,O,O,O,X,X,X,X
ZILTOSJ,O,X,O,X,O,X,O,X,X
ZILJTSO,X,X,O,O,X,X,X,X,O
ZILJTOS,X,X,O,O,X,X,X,X,O
ZILJSTO,X,X,O,O,X,X,X,X,O
ZILJSOT,X,X,X,O,X,X,X,X,O
ZILJOTS,X,X,O,O,X,X,X,X,O
ZILJOST,X,X,X,O,X,X,X,X,O
ZILSTJO,O,X,O,O,X,X,X,X,X
ZILSTOJ,O,X,O,O,X,X,O,X,X
ZILSJTO,O,X,O,O,X,X,X,X,O
ZILSJOT,X,X,X,O,X,X,X,X,O
ZILSOTJ,O,X,X,X,X,X,O,X,X
ZILSOJT,X,X,X,O,X,X,O,X,X
ZILOTJS,X,X,O,X,X,X,X,X,X
ZILOTSJ,X,X,O,X,X,X,O,X,X
ZILOJTS,X,X,O,O,X,X,X,X,O
ZILOJST,X,X,X,O,X,X,O,X,O
ZILOSTJ,X,X,X,X,X,X,O,X,X
ZILOSJT,X,X,X,X,X,X,O,X,X
ZIJTLSO,O,X,O,O,X,O,X,X,O
ZIJTLOS,O,X,O,O,X,X,X,X,O
ZIJTSLO,O,X,O,O,X,O,X,X,X
ZIJTSOL,O,X,O,O,X,O,X,X,X
ZIJTOLS,O,X,O,O,X,X,X,X,X
ZIJTOSL,O,X,O,O,X,O,X,X,X
ZIJLTSO,O,X,O,O,X,O,X,X,O
ZIJLTOS,O,X,O,O,X,X,X,X,O
ZIJLSTO,O,X,O,O,X,O,X,X,O
ZIJLSOT,O,X,X,O,X,O,X,X,O
ZIJLOTS,X,X,O,O,X,X,X,X,O
ZIJLOST,X,X,X,O,X,X,X,X,O
ZIJSTLO,O,X,O,O,X,O,X,X,X
ZIJSTOL,O,X,O,O,X,O,X,X,X
ZIJSLTO,O,X,O,O,X,O,X,X,O
ZIJSLOT,O,X,X,O,X,O,X,X,O
ZIJSOTL,O,X,X,O,X,O,X,X,X
ZIJSOLT,O,X,X,O,X,O,X,X,X
ZIJOTLS,O,X,O,O,X,O,X,X,X
ZIJOTSL,O,X,O,O,X,O,X,X,X
ZIJOLTS,X,X,O,O,X,O,X,X,O
ZIJOLST,X,X,X,O,X,O,X,X,O
ZIJOSTL,O,X,X,O,X,O,X,X,X
ZIJOSLT,O,X,X,O,X,O,X,X,X
ZISTLJO,O,X,O,O,X,O,X,X,X
ZISTLOJ,O,X,O,O,X,O,O,X,X
ZISTJLO,O,X,O,O,X,O,X,X,X
ZISTJOL,O,X,O,O,X,O,X,X,X
ZISTOLJ,O,X,O,O,X,O,O,X,X
ZISTOJL,O,X,O,O,X,O,O,X,X
ZISLTJO,O,X,O,O,X,O,X,X,X
ZISLTOJ,O,X,O,O,X,O,O,X,X
ZISLJTO,O,X,O,O,X,O,X,X,O
ZISLJOT,O,X,X,O,X,O,X,X,O
ZISLOTJ,O,X,X,X,X,O,O,X,X
ZISLOJT,X,X,X,O,X,O,O,X,X
ZISJTLO,O,X,O,O,X,O,X,X,X
ZISJTOL,O,X,O,O,X,O,X,X,X
ZISJLTO,O,X,O,O,X,O,X,X,O
ZISJLOT,O,X,X,O,X,O,X,X,O
ZISJOTL,O,X,X,O,X,O,X,X,X
ZISJOLT,O,X,X,O,X,O,X,X,X
ZISOTLJ,O,X,X,O,X,O,O,X,X
ZISOTJL,O,X,X,O,X,O,O,X,X
ZISOLTJ,O,X,X,X,X,O,O,X,X
ZISOLJT,X,X,X,O,X,O,O,X,X
ZISOJTL,X,X,X,O,X,O,O,X,X
ZISOJLT,X,X,X,O,X,O,O,X,X
ZIOTLJS,X,X,O,O,O,X,X,X,X
ZIOTLSJ,O,X,O,X,O,O,O,X,X
ZIOTJLS,X,X,O,O,O,O,X,X,X
ZIOTJSL,O,X,O,O,O,O,X,X,X
ZIOTSLJ,O,X,O,X,O,O,O,X,X
ZIOTSJL,O,X,O,X,O,O,O,X,X
ZIOLTJS,X,X,O,X,O,X,X,X,X
ZIOLTSJ,X,X,O,X,O,O,O,X,X
ZIOLJTS,X,X,O,O,X,X,X,X,O
ZIOLJST,X,X,X,O,X,X,O,X,O
ZIOLSTJ,X,X,X,X,X,O,O,X,X
ZIOLSJT,X,X,X,X,X,O,O,X,X
ZIOJTLS,X,X,O,O,X,O,X,X,X
ZIOJTSL,X,X,O,O,X,O,X,X,X
ZIOJLTS,X,X,O,O,X,O,X,X,O
ZIOJLST,X,X,X,O,X,O,O,X,O
ZIOJSTL,X,X,X,O,X,O,O,X,X
ZIOJSLT,X,X,X,O,X,O,O,X,X
ZIOSTLJ,O,X,X,O,X,O,O,X,X
ZIOSTJL,O,X,X,O,X,O,O,X,X
ZIOSLTJ,O,X,X,X,X,O,O,X,X
ZIOSLJT,X,X,X,O,X,O,O,X,X
ZIOSJTL,X,X,X,O,X,O,O,X,X
ZIOSJLT,X,X,X,O,X,O,O,X,X
ZLTIJSO,X,X,O,O,O,X,X,X,O
ZLTIJOS,X,X,O,O,O,X,X,X,O
ZLTISJO,O,X,O,O,O,X,X,X,X
ZLTISOJ,O,X,O,O,O,X,O,X,X
ZLTIOJS,X,X,O,O,O,X,X,X,X
ZLTIOSJ,O,X,O,X,O,X,O,X,X
ZLTJISO,O,X,O,O,O,O,X,X,O
ZLTJIOS,O,X,O,O,O,X,X,X,O
ZLTJSIO,O,O,O,O,O,O,X,X,X
ZLTJSOI,O,O,O,O,O,O,O,X,X
ZLTJOIS,O,X,O,O,O,X,X,X,X
ZLTJOSI,O,O,O,O,O,X,O,X,X
ZLTSIJO,O,O,O,O,O,O,X,X,X
ZLTSIOJ,O,O,O,O,O,O,O,X,X
ZLTSJIO,O,O,O,O,O,O,X,X,X
ZLTSJOI,O,O,O,O,O,O,O,X,X
ZLTSOIJ,O,O,O,O,O,O,O,X,X
ZLTSOJI,O,O,O,O,O,O,O,X,X
ZLTOIJS,X,X,O,O,O,X,X,X,X
ZLTOISJ,O,X,O,X,O,O,O,X,X
ZLTOJIS,O,X,O,O,O,O,X,X,X
ZLTOJSI,O,O,O,O,O,O,O,X,X
ZLTOSIJ,O,O,O,O,O,O,O,X,X
ZLTOSJI,O,O,O,O,O,O,O,X,X
ZLITJSO,X,X,O,O,O,X,X,X,O
ZLITJOS,X,X,O,O,O,X,X,X,O
ZLITSJO,O,X,O,O,O,X,X,X,X
ZLITSOJ,O,X,O,O,O,X,O,X,X
ZLITOJS,X,X,O,O,O,X,X,X,X
ZLITOSJ,O,X,O,X,O,X,O,X,X
ZLIJTSO,X,X,O,O,X,X,X,X,O
ZLIJTOS,X,X,O,O,X,X,X,X,O
ZLIJSTO,X,X,O,O,X,X,X,X,O
ZLIJSOT,X,X,X,O,X,X,X,X,O
ZLIJOTS,X,X,O,O,X,X,X,X,O
ZLIJOST,X,X,X,O,X,X,X,X,O
ZLISTJO,O,X,O,O,X,X,X,X,X
ZLISTOJ,O,X,O,O,X,X,O,X,X
ZLISJTO,O,X,O,O,X,X,X,X,O
ZLISJOT,X,X,X,O,X,X,X,X,O
ZLISOTJ,O,X,X,X,X,X,O,X,X
ZLISOJT,X,X,X,O,X,X,O,X,X
ZLIOTJS,X,X,O,X,X,X,X,X,X
ZLIOTSJ,X,X,O,X,X,X,O,X,X
ZLIOJTS,X,X,O,O,X,X,X,X,O
ZLIOJST,X,X,X,O,X,X,O,X,O
ZLIOSTJ,X,X,X,X,X,X,O,X,X
ZLIOSJT,X,X,X,X,X,X,O,X,X
ZLJTISO,O,X,O,O,O,O,X,X,O
ZLJTIOS,O,X,O,O,O,X,X,X,O
ZLJTSIO,O,O,O,O,O,O,X,X,X
ZLJTSOI,O,O,O,O,O,O,O,X,X
ZLJTOIS,O,X,O,O,O,X,X,X,X
ZLJTOSI,O,O,O,O,O,X,O,X,X
ZLJITSO,O,X,O,O,O,O,X,X,O
ZLJITOS,O,X,O,O,O,X,X,X,O
ZLJISTO,O,O,O,O,X,O,X,X,O
ZLJISOT,O,X,X,O,X,O,X,X,O
ZLJIOTS,X,X,O,O,X,X,X,X,O
ZLJIOST,X,X,X,O,X,X,X,X,O
ZLJSTIO,O,O,O,O,X,O,X,X,X
ZLJSTOI,O,O,O,O,X,O,O,X,X
ZLJSITO,O,O,O,O,X,O,X,X,O
ZLJSIOT,O,X,X,O,X,O,X,X,O
ZLJSOTI,O,X,X,O,X,O,O,X,X
ZLJSOIT,O,X,X,O,X,O,O,X,X
ZLJOTIS,X,X,O,O,X,O,X,X,X
ZLJOTSI,X,X,O,O,X,O,O,X,X
ZLJOITS,X,X,O,O,X,O,X,X,O
ZLJOIST,X,X,X,O,X,O,O,X,O
ZLJOSTI,X,X,X,O,X,O,O,X,X
ZLJOSIT,X,X,X,O,X,O,O,X,X
ZLSTIJO,O,O,O,O,O,O,X,X,X
ZLSTIOJ,O,O,O,O,O,O,O,X,X
ZLSTJIO,O,O,O,O,O,O,X,X,X
ZLSTJOI,O,O,O,O,O,O,O,X,X
ZLSTOIJ,O,O,O,O,O,O,O,X,X
ZLSTOJI,O,O,O,O,O,O,O,X,X
ZLSITJO,O,O,O,O,X,O,X,X,X
ZLSITOJ,O,O,O,O,X,O,O,X,X
ZLSIJTO,O,O,O,O,X,O,X,X,O
ZLSIJOT,O,X,X,O,X,O,X,X,O
ZLSIOTJ,O,X,X,X,X,O,O,X,X
ZLSIOJT,X,X,X,O,X,O,O,X,X
ZLSJTIO,O,O,O,O,X,O,X,X,X
ZLSJTOI,O,O,O,O,X,O,O,X,X
ZLSJITO,O,O,O,O,X,O,X,X,O
ZLSJIOT,O,X,X,O,X,O,X,X,O
ZLSJOTI,O,X,X,O,X,O,O,X,X
ZLSJOIT,O,X,X,O,X,O,O,X,X
ZLSOTIJ,O,X,X,X,X,O,O,X,X
ZLSOTJI,O,X,X,X,X,O,O,X,X
ZLSOITJ,O,X,X,X,X,O,O,X,X
ZLSOIJT,X,X,X,O,X,O,O,X,X
ZLSOJTI,O,X,X,O,X,O,O,X,X
ZLSOJIT,O,X,X,O,X,O,O,X,X
ZLOTIJS,X,X,O,O,O,X,X,X,X
ZLOTISJ,X,X,O,X,O,O,O,X,X
ZLOTJIS,X,X,O,O,O,O,X,X,X
ZLOTJSI,X,X,O,O,O,O,O,X,X
ZLOTSIJ,X,X,O,O,O,O,O,X,X
ZLOTSJI,X,X,O,O,O,O,O,X,X
ZLOITJS,X,X,O,X,O,X,X,X,X
ZLOITSJ,X,X,O,X,O,O,O,X,X
ZLOIJTS,X,X,O,O,X,X,X,X,O
ZLOIJST,X,X,X,O,X,X,O,X,O
ZLOISTJ,X,X,X,X,X,O,O,X,X
ZLOISJT,X,X,X,X,X,O,O,X,X
ZLOJTIS,X,X,O,O,O,O,X,X,X
ZLOJTSI,X,X,O,O,O,O,O,X,X
ZLOJITS,X,X,O,O,X,O,X,X,O
ZLOJIST,X,X,X,O,X,O,O,X,O
ZLOJSTI,X,X,X,O,X,O,O,X,X
ZLOJSIT,X,X,X,O,X,O,O,X,X
ZLOSTIJ,X,X,X,X,O,O,O,X,X
ZLOSTJI,X,X,X,X,O,O,O,X,X
ZLOSITJ,X,X,X,X,X,O,O,X,X
ZLOSIJT,X,X,X,O,X,O,O,X,X
ZLOSJTI,X,X,X,O,X,O,O,X,X
ZLOSJIT,X,X,X,O,X,O,O,X,X
ZJTILSO,O,X,O,O,O,O,X,X,O
ZJTILOS,O,X,O,O,O,X,X,X,O
ZJTISLO,O,X,O,O,O,O,X,X,X
ZJTISOL,O,X,O,O,O,O,X,X,X
ZJTIOLS,O,X,O,O,O,X,X,X,X
ZJTIOSL,O,X,O,O,O,O,X,X,X
ZJTLISO,O,X,O,O,O,O,X,X,O
ZJTLIOS,O,X,O,O,O,X,X,X,O
ZJTLSIO,O,O,O,O,O,O,X,X,X
ZJTLSOI,O,O,O,O,O,O,O,X,X
ZJTLOIS,O,X,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,O,O,X,O,X,X
ZJTSILO,O,O,O,O,O,O,X,X,X
ZJTSIOL,O,O,O,O,O,O,X,X,X
ZJTSLIO,O,O,O,O,O,O,X,X,X
ZJTSLOI,O,O,O,O,O,O,O,X,X
ZJTSOIL,O,O,O,O,O,O,O,X,X
ZJTSOLI,O,O,O,O,O,O,O,X,X
ZJTOILS,O,X,O,O,O,O,X,X,X
ZJTOISL,O,X,O,O,O,O,X,O,X
ZJTOLIS,O,X,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,O,O,O,X,X
ZJTOSIL,O,O,O,O,O,O,O,X,X
ZJTOSLI,O,O,O,O,O,O,O,X,X
ZJITLSO,O,X,O,O,O,O,X,X,O
ZJITLOS,O,X,O,O,O,X,X,X,O
ZJITSLO,O,X,O,O,O,O,X,X,X
ZJITSOL,O,X,O,O,O,O,X,X,X
ZJITOLS,O,X,O,O,O,X,X,X,X
ZJITOSL,O,X,O,O,O,O,X,X,X
ZJILTSO,O,X,O,O,O,O,X,X,O
ZJILTOS,O,X,O,O,O,X,X,X,O
ZJILSTO,O,O,O,O,X,O,X,X,O
ZJILSOT,O,X,X,O,X,O,X,X,O
ZJILOTS,X,X,O,O,X,X,X,X,O
ZJILOST,X,X,X,O,X,X,X,X,O
ZJISTLO,O,O,O,O,X,O,X,X,X
ZJISTOL,O,O,O,O,X,O,X,X,X
ZJISLTO,O,O,O,O,X,O,X,X,O
ZJISLOT,O,X,X,O,X,O,X,X,O
ZJISOTL,O,X,X,O,X,O,X,X,X
ZJISOLT,O,X,X,O,X,O,X,X,X
ZJIOTLS,O,X,O,O,O,O,X,X,X
ZJIOTSL,O,X,O,O,O,O,X,X,X
ZJIOLTS,X,X,O,O,O,O,X,X,O
ZJIOLST,X,X,X,O,X,O,X,X,O
ZJIOSTL,O,X,X,O,X,O,X,X,X
ZJIOSLT,O,X,X,O,X,O,X,X,X
ZJLTISO,O,X,O,O,O,O,X,X,O
ZJLTIOS,O,X,O,O,O,X,X,X,O
ZJLTSIO,O,O,O,O,O,O,X,X,X
ZJLTSOI,O,O,O,O,O,O,O,X,X
ZJLTOIS,O,X,O,O,O,X,X,X,X
ZJLTOSI,O,O,O,O,O,X,O,X,X
ZJLITSO,O,X,O,O,O,O,X,X,O
ZJLITOS,O,X,O,O,O,X,X,X,O
ZJLISTO,O,O,O,O,X,O,X,X,O
ZJLISOT,O,X,X,O,X,O,X,X,O
ZJLIOTS,X,X,O,O,X,X,X,X,O
ZJLIOST,X,X,X,O,X,X,X,X,O
ZJLSTIO,O,O,O,O,X,O,X,X,X
ZJLSTOI,O,O,O,O,X,O,O,X,X
ZJLSITO,O,O,O,O,X,O,X,X,O
ZJLSIOT,O,X,X,O,X,O,X,X,O
ZJLSOTI,O,X,X,O,X,O,O,X,X
ZJLSOIT,O,X,X,O,X,O,O,X,X
ZJLOTIS,X,X,O,O,X,O,X,X,X
ZJLOTSI,X,X,O,O,X,O,O,X,X
ZJLOITS,X,X,O,O,X,O,X,X,O
ZJLOIST,X,X,X,O,X,O,O,X,O
ZJLOSTI,X,X,X,O,X,O,O,X,X
ZJLOSIT,X,X,X,O,X,O,O,X,X
ZJSTILO,O,O,O,O,X,O,X,X,X
ZJSTIOL,O,O,O,O,X,O,X,X,X
ZJSTLIO,O,O,O,O,X,O,X,X,X
ZJSTLOI,O,O,O,O,X,O,O,O,X
ZJSTOIL,O,O,O,O,X,O,O,O,X
ZJSTOLI,O,O,O,O,X,O,O,O,X
ZJSITLO,O,O,O,O,X,O,X,X,X
ZJSITOL,O,O,O,O,X,O,X,X,X
ZJSILTO,O,O,O,O,X,O,X,X,O
ZJSILOT,O,X,X,O,X,O,X,X,O
ZJSIOTL,O,X,X,O,X,O,X,X,X
ZJSIOLT,O,X,X,O,X,O,X,X,X
ZJSLTIO,O,O,O,O,X,O,X,X,X
ZJSLTOI,O,O,O,O,X,O,O,O,X
ZJSLITO,O,O,O,O,X,O,X,X,O
ZJSLIOT,O,X,X,O,X,O,X,X,O
ZJSLOTI,O,X,X,O,X,O,O,O,X
ZJSLOIT,O,X,X,O,X,O,O,X,X
ZJSOTIL,O,X,X,O,X,O,O,O,X
ZJSOTLI,O,X,X,O,X,O,O,O,X
ZJSOITL,O,X,X,O,X,O,O,X,X
ZJSOILT,O,X,X,O,X,O,O,X,X
ZJSOLTI,O,X,X,O,X,O,O,O,X
ZJSOLIT,O,X,X,O,X,O,O,X,X
ZJOTILS,O,X,O,O,O,O,X,X,X
ZJOTISL,O,X,O,O,O,O,X,O,X
ZJOTLIS,O,X,O,O,O,O,X,X,X
ZJOTLSI,O,X,O,O,O,O,O,X,X
ZJOTSIL,O,X,O,O,O,O,O,X,X
ZJOTSLI,O,X,O,O,O,O,O,X,X
ZJOITLS,O,X,O,O,O,O,X,X,X
ZJOITSL,O,X,O,O,O,O,X,O,X
ZJOILTS,X,X,O,O,O,O,X,X,O
ZJOILST,X,X,X,O,X,O,O,X,O
ZJOISTL,O,X,X,O,X,O,O,X,X
ZJOISLT,O,X,X,O,X,O,O,X,X
ZJOLTIS,X,X,O,O,O,O,X,X,X
ZJOLTSI,X,X,O,O,O,O,O,X,X
ZJOLITS,X,X,O,O,O,O,X,X,O
ZJOLIST,X,X,X,O,X,O,O,X,O
ZJOLSTI,X,X,X,O,X,O,O,X,X
ZJOLSIT,X,X,X,O,X,O,O,X,X
ZJOSTIL,O,X,X,O,X,O,O,O,X
ZJOSTLI,O,X,X,O,X,O,O,O,X
ZJOSITL,O,X,X,O,X,O,O,X,X
ZJOSILT,O,X,X,O,X,O,O,X,X
ZJOSLTI,O,X,X,O,X,O,O,O,X
ZJOSLIT,O,X,X,O,X,O,O,X,X
ZSTILJO,O,O,O,O,O,O,X,X,X
ZSTILOJ,O,O,O,O,O,O,O,X,X
ZSTIJLO,O,O,O,O,O,O,X,X,X
ZSTIJOL,O,O,O,O,O,O,X,X,X
ZSTIOLJ,O,O,O,O,O,O,O,X,X
ZSTIOJL,O,O,O,O,O,O,O,X,X
ZSTLIJO,O,O,O,O,O,O,X,X,X
ZSTLIOJ,O,O,O,O,O,O,O,X,X
ZSTLJIO,O,O,O,O,O,O,X,X,X
ZSTLJOI,O,O,O,O,O,O,O,O,X
ZSTLOIJ,O,O,O,O,O,O,O,O,X
ZSTLOJI,O,O,O,O,O,O,O,O,X
ZSTJILO,O,O,O,O,O,O,X,X,X
ZSTJIOL,O,O,O,O,O,O,X,X,X
ZSTJLIO,O,O,O,O,O,O,X,X,X
ZSTJLOI,O,O,O,O,O,O,O,O,X
ZSTJOIL,O,O,O,O,O,O,O,O,X
ZSTJOLI,O,O,O,O,O,O,O,O,X
ZSTOILJ,O,O,O,O,O,O,O,O,X
ZSTOIJL,O,O,O,O,O,O,O,O,X
ZSTOLIJ,O,O,O,O,O,O,O,O,X
ZSTOLJI,O,O,O,O,O,O,O,O,X
ZSTOJIL,O,O,O,O,O,O,O,O,X
ZSTOJLI,O,O,O,O,O,O,O,O,X
ZSITLJO,O,O,O,O,X,O,X,X,X
ZSITLOJ,O,O,O,O,X,O,O,X,X
ZSITJLO,O,O,O,O,X,O,X,X,X
ZSITJOL,O,O,O,O,X,O,X,X,X
ZSITOLJ,O,O,O,O,X,O,O,X,X
ZSITOJL,O,O,O,O,X,O,O,X,X
ZSILTJO,O,O,O,O,X,O,X,X,X
ZSILTOJ,O,O,O,O,X,O,O,X,X
ZSILJTO,O,O,O,O,X,O,X,X,O
ZSILJOT,O,X,X,O,X,O,X,X,O
ZSILOTJ,O,X,X,X,X,O,O,X,X
ZSILOJT,X,X,X,O,X,O,O,X,X
ZSIJTLO,O,O,O,O,X,O,X,X,X
ZSIJTOL,O,O,O,O,X,O,X,X,X
ZSIJLTO,O,O,O,O,X,O,X,X,O
ZSIJLOT,O,X,X,O,X,O,X,X,O
ZSIJOTL,O,X,X,O,X,O,X,X,X
ZSIJOLT,O,X,X,O,X,O,X,X,X
ZSIOTLJ,O,X,X,O,X,O,O,X,X
ZSIOTJL,O,X,X,O,X,O,O,X,X
ZSIOLTJ,O,X,X,X,X,O,O,X,X
ZSIOLJT,X,X,X,O,X,O,O,X,X
ZSIOJTL,X,X,X,O,X,O,O,X,X
ZSIOJLT,X,X,X,O,X,O,O,X,X
ZSLTIJO,O,O,O,O,O,O,X,X,X
ZSLTIOJ,O,O,O,O,O,O,O,X,X
ZSLTJIO,O,O,O,O,O,O,X,X,X
ZSLTJOI,O,O,O,O,O,O,O,O,X
ZSLTOIJ,O,O,O,O,O,O,O,O,X
ZSLTOJI,O,O,O,O,O,O,O,O,X
ZSLITJO,O,O,O,O,X,O,X,X,X
ZSLITOJ,O,O,O,O,X,O,O,X,X
ZSLIJTO,O,O,O,O,X,O,X,X,O
ZSLIJOT,O,X,X,O,X,O,X,X,O
ZSLIOTJ,O,X,X,X,X,O,O,X,X
ZSLIOJT,X,X,X,O,X,O,O,X,X
ZSLJTIO,O,O,O,O,X,O,X,X,X
ZSLJTOI,O,O,O,O,X,O,O,O,X
ZSLJITO,O,O,O,O,X,O,X,X,O
