sequence,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBmiBXlBl?mBcsBTrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBclBihBz?iBFsB3rB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukB8mBziBi?lBXsBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFGgB/mBFiB8?nBzkBywB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBXiB8nBi?lBzrBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBThBOnB8?nBXlB1wB,v115@GhA8IeA8CeB8CeB8AeC8CeC8Jex/IvhFziBOpBXlBV?sB0rBirB
ZOJLSTI,X,X,O,O,O,X,X
ZOJLSIT,X,O,O,O,O,X,X
ZOJSTIL,O,O,X,O,X,X,O
ZOJSTLI,O,O,X,O,X,X,O
ZOJSITL,O,O,X,O,X,X,O
ZOJSILT,O,O,O,O,O,X,X
ZOJSLTI,O,X,O,O,O,X,X
ZOJSLIT,O,O,O,O,O,X,X
ZOSTILJ,O,O,O,O,O,O,X
ZOSTIJL,O,O,X,O,X,O,X
ZOSTLIJ,O,O,O,O,O,O,X
ZOSTLJI,O,O,O,O,O,O,X
ZOSTJIL,O,O,X,O,X,O,O
ZOSTJLI,O,O,X,O,X,O,O
ZOSITLJ,O,O,O,O,O,O,X
ZOSITJL,O,O,X,O,X,O,X
ZOSILTJ,O,X,O,O,O,O,X
ZOSILJT,O,O,O,O,O,X,X
ZOSIJTL,O,O,X,O,X,X,X
ZOSIJLT,O,O,O,O,O,X,X
ZOSLTIJ,O,X,O,O,O,O,X
ZOSLTJI,O,X,O,O,O,O,X
ZOSLITJ,O,X,O,O,O,O,X
ZOSLIJT,O,O,O,O,O,X,X
ZOSLJTI,O,X,O,O,O,X,X
ZOSLJIT,O,O,O,O,O,X,X
ZOSJTIL,O,O,X,O,X,X,O
ZOSJTLI,O,O,X,O,X,X,O
ZOSJITL,O,O,X,O,X,X,O
ZOSJILT,O,O,O,O,O,X,X
ZOSJLTI,O,X,O,O,O,X,X
ZOSJLIT,O,O,O,O,O,X,X
OTILJSZ,X,X,O,X,X,X,X
OTILJZS,X,O,X,X,O,X,X
OTILSJZ,X,X,O,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X
OTILZJS,X,O,X,X,O,X,X
OTILZSJ,X,O,X,X,O,X,X
OTIJLSZ,X,X,O,X,X,X,X
OTIJLZS,X,O,X,X,O,X,X
OTIJSLZ,X,X,O,X,X,X,O
OTIJSZL,X,X,X,O,X,X,O
OTIJZLS,X,O,X,O,O,X,X
OTIJZSL,X,O,X,O,X,X,X
OTISLJZ,X,X,O,X,X,X,X
OTISLZJ,X,O,O,X,X,X,X
OTISJLZ,X,X,O,X,X,X,O
OTISJZL,X,X,X,O,X,X,O
OTISZLJ,X,O,O,O,X,X,X
OTISZJL,X,O,X,O,X,X,X
OTIZLJS,X,O,X,O,O,X,X
OTIZLSJ,X,O,X,O,O,X,X
OTIZJLS,X,O,X,O,O,X,X
OTIZJSL,X,O,X,O,X,X,X
OTIZSLJ,X,O,X,O,O,X,X
OTIZSJL,X,O,X,O,X,X,X
OTLIJSZ,X,X,O,X,X,X,X
OTLIJZS,X,O,X,X,O,X,X
OTLISJZ,X,X,O,X,X,X,X
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,X,O,X,X,O,X,X
OTLIZSJ,X,O,X,X,O,X,X
OTLJISZ,X,X,O,X,X,X,X
OTLJIZS,X,O,X,X,O,X,X
OTLJSIZ,X,X,O,X,X,X,O
OTLJSZI,X,X,O,X,X,X,O
OTLJZIS,X,O,X,X,O,X,X
OTLJZSI,X,O,X,X,O,X,X
OTLSIJZ,X,X,O,X,X,X,X
OTLSIZJ,X,O,O,X,X,X,X
OTLSJIZ,X,X,O,X,X,X,O
OTLSJZI,X,X,O,X,X,X,O
OTLSZIJ,X,O,O,X,X,X,X
OTLSZJI,X,O,O,X,X,X,X
OTLZIJS,X,O,X,X,O,X,X
OTLZISJ,X,O,X,X,O,X,X
OTLZJIS,X,O,X,X,O,X,X
OTLZJSI,X,O,X,X,O,X,X
OTLZSIJ,X,O,X,X,O,X,X
OTLZSJI,X,O,X,X,O,X,X
OTJILSZ,X,X,O,X,X,X,X
OTJILZS,X,O,X,X,O,X,X
OTJISLZ,X,X,O,X,X,X,O
OTJISZL,X,X,X,O,X,X,O
OTJIZLS,X,O,X,O,O,X,X
OTJIZSL,X,O,X,O,X,X,X
OTJLISZ,X,X,O,X,X,X,X
OTJLIZS,X,O,X,X,O,X,X
OTJLSIZ,X,X,O,X,X,X,O
OTJLSZI,X,X,O,X,X,X,O
OTJLZIS,X,O,X,X,O,X,X
OTJLZSI,X,O,X,X,O,X,X
OTJSILZ,X,X,O,X,X,X,O
OTJSIZL,X,X,X,O,X,X,O
OTJSLIZ,X,X,O,X,X,X,O
OTJSLZI,X,X,O,X,X,X,O
OTJSZIL,X,X,X,O,X,X,O
OTJSZLI,X,X,X,O,X,X,O
OTJZILS,X,O,X,O,O,X,X
OTJZISL,X,O,X,O,X,X,X
OTJZLIS,X,O,X,O,O,X,X
OTJZLSI,X,O,X,O,O,X,X
OTJZSIL,X,O,X,O,X,X,O
OTJZSLI,X,O,X,O,X,X,O
OTSILJZ,X,X,O,X,X,X,X
OTSILZJ,X,O,O,X,X,X,X
OTSIJLZ,X,X,O,X,X,X,O
OTSIJZL,X,X,X,O,X,X,O
OTSIZLJ,X,O,O,O,X,X,X
OTSIZJL,X,O,X,O,X,X,X
OTSLIJZ,X,X,O,X,X,X,X
OTSLIZJ,X,O,O,X,X,X,X
OTSLJIZ,X,X,O,X,X,X,O
OTSLJZI,X,X,O,X,X,X,O
OTSLZIJ,X,O,O,X,X,X,X
OTSLZJI,X,O,O,X,X,X,X
OTSJILZ,X,X,O,X,X,X,O
OTSJIZL,X,X,X,O,X,X,O
OTSJLIZ,X,X,O,X,X,X,O
OTSJLZI,X,X,O,X,X,X,O
OTSJZIL,X,X,X,O,X,X,O
OTSJZLI,X,X,X,O,X,X,O
OTSZILJ,X,O,O,O,X,X,X
OTSZIJL,X,O,X,O,X,X,X
OTSZLIJ,X,O,O,O,X,X,X
OTSZLJI,X,O,O,O,X,X,X
OTSZJIL,X,O,X,O,X,X,O
OTSZJLI,X,O,X,O,X,X,O
OTZILJS,X,O,X,O,O,X,X
OTZILSJ,X,O,X,O,O,X,X
OTZIJLS,X,O,X,O,O,X,X
OTZIJSL,X,O,X,O,X,X,X
OTZISLJ,X,O,X,O,O,X,X
OTZISJL,X,O,X,O,X,X,X
OTZLIJS,X,O,X,O,O,X,X
OTZLISJ,X,O,X,O,O,X,X
OTZLJIS,X,O,X,O,O,X,X
OTZLJSI,X,O,X,O,O,X,X
OTZLSIJ,X,O,X,O,O,X,X
OTZLSJI,X,O,X,O,O,X,X
OTZJILS,X,O,X,O,O,X,X
OTZJISL,X,O,X,O,X,X,X
OTZJLIS,X,O,X,O,O,X,X
OTZJLSI,X,O,X,O,O,X,X
OTZJSIL,X,O,X,O,X,X,O
OTZJSLI,X,O,X,O,X,X,O
OTZSILJ,X,O,X,O,O,X,X
OTZSIJL,X,O,X,O,X,X,X
OTZSLIJ,X,O,X,O,O,X,X
OTZSLJI,X,O,X,O,O,X,X
OTZSJIL,X,O,X,O,X,X,O
OTZSJLI,X,O,X,O,X,X,O
OITLJSZ,X,X,O,X,X,X,X
OITLJZS,X,O,X,X,O,X,X
OITLSJZ,X,X,O,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X
OITLZJS,X,O,X,X,O,X,X
OITLZSJ,X,O,X,X,O,X,X
OITJLSZ,X,X,O,X,X,X,X
OITJLZS,X,O,X,X,O,X,X
OITJSLZ,X,X,O,X,X,X,O
OITJSZL,X,X,X,O,X,X,O
OITJZLS,X,O,X,O,O,X,X
OITJZSL,X,O,X,O,X,X,X
OITSLJZ,X,X,O,X,X,X,X
OITSLZJ,X,O,O,X,X,X,X
OITSJLZ,X,X,O,X,X,X,O
OITSJZL,X,X,X,O,X,X,O
OITSZLJ,X,O,O,O,X,X,X
OITSZJL,X,O,X,O,X,X,X
OITZLJS,X,O,X,O,O,X,X
OITZLSJ,X,O,X,O,O,X,X
OITZJLS,X,O,X,O,O,X,X
OITZJSL,X,O,X,O,X,X,X
OITZSLJ,X,O,X,O,O,X,X
OITZSJL,X,O,X,O,X,X,X
OILTJSZ,X,X,O,X,X,X,X
OILTJZS,X,O,X,X,O,X,X
OILTSJZ,X,X,O,X,X,X,X
OILTSZJ,X,O,O,X,X,X,X
OILTZJS,X,O,X,X,O,X,X
OILTZSJ,X,O,X,X,O,X,X
OILJTSZ,X,X,O,X,X,X,X
OILJTZS,X,X,X,X,O,X,X
OILJSTZ,X,X,O,X,X,X,X
OILJSZT,X,X,O,O,O,X,X
OILJZTS,X,O,X,O,O,X,X
OILJZST,X,O,O,O,O,X,X
OILSTJZ,X,X,O,X,X,X,X
OILSTZJ,X,X,O,X,X,X,X
OILSJTZ,X,X,O,X,X,X,X
OILSJZT,X,X,O,O,O,X,X
OILSZTJ,X,X,O,O,O,X,X
OILSZJT,X,O,O,O,O,X,X
OILZTJS,X,O,X,O,O,X,X
OILZTSJ,X,O,X,O,O,X,X
OILZJTS,X,O,X,O,O,X,X
OILZJST,X,O,O,O,O,X,X
OILZSTJ,X,X,O,O,O,X,X
OILZSJT,X,O,O,O,O,X,X
OIJTLSZ,X,X,O,X,X,X,X
OIJTLZS,X,O,X,X,O,X,X
OIJTSLZ,X,X,O,X,X,X,O
OIJTSZL,X,X,X,O,X,X,O
OIJTZLS,X,O,X,O,O,X,X
OIJTZSL,X,O,X,O,X,X,X
OIJLTSZ,X,X,O,X,X,X,X
OIJLTZS,X,X,X,X,O,X,X
OIJLSTZ,X,X,O,X,X,X,X
OIJLSZT,X,X,O,O,O,X,X
OIJLZTS,X,O,X,O,O,X,X
OIJLZST,X,O,O,O,O,X,X
OIJSTLZ,X,X,O,X,X,X,O
OIJSTZL,X,X,X,O,X,X,O
OIJSLTZ,X,X,O,X,X,X,O
OIJSLZT,O,X,O,O,O,X,X
OIJSZTL,O,X,X,O,X,X,O
OIJSZLT,O,X,O,O,O,X,X
OIJZTLS,X,O,X,O,O,X,X
OIJZTSL,O,O,X,O,X,X,X
OIJZLTS,X,O,X,O,O,X,X
OIJZLST,X,O,O,O,O,X,X
OIJZSTL,O,O,X,O,X,X,X
OIJZSLT,O,O,O,O,O,X,X
OISTLJZ,X,X,O,X,X,X,X
OISTLZJ,X,O,O,X,X,X,X
OISTJLZ,X,X,O,X,X,X,O
OISTJZL,X,X,X,O,X,X,O
OISTZLJ,X,O,O,O,X,X,X
OISTZJL,X,O,X,O,X,X,X
OISLTJZ,X,X,O,X,X,X,X
OISLTZJ,X,X,O,X,X,X,X
OISLJTZ,X,X,O,X,X,X,X
OISLJZT,O,X,O,O,O,X,X
OISLZTJ,O,X,O,O,O,O,X
OISLZJT,O,O,O,O,O,X,X
OISJTLZ,X,X,O,X,X,X,O
OISJTZL,X,X,X,O,X,X,O
OISJLTZ,X,X,O,X,X,X,O
OISJLZT,O,X,O,O,O,X,X
OISJZTL,O,X,X,O,X,X,O
OISJZLT,O,X,O,O,O,X,X
OISZTLJ,O,O,O,O,O,O,X
OISZTJL,O,O,X,O,X,O,X
OISZLTJ,O,X,O,O,O,O,X
OISZLJT,O,O,O,O,O,X,X
OISZJTL,O,O,X,O,X,X,X
OISZJLT,O,O,O,O,O,X,X
OIZTLJS,X,O,X,O,O,O,X
OIZTLSJ,X,O,X,O,O,O,X
OIZTJLS,X,O,X,O,O,O,X
OIZTJSL,O,O,X,O,X,O,X
OIZTSLJ,O,O,X,O,O,O,X
OIZTSJL,O,O,X,O,X,O,X
OIZLTJS,X,O,X,O,O,X,X
OIZLTSJ,X,O,X,O,O,X,X
OIZLJTS,X,O,X,O,O,X,X
OIZLJST,X,O,O,O,O,X,X
OIZLSTJ,X,X,O,O,O,X,X
OIZLSJT,X,O,O,O,O,X,X
OIZJTLS,X,O,X,O,O,X,X
OIZJTSL,O,O,X,O,X,X,X
OIZJLTS,X,O,X,O,O,X,X
OIZJLST,X,O,O,O,O,X,X
OIZJSTL,O,O,X,O,X,X,X
OIZJSLT,O,O,O,O,O,X,X
OIZSTLJ,O,O,O,O,O,O,X
OIZSTJL,O,O,X,O,X,O,X
OIZSLTJ,O,X,O,O,O,O,X
OIZSLJT,O,O,O,O,O,X,X
OIZSJTL,O,O,X,O,X,X,X
OIZSJLT,O,O,O,O,O,X,X
OLTIJSZ,X,X,O,X,X,X,X
OLTIJZS,X,O,X,X,O,X,X
OLTISJZ,X,X,O,X,X,X,X
OLTISZJ,X,O,O,X,X,X,X
OLTIZJS,X,O,X,X,O,X,X
OLTIZSJ,X,O,X,X,O,X,X
OLTJISZ,X,X,O,X,X,X,X
OLTJIZS,X,O,X,X,O,X,X
OLTJSIZ,X,X,O,X,X,X,O
OLTJSZI,X,X,O,X,X,X,O
OLTJZIS,X,O,X,X,O,X,X
OLTJZSI,X,O,X,X,O,X,X
OLTSIJZ,X,X,O,X,X,X,X
OLTSIZJ,X,O,O,X,X,X,X
OLTSJIZ,X,X,O,X,X,X,O
OLTSJZI,X,X,O,X,X,X,O
OLTSZIJ,X,O,O,X,X,X,X
OLTSZJI,X,O,O,X,X,X,X
OLTZIJS,X,O,X,X,O,X,X
OLTZISJ,X,O,X,X,O,X,X
OLTZJIS,X,O,X,X,O,X,X
OLTZJSI,X,O,X,X,O,X,X
OLTZSIJ,X,O,X,X,O,X,X
OLTZSJI,X,O,X,X,O,X,X
OLITJSZ,X,X,O,X,X,X,X
OLITJZS,X,O,X,X,O,X,X
OLITSJZ,X,X,O,X,X,X,X
OLITSZJ,X,O,O,X,X,X,X
OLITZJS,X,O,X,X,O,X,X
OLITZSJ,X,O,X,X,O,X,X
OLIJTSZ,X,X,O,X,X,X,X
OLIJTZS,X,X,X,X,O,X,X
OLIJSTZ,X,X,O,X,X,X,X
OLIJSZT,X,X,O,O,O,X,X
OLIJZTS,X,O,X,O,O,X,X
OLIJZST,X,O,O,O,O,X,X
OLISTJZ,X,X,O,X,X,X,X
OLISTZJ,X,X,O,X,X,X,X
OLISJTZ,X,X,O,X,X,X,X
OLISJZT,X,X,O,O,O,X,X
OLISZTJ,X,X,O,O,O,X,X
OLISZJT,X,O,O,O,O,X,X
OLIZTJS,X,O,X,O,O,X,X
OLIZTSJ,X,O,X,O,O,X,X
OLIZJTS,X,O,X,O,O,X,X
OLIZJST,X,O,O,O,O,X,X
OLIZSTJ,X,X,O,O,O,X,X
OLIZSJT,X,O,O,O,O,X,X
OLJTISZ,X,X,O,X,X,X,X
OLJTIZS,X,X,X,X,O,X,X
OLJTSIZ,X,X,O,X,X,X,O
OLJTSZI,X,X,O,X,X,X,O
OLJTZIS,X,X,X,X,O,X,X
OLJTZSI,X,X,X,X,O,X,X
OLJITSZ,X,X,O,X,X,X,X
OLJITZS,X,X,X,X,O,X,X
OLJISTZ,X,X,O,X,X,X,X
OLJISZT,X,X,O,O,O,X,X
OLJIZTS,X,O,X,O,O,X,X
OLJIZST,X,O,O,O,O,X,X
OLJSTIZ,X,X,O,X,X,X,O
OLJSTZI,X,X,O,X,X,X,O
OLJSITZ,X,X,O,X,X,X,O
OLJSIZT,X,X,O,O,O,X,X
OLJSZTI,X,X,O,O,O,X,X
OLJSZIT,X,X,O,O,O,X,X
OLJZTIS,X,O,X,O,O,X,X
OLJZTSI,X,X,X,O,O,X,X
OLJZITS,X,O,X,O,O,X,X
OLJZIST,X,O,O,O,O,X,X
OLJZSTI,X,X,O,O,O,X,X
OLJZSIT,X,O,O,O,O,X,X
OLSTIJZ,X,X,O,X,X,X,X
OLSTIZJ,X,X,O,X,X,X,X
OLSTJIZ,X,X,O,X,X,X,O
OLSTJZI,X,X,O,X,X,X,O
OLSTZIJ,X,X,O,X,X,X,X
OLSTZJI,X,X,O,X,X,X,X
OLSITJZ,X,X,O,X,X,X,X
OLSITZJ,X,X,O,X,X,X,X
OLSIJTZ,X,X,O,X,X,X,X
OLSIJZT,X,X,O,O,O,X,X
OLSIZTJ,X,X,O,O,O,X,X
OLSIZJT,X,O,O,O,O,X,X
OLSJTIZ,X,X,O,X,X,X,O
OLSJTZI,X,X,O,X,X,X,O
OLSJITZ,X,X,O,X,X,X,O
OLSJIZT,X,X,O,O,O,X,X
OLSJZTI,X,X,O,O,O,X,X
OLSJZIT,X,X,O,O,O,X,X
OLSZTIJ,X,X,O,O,O,X,X
OLSZTJI,X,X,O,O,O,X,X
OLSZITJ,X,X,O,O,O,X,X
OLSZIJT,X,O,O,O,O,X,X
OLSZJTI,X,X,O,O,O,X,X
OLSZJIT,X,O,O,O,O,X,X
OLZTIJS,X,O,X,O,O,X,X
OLZTISJ,X,O,X,O,O,X,X
OLZTJIS,X,O,X,O,O,X,X
OLZTJSI,X,O,X,O,O,X,X
OLZTSIJ,X,O,X,O,O,X,X
OLZTSJI,X,O,X,O,O,X,X
OLZITJS,X,O,X,O,O,X,X
OLZITSJ,X,O,X,O,O,X,X
OLZIJTS,X,O,X,O,O,X,X
OLZIJST,X,O,O,O,O,X,X
OLZISTJ,X,X,O,O,O,X,X
OLZISJT,X,O,O,O,O,X,X
OLZJTIS,X,O,X,O,O,X,X
OLZJTSI,X,O,X,O,O,X,X
OLZJITS,X,O,X,O,O,X,X
OLZJIST,X,O,O,O,O,X,X
OLZJSTI,X,X,O,O,O,X,X
OLZJSIT,X,O,O,O,O,X,X
OLZSTIJ,X,X,O,O,O,X,X
OLZSTJI,X,X,O,O,O,X,X
OLZSITJ,X,X,O,O,O,X,X
OLZSIJT,X,O,O,O,O,X,X
OLZSJTI,X,X,O,O,O,X,X
OLZSJIT,X,O,O,O,O,X,X
OJTILSZ,X,X,O,X,X,X,X
OJTILZS,X,O,X,X,O,X,X
OJTISLZ,X,X,O,X,X,X,O
OJTISZL,X,X,X,O,X,X,O
OJTIZLS,X,O,X,O,O,X,X
OJTIZSL,X,O,X,O,X,X,X
OJTLISZ,X,X,O,X,X,X,X
OJTLIZS,X,O,X,X,O,X,X
OJTLSIZ,X,X,O,X,X,X,O
OJTLSZI,X,X,O,X,X,X,O
OJTLZIS,X,O,X,X,O,X,X
OJTLZSI,X,O,X,X,O,X,X
OJTSILZ,X,X,O,X,X,X,O
OJTSIZL,X,X,X,O,X,X,O
OJTSLIZ,X,X,O,X,X,X,O
OJTSLZI,X,X,O,X,X,X,O
OJTSZIL,X,X,X,O,X,X,O
OJTSZLI,X,X,X,O,X,X,O
OJTZILS,X,O,X,O,O,X,X
OJTZISL,X,O,X,O,X,X,X
OJTZLIS,X,O,X,O,O,X,X
OJTZLSI,X,O,X,O,O,X,X
OJTZSIL,X,O,X,O,X,X,O
OJTZSLI,X,O,X,O,X,X,O
OJITLSZ,X,X,O,X,X,X,X
OJITLZS,X,O,X,X,O,X,X
OJITSLZ,X,X,O,X,X,X,O
OJITSZL,X,X,X,O,X,X,O
OJITZLS,X,O,X,O,O,X,X
OJITZSL,X,O,X,O,X,X,X
OJILTSZ,X,X,O,X,X,X,X
OJILTZS,X,X,X,X,O,X,X
OJILSTZ,X,X,O,X,X,X,X
OJILSZT,X,X,O,O,O,X,X
OJILZTS,X,O,X,O,O,X,X
OJILZST,X,O,O,O,O,X,X
OJISTLZ,X,X,O,X,X,X,O
OJISTZL,X,X,X,O,X,X,O
OJISLTZ,X,X,O,X,X,X,O
OJISLZT,O,X,O,O,O,X,X
OJISZTL,O,X,X,O,X,X,O
OJISZLT,O,X,O,O,O,X,X
OJIZTLS,X,O,X,O,O,X,X
OJIZTSL,O,O,X,O,X,X,X
OJIZLTS,X,O,X,O,O,X,X
OJIZLST,X,O,O,O,O,X,X
OJIZSTL,O,O,X,O,X,X,X
OJIZSLT,O,O,O,O,O,X,X
OJLTISZ,X,X,O,X,X,X,X
OJLTIZS,X,X,X,X,O,X,X
OJLTSIZ,X,X,O,X,X,X,O
OJLTSZI,X,X,O,X,X,X,O
OJLTZIS,X,X,X,X,O,X,X
OJLTZSI,X,X,X,X,O,X,X
OJLITSZ,X,X,O,X,X,X,X
OJLITZS,X,X,X,X,O,X,X
OJLISTZ,X,X,O,X,X,X,X
OJLISZT,X,X,O,O,O,X,X
OJLIZTS,X,O,X,O,O,X,X
OJLIZST,X,O,O,O,O,X,X
OJLSTIZ,X,X,O,X,X,X,O
OJLSTZI,X,X,O,X,X,X,O
OJLSITZ,X,X,O,X,X,X,O
OJLSIZT,X,X,O,O,O,X,X
OJLSZTI,X,X,O,O,O,X,X
OJLSZIT,X,X,O,O,O,X,X
OJLZTIS,X,O,X,O,O,X,X
OJLZTSI,X,X,X,O,O,X,X
OJLZITS,X,O,X,O,O,X,X
OJLZIST,X,O,O,O,O,X,X
OJLZSTI,X,X,O,O,O,X,X
OJLZSIT,X,O,O,O,O,X,X
OJSTILZ,X,X,O,X,X,X,O
OJSTIZL,X,X,X,O,X,X,O
OJSTLIZ,X,X,O,X,X,X,O
OJSTLZI,X,X,O,X,X,X,O
OJSTZIL,X,X,X,O,X,X,O
OJSTZLI,X,X,X,O,X,X,O
OJSITLZ,X,X,O,X,X,X,O
OJSITZL,X,X,X,O,X,X,O
OJSILTZ,X,X,O,X,X,X,O
OJSILZT,O,X,O,O,O,X,X
OJSIZTL,O,X,X,O,X,X,O
OJSIZLT,O,X,O,O,O,X,X
OJSLTIZ,X,X,O,X,X,X,O
OJSLTZI,X,X,O,X,X,X,O
OJSLITZ,X,X,O,X,X,X,O
OJSLIZT,O,X,O,O,O,X,X
OJSLZTI,O,X,O,O,O,X,X
OJSLZIT,O,X,O,O,O,X,X
OJSZTIL,O,X,X,O,X,X,O
OJSZTLI,O,X,X,O,X,X,O
OJSZITL,O,X,X,O,X,X,O
OJSZILT,O,X,O,O,O,X,X
OJSZLTI,O,X,O,O,O,X,X
OJSZLIT,O,X,O,O,O,X,X
OJZTILS,X,O,X,O,O,X,X
OJZTISL,O,O,X,O,X,X,X
OJZTLIS,X,O,X,O,O,X,X
OJZTLSI,X,O,X,O,O,X,X
OJZTSIL,O,O,X,O,X,X,O
OJZTSLI,O,O,X,O,X,X,O
OJZITLS,X,O,X,O,O,X,X
OJZITSL,O,O,X,O,X,X,X
OJZILTS,X,O,X,O,O,X,X
OJZILST,X,O,O,O,O,X,X
OJZISTL,O,O,X,O,X,X,X
OJZISLT,O,O,O,O,O,X,X
OJZLTIS,X,O,X,O,O,X,X
OJZLTSI,X,O,X,O,O,X,X
OJZLITS,X,O,X,O,O,X,X
OJZLIST,X,O,O,O,O,X,X
OJZLSTI,X,X,O,O,O,X,X
OJZLSIT,X,O,O,O,O,X,X
OJZSTIL,O,O,X,O,X,X,O
OJZSTLI,O,O,X,O,X,X,O
OJZSITL,O,O,X,O,X,X,O
OJZSILT,O,O,O,O,O,X,X
OJZSLTI,O,X,O,O,O,X,X
OJZSLIT,O,O,O,O,O,X,X
OSTILJZ,X,X,O,X,X,X,X
OSTILZJ,X,O,O,X,X,X,X
OSTIJLZ,X,X,O,X,X,X,O
OSTIJZL,X,X,X,O,X,X,O
OSTIZLJ,X,O,O,O,X,X,X
OSTIZJL,X,O,X,O,X,X,X
OSTLIJZ,X,X,O,X,X,X,X
OSTLIZJ,X,O,O,X,X,X,X
OSTLJIZ,X,X,O,X,X,X,O
OSTLJZI,X,X,O,X,X,X,O
OSTLZIJ,X,O,O,X,X,X,X
OSTLZJI,X,O,O,X,X,X,X
OSTJILZ,X,X,O,X,X,X,O
OSTJIZL,X,X,X,O,X,X,O
OSTJLIZ,X,X,O,X,X,X,O
OSTJLZI,X,X,O,X,X,X,O
OSTJZIL,X,X,X,O,X,X,O
OSTJZLI,X,X,X,O,X,X,O
OSTZILJ,X,O,O,O,X,X,X
OSTZIJL,X,O,X,O,X,X,X
OSTZLIJ,X,O,O,O,X,X,X
OSTZLJI,X,O,O,O,X,X,X
OSTZJIL,X,O,X,O,X,X,O
OSTZJLI,X,O,X,O,X,X,O
OSITLJZ,X,X,O,X,X,X,X
OSITLZJ,X,O,O,X,X,X,X
OSITJLZ,X,X,O,X,X,X,O
OSITJZL,X,X,X,O,X,X,O
OSITZLJ,X,O,O,O,X,X,X
OSITZJL,X,O,X,O,X,X,X
OSILTJZ,X,X,O,X,X,X,X
OSILTZJ,X,X,O,X,X,X,X
OSILJTZ,X,X,O,X,X,X,X
OSILJZT,O,X,O,O,O,X,X
OSILZTJ,O,X,O,O,O,O,X
OSILZJT,O,O,O,O,O,X,X
OSIJTLZ,X,X,O,X,X,X,O
OSIJTZL,X,X,X,O,X,X,O
OSIJLTZ,X,X,O,X,X,X,O
OSIJLZT,O,X,O,O,O,X,X
OSIJZTL,O,X,X,O,X,X,O
OSIJZLT,O,X,O,O,O,X,X
OSIZTLJ,O,O,O,O,O,O,X
OSIZTJL,O,O,X,O,X,O,X
OSIZLTJ,O,X,O,O,O,O,X
OSIZLJT,O,O,O,O,O,X,X
OSIZJTL,O,O,X,O,X,X,X
OSIZJLT,O,O,O,O,O,X,X
OSLTIJZ,X,X,O,X,X,X,X
OSLTIZJ,X,X,O,X,X,X,X
OSLTJIZ,X,X,O,X,X,X,O
OSLTJZI,X,X,O,X,X,X,O
OSLTZIJ,X,X,O,X,X,X,X
OSLTZJI,X,X,O,X,X,X,X
OSLITJZ,X,X,O,X,X,X,X
OSLITZJ,X,X,O,X,X,X,X
OSLIJTZ,X,X,O,X,X,X,X
OSLIJZT,O,X,O,O,O,X,X
OSLIZTJ,O,X,O,O,O,O,X
OSLIZJT,O,O,O,O,O,X,X
OSLJTIZ,X,X,O,X,X,X,O
OSLJTZI,X,X,O,X,X,X,O
OSLJITZ,X,X,O,X,X,X,O
OSLJIZT,O,X,O,O,O,X,X
OSLJZTI,O,X,O,O,O,X,X
OSLJZIT,O,X,O,O,O,X,X
OSLZTIJ,O,X,O,O,O,O,X
OSLZTJI,O,X,O,O,O,O,X
OSLZITJ,O,X,O,O,O,O,X
OSLZIJT,O,O,O,O,O,X,X
OSLZJTI,O,X,O,O,O,X,X
OSLZJIT,O,O,O,O,O,X,X
OSJTILZ,X,X,O,X,X,X,O
OSJTIZL,X,X,X,O,X,X,O
OSJTLIZ,X,X,O,X,X,X,O
OSJTLZI,X,X,O,X,X,X,O
OSJTZIL,X,X,X,O,X,X,O
OSJTZLI,X,X,X,O,X,X,O
OSJITLZ,X,X,O,X,X,X,O
OSJITZL,X,X,X,O,X,X,O
OSJILTZ,X,X,O,X,X,X,O
OSJILZT,O,X,O,O,O,X,X
OSJIZTL,O,X,X,O,X,X,O
OSJIZLT,O,X,O,O,O,X,X
OSJLTIZ,X,X,O,X,X,X,O
OSJLTZI,X,X,O,X,X,X,O
OSJLITZ,X,X,O,X,X,X,O
OSJLIZT,O,X,O,O,O,X,X
OSJLZTI,O,X,O,O,O,X,X
OSJLZIT,O,X,O,O,O,X,X
OSJZTIL,O,X,X,O,X,X,O
OSJZTLI,O,X,X,O,X,X,O
OSJZITL,O,X,X,O,X,X,O
OSJZILT,O,X,O,O,O,X,X
OSJZLTI,O,X,O,O,O,X,X
OSJZLIT,O,X,O,O,O,X,X
OSZTILJ,O,O,O,O,O,O,X
OSZTIJL,O,O,X,O,X,O,X
OSZTLIJ,O,O,O,O,O,O,X
OSZTLJI,O,O,O,O,O,O,X
OSZTJIL,O,O,X,O,X,O,O
OSZTJLI,O,O,X,O,X,O,O
OSZITLJ,O,O,O,O,O,O,X
OSZITJL,O,O,X,O,X,O,X
OSZILTJ,O,X,O,O,O,O,X
OSZILJT,O,O,O,O,O,X,X
OSZIJTL,O,O,X,O,X,X,X
