sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFzhBGjBUmBF?qBxsB3sB
ZSLOTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
ZSJTIOL,O,O,O,X,X,O,O,X,X,X,X,O,X,X
ZSJTLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSJTLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJTOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZSJTOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJITLO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZSJITOL,X,O,O,X,X,X,O,X,X,X,X,O,X,X
ZSJILTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
ZSJILOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJIOLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLITO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOITL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOILJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,O,O,X,X,X,X,O,X,O,X,X
ZOTILSJ,O,O,X,X,O,O,X,X,X,O,X,O,X,X
ZOTIJLS,O,O,X,O,O,O,X,X,X,O,X,O,X,X
ZOTIJSL,O,O,X,O,X,O,X,X,X,O,X,O,X,X
ZOTISLJ,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZOTISJL,X,O,X,X,X,O,X,X,X,O,X,O,X,X
ZOTLIJS,O,O,X,O,O,X,X,X,X,O,X,O,X,X
ZOTLISJ,O,O,X,X,O,O,X,X,X,O,X,O,X,X
ZOTLJIS,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZOTLJSI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOTLSIJ,O,O,O,X,O,O,X,X,X,O,O,X,X,X
ZOTLSJI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOTJILS,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZOTJISL,O,O,O,O,X,O,X,X,X,O,X,O,X,X
ZOTJLIS,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZOTJLSI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOTJSIL,O,O,O,O,X,O,X,X,X,O,O,O,X,X
ZOTJSLI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOTSILJ,O,O,O,X,X,O,X,X,X,O,O,O,X,X
ZOTSIJL,X,O,O,X,X,O,X,X,X,O,O,O,X,X
ZOTSLIJ,O,O,O,X,O,O,X,X,X,O,O,X,X,X
ZOTSLJI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOTSJIL,O,O,O,O,X,O,X,X,X,O,O,O,X,X
ZOTSJLI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOITLJS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOITLSJ,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZOITJLS,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZOITJSL,O,O,X,O,X,O,X,X,X,O,X,O,X,X
ZOITSLJ,O,O,X,X,X,O,X,X,X,O,X,O,X,X
ZOITSJL,X,O,X,X,X,O,X,X,X,O,X,O,X,X
ZOILTJS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOILTSJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOILJTS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOILJST,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOILSJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOIJTLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOIJTSL,X,O,X,O,X,O,X,X,X,O,X,O,X,X
ZOIJLTS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOIJLST,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOIJSTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOISTLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOISTJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOISJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOISJLT,X,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOLTIJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOLTISJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
ZOLTJIS,O,O,O,X,O,O,X,X,X,O,X,X,X,X
ZOLTJSI,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZOLTSIJ,O,O,O,X,O,O,X,X,X,O,O,X,X,X
ZOLTSJI,O,O,O,X,O,O,X,X,X,O,O,X,X,X
ZOLITJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOLITSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOLIJST,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOLISTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLISJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOLJTIS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOLJTSI,O,O,X,O,O,X,X,X,X,O,X,X,X,X
ZOLJITS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOLJIST,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOLJSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOLSTJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOLSITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLSJTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLSJIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOJTILS,O,O,X,O,O,O,X,X,X,O,X,O,X,X
ZOJTISL,O,O,X,O,X,O,X,X,X,O,X,O,X,X
ZOJTLIS,O,O,X,O,O,O,X,X,X,O,X,O,X,X
ZOJTLSI,O,O,X,O,O,O,X,X,X,O,X,X,X,X
ZOJTSIL,O,O,X,O,X,O,X,X,X,O,X,O,X,X
ZOJTSLI,O,O,X,O,O,O,X,X,X,O,X,X,X,X
ZOJITLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOJITSL,X,O,X,O,X,O,X,X,X,O,X,O,X,X
ZOJILTS,O,O,X,X,O,X,X,X,X,O,X,O,X,X
ZOJILST,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOJISTL,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOJLTIS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJLTSI,O,O,X,O,O,X,X,X,X,O,X,X,X,X
ZOJLITS,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJLIST,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOJLSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOJSTLI,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOJSITL,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOJSLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTIJL,X,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTLIJ,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTLJI,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTJIL,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTJLI,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSITLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSITJL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,O,X,O,X,X,X,O,O,X,X,X
ZOSIJTL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSIJLT,X,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSLTIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOSLTJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOSLITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSLJTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSLJIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSJTIL,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOSJTLI,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZOSJITL,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,O,X,O,X,X,X,O,O,X,X,X
ZOSJLTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSJLIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
OTILJSZ,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OTILJZS,O,O,X,O,O,X,O,O,O,O,X,O,X,O
OTILSJZ,X,O,X,X,O,X,O,O,O,X,O,X,O,O
OTILSZJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X
OTILZJS,O,X,X,O,O,X,X,X,O,O,X,O,X,O
OTILZSJ,O,X,X,X,O,X,X,X,X,O,X,O,X,O
OTIJLSZ,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OTIJLZS,O,O,X,O,O,X,O,O,O,O,X,O,X,O
OTIJSLZ,O,O,X,O,X,O,O,O,X,X,O,X,O,O
OTIJSZL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
OTIJZLS,O,O,X,O,O,O,O,O,O,O,X,O,X,O
OTIJZSL,O,O,X,O,X,O,O,X,O,O,X,O,O,O
OTISLJZ,X,O,X,X,X,O,O,X,X,X,O,X,O,O
OTISLZJ,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OTISJLZ,X,O,X,O,X,O,O,X,X,X,O,X,O,O
OTISJZL,X,O,X,O,X,O,O,X,X,X,O,X,O,X
OTISZLJ,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OTISZJL,X,X,X,X,X,O,X,X,X,O,O,O,O,X
OTIZLJS,O,X,X,O,O,X,X,X,X,O,X,O,X,O
OTIZLSJ,O,X,X,X,O,O,X,X,X,O,X,O,X,O
OTIZJLS,O,X,X,O,O,O,X,X,X,O,X,O,X,O
OTIZJSL,O,X,X,O,X,O,X,X,X,O,X,O,O,O
OTIZSLJ,O,X,X,X,X,O,X,X,X,O,X,O,O,O
OTIZSJL,X,X,X,X,X,O,X,X,X,O,X,O,O,O
OTLIJSZ,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OTLIJZS,O,O,X,O,O,X,O,O,O,O,X,O,X,O
OTLISJZ,X,O,X,X,O,X,O,O,O,X,O,X,O,O
OTLISZJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X
OTLIZJS,O,X,X,O,O,X,X,X,O,O,X,O,X,O
OTLIZSJ,O,X,X,X,O,X,X,X,X,O,X,O,X,O
OTLJISZ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTLJIZS,O,O,O,O,O,X,O,O,O,O,X,X,X,X
OTLJSIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTLJSZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTLJZIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTLJZSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTLSIJZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X
OTLSIZJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTLSJIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTLSJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTLSZIJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTLSZJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTLZIJS,O,X,X,O,O,X,X,X,O,O,X,O,X,O
OTLZISJ,O,X,X,X,O,O,X,X,X,O,X,O,X,O
OTLZJIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTLZJSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTLZSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,O
OTLZSJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTJILSZ,O,O,O,O,O,X,O,O,O,X,O,X,O,X
OTJILZS,O,O,O,O,O,X,O,O,O,O,X,O,X,X
OTJISLZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
OTJISZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
OTJIZLS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTJIZSL,O,O,O,O,X,O,O,X,O,O,X,O,O,X
OTJLISZ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTJLIZS,O,O,O,O,O,X,O,O,O,O,X,X,X,X
OTJLSIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTJLSZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTJLZIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTJLZSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTJSILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
OTJSIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
OTJSLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTJSLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTJSZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
OTJSZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
OTJZILS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTJZISL,O,O,O,O,X,O,O,X,O,O,X,O,X,X
OTJZLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTJZLSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTJZSIL,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTJZSLI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
OTSILJZ,O,O,X,X,X,O,O,X,X,X,O,X,O,X
OTSILZJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
OTSIJLZ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
OTSIJZL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
OTSIZLJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
OTSIZJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
OTSLIJZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X
OTSLIZJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTSLJIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTSLJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTSLZIJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTSLZJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTSJILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
OTSJIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
OTSJLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTSJLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTSJZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
OTSJZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
OTSZILJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
OTSZIJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
OTSZLIJ,O,O,O,X,O,O,X,X,X,O,O,X,O,X
OTSZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OTSZJIL,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTSZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OTZILJS,O,O,X,O,O,X,X,X,X,O,X,O,X,O
OTZILSJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O
OTZIJLS,O,O,X,O,O,O,X,X,X,O,X,O,X,O
OTZIJSL,O,O,X,O,X,O,X,X,X,O,X,O,O,O
OTZISLJ,O,O,X,X,X,O,X,X,X,O,X,O,O,O
OTZISJL,X,O,X,X,X,O,X,X,X,O,X,O,O,O
OTZLIJS,O,O,X,O,O,X,X,X,O,O,X,O,X,O
OTZLISJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O
OTZLJIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTZLJSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTZLSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,O
OTZLSJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTZJILS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTZJISL,O,O,O,O,X,O,O,X,O,O,X,O,X,O
OTZJLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTZJLSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTZJSIL,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTZJSLI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
OTZSILJ,O,O,O,O,X,O,X,X,X,O,O,O,O,O
OTZSIJL,X,O,O,X,X,O,X,X,X,O,O,O,O,O
OTZSLIJ,O,O,O,O,O,O,X,X,X,O,O,X,O,O
OTZSLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OTZSJIL,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTZSJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OITLJSZ,O,O,X,O,X,X,X,X,X,X,O,X,O,O
OITLJZS,O,O,X,O,X,X,X,X,X,O,X,O,X,O
OITLSJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OITLSZJ,O,O,X,X,X,X,X,X,X,O,O,O,O,X
OITLZJS,O,X,X,O,X,X,X,X,X,O,X,O,X,O
OITLZSJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O
OITJLSZ,O,O,X,O,X,X,X,X,X,X,O,X,O,O
OITJLZS,O,O,X,O,X,X,X,X,X,O,X,O,X,O
OITJSLZ,O,O,X,O,X,O,X,X,X,X,O,X,O,O
OITJSZL,O,O,X,O,X,O,X,X,X,X,O,X,O,X
OITJZLS,O,O,X,O,X,O,X,X,X,O,X,O,X,O
OITJZSL,O,O,X,O,X,O,X,X,X,O,X,O,O,O
OITSLJZ,X,O,X,X,X,O,X,X,X,X,O,X,O,O
OITSLZJ,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OITSJLZ,X,O,X,O,X,O,X,X,X,X,O,X,O,O
OITSJZL,X,O,X,O,X,O,X,X,X,X,O,X,O,X
OITSZLJ,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OITSZJL,X,X,X,X,X,O,X,X,X,O,O,O,O,X
OITZLJS,O,X,X,O,X,X,X,X,X,O,X,O,X,O
OITZLSJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O
OITZJLS,O,X,X,O,X,O,X,X,X,O,X,O,X,O
OITZJSL,O,X,X,O,X,O,X,X,X,O,X,O,O,O
OITZSLJ,O,X,X,X,X,O,X,X,X,O,X,O,O,O
OITZSJL,X,X,X,X,X,O,X,X,X,O,X,O,O,O
OILTJSZ,O,O,X,O,X,X,X,X,X,X,O,X,X,O
OILTJZS,O,O,X,X,X,X,X,X,X,X,X,O,X,O
OILTSJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OILTSZJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X
OILTZJS,O,X,X,X,X,X,X,X,X,O,X,O,X,O
OILTZSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILJTSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OILJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJSTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILJSZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OILJZTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILJZST,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILSTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILSTZJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILSJTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILSJZT,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OILZTJS,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OILZTSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILZJTS,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OILZJST,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJTLSZ,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OIJTLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OIJTSLZ,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OIJTSZL,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OIJTZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OIJTZSL,X,X,X,O,X,X,X,X,X,X,X,X,O,O
OIJLTSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OIJLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLSTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLSZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLZTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJLZST,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJSTLZ,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OIJSTZL,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OIJSLTZ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OIJSLZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OIJSZTL,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIJSZLT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OIJZTLS,O,O,X,X,X,X,X,X,X,O,X,X,X,O
OIJZTSL,X,O,X,O,X,O,X,X,X,X,X,X,X,X
OIJZLTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJZLST,O,O,X,O,X,O,X,X,X,O,X,X,X,X
