sequence,v115@9gB8HeC8GeB8HeB8EeC8Je3BJvhFCjBcqBVsBToBml?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JemAJvhF6oBcqB3mBznBFn?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JelAJvhFzhBGjBUoBxqBXs?ByvB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFOnBXjBStBTqB0r?BFrB,v115@9gB8HeC8GeB8HeB8EeC8Je0AJvhF+oBRnBimB3nBTq?B1wB,v115@9gB8HeC8GeB8HeB8EeC8Je0AJvhFFiBTjBfsBWtByq?BxvB,v115@9gB8HeC8GeB8HeB8EeC8JelAJvhFRiB+oB3nBTqB0r?BirB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFVnBUmBXoBGoBTq?BywB,v115@9gB8HeC8GeB8HeB8EeC8JefIJvhF6oBRmBmlBUnBTq?B1wB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFziB+oB3lByvBFs?B8rB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFUmBFnBXoBGoBTq?BywB,v115@9gB8HeC8GeB8HeB8EeC8JemAJvhFcqB3mBCoBFnBTo?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JezCJvhF+oBRmBilBUnB3q?B1wB,v115@9gB8HeC8GeB8HeB8EeC8JeWIJvhFRmBlmBToBiqBXs?B0qB,v115@9gB8HeC8GeB8HeB8EeC8JeRGJvhFCoB3lBFnBToB0r?B2vB,v115@9gB8HeC8GeB8HeB8EeC8JeTDJvhFGmBiqBxsBcsBlq?B3rB,v115@9gB8HeC8GeB8HeB8EeC8JeVGJvhFUiBXoBGoBxqByw?BTqB
ZOTIJSL,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOTISLJ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTLIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOTLJIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOTLSJI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTJILS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOTJLIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOTJSLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOTSILJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOTSIJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTSLIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOTSLJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTSJIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOTSJLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOITLJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOITJLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOITSLJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOILTJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOILTSJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOILJTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOILJST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOILSTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X
ZOILSJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOIJTLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOIJLTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOIJSLT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOISTJL,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOISLTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOISLJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOISJLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOLTJIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOLTSJI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOLITJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOLITSJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOLIJTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOLIJST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLISTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X
ZOLISJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLJTIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJIST,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJSTI,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOLSTJI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOLSITJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOLSIJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOJTLIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOJTSLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOJITLS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOJILTS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOJISLT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLIST,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLSTI,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOJSTLI,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOJSITL,X,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOJSILT,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOSTIJL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSTLIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOSTLJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSTJIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOSTJLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOSITLJ,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSITJL,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSILTJ,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOSILJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSIJLT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOSLTJI,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSLITJ,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOSLIJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOSJTLI,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOSJITL,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOSJILT,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTILJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTILZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIJLSZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIJLZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTIJSLZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OTIJSZL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTIJZLS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTIJZSL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTISLJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIZLJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTIZJLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLIJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLIZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLJISZ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
OTLJZIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLSJIZ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLSJZI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLSZJI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLZJIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLZSJI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTJILZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJISLZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OTJISZL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJIZLS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJIZSL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJLISZ,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTJLIZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJLSIZ,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
OTJLSZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJLZIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJSILZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OTJSIZL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJSLIZ,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
OTJSLZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJSZIL,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJSZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJZISL,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJZLIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJZSIL,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJZSLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSILZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSIJLZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIZLJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTSIZJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSLIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSLIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSLJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSLJZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTSLZJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSJILZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OTSJIZL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTSJLIZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OTSJLZI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJZIL,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTSJZLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTSZILJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTSZIJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSZLIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTSZLJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSZJIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTSZJLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTZILJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTZIJLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJSL,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTZISLJ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTZISJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTZLIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTZLJIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZLJSI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTZLSJI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTZJILS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTZJLIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTZJSLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTZSILJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTZSIJL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTZSLIJ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTZSLJI,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTZSJIL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTZSJLI,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OITLJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLSJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJLSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJLZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OITJSZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITZLJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OITZJLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OILTJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTSJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILTZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILTZSJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJSTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJSZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJZTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSTJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSZTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILSZJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZTJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILZTSJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OILZJTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OILZJST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OILZSTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILZSJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTLSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJTSZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIJTZLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJLSTZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OIJLSZT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJLZTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OIJLZST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OIJSTLZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIJSLZT,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OIJSZLT,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIJZTLS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OIJZLTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OIJZSLT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
