sequence,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBunBcoBlpB3q?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCjB8sB+tBlp?B3qB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBSoBUoBlpB3q?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBWoBXoB0pBlq?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBqsB/tB0p?BlqB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBlpB3qBCt?BUtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBfoB6oB0pBlq?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGoBlpB3qBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFWoBTkBXoBlqBSy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkB6tB/qBFmBOt?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkBOtB/qBFmB6t?B0pB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFfoB6oBTkBlqBWy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Mex/IvhFTkBGoBXmBVvBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCoB0pBlqBXt?BGtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhF5nBOtB/qBFmB6t?B0pB
ZSOJITL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSOJILT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOJLTI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSOJLIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTILJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTILSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOTIJSL,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOTISLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTLIJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTLISJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTLJSI,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
ZOTLSIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJILS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOTJISL,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOTJLIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJLSI,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOTJSIL,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
ZOTJSLI,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
ZOTSILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTSLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSJIL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOTSJLI,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOITLJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOITJSL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOITSLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOILTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOILJTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
ZOILJST,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O
ZOILSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOILSJT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOIJTLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOIJTSL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOIJLTS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOIJLST,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O
ZOIJSTL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
ZOIJSLT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOISTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOISLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOISJLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOLTIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLITSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOLIJTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
ZOLIJST,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O
ZOLISTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOLISJT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOLJTIS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLJTSI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLJITS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOLJIST,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZOLJSTI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZOLJSIT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOLSTJI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOLSITJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOLSIJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZOLSJIT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOJTISL,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJTLIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTLSI,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOJTSIL,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
ZOJTSLI,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
ZOJITLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJITSL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOJILTS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOJILST,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O
ZOJISTL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
ZOJISLT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOJLTIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJLIST,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZOJLSTI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOJLSIT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJSITL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJSILT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOJSLTI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
ZOJSLIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTLIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOSTLJI,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOSTJIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTJLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSITLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSITJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSILJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSIJLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSLTIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSLTJI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSLITJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSLIJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZOSLJIT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOSJITL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSJILT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSJLTI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOSJLIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTILJSZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
OTILJZS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTILSJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTILSZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTILZJS,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
OTILZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIJLSZ,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTIJLZS,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTIJSLZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OTIJSZL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OTIJZLS,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
OTIJZSL,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
OTISLJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISJLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTISJZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTISZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTIZLJS,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTIZLSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTIZJLS,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTIZJSL,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTIZSLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTIZSJL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
OTLIJSZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
OTLIJZS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTLISJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTLISZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTLIZJS,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
OTLIZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTLJISZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLJIZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTLJSIZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLJSZI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLJZIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTLJZSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTLSIJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLSJZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSZJI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
OTLZISJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
OTLZJSI,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X
OTLZSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTJILZS,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTJISLZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OTJISZL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OTJIZLS,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
OTJIZSL,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
OTJLISZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJLIZS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJLSIZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJLSZI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJLZIS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJLZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJSILZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTJSIZL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJSLIZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTJSLZI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTJSZIL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJSZLI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJZILS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTJZISL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
OTJZLIS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTJZLSI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
OTJZSIL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
OTJZSLI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
OTSILJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSILZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIJLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSIJZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSIZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTSLIJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSLJIZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLJZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSJILZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSJIZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJLIZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZLI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSZILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSZIJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTSZLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSZLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSZJIL,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
OTSZJLI,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
OTZILJS,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTZILSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZIJLS,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTZIJSL,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTZISLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZISJL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
OTZLIJS,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTZLISJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZLJIS,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTZLJSI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
OTZLSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZLSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZJILS,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTZJISL,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTZJLIS,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
OTZJLSI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
OTZJSIL,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTZJSLI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
OTZSILJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZSIJL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
OTZSLIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZSLJI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OTZSJIL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
OTZSJLI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
OITLJSZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
OITLJZS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OITLSJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITLSZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITLZJS,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OITLZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITJLSZ,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OITJLZS,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OITJSLZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OITJSZL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OITJZLS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OITJZSL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OITSLJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSJLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OITSJZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OITSZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZLJS,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OITZLSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OITZJLS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
OITZJSL,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
OITZSLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OITZSJL,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OILTJSZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OILTJZS,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OILTSJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OILTSZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILTZJS,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OILTZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
OILJSTZ,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OILJZTS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OILJZST,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OILSTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
OILSTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
OILSJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
OILSJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILSZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILSZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILZTJS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OILZTSJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILZJTS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OILZJST,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILZSTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILZSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIJTLSZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OIJTLZS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJTSLZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OIJTSZL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OIJTZLS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OIJTZSL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OIJLTSZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OIJLTZS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OIJLSTZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OIJLSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OIJLZTS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OIJLZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OIJSTLZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
OIJSTZL,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
OIJSLTZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
OIJSLZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OIJSZTL,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OIJSZLT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OIJZTLS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJZTSL,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OIJZLTS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJZLST,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OIJZSTL,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OIJZSLT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OISTLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISTLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
OISTJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISTJZL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OISTZLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
OISTZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
OISLTJZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OISLTZJ,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
OISLJTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OISLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OISLZTJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OISLZJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OISJTLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OISJTZL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OISJLTZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OISJLZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJZTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJZLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OISZTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISZTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISZJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTLJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZTLSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZTJLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIZTJSL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OIZTSLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
