sequence,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFylBfnBOpB0nBzp?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeT/IvhFxhBllBcrB2sBip?BXqB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFUhBFiBzkBfrB2u?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jem/IvhFUhBFiBTkBfrByu?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFXiBcpBeqBzlBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeyEJvhFUhBFiBfrBOpBzp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Je2EJvhFUhBFiBfrBaqBTp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8JeZEJvhFFgBXhBqpBzmB0n?BmqB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnB6pBOpB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JemAJvhFfnBxkBTkB0nByu?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnBOpB6pB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeOEJvhF8kBXiBzlByuBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFXhBikBzmB0nB1u?BmqB
JZSITLO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSITOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZSILTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSILOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSIOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZSIOLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZSLTIO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSLTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLITO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSLIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSLOTI,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLOIT,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSOTIL,X,X,O,X,X,X,X,X,X,X,X,X,X
JZSOTLI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZSOITL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZSOILT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZSOLTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZSOLIT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOTILS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOTISL,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOTLIS,X,O,O,X,X,X,X,X,X,X,X,X,O
JZOTLSI,X,O,O,X,X,X,X,X,X,X,X,X,O
JZOTSIL,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOTSLI,X,X,O,X,X,X,X,X,X,X,X,X,O
JZOITLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOITSL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOILST,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOISLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOLTIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JZOLTSI,X,O,O,X,X,X,X,O,X,X,X,X,X
JZOLITS,X,O,O,X,O,X,X,O,X,X,X,X,X
JZOLIST,X,O,O,X,O,X,X,O,X,X,X,X,X
JZOLSTI,X,O,O,X,X,X,X,O,X,X,X,X,X
JZOLSIT,X,O,O,X,O,X,X,O,X,X,X,X,X
JZOSTIL,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOSTLI,X,X,O,X,X,X,X,X,X,X,X,X,O
JZOSITL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOSILT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOSLTI,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOSLIT,X,X,O,X,O,X,X,O,X,X,X,X,X
JOTILSZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JOTILZS,O,X,O,X,X,X,X,X,X,X,X,X,O
JOTISLZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JOTISZL,O,X,O,X,X,O,O,X,X,X,O,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOTLISZ,O,X,O,X,X,O,O,O,X,X,O,X,O
JOTLIZS,O,X,O,X,X,X,X,O,X,X,X,X,O
JOTLSIZ,O,X,O,X,X,X,X,O,X,X,O,X,O
JOTLSZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JOTLZIS,O,X,O,X,X,X,X,O,X,X,X,X,O
JOTLZSI,O,X,O,X,X,X,X,O,X,X,X,X,O
JOTSILZ,O,X,O,X,X,X,O,X,X,X,O,X,O
JOTSIZL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOTSLIZ,O,X,O,X,X,X,X,O,X,X,O,X,O
JOTSLZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JOTSZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOTSZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JOTZILS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOTZLIS,O,X,O,X,X,X,X,X,X,X,X,X,O
JOTZLSI,O,X,O,X,X,X,X,X,X,X,X,X,O
JOTZSIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOTZSLI,O,X,O,X,X,X,O,X,X,X,X,X,O
JOITLSZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JOITLZS,O,X,O,X,X,X,X,X,X,X,X,X,O
JOITSLZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JOITSZL,O,X,O,X,O,O,O,X,X,X,O,X,X
JOITZLS,O,X,O,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,X,O,X,O,X,O,X,X,X,O,X,X
JOILTSZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JOILTZS,O,O,O,X,X,X,X,O,X,X,X,X,X
JOILSTZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JOILSZT,O,O,O,X,O,O,O,O,X,X,X,X,X
JOILZTS,O,O,O,X,O,X,X,O,X,X,X,X,X
JOILZST,O,O,O,X,O,X,X,O,X,X,X,X,X
JOISTLZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JOISTZL,O,X,O,X,O,O,O,X,X,X,O,X,X
JOISLTZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JOISLZT,O,X,O,X,O,O,O,O,X,X,X,X,X
JOISZTL,X,X,O,X,O,O,O,X,X,X,X,X,X
JOISZLT,O,X,O,X,O,O,O,X,X,X,X,X,X
JOIZTLS,O,O,O,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,X,O,X,O,X,X,X,X,X,X
JOIZLTS,O,O,O,X,O,X,X,X,X,X,X,X,X
JOIZLST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOIZSTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOIZSLT,O,X,O,X,O,X,O,X,X,X,X,X,X
JOLTISZ,O,X,O,X,X,O,O,O,X,X,X,X,O
JOLTIZS,O,O,O,X,X,X,X,O,X,X,X,X,O
JOLTSIZ,O,X,O,X,X,X,X,O,X,X,X,X,O
JOLTSZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JOLTZIS,O,O,O,X,X,X,X,O,X,X,X,X,O
JOLTZSI,O,O,O,X,X,X,X,O,X,X,X,X,O
JOLITSZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JOLITZS,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLISTZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JOLISZT,O,O,O,X,X,O,O,O,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X,O,X,X,X,X,O
JOLSTZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JOLSITZ,O,X,O,X,X,X,X,O,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLSZTI,O,O,O,X,X,O,O,O,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLZTSI,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X,O,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSTILZ,O,X,O,X,X,X,O,X,X,X,O,X,O
JOSTIZL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOSTLIZ,O,X,O,X,X,X,X,O,X,X,O,X,O
JOSTLZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JOSTZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JOSTZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JOSITLZ,O,X,O,X,X,X,O,X,X,X,O,X,O
JOSITZL,O,X,O,X,O,X,O,X,X,X,O,X,X
JOSILTZ,O,X,O,X,X,X,O,O,X,X,X,X,X
JOSILZT,O,X,O,X,O,X,O,O,X,X,X,X,X
JOSIZTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOSIZLT,O,X,O,X,O,X,O,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,X,O,X,X,X,X,O
JOSLTZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JOSLITZ,O,X,O,X,X,X,X,O,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,X,O,X,X,X,X,X
JOSLZTI,O,X,O,X,X,O,O,O,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X,O,X,X,X,X,X
JOSZTIL,O,X,O,X,X,X,O,X,X,X,X,X,X
JOSZTLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JOSZITL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOSZILT,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,X,X,O,O,O,X,X,X,X,X
JOSZLIT,O,X,O,X,O,X,X,O,X,X,X,X,X
JOZTILS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,X,X,X,X,X,X,X,O
JOZTLSI,O,O,O,X,X,X,X,X,X,X,X,X,O
JOZTSIL,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X,O,X,X,X,X,X,O
JOZITLS,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,O,X,O,X,X,X,X,X,X
JOZILTS,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZILST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZISTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOZISLT,O,X,O,X,O,X,O,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZLITS,O,O,O,X,O,X,X,O,X,X,X,X,X
JOZLIST,O,O,O,X,O,X,X,O,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZLSIT,O,O,O,X,O,X,X,O,X,X,X,X,X
JOZSTIL,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZSTLI,O,X,O,X,X,X,O,X,X,X,X,X,O
JOZSITL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOZSILT,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,O,O,X,X,X,X,X
JOZSLIT,O,X,O,X,O,X,X,O,X,X,X,X,X
STILJZO,O,X,O,O,X,X,X,X,X,O,X,X,X
STILJOZ,O,X,O,O,X,X,X,X,O,O,O,X,X
STILZJO,X,X,O,O,X,X,X,X,X,O,X,O,X
STILZOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
STILOJZ,O,X,X,O,X,O,O,X,O,O,O,X,X
STILOZJ,X,X,X,O,X,O,O,X,O,X,X,O,X
STIJLZO,O,X,O,O,X,X,X,X,X,O,X,X,X
STIJLOZ,O,X,O,O,X,X,X,X,O,O,O,X,X
STIJZLO,O,X,O,O,O,X,X,X,X,O,X,X,X
STIJZOL,X,X,O,X,O,O,O,X,X,O,O,X,X
STIJOLZ,O,X,O,X,X,O,O,X,O,O,O,X,X
STIJOZL,X,X,O,X,O,O,O,X,X,O,O,X,X
STIZLJO,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,O,X,O,O,X,O,X,X,X,X
STIZJLO,X,X,O,O,O,X,X,X,X,O,X,X,X
STIZJOL,X,X,O,X,O,O,O,X,X,O,O,X,X
STIZOLJ,X,X,X,O,X,O,O,X,O,X,X,X,X
STIZOJL,X,X,O,X,X,O,O,X,X,X,O,X,X
STIOLJZ,O,X,X,O,X,O,O,X,O,X,O,X,X
STIOLZJ,X,X,X,O,X,O,O,X,O,X,X,O,X
STIOJLZ,O,X,O,X,X,O,O,X,O,O,O,X,X
STIOJZL,O,X,O,X,O,O,O,X,X,O,O,X,X
STIOZLJ,X,X,X,O,X,O,O,X,O,X,X,X,X
STIOZJL,X,X,O,X,X,O,O,X,X,X,O,X,X
STLIJZO,O,X,X,O,X,X,X,X,X,O,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X,O,O,O,X,X
STLIZJO,X,X,X,O,X,X,X,X,X,O,X,O,X
STLIZOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
STLIOJZ,O,X,X,O,X,X,X,X,O,O,O,X,O
STLIOZJ,X,X,X,O,X,X,X,X,O,X,X,O,O
STLJIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
STLJIOZ,O,X,X,O,X,X,X,X,O,O,O,X,X
STLJZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
STLJZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,O,O,X,X,X,X,O,O,O,X,X
STLJOZI,O,X,O,O,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,O,X,X,X,X,X,O,X,O,X
STLZIOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
STLZJIO,O,X,O,O,X,X,X,X,X,O,X,O,X
STLZJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,X,O,X,X,O,X,X,X,X
STLZOJI,O,X,X,O,X,O,O,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X,X,X,O,O,O,X,O
STLOIZJ,X,X,X,O,X,O,X,X,O,X,X,X,O
STLOJIZ,O,X,X,O,X,X,X,X,O,O,O,X,O
STLOJZI,O,X,X,O,X,O,O,X,X,X,X,X,O
STLOZIJ,X,X,X,O,X,O,X,X,O,X,X,X,O
STLOZJI,O,X,X,O,X,O,O,X,X,X,X,X,O
STJILZO,O,X,O,X,X,X,X,X,X,O,X,X,X
STJILOZ,O,X,O,X,X,X,X,X,O,O,O,X,X
STJIZLO,O,X,O,X,O,X,X,X,X,O,X,X,X
STJIZOL,X,X,O,X,O,X,X,X,X,O,O,X,X
STJIOLZ,O,X,O,X,X,X,X,X,O,O,O,X,X
STJIOZL,X,X,O,X,O,X,X,X,X,O,O,X,X
STJLIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
STJLIOZ,O,X,O,X,X,X,X,X,O,O,O,X,O
STJLZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
STJLZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,O,O,X,X,X,X,O,O,O,X,O
STJLOZI,O,X,O,O,X,X,X,X,X,X,X,X,O
STJZILO,O,X,O,X,O,X,X,X,X,O,X,X,X
STJZIOL,X,X,O,X,O,X,X,X,X,O,O,X,X
STJZLIO,O,X,O,O,O,X,X,X,X,O,X,X,X
STJZLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
STJZOLI,X,X,O,X,X,O,O,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X,O,O,O,X,O
STJOIZL,O,X,O,X,X,X,O,X,X,O,O,X,X
STJOLIZ,O,X,O,X,X,X,X,X,O,O,O,X,O
STJOLZI,O,X,O,X,X,O,O,X,X,X,X,X,O
STJOZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
STJOZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
STZILJO,X,X,X,O,O,X,X,X,X,X,X,X,X
STZILOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
STZIJLO,X,X,O,X,O,X,X,X,X,O,X,X,X
STZIJOL,X,X,O,X,O,X,X,X,X,O,O,X,X
STZIOLJ,X,X,X,X,X,O,X,X,O,X,X,X,X
STZIOJL,X,X,X,X,X,X,O,X,X,X,O,X,X
STZLIJO,X,X,X,O,O,X,X,X,X,O,X,X,X
STZLIOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
STZLJIO,O,X,O,O,O,X,X,X,X,O,X,X,X
STZLJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,X,O,X,O,X,X,O,X,X,X,X
STZLOJI,O,X,X,O,X,O,O,X,X,X,X,X,X
STZJILO,O,X,O,X,O,X,X,X,X,O,X,X,X
STZJIOL,X,X,O,X,O,X,X,X,X,O,O,X,X
STZJLIO,O,X,O,O,O,X,X,X,X,O,X,X,X
STZJLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
STZJOLI,X,X,O,X,X,O,O,X,X,X,X,X,X
STZOILJ,X,X,X,X,X,O,X,X,O,X,X,X,X
STZOIJL,X,X,X,X,X,X,O,X,X,X,O,X,X
STZOLIJ,X,X,X,O,X,O,X,X,O,X,X,X,X
STZOLJI,O,X,X,O,X,O,O,X,X,X,X,X,X
STZOJIL,O,X,O,X,X,X,O,X,X,X,O,X,X
STZOJLI,O,X,O,X,X,O,O,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,O,O,X,O,X,O,X,O
STOILZJ,X,X,X,X,X,O,O,X,O,X,X,X,O
STOIJLZ,O,X,X,X,X,O,O,X,O,O,O,X,O
STOIJZL,O,X,X,X,X,O,O,X,X,O,O,X,X
STOIZLJ,X,X,X,X,X,O,O,X,O,X,X,X,X
STOIZJL,X,X,X,X,X,O,O,X,X,X,O,X,X
STOLIJZ,O,X,X,O,X,O,X,X,O,O,O,X,O
STOLIZJ,X,X,X,O,X,O,X,X,O,X,X,X,O
STOLJIZ,O,X,X,O,X,X,X,X,O,O,O,X,O
STOLJZI,O,X,X,O,X,O,O,X,X,X,X,X,O
STOLZIJ,X,X,X,O,X,O,X,X,O,X,X,X,O
STOLZJI,O,X,X,O,X,O,O,X,X,X,X,X,O
STOJILZ,O,X,O,X,X,X,O,X,O,O,O,X,O
STOJIZL,O,X,O,X,X,X,O,X,X,O,O,X,X
STOJLIZ,O,X,O,X,X,X,X,X,O,O,O,X,O
STOJLZI,O,X,O,X,X,O,O,X,X,X,X,X,O
STOJZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
STOJZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
STOZILJ,X,X,X,X,X,O,X,X,O,X,X,X,X
STOZIJL,X,X,X,X,X,X,O,X,X,X,O,X,X
STOZLIJ,X,X,X,O,X,O,X,X,O,X,X,X,O
STOZLJI,O,X,X,O,X,O,O,X,X,X,X,X,O
STOZJIL,O,X,O,X,X,X,O,X,X,X,O,X,X
STOZJLI,O,X,O,X,X,O,O,X,X,X,X,X,O
SITLJZO,O,X,O,O,X,X,X,X,X,O,X,X,X
SITLJOZ,O,X,O,O,X,X,X,X,O,O,O,X,X
SITLZJO,X,X,O,O,X,X,X,X,X,O,X,O,X
SITLZOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
SITLOJZ,O,X,X,O,X,O,O,X,O,O,O,X,X
SITLOZJ,X,X,X,O,X,O,O,X,O,X,X,O,X
SITJLZO,O,X,O,O,X,X,X,X,X,O,X,X,X
SITJLOZ,O,X,O,O,X,X,X,X,O,O,O,X,X
SITJZLO,O,X,O,O,O,X,X,X,X,O,X,X,X
SITJZOL,X,X,O,X,O,O,O,X,X,O,O,X,X
SITJOLZ,O,X,O,X,X,O,O,X,O,O,O,X,X
SITJOZL,X,X,O,X,O,O,O,X,X,O,O,X,X
SITZLJO,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,O,X,O,O,X,O,X,X,X,X
SITZJLO,X,X,O,O,O,X,X,X,X,O,X,X,X
SITZJOL,X,X,O,X,O,O,O,X,X,O,O,X,X
SITZOLJ,X,X,X,O,X,O,O,X,O,X,X,X,X
SITZOJL,X,X,O,X,X,O,O,X,X,X,O,X,X
SITOLJZ,O,X,X,O,X,O,O,X,O,X,O,X,X
SITOLZJ,X,X,X,O,X,O,O,X,O,X,X,O,X
SITOJLZ,O,X,O,X,X,O,O,X,O,O,O,X,X
SITOJZL,O,X,O,X,O,O,O,X,X,O,O,X,X
SITOZLJ,X,X,X,O,X,O,O,X,O,X,X,X,X
SITOZJL,X,X,O,X,X,O,O,X,X,X,O,X,X
SILTJZO,X,X,O,O,X,X,X,X,X,O,X,X,X
SILTJOZ,X,X,O,O,X,X,X,X,O,O,O,X,X
SILTZJO,X,X,O,O,X,X,X,X,X,O,X,O,X
SILTZOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
SILTOJZ,X,X,X,O,X,O,O,O,O,O,O,X,X
SILTOZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
SILJTZO,X,X,O,O,X,X,X,X,X,O,X,X,X
SILJTOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
SILJZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
SILJZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
SILJOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
SILJOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
SILZTJO,X,X,O,O,O,X,X,X,X,X,X,O,X
SILZTOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
SILZJTO,X,X,O,O,O,X,X,X,X,O,X,O,X
SILZJOT,X,X,O,O,O,X,X,X,X,O,X,O,X
SILZOTJ,X,X,X,O,X,O,O,X,X,X,X,O,X
SILZOJT,X,X,X,O,O,O,O,X,X,X,X,O,X
SILOTJZ,X,X,X,O,X,O,O,O,O,X,X,X,X
SILOTZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
SILOJTZ,X,X,X,O,X,O,O,O,X,O,X,X,X
SILOJZT,X,O,X,O,O,O,O,O,X,O,X,O,X
SILOZTJ,X,X,X,O,X,O,O,O,X,X,X,O,X
SILOZJT,X,X,X,O,X,O,O,O,X,X,X,O,X
SIJTLZO,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,X,O,X,O,X,X
SIJTZLO,O,X,O,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,O,X,O,O,O,X,X,X,O,X,X
SIJTOLZ,O,X,O,X,X,O,O,X,O,X,O,X,X
SIJTOZL,X,X,O,X,O,O,O,X,X,X,O,X,X
SIJLTZO,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,X,X,O,X,O,X,X
SIJLZTO,X,O,O,O,O,X,X,X,X,X,X,O,X
SIJLZOT,X,O,O,O,O,X,X,X,X,X,X,O,X
SIJLOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJLOZT,X,O,O,O,O,X,X,X,X,X,X,O,X
SIJZTLO,X,O,O,O,O,X,X,X,X,X,X,X,X
SIJZTOL,X,X,O,X,O,O,O,X,X,X,O,X,X
SIJZLTO,X,O,O,O,O,X,X,X,X,X,X,X,X
SIJZLOT,X,O,O,O,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,O,O,O,X,X,X,X,X,X
SIJZOLT,X,X,O,X,O,O,O,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,O,O,X,X,X,O,X,X
SIJOTZL,X,X,O,X,O,O,O,X,X,X,O,X,X
SIJOLTZ,X,X,O,X,X,O,O,X,X,X,X,X,X
SIJOLZT,X,X,O,X,O,O,O,X,X,X,X,O,X
SIJOZTL,X,X,O,X,O,O,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,O,O,O,X,X,X,X,X,X
SIZTLJO,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,X,O,O,X,O,X,X,X,X
SIZTJLO,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZTJOL,X,X,O,X,O,O,O,X,X,X,O,X,X
SIZTOLJ,X,X,X,O,X,O,O,X,O,X,X,X,X
SIZTOJL,X,X,O,X,X,O,O,X,X,X,O,X,X
SIZLTJO,X,X,O,O,O,X,X,X,X,X,X,O,X
SIZLTOJ,X,X,X,O,X,O,O,X,O,X,X,O,X
SIZLJTO,X,X,O,O,O,X,X,X,X,X,X,O,X
SIZLJOT,X,X,O,O,O,X,X,X,X,X,X,O,X
SIZLOTJ,X,X,X,O,X,O,O,X,X,X,X,O,X
SIZLOJT,X,X,X,O,O,O,O,X,X,X,X,O,X
SIZJTLO,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZJTOL,X,X,O,X,O,O,O,X,X,X,O,X,X
SIZJLTO,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZJLOT,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,O,O,O,X,X,X,X,X,X
SIZJOLT,X,X,O,X,O,O,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,O,O,X,X,X,X,X,X
SIZOTJL,X,X,O,X,X,O,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,O,O,X,X,X,X,O,X
SIZOLJT,X,X,X,O,O,O,O,X,X,X,X,O,X
SIZOJTL,X,X,O,X,O,O,O,X,X,X,X,X,X
SIZOJLT,X,X,O,X,O,O,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,O,O,O,O,X,O,X,X
SIOTLZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
SIOTJLZ,O,X,O,X,X,O,O,X,O,X,O,X,X
SIOTJZL,O,X,O,X,O,O,O,X,X,X,O,X,X
SIOTZLJ,X,X,X,O,X,O,O,X,O,X,X,X,X
SIOTZJL,X,X,O,X,X,O,O,X,X,X,O,X,X
SIOLTJZ,X,X,X,O,X,O,O,O,O,X,X,X,X
SIOLTZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
SIOLJTZ,O,X,X,O,X,O,O,O,X,X,X,X,X
SIOLJZT,O,X,X,O,O,O,O,O,X,X,X,O,X
SIOLZTJ,X,X,X,O,X,O,O,O,X,X,X,O,X
SIOLZJT,X,X,X,O,X,O,O,O,X,X,X,O,X
SIOJTLZ,O,X,O,X,X,O,O,X,X,X,O,X,X
SIOJTZL,O,X,O,X,O,O,O,X,X,X,O,X,X
SIOJLTZ,O,X,O,X,X,O,O,O,X,X,X,X,X
SIOJLZT,O,X,O,X,O,O,O,O,X,X,X,O,X
SIOJZTL,X,X,O,X,O,O,O,X,X,X,X,X,X
SIOJZLT,O,X,O,X,O,O,O,X,X,X,X,X,X
