sequence,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhFZmBtmB?0iB6oB/qBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB9nB?TjBuqBcrBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9nB?TjByqBXtB0qB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB3iB?9oBuqBcrBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhF3hB9nB?6oBetBxqBzqB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB6nB?TjBmlB0qBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhF0hBxiB?/qBNrBqsBTtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhFRiB9oB?erBCnB3lBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBctB6sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBStB0sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9oB?/qBarB0nBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB0iB?2qBStBzqBXtB
STILJZO,O,X,O,O,O,X,O,O,X,X,O,X
STILJOZ,O,O,O,X,O,O,O,X,X,X,O,X
STILZJO,O,O,O,O,O,O,O,X,X,X,O,X
STILZOJ,O,O,O,O,X,O,O,X,X,X,O,X
STILOJZ,O,O,O,X,X,O,O,X,X,X,O,X
STILOZJ,O,O,O,O,X,O,O,X,X,X,O,X
STIJLZO,O,X,O,O,O,X,O,X,X,X,O,X
STIJLOZ,O,O,O,X,O,O,O,X,X,X,O,X
STIJZLO,O,X,X,X,O,X,O,X,X,X,O,X
STIJZOL,O,X,O,X,O,X,O,X,X,X,X,X
STIJOLZ,O,O,O,X,O,O,O,X,X,X,X,X
STIJOZL,O,X,O,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,O,O,O,O,O,X,X,X,O,X
STIZLOJ,O,O,O,O,X,O,O,X,X,X,O,X
STIZJLO,O,O,X,O,O,O,O,X,X,X,O,X
STIZJOL,O,O,O,O,O,O,O,X,X,X,X,X
STIZOLJ,O,O,O,O,X,O,X,X,X,X,X,X
STIZOJL,O,O,O,X,O,O,O,X,X,X,X,X
STIOLJZ,O,O,O,X,X,O,O,X,X,X,X,X
STIOLZJ,O,O,O,O,X,O,O,X,X,X,X,X
STIOJLZ,O,O,O,X,O,O,O,X,X,X,X,X
STIOJZL,O,X,O,X,O,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,O,X,X,X,X,X,X
STIOZJL,O,O,O,X,O,O,X,X,X,X,X,X
STLIJZO,O,X,O,O,O,X,O,O,X,X,O,X
STLIJOZ,O,O,O,X,O,O,O,X,X,O,O,X
STLIZJO,O,O,O,O,O,O,O,X,X,X,O,X
STLIZOJ,O,O,O,O,X,O,O,X,X,X,O,X
STLIOJZ,O,O,O,X,X,O,O,X,X,X,O,X
STLIOZJ,O,O,O,O,X,O,O,X,X,X,O,X
STLJIZO,O,X,O,O,O,X,O,O,X,X,O,X
STLJIOZ,O,O,O,X,O,O,O,X,X,O,O,X
STLJZIO,O,O,O,O,O,O,O,O,X,X,O,X
STLJZOI,O,O,O,O,O,O,O,O,X,O,O,O
STLJOIZ,O,O,O,X,O,O,O,X,X,O,O,O
STLJOZI,O,O,O,X,O,O,O,X,X,O,O,O
STLZIJO,O,O,O,O,X,O,O,X,X,X,O,X
STLZIOJ,O,O,O,O,X,O,O,X,X,X,O,X
STLZJIO,O,O,O,O,O,O,O,O,X,X,O,X
STLZJOI,O,O,O,O,O,O,O,O,X,O,O,O
STLZOIJ,O,O,O,O,X,O,O,X,X,X,O,X
STLZOJI,O,O,O,O,X,O,O,X,X,X,O,X
STLOIJZ,O,O,O,X,X,O,O,X,X,X,O,X
STLOIZJ,O,O,O,O,X,O,O,X,X,X,O,X
STLOJIZ,O,O,O,X,X,O,O,X,X,O,O,X
STLOJZI,O,O,O,X,X,O,O,X,X,O,O,X
STLOZIJ,O,O,O,O,X,O,O,X,X,X,O,X
STLOZJI,O,O,O,O,X,O,O,X,X,X,O,X
STJILZO,O,X,O,O,O,X,O,X,X,X,O,X
STJILOZ,O,O,O,X,O,O,O,X,X,X,O,X
STJIZLO,O,X,X,X,O,X,O,X,X,X,O,X
STJIZOL,O,X,O,X,O,X,O,X,X,X,X,X
STJIOLZ,O,O,O,X,O,O,O,X,X,X,X,X
STJIOZL,O,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,O,X,O,O,O,X,O,O,X,X,O,X
STJLIOZ,O,O,O,X,O,O,O,X,X,O,O,X
STJLZIO,O,O,O,O,O,O,O,O,X,X,O,X
STJLZOI,O,O,O,O,O,O,O,O,X,O,O,O
STJLOIZ,O,O,O,X,O,O,O,X,X,O,O,O
STJLOZI,O,O,O,X,O,O,O,X,X,O,O,O
STJZILO,O,O,X,O,O,O,O,X,X,X,O,X
STJZIOL,O,O,O,O,O,O,O,X,O,X,X,X
STJZLIO,O,O,O,O,O,O,O,O,X,X,O,X
STJZLOI,O,O,O,O,O,O,O,O,O,X,O,O
STJZOIL,O,O,O,O,X,O,O,X,O,X,X,X
STJZOLI,O,O,O,O,O,O,O,X,O,X,O,X
STJOILZ,O,O,O,X,O,O,O,X,X,O,X,X
STJOIZL,O,X,O,X,O,X,X,X,O,X,X,X
STJOLIZ,O,O,O,X,O,O,O,X,X,O,O,X
STJOLZI,O,O,O,X,O,O,O,X,X,O,O,X
STJOZIL,O,O,O,X,X,O,O,X,O,X,X,X
STJOZLI,O,O,O,X,O,O,O,X,O,X,O,X
STZILJO,O,O,O,O,O,O,O,X,X,X,O,X
STZILOJ,O,O,O,O,X,O,O,X,X,X,O,X
STZIJLO,O,O,X,O,O,O,O,X,X,X,O,X
STZIJOL,O,O,O,O,O,O,O,X,O,X,X,X
STZIOLJ,O,O,O,O,X,O,X,X,X,X,X,X
STZIOJL,O,O,O,X,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,O,O,X,X,X,O,X
STZLIOJ,O,O,O,O,X,O,O,X,X,X,O,X
STZLJIO,O,O,O,O,O,O,O,O,X,X,O,X
STZLJOI,O,O,O,O,O,O,O,O,O,X,O,O
STZLOIJ,O,O,O,O,X,O,O,X,X,X,O,X
STZLOJI,O,O,O,O,X,O,O,X,X,X,O,X
STZJILO,O,O,X,O,O,O,O,X,X,X,O,X
STZJIOL,O,O,O,O,O,O,O,X,O,X,X,X
STZJLIO,O,O,O,O,O,O,O,O,X,X,O,X
STZJLOI,O,O,O,O,O,O,O,O,O,X,O,O
STZJOIL,O,O,O,O,X,O,O,X,O,X,X,X
STZJOLI,O,O,O,O,O,O,O,X,O,X,O,X
STZOILJ,O,O,O,O,X,O,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,O,O,X,X,X,X,X
STZOLIJ,O,O,O,O,X,O,O,X,X,X,O,X
STZOLJI,O,O,O,O,X,O,O,X,X,X,O,X
STZOJIL,O,O,O,O,X,O,O,X,O,X,X,X
STZOJLI,O,O,O,O,O,O,O,X,O,X,O,X
STOILJZ,O,O,O,X,X,O,O,X,X,X,X,X
STOILZJ,O,O,O,O,X,O,O,X,X,X,X,X
STOIJLZ,O,O,O,X,O,O,O,X,X,X,X,X
STOIJZL,O,X,O,X,O,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,O,X,X,X,X,X,X
STOIZJL,O,O,O,X,O,O,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,O,O,X,X,X,O,X
STOLIZJ,O,O,O,O,X,O,O,X,X,X,O,X
STOLJIZ,O,O,O,X,X,O,O,X,X,X,O,X
STOLJZI,O,O,O,X,X,O,O,X,X,X,O,X
STOLZIJ,O,O,O,O,X,O,O,X,X,X,O,X
STOLZJI,O,O,O,O,X,O,O,X,X,X,O,X
STOJILZ,O,O,O,X,O,O,O,X,X,X,X,X
STOJIZL,O,X,O,X,O,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,O,O,O,X,X,X,O,X
STOJLZI,O,O,O,X,O,O,O,X,X,X,O,X
STOJZIL,O,O,O,X,X,O,O,X,X,X,X,X
STOJZLI,O,O,O,X,O,O,O,X,X,X,O,X
STOZILJ,O,O,O,O,X,O,X,X,X,X,X,X
STOZIJL,O,O,O,X,X,O,O,X,X,X,X,X
STOZLIJ,O,O,O,O,X,O,O,X,X,X,O,X
STOZLJI,O,O,O,O,X,O,O,X,X,X,O,X
STOZJIL,O,O,O,O,X,O,O,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,O,X,X,X,O,X
SITLJZO,O,X,O,X,O,X,O,X,X,X,O,X
SITLJOZ,O,O,O,X,O,O,O,X,X,X,O,X
SITLZJO,O,O,O,X,O,O,O,X,X,X,O,X
SITLZOJ,O,O,O,X,X,O,O,X,X,X,O,X
SITLOJZ,O,O,O,X,X,O,O,X,X,X,O,X
SITLOZJ,O,O,O,X,X,O,O,X,X,X,O,X
SITJLZO,O,X,O,X,O,X,O,X,X,X,O,X
SITJLOZ,O,O,O,X,O,O,O,X,X,X,O,X
SITJZLO,O,X,X,X,O,X,O,X,X,X,O,X
SITJZOL,O,X,O,X,O,X,O,X,X,X,X,X
SITJOLZ,O,O,O,X,O,O,O,X,X,X,X,X
SITJOZL,O,X,O,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,O,O,O,X,X,X,O,X
SITZLOJ,O,O,O,X,X,O,O,X,X,X,O,X
SITZJLO,O,O,X,X,O,O,O,X,X,X,O,X
SITZJOL,O,O,O,X,O,O,O,X,X,X,X,X
SITZOLJ,O,O,O,X,X,O,X,X,X,X,X,X
SITZOJL,O,O,O,X,O,O,O,X,X,X,X,X
SITOLJZ,O,O,O,X,X,O,O,X,X,X,X,X
SITOLZJ,O,O,O,X,X,O,O,X,X,X,X,X
SITOJLZ,O,O,O,X,O,O,O,X,X,X,X,X
SITOJZL,O,X,O,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,O,X,X,X,X,X,X
SITOZJL,O,O,O,X,O,O,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,X,O,X,X,X,O,X
SILTJOZ,O,O,O,X,O,O,O,X,X,X,O,X
SILTZJO,O,O,O,X,O,O,O,X,X,X,O,X
SILTZOJ,O,O,O,X,X,O,O,X,X,X,O,X
SILTOJZ,O,O,O,X,X,O,O,X,X,X,O,X
SILTOZJ,O,O,O,X,X,O,O,X,X,X,O,X
SILJTZO,O,X,O,X,X,X,O,X,X,X,O,X
SILJTOZ,O,X,O,X,X,X,O,X,X,X,O,X
SILJZTO,O,X,O,X,X,X,O,X,X,X,O,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,X
SILJOTZ,O,X,O,X,X,X,O,X,X,X,O,X
SILJOZT,O,X,X,X,X,X,O,X,X,X,O,X
SILZTJO,O,O,O,X,O,O,O,X,X,X,O,X
SILZTOJ,O,O,O,X,X,O,O,X,X,X,O,X
SILZJTO,O,O,O,X,X,O,O,X,X,X,O,X
SILZJOT,X,O,X,X,X,O,X,X,X,X,O,X
SILZOTJ,X,O,O,X,X,O,X,X,X,X,O,X
SILZOJT,X,O,X,X,X,O,X,X,X,X,O,X
SILOTJZ,O,O,O,X,X,O,O,X,X,X,O,X
SILOTZJ,O,O,O,X,X,O,O,X,X,X,O,X
SILOJTZ,O,X,O,X,X,X,O,X,X,X,O,X
SILOJZT,O,X,X,X,X,X,O,X,X,X,O,X
SILOZTJ,O,O,O,X,X,O,O,X,X,X,O,X
SILOZJT,O,O,X,X,X,O,O,X,X,X,O,X
SIJTLZO,O,X,O,X,O,X,O,X,X,X,O,X
SIJTLOZ,O,X,O,X,O,O,O,X,X,X,O,X
SIJTZLO,O,X,X,X,O,X,O,X,X,X,O,X
SIJTZOL,O,X,O,X,O,X,O,X,X,X,X,X
SIJTOLZ,O,X,O,X,O,O,O,X,X,X,X,X
SIJTOZL,O,X,O,X,O,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,O,X,O,X,X,X,O,X
SIJLTOZ,O,X,O,X,O,X,O,X,X,X,O,X
SIJLZTO,O,X,O,X,O,X,O,X,X,X,O,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,O,X
SIJLOTZ,O,X,O,X,X,X,O,X,X,X,O,X
SIJLOZT,O,X,X,X,X,X,O,X,X,X,O,X
SIJZTLO,O,X,X,X,O,O,X,X,X,X,O,X
SIJZTOL,O,X,O,X,O,O,X,X,X,X,X,X
SIJZLTO,O,X,X,X,O,O,X,X,X,X,O,X
SIJZLOT,X,X,X,X,X,O,X,X,X,X,O,X
SIJZOTL,O,X,X,X,X,O,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,O,O,X,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,O,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,O,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,O,X,X,X,X,X,X
SIZTLJO,O,O,O,X,O,O,X,X,X,X,O,X
SIZTLOJ,O,O,O,X,X,O,X,X,X,X,O,X
SIZTJLO,O,O,X,X,O,O,X,X,X,X,O,X
SIZTJOL,O,O,O,X,O,O,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,O,X,X,X,X,X,X
SIZTOJL,O,O,O,X,O,O,X,X,X,X,X,X
SIZLTJO,O,O,O,X,O,O,X,X,X,X,O,X
SIZLTOJ,O,O,O,X,X,O,X,X,X,X,O,X
SIZLJTO,O,O,O,X,X,O,X,X,X,X,O,X
SIZLJOT,X,O,X,X,X,O,X,X,X,X,O,X
SIZLOTJ,X,O,O,X,X,O,X,X,X,X,O,X
SIZLOJT,X,O,X,X,X,O,X,X,X,X,O,X
SIZJTLO,O,O,X,X,O,O,X,X,X,X,O,X
SIZJTOL,O,O,O,X,O,O,X,X,X,X,X,X
SIZJLTO,O,O,X,X,O,O,X,X,X,X,O,X
SIZJLOT,X,O,X,X,X,O,X,X,X,X,O,X
SIZJOTL,O,O,X,X,X,O,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,O,X,X,X,X,X,X
SIZOTJL,O,O,O,X,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,O,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,O,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,O,O,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,O,O,X,X,X,X,X
SIOTJLZ,O,O,O,X,O,O,O,X,X,X,X,X
SIOTJZL,O,X,O,X,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,O,X,X,X,X,X,X
SIOTZJL,O,O,O,X,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,O,X,X,O,O,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,O,O,X,X,X,X,X
SIOLJTZ,O,X,O,X,X,X,O,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,O,X,X,X,X,X
SIOLZJT,O,O,X,X,X,O,O,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,O,O,X,X,X,X,X
SIOJTZL,O,X,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,X,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,X,O,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,O,X,X,X,X,X,X
SIOZTJL,O,O,O,X,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,O,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,O,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,O,O,X,X,O,O,X,X,O,X
SLTIJOZ,O,O,O,X,X,O,O,X,X,O,O,X
SLTIZJO,O,O,O,O,X,O,O,X,X,X,O,X
SLTIZOJ,O,O,O,O,X,O,O,X,X,X,O,X
SLTIOJZ,O,O,O,X,X,O,O,X,X,X,O,X
SLTIOZJ,O,O,O,O,X,O,O,X,X,X,O,X
SLTJIZO,O,X,O,O,X,X,O,O,X,X,O,X
SLTJIOZ,O,O,O,X,X,O,O,X,X,O,O,X
SLTJZIO,O,O,O,O,X,O,O,O,X,X,O,X
SLTJZOI,O,O,O,O,X,O,O,O,X,O,O,O
SLTJOIZ,O,O,O,X,X,O,O,X,X,O,O,O
SLTJOZI,O,O,O,X,X,O,O,X,X,O,O,O
SLTZIJO,O,O,O,O,X,O,O,X,X,X,O,X
SLTZIOJ,O,O,O,O,X,O,O,X,X,X,O,X
SLTZJIO,O,O,O,O,X,O,O,O,X,X,O,X
SLTZJOI,O,O,O,O,X,O,O,O,X,O,O,O
SLTZOIJ,O,O,O,O,X,O,O,X,X,X,O,X
SLTZOJI,O,O,O,O,X,O,O,X,X,X,O,X
SLTOIJZ,O,O,O,X,X,O,O,X,X,X,O,X
SLTOIZJ,O,O,O,O,X,O,O,X,X,X,O,X
SLTOJIZ,O,O,O,X,X,O,O,X,X,O,O,X
SLTOJZI,O,O,O,X,X,O,O,X,X,O,O,X
SLTOZIJ,O,O,O,O,X,O,O,X,X,X,O,X
SLTOZJI,O,O,O,O,X,O,O,X,X,X,O,X
SLITJZO,O,X,O,X,X,X,O,X,X,X,O,X
SLITJOZ,O,O,O,X,X,O,O,X,X,O,O,X
SLITZJO,O,O,O,X,X,O,O,X,X,X,O,X
SLITZOJ,O,O,O,X,X,O,O,X,X,X,O,X
SLITOJZ,O,O,O,X,X,O,O,X,X,X,O,X
SLITOZJ,O,O,O,X,X,O,O,X,X,X,O,X
SLIJTZO,O,X,O,X,X,X,O,X,X,X,O,X
SLIJTOZ,O,X,O,X,X,X,O,X,X,O,O,X
SLIJZTO,O,X,O,X,X,X,O,X,X,X,O,X
SLIJZOT,X,X,X,X,X,X,X,X,X,X,O,X
SLIJOTZ,O,X,O,X,X,X,O,X,X,O,O,X
SLIJOZT,O,X,X,X,X,X,O,X,X,O,O,X
SLIZTJO,O,O,O,X,X,O,O,X,X,X,O,X
SLIZTOJ,O,O,O,X,X,O,O,X,X,X,O,X
SLIZJTO,O,O,O,X,X,O,O,X,X,X,O,X
SLIZJOT,X,O,X,X,X,O,X,X,X,X,O,X
SLIZOTJ,X,O,O,X,X,O,X,X,X,X,O,X
SLIZOJT,X,O,X,X,X,O,X,X,X,X,O,X
SLIOTJZ,O,O,O,X,X,O,O,X,X,X,O,X
SLIOTZJ,O,O,O,X,X,O,O,X,X,X,O,X
SLIOJTZ,O,X,O,X,X,X,O,X,X,O,O,X
SLIOJZT,O,X,X,X,X,X,O,X,X,O,O,X
SLIOZTJ,O,O,O,X,X,O,O,X,X,X,O,X
SLIOZJT,O,O,X,X,X,O,O,X,X,X,O,X
SLJTIZO,O,X,O,X,X,X,O,O,X,X,O,X
SLJTIOZ,O,O,O,X,X,O,O,X,X,O,O,X
SLJTZIO,O,O,O,X,X,O,O,O,X,X,O,X
SLJTZOI,O,O,O,X,X,O,O,O,X,O,O,O
SLJTOIZ,O,O,O,X,X,O,O,X,X,O,O,O
SLJTOZI,O,O,O,X,X,O,O,X,X,O,O,O
SLJITZO,O,X,O,X,X,X,O,X,X,X,O,X
SLJITOZ,O,X,O,X,X,X,O,X,X,O,O,X
SLJIZTO,O,X,O,X,X,X,O,X,X,X,O,X
SLJIZOT,X,X,X,X,X,X,X,X,X,X,O,X
SLJIOTZ,O,X,O,X,X,X,O,X,X,O,O,X
SLJIOZT,O,X,X,X,X,X,O,X,X,O,O,X
SLJZTIO,O,O,O,X,X,O,O,O,X,X,O,X
SLJZTOI,O,O,O,X,X,O,O,O,X,O,O,O
SLJZITO,O,O,O,X,X,X,O,X,X,X,O,X
SLJZIOT,X,O,X,X,X,X,X,X,X,X,O,X
SLJZOTI,X,O,X,X,X,O,O,X,X,O,O,X
SLJZOIT,X,O,X,X,X,X,O,X,X,O,O,X
SLJOTIZ,O,O,O,X,X,O,O,X,X,O,O,X
SLJOTZI,O,O,O,X,X,O,O,X,X,O,O,X
SLJOITZ,O,X,O,X,X,X,O,X,X,O,O,X
SLJOIZT,O,X,X,X,X,X,O,X,X,O,O,X
SLJOZTI,O,O,X,X,X,O,O,X,X,O,O,X
SLJOZIT,O,O,X,X,X,X,O,X,X,O,O,X
SLZTIJO,O,O,O,O,X,O,O,X,X,X,O,X
SLZTIOJ,O,O,O,O,X,O,O,X,X,X,O,X
SLZTJIO,O,O,O,O,X,O,O,O,X,X,O,X
SLZTJOI,O,O,O,O,X,O,O,O,X,O,O,O
SLZTOIJ,O,O,O,O,X,O,O,X,X,X,O,X
SLZTOJI,O,O,O,O,X,O,O,X,X,X,O,X
SLZITJO,O,O,O,O,X,O,O,X,X,X,O,X
SLZITOJ,O,O,O,O,X,O,O,X,X,X,O,X
SLZIJTO,O,O,O,X,X,O,O,X,X,X,O,X
SLZIJOT,X,O,X,X,X,O,X,X,X,X,O,X
SLZIOTJ,X,O,O,O,X,O,X,X,X,X,O,X
SLZIOJT,X,O,X,X,X,O,X,X,X,X,O,X
SLZJTIO,O,O,O,O,X,O,O,O,X,X,O,X
SLZJTOI,O,O,O,O,X,O,O,O,X,O,O,O
SLZJITO,O,O,O,O,X,O,O,X,X,X,O,X
SLZJIOT,X,O,X,O,X,O,X,X,X,X,O,X
SLZJOTI,X,O,X,O,X,O,O,X,X,O,O,X
SLZJOIT,X,O,X,O,X,O,O,X,X,O,O,X
SLZOTIJ,X,O,O,O,X,O,O,X,X,X,O,X
SLZOTJI,X,O,O,O,X,O,O,X,X,X,O,X
SLZOITJ,X,O,O,O,X,O,O,X,X,X,O,X
SLZOIJT,X,O,X,X,X,O,O,X,X,X,O,X
SLZOJTI,X,O,X,O,X,O,O,X,X,O,O,X
SLZOJIT,X,O,X,O,X,O,O,X,X,O,O,X
SLOTIJZ,O,O,O,O,X,O,O,X,X,X,O,X
SLOTIZJ,O,O,O,O,X,O,O,X,X,X,O,X
SLOTJIZ,O,O,O,O,X,O,O,X,X,O,O,X
SLOTJZI,O,O,O,O,X,O,O,X,X,O,O,X
SLOTZIJ,O,O,O,O,X,O,O,X,X,X,O,X
SLOTZJI,O,O,O,O,X,O,O,X,X,X,O,X
SLOITJZ,O,O,O,X,X,O,O,X,X,X,O,X
SLOITZJ,O,O,O,X,X,O,O,X,X,X,O,X
SLOIJTZ,O,X,O,X,X,X,O,X,X,O,O,X
SLOIJZT,O,X,X,X,X,X,O,X,X,O,O,X
SLOIZTJ,O,O,O,X,X,O,O,X,X,X,O,X
SLOIZJT,O,O,X,X,X,O,O,X,X,X,O,X
SLOJTIZ,O,O,O,X,X,O,O,X,X,O,O,X
SLOJTZI,O,O,O,X,X,O,O,X,X,O,O,X
SLOJITZ,O,X,O,X,X,X,O,X,X,O,O,X
SLOJIZT,O,X,X,X,X,X,O,X,X,O,O,X
SLOJZTI,O,O,X,X,X,O,O,X,X,O,O,X
SLOJZIT,O,O,X,X,X,X,O,X,X,O,O,X
SLOZTIJ,O,O,O,O,X,O,O,X,X,X,O,X
SLOZTJI,O,O,O,O,X,O,O,X,X,X,O,X
SLOZITJ,O,O,O,O,X,O,O,X,X,X,O,X
SLOZIJT,O,O,X,X,X,O,O,X,X,X,O,X
SLOZJTI,O,O,X,O,X,O,O,X,X,O,O,X
SLOZJIT,O,O,X,O,X,O,O,X,X,O,O,X
SJTILZO,O,X,O,X,O,X,O,X,X,X,O,X
SJTILOZ,O,O,O,X,O,O,O,X,X,X,O,X
SJTIZLO,O,X,X,X,O,X,O,X,X,X,O,X
SJTIZOL,O,X,O,X,O,X,O,X,X,X,X,X
SJTIOLZ,O,O,O,X,O,O,O,X,X,X,X,X
SJTIOZL,O,X,O,X,O,X,X,X,X,X,X,X
SJTLIZO,O,X,O,X,O,X,O,O,X,X,O,X
SJTLIOZ,O,O,O,X,O,O,O,X,X,O,O,X
SJTLZIO,O,O,O,X,O,O,O,O,X,X,O,X
SJTLZOI,O,O,O,X,O,O,O,O,X,O,O,O
SJTLOIZ,O,O,O,X,O,O,O,X,X,O,O,O
SJTLOZI,O,O,O,X,O,O,O,X,X,O,O,O
SJTZILO,O,O,X,X,O,O,O,X,X,X,O,X
SJTZIOL,O,O,O,X,O,O,O,X,O,X,X,X
SJTZLIO,O,O,O,X,O,O,O,O,X,X,O,X
SJTZLOI,O,O,O,X,O,O,O,O,O,X,O,O
SJTZOIL,O,O,O,X,X,O,O,X,O,X,X,X
SJTZOLI,O,O,O,X,O,O,O,X,O,X,O,X
SJTOILZ,O,O,O,X,O,O,O,X,X,O,X,X
SJTOIZL,O,X,O,X,O,X,X,X,O,X,X,X
SJTOLIZ,O,O,O,X,O,O,O,X,X,O,O,X
SJTOLZI,O,O,O,X,O,O,O,X,X,O,O,X
SJTOZIL,O,O,O,X,X,O,O,X,O,X,X,X
SJTOZLI,O,O,O,X,O,O,O,X,O,X,O,X
SJITLZO,O,X,O,X,O,X,O,X,X,X,O,X
SJITLOZ,O,X,O,X,O,O,O,X,X,X,O,X
SJITZLO,O,X,X,X,O,X,O,X,X,X,O,X
SJITZOL,O,X,O,X,O,X,O,X,X,X,X,X
SJITOLZ,O,X,O,X,O,O,O,X,X,X,X,X
SJITOZL,O,X,O,X,O,X,X,X,X,X,X,X
SJILTZO,O,X,O,X,O,X,O,X,X,X,O,X
SJILTOZ,O,X,O,X,O,X,O,X,X,X,O,X
SJILZTO,O,X,O,X,O,X,O,X,X,X,O,X
SJILZOT,X,X,X,X,X,X,X,X,X,X,O,X
SJILOTZ,O,X,O,X,X,X,O,X,X,X,O,X
SJILOZT,O,X,X,X,X,X,O,X,X,X,O,X
SJIZTLO,O,X,X,X,O,O,X,X,X,X,O,X
SJIZTOL,O,X,O,X,O,O,X,X,X,X,X,X
SJIZLTO,O,X,X,X,O,O,X,X,X,X,O,X
SJIZLOT,X,X,X,X,X,O,X,X,X,X,O,X
SJIZOTL,O,X,X,X,X,O,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,O,X,X,X,X,X,X
SJIOTLZ,O,X,O,X,X,O,O,X,X,X,X,X
SJIOTZL,O,X,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,O,X,X,X,O,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,O,X,X,X,X,X
SJIOZTL,O,X,X,X,X,O,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,O,X,X,X,X,X,X
SJLTIZO,O,X,O,X,O,X,O,O,X,X,O,X
SJLTIOZ,O,O,O,X,O,O,O,X,X,O,O,X
SJLTZIO,O,O,O,X,O,O,O,O,X,X,O,X
SJLTZOI,O,O,O,X,O,O,O,O,X,O,O,O
SJLTOIZ,O,O,O,X,O,O,O,X,X,O,O,O
SJLTOZI,O,O,O,X,O,O,O,X,X,O,O,O
SJLITZO,O,X,O,X,O,X,O,X,X,X,O,X
SJLITOZ,O,X,O,X,O,X,O,X,X,O,O,X
SJLIZTO,O,X,O,X,O,X,O,X,X,X,O,X
