sequence,v115@NhD8HeC8BeB8BeC8JeT/IvhFKlBxiBFmBGmB0pBXsB,v115@NhD8HeC8BeB8BeC8JeT/IvhFKlBxiBGmBFmB0pBXsB,v115@NhD8HeC8BeB8BeC8Je2EJvhF6mBxiBzlBFlB0pBXsB,v115@NhD8HeC8BeB8BeC8JeOEJvhFVlBUhBSrBxnBzpBXsB,v115@NhD8HeC8BeB8BeC8JeKFJvhFxiBTkBGmBFmBXsB0pB,v115@NhD8HeC8BeB8BeC8JeKFJvhFxiBTkBFmBGmBXsB0pB,v115@NhD8HeC8BeB8BeC8Je2EJvhFxiBCmBFlBTmB0pBXsB,v115@NhD8HeC8BeB8BeC8Je0/IvhFxiB2pBzlBFsB6rBXqB,v115@NhD8HeC8BeB8BeC8Je2EJvhFRgB3hB1qBCoB0pBzrB,v115@NhD8HeC8BeB8BeC8JeVFJvhFxiB2pBTmBCmBXsB0pB,v115@NhD8HeC8BeB8BeC8JeKEJvhFxiBUlBFmBGmBXsBzpB,v115@NhD8HeC8BeB8BeC8JeVFJvhFRhB2pBXmBCoBzrB0pB,v115@NhD8HeC8BeB8BeC8JeUBJvhF/pBFlBCoBRrBmpBzrB,v115@NhD8HeC8BeB8BeC8Je0/IvhFVmB2pBCoBRrBXqBzrB,v115@NhD8HeC8BeB8BeC8JeXAJvhFVmB2pBCoBRrB0pBzrB
ZSLTOIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLTOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLITJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLITOJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLIJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLIJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLIOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLIOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLJTOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLJITO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLJIOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLOTJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLOITJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLOIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJTIOL,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZSJTOIL,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
ZSJTOLI,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
ZSJITLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJITOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSJILTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJILOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOTLI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOITL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOILT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSOTIJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSOTJIL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTJLI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSOITJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOILJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOIJTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSOIJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSOJTLI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSOJITL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSOJILT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOTILJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTISLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTLIJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJILS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJLIS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJSLI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSILJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSLIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSJLI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOITLJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOILJST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJLST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOISJTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLITJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLIJST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLJITS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLJIST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJTLIS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOJTSLI,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOJITLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJILST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJISTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLIST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSTJIL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSIJTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJTLI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJITL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTILJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTILSJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTILSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTILZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJLZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJSLZ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTIJSZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJZLS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJZSL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTISLJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTISLZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTISJLZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTISJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTISZLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTIZJSL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLIJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLISJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLISZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJISZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJSIZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLJSZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLJZIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJZSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLSJZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLSZJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLZSJI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJILSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJILZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJISLZ,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJISZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTJIZLS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJIZSL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLISZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLSIZ,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
OTJLSZI,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
OTJLZIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLZSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJSILZ,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJSIZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTJSLIZ,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJSLZI,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJSZIL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJSZLI,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJZILS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJZISL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJZLIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJZLSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJZSIL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTJZSLI,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTSILJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSILZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSIJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSIZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSLJZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLZJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSJILZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSJIZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSJLIZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSJLZI,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSJZIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTSJZLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTSZILJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZIJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZLIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZLJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZJIL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZJLI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZILJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZIJSL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTZISLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZLIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZJISL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTZJLIS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZJLSI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZJSIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTZJSLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTZSILJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSLIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSJLI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITLJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITLJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITLSJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OITLSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OITLZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITJLZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITJSLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OITJSZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITJZLS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
OITJZSL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITSLJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O
OITSJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITSZLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OITZJSL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OILTZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OILSTZJ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
