sequence,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBlmBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBimBlmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFOmBSoBzmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB1nB6oB2rB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBlmBToBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFSoBmmBTmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFXjBzmBStBlqBOr?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB6sBToB2rB0q?BFtB,v115@HhD8FeB8HeC8BeB8BeA8JeUBJvhFRiBSoBVsBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF1nBTmBStBmmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+oBlmB3nBimB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8JeRBJvhF1nB0mBStBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Je3BJvhFlnBctBmkBRrBzq?BCtB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhFXjBStBmkBRrBzq?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhF0iBStBmkBRrBzq?BXtB
STIZLJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STIZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLIZOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STLIOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLZIOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STLZJIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STLZOJI,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJILZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STJLZOI,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STJLOIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJZIOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJZLOI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZOLI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOZLI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZILJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZLIOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZLOJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZJILO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZOLJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOLJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLZIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOJILZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZLJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SITLJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SITLZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
SITLZOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SITLOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SITLOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O
SITZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
SITZJOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SITZOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SITOLJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SILTJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SILTZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
SILTZOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
SILTOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SILTOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILJTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SILJZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X
SILZTOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SILZJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SILZOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SILZOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
SILOTZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SILOZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJLZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SIJZTOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
SIJZLTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJZLOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SIJZOLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIZTLOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SIZTJOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
SIZTOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SIZLTJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIZLTOJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SIZLJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SIZLOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SIZJTOL,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
SIZJLTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZJLOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SIZOLJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SIZOJTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIOLZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SIOZLTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIOZLJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SIOZJTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SLTIJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTIZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SLTIZOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SLTIOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZIJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTZIOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
SLTZJIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTZJOI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SLTZOIJ,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X
SLTZOJI,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X
SLTOIJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
SLTOZJI,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
SLITJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SLITJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLITZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
SLITZOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
SLITOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SLITOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLIJTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLIJZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLIZTOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SLIZJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLIZOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
SLIOTZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLIOZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLJTOIZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJTOZI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLJITOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLJIZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJIOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJZTOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOTZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJOZIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SLZTIOJ,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X
SLZTJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SLZTJOI,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SLZTOIJ,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X
SLZTOJI,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X
SLZITJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLZITOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SLZIJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZIOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLZIOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZJTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZJTOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZJITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZOTIJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLZOTJI,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLZOITJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLZOIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SLOTJIZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
SLOTZJI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
SLOITJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
SLOITZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLOIJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLOIZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOJTZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOJITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOZTIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLOZTJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLOZITJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SJTILZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
