sequence,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBmiBUlBF?nBClBzsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBVnBaoBz?kBGlB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBFhBRnBm?nBipB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFzfBFhBXiBS?qBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBUhBRiBi?pBmsBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBzkBUnBa?tBGlBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhFxgBXiBllBi?pBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeUBJvhFRiBOpBTlB/?sBatBlpB
ZLSIJOT,X,X,O,X,O,O,X,O
ZLSIOTJ,O,O,O,X,O,O,X,O
ZLSIOJT,X,X,O,X,O,O,X,O
ZLSJTIO,X,X,O,X,O,X,X,X
ZLSJTOI,X,X,O,X,O,X,X,X
ZLSJITO,X,X,O,X,O,X,X,X
ZLSJIOT,X,X,O,X,O,O,X,O
ZLSJOTI,X,X,O,X,O,X,X,O
ZLSJOIT,X,X,O,X,O,O,X,O
ZLSOTIJ,O,O,O,X,O,O,X,O
ZLSOTJI,O,O,O,X,O,X,X,O
ZLSOITJ,O,O,O,X,O,O,X,O
ZLSOIJT,X,X,O,X,O,O,X,O
ZLSOJTI,X,X,O,X,O,X,X,O
ZLSOJIT,X,X,O,X,O,O,X,O
ZLOTIJS,O,O,X,O,X,X,O,X
ZLOTISJ,O,O,O,X,X,O,X,X
ZLOTJIS,O,O,X,O,X,X,O,X
ZLOTJSI,O,O,X,X,X,X,O,X
ZLOTSIJ,O,O,O,X,X,O,X,X
ZLOTSJI,O,O,O,X,X,X,X,X
ZLOITJS,O,O,X,O,X,X,X,X
ZLOITSJ,O,O,O,X,X,O,X,X
ZLOIJTS,X,O,X,O,X,X,X,X
ZLOIJST,X,X,O,O,X,O,X,X
ZLOISTJ,O,O,O,X,X,O,X,X
ZLOISJT,X,X,O,X,X,O,X,X
ZLOJTIS,X,O,X,O,X,X,O,X
ZLOJTSI,X,O,X,X,X,X,O,X
ZLOJITS,X,O,X,O,X,X,X,X
ZLOJIST,X,X,O,O,X,O,X,X
ZLOJSTI,X,X,O,X,O,X,X,O
ZLOJSIT,X,X,O,X,O,O,X,O
ZLOSTIJ,O,O,O,X,O,O,X,O
ZLOSTJI,O,O,O,X,O,X,X,O
ZLOSITJ,O,O,O,X,O,O,X,O
ZLOSIJT,X,X,O,X,O,O,X,O
ZLOSJTI,X,X,O,X,O,X,X,O
ZLOSJIT,X,X,O,X,O,O,X,O
ZJTILSO,O,O,X,O,X,X,O,X
ZJTILOS,X,O,X,O,X,X,O,X
ZJTISLO,O,O,O,X,O,X,X,X
ZJTISOL,O,O,X,X,X,X,X,X
ZJTIOLS,X,O,X,X,X,X,X,X
ZJTIOSL,O,O,X,X,X,X,X,X
ZJTLISO,O,O,X,O,X,X,O,X
ZJTLIOS,X,O,X,O,X,X,O,X
ZJTLSIO,O,O,X,X,X,X,O,X
ZJTLSOI,X,O,X,X,X,X,O,X
ZJTLOIS,X,O,X,O,X,X,O,X
ZJTLOSI,X,O,X,X,X,X,O,X
ZJTSILO,O,O,O,X,O,X,X,X
ZJTSIOL,O,O,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,O,X,X,X
ZJTSLOI,X,O,O,X,O,X,X,X
ZJTSOIL,O,O,X,X,X,X,X,X
ZJTSOLI,X,O,X,X,X,X,X,X
ZJTOILS,X,O,X,X,X,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X
ZJTOLIS,X,O,X,X,X,X,X,X
ZJTOLSI,X,O,X,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,X,X
ZJTOSLI,X,O,X,X,X,X,X,X
ZJITLSO,O,O,X,O,X,X,X,X
ZJITLOS,X,O,X,O,X,X,X,X
ZJITSLO,O,O,O,X,O,X,X,X
ZJITSOL,O,O,X,X,X,X,X,X
ZJITOLS,X,O,X,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X,X,X
ZJILTSO,X,O,X,O,X,X,X,X
ZJILTOS,X,O,X,O,X,X,X,X
ZJILSTO,X,X,O,O,O,X,X,X
ZJILSOT,X,X,O,O,O,O,X,X
ZJILOTS,X,O,X,O,X,X,X,X
ZJILOST,X,X,O,O,X,O,X,X
ZJISTLO,O,O,O,X,O,X,X,X
ZJISTOL,O,O,X,X,X,X,X,X
ZJISLTO,X,X,O,X,O,X,X,X
ZJISLOT,X,X,O,X,O,O,X,X
ZJISOTL,O,O,X,X,X,X,X,X
ZJISOLT,X,X,X,X,O,O,X,X
ZJIOTLS,O,O,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X,X,X
ZJIOLTS,X,O,X,X,X,X,X,X
ZJIOLST,X,X,X,X,X,O,X,X
ZJIOSTL,O,O,X,X,X,X,X,X
ZJIOSLT,X,X,X,X,O,O,X,X
ZJLTISO,X,O,X,O,X,X,O,X
ZJLTIOS,X,O,X,O,X,X,O,X
ZJLTSIO,X,O,X,X,X,X,O,X
ZJLTSOI,X,O,X,X,X,X,O,X
ZJLTOIS,X,O,X,O,X,X,O,X
ZJLTOSI,X,O,X,X,X,X,O,X
ZJLITSO,X,O,X,O,X,X,X,X
ZJLITOS,X,O,X,O,X,X,X,X
ZJLISTO,X,X,O,O,O,X,X,X
ZJLISOT,X,X,O,O,O,O,X,X
ZJLIOTS,X,O,X,O,X,X,X,X
ZJLIOST,X,X,O,O,X,O,X,X
ZJLSTIO,X,X,O,X,O,X,X,X
ZJLSTOI,X,X,O,X,O,X,X,X
ZJLSITO,X,X,O,X,O,X,X,X
ZJLSIOT,X,X,O,X,O,O,X,X
ZJLSOTI,X,X,O,X,O,X,X,X
ZJLSOIT,X,X,O,X,O,O,X,X
ZJLOTIS,X,O,X,O,X,X,O,X
ZJLOTSI,X,O,X,X,X,X,O,X
ZJLOITS,X,O,X,O,X,X,X,X
ZJLOIST,X,X,O,O,X,O,X,X
ZJLOSTI,X,X,O,X,O,X,X,X
ZJLOSIT,X,X,O,X,O,O,X,X
ZJSTILO,O,O,O,X,O,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X
ZJSTLIO,O,O,O,X,O,X,X,X
ZJSTLOI,X,O,O,X,O,X,X,X
ZJSTOIL,O,O,X,X,X,X,X,X
ZJSTOLI,X,O,X,X,X,X,X,X
ZJSITLO,O,O,O,X,O,X,X,X
ZJSITOL,O,O,X,X,X,X,X,X
ZJSILTO,X,X,O,X,O,X,X,X
ZJSILOT,X,X,O,X,O,O,X,X
ZJSIOTL,O,O,X,X,X,X,X,X
ZJSIOLT,X,X,X,X,O,O,X,X
ZJSLTIO,X,X,O,X,O,X,X,X
ZJSLTOI,X,X,O,X,O,X,X,X
ZJSLITO,X,X,O,X,O,X,X,X
ZJSLIOT,X,X,O,X,O,O,X,O
ZJSLOTI,X,X,O,X,O,X,X,O
ZJSLOIT,X,X,O,X,O,O,X,O
ZJSOTIL,O,O,X,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X,O
ZJSOITL,O,O,X,X,X,X,X,X
ZJSOILT,X,X,X,X,O,O,X,O
ZJSOLTI,X,X,X,X,O,X,X,O
ZJSOLIT,X,X,X,X,O,O,X,O
ZJOTILS,O,O,X,X,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X
ZJOTLIS,O,O,X,X,X,X,X,X
ZJOTLSI,O,O,X,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,X,X
ZJOTSLI,O,O,X,X,X,X,X,O
ZJOITLS,O,O,X,X,X,X,X,X
ZJOITSL,O,O,X,X,X,X,X,X
ZJOILTS,X,O,X,X,X,X,X,X
ZJOILST,X,X,X,X,X,O,X,X
ZJOISTL,O,O,X,X,X,X,X,X
ZJOISLT,X,X,X,X,O,O,X,O
ZJOLTIS,X,O,X,X,X,X,X,X
ZJOLTSI,X,O,X,X,X,X,X,X
ZJOLITS,X,O,X,X,X,X,X,X
ZJOLIST,X,X,X,X,X,O,X,X
ZJOLSTI,X,X,X,X,X,X,X,O
ZJOLSIT,X,X,X,X,X,O,X,O
ZJOSTIL,O,O,X,X,X,X,X,X
ZJOSTLI,O,O,X,X,X,X,X,O
ZJOSITL,O,O,X,X,X,X,X,X
ZJOSILT,X,X,X,X,O,O,X,O
ZJOSLTI,X,X,X,X,O,X,X,O
ZJOSLIT,X,X,X,X,O,O,X,O
ZSTILJO,O,O,O,X,X,X,X,X
ZSTILOJ,X,O,O,X,O,O,X,X
ZSTIJLO,O,O,O,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X,X,X
ZSTIOLJ,O,O,O,X,X,O,X,X
ZSTIOJL,O,O,X,X,X,X,X,X
ZSTLIJO,O,O,O,X,X,X,X,X
ZSTLIOJ,X,O,O,X,O,O,X,O
ZSTLJIO,O,O,O,X,O,X,X,X
ZSTLJOI,X,O,O,X,O,X,X,X
ZSTLOIJ,X,O,O,X,O,O,X,O
ZSTLOJI,X,O,O,X,O,X,X,O
ZSTJILO,O,O,O,X,O,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,O,X,O,X,X,X
ZSTJLOI,X,O,O,X,O,X,X,X
ZSTJOIL,O,O,X,X,X,X,X,X
ZSTJOLI,X,O,X,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,O,X,X
ZSTOIJL,O,O,X,X,X,X,X,X
ZSTOLIJ,O,O,O,X,X,O,X,O
ZSTOLJI,O,O,O,X,X,X,X,O
ZSTOJIL,O,O,X,X,X,X,X,X
ZSTOJLI,O,O,X,X,X,X,X,O
ZSITLJO,O,O,O,X,X,X,X,X
ZSITLOJ,X,O,O,X,O,O,X,X
ZSITJLO,O,O,O,X,X,X,X,X
ZSITJOL,O,O,X,X,X,X,X,X
ZSITOLJ,O,O,O,X,X,O,X,X
ZSITOJL,O,O,X,X,X,X,X,X
ZSILTJO,O,O,O,X,X,X,X,X
ZSILTOJ,X,O,O,X,O,O,X,O
ZSILJTO,X,X,O,X,O,X,X,X
ZSILJOT,X,X,O,X,O,O,X,O
ZSILOTJ,O,O,O,X,O,O,X,O
ZSILOJT,X,X,O,X,O,O,X,O
ZSIJTLO,O,O,O,X,O,X,X,X
ZSIJTOL,O,O,X,X,X,X,X,X
ZSIJLTO,X,X,O,X,O,X,X,X
ZSIJLOT,X,X,O,X,O,O,X,X
ZSIJOTL,O,O,X,X,X,X,X,X
ZSIJOLT,X,X,X,X,O,O,X,X
ZSIOTLJ,O,O,O,X,X,O,X,X
ZSIOTJL,O,O,X,X,X,X,X,X
ZSIOLTJ,O,O,O,X,O,O,X,O
ZSIOLJT,X,X,O,X,O,O,X,O
ZSIOJTL,O,O,X,X,X,X,X,X
ZSIOJLT,X,X,X,X,X,O,X,O
ZSLTIJO,O,O,O,X,X,X,X,X
ZSLTIOJ,X,O,O,X,O,O,X,O
ZSLTJIO,O,O,O,X,O,X,X,X
ZSLTJOI,X,O,O,X,O,X,X,X
ZSLTOIJ,X,O,O,X,O,O,X,O
ZSLTOJI,X,O,O,X,O,X,X,O
ZSLITJO,O,O,O,X,X,X,X,X
ZSLITOJ,X,O,O,X,O,O,X,O
ZSLIJTO,X,X,O,X,O,X,X,X
ZSLIJOT,X,X,O,X,O,O,X,O
ZSLIOTJ,O,O,O,X,O,O,X,O
ZSLIOJT,X,X,O,X,O,O,X,O
ZSLJTIO,X,X,O,X,O,X,X,X
ZSLJTOI,X,X,O,X,O,X,X,X
ZSLJITO,X,X,O,X,O,X,X,X
ZSLJIOT,X,X,O,X,O,O,X,O
ZSLJOTI,X,X,O,X,O,X,X,O
ZSLJOIT,X,X,O,X,O,O,X,O
ZSLOTIJ,O,O,O,X,O,O,X,O
ZSLOTJI,O,O,O,X,O,X,X,O
ZSLOITJ,O,O,O,X,O,O,X,O
ZSLOIJT,X,X,O,X,O,O,X,O
ZSLOJTI,X,X,O,X,O,X,X,O
ZSLOJIT,X,X,O,X,O,O,X,O
ZSJTILO,O,O,O,X,O,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,O,X,O,X,X,X
ZSJTLOI,X,O,O,X,O,X,X,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,X,O,X,X,X,X,X,X
ZSJITLO,O,O,O,X,O,X,X,X
ZSJITOL,O,O,X,X,X,X,X,X
ZSJILTO,X,X,O,X,O,X,X,X
ZSJILOT,X,X,O,X,O,O,X,X
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,X,X,X,X,O,O,X,X
ZSJLTIO,X,X,O,X,O,X,X,X
ZSJLTOI,X,X,O,X,O,X,X,X
ZSJLITO,X,X,O,X,O,X,X,X
ZSJLIOT,X,X,O,X,O,O,X,O
ZSJLOTI,X,X,O,X,O,X,X,O
ZSJLOIT,X,X,O,X,O,O,X,O
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,O
ZSJOITL,O,O,X,X,X,X,X,X
ZSJOILT,X,X,X,X,O,O,X,O
ZSJOLTI,X,X,X,X,O,X,X,O
ZSJOLIT,X,X,X,X,O,O,X,O
ZSOTILJ,O,O,O,X,X,O,X,X
ZSOTIJL,O,O,X,X,X,X,X,X
ZSOTLIJ,O,O,O,X,X,O,X,O
ZSOTLJI,O,O,O,X,X,X,X,O
ZSOTJIL,O,O,X,X,X,X,X,X
ZSOTJLI,O,O,X,X,X,X,X,O
ZSOITLJ,O,O,O,X,X,O,X,X
ZSOITJL,O,O,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,O,O,X,O
ZSOILJT,X,X,O,X,O,O,X,O
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,X,X,X,X,X,O,X,O
ZSOLTIJ,O,O,O,X,O,O,X,O
ZSOLTJI,O,O,O,X,O,X,X,O
ZSOLITJ,O,O,O,X,O,O,X,O
ZSOLIJT,X,X,O,X,O,O,X,O
ZSOLJTI,X,X,O,X,O,X,X,O
ZSOLJIT,X,X,O,X,O,O,X,O
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,O
ZSOJITL,O,O,X,X,X,X,X,X
ZSOJILT,X,X,X,X,O,O,X,O
ZSOJLTI,X,X,X,X,O,X,X,O
ZSOJLIT,X,X,X,X,O,O,X,O
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,O,X,X
ZOTIJLS,O,O,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,X,X,X,X
ZOTISLJ,O,O,O,X,X,O,X,X
ZOTISJL,O,O,X,X,X,X,X,X
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,O,X,X
ZOTLJIS,O,O,X,X,X,X,X,X
ZOTLJSI,O,O,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,O,X,X
ZOTLSJI,O,O,X,X,X,X,X,X
ZOTJILS,O,O,X,X,X,X,X,X
ZOTJISL,O,O,X,X,X,X,X,X
ZOTJLIS,O,O,X,X,X,X,X,X
ZOTJLSI,O,O,X,X,X,X,X,X
ZOTJSIL,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,X,X,X,O
ZOTSILJ,O,O,O,X,X,O,X,X
ZOTSIJL,O,O,X,X,X,X,X,X
ZOTSLIJ,O,O,O,X,X,O,X,O
ZOTSLJI,O,O,O,X,X,X,X,O
ZOTSJIL,O,O,X,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,X,X,O
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,O,X,X
ZOITJLS,O,O,X,X,X,X,X,X
ZOITJSL,O,O,X,X,X,X,X,X
ZOITSLJ,O,O,O,X,X,O,X,X
ZOITSJL,O,O,X,X,X,X,X,X
ZOILTJS,O,O,X,X,X,X,X,X
ZOILTSJ,O,O,O,X,X,O,X,X
ZOILJTS,X,O,X,X,X,X,X,X
ZOILJST,X,X,O,X,X,O,X,X
ZOILSTJ,O,O,O,X,X,O,X,X
ZOILSJT,X,X,O,X,X,O,X,X
ZOIJTLS,O,O,X,X,X,X,X,X
ZOIJTSL,O,O,X,X,X,X,X,X
ZOIJLTS,X,O,X,X,X,X,X,X
ZOIJLST,X,X,X,X,X,O,X,X
ZOIJSTL,O,O,X,X,X,X,X,X
ZOIJSLT,X,X,X,X,X,O,X,O
ZOISTLJ,O,O,O,X,X,O,X,X
ZOISTJL,O,O,X,X,X,X,X,X
ZOISLTJ,O,O,O,X,O,O,X,O
ZOISLJT,X,X,O,X,O,O,X,O
ZOISJTL,O,O,X,X,X,X,X,X
ZOISJLT,X,X,X,X,X,O,X,O
ZOLTIJS,O,O,X,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,O,X,X
ZOLTJIS,O,O,X,X,X,X,X,X
ZOLTJSI,O,O,X,X,X,X,X,X
ZOLTSIJ,O,O,O,X,X,O,X,X
ZOLTSJI,O,O,O,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X,X,X
ZOLITSJ,O,O,O,X,X,O,X,X
ZOLIJTS,X,O,X,X,X,X,X,X
ZOLIJST,X,X,O,X,X,O,X,X
ZOLISTJ,O,O,O,X,X,O,X,X
ZOLISJT,X,X,O,X,X,O,X,X
ZOLJTIS,X,O,X,X,X,X,X,X
ZOLJTSI,X,O,X,X,X,X,X,X
ZOLJITS,X,O,X,X,X,X,X,X
ZOLJIST,X,X,O,X,X,O,X,X
ZOLJSTI,X,X,O,X,X,X,X,O
ZOLJSIT,X,X,O,X,X,O,X,O
ZOLSTIJ,O,O,O,X,X,O,X,O
ZOLSTJI,O,O,O,X,X,X,X,O
ZOLSITJ,O,O,O,X,X,O,X,O
ZOLSIJT,X,X,O,X,X,O,X,O
ZOLSJTI,X,X,O,X,X,X,X,O
ZOLSJIT,X,X,O,X,X,O,X,O
ZOJTILS,O,O,X,X,X,X,X,X
ZOJTISL,O,O,X,X,X,X,X,X
ZOJTLIS,O,O,X,X,X,X,X,X
ZOJTLSI,O,O,X,X,X,X,X,X
ZOJTSIL,O,O,X,X,X,X,X,X
ZOJTSLI,O,O,X,X,X,X,X,O
ZOJITLS,O,O,X,X,X,X,X,X
ZOJITSL,O,O,X,X,X,X,X,X
ZOJILTS,X,O,X,X,X,X,X,X
ZOJILST,X,X,X,X,X,O,X,X
ZOJISTL,O,O,X,X,X,X,X,X
ZOJISLT,X,X,X,X,O,O,X,O
ZOJLTIS,X,O,X,X,X,X,X,X
ZOJLTSI,X,O,X,X,X,X,X,X
ZOJLITS,X,O,X,X,X,X,X,X
ZOJLIST,X,X,X,X,X,O,X,X
ZOJLSTI,X,X,X,X,X,X,X,O
ZOJLSIT,X,X,X,X,X,O,X,O
ZOJSTIL,O,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,X,X,O
ZOJSITL,O,O,X,X,X,X,X,X
ZOJSILT,X,X,X,X,O,O,X,O
ZOJSLTI,X,X,X,X,O,X,X,O
ZOJSLIT,X,X,X,X,O,O,X,O
ZOSTILJ,O,O,O,X,X,O,X,X
ZOSTIJL,O,O,X,X,X,X,X,X
ZOSTLIJ,O,O,O,X,X,O,X,O
ZOSTLJI,O,O,O,X,X,X,X,O
ZOSTJIL,O,O,X,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,X,X,O
ZOSITLJ,O,O,O,X,X,O,X,X
ZOSITJL,O,O,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,O,O,X,O
ZOSILJT,X,X,O,X,O,O,X,O
ZOSIJTL,O,O,X,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,O,X,O
ZOSLTIJ,O,O,O,X,O,O,X,O
ZOSLTJI,O,O,O,X,O,X,X,O
ZOSLITJ,O,O,O,X,O,O,X,O
ZOSLIJT,X,X,O,X,O,O,X,O
ZOSLJTI,X,X,O,X,O,X,X,O
ZOSLJIT,X,X,O,X,O,O,X,O
ZOSJTIL,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,O
ZOSJITL,O,O,X,X,X,X,X,X
ZOSJILT,X,X,X,X,O,O,X,O
ZOSJLTI,X,X,X,X,O,X,X,O
ZOSJLIT,X,X,X,X,O,O,X,O
OTILJSZ,O,O,X,O,X,X,O,X
OTILJZS,O,X,X,O,X,X,O,X
OTILSJZ,O,O,X,O,X,X,O,X
OTILSZJ,O,O,X,X,X,O,X,X
OTILZJS,O,O,X,O,X,X,O,X
OTILZSJ,O,O,X,X,X,O,X,X
OTIJLSZ,O,O,X,O,X,X,O,X
OTIJLZS,O,X,X,O,X,X,O,X
OTIJSLZ,O,O,X,X,X,X,X,X
OTIJSZL,O,O,X,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X
OTISLJZ,O,O,O,X,X,X,X,X
OTISLZJ,O,O,O,X,X,O,X,X
OTISJLZ,O,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,O,X,X
OTISZJL,O,O,X,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,O,X,X
OTIZJLS,O,O,X,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,O,X,X
OTIZSJL,O,O,X,X,X,X,X,X
OTLIJSZ,O,O,X,O,X,X,O,X
OTLIJZS,O,X,X,O,X,X,O,X
OTLISJZ,O,O,X,O,X,X,O,X
OTLISZJ,O,O,X,X,X,O,X,X
OTLIZJS,O,O,X,O,X,X,O,X
OTLIZSJ,O,O,X,X,X,O,X,X
OTLJISZ,O,O,X,O,X,X,O,X
OTLJIZS,O,X,X,O,X,X,O,X
OTLJSIZ,O,O,X,O,X,X,O,X
OTLJSZI,O,X,X,X,X,X,O,X
OTLJZIS,O,X,X,O,X,X,O,X
OTLJZSI,O,X,X,X,X,X,O,X
OTLSIJZ,O,O,X,O,X,X,O,X
OTLSIZJ,O,O,X,X,X,O,X,X
OTLSJIZ,O,O,X,O,X,X,O,X
OTLSJZI,O,X,X,X,X,X,O,X
OTLSZIJ,O,O,X,X,X,O,X,X
OTLSZJI,O,O,X,X,X,X,X,X
OTLZIJS,O,O,X,O,X,X,O,X
OTLZISJ,O,O,X,X,X,O,X,X
OTLZJIS,O,O,X,O,X,X,O,X
OTLZJSI,O,O,X,X,X,X,O,X
OTLZSIJ,O,O,X,X,X,O,X,X
OTLZSJI,O,O,X,X,X,X,X,X
OTJILSZ,O,O,X,O,X,X,O,X
OTJILZS,O,X,X,O,X,X,O,X
OTJISLZ,O,O,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X
OTJLISZ,O,O,X,O,X,X,O,X
OTJLIZS,O,X,X,O,X,X,O,X
OTJLSIZ,O,O,X,O,X,X,O,X
OTJLSZI,O,X,X,X,X,X,O,X
OTJLZIS,O,X,X,O,X,X,O,X
OTJLZSI,O,X,X,X,X,X,O,X
OTJSILZ,O,O,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,O
OTJSLZI,O,X,X,X,X,X,X,O
OTJSZIL,O,O,X,X,X,X,X,X
OTJSZLI,O,O,X,X,X,X,X,O
OTJZILS,O,O,X,X,X,X,X,X
OTJZISL,O,O,X,X,X,X,X,X
OTJZLIS,O,O,X,X,X,X,X,X
OTJZLSI,O,O,X,X,X,X,X,X
OTJZSIL,O,O,X,X,X,X,X,X
OTJZSLI,O,O,X,X,X,X,X,O
OTSILJZ,O,O,O,X,X,X,X,X
OTSILZJ,O,O,O,X,X,O,X,X
OTSIJLZ,O,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,X,O,X,X
OTSIZJL,O,O,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,X,X,O
OTSLIZJ,O,O,O,X,X,O,X,O
OTSLJIZ,O,O,O,X,X,X,X,O
OTSLJZI,O,X,O,X,X,X,X,O
OTSLZIJ,O,O,O,X,X,O,X,O
OTSLZJI,O,O,O,X,X,X,X,O
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,X,X,O
OTSJLZI,O,X,X,X,X,X,X,O
OTSJZIL,O,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,X,X,O
OTSZILJ,O,O,O,X,X,O,X,X
OTSZIJL,O,O,X,X,X,X,X,X
OTSZLIJ,O,O,O,X,X,O,X,O
OTSZLJI,O,O,O,X,X,X,X,O
OTSZJIL,O,O,X,X,X,X,X,X
OTSZJLI,O,O,X,X,X,X,X,O
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,O,X,X
OTZIJLS,O,O,X,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X,X
OTZISLJ,O,O,O,X,X,O,X,X
OTZISJL,O,O,X,X,X,X,X,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,O,X,X
OTZLJIS,O,O,X,X,X,X,X,X
OTZLJSI,O,O,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,O,X,X
OTZLSJI,O,O,X,X,X,X,X,X
OTZJILS,O,O,X,X,X,X,X,X
OTZJISL,O,O,X,X,X,X,X,X
OTZJLIS,O,O,X,X,X,X,X,X
OTZJLSI,O,O,X,X,X,X,X,X
OTZJSIL,O,O,X,X,X,X,X,X
OTZJSLI,O,O,X,X,X,X,X,O
OTZSILJ,O,O,O,X,X,O,X,X
OTZSIJL,O,O,X,X,X,X,X,X
OTZSLIJ,O,O,O,X,X,O,X,O
OTZSLJI,O,O,O,X,X,X,X,O
OTZSJIL,O,O,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,X,O
OITLJSZ,O,O,X,O,X,X,X,X
OITLJZS,O,X,X,O,X,X,X,X
OITLSJZ,O,O,X,O,X,X,X,X
OITLSZJ,O,O,X,X,X,O,X,X
OITLZJS,O,O,X,O,X,X,X,X
OITLZSJ,O,O,X,X,X,O,X,X
OITJLSZ,O,O,X,O,X,X,X,X
OITJLZS,O,X,X,O,X,X,X,X
OITJSLZ,O,O,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,X,X
OITJZLS,O,O,X,X,X,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,O,O,O,X,X,X,X,X
OITSLZJ,O,O,O,X,X,O,X,X
OITSJLZ,O,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,O,X,X
OITSZJL,O,O,X,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,O,X,X
OITZJLS,O,O,X,X,X,X,X,X
OITZJSL,O,O,X,X,X,X,X,X
OITZSLJ,O,O,X,X,X,O,X,X
OITZSJL,O,O,X,X,X,X,X,X
OILTJSZ,O,O,X,O,X,X,X,X
OILTJZS,O,X,X,O,X,X,X,X
OILTSJZ,O,O,O,O,X,X,X,X
OILTSZJ,O,O,O,X,X,O,X,X
OILTZJS,O,O,X,O,X,X,X,X
OILTZSJ,O,O,X,X,X,O,X,X
OILJTSZ,X,X,X,O,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X
OILJSTZ,X,X,O,O,X,X,X,X
