sequence,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFTiB6oB/qB8?sBmrBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFOmBxiBfsBS?tB0qBlsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFVnBilBXoBG?oBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFihB1rBxnBG?oB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF0iB6oBTlBX?rBlsBmrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF8mBSoBlqBx?sBOrB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JelAJvhFziB+oB/qBx?rBirBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF0iB6oBxqBl?sBmrBXrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeGDJvhFxlBXnBVtBi?lBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF8mBfoB6oBm?qBTsBlqB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFBJvhFxiBSsBToBm?qB/qBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeyGJvhFGjBUoBxqBT?sB/qBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFXiB+oBilBz?qBFsB8sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFlhB2rBxnBS?tB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFDJvhFxlBXnBStBT?lBerBUsB
ZSLJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTILO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSJTIOL,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSJTLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSJTOLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJITLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSJILTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJILOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSJIOLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSJOTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOITL,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSJOILT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZSOTLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZSOTJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOITJL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZSOILTJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZSOJTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZSOJILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOTILSJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOTIJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTIJSL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOTISLJ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
ZOTISJL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOTLIJS,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X
ZOTLISJ,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOTLJIS,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X
ZOTLJSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTLSIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
ZOTJISL,X,X,X,X,X,O,X,X,O,O,X,O,X,O,X
ZOTJLIS,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
ZOTJLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJSIL,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOTJSLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOTSILJ,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOTSIJL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOTSLIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOTSLJI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOTSJIL,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOTSJLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOITLJS,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOITLSJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOITJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOITJSL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOITSLJ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
ZOITSJL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOILTJS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZOILTSJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZOILJTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOILJST,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOILSTJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOIJTLS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOIJTSL,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOIJLTS,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOIJLST,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOIJSLT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOISTLJ,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOISTJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOISLTJ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOISJTL,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
ZOISJLT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOLTIJS,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X
ZOLTISJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOLTJIS,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X
ZOLTJSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLTSIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
ZOLITSJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLIJTS,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
ZOLIJST,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOLISTJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLISJT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOLJTIS,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X
ZOLJTSI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOLJITS,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X
ZOLJIST,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZOLJSTI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZOLSTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOLSTJI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOLSITJ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOJTILS,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
ZOJTISL,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOJTLIS,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
ZOJTLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTSIL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOJTSLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJITLS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOJITSL,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOJILTS,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOJILST,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZOJISTL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOJISLT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOJLTIS,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X
ZOJLTSI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X
ZOJLITS,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X
ZOJLIST,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZOJLSTI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZOJSTIL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOJSTLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJSITL,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOJSILT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOJSLTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSLIT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOSTILJ,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSTIJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOSTLIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSTLJI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSTJIL,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSITLJ,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOSITJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSILTJ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOSIJTL,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
ZOSIJLT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOSLTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSLITJ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOSLIJT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOSLJTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOSJTIL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOSJTLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSJITL,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOSJILT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOSJLTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTILJSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
OTILJZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTILSJZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
OTILSZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTILZJS,X,X,X,O,X,O,X,O,X,X,X,O,O,X,X
OTILZSJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
OTIJLZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTIJSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJSZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJZLS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTIJZSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTISLJZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTISLZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTISJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISJZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISZLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTISZJL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIZLJS,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTIZLSJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTIZJLS,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTIZJSL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTIZSLJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTIZSJL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTLIJSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
OTLIJZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTLISJZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
OTLISZJ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLIZJS,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X
OTLIZSJ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
OTLJISZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTLJIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLJSIZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTLJSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLJZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLJZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLSIJZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTLSIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTLSJZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLSZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLZIJS,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X
OTLZISJ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
OTLZJIS,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X
OTLZJSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLZSIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTJILZS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTJISLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJISZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJIZLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJLISZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTJLIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJLSIZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTJLSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJLZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJLZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJSILZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSIZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSLIZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTJSLZI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTJSZIL,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZILS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZISL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZLSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZSIL,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJZSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSILJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSILZJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSIJZL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSIZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSIZJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTSLIJZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTSLIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTSLJZI,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
OTSLZIJ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTSLZJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTSJILZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSJIZL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSJLIZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTSJLZI,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
OTSJZIL,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSJZLI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSZILJ,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
OTSZIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTSZLIJ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTSZLJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTSZJIL,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OTSZJLI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZILJS,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
OTZILSJ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
OTZIJLS,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTZIJSL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTZISLJ,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X
OTZISJL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
OTZLIJS,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X
OTZLISJ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
OTZLJIS,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X
OTZLJSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZLSIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTZJISL,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
OTZJLIS,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X
OTZJLSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZJSIL,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTZJSLI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTZSILJ,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
OTZSIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTZSLIJ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSLJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSJIL,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OTZSJLI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
OITLJZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OITLSJZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
OITLSZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OITLZJS,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X
OITLZSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OITJLSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
OITJLZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OITJSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJSZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJZLS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OITJZSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITSLJZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OITSLZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OITSJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSJZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSZLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OITSZJL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITZLJS,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OITZLSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OITZJLS,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OITZJSL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OITZSLJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OITZSJL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OILTJSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
OILTJZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OILTSJZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
OILTSZJ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OILTZJS,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X
OILTZSJ,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
OILJTSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
OILJTZS,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILJSTZ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILJZTS,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X
OILJZST,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OILSTJZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
OILSTZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILSJTZ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
OILSJZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSZTJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILSZJT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILZTJS,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X
OILZTSJ,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
