sequence,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBRlBznBF?mB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBFlB8qBz?nBGmBxwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeCBJvhFxiBUlB+sBT?oBXrBlrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeTCJvhF6oBFlBXmB8?sBGmBRwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFGjBUlB3mBV?tBzqBSxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFFjBUlBStBX?rBGrBTsB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhFRlBCoBFmBT?oB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je3BJvhFFjBStBxqBG?qBTsBUrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFTjBFlBGrBC?tBcsBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je8GJvhFziB+oBRlB1?qBSxBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhF+oBUlBlnBT?rBCrB3sB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je1GJvhFXjBStBxqBG?qBUrBTsB
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,X,O,X,X,O,X,X,X,X,X,X,X
STIZLJO,X,X,X,O,O,X,X,X,X,X,X,X
STIZLOJ,X,O,X,O,O,X,X,X,X,X,X,X
STIZJLO,X,X,X,O,O,X,X,X,X,X,X,X
STIZJOL,X,O,X,O,O,X,X,X,X,X,X,X
STIZOLJ,X,O,X,O,O,X,X,X,X,X,X,X
STIZOJL,X,O,X,O,O,X,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,O,X,X,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,O,X,O,X,X,X,X,X,X,X,X
STIOZJL,X,O,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,O,O,X,X,X,X,X,X,O
STLIJOZ,X,X,X,X,X,X,X,X,X,X,X,O
STLIZJO,X,X,X,O,X,O,X,X,X,X,X,O
STLIZOJ,X,O,X,O,X,O,X,X,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X,X,X,X,X,O
STLIOZJ,X,O,X,O,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,O,X,X,X,O,X,X,O
STLJIOZ,X,X,X,X,X,X,X,X,O,X,X,O
STLJZIO,X,X,X,X,O,O,X,X,O,X,X,X
STLJZOI,X,X,X,X,O,O,X,X,O,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,O,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,X,X,X,X,O,O,X,X,X,X,X,O
STLZIOJ,X,X,X,X,O,O,X,X,X,X,X,X
STLZJIO,X,X,X,X,O,O,X,X,X,X,X,X
STLZJOI,X,X,X,X,O,O,X,X,X,X,X,X
STLZOIJ,X,O,X,X,O,O,X,X,X,X,X,X
STLZOJI,X,O,X,X,O,O,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,X,X,X,X,X,X,O
STLOIZJ,X,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,X,O,X,X,X,X,X,X,O,X,X,X
STLOJZI,X,O,X,X,X,X,X,X,O,X,X,X
STLOZIJ,X,O,X,X,X,O,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,O,X,X,X,X,X,X
STJILZO,X,X,X,X,O,X,O,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,O,X,X,X,X,X
STJIZLO,X,X,O,X,O,X,X,X,X,X,X,X
STJIZOL,X,O,X,X,O,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,O,X,X,O,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,O,X,O,X,O,X,X,X
STJLIOZ,X,X,X,X,X,X,O,X,O,X,X,X
STJLZIO,X,X,X,X,O,X,O,X,O,X,X,X
STJLZOI,X,X,X,X,O,X,X,X,O,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,O,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,O,X,X,X
STJZILO,X,X,O,X,O,X,O,X,X,X,X,X
STJZIOL,O,X,X,X,O,X,X,X,X,X,X,X
STJZLIO,X,X,O,X,O,X,O,X,X,X,X,X
STJZLOI,X,X,O,X,O,X,X,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,O,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,O,O,X,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,O,X,X,X,X,X,X,X
STZILJO,X,X,X,X,O,X,X,X,X,X,X,X
STZILOJ,X,O,X,X,O,X,X,X,X,X,X,X
STZIJLO,X,X,X,X,O,X,O,X,X,X,X,X
STZIJOL,O,O,X,X,O,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,O,X,X,X,X,X,X,X
STZIOJL,X,O,X,X,O,X,X,X,X,X,X,X
STZLIJO,X,X,X,X,O,O,X,X,X,X,X,X
STZLIOJ,X,X,X,X,O,O,X,X,X,X,X,X
STZLJIO,X,X,O,X,O,O,X,X,X,X,X,X
STZLJOI,X,X,O,X,O,O,X,X,X,X,X,X
STZLOIJ,X,O,X,X,O,O,X,X,X,X,X,X
STZLOJI,X,O,X,X,O,O,X,X,X,X,X,X
STZJILO,X,X,O,X,O,X,O,X,X,X,X,X
STZJIOL,O,X,X,X,O,X,X,X,X,X,X,X
STZJLIO,X,X,O,X,O,X,O,X,X,X,X,X
STZJLOI,X,X,O,X,O,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,O,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,O,X,X,X,X,X,X,X
STZOIJL,X,O,X,X,O,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,O,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,O,X,X,X,X,X,X,X
STZOJIL,X,X,X,X,O,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,O,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,O,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,O,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,O,X,X,X,X,X,X,X
STOZIJL,X,O,X,X,O,X,X,X,X,X,X,X
STOZLIJ,O,O,X,X,O,X,X,X,X,X,X,X
STOZLJI,X,O,X,X,O,X,X,X,X,X,X,X
STOZJIL,X,X,X,X,O,X,X,X,X,X,X,X
STOZJLI,X,O,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,X,O,O,X,X,X,X,X,X,O
SITLJOZ,X,X,X,X,X,X,X,X,X,X,X,O
SITLZJO,X,X,X,O,X,X,X,X,X,X,X,O
SITLZOJ,X,O,X,O,X,X,X,X,X,X,X,X
SITLOJZ,X,O,X,X,X,X,X,X,X,X,X,O
SITLOZJ,X,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,O,O,X,O,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,X,O,O,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,O,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,O,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,O,X,X,X,X,X,X,X
SITZLOJ,X,O,X,O,O,X,X,X,X,X,X,X
SITZJLO,X,X,X,O,O,X,X,X,X,X,X,X
SITZJOL,X,O,X,O,O,X,X,X,X,X,X,X
SITZOLJ,X,O,X,O,O,X,X,X,X,X,X,X
SITZOJL,X,O,X,O,O,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,O,X,O,X,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,O,O,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,X,X,X,O,X,O,X,X,X,X,X,X
SILTZOJ,X,O,X,O,X,O,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,O,X,X,X,X
SILTOZJ,X,O,X,O,X,X,X,O,X,X,X,X
SILJTZO,X,X,X,X,X,X,O,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,O,O,X,X,X,X
SILJZTO,X,X,X,X,X,X,O,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,O,X,X,O,X,X
SILJOTZ,O,X,X,X,X,X,O,O,X,X,X,X
SILJOZT,O,X,X,X,X,X,O,O,X,O,X,X
SILZTJO,X,X,X,O,X,O,X,X,X,X,X,X
SILZTOJ,X,X,X,O,X,O,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,O,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,O,X,X,X,O,X,X
SILZOTJ,X,X,X,O,X,O,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,O,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,O,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,O,X,X,X,X
SIJTLZO,X,X,X,X,O,X,O,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O,X,X,X,X,X
SIJTZLO,X,X,O,X,O,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,O,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,O,X,X,X,X,X
SIJLZTO,X,X,O,X,X,X,O,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,O,X,X,O,X,X
SIJLOTZ,O,X,X,X,X,X,O,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,O,X,X,O,X,X
SIJZTLO,X,X,O,X,X,X,O,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,O,X,X,X,O,X,X,X,X,X
SIJZLOT,O,X,O,X,X,X,O,X,X,X,X,X
SIJZOTL,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,X,O,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,O,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,O,O,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,O,O,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,O,X,O,X,X,X,X,X
SIZTJOL,O,O,X,O,O,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,O,O,X,X,X,X,X,X,X
SIZTOJL,X,O,X,O,O,X,X,X,X,X,X,X
SIZLTJO,X,X,X,O,O,O,X,X,X,X,X,X
SIZLTOJ,X,X,X,O,X,O,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,O,O,X,X,X,X,X
SIZLJOT,O,X,O,X,X,O,O,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,X,X,O,X,O,X,O,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,O,X,X,X,X,X
SIZJLOT,O,X,O,X,X,X,O,X,X,X,X,X
SIZJOTL,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,X,X,O,X,X,X,X,X
SIZOTLJ,O,O,X,O,X,X,X,X,X,X,X,X
SIZOTJL,X,O,X,O,O,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,O,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,O,O,X,X,X,X,X,X,O
SLTIJOZ,X,X,X,X,X,X,X,O,X,X,X,O
SLTIZJO,X,X,X,O,X,O,X,X,X,X,X,O
SLTIZOJ,X,O,X,O,X,O,X,X,X,X,X,X
SLTIOJZ,X,O,X,X,X,X,X,O,X,X,X,O
SLTIOZJ,X,O,X,O,X,X,X,O,X,X,X,X
SLTJIZO,X,X,X,X,O,X,X,X,O,X,X,O
SLTJIOZ,X,X,X,X,X,X,X,X,O,X,X,O
SLTJZIO,X,X,X,X,O,O,X,X,O,X,X,X
SLTJZOI,X,X,X,X,O,O,X,X,O,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,X,O,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,O,X,X,X
SLTZIJO,X,X,X,X,O,O,X,X,X,X,X,O
SLTZIOJ,X,X,X,X,O,O,X,X,X,X,X,X
SLTZJIO,X,X,X,X,O,O,X,X,X,X,X,X
SLTZJOI,X,X,X,X,O,O,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,O,O,X,X,X,X,X,X
SLTZOJI,X,O,X,X,O,O,X,X,X,X,X,X
SLTOIJZ,X,O,X,X,X,X,X,X,X,X,X,O
SLTOIZJ,X,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,O,X,X,X,X,X,X,O,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X,O,X,X,X
SLTOZIJ,X,O,X,X,X,O,X,X,X,X,X,X
SLTOZJI,X,O,X,X,X,O,X,X,X,X,X,X
SLITJZO,X,X,X,O,O,X,X,X,X,X,X,O
SLITJOZ,X,X,X,X,X,X,X,O,X,X,X,O
SLITZJO,X,X,X,O,X,O,X,X,X,X,X,O
SLITZOJ,X,O,X,O,X,O,X,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X,O,X,X,X,O
SLITOZJ,X,O,X,O,X,X,X,O,X,X,X,X
SLIJTZO,X,X,X,X,X,X,O,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,O,O,X,X,X,X
SLIJZTO,X,X,X,X,X,X,O,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,O,X,X,O,X,X
SLIJOTZ,O,X,X,X,X,X,O,O,X,X,X,X
SLIJOZT,O,X,X,X,X,X,O,O,X,O,X,X
SLIZTJO,X,X,X,O,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,O,X,O,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,O,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,O,X,X,X,O,X,X
SLIZOTJ,X,X,X,O,X,O,X,X,X,X,X,X
SLIZOJT,X,X,X,X,X,O,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,O,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOZJT,O,X,X,X,X,X,X,O,X,X,X,X
SLJTIZO,X,X,X,X,X,X,O,X,X,X,X,O
SLJTIOZ,X,X,X,X,X,X,O,X,X,X,X,O
SLJTZIO,X,X,X,X,X,O,O,X,X,X,X,X
SLJTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,X,X,O,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,O,X,X,X,X,X
SLJIZTO,X,X,O,X,X,X,O,X,X,X,X,X
SLJIZOT,X,X,O,X,X,X,O,X,X,O,X,X
SLJIOTZ,O,X,X,X,X,X,O,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,O,X,X,O,X,X
SLJZTIO,X,X,O,X,X,O,O,X,X,X,X,X
SLJZTOI,X,X,O,X,X,O,X,X,X,X,X,X
SLJZITO,X,X,O,X,X,O,O,X,X,X,X,X
SLJZIOT,O,X,O,X,X,O,O,X,X,O,X,X
SLJZOTI,O,X,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,X,O,X,X,O,O,X,X,O,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,O,X,X,X,X,X
SLJOIZT,O,X,O,X,X,X,O,X,X,O,X,X
SLJOZTI,O,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,O,X,X,O,X,X
SLZTIJO,X,X,X,X,O,O,X,X,X,X,X,O
SLZTIOJ,X,X,X,X,O,O,X,X,X,X,X,X
SLZTJIO,X,X,O,X,O,O,X,X,X,X,X,X
SLZTJOI,X,X,O,X,O,O,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,O,O,X,X,X,X,X,X
SLZTOJI,X,X,X,X,O,O,X,X,X,X,X,X
SLZITJO,X,X,X,O,O,O,X,X,X,X,X,X
SLZITOJ,X,X,X,O,X,O,X,X,X,X,X,X
SLZIJTO,X,X,O,X,X,O,O,X,X,X,X,X
SLZIJOT,O,X,O,X,X,O,O,X,X,O,X,X
SLZIOTJ,O,X,X,O,X,O,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,O,X,X,X,X,X,X
SLZJTIO,X,X,O,X,X,O,O,X,X,X,X,X
SLZJTOI,X,X,O,X,X,O,X,X,X,X,X,X
SLZJITO,X,X,O,X,X,O,O,X,X,X,X,X
SLZJIOT,O,X,O,X,X,O,O,X,X,O,X,X
SLZJOTI,O,X,O,X,X,O,X,X,X,X,X,X
SLZJOIT,O,X,O,X,X,O,O,X,X,O,X,X
SLZOTIJ,O,X,X,X,X,O,X,X,X,X,X,X
SLZOTJI,X,X,X,X,X,O,X,X,X,X,X,X
SLZOITJ,O,X,X,O,X,O,X,X,X,X,X,X
SLZOIJT,O,X,X,X,X,O,X,X,X,X,X,X
SLZOJTI,X,X,O,X,X,O,X,X,X,X,X,X
SLZOJIT,O,X,O,X,X,O,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,X,X,X,X,O
SLOTIZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,O,X,X,X
SLOTJZI,O,O,X,X,X,X,X,X,O,X,X,X
SLOTZIJ,O,O,X,X,X,O,X,X,X,X,X,X
SLOTZJI,X,O,X,X,X,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOJTZI,O,O,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,O,X,X,X,X,X,X
SLOZTJI,X,O,X,X,X,O,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,O,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,O,X,X,X,X,X,X
SLOZJTI,O,X,X,X,X,O,X,X,X,X,X,X
SLOZJIT,O,X,X,X,X,O,X,X,X,X,X,X
SJTILZO,X,X,X,X,O,X,O,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,O,X,X,X,X,X
SJTIZLO,X,X,O,X,O,X,X,X,X,X,X,X
SJTIZOL,X,O,X,X,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTIOZL,X,O,X,X,O,X,X,X,X,X,X,X
SJTLIZO,X,X,X,X,O,X,O,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,X,O,X,X,X,X,X
SJTLZIO,X,X,X,X,O,X,O,X,X,X,X,X
SJTLZOI,X,X,X,X,O,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,X,O,X,O,X,O,X,X,X,X,X
SJTZIOL,O,X,X,X,O,X,X,X,X,X,X,X
SJTZLIO,X,X,O,X,O,X,O,X,X,X,X,X
SJTZLOI,X,X,O,X,O,X,X,X,X,X,X,X
SJTZOIL,O,X,O,X,O,X,X,X,X,X,X,X
SJTZOLI,O,O,O,X,O,X,X,X,X,X,O,X
SJTOILZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTOIZL,X,O,O,X,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X,X,X,X,X
SJTOZIL,O,X,O,X,O,X,X,X,X,X,X,X
SJTOZLI,O,O,O,X,O,X,X,X,X,X,O,X
SJITLZO,X,X,X,X,O,X,O,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,O,X,X,X,X,X
SJITZLO,X,X,O,X,O,X,X,X,X,X,X,X
SJITZOL,X,O,X,X,O,X,X,X,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,X,O,X,X,O,X,X,X,X,X,X,X
SJILTZO,X,X,X,X,X,X,O,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,O,X,X,X,X,X
SJILZTO,X,X,O,X,X,X,O,X,X,X,X,X
SJILZOT,X,X,O,X,X,X,O,X,X,O,X,X
SJILOTZ,O,X,X,X,X,X,O,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,O,X,X,O,X,X
SJIZTLO,X,X,O,X,X,X,O,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X,X,X,X,X,X,X
SJIZLTO,X,X,O,X,X,X,O,X,X,X,X,X
SJIZLOT,O,X,O,X,X,X,O,X,X,X,X,X
SJIZOTL,O,X,O,X,X,X,X,X,X,X,X,X
SJIZOLT,O,X,O,X,X,X,O,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,O,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,O,X,X,X,X,X
SJIOZTL,O,X,O,X,X,X,X,X,X,X,X,X
SJIOZLT,O,X,O,X,X,X,X,X,X,X,X,X
SJLTIZO,X,X,X,X,X,X,O,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,O,X,X,X,X,X
SJLTZIO,X,X,X,X,X,O,O,X,X,X,X,X
SJLTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJLITZO,X,X,X,X,X,X,O,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,O,X,X,X,X,X
SJLIZTO,X,X,O,X,X,X,O,X,X,X,X,X
SJLIZOT,X,X,O,X,X,X,O,X,X,O,X,X
SJLIOTZ,O,X,X,X,X,X,O,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,O,X,X,O,X,X
SJLZTIO,X,X,O,X,X,O,O,X,X,X,X,X
SJLZTOI,X,X,O,X,X,O,X,X,X,X,X,X
SJLZITO,X,X,O,X,X,O,O,X,X,X,X,X
SJLZIOT,O,X,O,X,X,O,O,X,X,O,X,X
SJLZOTI,O,X,O,X,X,O,X,X,X,X,X,X
SJLZOIT,O,X,O,X,X,O,O,X,X,O,X,X
SJLOTIZ,O,X,X,X,X,X,X,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X,X,X,X
