sequence,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFihBziB5oB3?mB0qBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhF8mBziB5oBy?qBlsBXrB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KezAJvhFWnBxiB6tBU?lBXrBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFliB5oByqBz?mB8sBXrB,v115@9gA8IeC8GeB8HeC8BeB8AeA8Ke0BJvhF5oB3lBznBi?rBGqBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFxhBTmB/sBF?oB6tB0qB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KezAJvhFWnB5oBysBU?lBXrBlsB
ZOJLSTI,X,X,X,O,X,O,X
ZOJLSIT,X,X,X,O,X,O,X
ZOJSTIL,O,X,X,X,X,O,X
ZOJSTLI,O,X,X,X,X,O,X
ZOJSITL,O,X,X,X,X,O,X
ZOJSILT,O,X,X,X,X,O,X
ZOJSLTI,O,X,X,X,X,O,X
ZOJSLIT,O,X,X,X,X,O,X
ZOSTILJ,O,X,X,O,O,O,X
ZOSTIJL,O,X,X,X,X,O,X
ZOSTLIJ,O,X,X,O,X,O,X
ZOSTLJI,O,X,X,O,X,O,X
ZOSTJIL,O,X,X,X,X,O,X
ZOSTJLI,O,X,X,X,X,O,X
ZOSITLJ,O,X,X,O,O,O,X
ZOSITJL,O,X,X,X,X,O,X
ZOSILTJ,O,X,X,O,O,O,X
ZOSILJT,O,X,X,O,O,O,X
ZOSIJTL,O,X,X,X,X,O,X
ZOSIJLT,O,X,X,X,O,O,X
ZOSLTIJ,O,X,X,O,O,O,X
ZOSLTJI,O,X,X,O,X,O,X
ZOSLITJ,O,X,X,O,O,O,X
ZOSLIJT,O,X,X,O,O,O,X
ZOSLJTI,O,X,X,O,X,O,X
ZOSLJIT,O,X,X,O,O,O,X
ZOSJTIL,O,X,X,X,X,O,X
ZOSJTLI,O,X,X,X,X,O,X
ZOSJITL,O,X,X,X,X,O,X
ZOSJILT,O,X,X,X,O,O,X
ZOSJLTI,O,X,X,X,X,O,X
ZOSJLIT,O,X,X,X,X,O,X
OTILJSZ,O,O,X,X,X,X,X
OTILJZS,O,O,X,O,X,X,X
OTILSJZ,O,O,X,X,X,X,X
OTILSZJ,O,O,X,X,O,X,X
OTILZJS,O,O,X,O,X,X,X
OTILZSJ,O,O,X,O,O,X,X
OTIJLSZ,O,O,X,X,X,X,X
OTIJLZS,O,O,X,X,X,X,X
OTIJSLZ,O,X,X,X,X,O,X
OTIJSZL,O,X,X,X,X,O,X
OTIJZLS,O,O,X,X,X,X,X
OTIJZSL,O,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,O,X
OTISLZJ,O,O,X,X,O,X,X
OTISJLZ,O,X,X,X,X,O,X
OTISJZL,O,X,X,X,X,O,X
OTISZLJ,O,O,X,X,O,X,X
OTISZJL,O,X,X,X,X,O,X
OTIZLJS,O,O,X,O,X,X,X
OTIZLSJ,O,O,X,O,X,X,X
OTIZJLS,O,O,X,O,X,X,X
OTIZJSL,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,O,X,X,X
OTIZSJL,O,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,X,X,X
OTLIJZS,O,O,X,O,X,X,X
OTLISJZ,O,O,O,X,X,X,X
OTLISZJ,O,O,O,X,O,X,X
OTLIZJS,O,O,X,O,X,X,X
OTLIZSJ,O,O,X,O,O,X,X
OTLJISZ,O,O,O,X,X,X,X
OTLJIZS,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,X,X,X,X
OTLJSZI,O,O,O,X,X,X,X
OTLJZIS,O,O,X,O,X,X,X
OTLJZSI,O,O,X,O,X,X,X
OTLSIJZ,O,O,O,X,X,X,X
OTLSIZJ,O,O,O,X,O,X,X
OTLSJIZ,O,O,O,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X
OTLSZIJ,O,O,O,X,O,X,X
OTLSZJI,O,O,O,X,X,X,X
OTLZIJS,O,O,X,O,X,X,X
OTLZISJ,O,O,X,O,O,X,X
OTLZJIS,O,O,X,O,X,X,X
OTLZJSI,O,O,X,O,X,X,X
OTLZSIJ,O,O,X,O,O,X,X
OTLZSJI,O,O,X,O,X,X,X
OTJILSZ,O,O,X,X,X,X,X
OTJILZS,O,O,X,X,X,X,X
OTJISLZ,O,X,X,X,X,O,X
OTJISZL,O,X,X,X,X,O,X
OTJIZLS,O,O,X,X,X,X,X
OTJIZSL,O,X,X,X,X,X,X
OTJLISZ,O,O,O,X,X,X,X
OTJLIZS,O,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,X,X
OTJLSZI,O,O,O,X,X,X,X
OTJLZIS,O,O,X,X,X,X,X
OTJLZSI,O,O,X,X,X,X,X
OTJSILZ,O,X,O,X,X,O,X
OTJSIZL,O,X,X,X,X,O,X
OTJSLIZ,O,X,O,X,X,O,X
OTJSLZI,O,X,O,X,X,O,X
OTJSZIL,O,X,X,X,X,O,X
OTJSZLI,O,X,O,X,X,O,X
OTJZILS,O,O,X,X,X,X,X
OTJZISL,O,X,X,X,X,X,X
OTJZLIS,O,O,X,X,X,X,X
OTJZLSI,O,O,X,X,X,X,X
OTJZSIL,O,X,X,X,X,X,X
OTJZSLI,O,X,X,X,X,X,X
OTSILJZ,O,O,O,X,X,O,X
OTSILZJ,O,O,O,X,O,X,X
OTSIJLZ,O,X,O,X,X,O,X
OTSIJZL,O,X,X,X,X,O,X
OTSIZLJ,O,O,X,X,O,X,X
OTSIZJL,O,X,X,X,X,O,X
OTSLIJZ,O,O,O,X,X,O,X
OTSLIZJ,O,O,O,X,O,X,X
OTSLJIZ,O,O,O,X,X,O,X
OTSLJZI,O,O,O,X,X,O,X
OTSLZIJ,O,O,O,X,O,X,X
OTSLZJI,O,O,O,X,X,X,X
OTSJILZ,O,X,O,X,X,O,X
OTSJIZL,O,X,X,X,X,O,X
OTSJLIZ,O,X,O,X,X,O,X
OTSJLZI,O,X,O,X,X,O,X
OTSJZIL,O,X,X,X,X,O,X
OTSJZLI,O,X,O,X,X,O,X
OTSZILJ,O,O,X,X,O,X,X
OTSZIJL,O,X,X,X,X,O,X
OTSZLIJ,O,O,O,X,X,X,X
OTSZLJI,O,O,O,X,X,X,X
OTSZJIL,O,X,X,X,X,O,X
OTSZJLI,O,X,O,X,X,O,X
OTZILJS,O,O,X,O,X,X,X
OTZILSJ,O,O,X,O,X,X,X
OTZIJLS,O,O,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,X
OTZISLJ,O,O,X,O,X,X,X
OTZISJL,O,X,X,X,X,X,X
OTZLIJS,O,O,X,O,X,X,X
OTZLISJ,O,O,X,O,X,X,X
OTZLJIS,O,O,X,O,X,X,X
OTZLJSI,O,O,X,O,X,X,X
OTZLSIJ,O,O,X,O,X,X,X
OTZLSJI,O,O,X,O,X,X,X
OTZJILS,O,O,X,O,X,X,X
OTZJISL,O,X,X,X,X,X,X
OTZJLIS,O,O,X,O,X,X,X
OTZJLSI,O,O,X,O,X,X,X
OTZJSIL,O,X,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X,X
OTZSILJ,O,O,X,O,X,X,X
OTZSIJL,O,X,X,X,X,X,X
OTZSLIJ,O,O,X,O,X,X,X
OTZSLJI,O,O,X,O,X,X,X
OTZSJIL,O,X,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X,X
OITLJSZ,O,O,X,X,X,X,X
OITLJZS,O,O,X,O,X,X,X
OITLSJZ,O,O,X,X,X,X,X
OITLSZJ,O,O,X,X,O,X,X
OITLZJS,O,O,X,O,X,X,X
OITLZSJ,O,O,X,O,O,X,X
OITJLSZ,O,O,X,X,X,X,X
OITJLZS,O,O,X,X,X,X,X
OITJSLZ,O,X,X,X,X,O,X
OITJSZL,O,X,X,X,X,O,X
OITJZLS,O,O,X,X,X,X,X
OITJZSL,O,X,X,X,X,X,X
OITSLJZ,O,O,X,X,X,O,X
OITSLZJ,O,O,X,X,O,X,X
OITSJLZ,O,X,X,X,X,O,X
OITSJZL,O,X,X,X,X,O,X
OITSZLJ,O,O,X,X,O,X,X
OITSZJL,O,X,X,X,X,O,X
OITZLJS,O,O,X,O,X,X,X
OITZLSJ,O,O,X,O,X,X,X
OITZJLS,O,O,X,O,X,X,X
OITZJSL,O,X,X,X,X,X,X
OITZSLJ,O,O,X,O,X,X,X
OITZSJL,O,X,X,X,X,X,X
OILTJSZ,X,O,X,X,X,X,X
OILTJZS,X,O,X,O,X,X,X
OILTSJZ,X,O,X,X,X,X,X
OILTSZJ,X,O,X,X,O,X,X
OILTZJS,X,O,X,O,X,X,X
OILTZSJ,X,O,X,O,O,X,X
OILJTSZ,X,O,X,X,X,X,X
OILJTZS,X,O,X,O,X,X,X
OILJSTZ,X,X,X,X,X,O,O
OILJSZT,X,X,X,O,O,X,O
OILJZTS,X,O,X,O,X,X,X
OILJZST,X,X,X,O,O,X,X
OILSTJZ,X,X,X,X,X,O,O
OILSTZJ,X,X,X,X,O,X,X
OILSJTZ,X,X,X,X,X,O,O
OILSJZT,X,X,X,O,O,X,O
OILSZTJ,X,X,X,O,O,X,X
OILSZJT,X,X,X,O,O,X,O
OILZTJS,X,O,X,O,X,X,X
OILZTSJ,X,O,X,O,O,X,X
OILZJTS,X,O,X,O,X,X,X
OILZJST,X,X,X,O,O,X,X
OILZSTJ,X,X,X,O,O,X,X
OILZSJT,X,X,X,O,O,X,X
OIJTLSZ,O,X,X,X,X,X,X
OIJTLZS,O,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,X,O,X
OIJTSZL,O,X,X,X,X,O,X
OIJTZLS,O,X,X,X,X,X,X
OIJTZSL,O,X,X,X,X,X,X
OIJLTSZ,X,O,X,X,X,X,X
OIJLTZS,X,O,X,O,X,X,X
OIJLSTZ,X,X,X,X,X,O,X
OIJLSZT,X,X,X,O,O,X,X
OIJLZTS,X,O,X,O,X,X,X
OIJLZST,X,X,X,O,O,X,X
OIJSTLZ,O,X,X,X,X,O,X
OIJSTZL,O,X,X,X,X,O,X
OIJSLTZ,O,X,X,X,X,O,X
OIJSLZT,X,X,X,X,O,X,X
OIJSZTL,X,X,X,X,X,O,X
OIJSZLT,X,X,X,X,O,X,X
OIJZTLS,O,X,X,O,X,X,X
OIJZTSL,O,X,X,X,X,X,X
OIJZLTS,X,X,X,O,X,X,X
OIJZLST,X,X,X,O,X,X,X
OIJZSTL,O,X,X,X,X,O,X
OIJZSLT,O,X,X,X,X,X,X
OISTLJZ,O,X,X,X,X,O,O
OISTLZJ,O,X,X,X,O,X,X
OISTJLZ,O,X,X,X,X,O,O
OISTJZL,O,X,X,X,X,O,X
OISTZLJ,O,X,X,X,O,X,X
OISTZJL,O,X,X,X,X,O,X
OISLTJZ,O,X,X,X,X,O,O
OISLTZJ,O,X,X,X,O,X,X
OISLJTZ,O,X,X,X,X,O,O
OISLJZT,X,X,X,O,O,X,O
OISLZTJ,X,X,X,O,O,X,X
OISLZJT,X,X,X,O,O,X,O
OISJTLZ,O,X,X,X,X,O,O
OISJTZL,O,X,X,X,X,O,X
OISJLTZ,O,X,X,X,X,O,O
OISJLZT,X,X,X,X,O,X,O
OISJZTL,X,X,X,X,X,O,X
OISJZLT,X,X,X,X,O,X,O
OISZTLJ,O,X,X,O,O,X,X
OISZTJL,O,X,X,X,X,O,X
OISZLTJ,O,X,X,O,O,X,X
OISZLJT,O,X,X,O,O,X,O
OISZJTL,O,X,X,X,X,O,X
OISZJLT,O,X,X,X,O,X,O
OIZTLJS,O,O,X,O,X,X,X
OIZTLSJ,O,O,X,O,X,X,X
OIZTJLS,O,O,X,O,X,X,X
OIZTJSL,O,X,X,X,X,X,X
OIZTSLJ,O,O,X,O,X,X,X
OIZTSJL,O,X,X,X,X,X,X
OIZLTJS,X,O,X,O,X,X,X
OIZLTSJ,X,O,X,O,O,X,X
OIZLJTS,X,O,X,O,X,X,X
OIZLJST,X,X,X,O,O,X,X
OIZLSTJ,X,X,X,O,O,X,X
OIZLSJT,X,X,X,O,O,X,X
OIZJTLS,O,X,X,O,X,X,X
OIZJTSL,O,X,X,X,X,X,X
OIZJLTS,X,X,X,O,X,X,X
OIZJLST,X,X,X,O,X,X,X
OIZJSTL,O,X,X,X,X,O,X
OIZJSLT,O,X,X,X,X,X,X
OIZSTLJ,O,X,X,O,O,X,X
OIZSTJL,O,X,X,X,X,O,X
OIZSLTJ,O,X,X,O,O,X,X
OIZSLJT,O,X,X,O,O,X,X
OIZSJTL,O,X,X,X,X,O,X
OIZSJLT,O,X,X,X,O,X,X
OLTIJSZ,X,O,O,X,X,X,X
OLTIJZS,X,O,X,O,X,X,X
OLTISJZ,X,O,O,X,X,X,X
OLTISZJ,X,O,O,X,O,X,X
OLTIZJS,X,O,X,O,X,X,X
OLTIZSJ,X,O,X,O,O,X,X
OLTJISZ,X,O,O,X,X,X,X
OLTJIZS,X,O,X,O,X,X,X
OLTJSIZ,X,O,O,X,X,X,X
OLTJSZI,X,O,O,X,X,X,X
OLTJZIS,X,O,X,O,X,X,X
OLTJZSI,X,O,X,O,X,X,X
OLTSIJZ,X,O,O,X,X,X,X
OLTSIZJ,X,O,O,X,O,X,X
OLTSJIZ,X,O,O,X,X,X,X
OLTSJZI,X,O,O,X,X,X,X
OLTSZIJ,X,O,O,X,O,X,X
OLTSZJI,X,O,O,X,X,X,X
OLTZIJS,X,O,X,O,X,X,X
OLTZISJ,X,O,X,O,O,X,X
OLTZJIS,X,O,X,O,X,X,X
OLTZJSI,X,O,X,O,X,X,X
OLTZSIJ,X,O,X,O,O,X,X
OLTZSJI,X,O,X,O,X,X,X
OLITJSZ,X,O,O,X,X,X,X
OLITJZS,X,O,X,O,X,X,X
OLITSJZ,X,O,O,X,X,X,X
OLITSZJ,X,O,O,X,O,X,X
OLITZJS,X,O,X,O,X,X,X
OLITZSJ,X,O,X,O,O,X,X
OLIJTSZ,X,O,X,X,X,X,X
OLIJTZS,X,O,X,O,X,X,X
OLIJSTZ,X,X,X,X,X,O,O
OLIJSZT,X,X,X,O,O,X,O
OLIJZTS,X,O,X,O,X,X,X
OLIJZST,X,X,X,O,O,X,X
OLISTJZ,X,X,O,X,X,O,O
OLISTZJ,X,X,X,X,O,X,X
OLISJTZ,X,X,O,X,X,O,O
OLISJZT,X,X,O,O,O,X,O
OLISZTJ,X,X,X,O,O,X,X
OLISZJT,X,X,O,O,O,X,O
OLIZTJS,X,O,X,O,X,X,X
OLIZTSJ,X,O,X,O,O,X,X
OLIZJTS,X,O,X,O,X,X,X
OLIZJST,X,X,X,O,O,X,X
OLIZSTJ,X,X,X,O,O,X,X
OLIZSJT,X,X,X,O,O,X,X
OLJTISZ,X,O,X,X,X,X,X
OLJTIZS,X,O,X,O,X,X,X
OLJTSIZ,X,O,X,X,X,X,X
OLJTSZI,X,O,X,X,X,X,X
OLJTZIS,X,O,X,O,X,X,X
OLJTZSI,X,O,X,O,X,X,X
OLJITSZ,X,O,X,X,X,X,X
OLJITZS,X,O,X,O,X,X,X
OLJISTZ,X,X,X,X,X,O,O
OLJISZT,X,X,X,O,O,X,O
OLJIZTS,X,O,X,O,X,X,X
OLJIZST,X,X,X,O,O,X,X
OLJSTIZ,X,X,X,X,X,O,O
OLJSTZI,X,X,X,X,X,O,X
OLJSITZ,X,X,X,X,X,O,O
OLJSIZT,X,X,X,O,O,X,O
OLJSZTI,X,X,X,O,X,X,X
OLJSZIT,X,X,X,O,O,X,O
OLJZTIS,X,O,X,O,X,X,X
OLJZTSI,X,O,X,O,X,X,X
OLJZITS,X,O,X,O,X,X,X
OLJZIST,X,X,X,O,O,X,X
OLJZSTI,X,X,X,O,X,X,X
OLJZSIT,X,X,X,O,O,X,X
OLSTIJZ,X,X,O,X,X,O,O
OLSTIZJ,X,X,O,X,O,X,X
OLSTJIZ,X,X,O,X,X,O,O
OLSTJZI,X,X,O,X,X,O,X
OLSTZIJ,X,X,O,X,O,X,X
OLSTZJI,X,X,O,X,X,X,X
OLSITJZ,X,X,O,X,X,O,O
OLSITZJ,X,X,O,X,O,X,X
OLSIJTZ,X,X,O,X,X,O,O
OLSIJZT,X,X,O,O,O,X,O
OLSIZTJ,X,X,X,O,O,X,X
OLSIZJT,X,X,O,O,O,X,O
OLSJTIZ,X,X,O,X,X,O,O
OLSJTZI,X,X,O,X,X,O,X
OLSJITZ,X,X,O,X,X,O,O
OLSJIZT,X,X,O,O,O,X,O
OLSJZTI,X,X,O,O,X,X,X
OLSJZIT,X,X,O,O,O,X,O
OLSZTIJ,X,X,O,O,O,X,X
OLSZTJI,X,X,O,O,X,X,X
OLSZITJ,X,X,X,O,O,X,X
OLSZIJT,X,X,O,O,O,X,O
OLSZJTI,X,X,O,O,X,X,X
OLSZJIT,X,X,O,O,O,X,O
OLZTIJS,X,O,X,O,X,X,X
OLZTISJ,X,O,X,O,O,X,X
OLZTJIS,X,O,X,O,X,X,X
OLZTJSI,X,O,X,O,X,X,X
OLZTSIJ,X,O,X,O,O,X,X
OLZTSJI,X,O,X,O,X,X,X
OLZITJS,X,O,X,O,X,X,X
OLZITSJ,X,O,X,O,O,X,X
OLZIJTS,X,O,X,O,X,X,X
OLZIJST,X,X,X,O,O,X,X
OLZISTJ,X,X,X,O,O,X,X
OLZISJT,X,X,X,O,O,X,X
OLZJTIS,X,O,X,O,X,X,X
OLZJTSI,X,O,X,O,X,X,X
OLZJITS,X,O,X,O,X,X,X
OLZJIST,X,X,X,O,O,X,X
OLZJSTI,X,X,X,O,X,X,X
OLZJSIT,X,X,X,O,O,X,X
OLZSTIJ,X,X,X,O,O,X,X
OLZSTJI,X,X,X,O,X,X,X
OLZSITJ,X,X,X,O,O,X,X
OLZSIJT,X,X,X,O,O,X,X
OLZSJTI,X,X,X,O,X,X,X
OLZSJIT,X,X,X,O,O,X,X
OJTILSZ,O,X,X,X,X,X,X
OJTILZS,O,X,X,X,X,X,X
OJTISLZ,O,X,X,X,X,O,X
OJTISZL,O,X,X,X,X,O,X
OJTIZLS,O,X,X,X,X,X,X
OJTIZSL,O,X,X,X,X,X,X
OJTLISZ,O,X,X,X,X,X,X
OJTLIZS,O,X,X,X,X,X,X
OJTLSIZ,O,X,X,X,X,X,X
OJTLSZI,O,X,X,X,X,X,X
OJTLZIS,O,X,X,X,X,X,X
OJTLZSI,O,X,X,X,X,X,X
OJTSILZ,O,X,X,X,X,O,X
OJTSIZL,O,X,X,X,X,O,X
OJTSLIZ,O,X,X,X,X,O,X
OJTSLZI,O,X,X,X,X,O,X
OJTSZIL,O,X,X,X,X,O,X
OJTSZLI,O,X,X,X,X,O,X
OJTZILS,O,X,X,X,X,X,X
OJTZISL,O,X,X,X,X,X,X
OJTZLIS,O,X,X,X,X,X,X
OJTZLSI,O,X,X,X,X,X,X
OJTZSIL,O,X,X,X,X,X,X
OJTZSLI,O,X,X,X,X,X,X
OJITLSZ,O,X,X,X,X,X,X
OJITLZS,O,X,X,X,X,X,X
OJITSLZ,O,X,X,X,X,O,X
OJITSZL,O,X,X,X,X,O,X
OJITZLS,O,X,X,X,X,X,X
OJITZSL,O,X,X,X,X,X,X
OJILTSZ,X,O,X,X,X,X,X
OJILTZS,X,O,X,O,X,X,X
OJILSTZ,X,X,X,X,X,O,X
OJILSZT,X,X,X,O,O,X,X
OJILZTS,X,O,X,O,X,X,X
OJILZST,X,X,X,O,O,X,X
OJISTLZ,O,X,X,X,X,O,X
OJISTZL,O,X,X,X,X,O,X
OJISLTZ,O,X,X,X,X,O,X
OJISLZT,X,X,X,X,O,X,X
OJISZTL,X,X,X,X,X,O,X
OJISZLT,X,X,X,X,O,X,X
OJIZTLS,O,X,X,O,X,X,X
OJIZTSL,O,X,X,X,X,X,X
OJIZLTS,X,X,X,O,X,X,X
OJIZLST,X,X,X,O,X,X,X
OJIZSTL,O,X,X,X,X,O,X
OJIZSLT,O,X,X,X,X,X,X
OJLTISZ,X,O,X,X,X,X,X
OJLTIZS,X,O,X,O,X,X,X
OJLTSIZ,X,O,X,X,X,X,X
OJLTSZI,X,O,X,X,X,X,X
OJLTZIS,X,O,X,O,X,X,X
OJLTZSI,X,O,X,O,X,X,X
OJLITSZ,X,O,X,X,X,X,X
OJLITZS,X,O,X,O,X,X,X
OJLISTZ,X,X,X,X,X,O,X
OJLISZT,X,X,X,O,O,X,X
OJLIZTS,X,O,X,O,X,X,X
OJLIZST,X,X,X,O,O,X,X
OJLSTIZ,X,X,X,X,X,O,X
OJLSTZI,X,X,X,X,X,O,X
OJLSITZ,X,X,X,X,X,O,X
OJLSIZT,X,X,X,O,O,X,X
OJLSZTI,X,X,X,O,X,X,X
OJLSZIT,X,X,X,O,O,X,X
OJLZTIS,X,O,X,O,X,X,X
OJLZTSI,X,O,X,O,X,X,X
OJLZITS,X,O,X,O,X,X,X
OJLZIST,X,X,X,O,O,X,X
OJLZSTI,X,X,X,O,X,X,X
OJLZSIT,X,X,X,O,O,X,X
OJSTILZ,O,X,X,X,X,O,X
OJSTIZL,O,X,X,X,X,O,X
OJSTLIZ,O,X,X,X,X,O,X
OJSTLZI,O,X,X,X,X,O,X
OJSTZIL,O,X,X,X,X,O,X
OJSTZLI,O,X,X,X,X,O,X
OJSITLZ,O,X,X,X,X,O,X
OJSITZL,O,X,X,X,X,O,X
OJSILTZ,O,X,X,X,X,O,X
OJSILZT,X,X,X,X,O,X,X
OJSIZTL,X,X,X,X,X,O,X
OJSIZLT,X,X,X,X,O,X,X
OJSLTIZ,O,X,X,X,X,O,X
OJSLTZI,O,X,X,X,X,O,X
OJSLITZ,O,X,X,X,X,O,X
OJSLIZT,X,X,X,X,O,X,X
OJSLZTI,X,X,X,X,X,X,X
OJSLZIT,X,X,X,X,O,X,X
OJSZTIL,X,X,X,X,X,O,X
OJSZTLI,X,X,X,X,X,O,X
OJSZITL,X,X,X,X,X,O,X
OJSZILT,X,X,X,X,O,O,X
OJSZLTI,X,X,X,X,X,O,X
OJSZLIT,X,X,X,X,X,O,X
OJZTILS,O,X,X,O,X,X,X
OJZTISL,O,X,X,X,X,O,X
OJZTLIS,O,X,X,O,X,X,X
OJZTLSI,O,X,X,O,X,X,X
OJZTSIL,O,X,X,X,X,O,X
OJZTSLI,O,X,X,X,X,O,X
OJZITLS,O,X,X,O,X,X,X
OJZITSL,O,X,X,X,X,O,X
OJZILTS,X,X,X,O,X,X,X
OJZILST,X,X,X,O,X,O,X
OJZISTL,O,X,X,X,X,O,X
OJZISLT,O,X,X,X,X,O,X
OJZLTIS,X,X,X,O,X,X,X
OJZLTSI,X,X,X,O,X,X,X
OJZLITS,X,X,X,O,X,X,X
OJZLIST,X,X,X,O,X,O,X
OJZLSTI,X,X,X,O,X,O,X
OJZLSIT,X,X,X,O,X,O,X
OJZSTIL,O,X,X,X,X,O,X
OJZSTLI,O,X,X,X,X,O,X
OJZSITL,O,X,X,X,X,O,X
OJZSILT,O,X,X,X,X,O,X
OJZSLTI,O,X,X,X,X,O,X
OJZSLIT,O,X,X,X,X,O,X
OSTILJZ,O,X,O,X,X,O,O
OSTILZJ,O,X,O,X,O,X,X
OSTIJLZ,O,X,O,X,X,O,O
OSTIJZL,O,X,X,X,X,O,X
OSTIZLJ,O,X,X,X,O,X,X
OSTIZJL,O,X,X,X,X,O,X
OSTLIJZ,O,X,O,X,X,O,O
OSTLIZJ,O,X,O,X,O,X,X
OSTLJIZ,O,X,O,X,X,O,O
OSTLJZI,O,X,O,X,X,O,X
OSTLZIJ,O,X,O,X,O,X,X
OSTLZJI,O,X,O,X,X,X,X
OSTJILZ,O,X,O,X,X,O,O
OSTJIZL,O,X,X,X,X,O,X
OSTJLIZ,O,X,O,X,X,O,O
OSTJLZI,O,X,O,X,X,O,X
OSTJZIL,O,X,X,X,X,O,X
OSTJZLI,O,X,O,X,X,O,X
OSTZILJ,O,X,X,X,O,O,X
OSTZIJL,O,X,X,X,X,O,X
OSTZLIJ,O,X,O,X,X,O,X
OSTZLJI,O,X,O,X,X,O,X
OSTZJIL,O,X,X,X,X,O,X
OSTZJLI,O,X,O,X,X,O,X
OSITLJZ,O,X,O,X,X,O,O
OSITLZJ,O,X,O,X,O,X,X
OSITJLZ,O,X,O,X,X,O,O
OSITJZL,O,X,X,X,X,O,X
OSITZLJ,O,X,X,X,O,X,X
OSITZJL,O,X,X,X,X,O,X
OSILTJZ,O,X,O,X,X,O,O
OSILTZJ,O,X,O,X,O,X,X
OSILJTZ,O,X,O,X,X,O,O
OSILJZT,X,X,O,O,O,X,O
OSILZTJ,X,X,X,O,O,X,X
OSILZJT,X,X,O,O,O,X,O
OSIJTLZ,O,X,O,X,X,O,O
OSIJTZL,O,X,X,X,X,O,X
OSIJLTZ,O,X,O,X,X,O,O
OSIJLZT,X,X,O,X,O,X,O
OSIJZTL,X,X,X,X,X,O,X
OSIJZLT,X,X,X,X,O,X,O
OSIZTLJ,O,X,X,O,O,X,X
OSIZTJL,O,X,X,X,X,O,X
OSIZLTJ,O,X,X,O,O,X,X
OSIZLJT,O,X,X,O,O,X,O
OSIZJTL,O,X,X,X,X,O,X
OSIZJLT,O,X,X,X,O,X,O
OSLTIJZ,O,X,O,X,X,O,O
OSLTIZJ,O,X,O,X,O,X,X
OSLTJIZ,O,X,O,X,X,O,O
OSLTJZI,O,X,O,X,X,O,X
OSLTZIJ,O,X,O,X,O,X,X
OSLTZJI,O,X,O,X,X,X,X
OSLITJZ,O,X,O,X,X,O,O
OSLITZJ,O,X,O,X,O,X,X
OSLIJTZ,O,X,O,X,X,O,O
OSLIJZT,X,X,O,O,O,X,O
OSLIZTJ,X,X,X,O,O,X,X
OSLIZJT,X,X,O,O,O,X,O
OSLJTIZ,O,X,O,X,X,O,O
OSLJTZI,O,X,O,X,X,O,X
OSLJITZ,O,X,O,X,X,O,O
OSLJIZT,X,X,O,O,O,X,O
OSLJZTI,X,X,O,O,X,X,X
OSLJZIT,X,X,O,O,O,X,O
OSLZTIJ,X,X,O,O,O,X,X
OSLZTJI,X,X,O,O,X,X,X
OSLZITJ,X,X,X,O,O,X,X
OSLZIJT,X,X,O,O,O,X,O
OSLZJTI,X,X,O,O,X,X,X
OSLZJIT,X,X,O,O,O,X,O
OSJTILZ,O,X,O,X,X,O,O
OSJTIZL,O,X,X,X,X,O,X
OSJTLIZ,O,X,O,X,X,O,O
OSJTLZI,O,X,O,X,X,O,X
OSJTZIL,O,X,X,X,X,O,X
OSJTZLI,O,X,O,X,X,O,X
OSJITLZ,O,X,O,X,X,O,O
OSJITZL,O,X,X,X,X,O,X
OSJILTZ,O,X,O,X,X,O,O
OSJILZT,X,X,O,X,O,X,O
OSJIZTL,X,X,X,X,X,O,X
OSJIZLT,X,X,X,X,O,X,O
OSJLTIZ,O,X,O,X,X,O,O
OSJLTZI,O,X,O,X,X,O,X
OSJLITZ,O,X,O,X,X,O,O
OSJLIZT,X,X,O,X,O,X,O
OSJLZTI,X,X,O,X,X,X,X
OSJLZIT,X,X,O,X,O,X,O
OSJZTIL,X,X,X,X,X,O,X
OSJZTLI,X,X,O,X,X,O,X
OSJZITL,X,X,X,X,X,O,X
OSJZILT,X,X,X,X,O,O,O
OSJZLTI,X,X,O,X,X,O,X
OSJZLIT,X,X,O,X,X,O,O
OSZTILJ,O,X,X,O,O,O,X
OSZTIJL,O,X,X,X,X,O,X
OSZTLIJ,O,X,O,O,X,O,X
OSZTLJI,O,X,O,O,X,O,X
OSZTJIL,O,X,X,X,X,O,X
OSZTJLI,O,X,O,X,X,O,X
OSZITLJ,O,X,X,O,O,O,X
OSZITJL,O,X,X,X,X,O,X
OSZILTJ,O,X,X,O,O,O,X
OSZILJT,O,X,X,O,O,O,O
OSZIJTL,O,X,X,X,X,O,X
