sequence,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBXjBUnBCnBlqBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBxiBTmB0qBXsBlsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFFiBXjBxqBTsBCrBUrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFjB2qBCnBTsB8qB3rB,v115@HhB8GeC8FeE8EeB8Jex/IvhF2nB/qBFmBCoBUsBTrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFymBXjBTlB0mB+sBVwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFXjBRmBFmB0qBCsBTsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnBCoBlqB3rBUsB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFiBXjBilB+rB8qBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBlqBCsBmqBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBmqBCsBlqBTsB,v115@HhB8GeC8FeE8EeB8Je3AJvhFFjBxmBmkBzqBCsBUsB,v115@HhB8GeC8FeE8EeB8Je1FJvhF0hBXjBmkBTnBCrBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnB3mBCoB0qBVxB,v115@HhB8GeC8FeE8EeB8Jex/IvhFzhBFjBilB+sB8qB3rB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBXjB0qBxrBlrBTsB
ZSIJTLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSIJTOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSIJLTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSIJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSIJOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSIOTJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIOLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSIOJLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLTIJO,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
ZSLTIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTJIO,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X
ZSLTJOI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
ZSLTOIJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTOJI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLITJO,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZSLITOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSLIJTO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZSLIJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLJTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
ZSLJTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
ZSLJITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZSLJIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZSLJOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOTJI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X
ZSLOJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSJTIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZSJTLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZSJTLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
ZSJTOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSJTOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZSJITLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSJITOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSJILTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSJILOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSJIOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLTIO,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSJLTOI,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X
ZSJLITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZSJLIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZSJLOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSJOTLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZSJOITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSJOILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJOLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOTLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOTJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZSOITLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSOITJL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOILTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOILJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSOIJLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOLJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOJTLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
ZSOJITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSOJILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOJLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTILJS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTILSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTIJSL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTISLJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTISJL,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTLIJS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTLISJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTLJIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTLJSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJILS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJISL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJLSI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJSLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTSILJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTSIJL,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTSLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTSJLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOITLJS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOITLSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOITJLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOITJSL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOITSLJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOITSJL,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O
ZOILTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOILTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOILJTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOILJST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOIJTSL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOIJLTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOIJLST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZOIJSLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOISTJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOISLTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZOISJLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLTISJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTJIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLTJSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOLITSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLIJTS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOLIJST,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLISJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLJTSI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJITS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOLJIST,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTILS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTISL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTLSI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTSLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJITLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOJITSL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOJILTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOJILST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJISTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZOJISLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJLTSI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOJLIST,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSTI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOJSTLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOJSITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZOJSILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOSTIJL,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOSTLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOSTJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOSITLJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOSITJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOSILTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZOSIJLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOSJTLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOSJITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZOSJILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSJLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTILJZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTILSJZ,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
OTILSZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTILZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIJLSZ,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
OTIJLZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
OTIJSZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIJZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTIJZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTISLJZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTISLZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTISJLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
OTISJZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTISZLJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTISZJL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTIZLSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIZJLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTIZJSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTIZSLJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIZSJL,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLIJSZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTLIJZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTLISJZ,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
OTLISZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLIZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLJISZ,O,X,O,O,X,O,X,O,O,O,X,O,X,X,X,X
OTLJIZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTLJSIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,O,X
OTLJSZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
OTLJZIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLJZSI,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTLSIJZ,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTLSIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLSJIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X
OTLSJZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTLSZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLZJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
OTJILZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJISLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
OTJISZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTJIZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJIZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJLISZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X
OTJLIZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJLSIZ,X,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X
OTJLSZI,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
OTJLZIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJSILZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X
OTJSIZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTJSLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
OTJSLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
OTJSZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTJZILS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJZISL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJZLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZLSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJZSIL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJZSLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSILJZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTSILZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTSIJLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
OTSIJZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSIZLJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTSIZJL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSLIJZ,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTSLIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTSLJIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X
OTSLJZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTSLZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
OTSJIZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSJLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTSJLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSJZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSZILJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTSZIJL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSZLIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZLJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSZJLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZILJS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZILSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZIJLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTZIJSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTZISLJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZISJL,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZLIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZLISJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZLJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZLJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJILS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTZJISL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTZJLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZJLSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZJSIL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTZJSLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSILJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZSIJL,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
OTZSLIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
OTZSJLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLJSZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OITLJZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OITLSJZ,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
