sequence,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF3hBcnB6oBT?lBdtBWxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBTjBu?rBcsBXtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBXjBu?rBctBTsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB2nBTlBc?tBXsBCtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBTjBx?sBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeUAJvhF9mBOnB6oBz?nB3lBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBXiBTjBW?tB0mBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oB0sBXsB
ZSOTLIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOTLJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOTJIL,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOTJLI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOITLJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOITJL,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOILTJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOILJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZSOIJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOLTJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOLITJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOLIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOLJIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOJTLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOJITL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZSOJILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOJLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O
ZOTILSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZOTIJLS,O,X,O,O,O,X,X,X,O,O,O,O,X,X,O
ZOTIJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
ZOTISLJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZOTISJL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
ZOTLIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
ZOTLISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
ZOTLJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
ZOTLJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
ZOTLSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTJILS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
ZOTJISL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
ZOTJLIS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
ZOTJLSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
ZOTJSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOTJSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOTSILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTSIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOTSLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTSJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOTSJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOITLJS,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O
ZOITLSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZOITJLS,O,X,O,O,O,X,X,X,O,O,O,O,X,X,O
ZOITJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
ZOITSLJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZOITSJL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
ZOILTJS,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O
ZOILTSJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
ZOILJTS,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X
ZOILJST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOILSTJ,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZOILSJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJTLS,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X
ZOIJTSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
ZOIJLTS,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X
ZOIJLST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJSTL,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X
ZOIJSLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOISTLJ,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X
ZOISTJL,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X
ZOISLTJ,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X
ZOISLJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOISJTL,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X
ZOISJLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
ZOLTISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
ZOLTJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
ZOLTJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
ZOLTSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOLTSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOLITJS,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O
ZOLITSJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
ZOLIJTS,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X
ZOLIJST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLISTJ,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZOLISJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJTIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
ZOLJTSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
ZOLJITS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
ZOLJIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X
ZOLJSIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOLSTJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOLSITJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOLSIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOLSJIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
ZOJTISL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
ZOJTLIS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
ZOJTLSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
ZOJTSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOJTSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOJITLS,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X
ZOJITSL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
ZOJILTS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
ZOJILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOJISLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
ZOJLTSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
ZOJLITS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
ZOJLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
ZOJLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOJSTLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOJSITL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOJSILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOJSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSTIJL,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSTLIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSTLJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSTJIL,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSTJLI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSITLJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSITJL,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSILTJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSILJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSLTJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSLITJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSLIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSLJIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSJTLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSJITL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOSJILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSJLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OTILJZS,O,O,O,O,O,X,O,X,O,O,O,O,O,X,X
OTILSJZ,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X
OTILSZJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
OTILZJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
OTILZSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTIJLSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OTIJLZS,O,O,O,O,O,X,O,X,O,O,O,O,O,X,X
OTIJSLZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OTIJSZL,O,X,O,O,X,O,X,O,X,O,O,O,O,X,X
OTIJZLS,O,O,O,O,O,X,O,X,O,O,O,O,O,X,X
OTIJZSL,O,O,O,X,O,O,X,X,O,O,O,O,O,X,X
OTISLJZ,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X
OTISLZJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
OTISJLZ,O,O,X,O,O,X,O,O,X,O,O,O,X,X,X
OTISJZL,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OTISZLJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
OTISZJL,O,X,O,O,X,O,X,O,O,O,O,O,X,X,X
OTIZLJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
OTIZLSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTIZJLS,O,X,O,O,O,X,O,X,O,O,O,O,X,X,X
OTIZJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
OTIZSLJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTIZSJL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
OTLIJSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
OTLIJZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
OTLISJZ,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X
OTLISZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTLIZJS,O,X,O,O,O,X,O,X,O,X,X,O,X,X,X
OTLIZSJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
OTLJISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
OTLJIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
OTLJSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
OTLJSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
OTLJZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
OTLJZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
OTLSIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
OTLSIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
OTLSJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
OTLSZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTLSZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTLZIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
OTLZISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
OTLZJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
OTLZJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
OTLZSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTLZSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTJILSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
OTJILZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
OTJISLZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
OTJISZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
OTJIZLS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
OTJIZSL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
OTJLISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
OTJLIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
OTJLSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
OTJLSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
OTJLZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
OTJLZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
OTJSILZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
OTJSIZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
OTJSLIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
OTJSLZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
OTJSZIL,O,X,O,O,O,O,X,O,X,X,O,O,X,X,X
OTJSZLI,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X
OTJZILS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
OTJZISL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
OTJZLIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
OTJZLSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
OTJZSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
OTJZSLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
OTSILJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
OTSILZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSIJLZ,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X
OTSIJZL,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
OTSIZLJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSIZJL,O,O,O,O,X,O,X,O,O,X,O,O,X,X,X
OTSLIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
OTSLIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
OTSLJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
OTSLZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSLZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSJILZ,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X
OTSJIZL,O,X,O,O,X,O,X,O,X,X,O,O,X,X,X
OTSJLIZ,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X
OTSJLZI,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X
OTSJZIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTSJZLI,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTSZILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSZIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTSZLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSZLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSZJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTSZJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTZILJS,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O
OTZILSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTZIJLS,O,X,O,O,O,X,X,X,O,O,O,O,X,X,O
OTZIJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
OTZISLJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTZISJL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
OTZLIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
OTZLISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
OTZLJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
OTZLJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
OTZLSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZLSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZJILS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
OTZJISL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
OTZJLIS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
OTZJLSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
OTZJSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
OTZJSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
OTZSILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZSIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTZSLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZSLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZSJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTZSJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OITLJSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OITLJZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OITLSJZ,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X
OITLSZJ,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OITLZJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
OITLZSJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OITJLSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OITJLZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OITJSLZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OITJSZL,O,X,O,O,X,O,X,O,X,O,O,O,O,X,X
OITJZLS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OITJZSL,O,X,O,X,O,O,X,X,O,O,O,O,O,X,X
OITSLJZ,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X
OITSLZJ,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OITSJLZ,O,X,X,O,O,X,O,O,X,O,O,O,X,X,X
OITSJZL,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OITSZLJ,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OITSZJL,O,X,O,O,X,O,X,O,O,O,O,O,X,X,X
OITZLJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
OITZLSJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OITZJLS,O,X,O,O,O,X,O,X,O,O,O,O,X,X,X
OITZJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
OITZSLJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OITZSJL,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X
OILTJSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OILTJZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OILTSJZ,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X
OILTSZJ,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OILTZJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
OILTZSJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OILJTSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OILJTZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OILJSTZ,O,X,X,O,X,X,O,O,X,O,O,X,O,X,X
OILJSZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OILJZTS,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X
OILJZST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OILSTJZ,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X
OILSTZJ,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OILSJTZ,O,X,X,O,X,X,O,O,X,O,O,X,X,X,X
OILSJZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILSZTJ,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OILSZJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZTJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
OILZTSJ,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OILZJTS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X
OILZJST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OILZSTJ,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
OILZSJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OIJTLSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OIJTLZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OIJTSLZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OIJTSZL,O,X,O,O,X,O,X,O,X,O,O,O,O,X,X
OIJTZLS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OIJTZSL,O,X,O,X,O,O,X,X,O,O,O,O,O,X,X
OIJLTSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OIJLTZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OIJLSTZ,O,X,X,O,X,X,O,O,X,O,O,X,O,X,X
OIJLSZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJLZTS,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X
OIJLZST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OIJSTLZ,O,X,O,O,X,X,O,O,X,O,O,O,O,X,X
OIJSTZL,O,X,O,O,X,O,X,O,X,O,O,O,O,X,X
OIJSLTZ,O,X,X,O,X,X,O,O,X,O,O,X,O,X,X
OIJSLZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJSZTL,O,X,O,X,X,O,X,X,X,O,O,O,O,X,X
OIJSZLT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OIJZTLS,O,X,O,X,O,X,O,X,O,O,O,O,O,X,X
OIJZTSL,O,X,O,X,O,O,X,X,O,O,O,O,O,X,X
OIJZLTS,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X
OIJZLST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OIJZSTL,O,X,O,X,X,O,X,X,X,O,O,O,O,X,X
OIJZSLT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OISTLJZ,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X
OISTLZJ,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OISTJLZ,O,X,X,O,O,X,O,O,X,O,O,O,X,X,X
OISTJZL,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OISTZLJ,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OISTZJL,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X
OISLTJZ,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X
OISLTZJ,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OISLJTZ,O,X,X,O,X,X,O,O,X,O,O,X,X,X,X
OISLJZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
