sequence,v115@GhA8HeC8GeD8DeD8Jei/IvhFRhBunBfqBzmBUrBlqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBXlBUnBGrByvB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBSqB/rBUnB2vB,v115@GhA8HeC8GeD8DeD8Je/EJvhFzgBRiBGnB0qBlrBaqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFylB3iBFqBxrBurB0qB,v115@GhA8HeC8GeD8DeD8JeT/IvhF0gBlhB3iBRqBCsB2vB,v115@GhA8HeC8GeD8DeD8JeT/IvhF3iBxlBmlBUnBFqBSwB,v115@GhA8HeC8GeD8DeD8JeT/IvhFUiBxlBmlB3nBFqBSwB,v115@GhA8HeC8GeD8DeD8Je2EJvhF/mBRiBcqBTnBClBVwB,v115@GhA8HeC8GeD8DeD8Je3AJvhFRiB0kBSsBzqBlrBmpB
SZTLIJO,X,X,O,O,O,O,X,X,X,X
SZTLIOJ,X,O,O,X,O,O,O,X,X,X
SZTLJIO,X,O,O,O,X,X,X,X,X,X
SZTLJOI,O,O,O,O,X,X,X,X,X,X
SZTLOIJ,O,O,O,X,O,O,O,X,X,X
SZTLOJI,O,O,O,O,X,X,X,X,X,X
SZTJILO,X,O,O,O,X,X,X,X,X,X
SZTJIOL,X,O,O,O,X,X,X,X,X,X
SZTJLIO,X,O,O,O,X,X,X,X,X,X
SZTJLOI,O,O,O,O,X,X,X,X,X,X
SZTJOIL,O,O,O,O,X,X,X,X,X,X
SZTJOLI,O,O,O,O,X,X,X,X,X,X
SZTOILJ,O,O,O,X,O,X,O,X,X,X
SZTOIJL,O,O,O,O,O,X,O,X,X,X
SZTOLIJ,O,O,O,X,O,O,O,X,X,O
SZTOLJI,O,O,O,O,X,X,X,X,X,O
SZTOJIL,O,O,O,O,X,X,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,X,X,X
SZITLJO,X,X,O,O,O,O,X,X,X,X
SZITLOJ,X,O,O,X,O,O,X,X,X,X
SZITJLO,X,O,O,O,O,X,X,X,X,X
SZITJOL,X,O,O,O,O,X,X,X,X,X
SZITOLJ,X,O,O,X,O,O,X,X,X,X
SZITOJL,X,O,O,O,O,X,X,X,X,X
SZILTJO,X,X,O,O,X,O,X,X,X,X
SZILTOJ,X,O,O,X,X,O,X,X,X,X
SZILJTO,X,X,O,X,X,O,X,X,X,X
SZILJOT,O,X,O,X,X,O,X,X,X,X
SZILOTJ,O,O,O,X,X,O,X,X,X,X
SZILOJT,O,X,O,X,X,O,X,X,X,X
SZIJTLO,X,O,O,O,X,X,X,X,X,X
SZIJTOL,X,O,O,O,X,X,X,X,X,X
SZIJLTO,X,O,O,X,X,O,X,X,X,X
SZIJLOT,O,O,O,X,X,O,X,X,X,X
SZIJOTL,O,O,O,X,X,X,X,X,X,X
SZIJOLT,O,O,X,X,X,O,X,X,X,X
SZIOTLJ,O,O,O,X,O,O,X,X,X,X
SZIOTJL,O,O,O,O,O,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,O,X,X,X,O
SZIOLJT,O,X,O,X,X,O,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X,X,X,X
SZIOJLT,O,O,X,X,X,O,X,X,X,X
SZLTIJO,X,X,O,O,X,O,X,X,X,X
SZLTIOJ,X,O,O,X,X,O,O,X,X,X
SZLTJIO,X,O,O,O,X,X,X,X,X,X
SZLTJOI,O,O,O,O,X,X,X,X,X,X
SZLTOIJ,O,O,O,X,X,O,O,X,X,X
SZLTOJI,O,O,O,O,X,X,X,X,X,X
SZLITJO,X,X,O,O,X,O,X,X,X,X
SZLITOJ,X,O,O,X,X,O,X,X,X,X
SZLIJTO,X,X,O,X,X,O,X,X,X,X
SZLIJOT,O,X,O,X,X,O,X,X,X,X
SZLIOTJ,O,O,O,X,X,O,O,X,X,X
SZLIOJT,O,X,O,X,X,O,O,X,X,X
SZLJTIO,X,O,O,X,X,X,X,X,X,X
SZLJTOI,O,O,O,X,X,X,X,X,X,X
SZLJITO,X,O,O,X,X,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,X,X,X,X
SZLJOIT,O,O,O,X,X,X,X,X,X,X
SZLOTIJ,O,O,O,X,X,O,O,X,X,O
SZLOTJI,O,O,O,O,X,X,X,X,X,O
SZLOITJ,O,O,O,X,X,O,O,X,X,O
SZLOIJT,O,X,O,X,X,O,O,X,X,X
SZLOJTI,O,O,O,X,X,X,X,X,X,O
SZLOJIT,O,O,O,X,X,X,X,X,X,X
SZJTILO,X,O,O,O,X,X,X,X,X,X
SZJTIOL,X,O,O,O,X,X,X,X,X,X
SZJTLIO,X,O,O,O,X,X,X,X,X,X
SZJTLOI,O,O,O,O,X,X,X,X,X,X
SZJTOIL,O,O,O,O,X,X,X,X,X,X
SZJTOLI,O,O,O,O,X,X,X,X,X,X
SZJITLO,X,O,O,O,X,X,X,X,X,X
SZJITOL,X,O,O,O,X,X,X,X,X,X
SZJILTO,X,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,X,X,X
SZJIOTL,O,O,O,X,X,X,X,X,X,X
SZJIOLT,O,O,X,X,X,X,X,X,X,X
SZJLTIO,X,O,O,X,X,X,X,X,X,X
SZJLTOI,O,O,O,X,X,X,X,X,X,X
SZJLITO,X,O,O,X,X,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,X,X,X,X
SZJLOIT,O,O,O,X,X,X,X,X,X,X
SZJOTIL,O,O,O,O,X,X,X,X,O,X
SZJOTLI,O,O,O,O,X,X,X,X,O,X
SZJOITL,O,O,O,X,X,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X,X,X,X
SZJOLTI,O,O,O,X,X,X,X,X,X,O
SZJOLIT,O,O,O,X,X,X,X,X,X,X
SZOTILJ,O,O,O,X,O,X,O,X,O,X
SZOTIJL,O,O,O,O,O,X,O,X,O,X
SZOTLIJ,O,O,O,X,O,O,O,X,O,O
SZOTLJI,O,O,O,O,X,X,X,X,O,O
SZOTJIL,O,O,O,O,X,X,X,X,O,X
SZOTJLI,O,O,O,O,X,X,X,X,O,X
SZOITLJ,O,O,O,X,O,O,X,X,X,X
SZOITJL,O,O,O,O,O,X,X,X,X,X
SZOILTJ,O,O,O,X,X,O,X,X,X,O
SZOILJT,O,X,O,X,X,O,X,X,X,X
SZOIJTL,O,O,O,X,X,X,X,X,X,X
SZOIJLT,O,O,X,X,X,O,X,X,X,X
SZOLTIJ,O,O,O,X,X,O,O,X,X,O
SZOLTJI,O,O,O,O,X,X,X,X,X,O
SZOLITJ,O,O,O,X,X,O,O,X,X,O
SZOLIJT,O,X,O,X,X,O,O,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X,X,O
SZOLJIT,O,O,O,X,X,X,X,X,X,X
SZOJTIL,O,O,O,O,X,X,X,X,O,X
SZOJTLI,O,O,O,O,X,X,X,X,O,X
SZOJITL,O,O,O,X,X,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X,X,X,X
SZOJLTI,O,O,O,X,X,X,X,X,X,O
SZOJLIT,O,O,O,X,X,X,X,X,X,X
SOTILJZ,O,O,O,X,O,O,O,X,X,X
SOTILZJ,X,O,O,X,O,O,O,X,O,X
SOTIJLZ,O,O,O,X,O,X,O,X,X,X
SOTIJZL,X,O,O,O,O,X,O,X,O,X
SOTIZLJ,X,O,O,X,O,O,O,O,O,X
SOTIZJL,X,O,O,O,O,X,O,O,O,X
SOTLIJZ,O,O,O,X,O,O,O,X,X,X
SOTLIZJ,X,O,O,X,O,O,O,X,O,X
SOTLJIZ,O,O,O,X,O,O,O,X,X,X
SOTLJZI,O,X,X,X,X,X,X,X,X,X
SOTLZIJ,O,O,O,X,O,O,O,X,O,O
SOTLZJI,O,O,O,X,X,X,X,X,O,O
SOTJILZ,O,O,O,X,O,X,O,X,X,X
SOTJIZL,X,O,O,O,O,X,O,X,O,X
SOTJLIZ,O,O,O,X,O,O,O,X,X,X
SOTJLZI,O,X,X,X,X,X,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,X,O,X
SOTJZLI,O,O,X,O,X,X,X,X,O,X
SOTZILJ,O,O,O,X,O,X,O,X,O,X
SOTZIJL,O,O,O,O,O,X,O,X,O,X
SOTZLIJ,O,O,O,X,O,O,O,X,O,O
SOTZLJI,O,O,O,O,X,X,X,X,O,O
SOTZJIL,O,O,O,O,X,X,X,X,O,X
SOTZJLI,O,O,O,O,X,X,X,X,O,X
SOITLJZ,O,O,O,X,O,O,O,X,X,X
SOITLZJ,X,O,O,X,O,O,O,X,X,X
SOITJLZ,O,O,O,X,O,X,O,X,X,X
SOITJZL,X,O,O,O,O,X,O,X,X,X
SOITZLJ,X,O,O,X,O,O,O,X,X,X
SOITZJL,X,O,O,O,O,X,O,X,X,X
SOILTJZ,O,O,O,X,O,O,O,X,X,X
SOILTZJ,X,O,O,X,O,O,O,X,X,X
SOILJTZ,O,O,O,X,X,O,O,X,X,X
SOILJZT,O,O,O,X,X,O,O,X,X,X
SOILZTJ,O,O,O,X,X,O,O,X,X,O
SOILZJT,O,X,O,X,X,O,O,X,X,X
SOIJTLZ,O,O,O,X,O,X,X,X,X,X
SOIJTZL,X,O,O,O,O,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,O,X,X,X,X
SOIJLZT,O,O,X,X,X,O,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,O,X,X,X,X
SOIZTLJ,O,O,O,X,O,O,X,X,X,X
SOIZTJL,O,O,O,O,O,X,X,X,X,X
SOIZLTJ,O,O,O,X,X,O,X,X,X,O
SOIZLJT,O,X,O,X,X,O,X,X,X,X
SOIZJTL,O,O,O,X,X,X,X,X,X,X
SOIZJLT,O,O,X,X,X,O,X,X,X,X
SOLTIJZ,O,O,O,X,O,O,O,X,X,X
SOLTIZJ,X,O,O,X,O,O,O,O,X,X
SOLTJIZ,O,O,O,X,O,O,O,X,X,X
SOLTJZI,O,X,X,X,X,X,X,X,X,X
SOLTZIJ,O,O,O,X,O,O,O,X,X,O
SOLTZJI,O,O,O,X,X,X,X,X,X,O
SOLITJZ,O,O,O,X,O,O,O,X,X,X
SOLITZJ,X,O,O,X,O,O,O,X,X,X
SOLIJTZ,O,O,O,X,X,O,O,X,X,X
SOLIJZT,O,O,O,X,X,O,O,X,X,X
SOLIZTJ,O,O,O,X,X,O,O,O,X,O
SOLIZJT,O,X,O,X,X,O,O,O,X,X
SOLJTIZ,O,O,O,X,X,O,O,X,X,X
SOLJTZI,O,X,X,X,X,X,X,X,X,X
SOLJITZ,O,O,O,X,X,O,O,X,X,X
SOLJIZT,O,O,O,X,X,O,O,X,X,X
SOLJZTI,O,O,O,X,X,X,X,X,X,O
SOLJZIT,O,O,O,X,X,X,X,X,X,X
SOLZTIJ,O,O,O,X,X,O,O,X,X,O
SOLZTJI,O,O,O,X,X,X,X,X,X,O
SOLZITJ,O,O,O,X,X,O,O,X,X,O
SOLZIJT,O,X,O,X,X,O,O,X,X,X
SOLZJTI,O,O,O,X,X,X,X,X,X,O
SOLZJIT,O,O,O,X,X,X,X,X,X,X
SOJTILZ,O,O,O,X,O,X,O,X,X,X
SOJTIZL,X,O,O,O,O,X,O,X,X,X
SOJTLIZ,O,O,O,X,O,O,O,X,X,X
SOJTLZI,O,X,X,X,X,X,X,X,X,X
SOJTZIL,O,O,X,O,X,X,X,X,X,X
SOJTZLI,O,O,X,O,X,X,X,X,X,X
SOJITLZ,O,O,O,X,O,X,X,X,X,X
SOJITZL,X,O,O,O,O,X,X,X,X,X
SOJILTZ,O,O,X,X,X,O,X,X,X,X
SOJILZT,O,O,X,X,X,O,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,O,X,X,X,X
SOJLTIZ,O,O,O,X,X,O,O,X,X,X
SOJLTZI,O,X,X,X,X,X,X,X,X,X
SOJLITZ,O,O,O,X,X,O,O,X,X,X
SOJLIZT,O,O,O,X,X,O,O,X,X,X
SOJLZTI,O,O,O,X,X,X,X,X,X,O
SOJLZIT,O,O,O,X,X,X,X,X,X,X
SOJZTIL,O,O,O,X,X,X,X,X,O,X
SOJZTLI,O,O,O,X,X,X,X,X,O,X
SOJZITL,O,O,O,X,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X,X,X
SOJZLTI,O,O,O,X,X,X,X,X,X,O
SOJZLIT,O,O,O,X,X,X,X,X,X,X
SOZTILJ,O,O,O,X,O,X,O,X,O,X
SOZTIJL,O,O,O,O,O,X,O,X,O,X
SOZTLIJ,O,O,O,X,O,O,O,X,O,O
SOZTLJI,O,O,O,O,X,X,X,X,O,O
SOZTJIL,O,O,O,O,X,X,X,X,O,X
SOZTJLI,O,O,O,O,X,X,X,X,O,X
SOZITLJ,O,O,O,X,O,O,X,X,X,X
SOZITJL,O,O,O,O,O,X,X,X,X,X
SOZILTJ,O,O,O,X,X,O,X,X,X,O
SOZILJT,O,X,O,X,X,O,X,X,X,X
SOZIJTL,O,O,O,X,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,O,X,X,X,X
SOZLTIJ,O,O,O,X,X,O,O,X,X,O
SOZLTJI,O,O,O,O,X,X,X,X,X,O
SOZLITJ,O,O,O,X,X,O,O,X,X,O
SOZLIJT,O,X,O,X,X,O,O,X,X,X
SOZLJTI,O,O,O,X,X,X,X,X,X,O
SOZLJIT,O,O,O,X,X,X,X,X,X,X
SOZJTIL,O,O,O,O,X,X,X,X,O,X
SOZJTLI,O,O,O,O,X,X,X,X,O,X
SOZJITL,O,O,O,X,X,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,X,X,X
SOZJLTI,O,O,O,X,X,X,X,X,X,O
SOZJLIT,O,O,O,X,X,X,X,X,X,X
ZTILJSO,X,O,X,O,O,X,X,X,X,X
ZTILJOS,X,O,X,O,O,X,X,X,X,X
ZTILSJO,X,X,O,O,O,X,X,X,X,X
ZTILSOJ,X,O,O,X,O,X,X,X,X,X
ZTILOJS,X,O,X,X,O,X,X,O,X,X
ZTILOSJ,X,O,O,X,O,X,X,O,X,X
ZTIJLSO,X,O,X,O,O,X,X,X,X,X
ZTIJLOS,X,O,X,O,O,X,X,X,X,X
ZTIJSLO,X,O,O,O,O,X,X,X,X,X
ZTIJSOL,X,O,O,O,O,X,X,X,O,X
ZTIJOLS,X,O,X,O,O,X,X,O,X,X
ZTIJOSL,X,O,O,O,O,X,X,O,O,X
ZTISLJO,X,X,O,O,O,X,X,X,X,X
ZTISLOJ,X,O,O,X,O,X,X,X,X,X
ZTISJLO,X,O,O,O,O,X,X,X,X,X
ZTISJOL,X,O,O,O,O,X,X,X,O,X
ZTISOLJ,X,O,O,X,O,X,O,O,O,X
ZTISOJL,X,O,O,O,O,X,O,O,O,X
ZTIOLJS,X,O,X,X,O,X,X,O,X,X
ZTIOLSJ,X,O,O,X,O,X,X,O,X,X
ZTIOJLS,X,O,X,O,O,X,X,O,X,X
ZTIOJSL,X,O,O,O,O,X,X,O,O,X
ZTIOSLJ,X,O,O,X,O,X,O,O,O,X
ZTIOSJL,X,O,O,O,O,X,O,O,O,X
ZTLIJSO,X,O,X,O,O,X,X,X,X,X
ZTLIJOS,X,O,X,O,O,X,X,X,X,X
ZTLISJO,X,X,O,O,O,X,X,X,X,X
ZTLISOJ,X,O,O,X,O,X,X,X,X,X
ZTLIOJS,X,O,X,X,O,X,X,X,X,X
ZTLIOSJ,X,O,O,X,O,X,X,X,X,X
ZTLJISO,X,O,X,O,X,X,X,X,X,X
ZTLJIOS,X,O,X,O,X,X,X,X,X,X
ZTLJSIO,X,O,O,O,X,X,X,X,X,X
ZTLJSOI,X,O,O,O,X,X,X,X,O,X
ZTLJOIS,O,O,X,O,X,X,X,X,X,X
ZTLJOSI,X,X,O,O,X,X,X,X,O,X
ZTLSIJO,X,X,O,O,O,X,X,X,X,X
ZTLSIOJ,X,O,O,X,O,X,X,X,X,X
ZTLSJIO,X,O,O,O,X,X,X,X,X,X
ZTLSJOI,X,O,O,O,X,X,X,X,O,X
ZTLSOIJ,X,O,O,X,O,X,X,X,O,X
ZTLSOJI,X,O,O,O,X,X,X,X,O,X
ZTLOIJS,O,O,X,X,O,X,X,X,X,O
ZTLOISJ,X,O,O,X,O,X,X,X,X,O
ZTLOJIS,O,O,X,O,X,X,X,X,X,O
ZTLOJSI,X,X,O,O,X,X,X,X,O,O
ZTLOSIJ,X,O,O,X,O,X,X,X,O,O
ZTLOSJI,X,O,O,O,X,X,X,X,O,O
ZTJILSO,X,O,X,O,X,X,X,X,X,X
ZTJILOS,X,O,X,O,X,X,X,X,X,X
ZTJISLO,X,O,O,O,X,X,X,X,X,X
ZTJISOL,X,O,O,O,X,X,X,X,O,X
ZTJIOLS,X,O,X,O,X,X,X,X,X,X
ZTJIOSL,X,O,O,O,X,X,X,X,O,X
ZTJLISO,X,O,X,O,X,X,X,X,X,X
ZTJLIOS,X,O,X,O,X,X,X,X,X,X
ZTJLSIO,X,O,O,O,X,X,X,X,X,X
ZTJLSOI,X,O,O,O,X,X,X,X,O,X
ZTJLOIS,O,O,X,O,X,X,X,X,X,X
ZTJLOSI,X,X,O,O,X,X,X,X,O,X
ZTJSILO,X,O,O,O,X,X,X,X,X,X
ZTJSIOL,X,O,O,O,X,X,X,X,O,X
ZTJSLIO,X,O,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,X,X,O,X
ZTJSOIL,O,O,O,O,X,X,X,X,O,X
ZTJSOLI,O,O,O,O,X,X,X,X,O,X
ZTJOILS,O,O,X,O,X,X,X,X,X,X
ZTJOISL,O,O,O,O,X,X,X,X,O,X
ZTJOLIS,O,O,X,O,X,X,X,X,X,X
ZTJOLSI,X,X,O,O,X,X,X,X,O,X
ZTJOSIL,O,O,O,O,X,X,X,X,O,X
ZTJOSLI,O,O,O,O,X,X,X,X,O,X
ZTSILJO,X,X,O,O,O,X,X,X,X,X
ZTSILOJ,X,O,O,X,O,X,X,X,X,X
ZTSIJLO,X,O,O,O,O,X,X,X,X,X
ZTSIJOL,X,O,O,O,O,X,X,X,O,X
ZTSIOLJ,X,O,O,X,O,X,O,X,O,X
ZTSIOJL,X,O,O,O,O,X,O,X,O,X
ZTSLIJO,X,X,O,O,O,X,X,X,X,X
ZTSLIOJ,X,O,O,X,O,X,O,X,X,X
ZTSLJIO,X,O,O,O,X,X,X,X,X,X
ZTSLJOI,O,O,O,O,X,X,X,X,O,X
ZTSLOIJ,O,O,O,X,O,X,O,X,O,X
ZTSLOJI,O,O,O,O,X,X,X,X,O,X
ZTSJILO,X,O,O,O,X,X,X,X,X,X
ZTSJIOL,X,O,O,O,X,X,X,X,O,X
ZTSJLIO,X,O,O,O,X,X,X,X,X,X
ZTSJLOI,O,O,O,O,X,X,X,X,O,X
ZTSJOIL,O,O,O,O,X,X,X,X,O,X
ZTSJOLI,O,O,O,O,X,X,X,X,O,X
ZTSOILJ,O,O,O,X,O,X,O,X,O,X
ZTSOIJL,O,O,O,O,O,X,O,X,O,X
ZTSOLIJ,O,O,O,X,O,X,O,X,O,O
ZTSOLJI,O,O,O,O,X,X,X,X,O,O
ZTSOJIL,O,O,O,O,X,X,X,X,O,X
ZTSOJLI,O,O,O,O,X,X,X,X,O,X
ZTOILJS,O,O,X,X,O,X,X,O,X,X
ZTOILSJ,X,O,O,X,O,X,X,O,X,X
ZTOIJLS,O,O,X,O,O,X,X,O,X,X
ZTOIJSL,O,O,O,O,O,X,X,O,O,X
ZTOISLJ,O,O,O,X,O,X,O,O,O,X
ZTOISJL,O,O,O,O,O,X,O,O,O,X
ZTOLIJS,O,O,X,X,O,X,X,X,X,O
ZTOLISJ,X,O,O,X,O,X,X,X,X,O
ZTOLJIS,O,O,X,O,X,X,X,X,X,O
ZTOLJSI,X,X,O,O,X,X,X,X,O,O
ZTOLSIJ,X,O,O,X,O,X,X,X,O,O
ZTOLSJI,X,O,O,O,X,X,X,X,O,O
ZTOJILS,O,O,X,O,X,X,X,X,X,X
ZTOJISL,O,O,O,O,X,X,X,X,O,X
ZTOJLIS,O,O,X,O,X,X,X,X,X,X
ZTOJLSI,X,X,O,O,X,X,X,X,O,X
ZTOJSIL,O,O,O,O,X,X,X,X,O,X
ZTOJSLI,O,O,O,O,X,X,X,X,O,X
ZTOSILJ,O,O,O,X,O,X,O,X,O,X
ZTOSIJL,O,O,O,O,O,X,O,X,O,X
ZTOSLIJ,O,O,O,X,O,X,O,X,O,O
ZTOSLJI,O,O,O,O,X,X,X,X,O,O
ZTOSJIL,O,O,O,O,X,X,X,X,O,X
ZTOSJLI,O,O,O,O,X,X,X,X,O,X
ZITLJSO,X,O,X,O,O,O,X,X,X,X
ZITLJOS,X,O,X,O,O,O,X,X,X,X
ZITLSJO,X,X,O,O,O,O,X,X,X,X
ZITLSOJ,X,O,O,X,O,O,X,X,X,X
ZITLOJS,X,O,X,X,O,O,X,X,X,X
ZITLOSJ,X,O,O,X,O,O,X,X,X,X
ZITJLSO,X,O,X,O,O,X,X,X,X,X
ZITJLOS,X,O,X,O,O,X,X,X,X,X
ZITJSLO,X,O,O,O,O,X,X,X,X,X
ZITJSOL,X,O,O,O,O,X,X,X,X,X
ZITJOLS,X,O,X,O,O,X,X,X,X,X
ZITJOSL,X,O,O,O,O,X,X,X,X,X
ZITSLJO,X,X,O,O,O,O,X,X,X,X
ZITSLOJ,X,O,O,X,O,O,X,X,X,X
ZITSJLO,X,O,O,O,O,X,X,X,X,X
ZITSJOL,X,O,O,O,O,X,X,X,X,X
ZITSOLJ,X,O,O,X,O,O,X,X,X,X
ZITSOJL,X,O,O,O,O,X,X,X,X,X
ZITOLJS,X,O,X,X,O,O,X,X,X,X
ZITOLSJ,X,O,O,X,O,O,X,X,X,X
ZITOJLS,X,O,X,O,O,X,X,X,X,X
ZITOJSL,X,O,O,O,O,X,X,X,X,X
ZITOSLJ,X,O,O,X,O,O,X,X,X,X
ZITOSJL,X,O,O,O,O,X,X,X,X,X
ZILTJSO,X,O,X,O,X,O,X,X,X,X
ZILTJOS,X,O,X,O,X,O,X,X,X,X
ZILTSJO,X,X,O,O,X,O,X,X,X,X
ZILTSOJ,X,O,O,X,X,O,X,X,X,X
ZILTOJS,X,O,X,X,X,O,X,X,X,X
ZILTOSJ,X,O,O,X,X,O,X,X,X,X
ZILJTSO,X,O,X,X,X,O,X,X,X,X
ZILJTOS,X,O,X,X,X,O,X,X,X,X
ZILJSTO,X,O,X,X,X,O,X,X,X,X
ZILJSOT,X,O,X,X,X,O,X,X,X,X
ZILJOTS,O,O,X,X,X,O,X,X,X,X
ZILJOST,O,X,X,X,X,O,X,X,X,X
ZILSTJO,X,X,O,O,X,O,X,X,X,X
ZILSTOJ,X,O,O,X,X,O,X,X,X,X
ZILSJTO,X,X,O,X,X,O,X,X,X,X
ZILSJOT,X,X,O,X,X,O,X,X,X,X
ZILSOTJ,X,O,O,X,X,O,X,X,X,X
ZILSOJT,X,X,O,X,X,O,X,X,X,X
ZILOTJS,O,O,X,X,X,O,X,X,X,O
ZILOTSJ,X,O,O,X,X,O,X,X,X,O
ZILOJTS,O,X,X,X,X,O,X,X,X,X
ZILOJST,O,X,X,X,X,O,X,X,X,X
ZILOSTJ,X,X,X,X,X,O,X,X,X,O
ZILOSJT,O,X,X,X,X,O,X,X,X,X
ZIJTLSO,X,O,X,O,X,X,X,X,X,X
ZIJTLOS,X,O,X,O,X,X,X,X,X,X
ZIJTSLO,X,O,O,O,X,X,X,X,X,X
ZIJTSOL,X,O,O,O,X,X,X,X,X,X
ZIJTOLS,X,O,X,O,X,X,X,X,X,X
ZIJTOSL,X,O,O,O,X,X,X,X,X,X
ZIJLTSO,X,O,X,X,X,O,X,X,X,X
ZIJLTOS,X,O,X,X,X,O,X,X,X,X
ZIJLSTO,X,O,X,X,X,O,X,X,X,X
ZIJLSOT,X,O,X,X,X,O,X,X,X,X
ZIJLOTS,O,O,X,X,X,O,X,X,X,X
ZIJLOST,O,X,X,X,X,O,X,X,X,X
ZIJSTLO,X,O,O,O,X,X,X,X,X,X
ZIJSTOL,X,O,O,O,X,X,X,X,X,X
ZIJSLTO,X,O,O,X,X,O,X,X,X,X
ZIJSLOT,O,O,O,X,X,O,X,X,X,X
ZIJSOTL,O,O,O,X,X,X,X,X,X,X
ZIJSOLT,O,O,X,X,X,O,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,X,X,X
ZIJOTSL,O,O,O,X,X,X,X,X,O,X
ZIJOLTS,O,O,X,X,X,O,X,X,X,X
ZIJOLST,O,X,X,X,X,O,X,X,X,X
ZIJOSTL,O,O,X,X,X,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,O,X,X,X,X
ZISTLJO,X,X,O,O,O,O,X,X,X,X
ZISTLOJ,X,O,O,X,O,O,X,X,X,X
ZISTJLO,X,O,O,O,O,X,X,X,X,X
ZISTJOL,X,O,O,O,O,X,X,X,X,X
ZISTOLJ,X,O,O,X,O,O,X,X,X,X
ZISTOJL,X,O,O,O,O,X,X,X,X,X
ZISLTJO,X,X,O,O,X,O,X,X,X,X
ZISLTOJ,X,O,O,X,X,O,X,X,X,X
ZISLJTO,X,X,O,X,X,O,X,X,X,X
ZISLJOT,O,X,O,X,X,O,X,X,X,X
ZISLOTJ,O,O,O,X,X,O,X,X,X,X
ZISLOJT,O,X,O,X,X,O,X,X,X,X
ZISJTLO,X,O,O,O,X,X,X,X,X,X
ZISJTOL,X,O,O,O,X,X,X,X,X,X
ZISJLTO,X,O,O,X,X,O,X,X,X,X
ZISJLOT,O,O,O,X,X,O,X,X,X,X
ZISJOTL,O,O,O,X,X,X,X,X,X,X
ZISJOLT,O,O,X,X,X,O,X,X,X,X
ZISOTLJ,O,O,O,X,O,O,X,X,X,X
ZISOTJL,O,O,O,O,O,X,X,X,X,X
ZISOLTJ,O,O,O,X,X,O,X,X,X,O
ZISOLJT,O,X,O,X,X,O,X,X,X,X
ZISOJTL,O,O,O,X,X,X,X,X,X,X
ZISOJLT,O,O,X,X,X,O,X,X,X,X
ZIOTLJS,O,O,X,X,O,O,X,X,X,X
ZIOTLSJ,X,O,O,X,O,O,X,X,X,X
ZIOTJLS,O,O,X,O,O,X,X,X,X,X
ZIOTJSL,O,O,O,O,O,X,X,X,O,X
ZIOTSLJ,O,O,O,X,O,O,X,X,O,X
ZIOTSJL,O,O,O,O,O,X,X,X,O,X
ZIOLTJS,O,O,X,X,X,O,X,X,X,O
ZIOLTSJ,X,O,O,X,X,O,X,X,X,O
ZIOLJTS,O,X,X,X,X,O,X,X,X,X
ZIOLJST,O,X,X,X,X,O,X,X,X,X
ZIOLSTJ,O,X,X,X,X,O,X,X,X,O
ZIOLSJT,O,X,X,X,X,O,X,X,X,X
ZIOJTLS,O,O,X,X,X,X,X,X,X,X
ZIOJTSL,O,O,O,X,X,X,X,X,O,X
ZIOJLTS,O,O,X,X,X,O,X,X,X,X
ZIOJLST,O,X,X,X,X,O,X,X,X,X
ZIOJSTL,O,O,X,X,X,X,X,X,X,X
ZIOJSLT,O,O,X,X,X,O,X,X,X,X
ZIOSTLJ,O,O,O,X,O,O,X,X,X,X
ZIOSTJL,O,O,O,O,O,X,X,X,X,X
ZIOSLTJ,O,O,O,X,X,O,X,X,X,O
ZIOSLJT,O,X,O,X,X,O,X,X,X,X
ZIOSJTL,O,O,O,X,X,X,X,X,X,X
ZIOSJLT,O,O,X,X,X,O,X,X,X,X
ZLTIJSO,X,O,X,O,X,O,X,X,X,X
ZLTIJOS,X,O,X,O,X,O,X,O,X,X
ZLTISJO,X,X,O,O,X,O,X,X,X,X
