sequence,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lBxhBOoBcsBXrBlrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lB3hBFjB0nB2rBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFfnB6nBOoBUmBllBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFlgBUiBOoBXmBSsBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFlgBxiBmnBCrBXsBcrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF0gBxiBysBGrBFsBXrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lBFjBxmB2sBXrB0rB,v115@JhA8FeD8FeD8DeC8JeT/IvhFXhBxiBysBGrBFsB0qB
ZLOIJST,O,O,O,X,X,X,X,X
ZLOISTJ,O,O,O,X,X,X,X,X
ZLOISJT,O,O,O,X,X,X,X,X
ZLOJTIS,O,X,X,X,X,O,X,O
ZLOJTSI,O,X,X,X,X,O,X,O
ZLOJITS,O,X,X,X,X,O,X,X
ZLOJIST,O,X,O,X,X,X,X,X
ZLOJSTI,O,X,X,X,X,O,X,X
ZLOJSIT,O,X,X,X,X,X,X,X
ZLOSTIJ,O,O,X,X,X,X,O,X
ZLOSTJI,O,X,X,X,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,O,X
ZLOSIJT,O,O,X,X,O,X,X,X
ZLOSJTI,O,X,X,X,O,O,X,X
ZLOSJIT,O,X,X,X,O,X,X,X
ZJTILSO,X,O,X,X,X,X,X,X
ZJTILOS,O,O,X,X,X,X,X,X
ZJTISLO,X,O,X,O,X,X,X,X
ZJTISOL,X,O,X,O,X,X,X,X
ZJTIOLS,O,O,X,X,X,X,X,X
ZJTIOSL,X,O,X,O,X,X,X,X
ZJTLISO,X,X,X,X,X,O,X,X
ZJTLIOS,O,X,X,X,X,O,X,X
ZJTLSIO,O,X,X,X,X,O,X,X
ZJTLSOI,O,X,X,X,X,O,X,X
ZJTLOIS,O,X,X,X,X,O,X,X
ZJTLOSI,O,X,X,X,X,O,X,X
ZJTSILO,O,O,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,X,X,X,X
ZJTSLIO,O,X,X,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,X,X,X
ZJTSOIL,O,O,X,X,X,X,X,X
ZJTSOLI,O,X,X,X,X,X,X,X
ZJTOILS,O,O,X,X,X,X,X,X
ZJTOISL,X,O,X,O,X,X,X,X
ZJTOLIS,O,X,X,X,X,O,X,X
ZJTOLSI,O,X,X,X,X,O,X,X
ZJTOSIL,O,O,X,X,X,X,X,X
ZJTOSLI,O,X,X,X,X,X,X,X
ZJITLSO,X,O,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,X,X,X
ZJITSLO,X,O,O,O,X,X,X,X
ZJITSOL,X,O,O,O,X,X,X,X
ZJITOLS,O,O,X,X,X,X,X,X
ZJITOSL,X,O,O,O,X,X,X,X
ZJILTSO,X,O,X,X,X,O,X,X
ZJILTOS,O,O,X,X,X,O,X,X
ZJILSTO,O,O,O,X,X,X,X,X
ZJILSOT,O,O,O,X,X,X,X,X
ZJILOTS,O,O,X,X,X,O,X,X
ZJILOST,O,O,O,X,X,X,X,X
ZJISTLO,O,O,O,O,X,X,X,X
ZJISTOL,O,O,O,O,X,X,X,X
ZJISLTO,O,O,O,O,O,X,X,X
ZJISLOT,O,O,O,O,O,X,X,X
ZJISOTL,O,O,O,O,X,X,X,X
ZJISOLT,O,O,O,O,O,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,X
ZJIOTSL,X,O,O,O,X,X,X,X
ZJIOLTS,O,O,X,X,X,O,X,X
ZJIOLST,O,O,O,X,X,X,X,X
ZJIOSTL,O,O,O,O,X,X,X,X
ZJIOSLT,O,O,O,O,O,X,X,X
ZJLTISO,X,X,X,X,X,O,X,O
ZJLTIOS,O,X,X,X,X,O,X,O
ZJLTSIO,O,X,X,X,X,O,X,O
ZJLTSOI,O,X,X,X,X,O,X,O
ZJLTOIS,O,X,X,X,X,O,X,O
ZJLTOSI,O,X,X,X,X,O,X,O
ZJLITSO,X,X,X,X,X,O,X,X
ZJLITOS,O,X,X,X,X,O,X,X
ZJLISTO,O,X,O,X,X,X,X,X
ZJLISOT,O,X,O,X,X,X,X,X
ZJLIOTS,O,X,X,X,X,O,X,X
ZJLIOST,O,X,O,X,X,X,X,X
ZJLSTIO,O,X,X,X,X,O,X,X
ZJLSTOI,O,X,X,X,X,O,X,X
ZJLSITO,O,X,X,X,X,X,X,X
ZJLSIOT,O,X,X,X,X,X,X,X
ZJLSOTI,O,X,X,X,X,O,X,X
ZJLSOIT,O,X,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,X,O,X,O
ZJLOTSI,O,X,X,X,X,O,X,O
ZJLOITS,O,X,X,X,X,O,X,X
ZJLOIST,O,X,O,X,X,X,X,X
ZJLOSTI,O,X,X,X,X,O,X,X
ZJLOSIT,O,X,X,X,X,X,X,X
ZJSTILO,O,O,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X
ZJSTLIO,O,X,X,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,X,X
ZJSTOLI,O,X,X,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X,X,X
ZJSILTO,O,O,X,X,O,X,X,X
ZJSILOT,O,O,X,X,O,X,X,X
ZJSIOTL,O,O,X,X,X,X,X,X
ZJSIOLT,O,O,X,X,O,X,X,X
ZJSLTIO,O,X,X,X,O,O,X,O
ZJSLTOI,O,X,X,X,O,O,X,O
ZJSLITO,O,X,X,X,O,X,X,X
ZJSLIOT,O,X,X,X,O,X,X,X
ZJSLOTI,O,X,X,X,O,O,X,O
ZJSLOIT,O,X,X,X,O,X,X,X
ZJSOTIL,O,O,X,X,X,X,X,X
ZJSOTLI,O,X,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,X,X
ZJSOILT,O,O,X,X,O,X,X,X
ZJSOLTI,O,X,X,X,O,O,X,O
ZJSOLIT,O,X,X,X,O,X,X,X
ZJOTILS,O,O,X,X,X,X,X,X
ZJOTISL,X,O,X,O,X,X,X,X
ZJOTLIS,O,X,X,X,X,O,X,X
ZJOTLSI,O,X,X,X,X,O,X,X
ZJOTSIL,O,O,X,X,X,X,X,X
ZJOTSLI,O,X,X,X,X,X,X,X
ZJOITLS,O,O,X,X,X,X,X,X
ZJOITSL,X,O,O,O,X,X,X,X
ZJOILTS,O,O,X,X,X,O,X,X
ZJOILST,O,O,O,X,X,X,X,X
ZJOISTL,O,O,O,O,X,X,X,X
ZJOISLT,O,O,O,O,O,X,X,X
ZJOLTIS,O,X,X,X,X,O,X,O
ZJOLTSI,O,X,X,X,X,O,X,O
ZJOLITS,O,X,X,X,X,O,X,X
ZJOLIST,O,X,O,X,X,X,X,X
ZJOLSTI,O,X,X,X,X,O,X,X
ZJOLSIT,O,X,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,X,X
ZJOSTLI,O,X,X,X,X,X,X,X
ZJOSITL,O,O,X,X,X,X,X,X
ZJOSILT,O,O,X,X,O,X,X,X
ZJOSLTI,O,X,X,X,O,O,X,O
ZJOSLIT,O,X,X,X,O,X,X,X
ZSTILJO,O,O,X,X,X,X,X,X
ZSTILOJ,O,O,X,X,X,X,O,X
ZSTIJLO,O,O,X,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,O,X
ZSTIOJL,O,O,X,X,X,X,X,X
ZSTLIJO,O,O,X,X,X,X,X,X
ZSTLIOJ,O,O,X,X,X,X,O,X
ZSTLJIO,O,X,X,X,X,X,X,X
ZSTLJOI,O,X,X,X,X,X,X,X
ZSTLOIJ,O,O,X,X,X,X,O,X
ZSTLOJI,O,X,X,X,X,X,X,X
ZSTJILO,O,O,X,X,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,X,X,X,X,X,X,X
ZSTJLOI,O,X,X,X,X,X,X,X
ZSTJOIL,O,O,X,X,X,X,X,X
ZSTJOLI,O,X,X,X,X,X,X,X
ZSTOILJ,O,O,X,X,X,X,O,X
ZSTOIJL,O,O,X,X,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,O,X
ZSTOLJI,O,X,X,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,X,X,X
ZSTOJLI,O,X,X,X,X,X,X,X
ZSITLJO,O,O,X,X,X,X,X,X
ZSITLOJ,O,O,X,X,X,X,O,X
ZSITJLO,O,O,X,X,X,X,X,X
ZSITJOL,O,O,X,X,X,X,X,X
ZSITOLJ,O,O,X,X,X,X,O,X
ZSITOJL,O,O,X,X,X,X,X,X
ZSILTJO,O,O,X,X,X,X,X,X
ZSILTOJ,O,O,X,X,X,X,O,X
ZSILJTO,O,O,X,X,O,X,X,X
ZSILJOT,O,O,X,X,O,X,X,X
ZSILOTJ,O,O,X,X,X,X,O,X
ZSILOJT,O,O,X,X,O,X,X,X
ZSIJTLO,O,O,X,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X,X,X
ZSIJLTO,O,O,X,X,O,X,X,X
ZSIJLOT,O,O,X,X,O,X,X,X
ZSIJOTL,O,O,X,X,X,X,X,X
ZSIJOLT,O,O,X,X,O,X,X,X
ZSIOTLJ,O,O,X,X,X,X,O,X
ZSIOTJL,O,O,X,X,X,X,X,X
ZSIOLTJ,O,O,X,X,X,X,O,X
ZSIOLJT,O,O,X,X,O,X,X,X
ZSIOJTL,O,O,X,X,X,X,X,X
ZSIOJLT,O,O,X,X,O,X,X,X
ZSLTIJO,O,O,X,X,X,X,X,X
ZSLTIOJ,O,O,X,X,X,X,O,X
ZSLTJIO,O,X,X,X,X,X,X,X
ZSLTJOI,O,X,X,X,X,X,X,X
ZSLTOIJ,O,O,X,X,X,X,O,X
ZSLTOJI,O,X,X,X,X,X,X,X
ZSLITJO,O,O,X,X,X,X,X,X
ZSLITOJ,O,O,X,X,X,X,O,X
ZSLIJTO,O,O,X,X,O,X,X,X
ZSLIJOT,O,O,X,X,O,X,X,X
ZSLIOTJ,O,O,X,X,X,X,O,X
ZSLIOJT,O,O,X,X,O,X,X,X
ZSLJTIO,O,X,X,X,O,O,X,X
ZSLJTOI,O,X,X,X,O,O,X,X
ZSLJITO,O,X,X,X,O,X,X,X
ZSLJIOT,O,X,X,X,O,X,X,X
ZSLJOTI,O,X,X,X,O,O,X,X
ZSLJOIT,O,X,X,X,O,X,X,X
ZSLOTIJ,O,O,X,X,X,X,O,X
ZSLOTJI,O,X,X,X,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,O,X
ZSLOIJT,O,O,X,X,O,X,X,X
ZSLOJTI,O,X,X,X,O,O,X,X
ZSLOJIT,O,X,X,X,O,X,X,X
ZSJTILO,O,O,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,X,X,X,X,X,X,X
ZSJTLOI,O,X,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,O,X,X,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,X,X
ZSJILTO,O,O,X,X,O,X,X,X
ZSJILOT,O,O,X,X,O,X,X,X
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,O,O,X,X,O,X,X,X
ZSJLTIO,O,X,X,X,O,O,X,X
ZSJLTOI,O,X,X,X,O,O,X,X
ZSJLITO,O,X,X,X,O,X,X,X
ZSJLIOT,O,X,X,X,O,X,X,X
ZSJLOTI,O,X,X,X,O,O,X,X
ZSJLOIT,O,X,X,X,O,X,X,X
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,X,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,X,X,X
ZSJOILT,O,O,X,X,O,X,X,X
ZSJOLTI,O,X,X,X,O,O,X,X
ZSJOLIT,O,X,X,X,O,X,X,X
ZSOTILJ,O,O,X,X,X,X,O,X
ZSOTIJL,O,O,X,X,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,O,X
ZSOTLJI,O,X,X,X,X,X,X,X
ZSOTJIL,O,O,X,X,X,X,X,X
ZSOTJLI,O,X,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,X,X,O,X
ZSOITJL,O,O,X,X,X,X,X,X
ZSOILTJ,O,O,X,X,X,X,O,X
ZSOILJT,O,O,X,X,O,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,O,X,X,X
ZSOLTIJ,O,O,X,X,X,X,O,X
ZSOLTJI,O,X,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,O,X
ZSOLIJT,O,O,X,X,O,X,X,X
ZSOLJTI,O,X,X,X,O,O,X,X
ZSOLJIT,O,X,X,X,O,X,X,X
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,X,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,X
ZSOJILT,O,O,X,X,O,X,X,X
ZSOJLTI,O,X,X,X,O,O,X,X
ZSOJLIT,O,X,X,X,O,X,X,X
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,X,O,X,X,X,X,X,X
ZOTIJLS,O,O,X,X,X,X,X,X
ZOTIJSL,X,O,X,O,X,X,X,X
ZOTISLJ,X,O,X,O,X,X,X,X
ZOTISJL,X,O,X,O,X,X,X,X
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,X,O,X,X,X,X,X,X
ZOTLJIS,O,X,X,X,X,O,X,X
ZOTLJSI,O,X,X,X,X,O,X,X
ZOTLSIJ,O,O,X,X,X,X,O,X
ZOTLSJI,O,X,X,X,X,X,X,X
ZOTJILS,O,O,X,X,X,X,X,X
ZOTJISL,X,O,X,O,X,X,X,X
ZOTJLIS,O,X,X,X,X,O,X,X
ZOTJLSI,O,X,X,X,X,O,X,X
ZOTJSIL,O,O,X,X,X,X,X,X
ZOTJSLI,O,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,X,X,X,O,X
ZOTSIJL,O,O,X,X,X,X,X,X
ZOTSLIJ,O,O,X,X,X,X,O,X
ZOTSLJI,O,X,X,X,X,X,X,X
ZOTSJIL,O,O,X,X,X,X,X,X
ZOTSJLI,O,X,X,X,X,X,X,X
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,X,O,X,X,X,X,X,X
ZOITJLS,O,O,X,X,X,X,X,X
ZOITJSL,X,O,O,O,X,X,X,X
ZOITSLJ,X,O,O,O,X,X,X,X
ZOITSJL,X,O,O,O,X,X,X,X
ZOILTJS,O,O,X,X,X,X,X,X
ZOILTSJ,X,O,X,X,X,X,X,X
ZOILJTS,O,O,X,X,X,O,X,X
ZOILJST,O,O,O,X,X,X,X,X
ZOILSTJ,O,O,O,X,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X,X
ZOIJTLS,O,O,X,X,X,X,X,X
ZOIJTSL,X,O,O,O,X,X,X,X
ZOIJLTS,O,O,X,X,X,O,X,X
ZOIJLST,O,O,O,X,X,X,X,X
ZOIJSTL,O,O,O,O,X,X,X,X
ZOIJSLT,O,O,O,O,O,X,X,X
ZOISTLJ,O,O,O,O,X,X,X,X
ZOISTJL,O,O,O,O,X,X,X,X
ZOISLTJ,O,O,O,O,X,X,X,X
ZOISLJT,O,O,O,O,O,X,X,X
ZOISJTL,O,O,O,O,X,X,X,X
ZOISJLT,O,O,O,O,O,X,X,X
ZOLTIJS,O,O,X,X,X,X,X,X
ZOLTISJ,X,O,X,X,X,X,X,X
ZOLTJIS,O,X,X,X,X,O,X,X
ZOLTJSI,O,X,X,X,X,O,X,X
ZOLTSIJ,O,O,X,X,X,X,O,X
ZOLTSJI,O,X,X,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X,X,X
ZOLITSJ,X,O,X,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,O,X,X
ZOLIJST,O,O,O,X,X,X,X,X
ZOLISTJ,O,O,O,X,X,X,X,X
ZOLISJT,O,O,O,X,X,X,X,X
ZOLJTIS,O,X,X,X,X,O,X,O
ZOLJTSI,O,X,X,X,X,O,X,O
ZOLJITS,O,X,X,X,X,O,X,X
ZOLJIST,O,X,O,X,X,X,X,X
ZOLJSTI,O,X,X,X,X,O,X,X
ZOLJSIT,O,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,O,X
ZOLSTJI,O,X,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,O,X
ZOLSIJT,O,O,X,X,O,X,X,X
ZOLSJTI,O,X,X,X,O,O,X,X
ZOLSJIT,O,X,X,X,O,X,X,X
ZOJTILS,O,O,X,X,X,X,X,X
ZOJTISL,X,O,X,O,X,X,X,X
ZOJTLIS,O,X,X,X,X,O,X,X
ZOJTLSI,O,X,X,X,X,O,X,X
ZOJTSIL,O,O,X,X,X,X,X,X
ZOJTSLI,O,X,X,X,X,X,X,X
ZOJITLS,O,O,X,X,X,X,X,X
ZOJITSL,X,O,O,O,X,X,X,X
ZOJILTS,O,O,X,X,X,O,X,X
ZOJILST,O,O,O,X,X,X,X,X
ZOJISTL,O,O,O,O,X,X,X,X
ZOJISLT,O,O,O,O,O,X,X,X
ZOJLTIS,O,X,X,X,X,O,X,O
ZOJLTSI,O,X,X,X,X,O,X,O
ZOJLITS,O,X,X,X,X,O,X,X
ZOJLIST,O,X,O,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,O,X,X
ZOJLSIT,O,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X,X,X
ZOJSILT,O,O,X,X,O,X,X,X
ZOJSLTI,O,X,X,X,O,O,X,O
ZOJSLIT,O,X,X,X,O,X,X,X
ZOSTILJ,O,O,X,X,X,X,O,X
ZOSTIJL,O,O,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,O,X
ZOSTLJI,O,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,X,X,X,X,X
ZOSTJLI,O,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,O,X
ZOSITJL,O,O,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,O,X
ZOSILJT,O,O,X,X,O,X,X,X
ZOSIJTL,O,O,X,X,X,X,X,X
ZOSIJLT,O,O,X,X,O,X,X,X
ZOSLTIJ,O,O,X,X,X,X,O,X
ZOSLTJI,O,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,O,X
ZOSLIJT,O,O,X,X,O,X,X,X
ZOSLJTI,O,X,X,X,O,O,X,X
ZOSLJIT,O,X,X,X,O,X,X,X
ZOSJTIL,O,O,X,X,X,X,X,X
ZOSJTLI,O,X,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X,X
ZOSJILT,O,O,X,X,O,X,X,X
ZOSJLTI,O,X,X,X,O,O,X,X
ZOSJLIT,O,X,X,X,O,X,X,X
OTILJSZ,X,X,O,O,X,X,X,X
OTILJZS,X,O,X,X,X,X,X,X
OTILSJZ,X,X,O,O,X,X,O,X
OTILSZJ,X,O,O,O,X,X,O,X
OTILZJS,X,O,X,X,X,X,X,X
OTILZSJ,X,O,X,X,X,X,X,X
OTIJLSZ,X,X,O,O,X,X,X,X
OTIJLZS,X,O,X,X,X,X,X,X
OTIJSLZ,X,X,O,O,O,X,X,X
OTIJSZL,X,X,O,O,X,X,X,X
OTIJZLS,X,O,X,X,X,X,X,X
OTIJZSL,X,O,O,O,X,X,X,X
OTISLJZ,X,X,O,O,O,X,O,X
OTISLZJ,X,O,O,O,X,X,O,X
OTISJLZ,X,X,O,O,O,X,O,X
OTISJZL,X,X,O,O,X,X,X,X
OTISZLJ,X,O,O,O,X,X,O,X
OTISZJL,X,O,O,O,X,X,X,X
OTIZLJS,X,O,X,X,X,X,X,X
OTIZLSJ,X,O,X,X,X,X,X,X
OTIZJLS,X,O,X,X,X,X,X,X
OTIZJSL,X,O,O,O,X,X,X,X
OTIZSLJ,X,O,O,O,X,X,X,X
OTIZSJL,X,O,O,O,X,X,X,X
OTLIJSZ,X,X,O,O,X,X,X,X
OTLIJZS,X,O,X,X,X,X,X,X
OTLISJZ,X,X,O,O,X,X,O,X
OTLISZJ,X,O,O,O,X,X,O,X
OTLIZJS,X,O,X,X,X,X,X,X
OTLIZSJ,X,O,X,X,X,X,X,X
OTLJISZ,X,X,O,O,X,O,X,O
OTLJIZS,X,X,X,X,X,O,X,O
OTLJSIZ,X,X,X,X,X,O,O,O
OTLJSZI,O,X,X,X,X,O,X,O
OTLJZIS,O,X,X,X,X,O,X,O
OTLJZSI,O,X,X,X,X,O,X,O
OTLSIJZ,X,X,X,X,O,X,O,X
OTLSIZJ,X,X,X,X,X,X,O,X
OTLSJIZ,X,X,X,X,O,X,O,X
OTLSJZI,O,X,X,X,O,X,X,X
OTLSZIJ,O,X,X,X,X,X,O,X
OTLSZJI,O,X,X,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,X,X
OTLZISJ,X,O,X,X,X,X,X,X
OTLZJIS,O,X,X,X,X,O,X,X
OTLZJSI,O,X,X,X,X,O,X,X
OTLZSIJ,O,O,X,X,X,X,O,X
OTLZSJI,O,X,X,X,X,X,X,X
OTJILSZ,X,X,O,O,X,X,X,X
OTJILZS,X,O,X,X,X,X,X,X
OTJISLZ,X,X,O,O,O,X,X,X
OTJISZL,X,X,O,O,X,X,X,X
OTJIZLS,X,O,X,X,X,X,X,X
OTJIZSL,X,O,O,O,X,X,X,X
OTJLISZ,X,X,O,O,X,O,X,O
OTJLIZS,X,X,X,X,X,O,X,O
OTJLSIZ,X,X,X,X,X,O,O,O
OTJLSZI,O,X,X,X,X,O,X,O
OTJLZIS,O,X,X,X,X,O,X,O
OTJLZSI,O,X,X,X,X,O,X,O
OTJSILZ,X,X,X,O,O,X,O,X
OTJSIZL,X,X,X,O,X,X,X,X
OTJSLIZ,X,X,X,X,O,X,O,O
OTJSLZI,O,X,X,X,O,X,X,O
OTJSZIL,O,X,X,X,X,X,X,X
OTJSZLI,O,X,X,X,X,X,X,X
OTJZILS,O,O,X,X,X,X,X,X
OTJZISL,X,O,X,O,X,X,X,X
OTJZLIS,O,X,X,X,X,O,X,X
OTJZLSI,O,X,X,X,X,O,X,X
OTJZSIL,O,O,X,X,X,X,X,X
OTJZSLI,O,X,X,X,X,X,X,X
OTSILJZ,X,X,X,O,O,X,O,X
OTSILZJ,X,O,X,O,X,X,O,X
OTSIJLZ,X,X,X,O,O,X,O,X
OTSIJZL,X,X,X,O,X,X,X,X
OTSIZLJ,X,O,X,O,X,X,O,X
OTSIZJL,X,O,X,O,X,X,X,X
OTSLIJZ,X,X,X,X,O,X,O,X
OTSLIZJ,X,X,X,X,X,X,O,X
OTSLJIZ,X,X,X,X,O,X,O,X
OTSLJZI,O,X,X,X,O,X,X,X
OTSLZIJ,O,X,X,X,X,X,O,X
OTSLZJI,O,X,X,X,X,X,X,X
OTSJILZ,X,X,X,O,O,X,O,X
OTSJIZL,X,X,X,O,X,X,X,X
OTSJLIZ,X,X,X,X,O,X,O,X
OTSJLZI,O,X,X,X,O,X,X,X
OTSJZIL,O,X,X,X,X,X,X,X
OTSJZLI,O,X,X,X,X,X,X,X
OTSZILJ,O,O,X,X,X,X,O,X
OTSZIJL,O,O,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,X,O,X
OTSZLJI,O,X,X,X,X,X,X,X
OTSZJIL,O,O,X,X,X,X,X,X
OTSZJLI,O,X,X,X,X,X,X,X
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,X,O,X,X,X,X,X,X
OTZIJLS,O,O,X,X,X,X,X,X
OTZIJSL,X,O,X,O,X,X,X,X
OTZISLJ,X,O,X,O,X,X,X,X
OTZISJL,X,O,X,O,X,X,X,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,X,O,X,X,X,X,X,X
OTZLJIS,O,X,X,X,X,O,X,X
OTZLJSI,O,X,X,X,X,O,X,X
OTZLSIJ,O,O,X,X,X,X,O,X
OTZLSJI,O,X,X,X,X,X,X,X
OTZJILS,O,O,X,X,X,X,X,X
OTZJISL,X,O,X,O,X,X,X,X
OTZJLIS,O,X,X,X,X,O,X,X
OTZJLSI,O,X,X,X,X,O,X,X
OTZJSIL,O,O,X,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X,X,X
OTZSILJ,O,O,X,X,X,X,O,X
OTZSIJL,O,O,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,O,X
OTZSLJI,O,X,X,X,X,X,X,X
OTZSJIL,O,O,X,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X,X,X
OITLJSZ,X,X,O,O,X,X,X,X
OITLJZS,X,O,X,X,X,X,X,X
OITLSJZ,X,X,O,O,X,X,O,X
OITLSZJ,X,O,O,O,X,X,O,X
OITLZJS,X,O,X,X,X,X,X,X
OITLZSJ,X,O,X,X,X,X,X,X
OITJLSZ,X,X,O,O,X,X,X,X
OITJLZS,X,O,X,X,X,X,X,X
OITJSLZ,X,X,O,O,O,X,X,X
OITJSZL,X,X,O,O,X,X,X,X
OITJZLS,X,O,X,X,X,X,X,X
OITJZSL,X,O,O,O,X,X,X,X
OITSLJZ,X,X,O,O,O,X,O,X
OITSLZJ,X,O,O,O,X,X,O,X
OITSJLZ,X,X,O,O,O,X,O,X
OITSJZL,X,X,O,O,X,X,X,X
OITSZLJ,X,O,O,O,X,X,O,X
OITSZJL,X,O,O,O,X,X,X,X
OITZLJS,X,O,X,X,X,X,X,X
OITZLSJ,X,O,X,X,X,X,X,X
OITZJLS,X,O,X,X,X,X,X,X
OITZJSL,X,O,O,O,X,X,X,X
OITZSLJ,X,O,O,O,X,X,X,X
OITZSJL,X,O,O,O,X,X,X,X
OILTJSZ,X,X,O,O,X,X,X,X
OILTJZS,X,O,X,X,X,X,X,X
OILTSJZ,X,X,O,O,X,X,O,X
OILTSZJ,X,O,O,O,X,X,O,X
OILTZJS,X,O,X,X,X,X,X,X
OILTZSJ,X,O,X,X,X,X,X,X
OILJTSZ,X,X,O,O,X,O,X,O
OILJTZS,X,O,X,X,X,O,X,O
OILJSTZ,X,X,O,O,O,X,X,X
OILJSZT,O,X,O,O,O,X,X,X
OILJZTS,O,O,X,X,X,O,X,X
OILJZST,O,O,O,X,X,X,X,X
OILSTJZ,X,X,O,O,O,X,O,X
OILSTZJ,X,O,O,O,X,X,O,X
OILSJTZ,X,X,O,O,O,X,O,X
OILSJZT,O,X,O,O,O,X,X,X
OILSZTJ,O,O,O,O,X,X,O,X
OILSZJT,O,O,O,O,O,X,X,X
OILZTJS,O,O,X,X,X,X,X,X
OILZTSJ,X,O,X,X,X,X,X,X
OILZJTS,O,O,X,X,X,O,X,X
OILZJST,O,O,O,X,X,X,X,X
OILZSTJ,O,O,O,X,X,X,X,X
OILZSJT,O,O,O,X,X,X,X,X
OIJTLSZ,X,X,O,O,X,X,X,X
OIJTLZS,X,O,X,X,X,X,X,X
OIJTSLZ,X,X,O,O,O,X,X,X
OIJTSZL,X,X,O,O,X,X,X,X
OIJTZLS,X,O,X,X,X,X,X,X
OIJTZSL,X,O,O,O,X,X,X,X
OIJLTSZ,X,X,O,O,X,O,X,O
OIJLTZS,X,O,X,X,X,O,X,O
OIJLSTZ,X,X,O,O,O,X,X,X
OIJLSZT,O,X,O,O,O,X,X,X
OIJLZTS,O,O,X,X,X,O,X,X
OIJLZST,O,O,O,X,X,X,X,X
OIJSTLZ,X,X,O,O,O,X,X,X
OIJSTZL,X,X,O,O,X,X,X,X
