sequence,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBcmBxiBSsBToB2xB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBUiBGjBTmBxsByxB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBqsBToBfsB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBRiB+oBTmB0sBisB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgB3hB+oBxrBatBTsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBStBfsBzsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFTjBRmBSsBmlBXtBFsB,v115@HhA8IeD8FeF8CeA8Jel/IvhFRhBTjBmlBCnBcsBXtB
ZLOIJST,O,X,O,X,X,X,X,X
ZLOISTJ,O,X,X,X,X,X,O,X
ZLOISJT,O,X,X,X,X,X,O,X
ZLOJTIS,O,X,O,O,X,O,X,X
ZLOJTSI,O,X,O,O,X,O,X,X
ZLOJITS,O,X,O,O,X,O,X,X
ZLOJIST,O,X,O,O,X,O,X,X
ZLOJSTI,O,X,O,O,X,O,X,X
ZLOJSIT,O,X,O,O,X,O,X,X
ZLOSTIJ,O,X,X,X,X,X,O,X
ZLOSTJI,O,X,O,O,X,X,X,X
ZLOSITJ,O,X,X,X,X,X,O,X
ZLOSIJT,O,X,X,X,X,X,O,X
ZLOSJTI,O,X,O,O,X,X,X,X
ZLOSJIT,O,X,O,O,X,X,O,X
ZJTILSO,X,X,X,X,O,O,X,X
ZJTILOS,X,X,O,X,O,O,X,X
ZJTISLO,X,X,X,X,O,X,X,X
ZJTISOL,X,X,X,X,O,X,X,X
ZJTIOLS,X,X,O,O,O,X,X,X
ZJTIOSL,X,X,X,O,O,X,X,X
ZJTLISO,O,X,X,X,O,O,X,X
ZJTLIOS,X,X,O,X,O,O,X,X
ZJTLSIO,O,X,X,X,X,O,X,X
ZJTLSOI,O,X,O,X,X,O,X,O
ZJTLOIS,O,X,O,O,X,O,X,X
ZJTLOSI,O,X,O,O,X,O,X,X
ZJTSILO,X,X,X,X,O,X,X,X
ZJTSIOL,X,X,X,X,O,X,X,X
ZJTSLIO,O,X,X,X,X,O,X,X
ZJTSLOI,O,X,O,X,X,O,X,O
ZJTSOIL,O,X,X,O,X,X,X,X
ZJTSOLI,O,X,O,O,X,X,X,O
ZJTOILS,X,X,O,O,O,X,X,X
ZJTOISL,O,X,X,O,O,X,X,X
ZJTOLIS,O,X,O,O,X,O,X,X
ZJTOLSI,O,X,O,O,X,O,X,X
ZJTOSIL,O,X,X,O,X,X,X,X
ZJTOSLI,O,X,O,O,X,X,X,X
ZJITLSO,X,X,X,X,O,O,X,X
ZJITLOS,X,X,O,X,O,O,X,X
ZJITSLO,X,X,X,X,O,X,X,X
ZJITSOL,X,X,X,X,O,X,X,X
ZJITOLS,X,X,O,O,O,X,X,X
ZJITOSL,X,X,X,O,O,X,X,X
ZJILTSO,X,X,X,X,O,O,X,X
ZJILTOS,X,X,O,X,O,O,X,X
ZJILSTO,X,X,X,X,O,O,X,X
ZJILSOT,X,X,X,X,O,O,O,X
ZJILOTS,X,X,O,X,O,O,X,X
ZJILOST,X,X,O,X,O,O,X,X
ZJISTLO,X,X,X,X,O,X,X,X
ZJISTOL,X,X,X,X,O,X,X,X
ZJISLTO,X,X,X,X,O,X,X,X
ZJISLOT,X,X,X,X,O,X,O,X
ZJISOTL,X,X,X,X,O,X,X,X
ZJISOLT,X,X,X,X,O,X,O,X
ZJIOTLS,X,X,O,O,O,X,X,X
ZJIOTSL,X,X,X,O,O,X,X,X
ZJIOLTS,X,X,O,O,O,X,X,X
ZJIOLST,X,X,O,O,O,X,X,X
ZJIOSTL,X,X,X,O,O,X,X,X
ZJIOSLT,X,X,X,O,O,X,X,X
ZJLTISO,O,X,X,X,O,O,X,X
ZJLTIOS,X,X,O,X,O,O,X,X
ZJLTSIO,O,X,X,X,X,O,X,X
ZJLTSOI,O,X,O,X,X,O,X,O
ZJLTOIS,O,X,O,O,X,O,X,X
ZJLTOSI,O,X,O,O,X,O,X,X
ZJLITSO,O,X,X,X,O,O,X,X
ZJLITOS,X,X,O,X,O,O,X,X
ZJLISTO,O,X,X,X,O,O,X,X
ZJLISOT,X,X,X,X,O,O,O,X
ZJLIOTS,X,X,O,X,O,O,X,X
ZJLIOST,X,X,O,X,O,O,X,X
ZJLSTIO,O,X,X,X,X,O,X,X
ZJLSTOI,O,X,O,X,X,O,X,O
ZJLSITO,O,X,X,X,X,O,X,X
ZJLSIOT,X,X,X,X,X,O,O,X
ZJLSOTI,O,X,O,X,X,O,X,O
ZJLSOIT,O,X,O,X,X,O,O,X
ZJLOTIS,O,X,O,O,X,O,X,X
ZJLOTSI,O,X,O,O,X,O,X,X
ZJLOITS,O,X,O,O,X,O,X,X
ZJLOIST,O,X,O,O,X,O,X,X
ZJLOSTI,O,X,O,O,X,O,X,X
ZJLOSIT,O,X,O,O,X,O,X,X
ZJSTILO,X,X,X,X,O,X,X,X
ZJSTIOL,X,X,X,X,O,X,X,X
ZJSTLIO,O,X,X,X,X,O,X,X
ZJSTLOI,O,X,O,X,X,O,X,O
ZJSTOIL,O,X,X,O,X,X,X,X
ZJSTOLI,O,X,O,O,X,X,X,O
ZJSITLO,X,X,X,X,O,X,X,X
ZJSITOL,X,X,X,X,O,X,X,X
ZJSILTO,X,X,X,X,O,X,X,X
ZJSILOT,X,X,X,X,O,X,O,X
ZJSIOTL,X,X,X,X,O,X,X,X
ZJSIOLT,X,X,X,X,O,X,O,X
ZJSLTIO,O,X,X,X,X,O,X,X
ZJSLTOI,O,X,O,X,X,O,X,O
ZJSLITO,O,X,X,X,X,O,X,X
ZJSLIOT,X,X,X,X,X,O,O,X
ZJSLOTI,O,X,O,X,X,O,X,O
ZJSLOIT,O,X,O,X,X,O,O,X
ZJSOTIL,O,X,X,O,X,X,X,X
ZJSOTLI,O,X,O,O,X,X,X,O
ZJSOITL,O,X,X,O,X,X,X,X
ZJSOILT,X,X,X,O,X,X,O,X
ZJSOLTI,O,X,O,O,X,X,X,O
ZJSOLIT,O,X,O,O,X,X,O,X
ZJOTILS,X,X,O,O,O,X,X,X
ZJOTISL,O,X,X,O,O,X,X,X
ZJOTLIS,O,X,O,O,X,O,X,X
ZJOTLSI,O,X,O,O,X,O,X,X
ZJOTSIL,O,X,X,O,X,X,X,X
ZJOTSLI,O,X,O,O,X,X,X,X
ZJOITLS,X,X,O,O,O,X,X,X
ZJOITSL,O,X,X,O,O,X,X,X
ZJOILTS,X,X,O,O,O,X,X,X
ZJOILST,X,X,O,O,O,X,X,X
ZJOISTL,O,X,X,O,O,X,X,X
ZJOISLT,X,X,X,O,O,X,X,X
ZJOLTIS,O,X,O,O,X,O,X,X
ZJOLTSI,O,X,O,O,X,O,X,X
ZJOLITS,O,X,O,O,X,O,X,X
ZJOLIST,O,X,O,O,X,O,X,X
ZJOLSTI,O,X,O,O,X,O,X,X
ZJOLSIT,O,X,O,O,X,O,X,X
ZJOSTIL,O,X,X,O,X,X,X,X
ZJOSTLI,O,X,O,O,X,X,X,X
ZJOSITL,O,X,X,O,X,X,X,X
ZJOSILT,X,X,X,O,X,X,X,X
ZJOSLTI,O,X,O,O,X,X,X,X
ZJOSLIT,O,X,O,O,X,X,X,X
ZSTILJO,O,O,X,X,O,X,X,X
ZSTILOJ,O,X,X,X,X,X,O,X
ZSTIJLO,X,O,X,X,O,X,X,X
ZSTIJOL,X,O,X,X,O,X,X,X
ZSTIOLJ,O,X,X,X,X,X,O,X
ZSTIOJL,O,O,X,X,O,X,X,X
ZSTLIJO,O,X,X,X,X,X,X,X
ZSTLIOJ,O,X,X,X,X,X,O,X
ZSTLJIO,O,X,X,X,X,O,X,X
ZSTLJOI,O,X,O,X,X,O,X,O
ZSTLOIJ,O,X,X,X,X,X,O,X
ZSTLOJI,O,X,O,X,X,X,X,O
ZSTJILO,X,X,X,X,O,X,X,X
ZSTJIOL,X,X,X,X,O,X,X,X
ZSTJLIO,O,X,X,X,X,O,X,X
ZSTJLOI,O,X,O,X,X,O,X,O
ZSTJOIL,O,X,X,O,X,X,X,X
ZSTJOLI,O,X,O,O,X,X,X,O
ZSTOILJ,O,O,X,X,X,X,O,X
ZSTOIJL,O,O,X,O,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,O,X
ZSTOLJI,O,O,O,O,X,X,X,O
ZSTOJIL,O,O,X,O,X,X,X,X
ZSTOJLI,O,O,O,O,X,X,X,O
ZSITLJO,O,O,X,X,O,X,X,X
ZSITLOJ,O,X,X,X,X,X,O,X
ZSITJLO,X,O,X,X,O,X,X,X
ZSITJOL,X,O,X,X,O,X,X,X
ZSITOLJ,O,X,X,X,X,X,O,X
ZSITOJL,O,O,X,X,O,X,X,X
ZSILTJO,O,O,X,X,O,X,X,X
ZSILTOJ,O,X,X,X,X,X,O,X
ZSILJTO,O,O,X,X,O,X,X,X
ZSILJOT,X,X,X,X,O,X,O,X
ZSILOTJ,O,X,X,X,X,X,O,X
ZSILOJT,O,X,X,X,X,X,O,X
ZSIJTLO,X,O,X,X,O,X,X,X
ZSIJTOL,X,O,X,X,O,X,X,X
ZSIJLTO,X,O,X,X,O,X,X,X
ZSIJLOT,X,X,X,X,O,X,O,X
ZSIJOTL,X,O,X,X,O,X,X,X
ZSIJOLT,X,X,X,X,O,X,O,X
ZSIOTLJ,O,X,X,X,X,X,O,X
ZSIOTJL,O,O,X,X,O,X,X,X
ZSIOLTJ,O,X,X,X,X,X,O,X
ZSIOLJT,O,X,X,X,X,X,O,X
ZSIOJTL,O,O,X,X,O,X,X,X
ZSIOJLT,X,X,X,X,O,X,O,X
ZSLTIJO,O,X,X,X,X,X,X,X
ZSLTIOJ,O,X,X,X,X,X,O,X
ZSLTJIO,O,X,X,X,X,O,X,X
ZSLTJOI,O,X,O,X,X,O,X,O
ZSLTOIJ,O,X,X,X,X,X,O,X
ZSLTOJI,O,X,O,X,X,X,X,O
ZSLITJO,O,X,X,X,X,X,X,X
ZSLITOJ,O,X,X,X,X,X,O,X
ZSLIJTO,O,X,X,X,X,X,X,X
ZSLIJOT,X,X,X,X,X,X,O,X
ZSLIOTJ,O,X,X,X,X,X,O,X
ZSLIOJT,O,X,X,X,X,X,O,X
ZSLJTIO,O,X,X,X,X,O,X,X
ZSLJTOI,O,X,O,X,X,O,X,O
ZSLJITO,O,X,X,X,X,O,X,X
ZSLJIOT,X,X,X,X,X,O,O,X
ZSLJOTI,O,X,O,X,X,O,X,O
ZSLJOIT,O,X,O,X,X,O,O,X
ZSLOTIJ,O,X,X,X,X,X,O,X
ZSLOTJI,O,X,O,X,X,X,X,O
ZSLOITJ,O,X,X,X,X,X,O,X
ZSLOIJT,O,X,X,X,X,X,O,X
ZSLOJTI,O,X,O,X,X,X,X,O
ZSLOJIT,O,X,O,X,X,X,O,X
ZSJTILO,X,X,X,X,O,X,X,X
ZSJTIOL,X,X,X,X,O,X,X,X
ZSJTLIO,O,X,X,X,X,O,X,X
ZSJTLOI,O,X,O,X,X,O,X,O
ZSJTOIL,O,X,X,O,X,X,X,X
ZSJTOLI,O,X,O,O,X,X,X,O
ZSJITLO,X,X,X,X,O,X,X,X
ZSJITOL,X,X,X,X,O,X,X,X
ZSJILTO,X,X,X,X,O,X,X,X
ZSJILOT,X,X,X,X,O,X,O,X
ZSJIOTL,X,X,X,X,O,X,X,X
ZSJIOLT,X,X,X,X,O,X,O,X
ZSJLTIO,O,X,X,X,X,O,X,X
ZSJLTOI,O,X,O,X,X,O,X,O
ZSJLITO,O,X,X,X,X,O,X,X
ZSJLIOT,X,X,X,X,X,O,O,X
ZSJLOTI,O,X,O,X,X,O,X,O
ZSJLOIT,O,X,O,X,X,O,O,X
ZSJOTIL,O,X,X,O,X,X,X,X
ZSJOTLI,O,X,O,O,X,X,X,O
ZSJOITL,O,X,X,O,X,X,X,X
ZSJOILT,X,X,X,O,X,X,O,X
ZSJOLTI,O,X,O,O,X,X,X,O
ZSJOLIT,O,X,O,O,X,X,O,X
ZSOTILJ,O,O,X,X,X,X,O,X
ZSOTIJL,O,O,X,O,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,O,X
ZSOTLJI,O,O,O,O,X,X,X,O
ZSOTJIL,O,O,X,O,X,X,X,X
ZSOTJLI,O,O,O,O,X,X,X,O
ZSOITLJ,O,O,X,X,X,X,O,X
ZSOITJL,O,O,X,O,X,X,X,X
ZSOILTJ,O,O,X,X,X,X,O,X
ZSOILJT,O,O,X,X,X,X,O,X
ZSOIJTL,O,O,X,O,X,X,X,X
ZSOIJLT,X,O,X,O,X,X,O,X
ZSOLTIJ,O,O,X,X,X,X,O,X
ZSOLTJI,O,O,O,O,X,X,X,O
ZSOLITJ,O,O,X,X,X,X,O,X
ZSOLIJT,O,O,X,X,X,X,O,X
ZSOLJTI,O,O,O,O,X,X,X,O
ZSOLJIT,O,X,O,O,X,X,O,X
ZSOJTIL,O,O,X,O,X,X,X,X
ZSOJTLI,O,O,O,O,X,X,X,O
ZSOJITL,O,O,X,O,X,X,X,X
ZSOJILT,X,O,X,O,X,X,O,X
ZSOJLTI,O,O,O,O,X,X,X,O
ZSOJLIT,O,X,O,O,X,X,O,X
ZOTILJS,O,O,O,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X
ZOTIJLS,X,O,O,O,O,X,X,X
ZOTIJSL,O,O,X,O,O,X,X,X
ZOTISLJ,O,O,X,X,X,X,X,X
ZOTISJL,O,O,X,O,O,X,X,X
ZOTLIJS,O,O,O,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X
ZOTLJIS,O,X,O,O,X,O,X,X
ZOTLJSI,O,O,O,O,X,O,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,O,O,X,X,X,X
ZOTJILS,X,O,O,O,O,X,X,X
ZOTJISL,O,O,X,O,O,X,X,X
ZOTJLIS,O,X,O,O,X,O,X,X
ZOTJLSI,O,O,O,O,X,O,X,X
ZOTJSIL,O,O,X,O,X,X,X,X
ZOTJSLI,O,O,O,O,X,X,X,X
ZOTSILJ,O,O,X,X,X,X,X,X
ZOTSIJL,O,O,X,O,X,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,O,O,X,X,X,X
ZOTSJIL,O,O,X,O,X,X,X,X
ZOTSJLI,O,O,O,O,X,X,X,X
ZOITLJS,O,O,O,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X
ZOITJLS,X,O,O,O,O,X,X,X
ZOITJSL,O,O,X,O,O,X,X,X
ZOITSLJ,O,O,X,X,X,X,X,X
ZOITSJL,O,O,X,O,O,X,X,X
ZOILTJS,O,O,O,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,X,X
ZOILJST,O,O,O,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,O,X
ZOILSJT,O,O,X,X,X,X,O,X
ZOIJTLS,X,O,O,O,O,X,X,X
ZOIJTSL,O,O,X,O,O,X,X,X
ZOIJLTS,X,O,O,O,O,X,X,X
ZOIJLST,X,O,O,O,O,X,X,X
ZOIJSTL,O,O,X,O,O,X,X,X
ZOIJSLT,X,O,X,O,O,X,X,X
ZOISTLJ,O,O,X,X,X,X,O,X
ZOISTJL,O,O,X,O,O,X,X,X
ZOISLTJ,O,O,X,X,X,X,O,X
ZOISLJT,O,O,X,X,X,X,O,X
ZOISJTL,O,O,X,O,O,X,X,X
ZOISJLT,X,O,X,O,O,X,O,X
ZOLTIJS,O,O,O,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X
ZOLTJIS,O,X,O,O,X,O,X,X
ZOLTJSI,O,O,O,O,X,O,X,X
ZOLTSIJ,O,O,X,X,X,X,X,X
ZOLTSJI,O,O,O,O,X,X,X,X
ZOLITJS,O,O,O,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,X
ZOLIJST,O,O,O,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,X,O,X
ZOLISJT,O,O,X,X,X,X,O,X
ZOLJTIS,O,X,O,O,X,O,X,X
ZOLJTSI,O,O,O,O,X,O,X,X
ZOLJITS,O,X,O,O,X,O,X,X
ZOLJIST,O,X,O,O,X,O,X,X
ZOLJSTI,O,O,O,O,X,O,X,X
ZOLJSIT,O,X,O,O,X,O,X,X
ZOLSTIJ,O,O,X,X,X,X,O,X
ZOLSTJI,O,O,O,O,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,O,X
ZOLSIJT,O,O,X,X,X,X,O,X
ZOLSJTI,O,O,O,O,X,X,X,X
ZOLSJIT,O,X,O,O,X,X,O,X
ZOJTILS,X,O,O,O,O,X,X,X
ZOJTISL,O,O,X,O,O,X,X,X
ZOJTLIS,O,X,O,O,X,O,X,X
ZOJTLSI,O,O,O,O,X,O,X,X
ZOJTSIL,O,O,X,O,X,X,X,X
ZOJTSLI,O,O,O,O,X,X,X,X
ZOJITLS,X,O,O,O,O,X,X,X
ZOJITSL,O,O,X,O,O,X,X,X
ZOJILTS,X,O,O,O,O,X,X,X
ZOJILST,X,O,O,O,O,X,X,X
ZOJISTL,O,O,X,O,O,X,X,X
ZOJISLT,X,O,X,O,O,X,X,X
ZOJLTIS,O,X,O,O,X,O,X,X
ZOJLTSI,O,O,O,O,X,O,X,X
ZOJLITS,O,X,O,O,X,O,X,X
ZOJLIST,O,X,O,O,X,O,X,X
ZOJLSTI,O,O,O,O,X,O,X,X
ZOJLSIT,O,X,O,O,X,O,X,X
ZOJSTIL,O,O,X,O,X,X,X,X
ZOJSTLI,O,O,O,O,X,X,X,X
ZOJSITL,O,O,X,O,X,X,X,X
ZOJSILT,X,O,X,O,X,X,X,X
ZOJSLTI,O,O,O,O,X,X,X,X
ZOJSLIT,O,X,O,O,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,O,X
ZOSTIJL,O,O,X,O,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,O,X
ZOSTLJI,O,O,O,O,X,X,X,X
ZOSTJIL,O,O,X,O,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,O,X
ZOSITJL,O,O,X,O,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,O,X
ZOSILJT,O,O,X,X,X,X,O,X
ZOSIJTL,O,O,X,O,X,X,X,X
ZOSIJLT,X,O,X,O,X,X,O,X
ZOSLTIJ,O,O,X,X,X,X,O,X
ZOSLTJI,O,O,O,O,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,O,X
ZOSLIJT,O,O,X,X,X,X,O,X
ZOSLJTI,O,O,O,O,X,X,X,X
ZOSLJIT,O,X,O,O,X,X,O,X
ZOSJTIL,O,O,X,O,X,X,X,X
ZOSJTLI,O,O,O,O,X,X,X,X
ZOSJITL,O,O,X,O,X,X,X,X
ZOSJILT,X,O,X,O,X,X,O,X
ZOSJLTI,O,O,O,O,X,X,X,X
ZOSJLIT,O,X,O,O,X,X,O,X
OTILJSZ,X,O,O,X,X,X,X,X
OTILJZS,O,O,O,X,X,X,X,X
OTILSJZ,X,O,X,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,O,O,O,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X
OTIJLSZ,X,O,O,O,O,X,X,X
OTIJLZS,O,O,O,X,O,X,X,X
OTIJSLZ,X,O,X,O,O,X,X,X
OTIJSZL,X,O,X,O,O,X,X,X
OTIJZLS,X,O,O,O,O,X,X,X
OTIJZSL,O,O,X,O,O,X,X,X
OTISLJZ,X,O,X,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,X,O,X,O,O,X,X,X
OTISJZL,X,O,X,O,O,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,O,O,X,X,X
OTIZLJS,O,O,O,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,X,O,O,O,O,X,X,X
OTIZJSL,O,O,X,O,O,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,O,O,X,X,X
OTLIJSZ,X,O,O,X,X,X,X,X
OTLIJZS,O,O,O,X,X,X,X,X
OTLISJZ,X,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,O,O,O,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X
OTLJISZ,X,X,O,O,X,O,X,X
OTLJIZS,O,X,O,X,X,O,X,X
OTLJSIZ,X,X,O,O,X,O,X,O
OTLJSZI,X,X,O,O,X,O,X,O
OTLJZIS,O,X,O,O,X,O,X,X
OTLJZSI,O,X,O,O,X,O,X,X
OTLSIJZ,X,O,X,X,X,X,X,O
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,X,X,O,O,X,X,X,O
OTLSJZI,X,X,O,O,X,X,X,O
OTLSZIJ,O,O,X,X,X,X,X,X
OTLSZJI,O,O,O,O,X,X,X,O
OTLZIJS,O,O,O,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X
OTLZJIS,O,X,O,O,X,O,X,X
OTLZJSI,O,O,O,O,X,O,X,X
OTLZSIJ,O,O,X,X,X,X,X,X
OTLZSJI,O,O,O,O,X,X,X,X
OTJILSZ,X,O,O,O,O,X,X,X
OTJILZS,O,O,O,X,O,X,X,X
OTJISLZ,X,O,X,O,O,X,X,X
OTJISZL,X,O,X,O,O,X,X,X
OTJIZLS,X,O,O,O,O,X,X,X
OTJIZSL,O,O,X,O,O,X,X,X
OTJLISZ,X,X,O,O,X,O,X,X
OTJLIZS,O,X,O,X,X,O,X,X
OTJLSIZ,X,X,O,O,X,O,X,O
OTJLSZI,X,X,O,O,X,O,X,O
OTJLZIS,O,X,O,O,X,O,X,X
OTJLZSI,O,X,O,O,X,O,X,X
OTJSILZ,X,O,X,O,X,X,X,O
OTJSIZL,X,O,X,O,X,X,X,X
OTJSLIZ,X,X,O,O,X,X,X,O
OTJSLZI,X,X,O,O,X,X,X,O
OTJSZIL,O,O,X,O,X,X,X,X
OTJSZLI,O,O,O,O,X,X,X,O
OTJZILS,X,O,O,O,O,X,X,X
OTJZISL,O,O,X,O,O,X,X,X
OTJZLIS,O,X,O,O,X,O,X,X
OTJZLSI,O,O,O,O,X,O,X,X
OTJZSIL,O,O,X,O,X,X,X,X
OTJZSLI,O,O,O,O,X,X,X,X
OTSILJZ,X,O,X,X,X,X,X,O
OTSILZJ,O,O,X,X,X,X,X,X
OTSIJLZ,X,O,X,O,X,X,X,O
OTSIJZL,X,O,X,O,X,X,X,X
OTSIZLJ,O,O,X,X,X,X,X,X
OTSIZJL,O,O,X,O,X,X,X,X
OTSLIJZ,X,O,X,X,X,X,X,O
OTSLIZJ,O,O,X,X,X,X,X,X
OTSLJIZ,X,X,O,O,X,X,X,O
OTSLJZI,X,X,O,O,X,X,X,O
OTSLZIJ,O,O,X,X,X,X,X,X
OTSLZJI,O,O,O,O,X,X,X,O
OTSJILZ,X,O,X,O,X,X,X,O
OTSJIZL,X,O,X,O,X,X,X,X
OTSJLIZ,X,X,O,O,X,X,X,O
OTSJLZI,X,X,O,O,X,X,X,O
OTSJZIL,O,O,X,O,X,X,X,X
OTSJZLI,O,O,O,O,X,X,X,O
OTSZILJ,O,O,X,X,X,X,X,X
OTSZIJL,O,O,X,O,X,X,X,X
OTSZLIJ,O,O,X,X,X,X,X,X
OTSZLJI,O,O,O,O,X,X,X,O
OTSZJIL,O,O,X,O,X,X,X,X
OTSZJLI,O,O,O,O,X,X,X,O
OTZILJS,O,O,O,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X
OTZIJLS,X,O,O,O,O,X,X,X
OTZIJSL,O,O,X,O,O,X,X,X
OTZISLJ,O,O,X,X,X,X,X,X
OTZISJL,O,O,X,O,O,X,X,X
OTZLIJS,O,O,O,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X
OTZLJIS,O,X,O,O,X,O,X,X
OTZLJSI,O,O,O,O,X,O,X,X
OTZLSIJ,O,O,X,X,X,X,X,X
OTZLSJI,O,O,O,O,X,X,X,X
OTZJILS,X,O,O,O,O,X,X,X
OTZJISL,O,O,X,O,O,X,X,X
OTZJLIS,O,X,O,O,X,O,X,X
OTZJLSI,O,O,O,O,X,O,X,X
OTZJSIL,O,O,X,O,X,X,X,X
OTZJSLI,O,O,O,O,X,X,X,X
OTZSILJ,O,O,X,X,X,X,X,X
OTZSIJL,O,O,X,O,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,X,X
OTZSLJI,O,O,O,O,X,X,X,X
OTZSJIL,O,O,X,O,X,X,X,X
OTZSJLI,O,O,O,O,X,X,X,X
OITLJSZ,X,O,O,X,X,X,X,X
OITLJZS,O,O,O,X,X,X,X,X
OITLSJZ,X,O,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,O,O,O,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,X
OITJLSZ,X,O,O,O,O,X,X,X
OITJLZS,O,O,O,X,O,X,X,X
OITJSLZ,X,O,X,O,O,X,X,X
OITJSZL,X,O,X,O,O,X,X,X
OITJZLS,X,O,O,O,O,X,X,X
OITJZSL,O,O,X,O,O,X,X,X
OITSLJZ,X,O,X,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X
OITSJLZ,X,O,X,O,O,X,X,X
OITSJZL,X,O,X,O,O,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,X,O,O,X,X,X
OITZLJS,O,O,O,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,X,O,O,O,O,X,X,X
OITZJSL,O,O,X,O,O,X,X,X
OITZSLJ,O,O,X,X,X,X,X,X
OITZSJL,O,O,X,O,O,X,X,X
OILTJSZ,X,O,O,X,X,X,X,X
OILTJZS,O,O,O,X,X,X,X,X
OILTSJZ,X,O,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X
OILTZJS,O,O,O,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,X
OILJTSZ,X,O,O,X,X,X,X,X
OILJTZS,O,O,O,X,X,X,X,X
OILJSTZ,X,O,O,X,X,X,X,X
OILJSZT,X,O,O,X,X,X,X,X
OILJZTS,O,O,O,X,X,X,X,X
OILJZST,O,O,O,X,X,X,X,X
OILSTJZ,X,O,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,O,X
OILSJTZ,X,O,X,X,X,X,X,X
OILSJZT,X,O,X,X,X,X,O,X
OILSZTJ,O,O,X,X,X,X,O,X
OILSZJT,O,O,X,X,X,X,O,X
OILZTJS,O,O,O,X,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X,X
OILZJTS,O,O,O,X,X,X,X,X
OILZJST,O,O,O,X,X,X,X,X
OILZSTJ,O,O,X,X,X,X,O,X
OILZSJT,O,O,X,X,X,X,O,X
OIJTLSZ,X,O,O,O,O,X,X,X
OIJTLZS,O,O,O,X,O,X,X,X
OIJTSLZ,X,O,X,O,O,X,X,X
OIJTSZL,X,O,X,O,O,X,X,X
OIJTZLS,X,O,O,O,O,X,X,X
OIJTZSL,O,O,X,O,O,X,X,X
OIJLTSZ,X,O,O,O,O,X,X,X
OIJLTZS,O,O,O,X,O,X,X,X
OIJLSTZ,X,O,O,O,O,X,X,X
OIJLSZT,X,O,O,X,O,X,X,X
OIJLZTS,O,O,O,X,O,X,X,X
OIJLZST,O,O,O,X,O,X,X,X
OIJSTLZ,X,O,X,O,O,X,X,X
OIJSTZL,X,O,X,O,O,X,X,X
