sequence,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeRAJvhFFiB6oBXlB0?mBznBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je3AJvhF1mBxiBSsBT?oBUqBupB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je1FJvhFxhBXjBzmBS?tBUqBupB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeRAJvhF3hBziB+oBV?sBUqBCqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JefIJvhF6oBRlBUnBl?mBzpBGqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeWFJvhF1mBxiBSsBT?oB8pB3qB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhF6oBRlBznBF?lB0mBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JelBJvhFUjBRlBXnBS?tBzpBGqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JefFJvhF0gBSnBTjBl?mBWvBxxB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhFRlBCoBFlB0?mBToBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je0BJvhFRlBCoBFlBX?nBToBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JexBJvhF8nB+oBfqBz?mBlqBCqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhFTjBRlBWtBC?lB0mBVvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je5EJvhFVnBilBXoB0?mBGoBTqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeWFJvhFFjBxmBStB8?pBzmB3qB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeuEJvhF3gBUjBxmBz?mBStBVvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je0BJvhFTjBRlBWtBC?lBXnBVvB
ZJSIOTL,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZJSIOLT,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZJSLTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLIOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSLOIT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJSOTIL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZJSOILT,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZJSOLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSOLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOTISL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
ZJOTLIS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZJOTSLI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOITSL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZJOILTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOILST,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZJOISTL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
ZJOISLT,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O
ZJOLTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOLSTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOLSIT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOSTIL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZJOSTLI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOSITL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZJOSILT,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZJOSLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOSLIT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSTILJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSTILOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSTIJLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTIJOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTIOLJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTIOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSTLIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSTLJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJILO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJOIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJOLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTOIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTOLIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTOLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTOJLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSITLJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSITLOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSITJLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSITJOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSITOLJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSITOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSILTJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSILTOJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSILJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJTLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSLTIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSLTJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLITJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSLITOJ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZSLIJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOIJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTILO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJTOLI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJITLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJILTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJLTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJLOIT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOTIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJOILT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOTILJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOITJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOILJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJITL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOJILT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTILJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILTJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOISLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJTLIS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJTSLI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJILTS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJISTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJISLT,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJLTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJLSTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSTIL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSITL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSILT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSLIT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSTILJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJITL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSJILT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJLIT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTILJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTILZJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTIJLZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTIJSLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJSZL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
OTIJZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIJZSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
OTISLJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTISJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISZLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZLJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIZJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTIZSLJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLIJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
