sequence,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBXjBlmBctBTs?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBTjBlmBcsBXt?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBlnBctBzr?BCtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBTjB6rBcs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBFjB6sBct?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBXjB6rBct?BTsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBfoB6oBlmB0s?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBlmBcsBToBCs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFRiB+oBcpBlmBXs?BzsB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFWoBcpBlmBxsBzr?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JexCJvhFTkBlmB3nBctBip?BWxB
SIOZLTJ,O,O,O,O,O,O,X,X,X,X,X
SIOZLJT,O,O,O,O,O,O,X,X,X,X,X
SIOZJTL,O,O,O,O,O,O,X,O,X,X,X
SIOZJLT,O,O,O,O,O,O,X,X,X,X,X
SLTIJZO,X,X,X,O,O,O,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,O,X,X,X,X,X
SLTIZJO,X,X,X,O,O,O,X,X,X,X,X
SLTIZOJ,X,X,X,O,O,O,X,X,X,X,X
SLTIOJZ,X,X,X,O,X,O,X,X,X,X,X
SLTIOZJ,X,X,X,O,X,O,X,X,X,X,X
SLTJIZO,X,X,X,O,O,O,X,X,O,X,X
SLTJIOZ,X,X,X,O,X,O,X,X,X,X,X
SLTJZIO,X,X,X,O,O,O,X,X,O,X,X
SLTJZOI,X,X,X,O,O,O,X,X,O,X,X
SLTJOIZ,X,X,X,O,X,O,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X,X,X,X,X
SLTZIJO,X,X,X,O,O,O,X,X,O,X,X
SLTZIOJ,X,X,X,O,O,O,X,X,X,X,X
SLTZJIO,X,X,X,O,O,O,X,X,O,X,X
SLTZJOI,X,X,X,O,O,O,X,X,O,X,X
SLTZOIJ,X,X,X,O,O,O,X,X,X,X,X
SLTZOJI,X,X,X,O,O,O,X,X,O,X,X
SLTOIJZ,X,X,X,O,X,O,X,X,X,X,X
SLTOIZJ,X,X,X,O,X,O,X,X,X,X,X
SLTOJIZ,X,X,X,O,X,O,X,X,X,X,X
SLTOJZI,X,X,X,O,X,O,X,X,X,X,X
SLTOZIJ,X,X,X,O,X,O,X,X,X,X,X
SLTOZJI,X,X,X,O,X,O,X,X,X,X,X
SLITJZO,X,X,X,O,O,O,X,X,X,X,X
SLITJOZ,X,X,X,O,X,O,X,X,X,X,X
SLITZJO,X,X,X,O,O,O,X,X,X,X,X
SLITZOJ,X,X,X,O,O,O,X,X,X,X,X
SLITOJZ,X,X,X,O,X,O,X,X,X,X,X
SLITOZJ,X,X,X,O,X,O,X,X,X,X,X
SLIJTZO,X,X,X,O,O,O,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,O,X,X,X,X,X
SLIJZTO,X,O,X,O,O,O,X,X,X,X,X
SLIJZOT,X,O,X,O,O,O,X,X,X,X,X
SLIJOTZ,X,X,X,O,O,O,X,X,X,X,X
SLIJOZT,X,O,O,O,O,O,X,X,X,X,X
SLIZTJO,X,O,X,O,O,O,X,X,X,X,X
SLIZTOJ,X,O,X,O,O,O,X,X,X,X,X
SLIZJTO,X,O,X,O,O,O,X,X,X,X,X
SLIZJOT,X,O,X,O,O,O,X,X,X,X,X
SLIZOTJ,X,O,X,O,O,O,X,X,X,X,X
SLIZOJT,X,O,X,O,O,O,X,X,X,X,X
SLIOTJZ,X,X,X,O,O,O,X,X,X,X,X
SLIOTZJ,X,X,X,O,O,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,O,O,X,X,X,X,X
SLIOJZT,X,O,O,O,O,O,X,X,X,X,X
SLIOZTJ,X,O,O,O,O,O,X,X,X,X,X
SLIOZJT,X,O,O,O,O,O,X,X,X,X,X
SLJTIZO,X,X,X,O,O,O,X,X,O,X,X
SLJTIOZ,X,X,X,O,X,O,X,X,X,X,X
SLJTZIO,X,X,X,O,O,O,X,X,O,X,X
SLJTZOI,X,X,X,O,O,O,X,X,O,X,X
SLJTOIZ,X,X,X,O,X,O,X,X,X,X,X
SLJTOZI,X,X,X,O,X,O,X,X,X,X,X
SLJITZO,X,X,X,O,O,O,X,X,X,X,X
SLJITOZ,X,X,X,O,X,O,X,X,X,X,X
SLJIZTO,X,O,X,O,O,O,X,X,X,X,X
SLJIZOT,X,O,X,O,O,O,X,X,X,X,X
SLJIOTZ,X,X,X,O,O,O,X,X,X,X,X
SLJIOZT,X,O,O,O,O,O,X,X,X,X,X
SLJZTIO,X,O,X,O,O,O,X,X,O,X,X
SLJZTOI,X,O,X,O,O,O,X,X,O,X,X
SLJZITO,X,O,X,O,O,O,X,X,O,X,X
SLJZIOT,X,O,X,O,O,O,X,X,X,X,X
SLJZOTI,X,O,X,O,O,O,X,X,O,X,X
SLJZOIT,X,O,X,O,O,O,X,X,X,X,X
SLJOTIZ,X,X,X,O,O,O,X,X,X,X,X
SLJOTZI,X,X,X,O,O,O,X,X,X,X,X
SLJOITZ,X,X,X,O,O,O,X,X,X,X,X
SLJOIZT,X,O,O,O,O,O,X,X,X,X,X
SLJOZTI,X,O,O,O,O,O,X,X,X,X,X
SLJOZIT,X,O,O,O,O,O,X,X,X,X,X
SLZTIJO,X,O,X,O,O,O,X,X,O,X,X
SLZTIOJ,X,O,X,O,O,O,X,X,X,X,X
SLZTJIO,X,O,X,O,O,O,X,X,O,X,X
SLZTJOI,X,O,X,O,O,O,X,X,O,X,X
SLZTOIJ,X,O,X,O,O,O,X,X,X,X,X
SLZTOJI,X,O,X,O,O,O,X,X,O,X,X
SLZITJO,X,O,X,O,O,O,X,X,O,X,X
SLZITOJ,X,O,X,O,O,O,X,X,X,X,X
SLZIJTO,X,O,X,O,O,O,X,X,O,X,X
SLZIJOT,X,O,X,O,O,O,X,X,X,X,X
SLZIOTJ,X,O,X,O,O,O,X,X,X,X,X
SLZIOJT,X,O,X,O,O,O,X,X,X,X,X
SLZJTIO,X,O,X,O,O,O,X,X,O,X,X
SLZJTOI,X,O,X,O,O,O,X,X,O,X,X
SLZJITO,X,O,X,O,O,O,X,X,O,X,X
SLZJIOT,X,O,X,O,O,O,X,X,X,X,X
SLZJOTI,X,O,X,O,O,O,X,X,O,X,X
SLZJOIT,X,O,X,O,O,O,X,X,X,X,X
SLZOTIJ,X,O,X,O,O,O,X,X,X,X,X
SLZOTJI,X,O,X,O,O,O,X,X,O,X,X
SLZOITJ,X,O,X,O,O,O,X,X,X,X,X
SLZOIJT,X,O,X,O,O,O,X,X,X,X,X
SLZOJTI,X,O,X,O,O,O,X,X,O,X,X
SLZOJIT,X,O,X,O,O,O,X,X,X,X,X
SLOTIJZ,X,X,X,O,O,O,X,X,X,X,X
SLOTIZJ,X,X,X,O,O,O,X,X,X,X,X
SLOTJIZ,X,X,X,O,O,O,X,X,X,X,X
SLOTJZI,X,X,X,O,O,O,X,X,X,X,X
SLOTZIJ,X,X,X,O,O,O,X,X,X,X,X
SLOTZJI,X,X,X,O,O,O,X,X,X,X,X
SLOITJZ,X,X,X,O,O,O,X,X,X,X,X
SLOITZJ,X,X,X,O,O,O,X,X,X,X,X
SLOIJTZ,X,X,X,O,O,O,X,X,X,X,X
SLOIJZT,X,O,O,O,O,O,X,X,X,X,X
SLOIZTJ,X,O,O,O,O,O,X,X,X,X,X
SLOIZJT,X,O,O,O,O,O,X,X,X,X,X
SLOJTIZ,X,X,X,O,O,O,X,X,X,X,X
SLOJTZI,X,X,X,O,O,O,X,X,X,X,X
SLOJITZ,X,X,X,O,O,O,X,X,X,X,X
SLOJIZT,X,O,O,O,O,O,X,X,X,X,X
SLOJZTI,X,O,O,O,O,O,X,X,X,X,X
SLOJZIT,X,O,O,O,O,O,X,X,X,X,X
SLOZTIJ,X,O,O,O,O,O,X,X,X,X,X
SLOZTJI,X,O,O,O,O,O,X,X,X,X,X
SLOZITJ,X,O,O,O,O,O,X,X,X,X,X
SLOZIJT,X,O,O,O,O,O,X,X,X,X,X
SLOZJTI,X,O,O,O,O,O,X,X,X,X,X
SLOZJIT,X,O,O,O,O,O,X,X,X,X,X
SJTILZO,X,X,X,O,O,X,X,X,O,X,X
SJTILOZ,X,X,X,O,X,X,X,X,X,X,X
SJTIZLO,O,O,X,O,O,X,O,X,O,X,X
SJTIZOL,O,O,X,O,O,X,O,O,O,X,X
SJTIOLZ,X,X,X,O,O,X,X,X,X,X,X
SJTIOZL,O,O,O,O,O,X,X,X,O,X,X
SJTLIZO,X,X,X,O,O,X,X,X,O,X,X
SJTLIOZ,X,X,X,O,X,X,X,X,X,X,X
SJTLZIO,X,X,X,O,O,X,X,X,O,X,X
SJTLZOI,X,X,X,O,O,X,X,X,O,X,X
SJTLOIZ,X,X,X,O,X,X,X,X,X,X,X
SJTLOZI,X,X,X,O,X,X,X,X,X,X,X
SJTZILO,O,O,X,O,O,X,O,X,O,X,X
SJTZIOL,O,O,X,O,O,X,O,O,O,X,X
SJTZLIO,O,O,X,O,O,X,O,X,O,X,X
SJTZLOI,X,O,X,O,X,X,O,X,O,X,X
SJTZOIL,O,O,X,O,O,X,O,O,O,X,X
SJTZOLI,X,O,X,O,X,X,O,X,O,X,X
SJTOILZ,X,X,X,O,O,X,X,X,X,X,X
SJTOIZL,O,O,O,O,O,X,X,X,O,X,X
SJTOLIZ,X,X,X,O,O,X,X,X,X,X,X
SJTOLZI,X,X,X,O,O,X,X,X,X,X,X
SJTOZIL,O,O,O,O,O,X,X,X,O,X,X
SJTOZLI,O,O,O,O,O,X,X,X,O,X,X
SJITLZO,X,X,X,O,O,X,X,X,O,X,X
SJITLOZ,X,X,X,O,X,X,X,X,X,X,X
SJITZLO,O,O,X,O,O,X,O,X,O,X,X
SJITZOL,O,O,X,O,O,X,O,O,O,X,X
SJITOLZ,X,X,X,O,O,X,X,X,X,X,X
SJITOZL,O,O,O,O,O,X,X,X,O,X,X
SJILTZO,X,X,X,O,O,O,X,X,X,X,X
SJILTOZ,X,X,X,O,X,O,X,X,X,X,X
SJILZTO,X,O,X,O,O,O,X,X,X,X,X
SJILZOT,X,O,X,O,O,O,X,X,X,X,X
SJILOTZ,X,X,X,O,O,O,X,X,X,X,X
SJILOZT,X,O,O,O,O,O,X,X,X,X,X
SJIZTLO,O,O,X,O,O,O,O,X,O,X,X
SJIZTOL,O,O,X,O,O,O,O,O,O,X,X
SJIZLTO,O,O,X,O,O,O,O,X,O,X,X
SJIZLOT,O,O,X,O,O,O,O,X,X,X,X
SJIZOTL,O,O,O,O,O,O,O,O,X,X,X
SJIZOLT,O,O,O,O,O,O,O,X,X,X,X
SJIOTLZ,X,X,X,O,O,X,X,X,X,X,X
SJIOTZL,O,O,O,O,O,O,X,X,X,X,X
SJIOLTZ,X,X,X,O,O,X,X,X,X,X,X
SJIOLZT,X,O,O,O,O,X,X,X,X,X,X
SJIOZTL,O,O,O,O,O,O,X,O,X,X,X
SJIOZLT,O,O,O,O,O,O,X,X,X,X,X
SJLTIZO,X,X,X,O,O,O,X,X,O,X,X
SJLTIOZ,X,X,X,O,X,O,X,X,X,X,X
SJLTZIO,X,X,X,O,O,O,X,X,O,X,X
SJLTZOI,X,X,X,O,O,O,X,X,O,X,X
SJLTOIZ,X,X,X,O,X,O,X,X,X,X,X
SJLTOZI,X,X,X,O,X,O,X,X,X,X,X
SJLITZO,X,X,X,O,O,O,X,X,X,X,X
SJLITOZ,X,X,X,O,X,O,X,X,X,X,X
SJLIZTO,X,O,X,O,O,O,X,X,X,X,X
SJLIZOT,X,O,X,O,O,O,X,X,X,X,X
SJLIOTZ,X,X,X,O,O,O,X,X,X,X,X
SJLIOZT,X,O,O,O,O,O,X,X,X,X,X
SJLZTIO,X,O,X,O,O,O,X,X,O,X,X
SJLZTOI,X,O,X,O,O,O,X,X,O,X,X
SJLZITO,X,O,X,O,O,O,X,X,O,X,X
SJLZIOT,X,O,X,O,O,O,X,X,X,X,X
SJLZOTI,X,O,X,O,O,O,X,X,O,X,X
SJLZOIT,X,O,X,O,O,O,X,X,X,X,X
SJLOTIZ,X,X,X,O,O,O,X,X,X,X,X
SJLOTZI,X,X,X,O,O,O,X,X,X,X,X
SJLOITZ,X,X,X,O,O,O,X,X,X,X,X
SJLOIZT,X,O,O,O,O,O,X,X,X,X,X
SJLOZTI,X,O,O,O,O,O,X,X,X,X,X
SJLOZIT,X,O,O,O,O,O,X,X,X,X,X
SJZTILO,O,O,X,O,O,O,O,X,O,X,X
SJZTIOL,O,O,X,O,O,O,O,O,O,X,X
SJZTLIO,O,O,X,O,O,O,O,X,O,X,X
SJZTLOI,X,O,X,O,O,O,O,X,O,X,X
SJZTOIL,O,O,X,O,O,O,O,O,O,X,X
SJZTOLI,O,O,X,O,O,O,O,X,O,X,X
SJZITLO,O,O,X,O,O,O,O,X,O,X,X
SJZITOL,O,O,X,O,O,O,O,O,O,X,X
SJZILTO,O,O,X,O,O,O,O,X,O,X,X
SJZILOT,O,O,X,O,O,O,O,X,X,X,X
SJZIOTL,O,O,O,O,O,O,O,O,X,X,X
SJZIOLT,O,O,O,O,O,O,O,X,X,X,X
SJZLTIO,O,O,X,O,O,O,O,X,O,X,X
SJZLTOI,X,O,X,O,O,O,O,X,O,X,X
SJZLITO,O,O,X,O,O,O,O,X,O,X,X
SJZLIOT,O,O,X,O,O,O,O,X,X,X,X
SJZLOTI,O,O,X,O,O,O,O,X,O,X,X
SJZLOIT,O,O,X,O,O,O,O,X,X,X,X
SJZOTIL,O,O,O,O,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,O,O,X,O,X,X
SJZOITL,O,O,O,O,O,O,O,O,X,X,X
SJZOILT,O,O,O,O,O,O,O,X,X,X,X
SJZOLTI,O,O,O,O,O,O,O,X,O,X,X
SJZOLIT,O,O,O,O,O,O,O,X,X,X,X
SJOTILZ,X,X,X,O,O,X,X,X,X,X,X
SJOTIZL,O,O,O,O,O,O,X,X,O,X,X
SJOTLIZ,X,X,X,O,O,X,X,X,X,X,X
SJOTLZI,X,X,X,O,O,X,X,X,X,X,X
SJOTZIL,O,O,O,O,O,O,X,X,O,X,X
SJOTZLI,O,O,O,O,O,O,X,X,O,X,X
SJOITLZ,X,X,X,O,O,X,X,X,X,X,X
SJOITZL,O,O,O,O,O,O,X,X,X,X,X
SJOILTZ,X,X,X,O,O,X,X,X,X,X,X
SJOILZT,X,O,O,O,O,X,X,X,X,X,X
SJOIZTL,O,O,O,O,O,O,X,O,X,X,X
SJOIZLT,O,O,O,O,O,O,X,X,X,X,X
SJOLTIZ,X,X,X,O,O,X,X,X,X,X,X
SJOLTZI,X,X,X,O,O,X,X,X,X,X,X
SJOLITZ,X,X,X,O,O,X,X,X,X,X,X
SJOLIZT,X,O,O,O,O,X,X,X,X,X,X
SJOLZTI,X,O,O,O,O,X,X,X,X,X,X
SJOLZIT,X,O,O,O,O,X,X,X,X,X,X
SJOZTIL,O,O,O,O,O,O,X,O,O,X,X
SJOZTLI,O,O,O,O,O,O,X,X,O,X,X
SJOZITL,O,O,O,O,O,O,X,O,X,X,X
SJOZILT,O,O,O,O,O,O,X,X,X,X,X
SJOZLTI,O,O,O,O,O,O,X,X,O,X,X
SJOZLIT,O,O,O,O,O,O,X,X,X,X,X
SZTILJO,O,O,X,O,O,O,O,X,O,O,X
SZTILOJ,X,O,X,O,O,O,O,X,X,X,O
SZTIJLO,O,O,X,O,O,O,O,X,O,O,X
SZTIJOL,O,O,X,O,O,O,O,O,O,X,O
SZTIOLJ,O,O,X,O,O,O,O,X,X,X,O
SZTIOJL,O,O,X,O,O,O,O,O,X,X,O
SZTLIJO,O,O,X,O,O,O,O,X,O,O,X
SZTLIOJ,X,O,X,O,O,O,O,X,X,X,O
SZTLJIO,O,O,X,O,O,O,O,X,O,X,X
SZTLJOI,X,O,X,O,O,O,O,X,O,X,X
SZTLOIJ,X,O,X,O,O,O,O,X,X,X,O
SZTLOJI,X,O,X,O,O,O,O,X,O,X,O
SZTJILO,O,O,X,O,O,O,O,X,O,X,X
SZTJIOL,O,O,X,O,O,O,O,O,O,X,O
SZTJLIO,O,O,X,O,O,O,O,X,O,X,X
SZTJLOI,X,O,X,O,O,O,O,X,O,X,X
SZTJOIL,O,O,X,O,O,O,O,O,O,X,O
SZTJOLI,O,O,X,O,O,O,O,X,O,X,O
SZTOILJ,O,O,X,O,O,O,O,X,X,X,O
SZTOIJL,O,O,X,O,O,O,O,O,X,X,O
SZTOLIJ,O,O,X,O,O,O,O,X,X,X,O
SZTOLJI,O,O,X,O,O,O,O,X,O,X,O
SZTOJIL,O,O,X,O,O,O,O,O,O,X,O
SZTOJLI,O,O,X,O,O,O,O,X,O,X,O
SZITLJO,O,O,X,O,O,O,O,X,O,O,X
SZITLOJ,X,O,X,O,O,O,O,X,X,X,O
SZITJLO,O,O,X,O,O,O,O,X,O,O,X
SZITJOL,O,O,X,O,O,O,O,O,O,X,O
SZITOLJ,O,O,X,O,O,O,O,X,X,X,O
SZITOJL,O,O,X,O,O,O,O,O,X,X,O
SZILTJO,O,O,X,O,O,O,O,X,O,O,X
SZILTOJ,X,O,X,O,O,O,O,X,X,X,X
SZILJTO,O,O,X,O,O,O,O,X,O,O,X
SZILJOT,O,O,X,O,O,O,O,X,X,X,X
SZILOTJ,O,O,X,O,O,O,O,X,X,X,X
SZILOJT,O,O,X,O,O,O,O,X,X,X,X
SZIJTLO,O,O,X,O,O,O,O,X,O,O,X
SZIJTOL,O,O,X,O,O,O,O,O,O,X,X
SZIJLTO,O,O,X,O,O,O,O,X,O,O,X
SZIJLOT,O,O,X,O,O,O,O,X,X,X,X
SZIJOTL,O,O,O,O,O,O,O,O,X,X,X
SZIJOLT,O,O,O,O,O,O,O,X,X,X,X
SZIOTLJ,O,O,O,O,O,O,O,X,X,X,O
SZIOTJL,O,O,O,O,O,O,O,O,X,X,O
SZIOLTJ,O,O,O,O,O,O,O,X,X,X,X
SZIOLJT,O,O,O,O,O,O,O,X,X,X,X
SZIOJTL,O,O,O,O,O,O,O,O,X,X,X
SZIOJLT,O,O,O,O,O,O,O,X,X,X,X
SZLTIJO,O,O,X,O,O,O,O,X,O,O,X
SZLTIOJ,X,O,X,O,O,O,O,X,X,X,O
SZLTJIO,O,O,X,O,O,O,O,X,O,X,X
SZLTJOI,X,O,X,O,O,O,O,X,O,X,X
SZLTOIJ,X,O,X,O,O,O,O,X,X,X,O
SZLTOJI,X,O,X,O,O,O,O,X,O,X,O
SZLITJO,O,O,X,O,O,O,O,X,O,O,X
SZLITOJ,X,O,X,O,O,O,O,X,X,X,X
SZLIJTO,O,O,X,O,O,O,O,X,O,O,X
SZLIJOT,O,O,X,O,O,O,O,X,X,X,X
SZLIOTJ,O,O,X,O,O,O,O,X,X,X,X
SZLIOJT,O,O,X,O,O,O,O,X,X,X,X
SZLJTIO,O,O,X,O,O,O,O,X,O,X,X
SZLJTOI,X,O,X,O,O,O,O,X,O,X,X
SZLJITO,O,O,X,O,O,O,O,X,O,X,X
SZLJIOT,O,O,X,O,O,O,O,X,X,X,X
SZLJOTI,O,O,X,O,O,O,O,X,O,X,X
SZLJOIT,O,O,X,O,O,O,O,X,X,X,X
SZLOTIJ,O,O,X,O,O,O,O,X,X,X,O
SZLOTJI,O,O,X,O,O,O,O,X,O,X,O
SZLOITJ,O,O,X,O,O,O,O,X,X,X,X
SZLOIJT,O,O,X,O,O,O,O,X,X,X,X
SZLOJTI,O,O,X,O,O,O,O,X,O,X,X
SZLOJIT,O,O,X,O,O,O,O,X,X,X,X
SZJTILO,O,O,X,O,O,O,O,X,O,X,X
SZJTIOL,O,O,X,O,O,O,O,O,O,X,O
SZJTLIO,O,O,X,O,O,O,O,X,O,X,X
SZJTLOI,X,O,X,O,O,O,O,X,O,X,X
SZJTOIL,O,O,X,O,O,O,O,O,O,X,O
SZJTOLI,O,O,X,O,O,O,O,X,O,X,O
SZJITLO,O,O,X,O,O,O,O,X,O,X,X
SZJITOL,O,O,X,O,O,O,O,O,O,X,X
SZJILTO,O,O,X,O,O,O,O,X,O,X,X
SZJILOT,O,O,X,O,O,O,O,X,X,X,X
SZJIOTL,O,O,O,O,O,O,O,O,X,X,X
SZJIOLT,O,O,O,O,O,O,O,X,X,X,X
SZJLTIO,O,O,X,O,O,O,O,X,O,X,X
SZJLTOI,X,O,X,O,O,O,O,X,O,X,X
SZJLITO,O,O,X,O,O,O,O,X,O,X,X
SZJLIOT,O,O,X,O,O,O,O,X,X,X,X
SZJLOTI,O,O,X,O,O,O,O,X,O,X,X
SZJLOIT,O,O,X,O,O,O,O,X,X,X,X
SZJOTIL,O,O,O,O,O,O,O,O,O,X,O
SZJOTLI,O,O,O,O,O,O,O,X,O,X,O
SZJOITL,O,O,O,O,O,O,O,O,X,X,X
SZJOILT,O,O,O,O,O,O,O,X,X,X,X
SZJOLTI,O,O,O,O,O,O,O,X,O,X,X
SZJOLIT,O,O,O,O,O,O,O,X,X,X,X
SZOTILJ,O,O,O,O,O,O,O,X,X,X,O
SZOTIJL,O,O,O,O,O,O,O,O,X,X,O
SZOTLIJ,O,O,O,O,O,O,O,X,X,X,O
SZOTLJI,O,O,O,O,O,O,O,X,O,X,O
SZOTJIL,O,O,O,O,O,O,O,O,O,X,O
SZOTJLI,O,O,O,O,O,O,O,X,O,X,O
SZOITLJ,O,O,O,O,O,O,O,X,X,X,O
SZOITJL,O,O,O,O,O,O,O,O,X,X,O
SZOILTJ,O,O,O,O,O,O,O,X,X,X,X
SZOILJT,O,O,O,O,O,O,O,X,X,X,X
SZOIJTL,O,O,O,O,O,O,O,O,X,X,X
SZOIJLT,O,O,O,O,O,O,O,X,X,X,X
SZOLTIJ,O,O,O,O,O,O,O,X,X,X,O
SZOLTJI,O,O,O,O,O,O,O,X,O,X,O
SZOLITJ,O,O,O,O,O,O,O,X,X,X,X
SZOLIJT,O,O,O,O,O,O,O,X,X,X,X
SZOLJTI,O,O,O,O,O,O,O,X,O,X,X
SZOLJIT,O,O,O,O,O,O,O,X,X,X,X
SZOJTIL,O,O,O,O,O,O,O,O,O,X,O
SZOJTLI,O,O,O,O,O,O,O,X,O,X,O
SZOJITL,O,O,O,O,O,O,O,O,X,X,X
SZOJILT,O,O,O,O,O,O,O,X,X,X,X
SZOJLTI,O,O,O,O,O,O,O,X,O,X,X
SZOJLIT,O,O,O,O,O,O,O,X,X,X,X
SOTILJZ,X,X,X,O,O,X,X,X,X,X,X
SOTILZJ,X,X,X,O,O,X,X,X,X,X,X
SOTIJLZ,X,X,X,O,O,X,X,X,X,X,X
SOTIJZL,O,O,O,O,O,O,X,X,X,X,X
SOTIZLJ,O,O,O,O,O,O,X,X,X,X,X
SOTIZJL,O,O,O,O,O,O,X,X,X,X,X
SOTLIJZ,X,X,X,O,O,X,X,X,X,X,X
SOTLIZJ,X,X,X,O,O,X,X,X,X,X,X
SOTLJIZ,X,X,X,O,O,X,X,X,X,X,X
SOTLJZI,X,X,X,O,O,X,X,X,X,X,X
SOTLZIJ,X,X,X,O,O,X,X,X,X,X,X
SOTLZJI,X,X,X,O,O,X,X,X,X,X,X
SOTJILZ,X,X,X,O,O,X,X,X,X,X,X
SOTJIZL,O,O,O,O,O,O,X,X,O,X,X
SOTJLIZ,X,X,X,O,O,X,X,X,X,X,X
SOTJLZI,X,X,X,O,O,X,X,X,X,X,X
SOTJZIL,O,O,O,O,O,O,X,X,O,X,X
SOTJZLI,O,O,O,O,O,O,X,X,O,X,X
SOTZILJ,O,O,O,O,O,O,X,X,X,X,O
SOTZIJL,O,O,O,O,O,O,X,X,X,X,O
SOTZLIJ,O,O,O,O,O,O,X,X,X,X,O
SOTZLJI,O,O,O,O,O,O,X,X,O,X,O
SOTZJIL,O,O,O,O,O,O,X,X,O,X,O
SOTZJLI,O,O,O,O,O,O,X,X,O,X,O
SOITLJZ,X,X,X,O,O,X,X,X,X,X,X
SOITLZJ,X,X,X,O,O,X,X,X,X,X,X
SOITJLZ,X,X,X,O,O,X,X,X,X,X,X
SOITJZL,O,O,O,O,O,O,X,X,X,X,X
SOITZLJ,O,O,O,O,O,O,X,X,X,X,X
SOITZJL,O,O,O,O,O,O,X,X,X,X,X
SOILTJZ,X,X,X,O,O,X,X,X,X,X,X
SOILTZJ,X,X,X,O,O,X,X,X,X,X,X
SOILJTZ,X,X,X,O,O,X,X,X,X,X,X
SOILJZT,X,O,O,O,O,X,X,X,X,X,X
SOILZTJ,X,O,O,O,O,X,X,X,X,X,X
SOILZJT,X,O,O,O,O,X,X,X,X,X,X
SOIJTLZ,X,X,X,O,O,X,X,X,X,X,X
SOIJTZL,O,O,O,O,O,O,X,X,X,X,X
SOIJLTZ,X,X,X,O,O,X,X,X,X,X,X
SOIJLZT,X,O,O,O,O,X,X,X,X,X,X
SOIJZTL,O,O,O,O,O,O,X,O,X,X,X
SOIJZLT,O,O,O,O,O,O,X,X,X,X,X
SOIZTLJ,O,O,O,O,O,O,X,X,X,X,X
SOIZTJL,O,O,O,O,O,O,X,O,X,X,X
SOIZLTJ,O,O,O,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,O,O,O,X,X,X,X,X
SOIZJTL,O,O,O,O,O,O,X,O,X,X,X
SOIZJLT,O,O,O,O,O,O,X,X,X,X,X
SOLTIJZ,X,X,X,O,O,X,X,X,X,X,X
SOLTIZJ,X,X,X,O,O,X,X,X,X,X,X
SOLTJIZ,X,X,X,O,O,X,X,X,X,X,X
SOLTJZI,X,X,X,O,O,X,X,X,X,X,X
SOLTZIJ,X,X,X,O,O,X,X,X,X,X,X
SOLTZJI,X,X,X,O,O,X,X,X,X,X,X
SOLITJZ,X,X,X,O,O,X,X,X,X,X,X
SOLITZJ,X,X,X,O,O,X,X,X,X,X,X
SOLIJTZ,X,X,X,O,O,X,X,X,X,X,X
SOLIJZT,X,O,O,O,O,X,X,X,X,X,X
SOLIZTJ,X,O,O,O,O,X,X,X,X,X,X
SOLIZJT,X,O,O,O,O,X,X,X,X,X,X
SOLJTIZ,X,X,X,O,O,X,X,X,X,X,X
SOLJTZI,X,X,X,O,O,X,X,X,X,X,X
SOLJITZ,X,X,X,O,O,X,X,X,X,X,X
SOLJIZT,X,O,O,O,O,X,X,X,X,X,X
SOLJZTI,X,O,O,O,O,X,X,X,X,X,X
SOLJZIT,X,O,O,O,O,X,X,X,X,X,X
SOLZTIJ,X,O,O,O,O,X,X,X,X,X,X
SOLZTJI,X,O,O,O,O,X,X,X,X,X,X
SOLZITJ,X,O,O,O,O,X,X,X,X,X,X
SOLZIJT,X,O,O,O,O,X,X,X,X,X,X
SOLZJTI,X,O,O,O,O,X,X,X,X,X,X
SOLZJIT,X,O,O,O,O,X,X,X,X,X,X
SOJTILZ,X,X,X,O,O,X,X,X,X,X,X
SOJTIZL,O,O,O,O,O,O,X,X,O,X,X
SOJTLIZ,X,X,X,O,O,X,X,X,X,X,X
SOJTLZI,X,X,X,O,O,X,X,X,X,X,X
SOJTZIL,O,O,O,O,O,O,X,X,O,X,X
SOJTZLI,O,O,O,O,O,O,X,X,O,X,X
SOJITLZ,X,X,X,O,O,X,X,X,X,X,X
SOJITZL,O,O,O,O,O,O,X,X,X,X,X
SOJILTZ,X,X,X,O,O,X,X,X,X,X,X
SOJILZT,X,O,O,O,O,X,X,X,X,X,X
SOJIZTL,O,O,O,O,O,O,X,O,X,X,X
