sequence,v115@GhA8IeA8GeD8BeB8AeD8Je2EJvhFRgBanBziB3lB9r?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRiB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8Jex/IvhFXhBdnBziBypBGr?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Jem/IvhFChBdnBziB/rBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB2pBzlBtr?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Jei/IvhFRhBziB9pBOqBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRiB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB/pBzlBtr?BOqB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRnB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeNEJvhFUhBRiBXlBinBGr?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeyEJvhFfmBmhBziBtrBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFNlBRhBziBqpBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRnB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8JezAJvhF/pBUlBRnB9rBin?BmpB
ZSLJOIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLOTIJ,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZSLOTJI,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZSLOITJ,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZSLOIJT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLOJTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSLOJIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJTILO,O,O,X,X,X,O,O,X,O,X,X,O,X,X
ZSJTIOL,O,O,X,X,X,O,O,X,O,X,X,O,O,X
ZSJTLIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSJTLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJTOIL,O,O,X,X,X,O,O,O,X,X,X,O,O,X
ZSJTOLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJITLO,O,O,X,X,X,O,O,X,O,X,X,O,X,X
ZSJITOL,O,O,X,X,X,O,O,X,O,X,X,O,O,X
ZSJILTO,O,X,X,X,X,O,O,X,O,X,X,X,X,X
ZSJILOT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSJIOTL,O,X,X,X,X,O,O,X,O,X,X,O,O,O
ZSJIOLT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSJLTIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSJLTOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJLITO,O,X,X,X,X,O,O,X,O,X,X,O,X,X
ZSJLIOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJLOTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSJLOIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJOTIL,O,O,X,X,X,O,O,O,X,X,X,O,O,X
ZSJOTLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJOITL,O,X,X,X,X,O,O,X,O,X,X,O,O,O
ZSJOILT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSJOLTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSJOLIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSOTILJ,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZSOTIJL,O,O,X,O,X,O,O,O,O,X,O,O,O,O
ZSOTLIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSOTLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOTJIL,O,O,X,X,X,O,O,O,O,X,O,O,O,X
ZSOTJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOITLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZSOITJL,O,O,X,O,X,O,O,O,O,X,O,O,O,O
ZSOILTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZSOILJT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSOIJTL,O,O,X,O,X,O,O,X,O,X,X,O,O,O
ZSOIJLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZSOLTIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOLTJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOLITJ,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZSOLIJT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSOLJTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSOLJIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSOJTIL,O,O,X,X,X,O,O,O,O,X,X,O,O,X
ZSOJTLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOJITL,O,O,X,X,X,O,O,X,O,X,X,O,O,O
ZSOJILT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZSOJLTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSOJLIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZOTILJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
ZOTIJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOTIJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
ZOTISLJ,O,O,X,O,X,O,X,O,X,X,O,O,X,X
ZOTISJL,O,O,X,O,X,O,X,O,O,X,O,O,X,X
ZOTLIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
ZOTLISJ,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOTLJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOTLJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOTLSIJ,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOTLSJI,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOTJILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOTJISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOTJLIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOTJLSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOTJSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
ZOTJSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,O,X,O,X,O,X,X,O,O,X,X
ZOTSIJL,O,O,O,O,X,O,X,O,O,X,O,O,X,X
ZOTSLIJ,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZOTSLJI,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOTSJIL,O,O,O,X,X,O,X,O,O,X,O,O,X,X
ZOTSJLI,O,O,O,X,X,O,X,O,X,X,X,O,X,X
ZOITLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOITJLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOITJSL,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZOITSLJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X
ZOITSJL,O,O,X,O,X,O,X,X,O,X,O,O,X,X
ZOILTJS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOILTSJ,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZOILJTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOILJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOILSTJ,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZOILSJT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOIJTLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJTSL,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZOIJLTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOIJLST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOIJSTL,O,O,X,O,X,O,X,X,O,X,X,O,X,X
ZOIJSLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOISTLJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X
ZOISTJL,O,O,X,O,X,O,X,X,O,X,O,O,X,X
ZOISLTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZOISLJT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOISJTL,O,O,X,O,X,O,X,X,O,X,X,O,X,X
ZOISJLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLTISJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLTJIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOLTJSI,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOLTSIJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLTSJI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLITJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLITSJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLIJTS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOLIJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLISTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOLISJT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOLJTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOLJTSI,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOLJITS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOLJIST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLJSTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLJSIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOLSTIJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLSTJI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLSITJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOLSIJT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOLSJTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOLSJIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOJTILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOJTISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOJTLIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOJTLSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOJTSIL,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZOJTSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJITLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOJITSL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOJILTS,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOJILST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJISTL,O,O,X,X,X,O,X,X,O,X,X,O,X,X
ZOJISLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJLTIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOJLTSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOJLITS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
ZOJLIST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJLSTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOJLSIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOJSTIL,O,O,X,X,O,O,X,X,O,X,X,O,X,X
ZOJSTLI,O,O,X,X,O,O,X,X,X,X,X,O,X,X
ZOJSITL,O,O,X,X,X,O,X,X,O,X,X,O,X,X
ZOJSILT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJSLTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOJSLIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOSTILJ,O,O,X,O,X,O,X,O,X,X,O,O,X,X
ZOSTIJL,O,O,X,O,X,O,X,O,O,X,O,O,X,X
ZOSTLIJ,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZOSTLJI,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOSTJIL,O,O,X,X,X,O,X,O,O,X,O,O,X,X
ZOSTJLI,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOSITLJ,O,O,X,O,X,O,X,O,X,X,O,O,X,X
ZOSITJL,O,O,X,O,X,O,X,O,O,X,O,O,X,X
ZOSILTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZOSILJT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOSIJTL,O,O,X,O,X,O,X,X,O,X,X,O,X,X
ZOSIJLT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOSLTJI,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOSLITJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOSLIJT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOSLJTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOSLJIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOSJTIL,O,O,X,X,X,O,X,O,O,X,X,O,X,X
ZOSJTLI,O,O,X,X,X,O,X,O,X,X,X,O,X,X
ZOSJITL,O,O,X,X,X,O,X,X,O,X,X,O,X,X
ZOSJILT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSJLTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOSJLIT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
OTILJSZ,X,O,O,O,O,O,O,O,X,X,O,X,X,X
OTILJZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,O,O,X,O,O,X,X,O,X,X,X
OTILSZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTILZJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,O,O,O,X,X,O,X,X,X
OTIJLSZ,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OTIJLZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTIJSLZ,X,X,O,O,O,O,X,O,X,X,O,X,X,X
OTIJSZL,X,O,O,O,O,X,O,O,O,X,O,X,X,X
OTIJZLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIJZSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OTISLJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
OTISLZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
OTISJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OTISJZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTISZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTISZJL,O,O,O,O,X,X,O,O,O,X,O,X,X,X
OTIZLJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OTIZJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIZJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
OTIZSLJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
OTIZSJL,O,O,X,O,X,O,O,O,O,X,O,X,X,X
OTLIJSZ,X,O,O,O,O,O,O,O,X,O,O,O,X,X
OTLIJZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLISJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
OTLISZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTLIZJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTLIZSJ,O,O,X,X,X,O,O,O,X,X,O,O,X,X
OTLJISZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
OTLJIZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLJSIZ,O,O,O,X,O,O,O,O,X,O,O,O,X,X
OTLJSZI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
OTLJZIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLJZSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLSIJZ,O,O,O,O,O,X,O,O,X,X,O,O,X,X
OTLSIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTLSJIZ,O,O,O,O,O,O,O,O,X,X,O,O,X,X
OTLSJZI,O,O,O,X,O,O,O,O,X,X,X,O,X,X
OTLSZIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
OTLSZJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTLZIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTLZISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTLZJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTLZJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTLZSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTLZSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTJILSZ,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OTJILZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJISLZ,X,X,O,O,O,O,X,O,X,X,O,X,X,X
OTJISZL,X,O,O,O,O,X,O,O,O,X,O,X,X,X
OTJIZLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTJIZSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OTJLISZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
OTJLIZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJLSIZ,O,O,O,X,O,O,O,O,X,O,O,O,X,X
OTJLSZI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
OTJLZIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJLZSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJSILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
OTJSIZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTJSLIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTJSLZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
OTJSZIL,O,O,O,X,O,O,O,O,O,X,O,X,X,X
OTJSZLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
OTJZILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTJZISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OTJZLIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJZLSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJZSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
OTJZSLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTSILJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
OTSILZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
OTSIJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OTSIJZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTSIZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTSIZJL,O,O,O,O,X,X,O,O,O,X,O,X,X,X
OTSLIJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
OTSLIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTSLJIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
OTSLJZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTSLZIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
OTSLZJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTSJILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
OTSJIZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTSJLIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
OTSJLZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTSJZIL,O,O,O,X,O,O,O,O,O,X,O,X,X,X
OTSJZLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTSZILJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
OTSZIJL,O,O,O,O,X,O,O,O,O,X,O,X,X,X
OTSZLIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
OTSZLJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTSZJIL,O,O,O,X,X,O,O,O,O,X,O,X,X,X
OTSZJLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
OTZILJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OTZIJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZIJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
OTZISLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
OTZISJL,O,O,X,O,X,O,O,O,O,X,O,O,X,X
OTZLIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTZLISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTZLJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTZLJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTZLSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTZLSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTZJILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OTZJLIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTZJLSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTZJSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
OTZJSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZSILJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
OTZSIJL,O,O,O,O,X,O,O,O,O,X,O,O,X,X
OTZSLIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
OTZSLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTZSJIL,O,O,O,X,X,O,O,O,O,X,O,O,X,X
OTZSJLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
OITLJSZ,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OITLJZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OITLSJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,X
OITLSZJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
OITLZJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OITJLSZ,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OITJLZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OITJSLZ,X,X,O,O,O,O,X,O,X,X,O,X,X,X
OITJSZL,X,O,O,O,O,X,X,O,O,X,O,X,X,X
OITJZLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OITJZSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OITSLJZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OITSLZJ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
OITSJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OITSJZL,O,O,O,O,O,X,X,O,O,X,O,X,X,X
OITSZLJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
OITSZJL,O,O,O,O,X,X,X,O,O,X,O,X,X,X
OITZLJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OITZJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
OITZSLJ,O,O,X,O,X,O,X,O,X,X,O,X,X,X
OITZSJL,O,O,X,O,X,O,X,O,O,X,O,X,X,X
OILTJSZ,X,O,O,O,X,X,X,X,X,X,O,O,X,X
OILTJZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OILTSJZ,O,O,X,O,X,X,X,X,X,X,O,O,X,X
OILTSZJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X
OILTZJS,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OILTZSJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X
OILJTSZ,X,O,O,O,X,X,X,X,X,X,O,O,X,X
OILJTZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OILJSTZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OILJSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILJZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OILJZST,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OILSTJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OILSTZJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OILSJTZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OILSJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILSZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILSZJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZTJS,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OILZTSJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X
OILZJTS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
OILZJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OILZSTJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OILZSJT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJTLSZ,X,O,O,O,O,O,X,X,X,X,O,X,X,X
OIJTLZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,O,O,O,O,X,X,X,X,O,X,X,X
OIJTSZL,X,O,O,O,O,X,X,X,O,X,O,X,X,X
OIJTZLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJTZSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OIJLTSZ,X,O,O,O,X,O,X,X,X,X,O,O,X,X
OIJLTZS,X,O,O,X,X,O,X,X,X,X,X,O,X,X
OIJLSTZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OIJLSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJLZST,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJSTLZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X
OIJSTZL,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OIJSLTZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OIJSLZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJSZTL,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OIJSZLT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZTLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJZTSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OIJZLTS,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OIJZLST,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJZSTL,X,O,X,O,X,O,X,X,O,X,X,X,X,X
