sequence,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFzfBGhBiiBU?mBFqBXsB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFzfBfmBiiBW?sBFqB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8Jex/IvhFylBzhBOpB3?nBFqB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFFgBiiBfqBz?lBWsB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFXhBzkBUnBG?rBFqBisB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JexAJvhFiiBlkBcqBT?mBOpBXsB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFylBzhBWqB3?nB0rBFqB
ZOJLITS,O,X,O,X,X,O,O
ZOJLIST,X,X,O,O,O,X,O
ZOJLSTI,X,X,O,O,X,X,X
ZOJLSIT,X,X,O,O,O,X,O
ZOJSTIL,X,X,O,O,O,X,X
ZOJSTLI,X,X,O,O,X,X,X
ZOJSITL,X,X,X,O,O,X,X
ZOJSILT,X,X,O,O,O,X,O
ZOJSLTI,X,X,O,O,X,X,X
ZOJSLIT,X,X,O,O,O,X,O
ZOSTILJ,O,X,X,X,X,O,X
ZOSTIJL,O,X,X,O,O,O,X
ZOSTLIJ,O,X,X,X,X,O,X
ZOSTLJI,O,X,O,X,X,O,X
ZOSTJIL,O,X,O,O,X,O,X
ZOSTJLI,O,X,O,O,X,O,X
ZOSITLJ,O,X,X,X,X,O,X
ZOSITJL,O,X,X,O,O,O,X
ZOSILTJ,O,X,X,X,X,O,X
ZOSILJT,O,X,X,X,O,O,O
ZOSIJTL,O,X,X,O,O,O,X
ZOSIJLT,O,X,X,O,O,O,O
ZOSLTIJ,O,X,X,X,X,O,X
ZOSLTJI,O,X,O,X,X,O,X
ZOSLITJ,O,X,X,X,X,O,X
ZOSLIJT,O,X,X,X,O,O,O
ZOSLJTI,O,X,O,X,X,O,X
ZOSLJIT,O,X,O,X,X,O,O
ZOSJTIL,O,X,O,O,O,O,X
ZOSJTLI,O,X,O,O,X,O,X
ZOSJITL,O,X,X,O,O,O,X
ZOSJILT,O,X,O,O,O,O,O
ZOSJLTI,O,X,O,O,X,O,X
ZOSJLIT,O,X,O,O,O,O,O
OTILJSZ,O,O,X,X,X,X,X
OTILJZS,O,O,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X,X
OTILSZJ,O,X,X,X,X,X,X
OTILZJS,O,X,X,X,X,O,X
OTILZSJ,O,X,X,X,X,O,X
OTIJLSZ,O,O,X,O,X,X,X
OTIJLZS,O,O,X,X,X,X,X
OTIJSLZ,O,O,X,O,X,X,X
OTIJSZL,O,O,X,O,O,X,X
OTIJZLS,O,O,X,X,X,X,X
OTIJZSL,O,O,X,X,O,X,X
OTISLJZ,O,O,X,O,X,X,X
OTISLZJ,O,X,X,X,X,X,X
OTISJLZ,O,O,X,O,X,X,X
OTISJZL,O,O,X,O,X,X,X
OTISZLJ,O,X,X,X,X,X,X
OTISZJL,O,O,X,O,X,X,X
OTIZLJS,O,X,X,X,X,O,X
OTIZLSJ,O,X,X,X,X,O,X
OTIZJLS,O,O,X,X,X,O,X
OTIZJSL,O,O,X,X,O,X,X
OTIZSLJ,O,X,X,X,X,O,X
OTIZSJL,O,O,X,X,O,X,X
OTLIJSZ,O,O,X,X,X,X,X
OTLIJZS,O,O,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X,X
OTLISZJ,O,X,X,X,X,X,X
OTLIZJS,O,X,X,X,X,O,X
OTLIZSJ,O,X,X,X,X,O,X
OTLJISZ,O,O,X,X,X,X,X
OTLJIZS,O,O,O,X,X,X,X
OTLJSIZ,O,O,X,X,X,X,X
OTLJSZI,O,O,X,X,X,X,X
OTLJZIS,O,O,O,X,X,X,X
OTLJZSI,O,O,O,X,X,X,X
OTLSIJZ,O,O,X,X,X,X,X
OTLSIZJ,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,X,X
OTLSJZI,O,O,X,X,X,X,X
OTLSZIJ,O,X,X,X,X,X,X
OTLSZJI,O,X,X,X,X,X,X
OTLZIJS,O,X,O,X,X,O,X
OTLZISJ,O,X,X,X,X,O,X
OTLZJIS,O,X,O,X,X,O,X
OTLZJSI,O,X,O,X,X,O,X
OTLZSIJ,O,X,X,X,X,O,X
OTLZSJI,O,X,O,X,X,O,X
OTJILSZ,O,O,X,O,X,X,X
OTJILZS,O,O,O,X,X,X,X
OTJISLZ,O,O,X,O,X,X,X
OTJISZL,O,O,X,O,O,X,X
OTJIZLS,O,O,O,X,X,X,X
OTJIZSL,O,O,O,X,O,X,X
OTJLISZ,O,O,X,O,X,X,X
OTJLIZS,O,O,O,X,X,X,X
OTJLSIZ,O,O,X,O,X,X,X
OTJLSZI,O,O,X,O,X,X,X
OTJLZIS,O,O,O,X,X,X,X
OTJLZSI,O,O,O,X,X,X,X
OTJSILZ,O,O,X,O,X,X,X
OTJSIZL,O,O,X,O,O,X,X
OTJSLIZ,O,O,X,O,X,X,X
OTJSLZI,O,O,X,O,X,X,X
OTJSZIL,O,O,X,O,O,X,X
OTJSZLI,O,O,X,O,X,X,X
OTJZILS,O,O,O,X,X,X,X
OTJZISL,O,O,O,X,O,X,X
OTJZLIS,O,O,O,X,X,X,X
OTJZLSI,O,O,O,X,X,X,X
OTJZSIL,O,O,O,X,O,X,X
OTJZSLI,O,O,O,X,X,X,X
OTSILJZ,O,O,X,O,X,X,X
OTSILZJ,O,X,X,X,X,X,X
OTSIJLZ,O,O,X,O,X,X,X
OTSIJZL,O,O,X,O,X,X,X
OTSIZLJ,O,X,X,X,X,X,X
OTSIZJL,O,O,X,O,X,X,X
OTSLIJZ,O,O,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,X,X
OTSLJIZ,O,O,X,O,X,X,X
OTSLJZI,O,O,X,O,X,X,X
OTSLZIJ,O,X,X,X,X,X,X
OTSLZJI,O,X,X,X,X,X,X
OTSJILZ,O,O,X,O,X,X,X
OTSJIZL,O,O,X,O,X,X,X
OTSJLIZ,O,O,X,O,X,X,X
OTSJLZI,O,O,X,O,X,X,X
OTSJZIL,O,O,X,O,X,X,X
OTSJZLI,O,O,X,O,X,X,X
OTSZILJ,O,X,X,X,X,X,X
OTSZIJL,O,O,X,O,X,X,X
OTSZLIJ,O,X,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X,X
OTSZJIL,O,O,X,O,X,X,X
OTSZJLI,O,O,X,O,X,X,X
OTZILJS,O,X,O,X,X,O,X
OTZILSJ,O,X,X,X,X,O,X
OTZIJLS,O,O,O,X,X,O,X
OTZIJSL,O,O,O,X,O,X,X
OTZISLJ,O,X,X,X,X,O,X
OTZISJL,O,O,X,X,O,X,X
OTZLIJS,O,X,O,X,X,O,X
OTZLISJ,O,X,X,X,X,O,X
OTZLJIS,O,X,O,X,X,O,X
OTZLJSI,O,X,O,X,X,O,X
OTZLSIJ,O,X,X,X,X,O,X
OTZLSJI,O,X,O,X,X,O,X
OTZJILS,O,O,O,X,X,O,X
OTZJISL,O,O,O,X,O,X,X
OTZJLIS,O,O,O,X,X,O,X
OTZJLSI,O,O,O,X,X,O,X
OTZJSIL,O,O,O,X,O,X,X
OTZJSLI,O,O,O,X,X,X,X
OTZSILJ,O,X,X,X,X,O,X
OTZSIJL,O,O,X,X,O,X,X
OTZSLIJ,O,X,X,X,X,O,X
OTZSLJI,O,X,O,X,X,O,X
OTZSJIL,O,O,O,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X
OITLJSZ,O,O,X,X,X,X,X
OITLJZS,O,O,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X
OITLSZJ,O,X,X,X,X,X,X
OITLZJS,O,X,X,X,X,O,X
OITLZSJ,O,X,X,X,X,O,X
OITJLSZ,O,O,X,O,X,X,X
OITJLZS,O,O,X,X,X,X,X
OITJSLZ,O,O,X,O,X,X,X
OITJSZL,O,O,X,O,O,X,X
OITJZLS,O,O,X,X,X,X,X
OITJZSL,O,O,X,X,O,X,X
OITSLJZ,O,O,X,O,X,X,X
OITSLZJ,O,X,X,X,X,X,X
OITSJLZ,O,O,X,O,X,X,X
OITSJZL,O,O,X,O,X,X,X
OITSZLJ,O,X,X,X,X,X,X
OITSZJL,O,O,X,O,X,X,X
OITZLJS,O,X,X,X,X,O,X
OITZLSJ,O,X,X,X,X,O,X
OITZJLS,O,O,X,X,X,O,X
OITZJSL,O,O,X,X,O,X,X
OITZSLJ,O,X,X,X,X,O,X
OITZSJL,O,O,X,X,O,X,X
OILTJSZ,O,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,X,X
OILTSJZ,O,X,X,X,X,X,X
OILTSZJ,O,X,X,X,X,X,X
OILTZJS,O,X,X,X,X,O,X
OILTZSJ,O,X,X,X,X,O,X
OILJTSZ,X,O,X,O,X,X,X
OILJTZS,X,O,X,X,X,X,X
OILJSTZ,X,O,X,O,X,X,X
OILJSZT,X,X,X,O,O,X,X
OILJZTS,X,X,X,X,X,O,X
OILJZST,X,X,X,O,O,X,X
OILSTJZ,O,X,X,O,X,X,X
OILSTZJ,O,X,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X
OILSJZT,X,X,X,O,X,X,X
OILSZTJ,O,X,X,X,X,O,X
OILSZJT,O,X,X,X,X,X,X
OILZTJS,O,X,X,X,X,O,X
OILZTSJ,O,X,X,X,X,O,X
OILZJTS,O,X,X,X,X,O,X
OILZJST,X,X,X,X,O,X,X
OILZSTJ,X,X,X,X,X,O,X
OILZSJT,X,X,X,X,O,X,X
OIJTLSZ,X,O,X,O,X,X,X
OIJTLZS,X,O,X,X,X,X,X
OIJTSLZ,X,O,X,O,X,X,X
OIJTSZL,X,O,X,O,O,X,X
OIJTZLS,X,O,X,X,X,X,X
OIJTZSL,X,O,X,X,O,X,X
OIJLTSZ,X,O,X,O,X,X,X
OIJLTZS,X,O,X,X,X,X,X
OIJLSTZ,X,O,X,O,X,X,X
OIJLSZT,X,X,X,O,O,X,X
OIJLZTS,X,X,X,X,X,O,O
OIJLZST,X,X,X,O,O,X,O
OIJSTLZ,X,O,X,O,X,X,X
OIJSTZL,X,O,X,O,O,X,X
OIJSLTZ,X,O,X,O,X,X,X
OIJSLZT,X,X,X,O,O,X,X
OIJSZTL,X,X,X,O,O,X,X
OIJSZLT,X,X,X,O,O,X,X
OIJZTLS,X,X,X,X,X,O,O
OIJZTSL,X,X,X,X,O,X,X
OIJZLTS,X,X,X,X,X,O,O
OIJZLST,X,X,X,O,O,X,O
OIJZSTL,X,X,X,O,O,X,X
OIJZSLT,X,X,X,O,O,X,O
OISTLJZ,O,O,X,O,X,X,X
OISTLZJ,O,X,X,X,X,X,X
OISTJLZ,O,O,X,O,X,X,X
OISTJZL,O,O,X,O,X,X,X
OISTZLJ,O,X,X,X,X,X,X
OISTZJL,O,O,X,O,X,X,X
OISLTJZ,O,X,X,O,X,X,X
OISLTZJ,O,X,X,X,X,X,X
OISLJTZ,X,X,X,O,X,X,X
OISLJZT,X,X,X,O,X,X,X
OISLZTJ,O,X,X,X,X,O,X
OISLZJT,O,X,X,X,X,X,X
OISJTLZ,X,O,X,O,X,X,X
OISJTZL,X,O,X,O,O,X,X
OISJLTZ,X,O,X,O,X,X,X
OISJLZT,X,X,X,O,O,X,X
OISJZTL,X,X,X,O,O,X,X
OISJZLT,X,X,X,O,O,X,X
OISZTLJ,O,X,X,X,X,O,X
OISZTJL,O,X,X,O,O,X,X
OISZLTJ,O,X,X,X,X,O,X
OISZLJT,O,X,X,X,O,X,X
OISZJTL,O,X,X,O,O,X,X
OISZJLT,O,X,X,O,O,X,X
OIZTLJS,O,X,X,X,X,O,O
OIZTLSJ,O,X,X,X,X,O,X
OIZTJLS,O,X,X,X,X,O,O
OIZTJSL,O,X,X,X,O,X,X
OIZTSLJ,O,X,X,X,X,O,X
OIZTSJL,O,X,X,X,O,X,X
OIZLTJS,O,X,X,X,X,O,O
OIZLTSJ,O,X,X,X,X,O,X
OIZLJTS,O,X,X,X,X,O,O
OIZLJST,X,X,X,X,O,X,O
OIZLSTJ,X,X,X,X,X,O,X
OIZLSJT,X,X,X,X,O,X,O
OIZJTLS,O,X,X,X,X,O,O
OIZJTSL,O,X,X,X,O,X,X
OIZJLTS,O,X,X,X,X,O,O
OIZJLST,X,X,X,O,O,X,O
OIZJSTL,X,X,X,O,O,X,X
OIZJSLT,X,X,X,O,O,X,O
OIZSTLJ,O,X,X,X,X,O,X
OIZSTJL,O,X,X,O,O,X,X
OIZSLTJ,O,X,X,X,X,O,X
OIZSLJT,O,X,X,X,O,X,O
OIZSJTL,O,X,X,O,O,X,X
OIZSJLT,O,X,X,O,O,X,O
OLTIJSZ,O,X,X,X,X,X,X
OLTIJZS,O,X,X,X,X,X,X
OLTISJZ,O,X,X,X,X,X,X
OLTISZJ,O,X,X,X,X,X,X
OLTIZJS,O,X,X,X,X,O,X
OLTIZSJ,O,X,X,X,X,O,X
OLTJISZ,O,X,X,X,X,X,X
OLTJIZS,O,X,X,X,X,X,X
OLTJSIZ,O,X,X,X,X,X,X
OLTJSZI,O,X,X,X,X,X,X
OLTJZIS,O,X,X,X,X,X,X
OLTJZSI,O,X,X,X,X,X,X
OLTSIJZ,O,X,X,X,X,X,X
OLTSIZJ,O,X,X,X,X,X,X
OLTSJIZ,O,X,X,X,X,X,X
OLTSJZI,O,X,X,X,X,X,X
OLTSZIJ,O,X,X,X,X,X,X
OLTSZJI,O,X,X,X,X,X,X
OLTZIJS,O,X,X,X,X,O,X
OLTZISJ,O,X,X,X,X,O,X
OLTZJIS,O,X,X,X,X,O,X
OLTZJSI,O,X,X,X,X,O,X
OLTZSIJ,O,X,X,X,X,O,X
OLTZSJI,O,X,X,X,X,O,X
OLITJSZ,O,X,X,X,X,X,X
OLITJZS,O,X,X,X,X,X,X
OLITSJZ,O,X,X,X,X,X,X
OLITSZJ,O,X,X,X,X,X,X
OLITZJS,O,X,X,X,X,O,X
OLITZSJ,O,X,X,X,X,O,X
OLIJTSZ,X,O,X,O,X,X,X
OLIJTZS,X,O,X,X,X,X,X
OLIJSTZ,X,O,X,O,X,X,X
OLIJSZT,X,X,X,O,O,X,X
OLIJZTS,X,X,X,X,X,O,X
OLIJZST,X,X,X,O,O,X,X
OLISTJZ,O,X,X,O,X,X,X
OLISTZJ,O,X,X,X,X,X,X
OLISJTZ,X,X,X,O,X,X,X
OLISJZT,X,X,X,O,X,X,X
OLISZTJ,O,X,X,X,X,O,X
OLISZJT,O,X,X,X,X,X,X
OLIZTJS,O,X,X,X,X,O,X
OLIZTSJ,O,X,X,X,X,O,X
OLIZJTS,O,X,X,X,X,O,X
OLIZJST,X,X,X,X,O,X,X
OLIZSTJ,X,X,X,X,X,O,X
OLIZSJT,X,X,X,X,O,X,X
OLJTISZ,X,O,X,O,X,X,X
OLJTIZS,X,O,X,X,X,X,X
OLJTSIZ,X,O,X,O,X,X,X
OLJTSZI,X,O,X,O,X,X,X
OLJTZIS,X,O,X,X,X,X,X
OLJTZSI,X,O,X,X,X,X,X
OLJITSZ,X,O,X,O,X,X,X
OLJITZS,X,O,X,X,X,X,X
OLJISTZ,X,O,X,O,X,X,X
OLJISZT,X,X,X,O,O,X,X
OLJIZTS,X,X,X,X,X,O,X
OLJIZST,X,X,X,O,O,X,X
OLJSTIZ,X,O,X,O,X,X,X
OLJSTZI,X,O,X,O,X,X,X
OLJSITZ,X,O,X,O,X,X,X
OLJSIZT,X,X,X,O,O,X,X
OLJSZTI,X,X,X,O,X,X,X
OLJSZIT,X,X,X,O,O,X,X
OLJZTIS,X,X,X,X,X,O,X
OLJZTSI,X,X,X,X,X,O,X
OLJZITS,X,X,X,X,X,O,X
OLJZIST,X,X,X,O,O,X,X
OLJZSTI,X,X,X,O,X,X,X
OLJZSIT,X,X,X,O,O,X,X
OLSTIJZ,O,X,X,O,X,X,X
OLSTIZJ,O,X,X,X,X,O,X
OLSTJIZ,O,X,X,O,X,X,X
OLSTJZI,O,X,X,O,X,X,X
OLSTZIJ,O,X,X,X,X,O,X
OLSTZJI,O,X,X,X,X,O,X
OLSITJZ,O,X,X,O,X,X,X
OLSITZJ,O,X,X,X,X,O,X
OLSIJTZ,X,X,X,O,X,X,X
OLSIJZT,X,X,X,O,X,O,X
OLSIZTJ,O,X,X,X,X,O,X
OLSIZJT,O,X,X,X,X,O,X
OLSJTIZ,X,X,X,O,X,X,X
OLSJTZI,X,X,X,O,X,X,X
OLSJITZ,X,X,X,O,X,X,X
OLSJIZT,X,X,X,O,X,O,X
OLSJZTI,X,X,X,O,X,O,X
OLSJZIT,X,X,X,O,X,O,X
OLSZTIJ,O,X,X,X,X,O,X
OLSZTJI,O,X,X,X,X,O,X
OLSZITJ,O,X,X,X,X,O,X
OLSZIJT,O,X,X,X,X,O,X
OLSZJTI,O,X,X,X,X,O,X
OLSZJIT,O,X,X,X,X,O,X
OLZTIJS,O,X,X,X,X,O,X
OLZTISJ,O,X,X,X,X,O,X
OLZTJIS,O,X,X,X,X,O,X
OLZTJSI,O,X,X,X,X,O,X
OLZTSIJ,O,X,X,X,X,O,X
OLZTSJI,O,X,X,X,X,O,X
OLZITJS,O,X,X,X,X,O,X
OLZITSJ,O,X,X,X,X,O,X
OLZIJTS,O,X,X,X,X,O,X
OLZIJST,X,X,X,X,O,X,X
OLZISTJ,X,X,X,X,X,O,X
OLZISJT,X,X,X,X,O,X,X
OLZJTIS,O,X,X,X,X,O,X
OLZJTSI,O,X,X,X,X,O,X
OLZJITS,O,X,X,X,X,O,X
OLZJIST,X,X,X,X,O,X,X
OLZJSTI,X,X,X,X,X,X,X
OLZJSIT,X,X,X,X,O,X,X
OLZSTIJ,X,X,X,X,X,O,X
OLZSTJI,X,X,X,X,X,O,X
OLZSITJ,X,X,X,X,X,O,X
OLZSIJT,X,X,X,X,O,O,X
OLZSJTI,X,X,X,X,X,O,X
OLZSJIT,X,X,X,X,X,O,X
OJTILSZ,X,O,X,O,X,X,X
OJTILZS,X,O,O,X,X,X,X
OJTISLZ,X,O,X,O,X,X,X
OJTISZL,X,O,X,O,O,X,X
OJTIZLS,X,O,O,X,X,X,X
OJTIZSL,X,O,O,X,O,X,X
OJTLISZ,X,O,X,O,X,X,X
OJTLIZS,X,O,O,X,X,X,X
OJTLSIZ,X,O,X,O,X,X,X
OJTLSZI,X,O,X,O,X,X,X
OJTLZIS,X,O,O,X,X,X,X
OJTLZSI,X,O,O,X,X,X,X
OJTSILZ,X,O,X,O,X,X,X
OJTSIZL,X,O,X,O,O,X,X
OJTSLIZ,X,O,X,O,X,X,X
OJTSLZI,X,O,X,O,X,X,X
OJTSZIL,X,O,X,O,O,X,X
OJTSZLI,X,O,X,O,X,X,X
OJTZILS,X,O,O,X,X,X,X
OJTZISL,X,O,O,X,O,X,X
OJTZLIS,X,O,O,X,X,X,X
OJTZLSI,X,O,O,X,X,X,X
OJTZSIL,X,O,O,X,O,X,X
OJTZSLI,X,O,O,X,X,X,X
OJITLSZ,X,O,X,O,X,X,X
OJITLZS,X,O,O,X,X,X,X
OJITSLZ,X,O,X,O,X,X,X
OJITSZL,X,O,X,O,O,X,X
OJITZLS,X,O,O,X,X,X,X
OJITZSL,X,O,O,X,O,X,X
OJILTSZ,X,O,X,O,X,X,X
OJILTZS,X,O,X,X,X,X,X
OJILSTZ,X,O,X,O,X,X,X
OJILSZT,X,X,X,O,O,X,X
OJILZTS,X,X,X,X,X,O,O
OJILZST,X,X,X,O,O,X,O
OJISTLZ,X,O,X,O,X,X,X
OJISTZL,X,O,X,O,O,X,X
OJISLTZ,X,O,X,O,X,X,X
OJISLZT,X,X,X,O,O,X,X
OJISZTL,X,X,X,O,O,X,X
OJISZLT,X,X,X,O,O,X,X
OJIZTLS,X,X,O,X,X,O,O
OJIZTSL,X,X,X,X,O,X,X
OJIZLTS,X,X,O,X,X,O,O
OJIZLST,X,X,O,O,O,X,O
OJIZSTL,X,X,X,O,O,X,X
OJIZSLT,X,X,O,O,O,X,O
OJLTISZ,X,O,X,O,X,X,X
OJLTIZS,X,O,X,X,X,X,X
OJLTSIZ,X,O,X,O,X,X,X
OJLTSZI,X,O,X,O,X,X,X
OJLTZIS,X,O,X,X,X,X,X
OJLTZSI,X,O,X,X,X,X,X
OJLITSZ,X,O,X,O,X,X,X
OJLITZS,X,O,X,X,X,X,X
OJLISTZ,X,O,X,O,X,X,X
OJLISZT,X,X,X,O,O,X,X
OJLIZTS,X,X,X,X,X,O,O
OJLIZST,X,X,X,O,O,X,O
OJLSTIZ,X,O,X,O,X,X,X
OJLSTZI,X,O,X,O,X,X,X
OJLSITZ,X,O,X,O,X,X,X
OJLSIZT,X,X,X,O,O,X,X
OJLSZTI,X,X,X,O,X,X,X
OJLSZIT,X,X,X,O,O,X,X
OJLZTIS,X,X,X,X,X,O,O
OJLZTSI,X,X,X,X,X,O,X
OJLZITS,X,X,X,X,X,O,O
OJLZIST,X,X,X,O,O,X,O
OJLZSTI,X,X,X,O,X,X,X
OJLZSIT,X,X,X,O,O,X,O
OJSTILZ,X,O,X,O,X,X,X
OJSTIZL,X,O,X,O,O,X,X
OJSTLIZ,X,O,X,O,X,X,X
OJSTLZI,X,O,X,O,X,X,X
OJSTZIL,X,O,X,O,O,X,X
OJSTZLI,X,O,X,O,X,X,X
OJSITLZ,X,O,X,O,X,X,X
OJSITZL,X,O,X,O,O,X,X
OJSILTZ,X,O,X,O,X,X,X
OJSILZT,X,X,X,O,O,X,X
OJSIZTL,X,X,X,O,O,X,X
OJSIZLT,X,X,X,O,O,X,X
OJSLTIZ,X,O,X,O,X,X,X
OJSLTZI,X,O,X,O,X,X,X
OJSLITZ,X,O,X,O,X,X,X
OJSLIZT,X,X,X,O,O,X,X
OJSLZTI,X,X,X,O,X,X,X
OJSLZIT,X,X,X,O,O,X,X
OJSZTIL,X,X,X,O,O,X,X
OJSZTLI,X,X,X,O,X,X,X
OJSZITL,X,X,X,O,O,X,X
OJSZILT,X,X,X,O,O,X,X
OJSZLTI,X,X,X,O,X,X,X
OJSZLIT,X,X,X,O,O,X,X
OJZTILS,X,X,O,X,X,O,O
OJZTISL,X,X,O,X,O,X,X
OJZTLIS,X,X,O,X,X,O,O
OJZTLSI,X,X,O,X,X,O,X
OJZTSIL,X,X,O,X,O,X,X
OJZTSLI,X,X,O,X,X,X,X
OJZITLS,X,X,O,X,X,O,O
OJZITSL,X,X,O,X,O,X,X
OJZILTS,X,X,O,X,X,O,O
OJZILST,X,X,O,O,O,X,O
OJZISTL,X,X,X,O,O,X,X
OJZISLT,X,X,O,O,O,X,O
OJZLTIS,X,X,O,X,X,O,O
OJZLTSI,X,X,O,X,X,O,X
OJZLITS,X,X,O,X,X,O,O
OJZLIST,X,X,O,O,O,X,O
OJZLSTI,X,X,O,O,X,X,X
OJZLSIT,X,X,O,O,O,X,O
OJZSTIL,X,X,O,O,O,X,X
OJZSTLI,X,X,O,O,X,X,X
OJZSITL,X,X,X,O,O,X,X
OJZSILT,X,X,O,O,O,X,O
OJZSLTI,X,X,O,O,X,X,X
OJZSLIT,X,X,O,O,O,X,O
OSTILJZ,O,O,X,O,X,X,X
OSTILZJ,O,X,X,X,X,O,X
OSTIJLZ,O,O,X,O,X,X,X
OSTIJZL,O,O,X,O,X,X,X
OSTIZLJ,O,X,X,X,X,O,X
OSTIZJL,O,O,X,O,X,O,X
OSTLIJZ,O,O,X,O,X,X,X
OSTLIZJ,O,X,X,X,X,O,X
OSTLJIZ,O,O,X,O,X,X,X
OSTLJZI,O,O,X,O,X,X,X
OSTLZIJ,O,X,X,X,X,O,X
OSTLZJI,O,X,X,X,X,O,X
OSTJILZ,O,O,X,O,X,X,X
OSTJIZL,O,O,X,O,X,X,X
OSTJLIZ,O,O,X,O,X,X,X
OSTJLZI,O,O,X,O,X,X,X
OSTJZIL,O,O,X,O,X,X,X
OSTJZLI,O,O,X,O,X,X,X
OSTZILJ,O,X,X,X,X,O,X
OSTZIJL,O,O,X,O,X,O,X
OSTZLIJ,O,X,X,X,X,O,X
OSTZLJI,O,X,X,X,X,O,X
OSTZJIL,O,O,X,O,X,O,X
OSTZJLI,O,O,X,O,X,O,X
OSITLJZ,O,O,X,O,X,X,X
OSITLZJ,O,X,X,X,X,O,X
OSITJLZ,O,O,X,O,X,X,X
OSITJZL,O,O,X,O,X,X,X
OSITZLJ,O,X,X,X,X,O,X
OSITZJL,O,O,X,O,X,O,X
OSILTJZ,O,X,X,O,X,X,X
OSILTZJ,O,X,X,X,X,O,X
OSILJTZ,X,X,X,O,X,X,X
OSILJZT,X,X,X,O,X,O,X
OSILZTJ,O,X,X,X,X,O,X
OSILZJT,O,X,X,X,X,O,X
OSIJTLZ,X,O,X,O,X,X,X
OSIJTZL,X,O,X,O,O,X,X
OSIJLTZ,X,O,X,O,X,X,X
OSIJLZT,X,X,X,O,O,O,X
OSIJZTL,X,X,X,O,O,O,X
OSIJZLT,X,X,X,O,O,O,X
OSIZTLJ,O,X,X,X,X,O,X
OSIZTJL,O,X,X,O,O,O,X
OSIZLTJ,O,X,X,X,X,O,X
OSIZLJT,O,X,X,X,O,O,X
OSIZJTL,O,X,X,O,O,O,X
OSIZJLT,O,X,X,O,O,O,X
OSLTIJZ,O,X,X,O,X,X,X
OSLTIZJ,O,X,X,X,X,O,X
OSLTJIZ,O,X,X,O,X,X,X
OSLTJZI,O,X,X,O,X,X,X
OSLTZIJ,O,X,X,X,X,O,X
OSLTZJI,O,X,X,X,X,O,X
OSLITJZ,O,X,X,O,X,X,X
OSLITZJ,O,X,X,X,X,O,X
OSLIJTZ,X,X,X,O,X,X,X
OSLIJZT,X,X,X,O,X,O,X
OSLIZTJ,O,X,X,X,X,O,X
OSLIZJT,O,X,X,X,X,O,X
OSLJTIZ,X,X,X,O,X,X,X
OSLJTZI,X,X,X,O,X,X,X
OSLJITZ,X,X,X,O,X,X,X
OSLJIZT,X,X,X,O,X,O,X
OSLJZTI,X,X,X,O,X,O,X
OSLJZIT,X,X,X,O,X,O,X
OSLZTIJ,O,X,X,X,X,O,X
OSLZTJI,O,X,X,X,X,O,X
OSLZITJ,O,X,X,X,X,O,X
OSLZIJT,O,X,X,X,X,O,X
OSLZJTI,O,X,X,X,X,O,X
OSLZJIT,O,X,X,X,X,O,X
OSJTILZ,X,O,X,O,X,X,X
OSJTIZL,X,O,X,O,O,X,X
OSJTLIZ,X,O,X,O,X,X,X
OSJTLZI,X,O,X,O,X,X,X
OSJTZIL,X,O,X,O,O,X,X
OSJTZLI,X,O,X,O,X,X,X
OSJITLZ,X,O,X,O,X,X,X
OSJITZL,X,O,X,O,O,X,X
OSJILTZ,X,O,X,O,X,X,X
OSJILZT,X,X,X,O,O,O,X
OSJIZTL,X,X,X,O,O,O,X
OSJIZLT,X,X,X,O,O,O,X
OSJLTIZ,X,O,X,O,X,X,X
OSJLTZI,X,O,X,O,X,X,X
OSJLITZ,X,O,X,O,X,X,X
OSJLIZT,X,X,X,O,O,O,X
OSJLZTI,X,X,X,O,X,O,X
OSJLZIT,X,X,X,O,O,O,X
OSJZTIL,X,X,X,O,O,O,X
OSJZTLI,X,X,X,O,X,O,X
OSJZITL,X,X,X,O,O,O,X
OSJZILT,X,X,X,O,O,O,X
OSJZLTI,X,X,X,O,X,O,X
OSJZLIT,X,X,X,O,O,O,X
OSZTILJ,O,X,X,X,X,O,X
OSZTIJL,O,X,X,O,O,O,X
OSZTLIJ,O,X,X,X,X,O,X
OSZTLJI,O,X,X,X,X,O,X
OSZTJIL,O,X,X,O,X,O,X
OSZTJLI,O,X,X,O,X,O,X
OSZITLJ,O,X,X,X,X,O,X
OSZITJL,O,X,X,O,O,O,X
