sequence,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFulBRiBSoBN?rBUnBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeRAJvhFfnB0iB6oBG?lBNrBzsB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFtlB0hBxiBW?tBirBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFtlBmhBCjBc?rBxsBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeWFJvhFxgBXjBdrBz?mBStB0sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFRhBGjBfrB0?mB6sBNtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeRAJvhFzhBfoB6oBG?lBNrB0sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeWFJvhFxgBXjBdrBz?mBctB6sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JefHJvhF0iB6oBRlBG?lBNrBzsB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeRAJvhF3hB9oBGlB0?nBirBzsB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFChB8mBWoBd?rBxsBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFRhB9nB6oBf?rB0mBetB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JezBJvhFfoB6oBRlBG?lBNrB0sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JezBJvhFRlB3nBctBG?lBNrBCtB
ZSLJTOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSLJITO,O,X,X,X,X,O,O,X,O,X,X,O,X,X
ZSLJIOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLJOTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSLJOIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSLOTIJ,O,O,X,X,X,O,O,O,X,X,X,O,O,X
ZSLOTJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSLOITJ,O,X,X,X,X,O,O,X,O,X,X,O,O,O
ZSLOIJT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSLOJTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSLOJIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJTILO,O,O,X,O,X,O,O,X,X,X,X,O,X,X
ZSJTIOL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSJTLIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSJTLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJTOIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSJTOLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJITLO,O,X,X,O,X,O,O,X,X,X,X,O,X,X
ZSJITOL,O,X,X,O,X,O,O,O,X,X,X,O,X,X
ZSJILTO,O,X,X,O,X,O,O,X,O,X,X,O,X,X
ZSJILOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJIOTL,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZSJIOLT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJLTIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSJLTOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJLITO,O,X,X,X,X,O,O,X,O,X,X,O,X,X
ZSJLIOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJLOTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSJLOIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJOTIL,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZSJOTLI,O,X,X,X,X,O,O,O,X,X,X,O,X,X
ZSJOITL,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZSJOILT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSJOLTI,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZSJOLIT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZSOTILJ,O,O,X,O,X,O,O,O,O,X,O,O,O,O
ZSOTIJL,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZSOTLIJ,O,O,X,X,X,O,O,O,O,X,O,O,O,X
ZSOTLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOTJIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSOTJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOITLJ,O,O,X,O,X,O,O,O,O,X,O,O,O,O
ZSOITJL,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZSOILTJ,O,O,X,O,X,O,O,X,O,X,X,O,O,O
ZSOILJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZSOIJTL,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZSOIJLT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSOLTIJ,O,O,X,X,X,O,O,O,O,X,X,O,O,X
ZSOLTJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOLITJ,O,O,X,X,X,O,O,X,O,X,X,O,O,O
ZSOLIJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZSOLJTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSOLJIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSOJTIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOJTLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSOJITL,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZSOJILT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZSOJLTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSOJLIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZOTILJS,O,X,O,O,O,X,X,O,X,X,O,X,X,X
ZOTILSJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
ZOTIJLS,O,X,O,O,O,X,O,O,X,X,O,X,X,X
ZOTIJSL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOTISLJ,O,O,O,O,X,X,O,O,O,X,O,X,O,X
ZOTISJL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
ZOTLIJS,O,X,O,O,O,O,X,O,X,X,O,X,X,X
ZOTLISJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
ZOTLJIS,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOTLJSI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,O,O,O,O,O,X,O,X,X,X
ZOTLSJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJILS,O,O,O,O,O,X,O,O,X,X,O,X,X,X
ZOTJISL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
ZOTJLIS,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOTJLSI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJSIL,O,O,X,O,X,O,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
ZOTSILJ,O,O,O,O,X,O,O,O,O,X,O,X,O,X
ZOTSIJL,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZOTSLIJ,O,O,O,X,X,O,O,O,O,X,O,X,O,X
ZOTSLJI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOTSJIL,O,O,X,O,X,O,O,O,X,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
ZOITLJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZOITLSJ,O,X,X,O,X,X,O,O,O,X,O,X,X,X
ZOITJLS,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOITJSL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOITSLJ,O,X,X,O,X,X,O,O,O,X,O,X,O,X
ZOITSJL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOILTJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOILTSJ,O,X,X,O,X,X,X,X,O,X,O,X,X,X
ZOILJTS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOILJST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOILSTJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X
ZOILSJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOIJTLS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOIJTSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOIJLTS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOIJLST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJSTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJSLT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOISTLJ,O,O,X,O,X,X,O,O,O,X,O,X,O,O
ZOISTJL,O,O,X,O,X,X,O,O,X,X,O,X,X,O
ZOISLTJ,O,O,X,O,X,X,O,X,O,X,X,X,O,O
ZOISLJT,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOISJTL,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOISJLT,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLTIJS,O,X,O,O,O,O,X,O,X,X,O,X,X,X
ZOLTISJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
ZOLTJIS,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOLTJSI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOLTSIJ,O,O,O,X,O,O,O,O,O,X,O,X,X,X
ZOLTSJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOLITJS,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOLITSJ,O,X,X,O,X,X,X,X,O,X,O,X,X,X
ZOLIJTS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOLIJST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLISTJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X
ZOLISJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLJTIS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOLJTSI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOLJITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJSTI,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLJSIT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLSTIJ,O,O,X,X,O,O,O,O,O,X,X,X,O,X
ZOLSTJI,O,O,X,X,O,O,O,O,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,O,O,X,O,X,X,X,O,X
ZOLSIJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOLSJTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZOLSJIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZOJTILS,O,O,X,O,X,X,O,O,X,X,O,O,X,X
ZOJTISL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
ZOJTLIS,O,O,O,O,X,X,O,O,X,X,O,O,X,X
ZOJTLSI,O,O,O,X,X,X,O,O,X,X,X,O,X,X
ZOJTSIL,O,O,X,O,X,X,O,O,X,X,X,O,X,X
ZOJTSLI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
ZOJITLS,O,O,X,O,X,X,X,O,X,X,O,X,X,X
ZOJITSL,O,O,X,O,X,X,X,O,X,X,O,X,X,X
ZOJILTS,O,O,O,O,X,X,X,X,X,X,O,X,X,X
ZOJILST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJISTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJISLT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOJLTIS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOJLTSI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOJLITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSTI,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJLSIT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJSTIL,O,O,X,X,X,X,O,O,X,X,X,O,X,X
ZOJSTLI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
ZOJSITL,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSILT,O,X,X,X,X,X,X,X,O,X,X,O,O,X
ZOJSLTI,O,O,X,X,X,X,O,X,X,X,X,O,X,X
ZOJSLIT,O,X,X,X,X,X,X,X,O,X,X,O,O,X
ZOSTILJ,O,O,X,O,X,O,O,O,O,X,O,O,O,O
ZOSTIJL,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZOSTLIJ,O,O,X,X,X,O,O,O,O,X,O,O,O,X
ZOSTLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZOSTJIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZOSTJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZOSITLJ,O,O,X,O,X,O,O,O,O,X,O,O,O,O
ZOSITJL,O,O,X,O,X,O,O,O,X,X,O,O,X,O
ZOSILTJ,O,O,X,O,X,O,O,X,O,X,X,O,O,O
ZOSILJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSIJTL,O,X,X,X,X,O,X,X,X,X,O,O,X,O
ZOSIJLT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZOSLTIJ,O,O,X,X,X,O,O,O,O,X,X,O,O,X
ZOSLTJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZOSLITJ,O,O,X,X,X,O,O,X,O,X,X,O,O,O
ZOSLIJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOSLJTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZOSLJIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZOSJTIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZOSJTLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
ZOSJITL,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOSJILT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZOSJLTI,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZOSJLIT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
OTILJSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTILJZS,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OTILSJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTILSZJ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OTILZJS,X,X,O,O,O,O,X,O,X,X,O,X,X,X
OTILZSJ,X,O,O,O,O,X,O,O,O,X,O,X,X,X
OTIJLSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTIJLZS,X,O,O,O,O,O,O,O,X,X,O,X,X,X
OTIJSLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,X,X,O,O,O,X,X,O,X,X,X
OTIJZLS,O,O,X,O,O,X,O,O,X,X,O,X,X,X
OTIJZSL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTISLJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTISLZJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X
OTISJLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OTISZLJ,O,O,X,O,X,O,O,O,O,X,O,X,X,X
OTISZJL,O,O,X,O,X,O,O,O,X,X,O,X,X,X
OTIZLJS,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OTIZLSJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTIZJLS,O,X,O,O,O,X,O,O,X,X,O,X,X,X
OTIZJSL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
OTIZSLJ,O,O,O,O,X,X,O,O,O,X,O,X,X,X
OTIZSJL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTLIJSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTLIJZS,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OTLISJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTLISZJ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OTLIZJS,X,X,O,O,O,O,X,O,X,X,O,X,X,X
OTLIZSJ,X,O,O,O,O,X,O,O,O,X,O,X,X,X
OTLJISZ,X,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLJIZS,X,O,O,X,O,O,O,O,X,O,X,O,X,X
OTLJSIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLJSZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLJZIS,O,O,O,X,O,O,O,O,X,O,O,O,X,X
OTLJZSI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
OTLSIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OTLSJIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLSJZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTLSZIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X
OTLSZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTLZIJS,O,X,O,O,O,O,X,O,X,X,O,X,X,X
OTLZISJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTLZJIS,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTLZJSI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
OTLZSIJ,O,O,O,X,O,O,O,O,O,X,O,X,X,X
OTLZSJI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
OTJILSZ,X,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJILZS,X,O,O,O,O,O,O,O,X,O,O,O,X,X
OTJISLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTJISZL,O,O,X,X,X,O,O,O,X,X,O,O,X,X
OTJIZLS,O,O,X,O,O,X,O,O,X,X,O,O,X,X
OTJIZSL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTJLISZ,X,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJLIZS,X,O,O,X,O,O,O,O,X,O,X,O,X,X
OTJLSIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJLSZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTJLZIS,O,O,O,X,O,O,O,O,X,O,O,O,X,X
OTJLZSI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
OTJSILZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTJSIZL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTJSLIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTJSLZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTJSZIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTJSZLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTJZILS,O,O,O,O,O,X,O,O,X,X,O,O,X,X
OTJZISL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTJZLIS,O,O,O,O,O,O,O,O,X,X,O,O,X,X
OTJZLSI,O,O,O,X,O,O,O,O,X,X,X,O,X,X
OTJZSIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
OTJZSLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTSILJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSILZJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X
OTSIJLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OTSIZLJ,O,O,X,O,X,O,O,O,O,X,O,O,X,X
OTSIZJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
OTSLIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OTSLJIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTSLJZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTSLZIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X
OTSLZJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTSJILZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTSJIZL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTSJLIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTSJLZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OTSJZIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTSJZLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTSZILJ,O,O,O,O,X,O,O,O,O,X,O,O,X,X
OTSZIJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
OTSZLIJ,O,O,O,X,X,O,O,O,O,X,O,O,X,X
OTSZLJI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
OTSZJIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
OTSZJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
OTZILJS,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OTZILSJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTZIJLS,O,X,O,O,O,X,O,O,X,X,O,X,X,X
OTZIJSL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
OTZISLJ,O,O,O,O,X,X,O,O,O,X,O,X,X,X
OTZISJL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTZLIJS,O,X,O,O,O,O,X,O,X,X,O,X,X,X
OTZLISJ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTZLJIS,O,O,O,O,O,O,O,O,X,X,O,X,X,X
OTZLJSI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTZLSIJ,O,O,O,X,O,O,O,O,O,X,O,X,X,X
OTZLSJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTZJILS,O,O,O,O,O,X,O,O,X,X,O,X,X,X
OTZJISL,O,O,X,O,X,X,O,O,X,X,O,X,X,X
OTZJLIS,O,O,O,O,O,O,O,O,X,X,O,X,X,X
OTZJLSI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTZJSIL,O,O,X,O,X,O,O,O,X,X,X,X,X,X
OTZJSLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTZSILJ,O,O,O,O,X,O,O,O,O,X,O,X,X,X
OTZSIJL,O,O,X,O,X,O,O,O,X,X,O,X,X,X
OTZSLIJ,O,O,O,X,X,O,O,O,O,X,O,X,X,X
OTZSLJI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
OTZSJIL,O,O,X,O,X,O,O,O,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OITLJSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OITLJZS,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OITLSJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OITLSZJ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OITLZJS,X,X,O,O,O,O,X,O,X,X,O,X,X,X
OITLZSJ,X,O,O,O,O,X,X,O,O,X,O,X,X,X
OITJLSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OITJLZS,X,O,O,O,O,O,X,O,X,X,O,X,X,X
OITJSLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OITJZLS,O,O,X,O,O,X,X,O,X,X,O,X,X,X
OITJZSL,O,O,X,O,X,X,X,O,X,X,O,X,X,X
OITSLJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITSLZJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X
OITSJLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
OITSZLJ,O,O,X,O,X,O,X,O,O,X,O,X,X,X
OITSZJL,O,O,X,O,X,O,X,O,X,X,O,X,X,X
OITZLJS,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OITZLSJ,O,O,O,O,O,X,X,O,O,X,O,X,X,X
OITZJLS,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OITZJSL,O,X,X,O,X,X,X,O,X,X,O,X,X,X
OITZSLJ,O,O,O,O,X,X,X,O,O,X,O,X,X,X
OITZSJL,O,O,X,O,X,X,X,O,X,X,O,X,X,X
OILTJSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OILTJZS,X,O,O,O,O,O,X,X,X,X,O,X,X,X
OILTSJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OILTSZJ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OILTZJS,X,X,O,O,O,O,X,X,X,X,O,X,X,X
OILTZSJ,X,O,O,O,O,X,X,X,O,X,O,X,X,X
OILJTSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X
OILJTZS,X,O,O,O,X,O,X,X,X,X,O,O,X,X
OILJSTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OILJSZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OILJZTS,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OILJZST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILSTJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OILSTZJ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OILSJTZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILSJZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OILSZTJ,X,O,X,O,X,O,X,X,O,X,X,X,X,X
OILSZJT,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OILZTJS,X,X,X,O,X,O,X,X,X,X,O,X,X,X
OILZTSJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OILZJTS,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OILZJST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZSTJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OILZSJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTLSZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJTLZS,X,O,O,O,X,X,X,X,X,X,O,O,X,X
OIJTSLZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJTSZL,O,O,X,X,X,X,X,X,X,X,O,O,X,X
OIJTZLS,O,O,X,O,X,X,X,X,X,X,O,O,X,X
OIJTZSL,O,O,X,O,X,X,X,X,X,X,O,X,X,X
OIJLTSZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJLTZS,X,O,O,O,X,X,X,X,X,X,O,O,X,X
OIJLSTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJLSZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJLZTS,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OIJLZST,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJSTLZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJSTZL,O,O,X,X,X,X,X,X,X,X,O,O,X,X
OIJSLTZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJSLZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJSZTL,X,X,X,X,X,X,X,X,X,X,O,O,X,X
