sequence,v115@DhA8HeB8HeC8FeF8JeOEJvhFxgBCjB8qBToB3pBFqB,v115@DhA8HeB8HeC8FeF8Je3/IvhFFhBCjB0lBToB2pBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFfoB6oBTkB0lBmkBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFCjBOpBToBRqB/qB0pB,v115@DhA8HeB8HeC8FeF8Jex/IvhFXhBziB+oB0pBlqBipB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBFoBGoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeKEJvhFzfBGjB3lBUoBFmBxuB,v115@DhA8HeB8HeC8FeF8JexAJvhFfoB6oBzlBlpBOpBUqB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBGoBFoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeZEJvhFzfBSoB3lBFmBUoBWvB,v115@DhA8HeB8HeC8FeF8JeT/IvhFXhBypBFoB0lBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBFoBXmBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBGoBXmBFoBxuB
JISLOTZ,O,X,X,X,O,X,X,O,X,O,O,X,X
JISLOZT,O,X,O,X,X,X,O,X,O,O,X,X,O
JISZTLO,X,X,O,X,X,X,O,X,X,X,X,X,X
JISZTOL,X,X,O,X,X,X,X,X,X,X,X,X,X
JISZLTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JISZLOT,O,X,O,X,X,X,O,X,X,O,X,X,X
JISZOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,O,X,X,O,X,X,X
JISOTLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JISOTZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JISOLZT,O,X,O,O,X,X,X,X,X,O,X,X,X
JISOZTL,X,X,O,O,O,X,X,X,X,X,X,X,X
JISOZLT,O,X,O,O,X,X,X,X,X,O,X,X,X
JIZTLSO,X,X,X,X,O,X,O,X,X,X,X,X,X
JIZTLOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JIZTSLO,X,X,O,X,O,X,O,X,X,X,X,X,X
JIZTSOL,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZTOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JIZTOSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,O,X,X,X,X,X,O
JIZLSTO,O,X,X,X,X,X,O,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,O,X,X,O,X,X,O
JIZLOTS,X,X,X,X,X,X,O,X,X,X,X,X,O
JIZLOST,X,X,X,X,X,X,O,X,X,O,X,X,O
JIZSTLO,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JIZSLTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZSLOT,O,X,O,X,X,X,O,X,X,O,X,X,X
JIZSOTL,O,O,O,X,X,X,X,X,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,O,X,X,O,X,X,X
JIZOTLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JIZOTSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JIZOLTS,X,O,X,O,X,X,O,X,X,X,X,X,X
JIZOLST,O,O,X,O,X,X,O,X,X,O,X,X,X
JIZOSTL,O,O,O,O,X,X,X,X,X,X,X,X,X
JIZOSLT,O,O,O,O,X,X,O,X,X,O,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JIOTLZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JIOTSZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOTZLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JIOTZSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JIOLTZS,X,O,X,O,X,X,X,X,X,X,X,X,O
JIOLSTZ,O,X,X,O,X,X,X,X,X,O,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,O,X,X,O
JIOLZTS,X,O,X,O,X,X,X,X,X,X,X,X,O
JIOLZST,O,O,X,O,X,X,X,X,X,O,X,X,O
JIOSTLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JIOSTZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JIOSLZT,O,X,O,O,X,X,X,X,X,O,X,X,X
JIOSZTL,X,X,O,O,O,X,X,X,X,X,X,X,X
JIOSZLT,O,X,O,O,X,X,X,X,X,O,X,X,X
JIOZTLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JIOZTSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JIOZLTS,X,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLST,O,O,X,O,X,X,X,X,X,O,X,X,X
JIOZSTL,O,O,O,O,X,X,X,X,X,X,X,X,X
JIOZSLT,O,O,O,O,X,X,X,X,X,O,X,X,X
JLTISZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTIZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLTIOZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTSIZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLTSIOZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JLTSZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTSZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTSOIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JLTSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTZIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTZSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTZOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLTOIZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JLTOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTOZIS,X,X,X,O,O,X,X,X,X,X,X,X,X
JLTOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JLITZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X,X,X,X,O
JLITOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLITOZS,X,X,X,O,X,X,X,X,X,X,X,X,O
JLISTZO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLISZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLISZOT,O,X,X,X,X,X,X,X,O,O,X,X,O
JLISOTZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,O,O,X,X,O
JLIZTSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLIZTOS,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLIZSOT,O,X,X,X,X,X,X,X,O,O,X,X,O
JLIZOTS,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIZOST,X,X,X,X,X,X,X,X,O,O,X,X,O
JLIOTSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLIOTZS,X,X,X,O,X,X,X,X,X,X,X,X,O
JLIOSTZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLIOSZT,X,X,X,O,X,X,X,X,O,O,X,X,O
JLIOZTS,X,X,X,O,X,X,X,X,X,X,X,X,O
JLIOZST,X,X,X,O,X,X,X,X,O,O,X,X,O
JLSTIZO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLSTIOZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JLSTZIO,O,X,X,X,O,O,X,X,O,X,X,X,X
JLSTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLSTOIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JLSTOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSITZO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSIZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLSIZOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSIOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSZTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLSZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JLSZITO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSOTIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JLSOTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZTISO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLZTIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZTSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLZTSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLZTOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLZITOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLZISOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZIOTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,X,X,X,X,X,X,X,X,O,O,X,X,X
JLZSTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLZSTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZOTIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZOTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOIST,X,X,X,X,X,X,X,X,O,O,X,X,X
JLZOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JLOTISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOTIZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOTSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JLOTSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOTZIS,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOITZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOISZT,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOIZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOSTIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JLOSTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOSITZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JLOSIZT,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOSZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JLOZTIS,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOZTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOZSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JSTILZO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,O,X,X,X,X,O,O,X,X
JSTIZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JSTIZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,O,O,X,X,X,X,O,X,X,X
JSTIOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSTLIOZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JSTLZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
JSTLZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JSTLOIZ,X,X,X,X,O,X,X,O,X,O,X,X,X
JSTLOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
JSTZILO,O,X,O,X,O,X,X,X,X,X,X,X,X
JSTZIOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSTZLIO,O,X,O,X,O,X,X,X,X,X,X,X,X
JSTZLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZOIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSTZOLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JSTOILZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSTOIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSTOLZI,O,X,X,X,O,X,X,O,X,X,X,X,X
JSTOZIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSTOZLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JSITLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,O,X,X,X,X,O,O,X,X
JSITZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JSITZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,O,O,X,X,X,X,O,X,X,X
JSITOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSILTZO,O,X,O,X,X,X,X,X,O,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
JSILZTO,O,X,O,X,X,X,X,X,O,X,X,X,X
JSILZOT,O,X,O,X,X,X,X,X,O,O,X,X,O
JSILOTZ,O,X,X,X,O,X,X,O,X,O,O,X,X
JSILOZT,O,X,O,X,X,X,X,X,O,O,X,X,O
JSIZTLO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSIZTOL,O,X,O,X,X,X,X,X,X,X,X,X,X
JSIZLTO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSIZLOT,O,X,O,X,X,X,X,X,X,O,X,X,X
JSIZOTL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X,X,O,X,X,X
JSIOTLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSIOTZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSIOLZT,O,X,O,O,X,X,X,X,X,O,X,X,X
JSIOZTL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSIOZLT,O,X,O,O,X,X,X,X,X,O,X,X,X
JSLTIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSLTIOZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JSLTZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
JSLTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JSLTOIZ,X,X,X,X,O,X,X,O,X,O,X,X,X
JSLTOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
JSLITZO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JSLIZTO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSLIZOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JSLIOTZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JSLIOZT,O,X,O,X,X,X,X,X,O,O,X,X,X
JSLZTIO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSLZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JSLZITO,O,X,O,X,X,X,X,X,O,X,X,X,X
JSLZIOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSLOTIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JSLOTZI,O,X,X,X,O,X,X,O,X,X,X,X,X
JSLOITZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSZTILO,O,X,O,X,O,X,X,X,X,X,X,X,X
JSZTIOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSZTLIO,O,X,O,X,O,X,X,X,X,X,X,X,X
JSZTLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZTOLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZITLO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZITOL,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZILTO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZILOT,O,X,O,X,X,X,X,X,X,O,X,X,X
JSZIOTL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSZIOLT,O,X,O,X,X,X,X,X,X,O,X,X,X
JSZLTIO,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZLTOI,X,X,X,X,X,X,X,X,O,X,X,X,X
JSZLITO,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZLIOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSZOTIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZOLTI,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOTILZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOTIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOTLZI,O,X,X,X,O,X,X,O,X,X,X,X,X
JSOTZIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOTZLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOITLZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOITZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOILZT,O,X,X,O,X,X,X,X,X,O,X,X,X
JSOIZTL,O,X,X,O,O,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,O,X,X,X,X,X,O,X,X,X
JSOLTIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOLTZI,O,X,X,X,O,X,X,O,X,X,X,X,X
JSOLITZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOLIZT,O,X,X,O,X,X,X,X,O,O,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSOZTIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZTILSO,X,X,X,X,O,X,O,X,X,X,X,X,X
JZTILOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZTISLO,X,X,O,X,O,X,O,X,X,X,X,X,X
JZTISOL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTIOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTIOSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTLIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTLSIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTLSOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTLOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTLOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSILO,X,X,O,X,O,X,X,X,X,X,X,X,X
JZTSIOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZTSLIO,X,X,O,X,O,X,X,X,X,X,X,X,X
JZTSLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSOIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSOLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTOILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTOISL,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTOLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTOLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTOSIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTOSLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZITLSO,X,X,X,X,O,X,O,X,X,X,X,X,X
JZITLOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZITSLO,X,X,O,X,O,X,O,X,X,X,X,X,X
JZITSOL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZITOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZITOSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
JZILTOS,X,X,X,X,X,X,O,X,X,X,X,X,O
JZILSTO,O,X,X,X,X,X,O,X,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,O,X,X,O,X,X,O
JZILOTS,X,X,X,X,X,X,O,X,X,X,X,X,O
JZILOST,X,X,X,X,X,X,O,X,X,O,X,X,O
JZISTLO,O,X,O,X,X,X,O,X,X,X,X,X,X
JZISTOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JZISLTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JZISLOT,O,X,O,X,X,X,O,X,X,O,X,X,X
JZISOTL,O,O,O,X,X,X,X,X,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,O,X,X,O,X,X,X
JZIOTLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZIOTSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JZIOLTS,X,O,X,O,X,X,O,X,X,X,X,X,X
JZIOLST,O,O,X,O,X,X,O,X,X,O,X,X,X
JZIOSTL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZIOSLT,O,O,O,O,X,X,O,X,X,O,X,X,X
JZLTISO,X,X,X,X,O,X,X,X,O,X,X,X,X
JZLTIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLTSIO,X,X,X,X,O,X,X,X,O,X,X,X,X
JZLTSOI,X,X,X,X,O,X,X,X,O,X,X,X,X
JZLTOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLITSO,X,X,X,X,X,X,O,X,O,X,X,X,X
JZLITOS,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,O,X,O,X,X,X,X
JZLISOT,O,X,X,X,X,X,O,X,O,O,X,X,X
JZLIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,O,X,O,O,X,X,X
JZLSTIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZLSTOI,X,X,X,X,X,X,X,X,O,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZLSIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZLSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZLOTIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLOTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,X,X,X,X,X,O,O,X,X,X
JZLOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JZSTILO,O,X,O,X,O,X,X,X,X,X,X,X,X
JZSTIOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JZSTLIO,O,X,O,X,O,X,X,X,X,X,X,X,X
JZSTLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSTOLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSITLO,O,X,O,X,X,X,O,X,X,X,X,X,X
JZSITOL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSILTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JZSILOT,O,X,O,X,X,X,O,X,X,O,X,X,X
JZSIOTL,O,X,O,X,O,X,X,X,X,X,X,X,X
JZSIOLT,O,X,O,X,X,X,O,X,X,O,X,X,X
JZSLTIO,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSLTOI,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSLITO,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSLIOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JZSLOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JZSLOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZSOTIL,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSOTLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,X,X,X,X,X,X,O,X,X,X
