sequence,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXB/gBaiBThBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFTW?BxXB/hBaiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhF6W?BxXBTcBeiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBygBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBlgBzhB8qBiqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JexyIvhFGW?B/gBicBzhB8qBFqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXBzcBlgBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhFxS?B+bBicBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFCS?BOdBlbBRmBcmB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhF5b?BOcBXYBzhB8qBaqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFUX?BFYBRmBTlBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFcb?BXYB2hBCcBRmBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhFXY?BRmBamB0hBTlBGqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jea7IvhF5b?BOcBXYBzhB8qBFqB
ZSLOTIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOJIT,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSJITLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJILTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSJOITL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOILT,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSOTIJL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZSOTLIJ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZSOTLJI,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSOTJIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZSOTJLI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSOITLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOILTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOILJT,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZSOIJTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZSOIJLT,X,O,X,X,O,O,X,X,X,X,X,O,X,X
ZSOLTIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLTJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLITJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOLIJT,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZSOLJTI,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJTLI,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSOJITL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZSOJILT,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZSOJLTI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSOJLIT,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOTILJS,X,X,X,X,O,O,X,O,X,O,X,O,X,O
ZOTILSJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
ZOTIJLS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOTIJSL,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOTISLJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTISJL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTLIJS,X,X,X,O,O,O,X,O,X,O,X,O,X,O
ZOTLISJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
ZOTLJIS,X,X,X,O,O,O,X,O,X,O,X,X,X,X
ZOTLJSI,X,X,X,O,O,X,X,O,X,O,X,X,X,X
ZOTLSIJ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
ZOTLSJI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOTJILS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTJISL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTJLIS,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZOTJLSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOTJSIL,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOTJSLI,X,X,X,O,O,X,X,O,X,O,X,X,X,X
ZOTSILJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTSIJL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTSLIJ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTSLJI,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOTSJIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTSJLI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOITLJS,X,X,X,X,O,O,X,O,X,O,X,O,X,O
ZOITLSJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
ZOITJLS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOITJSL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOITSLJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOITSJL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOILTJS,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOILTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOILJTS,X,X,X,X,X,O,X,X,O,X,X,X,X,O
ZOILJST,X,X,X,X,O,O,X,O,O,X,X,O,X,O
ZOILSTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOILSJT,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOIJTLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZOIJLTS,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOIJLST,X,O,X,O,O,O,X,X,X,X,X,O,X,O
ZOIJSTL,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOIJSLT,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOISLTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOISLJT,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZOISJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOISJLT,O,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOLTIJS,X,X,X,X,O,O,X,X,X,O,X,O,X,O
ZOLTISJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
ZOLTJIS,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOLTJSI,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOLTSIJ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
ZOLTSJI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOLITJS,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOLITSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOLIJTS,X,X,X,X,X,O,X,X,O,X,X,X,X,O
ZOLIJST,X,X,X,O,O,O,X,O,O,X,X,O,X,O
ZOLISTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOLISJT,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOLJTIS,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOLJTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLJITS,X,X,X,O,X,O,X,X,O,X,X,X,X,O
ZOLJIST,X,X,X,O,X,O,X,O,O,X,X,X,X,O
ZOLJSTI,X,X,X,O,O,O,X,O,X,X,X,X,X,X
ZOLJSIT,X,X,X,O,O,O,X,O,X,X,X,X,X,X
ZOLSTIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSTJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSITJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOLSIJT,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOLSJTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSJIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJTILS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOJTISL,X,O,X,X,O,X,X,X,X,O,X,O,X,X
ZOJTLIS,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZOJTLSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOJTSIL,X,O,X,O,O,X,X,X,X,O,X,O,X,X
ZOJTSLI,X,O,X,O,O,X,X,X,X,O,X,X,X,X
ZOJITLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJITSL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZOJILTS,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOJILST,X,O,X,X,O,O,X,X,X,X,X,O,X,O
ZOJISTL,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZOJISLT,O,O,O,X,O,X,X,X,X,X,X,O,X,X
ZOJLTIS,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOJLITS,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZOJLIST,O,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOJLSTI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJSITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOJSILT,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZOJSLTI,O,O,O,O,O,O,X,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X
ZOSTILJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSTIJL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOSTLIJ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOSTLJI,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSTJIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOSTJLI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOSITLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSILTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSILJT,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZOSIJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOSIJLT,O,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOSLTIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLITJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSLIJT,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZOSLJTI,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSLJIT,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSJITL,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOSJILT,O,X,O,X,O,O,X,X,X,X,X,O,X,X
ZOSJLTI,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOSJLIT,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OTILJSZ,O,O,X,O,X,X,X,O,O,X,X,X,O,X
OTILJZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTILSJZ,O,O,X,O,X,X,X,O,X,X,X,X,O,X
OTILSZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTILZJS,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X
OTIJLSZ,O,O,O,O,X,X,X,O,X,X,X,X,O,X
OTIJLZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIJSLZ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
OTIJSZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIJZLS,X,O,O,O,X,X,X,X,X,X,X,O,X,X
OTIJZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
OTISLJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTISLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTISJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTISJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTISZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLJS,X,X,X,X,O,O,X,O,X,O,X,O,X,X
OTIZLSJ,X,X,X,X,O,O,X,X,X,O,X,O,O,X
OTIZJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,X
OTIZJSL,O,O,X,O,O,X,X,X,X,O,X,O,X,X
OTIZSLJ,X,X,O,X,X,X,X,X,X,O,X,O,O,X
OTIZSJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
OTLIJSZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X
OTLIJZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTLISJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJISZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X
OTLJIZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTLJSIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLJSZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLJZSI,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLSIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLSJZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLSZJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLZIJS,O,X,X,O,O,O,X,O,X,O,X,X,X,X
OTLZISJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
OTLZJIS,O,X,X,O,O,O,X,O,X,O,X,X,X,X
OTLZJSI,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTLZSIJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
OTLZSJI,O,X,X,X,O,O,X,X,X,O,X,X,X,X
OTJILSZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTJILZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTJISLZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTJISZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
OTJLIZS,O,X,O,O,X,X,O,O,X,X,X,X,X,X
OTJLSIZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
OTJLSZI,O,O,O,O,X,X,O,O,X,X,X,X,X,X
OTJLZIS,O,X,O,O,X,X,O,O,X,X,X,X,X,X
OTJLZSI,O,X,O,O,X,X,O,O,X,X,X,X,X,X
OTJSILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTJSIZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTJSLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTJSZIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
OTJSZLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
OTJZILS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTJZISL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTJZLIS,O,O,O,O,O,X,X,X,X,O,X,X,X,X
OTJZLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
OTJZSIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
OTJZSLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
OTSILJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSILZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTSIJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSIZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTSLIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSLJZI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSLZIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLZJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSJILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSJIZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTSJLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTSJZIL,O,O,X,O,X,X,X,X,X,O,X,X,X,X
OTSJZLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X
OTSZILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSZIJL,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTSZLIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSZLJI,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSZJIL,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTSZJLI,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTZILJS,X,X,X,X,O,O,X,O,X,O,X,O,X,O
OTZILSJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
OTZIJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,X
OTZIJSL,O,O,X,O,O,X,X,X,X,O,X,O,X,X
OTZISLJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTZISJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
OTZLIJS,X,X,X,O,O,O,X,O,X,O,X,O,X,O
OTZLISJ,X,X,X,X,O,O,X,X,X,O,X,O,X,O
OTZLJIS,X,X,X,O,O,O,X,O,X,O,X,X,X,X
OTZLJSI,X,X,X,O,O,X,X,O,X,O,X,X,X,X
OTZLSIJ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
OTZLSJI,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OTZJILS,X,O,X,X,O,X,X,X,X,O,X,O,X,X
OTZJISL,O,O,O,X,O,X,X,X,X,O,X,O,X,X
OTZJLIS,O,O,X,O,O,O,X,X,X,O,X,X,X,X
OTZJLSI,O,O,X,O,O,X,X,X,X,O,X,X,X,X
OTZJSIL,O,O,O,O,O,X,X,X,X,O,X,O,X,X
OTZJSLI,O,O,O,O,O,X,X,O,X,O,X,X,X,X
OTZSILJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTZSIJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
OTZSLIJ,X,X,O,X,O,X,X,X,X,O,X,O,X,X
OTZSLJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTZSJIL,O,X,O,X,O,X,X,X,X,O,X,O,X,X
OTZSJLI,O,X,O,X,O,O,X,X,X,O,X,X,X,X
OITLJSZ,O,O,X,O,X,X,X,O,O,X,X,X,O,X
OITLJZS,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OITLSJZ,O,O,X,O,X,X,X,O,X,X,X,X,O,X
OITLSZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLZJS,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OITLZSJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X
OITJLSZ,O,O,O,O,X,X,X,O,X,X,O,X,O,X
OITJLZS,O,X,O,O,X,X,X,O,X,X,O,X,X,X
OITJSLZ,O,X,O,O,X,X,X,O,X,X,O,X,O,X
OITJSZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OITJZLS,X,O,O,O,X,X,X,X,X,X,O,O,X,X
OITJZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
OITSLJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OITSLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OITSJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OITSJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OITSZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OITZLJS,X,X,X,X,O,O,X,O,X,O,X,O,X,X
OITZLSJ,X,X,X,X,O,O,X,X,X,O,X,O,O,X
OITZJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,X
OITZJSL,O,O,X,O,O,X,X,X,X,O,X,O,X,X
OITZSLJ,X,X,O,X,X,X,X,X,X,O,X,O,O,X
OITZSJL,O,X,X,X,O,X,X,X,X,O,X,O,X,X
OILTJSZ,O,O,X,O,X,X,O,O,O,X,O,X,O,X
OILTJZS,O,X,X,X,X,X,O,O,O,X,O,X,X,X
OILTSJZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
OILTSZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,X
OILTZJS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OILTZSJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X
OILJTSZ,O,O,X,O,X,X,O,O,O,X,O,X,X,X
OILJTZS,O,X,X,X,X,X,O,X,O,X,O,X,X,X
OILJSTZ,O,X,X,O,X,X,O,O,O,X,O,X,X,X
OILJSZT,O,O,X,O,O,X,X,O,O,X,O,X,X,X
OILJZTS,X,X,X,O,X,O,O,X,O,X,O,X,X,X
OILJZST,O,X,X,O,X,O,X,O,O,X,O,X,X,X
OILSTJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSJTZ,O,X,X,O,X,X,O,O,O,X,O,X,X,X
OILSJZT,O,O,X,O,X,X,X,O,O,X,O,X,X,X
OILSZTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OILSZJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OILZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILZJTS,X,X,X,X,X,O,O,X,O,X,O,X,X,X
OILZJST,O,X,X,O,X,O,X,O,O,X,O,X,X,X
OILZSTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZSJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
OIJTLSZ,O,O,O,O,X,X,X,O,X,X,O,X,O,X
OIJTLZS,O,X,O,O,X,X,X,O,X,X,O,X,X,X
OIJTSLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X
OIJTSZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJTZLS,X,O,O,X,X,X,X,X,X,X,O,O,X,X
OIJTZSL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJLTSZ,O,O,X,O,X,X,O,O,O,X,O,X,X,X
OIJLTZS,O,X,X,X,X,X,O,X,O,X,O,X,X,X
OIJLSTZ,O,X,O,O,X,X,O,O,O,X,O,X,X,X
OIJLSZT,O,O,O,O,O,X,X,O,O,X,O,X,X,X
OIJLZTS,X,X,O,O,X,O,O,X,O,X,O,X,X,X
OIJLZST,O,X,O,O,X,O,X,O,O,X,O,X,X,X
OIJSTLZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X
OIJSTZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJSLTZ,O,X,O,O,X,X,X,O,X,X,O,X,X,X
OIJSLZT,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OIJSZTL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJSZLT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJZTLS,X,X,O,X,O,X,X,X,X,X,O,X,X,X
