sequence,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXYBTZBUcB1?iBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBceBGdBi?dBThBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBTZBFdB0?dBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBSeBUdBm?dBThBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBGZBzdBi?hB8hBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFlXBGZBzdBX?mB8mBarB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFTZBFcB0dBX?dBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFzXBCZBXeBO?rBlrB8qB
SZTLIOJ,O,X,X,O,X,O,X,X
SZTLJIO,X,O,X,O,X,O,X,X
SZTLJOI,X,O,X,O,X,O,X,X
SZTLOIJ,O,X,X,O,X,O,X,X
SZTLOJI,O,X,X,O,X,O,X,X
SZTJILO,X,O,X,O,X,O,X,X
SZTJIOL,O,O,X,X,X,O,X,X
SZTJLIO,X,O,X,O,X,O,X,X
SZTJLOI,X,O,X,O,X,O,X,X
SZTJOIL,O,O,X,X,X,O,X,X
SZTJOLI,O,O,X,X,X,O,X,X
SZTOILJ,O,O,O,O,X,O,O,X
SZTOIJL,O,O,O,X,X,O,O,X
SZTOLIJ,O,O,O,O,X,O,O,X
SZTOLJI,O,O,X,O,X,O,O,X
SZTOJIL,O,O,O,X,X,O,O,X
SZTOJLI,O,O,X,X,X,O,O,X
SZITLJO,X,O,X,O,X,O,X,X
SZITLOJ,O,X,X,O,X,O,X,X
SZITJLO,X,O,X,O,X,O,X,X
SZITJOL,O,O,X,X,X,O,X,X
SZITOLJ,O,O,O,O,X,O,O,X
SZITOJL,O,O,O,X,X,O,O,X
SZILTJO,X,O,X,O,X,O,X,X
SZILTOJ,X,X,X,X,X,O,O,X
SZILJTO,X,O,X,O,X,O,X,X
SZILJOT,X,O,X,O,X,O,X,X
SZILOTJ,X,X,X,X,X,O,O,X
SZILOJT,X,X,X,O,X,O,X,X
SZIJTLO,X,O,X,X,X,O,X,X
SZIJTOL,X,O,X,X,X,O,X,X
SZIJLTO,X,O,X,O,X,O,X,X
SZIJLOT,X,O,X,O,X,O,X,X
SZIJOTL,X,X,X,X,X,O,X,X
SZIJOLT,X,O,X,X,X,O,X,X
SZIOTLJ,X,X,O,X,X,O,O,X
SZIOTJL,X,O,O,X,X,O,O,X
SZIOLTJ,X,X,X,X,X,O,O,X
SZIOLJT,X,X,X,O,X,O,X,X
SZIOJTL,X,X,X,X,X,O,X,X
SZIOJLT,X,O,X,X,X,O,X,X
SZLTIJO,X,O,X,O,X,O,X,X
SZLTIOJ,X,X,X,X,X,O,O,X
SZLTJIO,X,O,X,O,X,O,X,X
SZLTJOI,X,O,X,X,X,O,X,X
SZLTOIJ,X,X,X,X,X,O,O,X
SZLTOJI,X,X,X,X,X,O,O,X
SZLITJO,X,O,X,O,X,O,X,X
SZLITOJ,X,X,X,X,X,O,O,X
SZLIJTO,X,O,X,O,X,O,X,X
SZLIJOT,X,O,X,O,X,O,X,X
SZLIOTJ,X,X,X,X,X,O,O,X
SZLIOJT,X,X,X,O,X,O,X,X
SZLJTIO,X,O,X,O,X,O,X,O
SZLJTOI,X,X,X,X,X,O,X,O
SZLJITO,X,O,X,O,X,O,X,X
SZLJIOT,X,O,X,O,X,O,X,X
SZLJOTI,X,X,X,X,X,O,X,X
SZLJOIT,X,O,X,O,X,O,X,X
SZLOTIJ,X,X,X,X,X,O,O,X
SZLOTJI,X,X,X,X,X,O,O,X
SZLOITJ,X,X,X,X,X,O,O,X
SZLOIJT,X,X,X,O,X,O,X,X
SZLOJTI,X,X,X,X,X,O,X,X
SZLOJIT,X,X,X,O,X,O,X,X
SZJTILO,X,O,X,X,X,O,X,O
SZJTIOL,X,O,X,X,X,O,X,O
SZJTLIO,X,O,X,X,X,O,X,O
SZJTLOI,X,O,X,X,X,O,X,O
SZJTOIL,X,O,X,X,X,O,X,O
SZJTOLI,X,O,X,X,X,O,X,O
SZJITLO,X,O,X,X,X,O,X,X
SZJITOL,X,O,X,X,X,O,X,X
SZJILTO,X,O,X,O,X,O,X,X
SZJILOT,X,O,X,O,X,O,X,X
SZJIOTL,X,X,X,X,X,O,X,X
SZJIOLT,X,O,X,X,X,O,X,X
SZJLTIO,X,O,X,O,X,O,X,O
SZJLTOI,X,X,X,X,X,O,X,O
SZJLITO,X,O,X,O,X,O,X,X
SZJLIOT,X,O,X,O,X,O,X,X
SZJLOTI,X,X,X,X,X,O,X,X
SZJLOIT,X,O,X,O,X,O,X,X
SZJOTIL,X,X,X,X,X,O,X,X
SZJOTLI,X,X,X,X,X,O,X,X
SZJOITL,X,X,X,X,X,O,X,X
SZJOILT,X,O,X,X,X,O,X,X
SZJOLTI,X,X,X,X,X,O,X,X
SZJOLIT,X,O,X,X,X,O,X,X
SZOTILJ,X,X,O,X,X,O,O,X
SZOTIJL,X,O,O,X,X,O,O,X
SZOTLIJ,X,X,O,X,X,O,O,X
SZOTLJI,X,X,X,X,X,O,O,X
SZOTJIL,X,O,O,X,X,O,O,X
SZOTJLI,X,O,X,X,X,O,O,X
SZOITLJ,X,X,O,X,X,O,O,X
SZOITJL,X,O,O,X,X,O,O,X
SZOILTJ,X,X,X,X,X,O,O,X
SZOILJT,X,X,X,O,X,O,X,X
SZOIJTL,X,X,X,X,X,O,X,X
SZOIJLT,X,O,X,X,X,O,X,X
SZOLTIJ,X,X,X,X,X,O,O,X
SZOLTJI,X,X,X,X,X,O,O,X
SZOLITJ,X,X,X,X,X,O,O,X
SZOLIJT,X,X,X,O,X,O,X,X
SZOLJTI,X,X,X,X,X,O,X,X
SZOLJIT,X,X,X,O,X,O,X,X
SZOJTIL,X,X,X,X,X,O,X,X
SZOJTLI,X,X,X,X,X,O,X,X
SZOJITL,X,X,X,X,X,O,X,X
SZOJILT,X,O,X,X,X,O,X,X
SZOJLTI,X,X,X,X,X,O,X,X
SZOJLIT,X,O,X,X,X,O,X,X
SOTILJZ,O,X,X,X,O,X,X,X
SOTILZJ,O,X,O,O,O,X,X,X
SOTIJLZ,X,X,X,X,O,X,X,X
SOTIJZL,O,O,O,X,X,O,X,X
SOTIZLJ,O,X,O,O,X,O,O,X
SOTIZJL,O,O,O,X,X,O,O,X
SOTLIJZ,O,X,O,X,O,X,X,X
SOTLIZJ,O,X,O,O,O,X,X,X
SOTLJIZ,O,X,O,X,O,X,X,X
SOTLJZI,O,X,O,X,O,X,X,X
SOTLZIJ,O,X,O,O,O,X,X,X
SOTLZJI,O,X,O,O,O,X,X,X
SOTJILZ,X,X,X,X,O,X,X,X
SOTJIZL,O,O,O,X,X,O,X,X
SOTJLIZ,O,X,X,X,O,X,X,X
SOTJLZI,O,X,X,X,O,X,X,X
SOTJZIL,O,O,O,X,X,O,X,X
SOTJZLI,O,O,X,X,X,O,X,X
SOTZILJ,O,X,O,O,X,O,O,X
SOTZIJL,O,O,O,X,X,O,O,X
SOTZLIJ,O,X,O,O,X,O,O,X
SOTZLJI,O,X,X,O,X,O,O,X
SOTZJIL,O,O,O,X,X,O,O,X
SOTZJLI,O,O,X,X,X,O,O,X
SOITLJZ,O,X,X,X,O,X,X,X
SOITLZJ,O,X,O,O,O,X,X,X
SOITJLZ,X,X,X,X,O,X,X,X
SOITJZL,O,O,O,X,X,O,X,X
SOITZLJ,O,X,O,O,X,O,O,X
SOITZJL,O,O,O,X,X,O,O,X
SOILTJZ,O,X,O,X,X,X,X,X
SOILTZJ,O,X,O,X,X,X,O,X
SOILJTZ,X,X,O,X,X,X,X,X
SOILJZT,X,X,O,X,O,O,X,X
SOILZTJ,X,X,O,X,O,O,O,X
SOILZJT,X,X,X,O,O,O,X,X
SOIJTLZ,X,X,X,X,O,X,X,X
SOIJTZL,X,X,O,X,X,O,X,X
SOIJLTZ,X,X,X,X,X,X,X,X
SOIJLZT,X,X,X,X,O,O,X,X
SOIJZTL,X,X,X,X,X,O,X,X
SOIJZLT,X,O,X,X,X,O,X,X
SOIZTLJ,X,X,O,X,X,O,O,X
SOIZTJL,X,O,O,X,X,O,O,X
SOIZLTJ,X,X,X,X,X,O,O,X
SOIZLJT,X,X,X,O,X,O,X,X
SOIZJTL,X,X,X,X,X,O,X,X
SOIZJLT,X,O,X,X,X,O,X,X
SOLTIJZ,O,X,O,X,X,X,X,X
SOLTIZJ,O,X,O,X,X,X,O,X
SOLTJIZ,O,X,O,X,X,X,X,X
SOLTJZI,O,X,O,X,X,X,X,X
SOLTZIJ,O,X,O,X,X,X,O,X
SOLTZJI,O,X,O,X,X,X,O,X
SOLITJZ,O,X,O,X,X,X,X,X
SOLITZJ,O,X,O,X,X,X,O,X
SOLIJTZ,X,X,O,X,X,X,X,X
SOLIJZT,X,X,O,X,O,O,X,X
SOLIZTJ,X,X,O,X,O,O,O,X
SOLIZJT,X,X,X,O,O,O,X,X
SOLJTIZ,X,X,O,X,X,X,X,O
SOLJTZI,X,X,O,X,X,X,X,O
SOLJITZ,X,X,O,X,X,X,X,X
SOLJIZT,X,X,O,X,O,O,X,X
SOLJZTI,X,X,O,X,O,O,X,X
SOLJZIT,X,X,O,X,O,O,X,X
SOLZTIJ,X,X,O,X,O,O,O,X
SOLZTJI,X,X,O,X,O,O,O,X
SOLZITJ,X,X,O,X,O,O,O,X
SOLZIJT,X,X,X,O,O,O,X,X
SOLZJTI,X,X,X,X,O,O,X,X
SOLZJIT,X,X,X,O,O,O,X,X
SOJTILZ,X,X,X,X,O,X,X,O
SOJTIZL,X,X,O,X,X,O,X,O
SOJTLIZ,X,X,X,X,O,X,X,O
SOJTLZI,X,X,X,X,O,X,X,O
SOJTZIL,X,X,O,X,X,O,X,O
SOJTZLI,X,X,X,X,X,O,X,O
SOJITLZ,X,X,X,X,O,X,X,X
SOJITZL,X,X,O,X,X,O,X,X
SOJILTZ,X,X,X,X,X,X,X,X
SOJILZT,X,X,X,X,O,O,X,X
SOJIZTL,X,X,X,X,X,O,X,X
SOJIZLT,X,O,X,X,X,O,X,X
SOJLTIZ,X,X,X,X,X,X,X,O
SOJLTZI,X,X,X,X,X,X,X,O
SOJLITZ,X,X,X,X,X,X,X,X
SOJLIZT,X,X,X,X,O,O,X,X
SOJLZTI,X,X,X,X,O,O,X,X
SOJLZIT,X,X,X,X,O,O,X,X
SOJZTIL,X,X,X,X,X,O,X,X
SOJZTLI,X,X,X,X,X,O,X,X
SOJZITL,X,X,X,X,X,O,X,X
SOJZILT,X,O,X,X,X,O,X,X
SOJZLTI,X,X,X,X,X,O,X,X
SOJZLIT,X,O,X,X,X,O,X,X
SOZTILJ,X,X,O,X,X,O,O,X
SOZTIJL,X,O,O,X,X,O,O,X
SOZTLIJ,X,X,O,X,X,O,O,X
SOZTLJI,X,X,X,X,X,O,O,X
SOZTJIL,X,O,O,X,X,O,O,X
SOZTJLI,X,O,X,X,X,O,O,X
SOZITLJ,X,X,O,X,X,O,O,X
SOZITJL,X,O,O,X,X,O,O,X
SOZILTJ,X,X,X,X,X,O,O,X
SOZILJT,X,X,X,O,X,O,X,X
SOZIJTL,X,X,X,X,X,O,X,X
SOZIJLT,X,O,X,X,X,O,X,X
SOZLTIJ,X,X,X,X,X,O,O,X
SOZLTJI,X,X,X,X,X,O,O,X
SOZLITJ,X,X,X,X,X,O,O,X
SOZLIJT,X,X,X,O,X,O,X,X
SOZLJTI,X,X,X,X,X,O,X,X
SOZLJIT,X,X,X,O,X,O,X,X
SOZJTIL,X,X,X,X,X,O,X,X
SOZJTLI,X,X,X,X,X,O,X,X
SOZJITL,X,X,X,X,X,O,X,X
SOZJILT,X,O,X,X,X,O,X,X
SOZJLTI,X,X,X,X,X,O,X,X
SOZJLIT,X,O,X,X,X,O,X,X
ZTILJSO,O,O,X,O,X,X,X,X
ZTILJOS,O,X,X,X,X,X,O,X
ZTILSJO,O,O,X,O,X,X,X,X
ZTILSOJ,O,X,X,O,X,X,O,X
ZTILOJS,O,O,X,O,O,X,O,X
ZTILOSJ,O,O,X,O,O,X,O,X
ZTIJLSO,X,O,X,O,X,X,X,X
ZTIJLOS,X,X,X,X,X,X,X,X
ZTIJSLO,X,O,X,O,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X
ZTIJOLS,X,O,X,X,O,X,X,X
ZTIJOSL,O,O,X,X,X,X,O,X
ZTISLJO,X,O,X,O,X,X,X,X
ZTISLOJ,O,X,X,O,X,X,X,X
ZTISJLO,X,O,X,O,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X
ZTISOLJ,O,O,O,O,X,X,O,X
ZTISOJL,O,O,O,X,X,X,O,X
ZTIOLJS,O,O,X,O,O,X,O,X
ZTIOLSJ,O,O,X,O,O,X,O,X
ZTIOJLS,X,O,X,O,O,X,X,X
ZTIOJSL,O,O,X,O,X,X,O,X
ZTIOSLJ,O,O,O,O,X,X,O,X
ZTIOSJL,O,O,O,O,X,X,O,X
ZTLIJSO,O,O,X,O,X,X,X,X
ZTLIJOS,O,X,X,X,X,X,O,X
ZTLISJO,O,O,X,O,X,X,X,X
ZTLISOJ,O,X,O,O,X,X,O,X
ZTLIOJS,O,O,X,O,O,X,O,X
ZTLIOSJ,O,O,O,O,O,X,O,X
ZTLJISO,O,O,X,O,X,X,X,X
ZTLJIOS,O,X,X,X,X,X,O,X
ZTLJSIO,O,O,X,O,X,X,X,X
ZTLJSOI,O,O,X,O,X,X,X,X
ZTLJOIS,O,X,X,X,X,X,O,X
ZTLJOSI,O,X,X,X,X,X,O,X
ZTLSIJO,O,O,X,O,X,X,X,X
ZTLSIOJ,O,X,O,O,X,X,O,X
ZTLSJIO,O,O,X,O,X,X,X,X
ZTLSJOI,O,O,X,O,X,X,X,X
ZTLSOIJ,O,X,O,O,X,X,O,X
ZTLSOJI,O,X,O,O,X,X,O,X
ZTLOIJS,O,O,X,O,O,X,O,X
ZTLOISJ,O,O,O,O,O,X,O,X
ZTLOJIS,O,O,X,O,O,X,O,X
ZTLOJSI,O,O,X,O,O,X,O,X
ZTLOSIJ,O,O,O,O,O,X,O,X
ZTLOSJI,O,O,O,O,O,X,O,X
ZTJILSO,X,O,X,O,X,X,X,X
ZTJILOS,X,X,X,X,X,X,X,X
ZTJISLO,X,O,X,O,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X
ZTJIOLS,X,O,X,X,O,X,X,X
ZTJIOSL,O,O,X,X,X,X,O,X
ZTJLISO,X,O,X,O,X,X,X,X
ZTJLIOS,X,X,X,X,X,X,X,X
ZTJLSIO,X,O,X,O,X,X,X,X
ZTJLSOI,X,O,X,O,X,X,X,X
ZTJLOIS,X,X,X,X,X,X,X,X
ZTJLOSI,X,X,X,X,X,X,X,X
ZTJSILO,X,O,X,O,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,X,O,X,O,X,X,X,X
ZTJSLOI,X,O,X,O,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X,X
ZTJSOLI,O,O,X,X,X,X,X,X
ZTJOILS,X,O,X,X,O,X,X,X
ZTJOISL,O,O,X,X,X,X,O,X
ZTJOLIS,X,O,X,X,O,X,X,X
ZTJOLSI,X,O,X,X,O,X,X,X
ZTJOSIL,O,O,X,X,X,X,O,X
ZTJOSLI,O,O,X,X,X,X,O,X
ZTSILJO,X,O,X,O,X,X,X,X
ZTSILOJ,O,X,X,O,X,X,X,X
ZTSIJLO,X,O,X,O,X,X,X,X
ZTSIJOL,O,O,X,X,X,X,X,X
ZTSIOLJ,O,O,O,O,X,X,O,X
ZTSIOJL,O,O,O,X,X,X,O,X
ZTSLIJO,O,O,X,O,X,X,X,X
ZTSLIOJ,O,X,X,O,X,X,X,X
ZTSLJIO,O,O,X,O,X,X,X,X
ZTSLJOI,O,O,X,O,X,X,X,X
ZTSLOIJ,O,X,X,O,X,X,X,X
ZTSLOJI,O,X,X,O,X,X,X,X
ZTSJILO,X,O,X,O,X,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,X,O,X,O,X,X,X,X
ZTSJLOI,X,O,X,O,X,X,X,X
ZTSJOIL,O,O,X,X,X,X,X,X
ZTSJOLI,O,O,X,X,X,X,X,X
ZTSOILJ,O,O,O,O,X,X,O,X
ZTSOIJL,O,O,O,X,X,X,O,X
ZTSOLIJ,O,O,O,O,X,X,O,X
ZTSOLJI,O,O,X,O,X,X,O,X
ZTSOJIL,O,O,O,X,X,X,O,X
ZTSOJLI,O,O,X,X,X,X,O,X
ZTOILJS,O,O,X,O,O,X,O,X
ZTOILSJ,O,O,X,O,O,X,O,X
ZTOIJLS,X,O,X,O,O,X,X,X
ZTOIJSL,O,O,X,O,X,X,O,X
ZTOISLJ,O,O,O,O,X,X,O,X
ZTOISJL,O,O,O,O,X,X,O,X
ZTOLIJS,O,O,X,O,O,X,O,X
ZTOLISJ,O,O,O,O,O,X,O,X
ZTOLJIS,O,O,X,O,O,X,O,X
ZTOLJSI,O,O,X,O,O,X,O,X
ZTOLSIJ,O,O,O,O,O,X,O,X
ZTOLSJI,O,O,O,O,O,X,O,X
ZTOJILS,X,O,X,O,O,X,X,X
ZTOJISL,O,O,X,O,X,X,O,X
ZTOJLIS,X,O,X,O,O,X,X,X
ZTOJLSI,X,O,X,O,O,X,X,X
ZTOJSIL,O,O,X,O,X,X,O,X
ZTOJSLI,O,O,X,O,X,X,O,X
ZTOSILJ,O,O,O,O,X,X,O,X
ZTOSIJL,O,O,O,O,X,X,O,X
ZTOSLIJ,O,O,O,O,X,X,O,X
ZTOSLJI,O,O,X,O,X,X,O,X
ZTOSJIL,O,O,O,O,X,X,O,X
ZTOSJLI,O,O,X,O,X,X,O,X
ZITLJSO,O,O,X,O,X,X,X,X
ZITLJOS,O,X,X,X,X,X,O,X
ZITLSJO,O,O,X,O,X,X,X,X
ZITLSOJ,O,X,X,O,X,X,O,X
ZITLOJS,O,O,X,O,O,X,O,X
ZITLOSJ,O,O,X,O,O,X,O,X
ZITJLSO,X,O,X,O,X,X,X,X
ZITJLOS,X,X,X,X,X,X,X,X
ZITJSLO,X,O,X,O,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X
ZITJOLS,X,O,X,X,O,X,X,X
ZITJOSL,O,O,X,X,X,X,O,X
ZITSLJO,X,O,X,O,X,X,X,X
ZITSLOJ,O,X,X,O,X,X,X,X
ZITSJLO,X,O,X,O,X,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,O,O,X,X,O,X
ZITSOJL,O,O,O,X,X,X,O,X
ZITOLJS,O,O,X,O,O,X,O,X
ZITOLSJ,O,O,X,O,O,X,O,X
ZITOJLS,X,O,X,O,O,X,X,X
ZITOJSL,O,O,X,O,X,X,O,X
ZITOSLJ,O,O,O,O,X,X,O,X
ZITOSJL,O,O,O,O,X,X,O,X
ZILTJSO,O,O,X,O,X,X,X,X
ZILTJOS,O,X,X,X,X,X,O,X
ZILTSJO,O,O,X,O,X,X,X,X
ZILTSOJ,O,X,O,O,X,X,O,X
ZILTOJS,O,O,X,O,X,X,O,X
ZILTOSJ,O,O,O,O,X,X,O,X
ZILJTSO,O,X,O,X,X,X,X,X
ZILJTOS,O,X,O,X,X,X,O,X
ZILJSTO,X,O,O,O,X,X,X,X
ZILJSOT,X,O,O,O,X,X,X,X
ZILJOTS,X,X,O,X,X,X,O,X
ZILJOST,X,X,O,X,X,X,X,X
ZILSTJO,O,O,X,O,X,X,X,X
ZILSTOJ,O,X,O,X,X,X,O,X
ZILSJTO,X,O,X,O,X,X,X,X
ZILSJOT,X,O,X,O,X,X,X,X
ZILSOTJ,X,X,O,X,X,X,O,X
ZILSOJT,X,X,X,O,X,X,X,X
ZILOTJS,O,X,X,X,O,X,O,X
ZILOTSJ,O,X,O,X,O,X,O,X
ZILOJTS,X,X,O,X,O,X,O,X
ZILOJST,X,X,O,X,O,X,X,X
ZILOSTJ,X,X,O,X,O,X,O,X
ZILOSJT,X,X,X,O,O,X,X,X
ZIJTLSO,X,O,X,X,X,X,X,X
ZIJTLOS,X,X,X,X,X,X,X,X
ZIJTSLO,X,O,X,X,X,X,X,X
ZIJTSOL,O,O,X,X,X,X,X,X
ZIJTOLS,X,O,X,X,O,X,X,X
ZIJTOSL,O,O,X,X,X,X,O,X
ZIJLTSO,X,X,X,X,X,X,X,X
ZIJLTOS,X,X,X,X,X,X,O,X
ZIJLSTO,X,O,X,O,X,X,X,X
ZIJLSOT,X,O,X,O,X,X,X,X
ZIJLOTS,X,X,X,X,X,X,O,X
ZIJLOST,X,X,X,X,X,X,X,X
ZIJSTLO,X,O,X,X,X,O,X,X
ZIJSTOL,X,O,X,X,X,O,X,X
ZIJSLTO,X,O,X,O,X,O,X,X
ZIJSLOT,X,O,X,O,X,X,X,X
ZIJSOTL,X,X,X,X,X,O,X,X
ZIJSOLT,X,O,X,X,X,O,X,X
ZIJOTLS,X,X,X,X,O,X,X,X
ZIJOTSL,X,X,X,X,X,X,O,X
ZIJOLTS,X,X,X,X,O,X,O,X
ZIJOLST,X,X,X,X,O,X,X,X
ZIJOSTL,X,X,X,X,X,O,X,X
ZIJOSLT,X,O,X,X,X,O,X,X
ZISTLJO,X,O,X,O,X,O,X,X
ZISTLOJ,O,X,X,O,X,O,X,X
ZISTJLO,X,O,X,O,X,O,X,X
ZISTJOL,O,O,X,X,X,O,X,X
ZISTOLJ,O,O,O,O,X,O,O,X
ZISTOJL,O,O,O,X,X,O,O,X
ZISLTJO,X,O,X,O,X,O,X,X
ZISLTOJ,X,X,X,X,X,O,O,X
ZISLJTO,X,O,X,O,X,O,X,X
ZISLJOT,X,O,X,O,X,X,X,X
ZISLOTJ,X,X,X,X,X,O,O,X
ZISLOJT,X,X,X,O,X,O,X,X
ZISJTLO,X,O,X,X,X,O,X,X
ZISJTOL,X,O,X,X,X,O,X,X
ZISJLTO,X,O,X,O,X,O,X,X
ZISJLOT,X,O,X,O,X,X,X,X
ZISJOTL,X,X,X,X,X,O,X,X
ZISJOLT,X,O,X,X,X,O,X,X
ZISOTLJ,X,X,O,X,X,O,O,X
ZISOTJL,X,O,O,X,X,O,O,X
ZISOLTJ,X,X,X,X,X,O,O,X
ZISOLJT,X,X,X,O,X,O,X,X
ZISOJTL,X,X,X,X,X,O,X,X
ZISOJLT,X,O,X,X,X,O,X,X
ZIOTLJS,O,O,X,X,O,X,O,X
ZIOTLSJ,O,O,X,X,O,X,O,X
ZIOTJLS,X,O,X,X,O,X,X,X
ZIOTJSL,O,O,X,X,X,X,O,X
ZIOTSLJ,O,O,O,X,X,X,O,X
ZIOTSJL,O,O,O,X,X,X,O,X
ZIOLTJS,O,X,X,X,O,X,O,X
ZIOLTSJ,O,X,O,X,O,X,O,X
ZIOLJTS,X,X,O,X,O,X,O,X
ZIOLJST,X,X,O,X,O,X,X,X
ZIOLSTJ,X,X,O,X,O,X,O,X
ZIOLSJT,X,X,X,O,O,X,X,X
ZIOJTLS,X,X,X,X,O,X,X,X
ZIOJTSL,X,X,X,X,X,X,O,X
ZIOJLTS,X,X,X,X,O,X,O,X
ZIOJLST,X,X,X,X,O,X,X,X
ZIOJSTL,X,X,X,X,X,O,X,X
ZIOJSLT,X,O,X,X,X,O,X,X
ZIOSTLJ,X,X,O,X,X,O,O,X
ZIOSTJL,X,O,O,X,X,O,O,X
ZIOSLTJ,X,X,X,X,X,O,O,X
ZIOSLJT,X,X,X,O,X,O,X,X
ZIOSJTL,X,X,X,X,X,O,X,X
ZIOSJLT,X,O,X,X,X,O,X,X
ZLTIJSO,O,O,X,O,X,X,X,X
ZLTIJOS,O,X,X,X,X,X,O,X
ZLTISJO,O,O,X,O,X,X,X,X
ZLTISOJ,O,X,O,O,X,X,O,X
ZLTIOJS,O,O,X,O,X,X,O,X
ZLTIOSJ,O,O,O,O,X,X,O,X
ZLTJISO,O,O,X,O,X,X,X,X
ZLTJIOS,O,X,X,X,X,X,O,X
ZLTJSIO,O,O,X,O,X,X,X,X
ZLTJSOI,O,O,X,O,X,X,X,X
ZLTJOIS,O,X,X,X,X,X,O,X
ZLTJOSI,O,X,X,X,X,X,O,X
ZLTSIJO,O,O,X,O,X,X,X,X
ZLTSIOJ,O,X,O,O,X,X,O,X
ZLTSJIO,O,O,X,O,X,X,X,X
ZLTSJOI,O,O,X,O,X,X,X,X
ZLTSOIJ,O,X,O,O,X,X,O,X
ZLTSOJI,O,X,O,O,X,X,O,X
ZLTOIJS,O,O,X,O,X,X,O,X
ZLTOISJ,O,O,O,O,X,X,O,X
ZLTOJIS,O,O,X,O,X,X,O,X
ZLTOJSI,O,O,X,O,X,X,O,X
ZLTOSIJ,O,O,O,O,X,X,O,X
ZLTOSJI,O,O,O,O,X,X,O,X
ZLITJSO,O,O,X,O,X,X,X,X
ZLITJOS,O,X,X,X,X,X,O,X
ZLITSJO,O,O,X,O,X,X,X,X
ZLITSOJ,O,X,O,O,X,X,O,X
ZLITOJS,O,O,X,O,X,X,O,X
ZLITOSJ,O,O,O,O,X,X,O,X
ZLIJTSO,O,X,O,X,X,X,X,X
ZLIJTOS,O,X,O,X,X,X,O,X
ZLIJSTO,X,O,O,O,X,X,X,X
ZLIJSOT,X,O,O,O,X,X,X,X
ZLIJOTS,X,X,O,X,X,X,O,X
ZLIJOST,X,X,O,X,X,X,X,X
ZLISTJO,O,O,X,O,X,X,X,X
ZLISTOJ,O,X,O,X,X,X,O,X
ZLISJTO,X,O,X,O,X,X,X,X
ZLISJOT,X,O,X,O,X,X,X,X
ZLISOTJ,X,X,O,X,X,X,O,X
ZLISOJT,X,X,X,O,X,X,X,X
ZLIOTJS,O,X,X,X,O,X,O,X
ZLIOTSJ,O,X,O,X,O,X,O,X
ZLIOJTS,X,X,O,X,O,X,O,X
ZLIOJST,X,X,O,X,O,X,X,X
ZLIOSTJ,X,X,O,X,O,X,O,X
ZLIOSJT,X,X,X,O,O,X,X,X
ZLJTISO,O,X,O,X,X,X,X,X
ZLJTIOS,O,X,O,X,X,X,O,X
ZLJTSIO,O,X,O,X,X,X,X,X
ZLJTSOI,O,X,O,X,X,X,X,X
ZLJTOIS,O,X,O,X,X,X,O,X
ZLJTOSI,O,X,O,X,X,X,O,X
ZLJITSO,O,X,O,X,X,X,X,X
ZLJITOS,O,X,O,X,X,X,O,X
ZLJISTO,X,O,O,O,X,X,X,X
ZLJISOT,X,O,O,O,X,X,X,X
ZLJIOTS,X,X,O,X,X,X,O,X
ZLJIOST,X,X,O,X,X,X,X,X
ZLJSTIO,X,O,O,O,X,X,X,X
ZLJSTOI,X,X,O,X,X,X,X,X
ZLJSITO,X,O,O,O,X,X,X,X
ZLJSIOT,X,O,O,O,X,X,X,X
ZLJSOTI,X,X,O,X,X,X,X,X
ZLJSOIT,X,O,O,O,X,X,X,X
ZLJOTIS,X,X,O,X,X,X,O,X
ZLJOTSI,X,X,O,X,X,X,O,X
ZLJOITS,X,X,O,X,X,X,O,X
ZLJOIST,X,X,O,X,X,X,X,X
ZLJOSTI,X,X,O,X,X,X,X,X
ZLJOSIT,X,X,O,X,X,X,X,X
ZLSTIJO,O,O,X,O,X,X,X,X
ZLSTIOJ,O,X,O,X,X,X,O,X
ZLSTJIO,O,O,X,O,X,X,X,X
ZLSTJOI,O,O,X,X,X,X,X,X
ZLSTOIJ,O,X,O,X,X,X,O,X
ZLSTOJI,O,X,O,X,X,X,O,X
ZLSITJO,O,O,X,O,X,X,X,X
ZLSITOJ,O,X,O,X,X,X,O,X
ZLSIJTO,X,O,X,O,X,X,X,X
