sequence,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUByQB+GB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUB2QBqGB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?iWBMPBvSB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhFJRBtWB?3XBSeBMUB+LB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?aZBGYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?eZBSYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhEvWBJGB?0XB+ZBqNB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SBKLB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SByQB
ZTILSJO,O,X,X,O,O,X,X,X,X
ZTILSOJ,O,X,X,O,O,X,X,X,X
ZTILOJS,O,X,X,O,O,X,X,X,X
ZTILOSJ,O,X,X,O,O,X,X,X,X
ZTIJLSO,X,O,X,O,O,O,X,X,X
ZTIJLOS,X,O,X,O,X,X,X,X,X
ZTIJSLO,X,O,X,X,O,O,X,X,X
ZTIJSOL,X,O,X,X,X,O,X,X,X
ZTIJOLS,X,O,X,O,X,O,X,X,X
ZTIJOSL,X,O,X,O,X,O,X,X,X
ZTISLJO,O,X,X,X,O,X,X,X,X
ZTISLOJ,O,X,X,X,O,X,X,X,X
ZTISJLO,X,O,X,X,O,O,X,X,X
ZTISJOL,X,O,X,X,X,O,X,X,X
ZTISOLJ,O,X,X,X,O,X,X,X,X
ZTISOJL,X,O,X,X,O,O,X,X,X
ZTIOLJS,O,X,X,O,O,X,X,X,X
ZTIOLSJ,O,X,X,O,O,X,X,X,X
ZTIOJLS,X,O,X,O,O,O,X,X,X
ZTIOJSL,X,O,X,O,O,O,X,X,X
ZTIOSLJ,O,X,X,O,O,X,X,X,X
ZTIOSJL,X,O,X,O,O,O,X,X,X
ZTLIJSO,O,X,X,O,O,X,X,X,X
ZTLIJOS,O,X,X,O,X,X,X,X,X
ZTLISJO,O,X,X,O,O,X,X,X,X
ZTLISOJ,O,X,X,O,O,X,X,X,X
ZTLIOJS,O,X,X,O,O,X,X,X,X
ZTLIOSJ,O,X,X,O,O,X,X,X,X
ZTLJISO,O,X,X,O,O,X,X,X,X
ZTLJIOS,O,X,X,O,X,X,X,X,X
ZTLJSIO,O,X,X,O,O,X,X,X,X
ZTLJSOI,O,X,X,O,X,X,X,X,X
ZTLJOIS,O,X,X,O,X,X,X,O,O
ZTLJOSI,O,X,X,O,X,X,X,X,X
ZTLSIJO,O,X,X,O,O,X,X,X,X
ZTLSIOJ,O,X,X,O,O,X,X,X,X
ZTLSJIO,O,X,X,O,O,X,X,X,X
ZTLSJOI,O,X,X,O,X,X,X,X,X
ZTLSOIJ,O,X,X,O,O,X,X,X,X
ZTLSOJI,O,X,X,O,O,X,X,X,X
ZTLOIJS,O,X,X,O,O,X,X,O,O
ZTLOISJ,O,X,X,O,O,X,X,O,O
ZTLOJIS,O,X,X,O,O,X,X,O,O
ZTLOJSI,O,X,X,O,O,X,X,X,X
ZTLOSIJ,O,X,X,O,O,X,X,X,X
ZTLOSJI,O,X,X,O,O,X,X,X,X
ZTJILSO,X,O,X,O,O,O,X,X,X
ZTJILOS,X,O,X,O,X,X,X,X,X
ZTJISLO,X,O,X,X,O,O,X,X,X
ZTJISOL,X,O,X,X,X,O,X,X,X
ZTJIOLS,X,O,X,O,X,O,X,X,X
ZTJIOSL,X,O,X,O,X,O,X,X,X
ZTJLISO,X,O,X,O,O,O,X,X,X
ZTJLIOS,X,O,X,O,X,X,X,X,X
ZTJLSIO,X,O,X,O,O,O,X,X,X
ZTJLSOI,X,O,X,O,X,X,X,X,X
ZTJLOIS,X,O,X,O,X,X,X,O,O
ZTJLOSI,X,O,X,O,X,X,X,X,X
ZTJSILO,X,O,X,X,O,O,X,X,X
ZTJSIOL,X,O,X,X,X,O,X,X,X
ZTJSLIO,X,O,X,X,O,O,X,X,X
ZTJSLOI,X,O,X,X,X,X,X,X,X
ZTJSOIL,X,O,X,X,X,O,X,X,X
ZTJSOLI,X,O,X,X,X,O,X,X,X
ZTJOILS,X,O,X,O,X,O,X,O,O
ZTJOISL,X,O,X,O,X,O,X,O,O
ZTJOLIS,X,O,X,O,X,O,X,O,O
ZTJOLSI,X,O,X,O,X,O,X,X,X
ZTJOSIL,X,O,X,O,X,O,X,X,X
ZTJOSLI,X,O,X,O,X,O,X,X,X
ZTSILJO,O,X,X,X,O,X,X,X,X
ZTSILOJ,O,X,X,X,O,X,X,X,X
ZTSIJLO,X,O,X,X,O,O,X,X,X
ZTSIJOL,X,O,X,X,X,O,X,X,X
ZTSIOLJ,O,X,X,X,O,X,X,X,X
ZTSIOJL,X,O,X,X,O,O,X,X,X
ZTSLIJO,O,X,X,X,O,X,X,X,X
ZTSLIOJ,O,X,X,X,O,X,X,X,X
ZTSLJIO,O,X,X,X,O,X,X,X,X
ZTSLJOI,O,X,X,X,X,X,X,X,X
ZTSLOIJ,O,X,X,X,O,X,X,X,X
ZTSLOJI,O,X,X,X,O,X,X,X,X
ZTSJILO,X,O,X,X,O,O,X,X,X
ZTSJIOL,X,O,X,X,X,O,X,X,X
ZTSJLIO,X,O,X,X,O,O,X,X,X
ZTSJLOI,X,O,X,X,X,X,X,X,X
ZTSJOIL,X,O,X,X,X,O,X,X,X
ZTSJOLI,X,O,X,X,X,O,X,X,X
ZTSOILJ,O,X,X,X,O,X,X,X,X
ZTSOIJL,X,O,X,X,O,O,X,X,X
ZTSOLIJ,O,X,X,X,O,X,X,X,X
ZTSOLJI,O,X,X,X,O,X,X,X,X
ZTSOJIL,X,O,X,X,O,O,X,X,X
ZTSOJLI,X,O,X,X,O,O,X,X,X
ZTOILJS,O,X,X,O,O,X,X,O,O
ZTOILSJ,O,X,X,O,O,X,X,O,O
ZTOIJLS,X,O,X,O,O,O,X,O,O
ZTOIJSL,X,O,X,O,O,O,X,O,O
ZTOISLJ,O,X,X,O,O,X,X,O,O
ZTOISJL,X,O,X,O,O,O,X,O,O
ZTOLIJS,O,X,X,O,O,X,X,O,O
ZTOLISJ,O,X,X,O,O,X,X,O,O
ZTOLJIS,O,X,X,O,O,X,X,O,O
ZTOLJSI,O,X,X,O,O,X,X,X,X
ZTOLSIJ,O,X,X,O,O,X,X,X,X
ZTOLSJI,O,X,X,O,O,X,X,X,X
ZTOJILS,X,O,X,O,O,O,X,O,O
ZTOJISL,X,O,X,O,O,O,X,O,O
ZTOJLIS,X,O,X,O,O,O,X,O,O
ZTOJLSI,X,O,X,O,O,O,X,X,X
ZTOJSIL,X,O,X,O,O,O,X,X,X
ZTOJSLI,X,O,X,O,O,O,X,X,X
ZTOSILJ,O,X,X,O,O,X,X,X,X
ZTOSIJL,X,O,X,O,O,O,X,X,X
ZTOSLIJ,O,X,X,O,O,X,X,X,X
ZTOSLJI,O,X,X,O,O,X,X,X,X
ZTOSJIL,X,O,X,O,O,O,X,X,X
ZTOSJLI,X,O,X,O,O,O,X,X,X
ZITLJSO,O,X,X,O,O,X,X,X,X
ZITLJOS,O,X,X,O,X,X,X,X,X
ZITLSJO,O,X,X,O,O,X,X,X,X
ZITLSOJ,O,X,X,O,O,X,X,X,X
ZITLOJS,O,X,X,O,O,X,X,X,X
ZITLOSJ,O,X,X,O,O,X,X,X,X
ZITJLSO,X,O,X,O,O,O,X,X,X
ZITJLOS,X,O,X,O,X,X,X,X,X
ZITJSLO,X,O,X,X,O,O,X,X,X
ZITJSOL,X,O,X,X,X,O,X,X,X
ZITJOLS,X,O,X,O,X,O,X,X,X
ZITJOSL,X,O,X,O,X,O,X,X,X
ZITSLJO,O,X,X,X,O,X,X,X,X
ZITSLOJ,O,X,X,X,O,X,X,X,X
ZITSJLO,X,O,X,X,O,O,X,X,X
ZITSJOL,X,O,X,X,X,O,X,X,X
ZITSOLJ,O,X,X,X,O,X,X,X,X
ZITSOJL,X,O,X,X,O,O,X,X,X
ZITOLJS,O,X,X,O,O,X,X,X,X
ZITOLSJ,O,X,X,O,O,X,X,X,X
ZITOJLS,X,O,X,O,O,O,X,X,X
ZITOJSL,X,O,X,O,O,O,X,X,X
ZITOSLJ,O,X,X,O,O,X,X,X,X
ZITOSJL,X,O,X,O,O,O,X,X,X
ZILTJSO,O,X,X,O,O,X,X,X,X
ZILTJOS,O,X,X,O,X,X,X,X,X
ZILTSJO,O,X,X,O,O,X,X,X,X
ZILTSOJ,O,X,X,O,O,X,X,X,X
ZILTOJS,O,X,X,O,O,X,X,X,X
ZILTOSJ,O,X,X,O,O,X,X,X,X
ZILJTSO,O,O,X,O,O,O,X,X,X
ZILJTOS,O,O,X,O,X,X,X,X,X
ZILJSTO,O,O,X,O,O,O,X,X,X
ZILJSOT,O,O,X,O,O,O,X,X,X
ZILJOTS,O,O,X,O,O,O,X,O,O
ZILJOST,O,O,X,O,O,O,X,O,O
ZILSTJO,O,X,X,O,O,X,X,X,X
ZILSTOJ,O,X,X,O,O,X,X,X,X
ZILSJTO,O,O,X,O,O,O,X,X,X
ZILSJOT,O,O,X,O,O,O,X,X,X
ZILSOTJ,O,X,X,O,O,X,X,X,X
ZILSOJT,O,O,X,O,O,O,X,X,X
ZILOTJS,O,X,X,O,O,X,X,O,O
ZILOTSJ,O,X,X,O,O,X,X,O,O
ZILOJTS,O,O,X,O,O,O,X,O,O
ZILOJST,O,O,X,O,O,O,X,O,O
ZILOSTJ,O,X,X,O,O,X,X,O,O
ZILOSJT,O,O,X,O,O,O,X,O,O
ZIJTLSO,X,O,X,O,O,O,X,X,X
ZIJTLOS,X,O,X,O,X,X,X,X,X
ZIJTSLO,X,O,X,X,O,O,X,X,X
ZIJTSOL,X,O,X,X,X,O,X,X,X
ZIJTOLS,X,O,X,O,X,O,X,X,X
ZIJTOSL,X,O,X,O,X,O,X,X,X
ZIJLTSO,O,O,X,O,O,O,X,X,X
ZIJLTOS,O,O,X,O,X,X,X,X,X
ZIJLSTO,O,O,X,O,O,O,X,X,X
ZIJLSOT,O,O,X,O,O,O,X,X,X
ZIJLOTS,O,O,X,O,O,O,X,O,O
ZIJLOST,O,O,X,O,O,O,X,O,O
ZIJSTLO,X,O,X,X,O,O,X,X,X
ZIJSTOL,X,O,X,X,X,O,X,X,X
ZIJSLTO,O,O,X,X,O,O,X,X,X
ZIJSLOT,O,O,X,X,O,O,X,X,X
ZIJSOTL,X,O,X,X,O,O,O,X,X
ZIJSOLT,O,O,X,X,O,O,O,X,X
ZIJOTLS,X,O,X,O,O,O,O,O,O
ZIJOTSL,X,O,X,O,O,O,O,O,O
ZIJOLTS,O,O,X,O,O,O,O,O,O
ZIJOLST,O,O,X,O,O,O,O,O,O
ZIJOSTL,X,O,X,O,O,O,O,O,O
ZIJOSLT,O,O,X,O,O,O,O,O,O
ZISTLJO,O,X,X,X,O,X,X,X,X
ZISTLOJ,O,X,X,X,O,X,X,X,X
ZISTJLO,X,O,X,X,O,O,X,X,X
ZISTJOL,X,O,X,X,X,O,X,X,X
ZISTOLJ,O,X,X,X,O,X,X,X,X
ZISTOJL,X,O,X,X,O,O,X,X,X
ZISLTJO,O,X,X,X,O,X,X,X,X
ZISLTOJ,O,X,X,X,O,X,X,X,X
ZISLJTO,O,O,X,X,O,O,X,X,X
ZISLJOT,O,O,X,X,O,O,X,X,X
ZISLOTJ,O,X,X,X,O,X,X,X,X
ZISLOJT,O,O,X,X,O,O,X,X,X
ZISJTLO,X,O,X,X,O,O,X,X,X
ZISJTOL,X,O,X,X,X,O,X,X,X
ZISJLTO,O,O,X,X,O,O,X,X,X
ZISJLOT,O,O,X,X,O,O,X,X,X
ZISJOTL,X,O,X,X,O,O,O,X,X
ZISJOLT,O,O,X,X,O,O,O,X,X
ZISOTLJ,O,X,X,X,O,X,O,X,X
ZISOTJL,X,O,X,X,O,O,O,X,X
ZISOLTJ,O,X,X,X,O,X,O,X,X
ZISOLJT,O,O,X,X,O,O,O,X,X
ZISOJTL,X,O,X,X,O,O,O,X,X
ZISOJLT,O,O,X,X,O,O,O,X,X
ZIOTLJS,O,X,X,O,O,X,O,O,O
ZIOTLSJ,O,X,X,O,O,X,O,O,O
ZIOTJLS,X,O,X,O,O,O,O,O,O
ZIOTJSL,X,O,X,O,O,O,O,O,O
ZIOTSLJ,O,X,X,O,O,X,O,O,O
ZIOTSJL,X,O,X,O,O,O,O,O,O
ZIOLTJS,O,X,X,O,O,X,O,O,O
ZIOLTSJ,O,X,X,O,O,X,O,O,O
ZIOLJTS,O,O,X,O,O,O,O,O,O
ZIOLJST,O,O,X,O,O,O,O,O,O
ZIOLSTJ,O,X,X,O,O,X,O,O,O
ZIOLSJT,O,O,X,O,O,O,O,O,O
ZIOJTLS,X,O,X,O,O,O,O,O,O
ZIOJTSL,X,O,X,O,O,O,O,O,O
ZIOJLTS,O,O,X,O,O,O,O,O,O
ZIOJLST,O,O,X,O,O,O,O,O,O
ZIOJSTL,X,O,X,O,O,O,O,O,O
ZIOJSLT,O,O,X,O,O,O,O,O,O
ZIOSTLJ,O,X,X,O,O,X,O,O,O
ZIOSTJL,X,O,X,O,O,O,O,O,O
ZIOSLTJ,O,X,X,O,O,X,O,O,O
ZIOSLJT,O,O,X,O,O,O,O,O,O
ZIOSJTL,X,O,X,O,O,O,O,O,O
ZIOSJLT,O,O,X,O,O,O,O,O,O
ZLTIJSO,O,X,X,O,O,X,X,X,X
ZLTIJOS,O,X,X,O,X,X,X,X,X
ZLTISJO,O,X,X,O,O,X,X,X,X
ZLTISOJ,O,X,X,O,O,X,X,X,X
ZLTIOJS,O,X,X,O,O,X,X,X,X
ZLTIOSJ,O,X,X,O,O,X,X,X,X
ZLTJISO,O,X,X,O,O,X,X,X,X
ZLTJIOS,O,X,X,O,X,X,X,X,X
ZLTJSIO,O,X,X,O,O,X,X,X,X
ZLTJSOI,O,X,X,O,X,X,X,X,X
ZLTJOIS,O,X,X,O,X,X,X,O,O
ZLTJOSI,O,X,X,O,X,X,X,X,X
ZLTSIJO,O,X,X,O,O,X,X,X,X
ZLTSIOJ,O,X,X,O,O,X,X,X,X
ZLTSJIO,O,X,X,O,O,X,X,X,X
ZLTSJOI,O,X,X,O,X,X,X,X,X
ZLTSOIJ,O,X,X,O,O,X,X,X,X
ZLTSOJI,O,X,X,O,O,X,X,X,X
ZLTOIJS,O,X,X,O,O,X,X,O,O
ZLTOISJ,O,X,X,O,O,X,X,O,O
ZLTOJIS,O,X,X,O,O,X,X,O,O
ZLTOJSI,O,X,X,O,O,X,X,X,X
ZLTOSIJ,O,X,X,O,O,X,X,X,X
ZLTOSJI,O,X,X,O,O,X,X,X,X
ZLITJSO,O,X,X,O,O,X,X,X,X
ZLITJOS,O,X,X,O,X,X,X,X,X
ZLITSJO,O,X,X,O,O,X,X,X,X
ZLITSOJ,O,X,X,O,O,X,X,X,X
ZLITOJS,O,X,X,O,O,X,X,X,X
ZLITOSJ,O,X,X,O,O,X,X,X,X
ZLIJTSO,O,O,X,O,O,O,X,X,X
ZLIJTOS,O,O,X,O,X,X,X,X,X
ZLIJSTO,O,O,X,O,O,O,X,X,X
ZLIJSOT,O,O,X,O,O,O,X,X,X
ZLIJOTS,O,O,X,O,O,O,X,O,O
ZLIJOST,O,O,X,O,O,O,X,O,O
ZLISTJO,O,X,X,O,O,X,X,X,X
ZLISTOJ,O,X,X,O,O,X,X,X,X
ZLISJTO,O,O,X,O,O,O,X,X,X
ZLISJOT,O,O,X,O,O,O,X,X,X
ZLISOTJ,O,X,X,O,O,X,X,X,X
ZLISOJT,O,O,X,O,O,O,X,X,X
ZLIOTJS,O,X,X,O,O,X,X,O,O
ZLIOTSJ,O,X,X,O,O,X,X,O,O
ZLIOJTS,O,O,X,O,O,O,X,O,O
ZLIOJST,O,O,X,O,O,O,X,O,O
ZLIOSTJ,O,X,X,O,O,X,X,O,O
ZLIOSJT,O,O,X,O,O,O,X,O,O
ZLJTISO,O,O,X,O,O,O,X,X,X
ZLJTIOS,O,O,X,O,X,X,X,X,X
ZLJTSIO,O,O,X,O,O,O,X,X,X
ZLJTSOI,O,O,X,O,X,X,X,X,X
ZLJTOIS,O,O,O,O,X,X,X,O,O
ZLJTOSI,O,O,O,O,X,X,X,X,X
ZLJITSO,O,O,X,O,O,O,X,X,X
ZLJITOS,O,O,X,O,X,X,X,X,X
ZLJISTO,O,O,X,O,O,O,X,X,X
ZLJISOT,O,O,X,O,O,O,X,X,X
ZLJIOTS,O,O,O,O,O,O,X,O,O
ZLJIOST,O,O,O,O,O,O,X,O,O
ZLJSTIO,O,O,X,O,O,O,X,X,X
ZLJSTOI,O,O,X,O,X,X,X,X,X
ZLJSITO,O,O,X,O,O,O,X,X,X
ZLJSIOT,O,O,X,O,O,O,X,X,X
ZLJSOTI,O,O,O,O,O,O,X,X,X
ZLJSOIT,O,O,O,O,O,O,X,O,O
ZLJOTIS,O,O,O,O,O,O,X,O,O
ZLJOTSI,O,O,O,O,O,O,X,X,X
ZLJOITS,O,O,O,O,O,O,X,O,O
ZLJOIST,O,O,O,O,O,O,X,O,O
ZLJOSTI,O,O,O,O,O,O,X,X,X
ZLJOSIT,O,O,O,O,O,O,X,O,O
ZLSTIJO,O,X,X,O,O,X,X,X,X
ZLSTIOJ,O,X,X,O,O,X,X,X,X
ZLSTJIO,O,X,X,O,O,X,X,X,X
ZLSTJOI,O,X,X,O,X,X,X,X,X
ZLSTOIJ,O,X,X,O,O,X,X,X,X
ZLSTOJI,O,X,X,O,O,X,X,X,X
ZLSITJO,O,X,X,O,O,X,X,X,X
ZLSITOJ,O,X,X,O,O,X,X,X,X
ZLSIJTO,O,O,X,O,O,O,X,X,X
ZLSIJOT,O,O,X,O,O,O,X,X,X
ZLSIOTJ,O,X,X,O,O,X,X,X,X
ZLSIOJT,O,O,X,O,O,O,X,X,X
ZLSJTIO,O,O,X,O,O,O,X,X,X
ZLSJTOI,O,O,X,O,X,X,X,X,X
ZLSJITO,O,O,X,O,O,O,X,X,X
ZLSJIOT,O,O,X,O,O,O,X,X,X
ZLSJOTI,O,O,X,O,O,O,X,X,X
ZLSJOIT,O,O,X,O,O,O,X,O,O
ZLSOTIJ,O,X,X,O,O,X,X,X,X
ZLSOTJI,O,X,X,O,O,X,X,X,X
ZLSOITJ,O,X,X,O,O,X,X,O,O
ZLSOIJT,O,O,X,O,O,O,X,O,O
ZLSOJTI,O,O,X,O,O,O,X,X,X
ZLSOJIT,O,O,X,O,O,O,X,O,O
ZLOTIJS,O,X,X,O,O,X,X,O,O
ZLOTISJ,O,X,X,O,O,X,X,O,O
ZLOTJIS,O,X,X,O,O,X,X,O,O
ZLOTJSI,O,X,X,O,O,X,X,X,X
ZLOTSIJ,O,X,X,O,O,X,X,X,X
ZLOTSJI,O,X,X,O,O,X,X,X,X
ZLOITJS,O,X,X,O,O,X,X,O,O
ZLOITSJ,O,X,X,O,O,X,X,O,O
ZLOIJTS,O,O,O,O,O,O,X,O,O
ZLOIJST,O,O,O,O,O,O,X,O,O
ZLOISTJ,O,X,X,O,O,X,X,O,O
ZLOISJT,O,O,O,O,O,O,X,O,O
ZLOJTIS,O,O,O,O,O,O,X,O,O
ZLOJTSI,O,O,O,O,O,O,X,X,X
ZLOJITS,O,O,O,O,O,O,X,O,O
ZLOJIST,O,O,O,O,O,O,X,O,O
ZLOJSTI,O,O,O,O,O,O,X,X,X
ZLOJSIT,O,O,O,O,O,O,X,O,O
ZLOSTIJ,O,X,X,O,O,X,X,X,X
ZLOSTJI,O,X,X,O,O,X,X,X,X
ZLOSITJ,O,X,X,O,O,X,X,O,O
ZLOSIJT,O,O,O,O,O,O,X,O,O
ZLOSJTI,O,O,O,O,O,O,X,X,X
ZLOSJIT,O,O,O,O,O,O,X,O,O
ZJTILSO,X,O,X,O,O,O,X,X,X
ZJTILOS,X,O,X,O,X,X,X,X,X
ZJTISLO,X,O,X,X,O,O,X,X,X
ZJTISOL,X,O,X,X,X,O,X,X,X
ZJTIOLS,X,O,X,O,X,O,X,X,X
ZJTIOSL,X,O,X,O,X,O,X,X,X
ZJTLISO,X,O,X,O,O,O,X,X,X
ZJTLIOS,X,O,X,O,X,X,X,X,X
ZJTLSIO,X,O,X,O,O,O,X,X,X
ZJTLSOI,X,O,X,O,X,X,X,X,X
ZJTLOIS,X,O,O,O,X,X,X,O,O
ZJTLOSI,X,O,O,O,X,X,X,X,X
ZJTSILO,X,O,X,X,O,O,X,X,X
ZJTSIOL,X,O,X,X,X,O,X,X,X
ZJTSLIO,X,O,X,X,O,O,X,X,X
ZJTSLOI,X,O,X,X,X,X,X,X,X
ZJTSOIL,X,O,X,X,X,O,X,X,X
ZJTSOLI,X,O,X,X,X,O,X,X,X
ZJTOILS,X,O,O,O,X,O,X,O,O
ZJTOISL,X,O,O,O,X,O,X,O,O
ZJTOLIS,X,O,O,O,X,O,X,O,O
ZJTOLSI,X,O,O,O,X,O,X,X,X
ZJTOSIL,X,O,X,O,X,O,X,X,X
ZJTOSLI,X,O,X,O,X,O,X,X,X
ZJITLSO,X,O,X,O,O,O,X,X,X
ZJITLOS,X,O,X,O,X,X,X,X,X
ZJITSLO,X,O,X,X,O,O,X,X,X
ZJITSOL,X,O,X,X,X,O,X,X,X
ZJITOLS,X,O,X,O,X,O,X,X,X
ZJITOSL,X,O,X,O,X,O,X,X,X
ZJILTSO,O,O,X,O,O,O,X,X,X
ZJILTOS,O,O,X,O,X,X,X,X,X
ZJILSTO,O,O,X,O,O,O,X,X,X
ZJILSOT,O,O,X,O,O,O,X,X,X
ZJILOTS,O,O,O,O,O,O,X,O,O
ZJILOST,O,O,O,O,O,O,X,O,O
ZJISTLO,X,O,X,X,O,O,X,X,X
ZJISTOL,X,O,X,X,X,O,X,X,X
ZJISLTO,O,O,X,X,O,O,X,X,X
ZJISLOT,O,O,X,X,O,O,X,X,X
ZJISOTL,X,O,X,X,O,O,O,X,X
ZJISOLT,O,O,X,X,O,O,O,X,X
ZJIOTLS,X,O,O,O,O,O,O,O,O
ZJIOTSL,X,O,O,O,O,O,O,O,O
ZJIOLTS,O,O,O,O,O,O,O,O,O
ZJIOLST,O,O,O,O,O,O,O,O,O
ZJIOSTL,X,O,O,O,O,O,O,O,O
ZJIOSLT,O,O,O,O,O,O,O,O,O
ZJLTISO,O,O,X,O,O,O,X,X,X
ZJLTIOS,O,O,X,O,X,X,X,X,X
ZJLTSIO,O,O,X,O,O,O,X,X,X
ZJLTSOI,O,O,X,O,X,X,X,X,X
ZJLTOIS,O,O,O,O,X,X,X,O,O
ZJLTOSI,O,O,O,O,X,X,X,X,X
ZJLITSO,O,O,X,O,O,O,X,X,X
ZJLITOS,O,O,X,O,X,X,X,X,X
ZJLISTO,O,O,X,O,O,O,X,X,X
ZJLISOT,O,O,X,O,O,O,X,X,X
ZJLIOTS,O,O,O,O,O,O,X,O,O
ZJLIOST,O,O,O,O,O,O,X,O,O
ZJLSTIO,O,O,X,O,O,O,X,X,X
ZJLSTOI,O,O,X,O,X,X,X,X,X
ZJLSITO,O,O,X,O,O,O,X,X,X
ZJLSIOT,O,O,X,O,O,O,X,X,X
ZJLSOTI,O,O,O,O,O,O,X,X,X
ZJLSOIT,O,O,O,O,O,O,X,O,O
ZJLOTIS,O,O,O,O,O,O,X,O,O
ZJLOTSI,O,O,O,O,O,O,X,X,X
ZJLOITS,O,O,O,O,O,O,X,O,O
ZJLOIST,O,O,O,O,O,O,X,O,O
ZJLOSTI,O,O,O,O,O,O,X,X,X
ZJLOSIT,O,O,O,O,O,O,X,O,O
ZJSTILO,X,O,X,X,O,O,X,X,X
ZJSTIOL,X,O,X,X,X,O,X,X,X
ZJSTLIO,X,O,X,X,O,O,X,X,X
ZJSTLOI,X,O,X,X,X,X,X,X,X
ZJSTOIL,X,O,X,X,X,O,X,X,X
ZJSTOLI,X,O,X,X,X,O,X,X,X
ZJSITLO,X,O,X,X,O,O,X,X,X
ZJSITOL,X,O,X,X,X,O,X,X,X
ZJSILTO,O,O,X,X,O,O,X,X,X
ZJSILOT,O,O,X,X,O,O,X,X,X
ZJSIOTL,X,O,X,X,O,O,O,X,X
ZJSIOLT,O,O,X,X,O,O,O,X,X
ZJSLTIO,O,O,X,X,O,O,X,X,X
ZJSLTOI,O,O,X,X,X,X,X,X,X
ZJSLITO,O,O,X,X,O,O,X,X,X
ZJSLIOT,O,O,X,X,O,O,X,X,X
ZJSLOTI,O,O,O,X,O,O,X,X,X
ZJSLOIT,O,O,O,X,O,O,X,O,O
ZJSOTIL,X,O,X,X,O,O,O,X,X
ZJSOTLI,X,O,X,X,O,O,O,X,X
ZJSOITL,X,O,O,X,O,O,O,O,O
ZJSOILT,O,O,O,X,O,O,O,O,O
ZJSOLTI,O,O,O,X,O,O,O,X,X
ZJSOLIT,O,O,O,X,O,O,O,O,O
ZJOTILS,X,O,O,O,O,O,O,O,O
ZJOTISL,X,O,O,O,O,O,O,O,O
ZJOTLIS,X,O,O,O,O,O,O,O,O
ZJOTLSI,X,O,O,O,O,O,O,X,X
ZJOTSIL,X,O,X,O,O,O,O,X,X
ZJOTSLI,X,O,X,O,O,O,O,X,X
ZJOITLS,X,O,O,O,O,O,O,O,O
ZJOITSL,X,O,O,O,O,O,O,O,O
ZJOILTS,O,O,O,O,O,O,O,O,O
ZJOILST,O,O,O,O,O,O,O,O,O
ZJOISTL,X,O,O,O,O,O,O,O,O
ZJOISLT,O,O,O,O,O,O,O,O,O
ZJOLTIS,O,O,O,O,O,O,O,O,O
ZJOLTSI,O,O,O,O,O,O,O,X,X
ZJOLITS,O,O,O,O,O,O,O,O,O
ZJOLIST,O,O,O,O,O,O,O,O,O
ZJOLSTI,O,O,O,O,O,O,O,X,X
ZJOLSIT,O,O,O,O,O,O,O,O,O
ZJOSTIL,X,O,X,O,O,O,O,X,X
ZJOSTLI,X,O,X,O,O,O,O,X,X
ZJOSITL,X,O,O,O,O,O,O,O,O
ZJOSILT,O,O,O,O,O,O,O,O,O
ZJOSLTI,O,O,O,O,O,O,O,X,X
ZJOSLIT,O,O,O,O,O,O,O,O,O
ZSTILJO,O,X,X,X,O,X,X,X,X
ZSTILOJ,O,X,X,X,O,X,X,X,X
ZSTIJLO,X,O,X,X,O,O,X,X,X
ZSTIJOL,X,O,X,X,X,O,X,X,X
ZSTIOLJ,O,X,X,X,O,X,X,X,X
ZSTIOJL,X,O,X,X,O,O,X,X,X
ZSTLIJO,O,X,X,X,O,X,X,X,X
ZSTLIOJ,O,X,X,X,O,X,X,X,X
ZSTLJIO,O,X,X,X,O,X,X,X,X
ZSTLJOI,O,X,X,X,X,X,X,X,X
ZSTLOIJ,O,X,X,X,O,X,X,X,X
ZSTLOJI,O,X,X,X,O,X,X,X,X
ZSTJILO,X,O,X,X,O,O,X,X,X
ZSTJIOL,X,O,X,X,X,O,X,X,X
ZSTJLIO,X,O,X,X,O,O,X,X,X
ZSTJLOI,X,O,X,X,X,X,X,X,X
ZSTJOIL,X,O,X,X,X,O,X,X,X
ZSTJOLI,X,O,X,X,X,O,X,X,X
ZSTOILJ,O,X,X,X,O,X,X,X,X
ZSTOIJL,X,O,X,X,O,O,X,X,X
ZSTOLIJ,O,X,X,X,O,X,X,X,X
ZSTOLJI,O,X,X,X,O,X,X,X,X
ZSTOJIL,X,O,X,X,O,O,X,X,X
ZSTOJLI,X,O,X,X,O,O,X,X,X
ZSITLJO,O,X,X,X,O,X,X,X,X
ZSITLOJ,O,X,X,X,O,X,X,X,X
