sequence,v115@8gA8IeC8GeC8GeC8BeF8JezHJvhEpPBenBscBvqBKa?B,v115@8gA8IeC8GeC8GeC8BeF8JesKJvhEugBPgBJVBTnBao?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjBTnBCiBWd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjB+nBzhBSd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcB2sBziBid?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcBysBTiBmd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBTU?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBzQ?B,v115@8gA8IeC8GeC8GeC8BeF8JexLJvhEmnBSmBsaBPdBzd?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEmVBUmBPnBJjB6n?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBpS?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBJZ?B
STLIOJZ,O,X,X,X,X,X,X,X,X,O,X,X
STLIOZJ,X,O,X,X,X,X,X,X,X,O,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,O,X,X,X,X,X,X
STLZIJO,X,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,O,X,X,X,O,X,X,X,O,X,X
STLZJIO,X,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,X,X,X,O,X,X,X,O,X,X
STLZOJI,X,O,X,X,X,O,X,X,X,O,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,O,X,X
STLOIZJ,X,O,X,X,X,X,X,X,X,O,X,X
STLOJIZ,O,X,X,X,X,X,X,X,X,O,X,X
STLOJZI,O,X,X,X,X,O,X,X,X,O,X,X
STLOZIJ,X,O,X,X,X,O,X,X,X,O,X,X
STLOZJI,X,O,X,X,X,O,X,X,X,O,X,X
STJILZO,O,X,X,X,X,X,O,O,X,X,X,X
STJILOZ,O,X,X,O,X,X,O,O,X,X,X,X
STJIZLO,O,X,X,X,X,X,O,O,X,X,X,X
STJIZOL,O,X,X,O,X,X,O,O,X,X,X,X
STJIOLZ,O,X,X,O,X,X,O,O,X,X,X,X
STJIOZL,O,X,X,O,X,X,O,O,X,X,X,X
STJLIZO,O,X,X,X,X,X,O,O,X,X,X,X
STJLIOZ,O,X,X,O,X,X,O,O,X,X,X,X
STJLZIO,O,X,X,X,X,X,O,O,X,X,X,X
STJLZOI,O,X,X,X,X,X,X,O,X,X,X,X
STJLOIZ,O,X,X,O,X,X,X,O,X,X,X,X
STJLOZI,O,X,X,O,X,X,X,O,X,X,X,X
STJZILO,O,X,X,X,X,X,O,O,X,X,X,X
STJZIOL,O,X,X,O,O,X,O,O,X,X,X,X
STJZLIO,O,X,X,X,X,X,O,O,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,O,X,X,X,X
STJZOIL,O,X,X,O,O,X,X,O,X,X,X,X
STJZOLI,O,X,X,O,O,X,X,O,X,X,X,X
STJOILZ,O,X,X,O,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,O,X,X,X,O,X,X,X,X
STJOLIZ,O,X,X,O,X,X,X,O,X,X,X,X
STJOLZI,O,X,X,O,O,X,X,O,X,X,X,X
STJOZIL,O,X,X,O,O,X,X,O,X,X,X,X
STJOZLI,O,X,X,O,O,X,X,O,X,X,X,X
STZILJO,X,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,X,O,X,X,X,O,X,X,X,O,X,X
STZIJLO,X,O,X,X,X,X,O,O,X,X,X,X
STZIJOL,X,O,X,O,O,X,O,O,X,X,X,X
STZIOLJ,X,O,O,X,X,X,X,X,X,O,X,X
STZIOJL,X,O,X,X,X,X,O,O,X,O,X,X
STZLIJO,X,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,O,X,X,X,O,X,X,X,O,X,X
STZLJIO,X,O,X,X,X,X,O,O,X,X,X,X
STZLJOI,X,O,X,X,X,X,X,O,X,X,X,X
STZLOIJ,X,O,X,X,X,O,X,X,X,O,X,X
STZLOJI,X,O,X,X,X,O,X,O,X,O,X,X
STZJILO,X,O,X,X,X,X,O,O,X,X,X,X
STZJIOL,X,O,X,O,O,X,O,O,X,X,X,X
STZJLIO,X,O,X,X,X,X,O,O,X,X,X,X
STZJLOI,X,O,X,X,X,X,X,O,X,X,X,X
STZJOIL,X,O,X,O,O,X,X,O,X,X,X,X
STZJOLI,X,O,X,O,O,X,X,O,X,X,X,X
STZOILJ,X,O,O,X,X,X,X,X,X,O,X,X
STZOIJL,X,O,X,X,X,X,O,O,X,O,X,X
STZOLIJ,X,O,O,X,X,X,X,X,X,O,X,X
STZOLJI,X,O,O,O,X,X,X,O,X,O,X,X
STZOJIL,X,O,X,O,X,X,X,O,X,O,X,X
STZOJLI,X,O,X,O,X,X,X,O,X,O,X,X
STOILJZ,O,X,O,X,X,X,X,X,X,O,X,X
STOILZJ,X,O,O,X,X,X,X,X,X,O,X,X
STOIJLZ,O,X,X,X,X,X,O,O,X,O,X,X
STOIJZL,O,X,X,X,X,X,O,O,X,O,X,X
STOIZLJ,X,O,O,X,X,X,X,X,X,O,X,X
STOIZJL,X,O,X,X,X,X,O,O,X,O,X,X
STOLIJZ,O,X,O,X,X,X,X,X,X,O,X,X
STOLIZJ,X,O,O,X,X,X,X,X,X,O,X,X
STOLJIZ,O,X,O,X,X,X,X,X,X,O,X,X
STOLJZI,O,X,O,X,X,X,X,X,X,O,X,X
STOLZIJ,X,O,O,X,X,X,X,X,X,O,X,X
STOLZJI,X,O,O,X,X,X,X,X,X,O,X,X
STOJILZ,O,X,X,X,X,X,X,O,X,O,X,X
STOJIZL,O,X,X,X,X,X,X,O,X,O,X,X
STOJLIZ,O,X,X,X,X,X,X,O,X,O,X,X
STOJLZI,O,X,X,X,X,X,X,O,X,O,X,X
STOJZIL,O,X,X,X,X,X,X,O,X,O,X,X
STOJZLI,O,X,X,X,X,X,X,O,X,O,X,X
STOZILJ,X,O,O,X,X,X,X,X,X,O,X,X
STOZIJL,X,O,X,X,X,X,O,O,X,O,X,X
STOZLIJ,X,O,O,X,X,X,X,X,X,O,X,X
STOZLJI,X,O,O,X,X,X,X,O,X,O,X,X
STOZJIL,X,O,X,X,X,X,X,O,X,O,X,X
STOZJLI,X,O,X,X,X,X,X,O,X,O,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,O,X,X,X,X,X,X,X,O,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,O,X,X
SITLOZJ,X,O,X,X,X,X,X,X,X,O,X,X
SITJLZO,O,X,X,X,X,X,O,O,X,X,X,X
SITJLOZ,O,X,X,O,X,X,O,O,X,X,X,X
SITJZLO,O,X,X,X,X,X,O,O,X,X,X,X
SITJZOL,O,X,X,O,X,X,O,O,X,X,X,X
SITJOLZ,O,X,X,O,X,X,O,O,X,X,X,X
SITJOZL,O,X,X,O,X,X,O,O,X,X,X,X
SITZLJO,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,O,X,X,X,X,X,X,X,O,X,X
SITZJLO,X,O,X,X,X,X,O,O,X,X,X,X
SITZJOL,X,O,X,O,X,X,O,O,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X,X,X,O,X,X
SITZOJL,X,O,X,X,X,X,O,O,X,O,X,X
SITOLJZ,O,X,O,X,X,X,X,X,X,O,X,X
SITOLZJ,X,O,O,X,X,X,X,X,X,O,X,X
SITOJLZ,O,X,X,X,X,X,O,O,X,O,X,X
SITOJZL,O,X,X,X,X,X,O,O,X,O,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X,O,X,X
SITOZJL,X,O,X,X,X,X,O,O,X,O,X,X
SILTJZO,O,X,X,X,X,X,X,X,O,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,O,X,X,X
SILTZJO,X,O,X,X,X,X,X,X,O,X,X,X
SILTZOJ,X,O,X,X,X,X,X,X,X,O,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,O,X,X
SILTOZJ,X,O,X,X,X,X,X,X,X,O,X,X
SILJTZO,O,X,X,X,X,X,O,O,O,X,X,X
SILJTOZ,O,X,X,O,X,X,O,O,O,X,X,X
SILJZTO,O,O,X,X,X,X,O,O,O,X,X,X
SILJZOT,O,O,X,O,X,X,O,O,O,O,X,X
SILJOTZ,O,X,X,O,X,X,O,O,O,O,X,X
SILJOZT,O,O,X,O,X,O,O,O,O,O,X,X
SILZTJO,X,O,X,X,X,X,X,X,O,X,X,X
SILZTOJ,X,O,X,X,X,O,X,X,X,O,X,X
SILZJTO,O,O,X,X,X,X,O,O,O,X,X,X
SILZJOT,O,O,X,O,X,O,O,O,O,O,X,X
SILZOTJ,X,O,O,X,X,O,X,X,X,O,X,X
SILZOJT,O,O,O,X,X,O,O,O,O,O,X,X
SILOTJZ,O,X,O,X,X,X,X,X,X,O,X,X
SILOTZJ,X,O,O,X,X,X,X,X,X,O,X,X
SILOJTZ,O,X,O,X,X,X,O,O,O,O,X,X
SILOJZT,O,O,O,X,X,O,O,O,O,O,X,X
SILOZTJ,X,O,O,X,X,O,X,X,X,O,X,X
SILOZJT,O,O,O,X,X,O,O,O,O,O,X,X
SIJTLZO,O,X,X,X,X,X,O,O,O,X,X,X
SIJTLOZ,O,X,X,O,X,X,O,O,O,X,X,X
SIJTZLO,O,X,X,X,X,X,O,O,O,X,X,X
SIJTZOL,O,X,X,O,X,X,O,O,O,X,X,X
SIJTOLZ,O,X,X,O,X,X,O,O,O,X,X,X
SIJTOZL,O,X,X,O,X,X,O,O,O,X,X,X
SIJLTZO,O,X,X,X,X,X,O,O,O,X,X,X
SIJLTOZ,O,X,X,O,X,X,O,O,O,X,X,X
SIJLZTO,O,O,X,X,X,X,O,O,O,X,X,X
SIJLZOT,O,O,X,O,X,X,O,O,O,O,X,X
SIJLOTZ,O,X,X,O,X,X,O,O,O,O,X,X
SIJLOZT,O,O,X,O,X,X,O,O,O,O,X,X
SIJZTLO,O,O,X,X,X,X,O,O,O,X,X,X
SIJZTOL,O,O,X,O,O,X,O,O,O,X,X,X
SIJZLTO,O,O,X,X,X,X,O,O,O,X,X,X
SIJZLOT,O,O,X,O,O,X,O,O,O,O,X,X
SIJZOTL,O,O,X,O,O,X,O,O,O,O,X,X
SIJZOLT,O,O,O,O,O,X,O,O,O,O,X,X
SIJOTLZ,O,X,X,O,X,X,O,O,O,O,X,X
SIJOTZL,O,X,X,O,X,X,O,O,O,O,X,X
SIJOLTZ,O,X,O,O,X,X,O,O,O,O,X,X
SIJOLZT,O,O,O,O,O,X,O,O,O,O,X,X
SIJOZTL,O,O,X,O,O,X,O,O,O,O,X,X
SIJOZLT,O,O,O,O,O,X,O,O,O,O,X,X
SIZTLJO,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,X,X,O,X,X,X,O,X,X
SIZTJLO,X,O,X,X,X,X,O,O,X,X,X,X
SIZTJOL,X,O,X,O,O,X,O,O,X,X,X,X
SIZTOLJ,X,O,O,X,X,X,X,X,X,O,X,X
SIZTOJL,X,O,X,X,X,X,O,O,X,O,X,X
SIZLTJO,X,O,X,X,X,X,X,X,O,X,X,X
SIZLTOJ,X,O,X,X,X,O,X,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,O,O,O,X,X,X
SIZLJOT,O,O,X,O,O,O,O,O,O,O,X,X
SIZLOTJ,X,O,O,X,X,O,X,X,X,O,X,X
SIZLOJT,O,O,O,X,X,O,O,O,O,O,X,X
SIZJTLO,O,O,X,X,X,X,O,O,O,X,X,X
SIZJTOL,O,O,X,O,O,X,O,O,O,X,X,X
SIZJLTO,O,O,X,X,X,X,O,O,O,X,X,X
SIZJLOT,O,O,X,O,O,O,O,O,O,O,X,X
SIZJOTL,O,O,X,O,O,X,O,O,O,O,X,X
SIZJOLT,O,O,O,O,O,X,O,O,O,O,X,X
SIZOTLJ,X,O,O,X,X,X,X,X,X,O,X,X
SIZOTJL,X,O,X,X,X,X,O,O,X,O,X,X
SIZOLTJ,X,O,O,X,X,O,X,X,X,O,X,X
SIZOLJT,O,O,O,O,X,O,O,O,X,O,X,X
SIZOJTL,O,O,X,O,O,X,O,O,X,O,X,X
SIZOJLT,O,O,O,O,O,X,O,O,X,O,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,O,X,X
SIOTLZJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOTJLZ,O,X,X,X,X,X,O,O,X,O,X,X
SIOTJZL,O,X,X,X,X,X,O,O,X,O,X,X
SIOTZLJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOTZJL,X,O,X,X,X,X,O,O,X,O,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,O,X,X
SIOLTZJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOLJTZ,O,X,O,X,X,X,O,O,X,O,X,X
SIOLJZT,O,O,O,X,X,X,O,O,X,O,X,X
SIOLZTJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOLZJT,O,O,O,X,X,X,O,O,X,O,X,X
SIOJTLZ,O,X,X,O,X,X,O,O,X,O,X,X
SIOJTZL,O,X,X,O,X,X,O,O,X,O,X,X
SIOJLTZ,O,X,O,O,X,X,O,O,X,O,X,X
SIOJLZT,O,O,O,O,X,X,O,O,X,O,X,X
SIOJZTL,O,O,X,O,X,X,O,O,X,O,X,X
SIOJZLT,O,O,O,O,X,X,O,O,X,O,X,X
SIOZTLJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOZTJL,X,O,X,X,X,X,O,O,X,O,X,X
SIOZLTJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOZLJT,O,O,O,X,X,X,O,O,X,O,X,X
SIOZJTL,O,O,X,O,X,X,O,O,X,O,X,X
SIOZJLT,O,O,O,O,X,X,O,O,X,O,X,X
SLTIJZO,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,X,X,X,X,O,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,X,O,X,X
SLTIOZJ,X,O,X,X,X,X,X,X,X,O,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,O,X,X,X,X,X,X
SLTZIJO,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLTZJIO,X,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,O,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,X,O,X,X,X,O,X,X
SLTZOJI,X,O,X,X,X,O,X,X,X,O,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,X,O,X,X
SLTOIZJ,X,O,X,X,X,X,X,X,X,O,X,X
SLTOJIZ,O,X,X,X,X,X,X,X,X,O,X,X
SLTOJZI,O,X,X,X,X,O,X,X,X,O,X,X
SLTOZIJ,X,O,X,X,X,O,X,X,X,O,X,X
SLTOZJI,X,O,X,X,X,O,X,X,X,O,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,O,X,X,X,X,X,X,X,O,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,O,X,X
SLITOZJ,X,O,X,X,X,X,X,X,X,O,X,X
SLIJTZO,O,X,X,X,X,X,O,O,X,X,X,X
SLIJTOZ,O,X,X,O,X,X,O,O,X,X,X,X
SLIJZTO,O,O,X,X,X,X,O,O,X,X,X,X
SLIJZOT,O,O,X,O,X,X,O,O,X,O,X,O
SLIJOTZ,O,X,X,O,X,X,O,O,X,O,X,O
SLIJOZT,O,O,X,O,X,O,O,O,X,O,X,O
SLIZTJO,X,O,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,O,O,X,X,X,X
SLIZJOT,O,O,X,O,X,O,O,O,X,O,X,O
SLIZOTJ,X,O,O,X,X,O,X,X,X,O,X,O
SLIZOJT,O,O,O,X,X,O,O,O,X,O,X,O
SLIOTJZ,O,X,O,X,X,X,X,X,X,O,X,O
SLIOTZJ,X,O,O,X,X,X,X,X,X,O,X,O
SLIOJTZ,O,X,O,X,X,X,O,O,X,O,X,O
SLIOJZT,O,O,O,X,X,O,O,O,X,O,X,O
SLIOZTJ,X,O,O,X,X,O,X,X,X,O,X,O
SLIOZJT,O,O,O,X,X,O,O,O,X,O,X,O
SLJTIZO,O,X,X,X,X,X,O,O,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
SLJTZIO,O,X,X,X,X,X,O,O,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X,O,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,O,X,X,X,X
SLJTOZI,O,X,X,O,X,O,X,O,X,X,X,X
SLJITZO,O,X,X,X,X,X,O,O,X,X,X,X
SLJITOZ,O,X,X,O,X,X,O,O,X,X,X,X
SLJIZTO,O,O,X,X,X,X,O,O,X,X,X,X
SLJIZOT,O,O,X,O,X,X,O,O,X,O,O,O
SLJIOTZ,O,X,X,O,X,X,O,O,X,O,O,O
SLJIOZT,O,O,X,O,X,O,O,O,X,O,O,O
SLJZTIO,O,O,X,X,X,X,O,O,X,X,X,X
SLJZTOI,O,O,X,X,X,X,X,O,X,X,X,X
SLJZITO,O,O,X,X,X,X,O,O,X,X,X,X
SLJZIOT,O,O,X,O,O,O,O,O,X,O,O,O
SLJZOTI,O,O,X,O,O,O,X,O,X,O,O,O
SLJZOIT,O,O,X,O,O,O,O,O,X,O,O,O
SLJOTIZ,O,X,X,O,X,X,X,O,X,O,O,O
SLJOTZI,O,X,X,O,O,O,X,O,X,O,O,O
SLJOITZ,O,X,X,O,X,X,O,O,X,O,O,O
SLJOIZT,O,O,X,O,O,O,O,O,X,O,O,O
SLJOZTI,O,O,X,O,O,O,X,O,X,O,O,O
SLJOZIT,O,O,X,O,O,O,O,O,X,O,O,O
SLZTIJO,X,O,X,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLZTJIO,X,O,X,X,X,X,O,O,X,X,X,X
SLZTJOI,X,O,X,X,X,X,X,O,X,X,X,X
SLZTOIJ,X,O,X,X,X,O,X,X,X,O,X,X
SLZTOJI,X,O,X,X,X,O,X,O,X,O,X,X
SLZITJO,X,O,X,X,X,X,X,X,X,X,X,X
SLZITOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,O,O,X,X,X,X
SLZIJOT,O,O,X,O,O,O,O,O,X,O,X,O
SLZIOTJ,X,O,O,X,X,O,X,X,X,O,X,O
SLZIOJT,O,O,O,X,X,O,O,O,X,O,X,O
SLZJTIO,O,O,X,X,X,X,O,O,X,X,X,X
SLZJTOI,O,O,X,X,X,X,X,O,X,X,X,X
SLZJITO,O,O,X,X,X,X,O,O,X,X,X,X
SLZJIOT,O,O,X,O,O,O,O,O,X,O,O,O
SLZJOTI,O,O,X,O,O,O,X,O,X,O,O,O
SLZJOIT,O,O,X,O,O,O,O,O,X,O,O,O
SLZOTIJ,X,O,O,X,X,O,X,X,X,O,X,O
SLZOTJI,X,O,O,O,X,O,X,O,X,O,O,O
SLZOITJ,X,O,O,X,X,O,X,X,X,O,X,O
SLZOIJT,O,O,O,O,X,O,O,O,X,O,O,O
SLZOJTI,O,O,O,O,X,O,X,O,X,O,O,O
SLZOJIT,O,O,O,O,X,O,O,O,X,O,O,O
SLOTIJZ,O,X,O,X,X,X,X,X,X,O,X,O
SLOTIZJ,X,O,O,X,X,X,X,X,X,O,X,O
SLOTJIZ,O,X,O,X,X,X,X,X,X,O,O,O
SLOTJZI,O,X,O,X,X,O,X,X,X,O,O,O
SLOTZIJ,X,O,O,X,X,O,X,X,X,O,X,O
SLOTZJI,X,O,O,X,X,O,X,X,X,O,O,O
SLOITJZ,O,X,O,X,X,X,X,X,X,O,X,O
SLOITZJ,X,O,O,X,X,X,X,X,X,O,X,O
SLOIJTZ,O,X,O,X,X,X,O,O,X,O,O,O
SLOIJZT,O,O,O,X,X,O,O,O,X,O,O,O
SLOIZTJ,X,O,O,X,X,O,X,X,X,O,X,O
SLOIZJT,O,O,O,X,X,O,O,O,X,O,O,O
SLOJTIZ,O,X,O,X,X,X,X,O,X,O,O,O
SLOJTZI,O,X,O,X,X,O,X,O,X,O,O,O
SLOJITZ,O,X,O,X,X,X,X,O,X,O,O,O
SLOJIZT,O,O,O,X,X,O,X,O,X,O,O,O
SLOJZTI,O,O,O,X,X,O,X,O,X,O,O,O
SLOJZIT,O,O,O,X,X,O,X,O,X,O,O,O
SLOZTIJ,X,O,O,X,X,O,X,X,X,O,X,O
SLOZTJI,X,O,O,X,X,O,X,O,X,O,O,O
SLOZITJ,X,O,O,X,X,O,X,X,X,O,X,O
SLOZIJT,O,O,O,X,X,O,O,O,X,O,O,O
SLOZJTI,O,O,O,X,X,O,X,O,X,O,O,O
SLOZJIT,O,O,O,X,X,O,X,O,X,O,O,O
SJTILZO,O,X,X,X,X,X,O,O,O,X,X,X
SJTILOZ,O,X,X,O,X,X,O,O,O,X,X,X
SJTIZLO,O,X,X,X,X,X,O,O,O,X,X,X
SJTIZOL,O,X,X,O,X,X,O,O,O,X,X,X
SJTIOLZ,O,X,X,O,X,X,O,O,O,X,X,X
SJTIOZL,O,X,X,O,X,X,O,O,O,X,X,X
SJTLIZO,O,X,X,X,X,X,O,O,X,X,X,X
SJTLIOZ,O,X,X,O,X,X,O,O,X,X,X,X
SJTLZIO,O,X,X,X,X,X,O,O,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,O,X,X,X,X
SJTLOIZ,O,X,X,O,X,X,X,O,X,X,X,X
SJTLOZI,O,X,X,O,X,X,X,O,X,X,X,X
SJTZILO,O,X,X,X,X,X,O,O,O,X,X,X
SJTZIOL,O,X,X,O,O,X,O,O,O,X,X,X
SJTZLIO,O,X,X,X,X,X,O,O,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,O,X,X,X,X
SJTZOIL,O,X,X,O,O,X,X,O,O,X,X,X
SJTZOLI,O,X,X,O,O,X,X,O,X,X,X,X
SJTOILZ,O,X,X,O,X,X,X,O,O,X,X,X
SJTOIZL,O,X,X,O,X,X,X,O,O,X,X,X
SJTOLIZ,O,X,X,O,X,X,X,O,X,X,X,X
SJTOLZI,O,X,X,O,O,X,X,O,X,X,X,X
SJTOZIL,O,X,X,O,O,X,X,O,O,X,X,X
SJTOZLI,O,X,X,O,O,X,X,O,X,X,X,X
SJITLZO,O,X,X,X,X,X,O,O,O,X,X,X
SJITLOZ,O,X,X,O,X,X,O,O,O,X,X,X
SJITZLO,O,X,X,X,X,X,O,O,O,X,X,X
SJITZOL,O,X,X,O,X,X,O,O,O,X,X,X
SJITOLZ,O,X,X,O,X,X,O,O,O,X,X,X
SJITOZL,O,X,X,O,X,X,O,O,O,X,X,X
SJILTZO,O,X,X,X,X,X,O,O,O,X,X,X
SJILTOZ,O,X,X,O,X,X,O,O,O,X,X,X
SJILZTO,O,O,X,X,X,X,O,O,O,X,X,X
SJILZOT,O,O,X,O,X,X,O,O,O,O,X,X
SJILOTZ,O,X,X,O,X,X,O,O,O,O,X,X
SJILOZT,O,O,X,O,X,X,O,O,O,O,X,X
SJIZTLO,O,O,X,X,X,X,O,O,O,X,X,X
SJIZTOL,O,O,X,O,O,X,O,O,O,X,X,X
SJIZLTO,O,O,X,X,X,X,O,O,O,X,X,X
SJIZLOT,O,O,X,O,O,X,O,O,O,O,X,X
SJIZOTL,O,O,X,O,O,X,O,O,O,O,X,X
SJIZOLT,O,O,O,O,O,X,O,O,O,O,X,X
SJIOTLZ,O,X,X,O,X,X,O,O,O,O,X,X
SJIOTZL,O,X,X,O,X,X,O,O,O,O,X,X
SJIOLTZ,O,X,O,O,X,X,O,O,O,O,X,X
SJIOLZT,O,O,O,O,O,X,O,O,O,O,X,X
SJIOZTL,O,O,X,O,O,X,O,O,O,O,X,X
SJIOZLT,O,O,O,O,O,X,O,O,O,O,X,X
SJLTIZO,O,X,X,X,X,X,O,O,X,X,X,X
SJLTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
SJLTZIO,O,X,X,X,X,X,O,O,X,X,X,X
SJLTZOI,O,X,X,X,X,X,X,O,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,O,X,X,X,X
SJLTOZI,O,X,X,O,X,O,X,O,X,X,X,X
SJLITZO,O,X,X,X,X,X,O,O,O,X,X,X
SJLITOZ,O,X,X,O,X,X,O,O,O,X,X,X
SJLIZTO,O,O,X,X,X,X,O,O,O,X,X,X
SJLIZOT,O,O,X,O,X,X,O,O,O,O,X,X
SJLIOTZ,O,X,X,O,X,X,O,O,O,O,X,X
SJLIOZT,O,O,X,O,X,O,O,O,O,O,X,X
SJLZTIO,O,O,X,X,X,X,O,O,X,X,X,X
SJLZTOI,O,O,X,X,X,X,X,O,X,X,X,X
SJLZITO,O,O,X,X,X,X,O,O,O,X,X,X
SJLZIOT,O,O,X,O,O,O,O,O,O,O,X,X
SJLZOTI,O,O,X,O,O,O,X,O,X,O,X,X
SJLZOIT,O,O,X,O,O,O,O,O,O,O,X,X
SJLOTIZ,O,X,X,O,X,X,X,O,X,O,X,X
SJLOTZI,O,X,X,O,O,O,X,O,X,O,X,X
SJLOITZ,O,X,X,O,X,X,O,O,O,O,X,X
SJLOIZT,O,O,X,O,O,O,O,O,O,O,X,X
SJLOZTI,O,O,X,O,O,O,X,O,X,O,X,X
SJLOZIT,O,O,X,O,O,O,O,O,O,O,X,X
SJZTILO,O,O,X,X,X,X,O,O,O,X,X,X
SJZTIOL,O,O,X,O,O,X,O,O,O,X,X,X
SJZTLIO,O,O,X,X,X,X,O,O,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X,O,X,X,X,X
SJZTOIL,O,O,X,O,O,X,X,O,O,X,X,X
SJZTOLI,O,O,X,O,O,X,X,O,X,X,X,X
SJZITLO,O,O,X,X,X,X,O,O,O,X,X,X
SJZITOL,O,O,X,O,O,X,O,O,O,X,X,X
SJZILTO,O,O,X,X,X,X,O,O,O,X,X,X
SJZILOT,O,O,X,O,O,O,O,O,O,O,X,X
SJZIOTL,O,O,X,O,O,X,O,O,O,O,X,X
SJZIOLT,O,O,O,O,O,X,O,O,O,O,X,X
SJZLTIO,O,O,X,X,X,X,O,O,X,X,X,X
SJZLTOI,O,O,X,X,X,X,X,O,X,X,X,X
SJZLITO,O,O,X,X,X,X,O,O,O,X,X,X
SJZLIOT,O,O,X,O,O,O,O,O,O,O,X,X
SJZLOTI,O,O,X,O,O,O,X,O,X,O,X,X
