sequence,v115@VhC8FeD8BeA8JeRGJvhEKpBMtBusBvfBrVB,v115@VhC8FeD8BeA8Je01IvhE/fBKpBRmBGoBzsB,v115@VhC8FeD8BeA8JeXNJvhDCqBZkBUhBzcB,v115@VhC8FeD8BeA8Je5AJvhEmfB3hBTkBctByuB,v115@VhC8FeD8BeA8Je5AJvhEifB3hBzkBctB2uB,v115@VhC8FeD8BeA8JeSAJvhEZkB3hBGlBctBzpB,v115@VhC8FeD8BeA8JeZ6IvhEzfB3hBSqBctB2uB,v115@VhC8FeD8BeA8JemJJvhFykBpgB3hBMtBlnBTpB,v115@VhC8FeD8BeA8JeiJJvhF2kBpgBMtB3hBlnBzpB,v115@VhC8FeD8BeA8Jee8IvhEZkB3hBqpBTlBctB,v115@VhC8FeD8BeA8Jeq/IvhEZkBulB3hBctBzpB,v115@VhC8FeD8BeA8Jez7IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8JeT1IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8Jea8IvhE5gB3hBTkBeqBctB,v115@VhC8FeD8BeA8JeO1IvhEZkB3hBqpBTlBctB
ZSOJTLI,X,X,X,X,O,O,X,O,X,O,O,X,X,O,X
ZSOJITL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZSOJILT,X,X,O,X,O,O,O,O,X,O,O,O,X,O,X
ZSOJLTI,X,X,X,X,O,O,O,O,X,O,O,O,X,O,X
ZSOJLIT,X,X,O,X,O,O,O,O,X,O,O,O,X,O,O
ZOTILJS,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOTILSJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOTIJLS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTIJSL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTISLJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOTISJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTLIJS,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
ZOTLISJ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O
ZOTLJIS,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZOTLJSI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZOTLSIJ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O
ZOTLSJI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZOTJILS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTJISL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTJLIS,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOTJLSI,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOTJSIL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTJSLI,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOTSILJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOTSIJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTSLIJ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O
ZOTSLJI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZOTSJIL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTSJLI,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOITLJS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOITLSJ,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
ZOITJLS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOITJSL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOITSLJ,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
ZOITSJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOILTJS,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O
ZOILTSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O
ZOILJTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
ZOILJST,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
ZOILSTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
ZOILSJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
ZOIJTLS,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOIJTSL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOIJLTS,X,X,X,X,O,O,X,O,X,O,O,X,O,O,O
ZOIJLST,O,O,O,X,O,O,X,O,X,O,O,X,O,O,O
ZOIJSTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOIJSLT,X,X,O,X,O,O,X,O,X,O,O,X,O,O,O
ZOISTLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
ZOISTJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOISLTJ,X,X,O,O,X,X,X,X,O,O,O,O,O,X,O
ZOISLJT,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O
ZOISJTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOISJLT,X,X,O,X,O,O,X,O,X,O,O,O,O,O,O
ZOLTIJS,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O
ZOLTISJ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O
ZOLTJIS,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
ZOLTJSI,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
ZOLTSIJ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O
ZOLTSJI,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
ZOLITJS,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O
ZOLITSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O
ZOLIJTS,X,X,X,O,X,O,X,X,O,O,O,O,O,X,O
ZOLIJST,O,O,O,O,X,O,X,X,O,O,O,O,O,X,O
ZOLISTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
ZOLISJT,O,O,O,O,X,O,X,X,O,O,O,O,O,X,O
ZOLJTIS,X,X,X,O,X,O,O,X,O,O,O,O,X,X,X
ZOLJTSI,X,X,X,O,X,O,O,X,O,O,O,O,X,X,X
ZOLJITS,X,X,X,O,X,O,O,X,O,O,O,O,O,X,O
ZOLJIST,O,O,O,O,X,O,O,X,O,O,O,O,O,X,O
ZOLJSTI,O,O,X,O,X,O,O,X,O,O,O,O,X,X,X
ZOLJSIT,O,O,O,O,X,O,O,X,O,O,O,O,O,X,O
ZOLSTIJ,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O
ZOLSTJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X
ZOLSITJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
ZOLSIJT,O,O,O,O,X,O,X,X,O,O,O,O,O,X,O
ZOLSJTI,O,O,X,O,X,O,O,X,O,O,O,O,X,X,X
ZOLSJIT,O,O,O,O,X,O,O,X,O,O,O,O,O,X,O
ZOJTILS,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJTISL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJTLIS,X,X,X,X,O,O,X,O,X,O,O,X,X,X,X
ZOJTLSI,X,X,X,X,O,O,X,O,X,O,O,X,X,X,X
ZOJTSIL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJTSLI,X,X,X,X,O,O,X,O,X,O,O,X,X,O,X
ZOJITLS,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJITSL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJILTS,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X
ZOJILST,O,O,O,X,O,O,O,O,X,O,O,X,X,O,X
ZOJISTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJISLT,X,X,O,X,O,O,O,O,X,O,O,X,X,O,X
ZOJLTIS,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X
ZOJLTSI,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X
ZOJLITS,X,X,X,X,O,O,O,O,X,O,O,X,X,O,O
ZOJLIST,O,O,O,X,O,O,O,O,X,O,O,X,X,O,O
ZOJLSTI,O,O,X,X,O,O,O,O,X,O,O,X,X,O,X
ZOJLSIT,O,O,O,X,O,O,O,O,X,O,O,X,X,O,O
ZOJSTIL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJSTLI,X,X,X,X,O,O,X,O,X,O,O,X,X,O,X
ZOJSITL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOJSILT,X,X,O,X,O,O,O,O,X,O,O,X,X,O,X
ZOJSLTI,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X
ZOJSLIT,X,X,O,X,O,O,O,O,X,O,O,X,X,O,O
ZOSTILJ,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
ZOSTIJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOSTLIJ,X,X,O,X,X,X,X,X,O,O,O,O,X,X,O
ZOSTLJI,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X
ZOSTJIL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOSTJLI,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOSITLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
ZOSITJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOSILTJ,X,X,O,O,X,X,X,X,O,O,O,O,O,X,O
ZOSILJT,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O
ZOSIJTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOSIJLT,X,X,O,X,O,O,X,O,X,O,O,O,O,O,O
ZOSLTIJ,X,X,O,O,X,X,X,X,O,O,O,O,X,X,O
ZOSLTJI,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X
ZOSLITJ,X,X,O,O,X,X,X,X,O,O,O,O,O,X,O
ZOSLIJT,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O
ZOSLJTI,X,X,X,O,X,O,O,X,O,O,O,O,X,O,X
ZOSLJIT,X,X,O,O,X,O,O,X,O,O,O,O,O,O,O
ZOSJTIL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOSJTLI,X,X,X,X,O,O,X,O,X,O,O,X,X,O,X
ZOSJITL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
ZOSJILT,X,X,O,X,O,O,O,O,X,O,O,O,X,O,X
ZOSJLTI,X,X,X,X,O,O,O,O,X,O,O,O,X,O,X
ZOSJLIT,X,X,O,X,O,O,O,O,X,O,O,O,X,O,O
OTILJSZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILJZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILSJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILSZJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILZJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILZSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJLSZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJLZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJSLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJSZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJZLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJZSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTISLJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISLZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTISJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTISZLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIZLJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIZJSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIZSLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZSJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLIJSZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLIJZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLISJZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLISZJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLIZJS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLIZSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLJISZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLJIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLJSIZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLJSZI,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLJZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLJZSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLSIJZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLSIZJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLSJIZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLSZIJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLSZJI,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLZIJS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLZISJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLZJIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLZJSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLZSIJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLZSJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJILSZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJILZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJISLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJISZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJIZLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJIZSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJLISZ,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJLIZS,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJLSIZ,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJLSZI,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJLZIS,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJLZSI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJSILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSIZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSLIZ,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJSLZI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJSZIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSZLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJZILS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJZISL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJZLIS,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJZLSI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTJZSIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJZSLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSILJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSILZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSIJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSIZLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSLIJZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTSLIZJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTSLJIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSLJZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSLZIJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTSLZJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSJILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSJIZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSJLIZ,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSJLZI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSJZIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSJZLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSZILJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSZIJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSZLIJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTSZLJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSZJIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSZJLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZILJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZIJSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZISLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZISJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZLIJS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTZLISJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTZLJIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTZLJSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTZLSIJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTZLSJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTZJILS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZJISL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZJLIS,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZJLSI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZJSIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZJSLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZSILJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZSIJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZSLIJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O
OTZSLJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTZSJIL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZSJLI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OITLJSZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OITLJZS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITLSJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OITLSZJ,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OITLZJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITLZSJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITJLSZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJLZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJSLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJSZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJZLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJZSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITSLJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITSLZJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITSJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITSJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITSZLJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITSZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITZLJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITZLSJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITZJLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITZJSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITZSLJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITZSJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OILTJSZ,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O
OILTJZS,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O
OILTSJZ,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O
OILTSZJ,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O
OILTZJS,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O
OILTZSJ,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O
OILJTSZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
OILJTZS,X,X,X,O,X,O,X,X,X,O,O,O,O,O,O
OILJSTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
OILJSZT,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O
OILJZTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
OILJZST,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O
OILSTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
OILSTZJ,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O
OILSJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
OILSJZT,O,O,X,O,X,O,X,X,O,O,O,O,O,O,O
OILSZTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
OILSZJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
OILZTJS,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O
OILZTSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O
OILZJTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
OILZJST,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
OILZSTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
OILZSJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
OIJTLSZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJTLZS,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJTSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJTSZL,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJTZLS,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJTZSL,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJLTSZ,X,O,X,X,O,O,X,X,X,O,O,X,O,O,O
OIJLTZS,X,X,X,X,O,O,X,X,X,O,O,X,O,O,O
OIJLSTZ,X,O,X,X,O,O,X,X,X,O,O,X,O,O,O
OIJLSZT,X,O,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJLZTS,X,X,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJLZST,X,O,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJSTLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJSTZL,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OIJSLTZ,X,O,X,X,O,O,X,X,X,O,O,X,O,O,O
OIJSLZT,X,O,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJSZTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
OIJSZLT,X,X,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJZTLS,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
OIJZTSL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
OIJZLTS,X,X,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJZLST,X,O,X,X,O,O,X,O,X,O,O,X,O,O,O
OIJZSTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
OIJZSLT,X,X,X,X,O,O,X,O,X,O,O,X,O,O,O
OISTLJZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
OISTLZJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
OISTJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OISTJZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OISTZLJ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
OISTZJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OISLTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
OISLTZJ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
OISLJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
OISLJZT,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O
OISLZTJ,X,O,O,O,X,X,X,X,O,O,O,O,O,X,O
OISLZJT,X,O,O,O,X,O,X,X,O,O,O,O,O,O,O
OISJTLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OISJTZL,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X
OISJLTZ,X,O,X,X,O,O,X,X,X,O,O,O,O,O,O
OISJLZT,X,O,X,X,O,O,X,O,X,O,O,O,O,O,O
OISJZTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
OISJZLT,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O
OISZTLJ,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
OISZTJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OISZLTJ,X,X,O,O,X,X,X,X,O,O,O,O,O,X,O
OISZLJT,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O
OISZJTL,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
OISZJLT,X,X,O,X,O,O,X,O,X,O,O,O,O,O,O
OIZTLJS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OIZTLSJ,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
OIZTJLS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OIZTJSL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OIZTSLJ,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
OIZTSJL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OIZLTJS,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O
OIZLTSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O
OIZLJTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
OIZLJST,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
