sequence,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxYB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxYBX?eB0iBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jei1IvhFRXBceB3aBG?dBziBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxdB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jey6IvhFGXBxdBTaB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jem1IvhFRXBTaBFeBf?oBUnBCtB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBRXBceBf?oBFnBusB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeO6IvhF8aBRXBXeBz?nBFnBCtB
SZTLIOJ,X,X,O,X,X,X,O,X
SZTLJIO,X,X,O,X,X,X,O,X
SZTLJOI,X,X,O,X,X,X,O,X
SZTLOIJ,X,X,O,X,X,X,O,X
SZTLOJI,X,X,O,X,X,X,O,X
SZTJILO,X,X,O,X,X,X,X,X
SZTJIOL,X,X,O,X,X,X,X,X
SZTJLIO,X,X,O,X,X,X,X,X
SZTJLOI,X,X,O,X,X,X,X,X
SZTJOIL,X,X,O,X,X,X,X,X
SZTJOLI,X,X,O,X,X,X,X,X
SZTOILJ,X,X,O,X,X,O,X,X
SZTOIJL,X,X,O,X,X,O,X,X
SZTOLIJ,X,X,O,X,X,O,X,X
SZTOLJI,X,X,O,X,X,O,X,X
SZTOJIL,X,X,O,X,X,O,X,X
SZTOJLI,X,X,O,X,X,O,X,X
SZITLJO,X,X,O,X,X,X,X,X
SZITLOJ,X,X,O,X,X,X,X,X
SZITJLO,X,X,O,X,X,X,X,X
SZITJOL,X,X,O,X,X,X,X,X
SZITOLJ,X,X,O,X,X,X,X,X
SZITOJL,X,X,O,X,X,X,X,X
SZILTJO,X,X,O,X,X,X,O,X
SZILTOJ,X,X,O,X,X,X,O,X
SZILJTO,X,X,O,X,X,X,X,X
SZILJOT,O,O,O,X,X,X,X,X
SZILOTJ,X,X,X,X,X,X,O,X
SZILOJT,O,O,O,X,X,X,X,X
SZIJTLO,X,X,O,X,X,X,X,X
SZIJTOL,X,X,X,X,X,X,X,X
SZIJLTO,X,X,O,X,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X,X
SZIJOTL,X,X,X,X,X,X,X,X
SZIJOLT,X,X,O,X,X,X,X,X
SZIOTLJ,X,X,X,X,X,X,X,X
SZIOTJL,X,X,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,X,X,X,X
SZIOLJT,X,X,O,X,X,X,X,X
SZIOJTL,X,X,X,X,X,X,X,X
SZIOJLT,X,X,O,X,X,X,X,X
SZLTIJO,O,O,O,X,X,X,O,X
SZLTIOJ,O,O,O,X,X,X,O,X
SZLTJIO,O,O,O,X,X,X,O,X
SZLTJOI,O,O,O,X,X,X,O,X
SZLTOIJ,O,O,O,X,X,X,O,X
SZLTOJI,O,O,O,X,X,X,O,X
SZLITJO,O,O,O,X,X,X,O,X
SZLITOJ,O,O,O,X,X,X,O,X
SZLIJTO,O,O,O,X,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,O,X
SZLIOJT,O,O,O,X,X,X,X,X
SZLJTIO,O,O,O,X,X,X,O,X
SZLJTOI,O,O,O,X,X,X,O,X
SZLJITO,O,O,O,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,O,X
SZLJOIT,O,O,O,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,X,O,X
SZLOTJI,O,O,X,X,X,X,O,X
SZLOITJ,O,O,X,X,X,X,O,X
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,O,O,O,X,X,X,O,X
SZLOJIT,O,O,O,X,X,X,X,X
SZJTILO,X,X,O,X,X,X,X,X
SZJTIOL,X,X,X,X,X,X,X,X
SZJTLIO,X,X,O,X,X,X,X,X
SZJTLOI,X,X,O,X,X,X,X,X
SZJTOIL,X,X,X,X,X,X,X,X
SZJTOLI,X,X,X,X,X,X,X,X
SZJITLO,X,X,O,X,X,X,X,X
SZJITOL,X,X,X,X,X,X,X,X
SZJILTO,X,X,O,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,X,X,X,X,X,X,X,X
SZJIOLT,X,X,O,X,X,X,X,X
SZJLTIO,O,O,O,X,X,X,O,X
SZJLTOI,O,O,O,X,X,X,O,X
SZJLITO,O,O,O,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,O,X
SZJLOIT,O,O,O,X,X,X,X,X
SZJOTIL,X,X,X,X,X,X,X,O
SZJOTLI,X,X,X,X,X,X,X,O
SZJOITL,X,X,X,X,X,X,X,O
SZJOILT,X,X,O,X,X,X,X,X
SZJOLTI,X,X,O,X,X,X,X,O
SZJOLIT,X,X,O,X,X,X,X,X
SZOTILJ,X,X,X,X,X,O,X,X
SZOTIJL,X,X,X,X,X,O,X,X
SZOTLIJ,X,X,X,X,X,O,X,X
SZOTLJI,X,X,X,X,X,O,X,X
SZOTJIL,X,X,X,X,X,O,X,O
SZOTJLI,X,X,X,X,X,O,X,O
SZOITLJ,X,X,X,X,X,X,X,X
SZOITJL,X,X,X,X,X,X,X,X
SZOILTJ,X,X,X,X,X,X,X,X
SZOILJT,X,X,O,X,X,X,X,X
SZOIJTL,X,X,X,X,X,X,X,O
SZOIJLT,X,X,O,X,X,X,X,X
SZOLTIJ,X,X,X,X,X,X,O,X
SZOLTJI,X,X,X,X,X,X,O,X
SZOLITJ,X,X,X,X,X,X,O,X
SZOLIJT,X,X,O,X,X,X,X,X
SZOLJTI,X,X,O,X,X,X,O,O
SZOLJIT,X,X,O,X,X,X,X,X
SZOJTIL,X,X,X,X,X,O,X,O
SZOJTLI,X,X,X,X,X,O,X,O
SZOJITL,X,X,X,X,X,X,X,O
SZOJILT,X,X,O,X,X,X,X,X
SZOJLTI,X,X,O,X,X,X,X,O
SZOJLIT,X,X,O,X,X,X,X,X
SOTILJZ,X,X,O,X,X,X,X,X
SOTILZJ,X,X,O,X,X,X,X,X
SOTIJLZ,X,X,O,X,X,X,X,X
SOTIJZL,X,X,O,X,X,O,X,X
SOTIZLJ,X,X,O,X,X,O,X,X
SOTIZJL,X,X,O,X,X,O,X,X
SOTLIJZ,X,X,O,X,X,X,X,X
SOTLIZJ,X,X,O,X,X,X,X,X
SOTLJIZ,X,X,O,X,X,X,X,X
SOTLJZI,X,X,O,X,X,O,X,X
SOTLZIJ,X,X,O,X,X,O,X,X
SOTLZJI,X,X,O,X,X,O,X,X
SOTJILZ,X,X,O,X,X,X,X,X
SOTJIZL,X,X,O,X,X,O,X,X
SOTJLIZ,X,X,O,X,X,X,X,X
SOTJLZI,X,X,O,X,X,O,X,X
SOTJZIL,X,X,O,X,X,O,X,X
SOTJZLI,X,X,O,X,X,O,X,X
SOTZILJ,X,X,O,X,X,O,X,X
SOTZIJL,X,X,O,X,X,O,X,X
SOTZLIJ,X,X,O,X,X,O,X,X
SOTZLJI,X,X,O,X,X,O,X,X
SOTZJIL,X,X,O,X,X,O,X,O
SOTZJLI,X,X,O,X,X,O,X,O
SOITLJZ,X,X,O,X,X,X,X,X
SOITLZJ,X,X,O,X,X,X,X,X
SOITJLZ,X,X,O,X,X,X,X,X
SOITJZL,X,X,O,X,X,O,X,X
SOITZLJ,X,X,O,X,X,O,X,X
SOITZJL,X,X,O,X,X,O,X,X
SOILTJZ,X,O,O,X,X,X,X,X
SOILTZJ,X,X,O,X,X,X,X,X
SOILJTZ,X,O,X,X,X,X,X,X
SOILJZT,X,O,O,X,X,X,X,X
SOILZTJ,X,X,X,X,X,X,X,X
SOILZJT,X,O,O,X,X,X,X,X
SOIJTLZ,X,X,X,X,X,X,X,X
SOIJTZL,X,X,X,X,X,O,X,X
SOIJLTZ,X,O,X,X,X,X,X,X
SOIJLZT,X,O,O,X,X,X,X,X
SOIJZTL,X,X,X,X,X,X,X,X
SOIJZLT,X,X,O,X,X,X,X,X
SOIZTLJ,X,X,X,X,X,X,X,X
SOIZTJL,X,X,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,X,X,X,X
SOIZLJT,X,X,O,X,X,X,X,X
SOIZJTL,X,X,X,X,X,X,X,O
SOIZJLT,X,X,O,X,X,X,X,X
SOLTIJZ,X,O,O,X,X,X,X,X
SOLTIZJ,X,X,O,X,X,X,X,X
SOLTJIZ,X,O,O,X,X,X,X,X
SOLTJZI,X,O,O,X,X,O,X,X
SOLTZIJ,X,O,O,X,X,O,O,X
SOLTZJI,X,O,O,X,X,O,O,X
SOLITJZ,X,O,O,X,X,X,X,X
SOLITZJ,X,X,O,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,X,X
SOLIJZT,X,O,O,X,X,X,X,X
SOLIZTJ,X,O,X,X,X,X,O,X
SOLIZJT,X,O,O,X,X,X,X,X
SOLJTIZ,X,O,X,X,X,X,X,X
SOLJTZI,X,O,X,X,X,O,X,X
SOLJITZ,X,O,X,X,X,X,X,X
SOLJIZT,X,O,O,X,X,X,X,X
SOLJZTI,X,O,O,X,X,X,O,X
SOLJZIT,X,O,O,X,X,X,X,X
SOLZTIJ,X,O,X,X,X,X,O,X
SOLZTJI,X,O,X,X,X,X,O,X
SOLZITJ,X,O,X,X,X,X,O,X
SOLZIJT,X,O,O,X,X,X,X,X
SOLZJTI,X,O,O,X,X,X,O,O
SOLZJIT,X,O,O,X,X,X,X,X
SOJTILZ,X,X,X,X,X,X,X,X
SOJTIZL,X,X,X,X,X,O,X,X
SOJTLIZ,X,X,X,X,X,X,X,X
SOJTLZI,X,X,X,X,X,O,X,X
SOJTZIL,X,X,X,X,X,O,X,X
SOJTZLI,X,X,X,X,X,O,X,X
SOJITLZ,X,X,X,X,X,X,X,X
SOJITZL,X,X,X,X,X,O,X,X
SOJILTZ,X,O,X,X,X,X,X,X
SOJILZT,X,O,O,X,X,X,X,X
SOJIZTL,X,X,X,X,X,X,X,X
SOJIZLT,X,X,O,X,X,X,X,X
SOJLTIZ,X,O,X,X,X,X,X,X
SOJLTZI,X,O,X,X,X,O,X,X
SOJLITZ,X,O,X,X,X,X,X,X
SOJLIZT,X,O,O,X,X,X,X,X
SOJLZTI,X,O,O,X,X,X,X,X
SOJLZIT,X,O,O,X,X,X,X,X
SOJZTIL,X,X,X,X,X,O,X,O
SOJZTLI,X,X,X,X,X,O,X,O
SOJZITL,X,X,X,X,X,X,X,O
SOJZILT,X,X,O,X,X,X,X,X
SOJZLTI,X,X,O,X,X,X,X,O
SOJZLIT,X,X,O,X,X,X,X,X
SOZTILJ,X,X,X,X,X,O,X,X
SOZTIJL,X,X,X,X,X,O,X,X
SOZTLIJ,X,X,X,X,X,O,X,X
SOZTLJI,X,X,X,X,X,O,X,X
SOZTJIL,X,X,X,X,X,O,X,O
SOZTJLI,X,X,X,X,X,O,X,O
SOZITLJ,X,X,X,X,X,X,X,X
SOZITJL,X,X,X,X,X,X,X,X
SOZILTJ,X,X,X,X,X,X,X,X
SOZILJT,X,X,O,X,X,X,X,X
SOZIJTL,X,X,X,X,X,X,X,O
SOZIJLT,X,X,O,X,X,X,X,X
SOZLTIJ,X,X,X,X,X,X,O,X
SOZLTJI,X,X,X,X,X,X,O,X
SOZLITJ,X,X,X,X,X,X,O,X
SOZLIJT,X,X,O,X,X,X,X,X
SOZLJTI,X,X,O,X,X,X,O,O
SOZLJIT,X,X,O,X,X,X,X,X
SOZJTIL,X,X,X,X,X,O,X,O
SOZJTLI,X,X,X,X,X,O,X,O
SOZJITL,X,X,X,X,X,X,X,O
SOZJILT,X,X,O,X,X,X,X,X
SOZJLTI,X,X,O,X,X,X,X,O
SOZJLIT,X,X,O,X,X,X,X,X
ZTILJSO,O,X,O,X,O,X,X,X
ZTILJOS,O,X,X,O,O,X,X,X
ZTILSJO,O,X,O,X,X,X,X,X
ZTILSOJ,O,X,O,X,X,X,X,X
ZTILOJS,O,X,X,O,X,X,X,X
ZTILOSJ,O,X,X,X,X,X,X,X
ZTIJLSO,O,X,O,X,O,X,X,X
ZTIJLOS,O,X,X,O,O,X,X,X
ZTIJSLO,O,X,O,X,X,X,X,X
ZTIJSOL,X,X,O,X,X,X,X,X
ZTIJOLS,O,X,X,X,X,X,X,X
ZTIJOSL,X,X,O,X,X,X,X,X
ZTISLJO,O,X,O,X,X,X,X,X
ZTISLOJ,O,X,O,X,X,X,X,X
ZTISJLO,O,X,O,X,X,X,X,X
ZTISJOL,X,X,O,X,X,X,X,X
ZTISOLJ,X,X,O,X,X,X,X,X
ZTISOJL,X,X,O,X,X,X,X,X
ZTIOLJS,O,X,X,X,X,X,X,X
ZTIOLSJ,O,X,X,X,X,X,X,X
ZTIOJLS,O,X,X,X,X,X,X,X
ZTIOJSL,X,X,O,X,X,X,X,X
ZTIOSLJ,X,X,O,X,X,X,X,X
ZTIOSJL,X,X,O,X,X,X,X,X
ZTLIJSO,O,X,O,X,O,X,X,X
ZTLIJOS,O,X,X,O,O,X,X,X
ZTLISJO,O,X,O,X,X,X,X,X
ZTLISOJ,O,X,O,X,X,X,X,X
ZTLIOJS,O,X,X,O,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,X,X
ZTLJISO,O,X,O,X,O,X,X,X
ZTLJIOS,O,X,X,O,O,X,X,X
ZTLJSIO,O,O,O,X,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,X,X
ZTLJOIS,O,X,X,O,X,X,X,X
ZTLJOSI,O,O,X,X,X,X,X,X
ZTLSIJO,O,O,O,X,X,X,X,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,X,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,X,X
ZTLSOIJ,O,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,X,X,X,X,X
ZTLOIJS,O,X,X,O,X,X,X,X
ZTLOISJ,O,X,X,X,X,X,X,X
ZTLOJIS,O,X,X,O,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X,X
ZTLOSJI,O,O,X,X,X,X,X,X
ZTJILSO,O,X,O,X,O,X,X,X
ZTJILOS,O,X,X,O,O,X,X,X
ZTJISLO,O,X,O,X,X,X,X,X
ZTJISOL,X,X,O,X,X,X,X,X
ZTJIOLS,O,X,X,X,X,X,X,X
ZTJIOSL,X,X,O,X,X,X,X,X
ZTJLISO,O,X,O,X,O,X,X,X
ZTJLIOS,O,X,X,O,O,X,X,X
ZTJLSIO,O,O,O,X,X,X,X,X
ZTJLSOI,O,O,O,X,X,X,X,X
ZTJLOIS,O,X,X,O,X,X,X,X
ZTJLOSI,O,O,X,X,X,X,X,X
ZTJSILO,O,O,O,X,X,X,X,X
ZTJSIOL,X,X,O,X,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,X,X
ZTJSOIL,X,X,O,X,X,X,X,X
ZTJSOLI,X,X,O,X,X,X,X,X
ZTJOILS,O,X,X,X,X,X,X,X
ZTJOISL,X,X,O,X,X,X,X,X
ZTJOLIS,O,X,X,X,X,X,X,X
ZTJOLSI,O,X,X,X,X,X,X,X
ZTJOSIL,X,X,O,X,X,X,X,O
ZTJOSLI,X,X,O,X,X,X,X,O
ZTSILJO,O,O,O,X,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,X,X,X,X,X
ZTSIJOL,X,X,O,X,X,X,X,X
ZTSIOLJ,X,X,O,X,X,X,X,X
ZTSIOJL,X,X,O,X,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,X,X
ZTSLOIJ,O,O,O,X,X,X,X,X
ZTSLOJI,O,O,O,X,X,X,X,X
ZTSJILO,O,O,O,X,X,X,X,X
ZTSJIOL,X,X,O,X,X,X,X,X
ZTSJLIO,O,O,O,X,X,X,X,X
ZTSJLOI,O,O,O,X,X,X,X,X
ZTSJOIL,X,X,O,X,X,X,X,X
ZTSJOLI,X,X,O,X,X,X,X,X
ZTSOILJ,X,X,O,X,X,X,X,X
ZTSOIJL,X,X,O,X,X,X,X,X
ZTSOLIJ,X,X,O,X,X,X,X,X
ZTSOLJI,X,X,O,X,X,X,X,X
ZTSOJIL,X,X,O,X,X,X,X,X
ZTSOJLI,X,X,O,X,X,X,X,X
ZTOILJS,O,X,X,X,X,X,X,X
ZTOILSJ,O,X,X,X,X,X,X,X
ZTOIJLS,O,X,X,X,X,X,X,X
ZTOIJSL,X,X,O,X,X,X,X,X
ZTOISLJ,X,X,O,X,X,X,X,X
ZTOISJL,X,X,O,X,X,X,X,X
ZTOLIJS,O,X,X,X,X,X,X,X
ZTOLISJ,O,X,X,X,X,X,X,X
ZTOLJIS,O,X,X,X,X,X,X,X
ZTOLJSI,O,X,X,X,X,X,X,X
ZTOLSIJ,O,X,X,X,X,X,X,X
ZTOLSJI,O,X,X,X,X,X,X,X
ZTOJILS,O,X,X,X,X,X,X,X
ZTOJISL,X,X,O,X,X,X,X,X
ZTOJLIS,O,X,X,X,X,X,X,X
ZTOJLSI,O,X,X,X,X,X,X,X
ZTOJSIL,X,X,O,X,X,X,X,O
ZTOJSLI,X,X,O,X,X,X,X,O
ZTOSILJ,X,X,O,X,X,X,X,X
ZTOSIJL,X,X,O,X,X,X,X,X
ZTOSLIJ,X,X,O,X,X,X,X,X
ZTOSLJI,X,X,O,X,X,X,X,X
ZTOSJIL,X,X,O,X,X,X,X,O
ZTOSJLI,X,X,O,X,X,X,X,O
ZITLJSO,X,X,O,X,X,X,X,X
ZITLJOS,O,X,X,X,X,X,X,X
ZITLSJO,X,X,O,X,X,X,X,X
ZITLSOJ,X,X,O,X,X,X,X,X
ZITLOJS,O,X,X,X,X,X,X,X
ZITLOSJ,X,X,X,X,X,X,X,X
ZITJLSO,X,X,O,X,X,X,X,X
ZITJLOS,O,X,X,X,X,X,X,X
ZITJSLO,X,X,O,X,X,X,X,X
ZITJSOL,X,X,O,X,X,X,X,X
ZITJOLS,X,X,X,X,X,X,X,X
ZITJOSL,X,X,O,X,X,X,X,X
ZITSLJO,X,X,O,X,X,X,X,X
ZITSLOJ,X,X,O,X,X,X,X,X
ZITSJLO,X,X,O,X,X,X,X,X
ZITSJOL,X,X,O,X,X,X,X,X
ZITSOLJ,X,X,O,X,X,X,X,X
ZITSOJL,X,X,O,X,X,X,X,X
ZITOLJS,X,X,X,X,X,X,X,X
ZITOLSJ,X,X,X,X,X,X,X,X
ZITOJLS,X,X,X,X,X,X,X,X
ZITOJSL,X,X,O,X,X,X,X,X
ZITOSLJ,X,X,O,X,X,X,X,X
ZITOSJL,X,X,O,X,X,X,X,X
ZILTJSO,X,X,X,X,X,X,X,X
ZILTJOS,O,X,X,X,X,X,X,X
ZILTSJO,X,X,X,X,X,X,X,X
ZILTSOJ,X,X,X,X,X,X,X,X
ZILTOJS,O,X,X,X,X,X,X,X
ZILTOSJ,X,X,X,X,X,X,X,X
ZILJTSO,X,X,X,X,O,X,X,X
ZILJTOS,O,X,X,X,O,X,X,X
ZILJSTO,O,X,O,X,X,X,X,X
ZILJSOT,O,X,O,X,O,X,X,X
ZILJOTS,O,X,X,O,O,X,X,X
ZILJOST,O,X,X,O,O,X,X,X
ZILSTJO,O,X,O,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X,X,X
ZILSJTO,O,X,O,X,X,X,X,X
ZILSJOT,O,X,O,X,X,X,X,X
ZILSOTJ,O,X,X,X,X,X,X,X
ZILSOJT,O,X,O,X,X,X,X,X
ZILOTJS,O,X,X,X,X,X,X,X
ZILOTSJ,X,X,X,X,X,X,X,X
ZILOJTS,O,X,X,O,X,X,X,X
ZILOJST,O,X,X,O,X,X,X,X
ZILOSTJ,O,X,X,X,X,X,X,X
ZILOSJT,O,X,X,X,X,X,X,X
ZIJTLSO,X,X,X,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X,X,X
ZIJTSLO,X,X,O,X,X,X,X,X
ZIJTSOL,X,X,X,X,X,X,X,X
ZIJTOLS,X,X,X,X,X,X,X,X
ZIJTOSL,X,X,X,X,X,X,X,X
ZIJLTSO,X,X,X,X,O,X,X,X
ZIJLTOS,O,X,X,X,O,X,X,X
ZIJLSTO,O,X,O,X,X,X,X,X
ZIJLSOT,O,X,O,X,O,X,X,X
ZIJLOTS,O,X,X,O,O,X,X,X
ZIJLOST,O,X,X,O,O,X,X,X
ZIJSTLO,X,X,O,X,X,X,X,X
ZIJSTOL,X,X,X,X,X,X,X,X
ZIJSLTO,X,X,O,X,X,X,X,X
ZIJSLOT,O,X,O,X,X,X,X,X
ZIJSOTL,X,X,X,X,X,X,X,X
ZIJSOLT,X,X,O,X,X,X,X,X
ZIJOTLS,X,X,X,X,X,X,X,X
ZIJOTSL,X,X,X,X,X,X,X,X
ZIJOLTS,O,X,X,X,X,X,X,X
ZIJOLST,O,X,X,X,X,X,X,X
ZIJOSTL,X,X,X,X,X,X,X,O
ZIJOSLT,X,X,O,X,X,X,X,X
ZISTLJO,X,X,O,X,X,X,X,X
ZISTLOJ,X,X,O,X,X,X,X,X
ZISTJLO,X,X,O,X,X,X,X,X
ZISTJOL,X,X,O,X,X,X,X,X
ZISTOLJ,X,X,O,X,X,X,X,X
ZISTOJL,X,X,O,X,X,X,X,X
ZISLTJO,X,X,O,X,X,X,X,X
ZISLTOJ,X,X,O,X,X,X,X,X
ZISLJTO,X,X,O,X,X,X,X,X
ZISLJOT,O,X,O,X,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,X,X
ZISLOJT,O,X,O,X,X,X,X,X
ZISJTLO,X,X,O,X,X,X,X,X
ZISJTOL,X,X,X,X,X,X,X,X
ZISJLTO,X,X,O,X,X,X,X,X
ZISJLOT,O,X,O,X,X,X,X,X
ZISJOTL,X,X,X,X,X,X,X,X
ZISJOLT,X,X,O,X,X,X,X,X
ZISOTLJ,X,X,X,X,X,X,X,X
ZISOTJL,X,X,X,X,X,X,X,X
ZISOLTJ,X,X,X,X,X,X,X,X
ZISOLJT,X,X,O,X,X,X,X,X
ZISOJTL,X,X,X,X,X,X,X,X
ZISOJLT,X,X,O,X,X,X,X,X
ZIOTLJS,X,X,X,X,X,X,X,X
ZIOTLSJ,X,X,X,X,X,X,X,X
ZIOTJLS,X,X,X,X,X,X,X,X
ZIOTJSL,X,X,X,X,X,X,X,X
ZIOTSLJ,X,X,X,X,X,X,X,X
ZIOTSJL,X,X,X,X,X,X,X,X
ZIOLTJS,O,X,X,X,X,X,X,X
ZIOLTSJ,X,X,X,X,X,X,X,X
ZIOLJTS,O,X,X,X,X,X,X,X
ZIOLJST,O,X,X,X,X,X,X,X
ZIOLSTJ,X,X,X,X,X,X,X,X
ZIOLSJT,O,X,X,X,X,X,X,X
ZIOJTLS,X,X,X,X,X,X,X,X
ZIOJTSL,X,X,X,X,X,X,X,X
ZIOJLTS,O,X,X,X,X,X,X,X
ZIOJLST,O,X,X,X,X,X,X,X
ZIOJSTL,X,X,X,X,X,X,X,O
ZIOJSLT,X,X,O,X,X,X,X,X
ZIOSTLJ,X,X,X,X,X,X,X,X
ZIOSTJL,X,X,X,X,X,X,X,X
ZIOSLTJ,X,X,X,X,X,X,X,X
ZIOSLJT,X,X,O,X,X,X,X,X
ZIOSJTL,X,X,X,X,X,X,X,O
ZIOSJLT,X,X,O,X,X,X,X,X
ZLTIJSO,O,X,X,X,O,X,X,X
ZLTIJOS,O,X,X,O,O,X,X,X
ZLTISJO,O,X,X,X,X,X,X,X
ZLTISOJ,O,X,X,X,X,X,X,X
ZLTIOJS,O,X,X,O,X,X,X,X
ZLTIOSJ,O,X,X,X,X,X,X,X
ZLTJISO,O,X,X,X,O,X,X,X
ZLTJIOS,O,X,X,O,O,X,X,X
ZLTJSIO,O,O,X,X,X,X,X,X
ZLTJSOI,O,O,X,X,X,X,X,X
ZLTJOIS,O,X,X,O,X,X,X,X
ZLTJOSI,O,O,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,X,X,X,X,X,X
ZLTSJOI,O,O,X,X,X,X,X,X
ZLTSOIJ,O,O,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X,X
ZLTOIJS,O,X,X,O,X,X,X,X
ZLTOISJ,O,X,X,X,X,X,X,X
ZLTOJIS,O,X,X,O,X,X,X,X
ZLTOJSI,O,O,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,X,X,X,X
ZLTOSJI,O,O,X,X,X,X,X,X
ZLITJSO,X,X,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X,X
ZLITSJO,X,X,X,X,X,X,X,X
ZLITSOJ,X,X,X,X,X,X,X,X
ZLITOJS,O,X,X,X,X,X,X,X
ZLITOSJ,X,X,X,X,X,X,X,X
ZLIJTSO,X,X,X,X,O,X,X,X
ZLIJTOS,O,X,X,X,O,X,X,X
ZLIJSTO,O,X,O,X,X,X,X,X
ZLIJSOT,O,X,O,X,O,X,X,X
ZLIJOTS,O,X,X,O,O,X,X,X
ZLIJOST,O,X,X,O,O,X,X,X
ZLISTJO,O,X,O,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,X,X,X
ZLISJTO,O,X,O,X,X,X,X,X
ZLISJOT,O,X,O,X,X,X,X,X
ZLISOTJ,O,X,X,X,X,X,X,X
ZLISOJT,O,X,O,X,X,X,X,X
ZLIOTJS,O,X,X,X,X,X,X,X
ZLIOTSJ,X,X,X,X,X,X,X,X
ZLIOJTS,O,X,X,O,X,X,X,X
ZLIOJST,O,X,X,O,X,X,X,X
ZLIOSTJ,O,X,X,X,X,X,X,X
ZLIOSJT,O,X,X,X,X,X,X,X
ZLJTISO,O,X,X,X,O,X,X,X
ZLJTIOS,O,X,X,O,O,X,X,X
ZLJTSIO,O,O,X,X,X,X,X,X
ZLJTSOI,O,O,X,X,X,X,X,X
ZLJTOIS,O,X,X,O,X,X,X,X
ZLJTOSI,O,O,X,X,X,X,X,X
ZLJITSO,X,X,X,X,O,X,X,X
ZLJITOS,O,X,X,X,O,X,X,X
ZLJISTO,O,X,O,X,X,X,X,X
ZLJISOT,O,X,O,X,O,X,X,X
ZLJIOTS,O,X,X,O,O,X,X,X
ZLJIOST,O,X,X,O,O,X,X,X
ZLJSTIO,O,O,O,X,X,X,X,X
ZLJSTOI,O,O,O,X,X,X,X,X
ZLJSITO,O,O,O,X,X,X,X,X
ZLJSIOT,O,O,O,X,X,X,X,X
ZLJSOTI,O,O,O,X,X,X,X,X
ZLJSOIT,O,O,O,X,X,X,X,X
ZLJOTIS,O,X,X,O,X,X,X,X
ZLJOTSI,O,O,X,X,X,X,X,X
ZLJOITS,O,X,X,O,X,X,X,X
ZLJOIST,O,X,X,O,X,X,X,X
ZLJOSTI,O,O,X,X,X,X,X,O
ZLJOSIT,O,O,X,X,X,X,X,X
ZLSTIJO,O,O,O,X,X,X,O,X
ZLSTIOJ,O,O,X,X,X,X,O,X
ZLSTJIO,O,O,O,X,X,X,O,X
ZLSTJOI,O,O,O,X,X,X,O,X
ZLSTOIJ,O,O,X,X,X,X,O,X
ZLSTOJI,O,O,X,X,X,X,O,X
ZLSITJO,O,O,O,X,X,X,O,X
ZLSITOJ,O,O,X,X,X,X,O,X
ZLSIJTO,O,O,O,X,X,X,X,X
