sequence,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFlgBRiBzkB3nB0r?BirB,v115@GhA8IeA8CeA8DeF8CeC8Je1FJvhFxhBynBTkBcrBmk?BXsB,v115@GhA8IeA8CeA8DeF8CeC8Je0/IvhFlgB3hBziB2pBxr?BywB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFxgB8nBypBFmB3r?BOsB,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFxgBiiBzkB3nB0r?BFrB,v115@GhA8IeA8CeA8DeF8CeC8Je3AJvhFRiB0kBOrBlnBik?BzrB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFlgBmiBypBxrBcr?BXsB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhF8nBypBRmBmlB3r?BFsB
ZLSOIJT,O,O,X,X,O,X,X,O
ZLSOJTI,O,O,X,O,O,X,X,X
ZLSOJIT,O,O,X,X,O,X,X,O
ZLOTIJS,X,O,X,X,X,X,O,O
ZLOTISJ,X,O,X,O,X,X,O,O
ZLOTJIS,X,O,X,X,X,O,X,X
ZLOTJSI,O,O,X,X,X,O,X,X
ZLOTSIJ,O,O,X,O,X,X,X,O
ZLOTSJI,O,O,X,O,X,X,X,X
ZLOITJS,X,O,X,X,X,X,O,O
ZLOITSJ,X,O,X,O,X,X,O,O
ZLOIJTS,X,O,X,X,X,X,O,O
ZLOIJST,X,X,X,X,O,X,O,O
ZLOISTJ,X,O,X,O,O,X,O,O
ZLOISJT,X,X,X,X,O,X,O,O
ZLOJTIS,X,O,X,X,X,O,X,X
ZLOJTSI,O,O,X,X,X,O,X,X
ZLOJITS,X,O,X,X,X,X,O,O
ZLOJIST,X,X,X,X,O,X,O,O
ZLOJSTI,O,X,X,O,O,O,X,X
ZLOJSIT,O,X,X,X,O,X,X,O
ZLOSTIJ,O,O,X,O,O,X,X,O
ZLOSTJI,O,O,X,O,O,X,X,X
ZLOSITJ,O,O,X,O,O,X,X,O
ZLOSIJT,O,O,X,X,O,X,X,O
ZLOSJTI,O,O,X,O,O,X,X,X
ZLOSJIT,O,O,X,X,O,X,X,O
ZJTILSO,X,X,O,X,X,O,X,X
ZJTILOS,X,O,O,X,X,X,X,X
ZJTISLO,O,X,O,X,X,O,X,X
ZJTISOL,O,X,O,X,X,O,X,X
ZJTIOLS,X,O,O,X,X,X,X,X
ZJTIOSL,X,X,O,X,X,O,X,X
ZJTLISO,X,X,O,X,X,O,X,X
ZJTLIOS,X,O,O,X,X,X,X,X
ZJTLSIO,O,X,X,X,X,O,X,X
ZJTLSOI,X,X,X,X,X,O,X,X
ZJTLOIS,X,O,O,X,X,X,X,X
ZJTLOSI,X,O,X,X,X,X,X,X
ZJTSILO,O,X,O,X,X,O,X,X
ZJTSIOL,O,X,O,X,X,O,X,X
ZJTSLIO,O,X,X,X,X,O,X,X
ZJTSLOI,X,X,X,X,X,O,X,X
ZJTSOIL,O,X,O,X,X,O,X,X
ZJTSOLI,O,X,X,X,X,O,X,X
ZJTOILS,X,O,O,X,X,O,X,X
ZJTOISL,O,X,O,X,X,O,X,X
ZJTOLIS,X,O,O,X,X,O,X,X
ZJTOLSI,O,O,X,X,X,O,X,X
ZJTOSIL,O,X,O,X,X,O,X,X
ZJTOSLI,O,X,X,X,X,O,X,X
ZJITLSO,X,X,O,X,X,O,X,X
ZJITLOS,X,O,O,X,X,X,X,X
ZJITSLO,O,X,O,X,X,O,X,X
ZJITSOL,O,X,O,X,X,O,X,X
ZJITOLS,X,O,O,X,X,X,X,X
ZJITOSL,X,X,O,X,X,O,X,X
ZJILTSO,X,X,O,X,X,X,O,X
ZJILTOS,X,O,O,X,X,X,O,X
ZJILSTO,X,X,O,X,X,X,O,X
ZJILSOT,X,X,O,X,X,X,O,X
ZJILOTS,X,O,O,X,X,X,O,O
ZJILOST,X,X,O,X,X,X,O,O
ZJISTLO,O,X,O,X,X,O,X,X
ZJISTOL,O,X,O,X,X,O,X,X
ZJISLTO,O,X,O,X,X,X,X,X
ZJISLOT,X,X,O,X,X,X,X,X
ZJISOTL,O,X,O,X,X,X,X,X
ZJISOLT,X,X,O,X,X,X,X,X
ZJIOTLS,X,O,O,X,X,X,X,X
ZJIOTSL,X,X,O,X,X,X,X,X
ZJIOLTS,X,O,O,X,X,X,X,X
ZJIOLST,X,X,O,X,X,X,X,X
ZJIOSTL,X,X,O,X,X,X,X,X
ZJIOSLT,X,X,O,X,X,X,X,X
ZJLTISO,X,X,O,X,X,O,X,X
ZJLTIOS,X,O,O,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,O,X,X
ZJLTSOI,X,X,X,X,X,O,X,X
ZJLTOIS,X,O,O,X,X,X,X,X
ZJLTOSI,X,O,X,X,X,X,X,X
ZJLITSO,X,X,O,X,X,X,O,X
ZJLITOS,X,O,O,X,X,X,O,X
ZJLISTO,X,X,O,X,X,X,O,X
ZJLISOT,X,X,O,X,X,X,O,X
ZJLIOTS,X,O,O,X,X,X,O,O
ZJLIOST,X,X,O,X,X,X,O,O
ZJLSTIO,O,X,X,O,X,O,X,X
ZJLSTOI,X,X,X,O,X,O,X,X
ZJLSITO,O,X,X,X,X,X,X,X
ZJLSIOT,X,X,X,X,X,X,X,O
ZJLSOTI,X,X,X,O,X,X,X,X
ZJLSOIT,X,X,X,X,X,X,X,O
ZJLOTIS,X,O,O,X,X,X,X,X
ZJLOTSI,X,O,X,X,X,X,X,X
ZJLOITS,X,O,O,X,X,X,O,O
ZJLOIST,X,X,O,X,X,X,O,O
ZJLOSTI,X,X,X,O,X,X,X,X
ZJLOSIT,X,X,X,X,X,X,X,O
ZJSTILO,O,X,O,O,X,O,X,X
ZJSTIOL,O,X,O,X,X,O,X,X
ZJSTLIO,O,X,X,O,X,O,X,X
ZJSTLOI,X,X,X,O,X,O,X,X
ZJSTOIL,O,X,O,X,X,O,X,X
ZJSTOLI,O,X,X,X,X,O,X,X
ZJSITLO,O,X,O,X,X,O,X,X
ZJSITOL,O,X,O,X,X,O,X,X
ZJSILTO,O,X,O,X,X,X,X,X
ZJSILOT,X,X,O,X,X,X,X,O
ZJSIOTL,O,X,O,X,X,X,X,X
ZJSIOLT,O,X,O,X,X,X,X,X
ZJSLTIO,O,X,X,O,X,O,X,X
ZJSLTOI,X,X,X,O,X,O,X,X
ZJSLITO,O,X,X,X,X,X,X,X
ZJSLIOT,X,X,X,X,X,X,X,O
ZJSLOTI,X,X,X,O,O,X,X,X
ZJSLOIT,X,X,X,X,O,X,X,O
ZJSOTIL,O,X,O,X,O,O,X,X
ZJSOTLI,O,X,X,X,O,O,X,X
ZJSOITL,O,X,O,X,O,X,X,X
ZJSOILT,O,X,O,X,O,X,X,X
ZJSOLTI,O,X,X,X,O,X,X,X
ZJSOLIT,O,X,X,X,O,X,X,X
ZJOTILS,X,O,O,X,X,O,X,X
ZJOTISL,O,X,O,X,O,O,X,X
ZJOTLIS,X,O,O,X,X,O,X,X
ZJOTLSI,O,O,X,X,X,O,X,X
ZJOTSIL,O,X,O,X,O,O,X,X
ZJOTSLI,O,X,X,X,O,O,X,X
ZJOITLS,X,O,O,X,X,O,X,X
ZJOITSL,O,X,O,X,O,O,X,X
ZJOILTS,X,O,O,X,X,X,X,X
ZJOILST,X,X,O,X,O,X,X,X
ZJOISTL,O,X,O,X,O,O,X,X
ZJOISLT,O,X,O,X,O,X,X,X
ZJOLTIS,X,O,O,X,X,O,X,X
ZJOLTSI,O,O,X,X,X,O,X,X
ZJOLITS,X,O,O,X,X,X,X,X
ZJOLIST,X,X,O,X,O,X,X,X
ZJOLSTI,O,X,X,X,O,O,X,X
ZJOLSIT,O,X,X,X,O,X,X,X
ZJOSTIL,O,X,O,X,O,O,X,X
ZJOSTLI,O,X,X,X,O,O,X,X
ZJOSITL,O,X,O,X,O,O,X,X
ZJOSILT,O,X,O,X,O,X,X,X
ZJOSLTI,O,X,X,X,O,O,X,X
ZJOSLIT,O,X,X,X,O,X,X,X
ZSTILJO,O,O,X,O,X,X,X,X
ZSTILOJ,O,O,X,O,X,X,X,O
ZSTIJLO,O,O,X,O,X,O,X,X
ZSTIJOL,O,O,X,X,X,O,X,X
ZSTIOLJ,O,O,X,O,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X
ZSTLIJO,O,O,X,O,X,X,X,X
ZSTLIOJ,O,O,X,O,X,X,X,O
ZSTLJIO,O,O,X,O,X,O,X,X
ZSTLJOI,X,O,X,O,X,O,X,X
ZSTLOIJ,O,O,X,O,O,X,X,O
ZSTLOJI,O,O,X,O,O,X,X,X
ZSTJILO,O,O,X,O,X,O,X,X
ZSTJIOL,O,O,X,X,X,O,X,X
ZSTJLIO,O,O,X,O,X,O,X,X
ZSTJLOI,X,O,X,O,X,O,X,X
ZSTJOIL,O,O,X,X,X,O,X,X
ZSTJOLI,O,O,X,X,X,O,X,X
ZSTOILJ,O,O,X,O,O,X,X,X
ZSTOIJL,O,O,X,X,O,X,X,X
ZSTOLIJ,O,O,X,O,O,X,X,X
ZSTOLJI,O,O,X,O,O,X,X,X
ZSTOJIL,O,O,X,X,O,O,X,X
ZSTOJLI,O,O,X,X,O,O,X,X
ZSITLJO,O,O,X,O,X,X,X,X
ZSITLOJ,O,O,X,O,X,X,X,O
ZSITJLO,O,O,X,O,X,O,X,X
ZSITJOL,O,O,X,X,X,O,X,X
ZSITOLJ,O,O,X,O,X,X,X,X
ZSITOJL,O,O,X,X,X,X,X,X
ZSILTJO,O,O,X,O,X,X,X,X
ZSILTOJ,O,O,X,O,X,X,X,O
ZSILJTO,O,O,X,X,X,X,X,X
ZSILJOT,X,O,X,X,X,X,X,O
ZSILOTJ,O,O,X,O,O,X,X,O
ZSILOJT,O,O,X,X,O,X,X,O
ZSIJTLO,O,O,X,X,X,O,X,X
ZSIJTOL,O,O,X,X,X,O,X,X
ZSIJLTO,O,O,X,X,X,X,X,X
ZSIJLOT,X,O,X,X,X,X,X,O
ZSIJOTL,O,O,X,X,X,X,X,X
ZSIJOLT,O,O,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,O,X,X,X
ZSIOTJL,O,O,X,X,O,X,X,X
ZSIOLTJ,O,O,X,X,O,X,X,O
ZSIOLJT,O,O,X,X,O,X,X,O
ZSIOJTL,O,O,X,X,O,X,X,X
ZSIOJLT,O,O,X,X,O,X,X,X
ZSLTIJO,O,O,X,O,X,X,X,X
ZSLTIOJ,O,O,X,O,X,X,X,O
ZSLTJIO,O,O,X,O,X,O,X,X
ZSLTJOI,X,O,X,O,X,O,X,X
ZSLTOIJ,O,O,X,O,O,X,X,O
ZSLTOJI,O,O,X,O,O,X,X,X
ZSLITJO,O,O,X,O,X,X,X,X
ZSLITOJ,O,O,X,O,X,X,X,O
ZSLIJTO,O,O,X,X,X,X,X,X
ZSLIJOT,X,O,X,X,X,X,X,O
ZSLIOTJ,O,O,X,O,O,X,X,O
ZSLIOJT,O,O,X,X,O,X,X,O
ZSLJTIO,O,O,X,O,X,O,X,X
ZSLJTOI,X,O,X,O,X,O,X,X
ZSLJITO,O,O,X,X,X,X,X,X
ZSLJIOT,X,O,X,X,X,X,X,O
ZSLJOTI,X,O,X,O,O,X,X,X
ZSLJOIT,X,O,X,X,O,X,X,O
ZSLOTIJ,O,O,X,O,O,X,X,O
ZSLOTJI,O,O,X,O,O,X,X,X
ZSLOITJ,O,O,X,O,O,X,X,O
ZSLOIJT,O,O,X,X,O,X,X,O
ZSLOJTI,O,O,X,O,O,X,X,X
ZSLOJIT,O,O,X,X,O,X,X,O
ZSJTILO,O,O,X,O,X,O,X,X
ZSJTIOL,O,O,X,X,X,O,X,X
ZSJTLIO,O,O,X,O,X,O,X,X
ZSJTLOI,X,O,X,O,X,O,X,X
ZSJTOIL,O,O,X,X,X,O,X,X
ZSJTOLI,O,O,X,X,X,O,X,X
ZSJITLO,O,O,X,X,X,O,X,X
ZSJITOL,O,O,X,X,X,O,X,X
ZSJILTO,O,O,X,X,X,X,X,X
ZSJILOT,X,O,X,X,X,X,X,O
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,O,O,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,X,O,X,X
ZSJLTOI,X,O,X,O,X,O,X,X
ZSJLITO,O,O,X,X,X,X,X,X
ZSJLIOT,X,O,X,X,X,X,X,O
ZSJLOTI,X,O,X,O,O,X,X,X
ZSJLOIT,X,O,X,X,O,X,X,O
ZSJOTIL,O,O,X,X,O,O,X,X
ZSJOTLI,O,O,X,X,O,O,X,X
ZSJOITL,O,O,X,X,O,X,X,X
ZSJOILT,O,O,X,X,O,X,X,X
ZSJOLTI,O,O,X,X,O,X,X,X
ZSJOLIT,O,O,X,X,O,X,X,X
ZSOTILJ,O,O,X,O,O,X,X,X
ZSOTIJL,O,O,X,X,O,X,X,X
ZSOTLIJ,O,O,X,O,O,X,X,X
ZSOTLJI,O,O,X,O,O,X,X,X
ZSOTJIL,O,O,X,X,O,O,X,X
ZSOTJLI,O,O,X,X,O,O,X,X
ZSOITLJ,O,O,X,X,O,X,X,X
ZSOITJL,O,O,X,X,O,X,X,X
ZSOILTJ,O,O,X,X,O,X,X,O
ZSOILJT,O,O,X,X,O,X,X,O
ZSOIJTL,O,O,X,X,O,X,X,X
ZSOIJLT,O,O,X,X,O,X,X,X
ZSOLTIJ,O,O,X,O,O,X,X,O
ZSOLTJI,O,O,X,O,O,X,X,X
ZSOLITJ,O,O,X,O,O,X,X,O
ZSOLIJT,O,O,X,X,O,X,X,O
ZSOLJTI,O,O,X,O,O,X,X,X
ZSOLJIT,O,O,X,X,O,X,X,O
ZSOJTIL,O,O,X,X,O,O,X,X
ZSOJTLI,O,O,X,X,O,O,X,X
ZSOJITL,O,O,X,X,O,O,X,X
ZSOJILT,O,O,X,X,O,X,X,X
ZSOJLTI,O,O,X,X,O,O,X,X
ZSOJLIT,O,O,X,X,O,X,X,X
ZOTILJS,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,X,X,X,X,X,X
ZOTIJLS,X,O,O,X,X,O,X,X
ZOTIJSL,O,X,O,X,O,O,X,X
ZOTISLJ,O,O,X,X,O,X,X,X
ZOTISJL,O,X,O,X,O,X,X,X
ZOTLIJS,X,O,X,X,X,X,X,X
ZOTLISJ,X,O,X,X,X,X,X,X
ZOTLJIS,X,O,X,X,X,O,X,X
ZOTLJSI,O,O,X,X,X,O,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,X
ZOTJILS,X,O,O,X,X,O,X,X
ZOTJISL,O,X,O,X,O,O,X,X
ZOTJLIS,X,O,O,X,X,O,X,X
ZOTJLSI,O,O,X,X,X,O,X,X
ZOTJSIL,O,X,O,X,O,O,X,X
ZOTJSLI,O,X,X,X,O,O,X,X
ZOTSILJ,O,O,X,X,O,X,X,X
ZOTSIJL,O,O,X,X,O,X,X,X
ZOTSLIJ,O,O,X,X,O,X,X,X
ZOTSLJI,O,O,X,X,O,X,X,X
ZOTSJIL,O,O,X,X,O,O,X,X
ZOTSJLI,O,O,X,X,O,O,X,X
ZOITLJS,X,O,X,X,X,X,X,X
ZOITLSJ,X,O,X,X,X,X,X,X
ZOITJLS,X,O,O,X,X,O,X,X
ZOITJSL,O,X,O,X,O,O,X,X
ZOITSLJ,O,O,X,X,O,X,X,X
ZOITSJL,O,X,O,X,O,X,X,X
ZOILTJS,X,O,X,X,X,X,X,O
ZOILTSJ,X,O,X,X,X,X,X,O
ZOILJTS,X,O,X,X,X,X,X,O
ZOILJST,X,X,X,X,O,X,X,O
ZOILSTJ,X,O,X,X,O,X,X,O
ZOILSJT,X,X,X,X,O,X,X,O
ZOIJTLS,X,O,O,X,X,O,X,X
ZOIJTSL,O,X,O,X,O,O,X,X
ZOIJLTS,X,O,O,X,X,X,X,X
ZOIJLST,X,X,O,X,O,X,X,X
ZOIJSTL,O,X,O,X,O,O,X,X
ZOIJSLT,O,X,O,X,O,X,X,X
ZOISTLJ,O,O,X,X,O,X,X,X
ZOISTJL,O,X,O,X,O,X,X,X
ZOISLTJ,O,O,X,X,O,X,X,X
ZOISLJT,O,X,X,X,O,X,X,X
ZOISJTL,O,X,O,X,O,X,X,X
ZOISJLT,O,X,O,X,O,X,X,X
ZOLTIJS,X,O,X,X,X,X,X,O
ZOLTISJ,X,O,X,X,X,X,X,O
ZOLTJIS,X,O,X,X,X,O,X,X
ZOLTJSI,O,O,X,X,X,O,X,X
ZOLTSIJ,O,O,X,O,X,X,X,O
ZOLTSJI,O,O,X,O,X,X,X,X
ZOLITJS,X,O,X,X,X,X,X,O
ZOLITSJ,X,O,X,X,X,X,X,O
ZOLIJTS,X,O,X,X,X,X,X,O
ZOLIJST,X,X,X,X,O,X,X,O
ZOLISTJ,X,O,X,O,O,X,X,O
ZOLISJT,X,X,X,X,O,X,X,O
ZOLJTIS,X,O,X,X,X,O,X,X
ZOLJTSI,O,O,X,X,X,O,X,X
ZOLJITS,X,O,X,X,X,X,X,O
ZOLJIST,X,X,X,X,O,X,X,O
ZOLJSTI,O,X,X,O,O,O,X,X
ZOLJSIT,O,X,X,X,O,X,X,O
ZOLSTIJ,O,O,X,O,O,X,X,O
ZOLSTJI,O,O,X,O,O,X,X,X
ZOLSITJ,O,O,X,O,O,X,X,O
ZOLSIJT,O,O,X,X,O,X,X,O
ZOLSJTI,O,O,X,O,O,X,X,X
ZOLSJIT,O,O,X,X,O,X,X,O
ZOJTILS,X,O,O,X,X,O,X,X
ZOJTISL,O,X,O,X,O,O,X,X
ZOJTLIS,X,O,O,X,X,O,X,X
ZOJTLSI,O,O,X,X,X,O,X,X
ZOJTSIL,O,X,O,X,O,O,X,X
ZOJTSLI,O,X,X,X,O,O,X,X
ZOJITLS,X,O,O,X,X,O,X,X
ZOJITSL,O,X,O,X,O,O,X,X
ZOJILTS,X,O,O,X,X,X,X,X
ZOJILST,X,X,O,X,O,X,X,X
ZOJISTL,O,X,O,X,O,O,X,X
ZOJISLT,O,X,O,X,O,X,X,X
ZOJLTIS,X,O,O,X,X,O,X,X
ZOJLTSI,O,O,X,X,X,O,X,X
ZOJLITS,X,O,O,X,X,X,X,X
ZOJLIST,X,X,O,X,O,X,X,X
ZOJLSTI,O,X,X,X,O,O,X,X
ZOJLSIT,O,X,X,X,O,X,X,X
ZOJSTIL,O,X,O,X,O,O,X,X
ZOJSTLI,O,X,X,X,O,O,X,X
ZOJSITL,O,X,O,X,O,O,X,X
ZOJSILT,O,X,O,X,O,X,X,X
ZOJSLTI,O,X,X,X,O,O,X,X
ZOJSLIT,O,X,X,X,O,X,X,X
ZOSTILJ,O,O,X,O,O,X,X,X
ZOSTIJL,O,O,X,X,O,X,X,X
ZOSTLIJ,O,O,X,O,O,X,X,X
ZOSTLJI,O,O,X,O,O,X,X,X
ZOSTJIL,O,O,X,X,O,O,X,X
ZOSTJLI,O,O,X,X,O,O,X,X
ZOSITLJ,O,O,X,X,O,X,X,X
ZOSITJL,O,O,X,X,O,X,X,X
ZOSILTJ,O,O,X,X,O,X,X,O
ZOSILJT,O,O,X,X,O,X,X,O
ZOSIJTL,O,O,X,X,O,X,X,X
ZOSIJLT,O,O,X,X,O,X,X,X
ZOSLTIJ,O,O,X,O,O,X,X,O
ZOSLTJI,O,O,X,O,O,X,X,X
ZOSLITJ,O,O,X,O,O,X,X,O
ZOSLIJT,O,O,X,X,O,X,X,O
ZOSLJTI,O,O,X,O,O,X,X,X
ZOSLJIT,O,O,X,X,O,X,X,O
ZOSJTIL,O,O,X,X,O,O,X,X
ZOSJTLI,O,O,X,X,O,O,X,X
ZOSJITL,O,O,X,X,O,O,X,X
ZOSJILT,O,O,X,X,O,X,X,X
ZOSJLTI,O,O,X,X,O,O,X,X
ZOSJLIT,O,O,X,X,O,X,X,X
OTILJSZ,X,X,O,O,X,X,X,X
OTILJZS,X,X,O,X,X,X,O,X
OTILSJZ,X,X,O,O,X,X,X,X
OTILSZJ,X,X,X,O,X,X,O,X
OTILZJS,X,O,X,X,X,X,O,X
OTILZSJ,X,O,X,O,X,X,O,X
OTIJLSZ,X,X,O,X,X,O,X,X
OTIJLZS,X,X,O,X,X,O,X,X
OTIJSLZ,O,X,O,X,O,O,X,X
OTIJSZL,O,X,O,X,X,O,X,X
OTIJZLS,X,X,O,X,X,O,X,X
OTIJZSL,O,X,O,X,O,O,X,X
OTISLJZ,O,X,O,O,O,X,X,X
OTISLZJ,X,O,X,O,X,X,X,X
OTISJLZ,O,X,O,X,O,X,X,X
OTISJZL,O,X,O,X,X,X,X,X
OTISZLJ,O,O,X,O,X,X,X,X
OTISZJL,O,O,O,X,X,X,X,X
OTIZLJS,X,O,X,X,X,X,X,X
OTIZLSJ,X,O,X,X,X,X,X,X
OTIZJLS,X,O,O,X,X,O,X,X
OTIZJSL,O,X,O,X,O,O,X,X
OTIZSLJ,O,O,X,X,O,X,X,X
OTIZSJL,O,X,O,X,O,X,X,X
OTLIJSZ,X,X,O,O,X,X,X,X
OTLIJZS,X,X,O,X,X,X,O,X
OTLISJZ,X,X,O,O,X,X,X,X
OTLISZJ,X,X,X,O,X,X,O,X
OTLIZJS,X,O,X,X,X,X,O,X
OTLIZSJ,X,O,X,O,X,X,O,X
OTLJISZ,X,X,O,O,X,O,X,X
OTLJIZS,X,X,O,X,X,O,O,X
OTLJSIZ,O,X,X,O,X,O,X,X
OTLJSZI,O,X,X,O,X,O,X,X
OTLJZIS,X,O,O,X,X,O,X,X
OTLJZSI,O,O,X,X,X,O,X,X
OTLSIJZ,O,X,X,O,X,X,X,X
OTLSIZJ,X,O,X,O,X,X,O,X
OTLSJIZ,O,X,X,O,X,X,X,X
OTLSJZI,O,O,X,O,X,X,X,X
OTLSZIJ,O,O,X,O,X,X,X,X
OTLSZJI,O,O,X,O,X,X,X,X
OTLZIJS,X,O,X,X,X,X,O,X
OTLZISJ,X,O,X,O,X,X,O,X
OTLZJIS,X,O,X,X,X,O,X,X
OTLZJSI,O,O,X,X,X,O,X,X
OTLZSIJ,O,O,X,O,X,X,X,X
OTLZSJI,O,O,X,O,X,X,X,X
OTJILSZ,X,X,O,X,X,O,X,X
OTJILZS,X,X,O,X,X,O,X,X
OTJISLZ,O,X,O,X,O,O,X,X
OTJISZL,O,X,O,X,X,O,X,X
OTJIZLS,X,X,O,X,X,O,X,X
OTJIZSL,O,X,O,X,O,O,X,X
OTJLISZ,X,X,O,X,X,O,X,X
OTJLIZS,X,X,O,X,X,O,X,X
OTJLSIZ,O,X,X,X,X,O,X,X
OTJLSZI,O,X,X,X,X,O,X,X
OTJLZIS,X,O,O,X,X,O,X,X
OTJLZSI,O,O,X,X,X,O,X,X
OTJSILZ,O,X,O,X,O,O,X,X
OTJSIZL,O,X,O,X,X,O,X,X
OTJSLIZ,O,X,X,X,O,O,X,X
OTJSLZI,O,O,X,X,O,O,X,X
OTJSZIL,O,O,O,X,O,O,X,X
OTJSZLI,O,O,X,X,O,O,X,X
OTJZILS,X,O,O,X,X,O,X,X
OTJZISL,O,X,O,X,O,O,X,X
OTJZLIS,X,O,O,X,X,O,X,X
OTJZLSI,O,O,X,X,X,O,X,X
OTJZSIL,O,X,O,X,O,O,X,X
OTJZSLI,O,X,X,X,O,O,X,X
OTSILJZ,O,X,O,O,O,X,X,X
OTSILZJ,X,O,X,O,X,X,X,X
OTSIJLZ,O,X,O,X,O,X,X,X
OTSIJZL,O,X,O,X,X,X,X,X
OTSIZLJ,O,O,X,O,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X,X
OTSLIJZ,O,X,X,O,O,X,X,X
OTSLIZJ,X,O,X,O,X,X,X,X
OTSLJIZ,O,X,X,O,O,X,X,X
OTSLJZI,O,O,X,O,O,X,X,X
OTSLZIJ,O,O,X,O,O,X,X,X
OTSLZJI,O,O,X,O,O,X,X,X
OTSJILZ,O,X,O,X,O,O,X,X
OTSJIZL,O,X,O,X,X,O,X,X
OTSJLIZ,O,X,X,X,O,O,X,X
OTSJLZI,O,O,X,X,O,O,X,X
OTSJZIL,O,O,O,X,O,O,X,X
OTSJZLI,O,O,X,X,O,O,X,X
OTSZILJ,O,O,X,O,O,X,X,X
OTSZIJL,O,O,X,X,O,X,X,X
OTSZLIJ,O,O,X,O,O,X,X,X
OTSZLJI,O,O,X,O,O,X,X,X
OTSZJIL,O,O,X,X,O,O,X,X
OTSZJLI,O,O,X,X,O,O,X,X
OTZILJS,X,O,X,X,X,X,X,X
OTZILSJ,X,O,X,X,X,X,X,X
OTZIJLS,X,O,O,X,X,O,X,X
OTZIJSL,O,X,O,X,O,O,X,X
OTZISLJ,O,O,X,X,O,X,X,X
OTZISJL,O,X,O,X,O,X,X,X
OTZLIJS,X,O,X,X,X,X,X,X
OTZLISJ,X,O,X,X,X,X,X,X
OTZLJIS,X,O,X,X,X,O,X,X
OTZLJSI,O,O,X,X,X,O,X,X
OTZLSIJ,O,O,X,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,X
OTZJILS,X,O,O,X,X,O,X,X
OTZJISL,O,X,O,X,O,O,X,X
OTZJLIS,X,O,O,X,X,O,X,X
OTZJLSI,O,O,X,X,X,O,X,X
OTZJSIL,O,X,O,X,O,O,X,X
OTZJSLI,O,X,X,X,O,O,X,X
OTZSILJ,O,O,X,X,O,X,X,X
OTZSIJL,O,O,X,X,O,X,X,X
OTZSLIJ,O,O,X,X,O,X,X,X
OTZSLJI,O,O,X,X,O,X,X,X
OTZSJIL,O,O,X,X,O,O,X,X
OTZSJLI,O,O,X,X,O,O,X,X
OITLJSZ,X,X,O,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,O,X
OITLSJZ,X,X,O,X,X,X,X,X
OITLSZJ,X,X,X,X,X,X,O,X
OITLZJS,X,O,X,X,X,X,O,X
OITLZSJ,X,O,X,X,X,X,O,X
OITJLSZ,X,X,O,X,X,O,X,X
OITJLZS,X,X,O,X,X,O,X,X
OITJSLZ,O,X,O,X,O,O,X,X
OITJSZL,O,X,O,X,X,O,X,X
OITJZLS,X,X,O,X,X,O,X,X
OITJZSL,O,X,O,X,O,O,X,X
OITSLJZ,O,X,O,X,O,X,X,X
OITSLZJ,X,O,X,X,X,X,X,X
OITSJLZ,O,X,O,X,O,X,X,X
OITSJZL,O,X,O,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,O,X,X,X,X,X
OITZLJS,X,O,X,X,X,X,X,X
OITZLSJ,X,O,X,X,X,X,X,X
OITZJLS,X,O,O,X,X,O,X,X
OITZJSL,O,X,O,X,O,O,X,X
OITZSLJ,O,O,X,X,O,X,X,X
OITZSJL,O,X,O,X,O,X,X,X
OILTJSZ,X,X,O,X,X,X,O,X
OILTJZS,X,X,O,X,X,X,O,X
OILTSJZ,X,X,O,X,X,X,O,X
OILTSZJ,X,X,X,X,X,X,O,X
OILTZJS,X,O,X,X,X,X,O,O
OILTZSJ,X,O,X,X,X,X,O,O
OILJTSZ,X,X,O,X,X,X,O,X
OILJTZS,X,X,O,X,X,X,O,X
OILJSTZ,X,X,O,X,O,X,O,X
OILJSZT,X,X,O,X,O,X,O,X
OILJZTS,X,X,O,X,X,X,O,O
OILJZST,X,X,O,X,O,X,O,O
OILSTJZ,X,X,O,X,O,X,O,X
OILSTZJ,X,O,X,X,X,X,O,X
OILSJTZ,X,X,O,X,O,X,O,X
OILSJZT,X,X,O,X,O,X,O,X
OILSZTJ,X,O,X,X,X,X,O,O
OILSZJT,X,O,X,X,O,X,O,O
OILZTJS,X,O,X,X,X,X,O,O
OILZTSJ,X,O,X,X,X,X,O,O
OILZJTS,X,O,X,X,X,X,O,O
OILZJST,X,X,X,X,O,X,O,O
OILZSTJ,X,O,X,X,O,X,O,O
OILZSJT,X,X,X,X,O,X,O,O
