sequence,v115@FhA8IeA8AeA8FeB8AeA8BeF8KeqGJvhFTiB5oBlkB3?lBmlB0pB,v115@FhA8IeA8AeA8FeB8AeA8BeF8Ke2EJvhFTiB5oBFmBC?lB0mBXqB,v115@FhA8IeA8AeA8FeB8AeA8BeF8KeUAJvhFamBGiB5oBz?mBFqB/pB,v115@FhA8IeA8AeA8FeB8AeA8BeF8KeT/IvhFcnB5oBVqBG?mBimBXqB,v115@FhA8IeA8AeA8FeB8AeA8BeF8Ke/EJvhFclBSnB5oBV?rBmmBzpB,v115@FhA8IeA8AeA8FeB8AeA8BeF8Ke/EJvhFclBemB5oBC?nBFnBzpB,v115@FhA8IeA8AeA8FeB8AeA8BeF8Ke/EJvhFclBemB5oBF?nBCnBzpB
ZOJLITS,X,X,O,X,X,X,X
ZOJLIST,X,X,X,X,X,X,X
ZOJLSTI,X,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,X,X,X
ZOJSTIL,X,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,X
ZOJSITL,X,X,X,X,X,X,X
ZOJSILT,X,X,X,X,X,X,X
ZOJSLTI,X,X,X,X,X,X,X
ZOJSLIT,X,X,X,X,X,X,X
ZOSTILJ,O,X,X,X,X,X,X
ZOSTIJL,X,O,X,O,X,X,X
ZOSTLIJ,O,X,X,X,X,X,X
ZOSTLJI,X,X,X,X,X,X,X
ZOSTJIL,X,O,X,O,X,X,X
ZOSTJLI,X,X,X,X,X,X,X
ZOSITLJ,O,X,X,X,X,X,X
ZOSITJL,X,O,X,O,X,X,X
ZOSILTJ,O,X,X,X,X,X,X
ZOSILJT,X,X,X,X,X,X,X
ZOSIJTL,X,O,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,X,X
ZOSLTIJ,O,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,X,X,X
ZOSLJIT,X,X,X,X,X,X,X
ZOSJTIL,X,O,X,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,X
ZOSJITL,X,O,X,X,X,X,X
ZOSJILT,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,X,X,X
ZOSJLIT,X,X,X,X,X,X,X
OTILJSZ,O,O,O,X,X,X,X
OTILJZS,X,O,O,O,X,X,X
OTILSJZ,O,O,O,X,X,X,X
OTILSZJ,O,X,O,X,O,X,X
OTILZJS,X,X,O,O,X,X,X
OTILZSJ,O,X,O,X,O,X,X
OTIJLSZ,O,O,O,X,X,X,X
OTIJLZS,X,O,O,O,X,X,X
OTIJSLZ,O,O,O,X,X,X,X
OTIJSZL,X,O,X,O,X,X,O
OTIJZLS,X,O,O,O,X,X,X
OTIJZSL,X,O,X,O,X,X,O
OTISLJZ,O,O,O,X,X,X,X
OTISLZJ,O,X,O,X,O,X,X
OTISJLZ,O,O,O,X,X,X,X
OTISJZL,X,O,X,O,X,X,O
OTISZLJ,O,X,X,X,O,X,X
OTISZJL,X,O,X,O,X,X,X
OTIZLJS,X,X,O,O,X,X,X
OTIZLSJ,O,X,O,X,O,X,X
OTIZJLS,X,O,O,O,X,X,X
OTIZJSL,X,O,X,O,X,X,X
OTIZSLJ,O,X,X,X,O,X,X
OTIZSJL,X,O,X,O,X,X,X
OTLIJSZ,O,O,O,X,X,X,X
OTLIJZS,X,O,O,O,X,X,X
OTLISJZ,O,O,O,X,X,X,X
OTLISZJ,O,X,O,X,O,X,X
OTLIZJS,X,X,O,O,X,X,X
OTLIZSJ,O,X,O,X,O,X,X
OTLJISZ,O,O,O,X,X,X,X
OTLJIZS,X,O,O,O,X,X,X
OTLJSIZ,O,X,O,X,X,X,X
OTLJSZI,X,X,X,X,X,X,X
OTLJZIS,X,X,O,O,X,X,X
OTLJZSI,X,X,X,X,X,X,X
OTLSIJZ,O,O,O,X,X,X,X
OTLSIZJ,O,X,O,X,O,X,X
OTLSJIZ,O,O,O,X,X,X,X
OTLSJZI,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,O,X,X
OTLSZJI,X,X,X,X,X,X,X
OTLZIJS,X,X,O,O,X,X,X
OTLZISJ,O,X,O,X,O,X,X
OTLZJIS,X,X,O,O,X,X,X
OTLZJSI,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,X,O,X,X
OTLZSJI,X,X,X,X,X,X,X
OTJILSZ,O,O,O,X,X,X,X
OTJILZS,X,O,O,O,X,X,X
OTJISLZ,O,O,O,X,X,X,X
OTJISZL,X,O,X,O,X,X,O
OTJIZLS,X,O,O,O,X,X,X
OTJIZSL,X,O,X,O,X,X,O
OTJLISZ,O,O,O,X,X,X,X
OTJLIZS,X,O,O,O,X,X,X
OTJLSIZ,O,X,O,X,X,X,X
OTJLSZI,X,X,X,X,X,X,X
OTJLZIS,X,X,O,O,X,X,X
OTJLZSI,X,X,X,X,X,X,X
OTJSILZ,O,O,O,X,X,X,X
OTJSIZL,X,O,X,O,X,X,O
OTJSLIZ,O,O,O,X,X,X,X
OTJSLZI,X,X,X,X,X,X,X
OTJSZIL,X,O,X,O,X,X,O
OTJSZLI,X,X,X,X,X,X,X
OTJZILS,X,O,O,O,X,X,X
OTJZISL,X,O,X,O,X,X,O
OTJZLIS,X,X,O,O,X,X,X
OTJZLSI,X,X,X,X,X,X,X
OTJZSIL,X,X,X,O,X,X,O
OTJZSLI,X,X,X,X,X,X,X
OTSILJZ,O,O,O,X,X,X,X
OTSILZJ,O,X,O,X,O,X,X
OTSIJLZ,O,O,O,X,X,X,X
OTSIJZL,X,O,X,O,X,X,O
OTSIZLJ,O,X,X,X,O,X,X
OTSIZJL,X,O,X,O,X,X,X
OTSLIJZ,O,O,O,X,X,X,X
OTSLIZJ,O,X,O,X,O,X,X
OTSLJIZ,O,O,O,X,X,X,X
OTSLJZI,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,O,X,X
OTSLZJI,X,X,X,X,X,X,X
OTSJILZ,O,O,O,X,X,X,X
OTSJIZL,X,O,X,O,X,X,O
OTSJLIZ,O,O,O,X,X,X,X
OTSJLZI,X,X,X,X,X,X,X
OTSJZIL,X,O,X,O,X,X,O
OTSJZLI,X,X,X,X,X,X,X
OTSZILJ,O,X,X,X,O,X,X
OTSZIJL,X,O,X,O,X,X,X
OTSZLIJ,O,X,X,X,O,X,X
OTSZLJI,X,X,X,X,X,X,X
OTSZJIL,X,O,X,O,X,X,X
OTSZJLI,X,X,X,X,X,X,X
OTZILJS,X,X,O,O,X,X,X
OTZILSJ,O,X,O,X,O,X,X
OTZIJLS,X,O,O,O,X,X,X
OTZIJSL,X,O,X,O,X,X,X
OTZISLJ,O,X,X,X,O,X,X
OTZISJL,X,O,X,O,X,X,X
OTZLIJS,X,X,O,O,X,X,X
OTZLISJ,O,X,O,X,O,X,X
OTZLJIS,X,X,O,O,X,X,X
OTZLJSI,X,X,X,X,X,X,X
OTZLSIJ,O,X,X,X,O,X,X
OTZLSJI,X,X,X,X,X,X,X
OTZJILS,X,O,O,O,X,X,X
OTZJISL,X,O,X,O,X,X,X
OTZJLIS,X,X,O,O,X,X,X
OTZJLSI,X,X,X,X,X,X,X
OTZJSIL,X,X,X,O,X,X,X
OTZJSLI,X,X,X,X,X,X,X
OTZSILJ,O,X,X,X,O,X,X
OTZSIJL,X,O,X,O,X,X,X
OTZSLIJ,O,X,X,X,O,X,X
OTZSLJI,X,X,X,X,X,X,X
OTZSJIL,X,O,X,O,X,X,X
OTZSJLI,X,X,X,X,X,X,X
OITLJSZ,O,O,O,X,X,X,X
OITLJZS,X,O,O,O,X,X,X
OITLSJZ,O,O,O,X,X,X,X
OITLSZJ,O,X,O,X,O,X,X
OITLZJS,X,X,O,O,X,X,X
OITLZSJ,O,X,O,X,O,X,X
OITJLSZ,O,O,O,X,X,X,X
OITJLZS,X,O,O,O,X,X,X
OITJSLZ,O,O,O,X,X,X,X
OITJSZL,X,O,X,O,X,X,O
OITJZLS,X,O,O,O,X,X,X
OITJZSL,X,O,X,O,X,X,O
OITSLJZ,O,O,O,X,X,X,X
OITSLZJ,O,X,O,X,O,X,X
OITSJLZ,O,O,O,X,X,X,X
OITSJZL,X,O,X,O,X,X,O
OITSZLJ,O,X,X,X,O,X,X
OITSZJL,X,O,X,O,X,X,X
OITZLJS,X,X,O,O,X,X,X
OITZLSJ,O,X,O,X,O,X,X
OITZJLS,X,O,O,O,X,X,X
OITZJSL,X,O,X,O,X,X,X
OITZSLJ,O,X,X,X,O,X,X
OITZSJL,X,O,X,O,X,X,X
OILTJSZ,O,O,O,X,X,X,X
OILTJZS,X,O,O,O,X,X,X
OILTSJZ,O,O,O,X,X,X,X
OILTSZJ,O,X,O,X,O,X,X
OILTZJS,X,X,O,O,X,X,X
OILTZSJ,O,X,O,X,O,X,X
OILJTSZ,O,O,O,X,X,X,X
OILJTZS,X,O,O,X,X,X,X
OILJSTZ,O,X,O,X,X,X,X
OILJSZT,X,X,X,X,X,O,X
OILJZTS,X,X,O,X,X,X,X
OILJZST,X,X,X,X,X,O,X
OILSTJZ,O,O,O,X,X,X,X
OILSTZJ,O,X,O,X,O,X,X
OILSJTZ,O,O,O,X,X,X,X
OILSJZT,X,X,X,X,X,O,X
OILSZTJ,O,X,X,X,X,X,X
OILSZJT,X,X,X,X,X,X,X
OILZTJS,X,X,O,O,X,X,X
OILZTSJ,O,X,O,X,X,X,X
OILZJTS,X,X,O,X,X,X,X
OILZJST,X,X,X,X,X,X,X
OILZSTJ,O,X,X,X,X,X,X
OILZSJT,X,X,X,X,X,X,X
OIJTLSZ,O,O,O,X,X,X,X
OIJTLZS,X,O,O,O,X,X,X
OIJTSLZ,O,O,O,X,X,X,X
OIJTSZL,X,O,X,O,X,X,O
OIJTZLS,X,O,O,O,X,X,X
OIJTZSL,X,O,X,O,X,X,O
OIJLTSZ,O,O,O,X,X,X,X
OIJLTZS,X,O,O,X,X,X,X
OIJLSTZ,O,X,O,X,X,X,X
OIJLSZT,X,X,X,X,X,O,X
OIJLZTS,X,X,O,X,X,X,X
OIJLZST,X,X,X,X,X,O,X
OIJSTLZ,O,O,O,X,X,X,X
OIJSTZL,X,O,X,X,X,X,O
OIJSLTZ,O,O,O,X,X,X,X
OIJSLZT,X,X,X,X,X,O,X
OIJSZTL,X,O,X,X,X,X,O
OIJSZLT,X,X,X,X,X,O,X
OIJZTLS,X,O,O,O,X,X,X
OIJZTSL,X,O,X,O,X,X,O
OIJZLTS,X,X,O,X,X,X,X
OIJZLST,X,X,X,X,X,O,X
OIJZSTL,X,X,X,X,X,X,O
OIJZSLT,X,X,X,X,X,O,X
OISTLJZ,O,O,O,X,X,X,X
OISTLZJ,O,X,O,X,O,X,X
OISTJLZ,O,O,O,X,X,X,X
OISTJZL,X,O,X,O,X,X,O
OISTZLJ,O,X,X,X,O,X,X
OISTZJL,X,O,X,O,X,X,X
OISLTJZ,O,O,O,X,X,X,X
OISLTZJ,O,X,O,X,O,X,X
OISLJTZ,O,O,O,X,X,X,X
OISLJZT,X,X,X,X,X,O,X
OISLZTJ,O,X,X,X,X,X,X
OISLZJT,X,X,X,X,X,X,X
OISJTLZ,O,O,O,X,X,X,X
OISJTZL,X,O,X,X,X,X,O
OISJLTZ,O,O,O,X,X,X,X
OISJLZT,X,X,X,X,X,O,X
OISJZTL,X,O,X,X,X,X,O
OISJZLT,X,X,X,X,X,O,X
OISZTLJ,O,X,X,X,X,X,X
OISZTJL,X,O,X,O,X,X,X
OISZLTJ,O,X,X,X,X,X,X
OISZLJT,X,X,X,X,X,X,X
OISZJTL,X,O,X,X,X,X,X
OISZJLT,X,X,X,X,X,X,X
OIZTLJS,X,X,O,O,X,X,X
OIZTLSJ,O,X,O,X,X,X,X
OIZTJLS,X,O,O,O,X,X,X
OIZTJSL,X,O,X,O,X,X,X
OIZTSLJ,O,X,X,X,X,X,X
OIZTSJL,X,O,X,O,X,X,X
OIZLTJS,X,X,O,O,X,X,X
OIZLTSJ,O,X,O,X,X,X,X
OIZLJTS,X,X,O,X,X,X,X
OIZLJST,X,X,X,X,X,X,X
OIZLSTJ,O,X,X,X,X,X,X
OIZLSJT,X,X,X,X,X,X,X
OIZJTLS,X,O,O,O,X,X,X
OIZJTSL,X,O,X,O,X,X,X
OIZJLTS,X,X,O,X,X,X,X
OIZJLST,X,X,X,X,X,X,X
OIZJSTL,X,X,X,X,X,X,X
OIZJSLT,X,X,X,X,X,X,X
OIZSTLJ,O,X,X,X,X,X,X
OIZSTJL,X,O,X,O,X,X,X
OIZSLTJ,O,X,X,X,X,X,X
OIZSLJT,X,X,X,X,X,X,X
OIZSJTL,X,O,X,X,X,X,X
OIZSJLT,X,X,X,X,X,X,X
OLTIJSZ,O,O,O,X,X,X,X
OLTIJZS,X,O,O,O,X,X,X
OLTISJZ,O,O,O,X,X,X,X
OLTISZJ,O,X,O,X,O,X,X
OLTIZJS,X,X,O,O,X,X,X
OLTIZSJ,O,X,O,X,O,X,X
OLTJISZ,O,O,O,X,X,X,X
OLTJIZS,X,O,O,O,X,X,X
OLTJSIZ,O,X,O,X,X,X,X
OLTJSZI,X,X,X,X,X,X,X
OLTJZIS,X,X,O,O,X,X,X
OLTJZSI,X,X,X,X,X,X,X
OLTSIJZ,O,O,O,X,X,X,X
OLTSIZJ,O,X,O,X,O,X,X
OLTSJIZ,O,O,O,X,X,X,X
OLTSJZI,X,X,X,X,X,X,X
OLTSZIJ,O,X,X,X,O,X,X
OLTSZJI,X,X,X,X,X,X,X
OLTZIJS,X,X,O,O,X,X,X
OLTZISJ,O,X,O,X,O,X,X
OLTZJIS,X,X,O,O,X,X,X
OLTZJSI,X,X,X,X,X,X,X
OLTZSIJ,O,X,X,X,O,X,X
OLTZSJI,X,X,X,X,X,X,X
OLITJSZ,O,O,O,X,X,X,X
OLITJZS,X,O,O,O,X,X,X
OLITSJZ,O,O,O,X,X,X,X
OLITSZJ,O,X,O,X,O,X,X
OLITZJS,X,X,O,O,X,X,X
OLITZSJ,O,X,O,X,O,X,X
OLIJTSZ,O,O,O,X,X,X,X
OLIJTZS,X,O,O,X,X,X,X
OLIJSTZ,O,X,O,X,X,X,X
OLIJSZT,X,X,X,X,X,O,X
OLIJZTS,X,X,O,X,X,X,X
OLIJZST,X,X,X,X,X,O,X
OLISTJZ,O,O,O,X,X,X,X
OLISTZJ,O,X,O,X,O,X,X
OLISJTZ,O,O,O,X,X,X,X
OLISJZT,X,X,X,X,X,O,X
OLISZTJ,O,X,X,X,X,X,X
OLISZJT,X,X,X,X,X,X,X
OLIZTJS,X,X,O,O,X,X,X
OLIZTSJ,O,X,O,X,X,X,X
OLIZJTS,X,X,O,X,X,X,X
OLIZJST,X,X,X,X,X,X,X
OLIZSTJ,O,X,X,X,X,X,X
OLIZSJT,X,X,X,X,X,X,X
OLJTISZ,O,O,O,X,X,X,X
OLJTIZS,X,O,O,X,X,X,X
OLJTSIZ,O,X,O,X,X,X,X
OLJTSZI,X,X,X,X,X,X,X
OLJTZIS,X,X,O,X,X,X,X
OLJTZSI,X,X,X,X,X,X,X
OLJITSZ,O,O,O,X,X,X,X
OLJITZS,X,O,O,X,X,X,X
OLJISTZ,O,X,O,X,X,X,X
OLJISZT,X,X,X,X,X,O,X
OLJIZTS,X,X,O,X,X,X,X
OLJIZST,X,X,X,X,X,O,X
OLJSTIZ,O,X,O,X,X,X,X
OLJSTZI,X,X,X,X,X,X,X
OLJSITZ,O,X,O,X,X,X,X
OLJSIZT,X,X,X,X,X,O,X
OLJSZTI,X,X,X,X,X,X,X
OLJSZIT,X,X,X,X,X,O,X
OLJZTIS,X,X,O,X,X,X,X
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,X,X,O,X,X,X,X
OLJZIST,X,X,X,X,X,O,X
OLJZSTI,X,X,X,X,X,X,X
OLJZSIT,X,X,X,X,X,O,X
OLSTIJZ,O,O,O,X,X,X,X
OLSTIZJ,O,X,O,X,O,X,X
OLSTJIZ,O,O,O,X,X,X,X
OLSTJZI,X,X,X,X,X,X,X
OLSTZIJ,O,X,X,X,O,X,X
OLSTZJI,X,X,X,X,X,X,X
OLSITJZ,O,O,O,X,X,X,X
OLSITZJ,O,X,O,X,O,X,X
OLSIJTZ,O,O,O,X,X,X,X
OLSIJZT,X,X,X,X,X,O,X
OLSIZTJ,O,X,X,X,X,X,X
OLSIZJT,X,X,X,X,X,X,X
OLSJTIZ,O,O,O,X,X,X,X
OLSJTZI,X,X,X,X,X,X,X
OLSJITZ,O,O,O,X,X,X,X
OLSJIZT,X,X,X,X,X,O,X
OLSJZTI,X,X,X,X,X,X,X
OLSJZIT,X,X,X,X,X,O,X
OLSZTIJ,O,X,X,X,X,X,X
OLSZTJI,X,X,X,X,X,X,X
OLSZITJ,O,X,X,X,X,X,X
OLSZIJT,X,X,X,X,X,X,X
OLSZJTI,X,X,X,X,X,X,X
OLSZJIT,X,X,X,X,X,X,X
OLZTIJS,X,X,O,O,X,X,X
OLZTISJ,O,X,O,X,X,X,X
OLZTJIS,X,X,O,O,X,X,X
OLZTJSI,X,X,X,X,X,X,X
OLZTSIJ,O,X,X,X,X,X,X
OLZTSJI,X,X,X,X,X,X,X
OLZITJS,X,X,O,O,X,X,X
OLZITSJ,O,X,O,X,X,X,X
OLZIJTS,X,X,O,X,X,X,X
OLZIJST,X,X,X,X,X,X,X
OLZISTJ,O,X,X,X,X,X,X
OLZISJT,X,X,X,X,X,X,X
OLZJTIS,X,X,O,X,X,X,X
OLZJTSI,X,X,X,X,X,X,X
OLZJITS,X,X,O,X,X,X,X
OLZJIST,X,X,X,X,X,X,X
OLZJSTI,X,X,X,X,X,X,X
OLZJSIT,X,X,X,X,X,X,X
OLZSTIJ,O,X,X,X,X,X,X
OLZSTJI,X,X,X,X,X,X,X
OLZSITJ,O,X,X,X,X,X,X
OLZSIJT,X,X,X,X,X,X,X
OLZSJTI,X,X,X,X,X,X,X
OLZSJIT,X,X,X,X,X,X,X
OJTILSZ,O,O,O,X,X,X,X
OJTILZS,X,O,O,O,X,X,X
OJTISLZ,O,O,O,X,X,X,X
OJTISZL,X,O,X,O,X,X,O
OJTIZLS,X,O,O,O,X,X,X
OJTIZSL,X,O,X,O,X,X,O
OJTLISZ,O,O,O,X,X,X,X
OJTLIZS,X,O,O,O,X,X,X
OJTLSIZ,O,X,O,X,X,X,X
OJTLSZI,X,X,X,X,X,X,X
OJTLZIS,X,X,O,O,X,X,X
OJTLZSI,X,X,X,X,X,X,X
OJTSILZ,O,O,O,X,X,X,X
OJTSIZL,X,O,X,O,X,X,O
OJTSLIZ,O,O,O,X,X,X,X
OJTSLZI,X,X,X,X,X,X,X
OJTSZIL,X,O,X,O,X,X,O
OJTSZLI,X,X,X,X,X,X,X
OJTZILS,X,O,O,O,X,X,X
OJTZISL,X,O,X,O,X,X,O
OJTZLIS,X,X,O,O,X,X,X
OJTZLSI,X,X,X,X,X,X,X
OJTZSIL,X,X,X,O,X,X,O
OJTZSLI,X,X,X,X,X,X,X
OJITLSZ,O,O,O,X,X,X,X
OJITLZS,X,O,O,O,X,X,X
OJITSLZ,O,O,O,X,X,X,X
OJITSZL,X,O,X,O,X,X,O
OJITZLS,X,O,O,O,X,X,X
OJITZSL,X,O,X,O,X,X,O
OJILTSZ,O,O,O,X,X,X,X
OJILTZS,X,O,O,X,X,X,X
OJILSTZ,O,X,O,X,X,X,X
OJILSZT,X,X,X,X,X,O,X
OJILZTS,X,X,O,X,X,X,X
OJILZST,X,X,X,X,X,O,X
OJISTLZ,O,O,O,X,X,X,X
OJISTZL,X,O,X,X,X,X,O
OJISLTZ,O,O,O,X,X,X,X
OJISLZT,X,X,X,X,X,O,X
OJISZTL,X,O,X,X,X,X,O
OJISZLT,X,X,X,X,X,O,X
OJIZTLS,X,O,O,O,X,X,X
OJIZTSL,X,O,X,O,X,X,O
OJIZLTS,X,X,O,X,X,X,X
OJIZLST,X,X,X,X,X,O,X
OJIZSTL,X,X,X,X,X,X,O
OJIZSLT,X,X,X,X,X,O,X
OJLTISZ,O,O,O,X,X,X,X
OJLTIZS,X,O,O,X,X,X,X
OJLTSIZ,O,X,O,X,X,X,X
OJLTSZI,X,X,X,X,X,X,X
OJLTZIS,X,X,O,X,X,X,X
OJLTZSI,X,X,X,X,X,X,X
OJLITSZ,O,O,O,X,X,X,X
OJLITZS,X,O,O,X,X,X,X
OJLISTZ,O,X,O,X,X,X,X
OJLISZT,X,X,X,X,X,O,X
OJLIZTS,X,X,O,X,X,X,X
OJLIZST,X,X,X,X,X,O,X
OJLSTIZ,O,X,O,X,X,X,X
OJLSTZI,X,X,X,X,X,X,X
OJLSITZ,O,X,O,X,X,X,X
OJLSIZT,X,X,X,X,X,O,X
OJLSZTI,X,X,X,X,X,X,X
OJLSZIT,X,X,X,X,X,O,X
OJLZTIS,X,X,O,X,X,X,X
OJLZTSI,X,X,X,X,X,X,X
OJLZITS,X,X,O,X,X,X,X
OJLZIST,X,X,X,X,X,O,X
OJLZSTI,X,X,X,X,X,X,X
OJLZSIT,X,X,X,X,X,O,X
OJSTILZ,O,O,O,X,X,X,X
OJSTIZL,X,O,X,X,X,X,O
OJSTLIZ,O,O,O,X,X,X,X
OJSTLZI,X,X,X,X,X,X,X
OJSTZIL,X,O,X,X,X,X,O
OJSTZLI,X,X,X,X,X,X,X
OJSITLZ,O,O,O,X,X,X,X
OJSITZL,X,O,X,X,X,X,O
OJSILTZ,O,O,O,X,X,X,X
OJSILZT,X,X,X,X,X,O,X
OJSIZTL,X,O,X,X,X,X,O
OJSIZLT,X,X,X,X,X,O,X
OJSLTIZ,O,O,O,X,X,X,X
OJSLTZI,X,X,X,X,X,X,X
OJSLITZ,O,O,O,X,X,X,X
OJSLIZT,X,X,X,X,X,O,X
OJSLZTI,X,X,X,X,X,X,X
OJSLZIT,X,X,X,X,X,O,X
OJSZTIL,X,O,X,X,X,X,O
OJSZTLI,X,X,X,X,X,X,X
OJSZITL,X,O,X,X,X,X,O
OJSZILT,X,X,X,X,X,O,X
OJSZLTI,X,X,X,X,X,X,X
OJSZLIT,X,X,X,X,X,O,X
OJZTILS,X,O,O,O,X,X,X
OJZTISL,X,O,X,O,X,X,O
OJZTLIS,X,X,O,O,X,X,X
OJZTLSI,X,X,X,X,X,X,X
OJZTSIL,X,X,X,O,X,X,O
OJZTSLI,X,X,X,X,X,X,X
OJZITLS,X,O,O,O,X,X,X
OJZITSL,X,O,X,O,X,X,O
OJZILTS,X,X,O,X,X,X,X
OJZILST,X,X,X,X,X,O,X
OJZISTL,X,X,X,X,X,X,O
OJZISLT,X,X,X,X,X,O,X
OJZLTIS,X,X,O,X,X,X,X
OJZLTSI,X,X,X,X,X,X,X
OJZLITS,X,X,O,X,X,X,X
OJZLIST,X,X,X,X,X,O,X
OJZLSTI,X,X,X,X,X,X,X
OJZLSIT,X,X,X,X,X,O,X
OJZSTIL,X,X,X,X,X,X,O
OJZSTLI,X,X,X,X,X,X,X
OJZSITL,X,X,X,X,X,X,O
OJZSILT,X,X,X,X,X,O,X
OJZSLTI,X,X,X,X,X,X,X
OJZSLIT,X,X,X,X,X,O,X
OSTILJZ,O,O,O,X,X,X,X
OSTILZJ,O,X,O,X,O,X,X
OSTIJLZ,O,O,O,X,X,X,X
OSTIJZL,X,O,X,O,X,X,O
OSTIZLJ,O,X,X,X,O,X,X
OSTIZJL,X,O,X,O,X,X,X
OSTLIJZ,O,O,O,X,X,X,X
OSTLIZJ,O,X,O,X,O,X,X
OSTLJIZ,O,O,O,X,X,X,X
OSTLJZI,X,X,X,X,X,X,X
OSTLZIJ,O,X,X,X,O,X,X
OSTLZJI,X,X,X,X,X,X,X
OSTJILZ,O,O,O,X,X,X,X
OSTJIZL,X,O,X,O,X,X,O
OSTJLIZ,O,O,O,X,X,X,X
OSTJLZI,X,X,X,X,X,X,X
OSTJZIL,X,O,X,O,X,X,O
OSTJZLI,X,X,X,X,X,X,X
OSTZILJ,O,X,X,X,O,X,X
OSTZIJL,X,O,X,O,X,X,X
OSTZLIJ,O,X,X,X,O,X,X
OSTZLJI,X,X,X,X,X,X,X
OSTZJIL,X,O,X,O,X,X,X
OSTZJLI,X,X,X,X,X,X,X
OSITLJZ,O,O,O,X,X,X,X
OSITLZJ,O,X,O,X,O,X,X
OSITJLZ,O,O,O,X,X,X,X
OSITJZL,X,O,X,O,X,X,O
OSITZLJ,O,X,X,X,O,X,X
OSITZJL,X,O,X,O,X,X,X
OSILTJZ,O,O,O,X,X,X,X
OSILTZJ,O,X,O,X,O,X,X
OSILJTZ,O,O,O,X,X,X,X
OSILJZT,X,X,X,X,X,O,X
OSILZTJ,O,X,X,X,X,X,X
OSILZJT,X,X,X,X,X,X,X
OSIJTLZ,O,O,O,X,X,X,X
OSIJTZL,X,O,X,X,X,X,O
OSIJLTZ,O,O,O,X,X,X,X
OSIJLZT,X,X,X,X,X,O,X
OSIJZTL,X,O,X,X,X,X,O
OSIJZLT,X,X,X,X,X,O,X
OSIZTLJ,O,X,X,X,X,X,X
OSIZTJL,X,O,X,O,X,X,X
OSIZLTJ,O,X,X,X,X,X,X
OSIZLJT,X,X,X,X,X,X,X
OSIZJTL,X,O,X,X,X,X,X
OSIZJLT,X,X,X,X,X,X,X
OSLTIJZ,O,O,O,X,X,X,X
OSLTIZJ,O,X,O,X,O,X,X
OSLTJIZ,O,O,O,X,X,X,X
OSLTJZI,X,X,X,X,X,X,X
OSLTZIJ,O,X,X,X,O,X,X
OSLTZJI,X,X,X,X,X,X,X
OSLITJZ,O,O,O,X,X,X,X
OSLITZJ,O,X,O,X,O,X,X
OSLIJTZ,O,O,O,X,X,X,X
OSLIJZT,X,X,X,X,X,O,X
OSLIZTJ,O,X,X,X,X,X,X
OSLIZJT,X,X,X,X,X,X,X
OSLJTIZ,O,O,O,X,X,X,X
OSLJTZI,X,X,X,X,X,X,X
OSLJITZ,O,O,O,X,X,X,X
OSLJIZT,X,X,X,X,X,O,X
OSLJZTI,X,X,X,X,X,X,X
OSLJZIT,X,X,X,X,X,O,X
OSLZTIJ,O,X,X,X,X,X,X
OSLZTJI,X,X,X,X,X,X,X
OSLZITJ,O,X,X,X,X,X,X
OSLZIJT,X,X,X,X,X,X,X
OSLZJTI,X,X,X,X,X,X,X
OSLZJIT,X,X,X,X,X,X,X
OSJTILZ,O,O,O,X,X,X,X
OSJTIZL,X,O,X,X,X,X,O
OSJTLIZ,O,O,O,X,X,X,X
OSJTLZI,X,X,X,X,X,X,X
OSJTZIL,X,O,X,X,X,X,O
OSJTZLI,X,X,X,X,X,X,X
OSJITLZ,O,O,O,X,X,X,X
OSJITZL,X,O,X,X,X,X,O
OSJILTZ,O,O,O,X,X,X,X
OSJILZT,X,X,X,X,X,O,X
OSJIZTL,X,O,X,X,X,X,O
OSJIZLT,X,X,X,X,X,O,X
OSJLTIZ,O,O,O,X,X,X,X
OSJLTZI,X,X,X,X,X,X,X
OSJLITZ,O,O,O,X,X,X,X
OSJLIZT,X,X,X,X,X,O,X
OSJLZTI,X,X,X,X,X,X,X
OSJLZIT,X,X,X,X,X,O,X
OSJZTIL,X,O,X,X,X,X,O
OSJZTLI,X,X,X,X,X,X,X
OSJZITL,X,O,X,X,X,X,O
OSJZILT,X,X,X,X,X,O,X
OSJZLTI,X,X,X,X,X,X,X
OSJZLIT,X,X,X,X,X,O,X
OSZTILJ,O,X,X,X,X,X,X
OSZTIJL,X,O,X,O,X,X,X
OSZTLIJ,O,X,X,X,X,X,X
OSZTLJI,X,X,X,X,X,X,X
OSZTJIL,X,O,X,O,X,X,X
OSZTJLI,X,X,X,X,X,X,X
OSZITLJ,O,X,X,X,X,X,X
OSZITJL,X,O,X,O,X,X,X
