sequence,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhBliB?5oBUnBzqByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhB6oB?FnB0nBzqBxxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmBVnB?5oB3nB0qByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NelAJvhFUiB5oB?/qBOrBisBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmB5oB?asBftB0qBlsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeXBJvhF5oB2qB?FnBzsB0qBisB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8Ne0AJvhFliB5oB?/qBasBOrBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBisBmqBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeKFJvhFUiB5oB?FmBmsBzqB3sB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBatBTsBmqB
SJZLOTI,X,X,X,O,O,X,X,X,X,X
SJZLOIT,X,X,X,O,O,X,X,X,X,X
SJZOTIL,O,X,X,O,X,O,X,X,X,X
SJZOTLI,X,X,X,O,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,O,X,X,X,X
SJZOILT,X,X,X,X,O,X,O,X,X,X
SJZOLTI,X,X,X,O,O,X,O,X,X,X
SJZOLIT,X,X,X,O,O,X,O,X,X,X
SJOTILZ,X,X,X,O,X,O,X,X,X,X
SJOTIZL,X,X,X,O,X,O,X,X,X,O
SJOTLIZ,X,X,X,O,X,O,X,X,X,X
SJOTLZI,X,X,X,O,X,X,X,X,X,X
SJOTZIL,X,X,X,O,X,O,X,X,X,O
SJOTZLI,X,X,X,O,X,X,X,X,X,X
SJOITLZ,X,X,X,O,X,O,X,X,X,X
SJOITZL,X,X,X,O,X,O,X,X,X,O
SJOILTZ,X,X,X,O,X,O,O,X,X,X
SJOILZT,X,X,X,O,X,X,O,X,X,X
SJOIZTL,X,X,X,O,X,O,X,X,X,O
SJOIZLT,X,X,X,X,X,X,O,X,X,X
SJOLTIZ,X,X,X,O,X,O,O,X,X,X
SJOLTZI,X,X,X,O,X,X,O,X,X,X
SJOLITZ,X,X,X,O,X,O,O,X,X,X
SJOLIZT,X,X,X,O,X,X,O,X,X,X
SJOLZTI,X,X,X,O,X,X,O,X,X,X
SJOLZIT,X,X,X,O,X,X,O,X,X,X
SJOZTIL,X,X,X,O,X,O,X,X,X,O
SJOZTLI,X,X,X,O,X,X,X,X,X,X
SJOZITL,X,X,X,O,X,O,X,X,X,O
SJOZILT,X,X,X,X,X,X,O,X,X,X
SJOZLTI,X,X,X,O,X,X,O,X,X,X
SJOZLIT,X,X,X,O,X,X,O,X,X,X
SZTILJO,O,X,X,X,O,X,O,O,X,X
SZTILOJ,X,X,X,X,O,X,O,O,X,O
SZTIJLO,O,X,X,X,X,X,X,O,X,X
SZTIJOL,O,X,O,X,X,X,X,X,X,O
SZTIOLJ,O,X,X,X,O,X,O,O,X,O
SZTIOJL,O,X,O,X,X,X,X,X,X,O
SZTLIJO,O,X,O,X,O,X,O,O,X,X
SZTLIOJ,X,X,O,X,O,X,O,O,X,O
SZTLJIO,O,X,O,X,O,X,O,O,X,X
SZTLJOI,X,X,O,X,O,X,X,X,X,X
SZTLOIJ,X,X,O,X,O,X,O,O,X,X
SZTLOJI,X,X,O,X,O,X,X,X,X,X
SZTJILO,O,X,X,X,X,X,X,O,X,X
SZTJIOL,O,X,O,X,X,X,X,X,X,O
SZTJLIO,O,X,O,X,X,X,X,O,X,X
SZTJLOI,X,X,O,X,X,X,X,X,X,X
SZTJOIL,O,X,O,X,X,X,X,X,X,X
SZTJOLI,X,X,O,X,X,X,X,X,X,X
SZTOILJ,O,X,X,X,O,X,O,O,X,O
SZTOIJL,O,X,O,X,X,X,X,X,X,O
SZTOLIJ,O,X,O,X,O,X,O,O,X,O
SZTOLJI,O,X,O,X,O,X,O,X,X,X
SZTOJIL,O,X,O,X,X,X,X,X,X,O
SZTOJLI,O,X,O,X,X,X,X,X,X,X
SZITLJO,O,X,X,X,O,X,O,O,X,X
SZITLOJ,X,X,X,X,O,X,O,O,X,O
SZITJLO,O,X,X,X,X,X,X,O,X,X
SZITJOL,O,X,O,X,X,X,X,X,X,O
SZITOLJ,O,X,X,X,O,X,O,O,X,O
SZITOJL,O,X,O,X,X,X,X,X,X,O
SZILTJO,O,X,O,X,O,X,O,O,X,X
SZILTOJ,X,X,O,X,O,X,O,O,X,X
SZILJTO,O,X,O,O,O,X,O,O,X,X
SZILJOT,X,X,O,O,O,X,X,X,X,X
SZILOTJ,X,X,O,X,O,X,O,O,X,X
SZILOJT,X,X,O,X,O,X,O,X,X,X
SZIJTLO,O,X,X,O,X,X,X,X,X,X
SZIJTOL,O,X,O,O,X,X,X,X,X,X
SZIJLTO,O,X,O,O,O,X,O,X,X,X
SZIJLOT,X,X,O,O,O,X,X,X,X,X
SZIJOTL,O,X,O,O,X,X,X,X,X,X
SZIJOLT,X,X,O,X,O,X,O,X,X,X
SZIOTLJ,O,X,X,X,O,X,O,X,X,O
SZIOTJL,O,X,O,X,X,X,X,X,X,O
SZIOLTJ,O,X,O,X,O,X,O,X,X,O
SZIOLJT,O,X,O,X,O,X,O,X,X,X
SZIOJTL,O,X,O,X,X,X,X,X,X,O
SZIOJLT,O,X,O,X,O,X,O,X,X,X
SZLTIJO,O,X,O,X,O,X,O,O,X,X
SZLTIOJ,X,X,O,X,O,X,O,O,X,X
SZLTJIO,O,X,O,X,O,X,O,O,X,X
SZLTJOI,X,X,O,X,O,X,X,X,X,X
SZLTOIJ,X,X,O,X,O,X,O,O,X,X
SZLTOJI,X,X,O,X,O,X,X,X,X,X
SZLITJO,O,X,O,X,O,X,O,O,X,X
SZLITOJ,X,X,O,X,O,X,O,O,X,X
SZLIJTO,O,X,O,O,O,X,O,O,X,X
SZLIJOT,X,X,O,O,O,X,X,X,X,X
SZLIOTJ,X,X,O,X,O,X,O,O,X,X
SZLIOJT,X,X,O,X,O,X,O,X,X,X
SZLJTIO,O,X,O,O,O,X,O,O,X,X
SZLJTOI,X,X,O,O,O,X,X,X,X,X
SZLJITO,O,X,O,O,O,X,O,O,X,X
SZLJIOT,X,X,O,O,O,X,X,X,X,X
SZLJOTI,X,X,O,O,O,X,X,X,X,X
SZLJOIT,X,X,O,O,O,X,X,X,X,X
SZLOTIJ,X,X,O,X,O,X,O,O,X,X
SZLOTJI,X,X,O,X,O,X,O,X,X,X
SZLOITJ,X,X,O,X,O,X,O,O,X,X
SZLOIJT,X,X,O,X,O,X,O,X,X,X
SZLOJTI,X,X,O,X,O,X,O,X,X,X
SZLOJIT,X,X,O,X,O,X,O,X,X,X
SZJTILO,O,X,X,O,X,X,X,X,X,X
SZJTIOL,O,X,O,O,X,X,X,X,X,X
SZJTLIO,O,X,O,O,X,X,X,X,X,X
SZJTLOI,X,X,O,O,X,X,X,X,X,X
SZJTOIL,O,X,O,O,X,X,X,X,X,X
SZJTOLI,X,X,O,O,X,X,X,X,X,X
SZJITLO,O,X,X,O,X,X,X,X,X,X
SZJITOL,O,X,O,O,X,X,X,X,X,X
SZJILTO,O,X,O,O,O,X,O,X,X,X
SZJILOT,X,X,O,O,O,X,X,X,X,X
SZJIOTL,O,X,O,O,X,X,X,X,X,X
SZJIOLT,X,X,O,X,O,X,O,X,X,X
SZJLTIO,O,X,O,O,O,X,O,X,X,X
SZJLTOI,X,X,O,O,O,X,X,X,X,X
SZJLITO,O,X,O,O,O,X,O,X,X,X
SZJLIOT,X,X,O,O,O,X,X,X,X,X
SZJLOTI,X,X,O,O,O,X,X,X,X,X
SZJLOIT,X,X,O,O,O,X,X,X,X,X
SZJOTIL,O,X,O,O,X,X,X,X,X,X
SZJOTLI,X,X,O,O,X,X,X,X,X,X
SZJOITL,O,X,O,O,X,X,X,X,X,X
SZJOILT,X,X,O,X,O,X,O,X,X,X
SZJOLTI,X,X,O,O,O,X,O,X,X,X
SZJOLIT,X,X,O,O,O,X,O,X,X,X
SZOTILJ,O,X,X,X,O,X,O,X,X,O
SZOTIJL,O,X,O,X,X,X,X,X,X,O
SZOTLIJ,O,X,O,X,O,X,O,X,X,O
SZOTLJI,O,X,O,X,O,X,O,X,X,X
SZOTJIL,O,X,O,X,X,X,X,X,X,O
SZOTJLI,O,X,O,X,X,X,X,X,X,X
SZOITLJ,O,X,X,X,O,X,O,X,X,O
SZOITJL,O,X,O,X,X,X,X,X,X,O
SZOILTJ,O,X,O,X,O,X,O,X,X,O
SZOILJT,O,X,O,X,O,X,O,X,X,X
SZOIJTL,O,X,O,X,X,X,X,X,X,O
SZOIJLT,O,X,O,X,O,X,O,X,X,X
SZOLTIJ,O,X,O,X,O,X,O,X,X,O
SZOLTJI,O,X,O,X,O,X,O,X,X,X
SZOLITJ,O,X,O,X,O,X,O,X,X,O
SZOLIJT,O,X,O,X,O,X,O,X,X,X
SZOLJTI,O,X,O,X,O,X,O,X,X,X
SZOLJIT,O,X,O,X,O,X,O,X,X,X
SZOJTIL,O,X,O,X,X,X,X,X,X,O
SZOJTLI,O,X,O,X,X,X,X,X,X,X
SZOJITL,O,X,O,X,X,X,X,X,X,O
SZOJILT,O,X,O,X,O,X,O,X,X,X
SZOJLTI,O,X,O,X,O,X,O,X,X,X
SZOJLIT,O,X,O,X,O,X,O,X,X,X
SOTILJZ,O,O,X,X,X,O,O,X,X,X
SOTILZJ,O,O,X,X,X,X,O,O,X,O
SOTIJLZ,O,O,X,X,X,O,X,X,X,X
SOTIJZL,O,O,X,X,X,O,X,X,X,O
SOTIZLJ,O,O,X,X,X,X,O,O,X,O
SOTIZJL,O,O,X,X,X,O,X,X,X,O
SOTLIJZ,O,O,X,X,X,O,O,X,X,X
SOTLIZJ,O,O,X,X,X,X,O,O,X,O
SOTLJIZ,O,O,X,X,X,O,O,X,X,X
SOTLJZI,O,O,X,X,X,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,X,O,O,X,O
SOTLZJI,O,O,X,X,X,X,O,X,X,X
SOTJILZ,O,O,X,X,X,O,X,X,X,X
SOTJIZL,O,O,X,X,X,O,X,X,X,O
SOTJLIZ,O,O,X,X,X,O,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X,X,X,X
SOTJZIL,O,O,X,X,X,O,X,X,X,O
SOTJZLI,O,O,X,X,X,X,X,X,X,X
SOTZILJ,O,O,X,X,X,X,O,O,X,O
SOTZIJL,O,O,X,X,X,O,X,X,X,O
SOTZLIJ,O,X,X,X,X,X,O,O,X,O
SOTZLJI,O,O,X,X,X,X,O,X,X,X
SOTZJIL,O,O,X,X,X,O,X,X,X,O
SOTZJLI,O,O,X,X,X,X,X,X,X,X
SOITLJZ,O,O,X,X,X,O,O,X,X,X
SOITLZJ,O,O,X,X,X,X,O,O,X,O
SOITJLZ,O,O,X,X,X,O,X,X,X,X
SOITJZL,O,O,X,X,X,O,X,X,X,O
SOITZLJ,O,O,X,X,X,X,O,O,X,O
SOITZJL,O,O,X,X,X,O,X,X,X,O
SOILTJZ,O,O,X,X,X,X,O,X,X,X
SOILTZJ,O,O,X,X,X,X,O,O,X,O
SOILJTZ,O,O,X,O,X,X,O,X,X,X
SOILJZT,O,O,X,O,O,X,O,X,X,X
SOILZTJ,O,O,X,X,O,X,O,O,X,O
SOILZJT,O,O,X,X,O,X,O,X,X,X
SOIJTLZ,O,O,X,O,X,O,X,X,X,X
SOIJTZL,O,O,X,O,X,O,X,X,X,O
SOIJLTZ,O,O,X,O,X,O,O,X,X,X
SOIJLZT,O,O,X,O,X,X,O,X,X,X
SOIJZTL,O,O,X,O,X,O,X,X,X,O
SOIJZLT,O,O,X,X,X,X,O,X,X,X
SOIZTLJ,O,O,X,X,O,X,O,X,X,O
SOIZTJL,O,O,X,X,X,X,X,X,X,O
SOIZLTJ,O,O,X,X,O,X,O,X,X,O
SOIZLJT,O,O,X,X,O,X,O,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X,X,O
SOIZJLT,O,O,X,X,O,X,O,X,X,X
SOLTIJZ,O,O,X,X,X,X,O,X,X,X
SOLTIZJ,O,O,X,X,X,X,O,O,X,O
SOLTJIZ,O,O,X,X,X,X,O,X,X,X
SOLTJZI,O,O,X,X,X,X,O,X,X,X
SOLTZIJ,O,X,X,X,X,X,O,O,X,O
SOLTZJI,O,O,X,X,X,X,O,X,X,X
SOLITJZ,O,O,X,X,X,X,O,X,X,X
SOLITZJ,O,O,X,X,X,X,O,O,X,O
SOLIJTZ,O,O,X,O,X,X,O,X,X,X
SOLIJZT,O,O,X,O,O,X,O,X,X,X
SOLIZTJ,O,O,X,X,O,X,O,O,X,O
SOLIZJT,O,O,X,X,O,X,O,X,X,X
SOLJTIZ,O,O,X,O,X,X,O,X,X,X
SOLJTZI,O,O,X,O,X,X,O,X,X,X
SOLJITZ,O,O,X,O,X,X,O,X,X,X
SOLJIZT,O,O,X,O,O,X,O,X,X,X
SOLJZTI,O,O,X,O,O,X,O,X,X,X
SOLJZIT,O,O,X,O,O,X,O,X,X,X
SOLZTIJ,O,X,X,X,O,X,O,O,X,O
SOLZTJI,O,O,X,X,O,X,O,X,X,X
SOLZITJ,O,O,X,X,O,X,O,O,X,O
SOLZIJT,O,O,X,X,O,X,O,X,X,X
SOLZJTI,O,O,X,X,O,X,O,X,X,X
SOLZJIT,O,O,X,X,O,X,O,X,X,X
SOJTILZ,O,O,X,O,X,O,X,X,X,X
SOJTIZL,O,O,X,O,X,O,X,X,X,O
SOJTLIZ,O,O,X,O,X,O,X,X,X,X
SOJTLZI,O,O,X,O,X,X,X,X,X,X
SOJTZIL,O,O,X,O,X,O,X,X,X,O
SOJTZLI,O,O,X,O,X,X,X,X,X,X
SOJITLZ,O,O,X,O,X,O,X,X,X,X
SOJITZL,O,O,X,O,X,O,X,X,X,O
SOJILTZ,O,O,X,O,X,O,O,X,X,X
SOJILZT,O,O,X,O,X,X,O,X,X,X
SOJIZTL,O,O,X,O,X,O,X,X,X,O
SOJIZLT,O,O,X,X,X,X,O,X,X,X
SOJLTIZ,O,O,X,O,X,O,O,X,X,X
SOJLTZI,O,O,X,O,X,X,O,X,X,X
SOJLITZ,O,O,X,O,X,O,O,X,X,X
SOJLIZT,O,O,X,O,X,X,O,X,X,X
SOJLZTI,O,O,X,O,X,X,O,X,X,X
SOJLZIT,O,O,X,O,X,X,O,X,X,X
SOJZTIL,O,O,X,O,X,O,X,X,X,O
SOJZTLI,O,O,X,O,X,X,X,X,X,X
SOJZITL,O,O,X,O,X,O,X,X,X,O
SOJZILT,O,O,X,X,X,X,O,X,X,X
SOJZLTI,O,O,X,O,X,X,O,X,X,X
SOJZLIT,O,O,X,O,X,X,O,X,X,X
SOZTILJ,O,O,X,X,O,X,O,X,X,O
SOZTIJL,O,O,X,X,X,X,X,X,X,O
SOZTLIJ,O,X,X,X,O,X,O,X,X,O
SOZTLJI,O,O,X,X,O,X,O,X,X,X
SOZTJIL,O,O,X,X,X,X,X,X,X,O
SOZTJLI,O,O,X,X,X,X,X,X,X,X
SOZITLJ,O,O,X,X,O,X,O,X,X,O
SOZITJL,O,O,X,X,X,X,X,X,X,O
SOZILTJ,O,O,X,X,O,X,O,X,X,O
SOZILJT,O,O,X,X,O,X,O,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X,X,O
SOZIJLT,O,O,X,X,O,X,O,X,X,X
SOZLTIJ,O,X,X,X,O,X,O,X,X,O
SOZLTJI,O,O,X,X,O,X,O,X,X,X
SOZLITJ,O,O,X,X,O,X,O,X,X,O
SOZLIJT,O,O,X,X,O,X,O,X,X,X
SOZLJTI,O,O,X,X,O,X,O,X,X,X
SOZLJIT,O,O,X,X,O,X,O,X,X,X
SOZJTIL,O,O,X,X,X,X,X,X,X,O
SOZJTLI,O,O,X,X,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X,X,O
SOZJILT,O,O,X,X,O,X,O,X,X,X
SOZJLTI,O,O,X,X,O,X,O,X,X,X
SOZJLIT,O,O,X,X,O,X,O,X,X,X
ZTILJSO,O,O,O,X,O,X,X,X,X,X
ZTILJOS,X,X,O,X,O,X,X,X,X,X
ZTILSJO,O,O,O,X,O,X,X,X,X,X
ZTILSOJ,X,X,O,X,O,X,X,X,X,X
ZTILOJS,O,O,O,X,O,X,X,X,X,X
ZTILOSJ,O,O,O,X,O,X,X,X,X,X
ZTIJLSO,O,O,O,X,O,X,X,X,X,X
ZTIJLOS,X,X,O,X,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X,X,X
ZTIJSOL,O,X,O,X,X,O,X,X,X,X
ZTIJOLS,O,X,O,X,O,X,X,X,X,X
ZTIJOSL,O,X,O,X,X,X,X,X,X,X
ZTISLJO,O,O,X,X,O,X,X,X,X,X
ZTISLOJ,X,X,X,X,O,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X,X,X
ZTISJOL,O,X,O,X,X,O,X,X,X,X
ZTISOLJ,O,X,X,X,O,X,X,X,X,X
ZTISOJL,O,X,O,X,X,X,X,X,X,X
ZTIOLJS,O,O,O,X,O,X,X,X,X,X
ZTIOLSJ,O,O,O,X,O,X,X,X,X,X
ZTIOJLS,O,O,O,X,O,X,X,X,X,X
ZTIOJSL,O,O,O,X,X,X,X,X,X,X
ZTIOSLJ,O,O,X,X,O,X,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X,X,X,X
ZTLIJSO,O,X,O,X,O,X,X,X,X,X
ZTLIJOS,X,X,O,X,O,X,X,X,X,X
ZTLISJO,O,X,O,X,O,X,X,X,X,X
ZTLISOJ,X,X,O,X,O,X,X,X,X,X
ZTLIOJS,O,X,O,X,O,X,X,X,X,X
ZTLIOSJ,O,X,O,X,O,X,X,X,X,X
ZTLJISO,O,X,O,X,O,X,X,X,X,X
ZTLJIOS,X,X,O,X,O,X,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,X,X,X,X
ZTLJSOI,X,O,O,X,X,X,X,X,X,X
ZTLJOIS,X,X,O,X,O,X,X,X,X,X
ZTLJOSI,X,X,O,X,X,X,X,X,X,X
ZTLSIJO,O,X,O,X,X,X,X,X,X,X
ZTLSIOJ,X,X,O,X,X,X,X,X,X,X
ZTLSJIO,O,O,O,X,X,X,X,X,X,X
ZTLSJOI,X,O,O,X,X,X,X,X,X,X
ZTLSOIJ,X,X,O,X,X,X,X,X,X,X
ZTLSOJI,X,X,O,X,X,X,X,X,X,X
ZTLOIJS,O,X,O,X,O,X,X,X,X,X
ZTLOISJ,O,X,O,X,O,X,X,X,X,X
ZTLOJIS,O,X,O,X,O,X,X,X,X,X
ZTLOJSI,O,O,O,X,X,X,X,X,X,X
ZTLOSIJ,O,X,O,X,X,X,X,X,X,X
ZTLOSJI,O,O,O,X,X,X,X,X,X,X
ZTJILSO,O,O,O,X,O,X,X,X,X,X
ZTJILOS,X,X,O,X,O,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,X,X,X
ZTJISOL,O,X,O,X,X,O,X,X,X,X
ZTJIOLS,O,X,O,X,O,X,X,X,X,X
ZTJIOSL,O,X,O,X,X,X,X,X,X,X
ZTJLISO,O,X,O,X,O,X,X,X,X,X
ZTJLIOS,X,X,O,X,O,X,X,X,X,X
ZTJLSIO,O,O,O,X,X,X,X,X,X,X
ZTJLSOI,X,O,O,X,X,X,X,X,X,X
ZTJLOIS,X,X,O,X,O,X,X,X,X,X
ZTJLOSI,X,X,O,X,X,X,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X,X,X,X
ZTJSIOL,O,X,O,X,X,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X,X,X,X
ZTJSLOI,X,O,O,X,X,X,X,X,X,X
ZTJSOIL,O,X,O,X,X,X,X,X,X,X
ZTJSOLI,X,X,O,X,X,X,X,X,X,X
ZTJOILS,O,X,O,X,O,X,X,X,X,X
ZTJOISL,O,X,O,X,X,X,X,X,X,X
ZTJOLIS,O,X,O,X,O,X,X,X,X,X
ZTJOLSI,O,X,O,X,X,X,X,X,X,X
ZTJOSIL,O,X,O,X,X,X,X,X,X,X
ZTJOSLI,O,X,O,X,X,X,X,X,X,X
ZTSILJO,O,O,X,X,O,X,X,X,X,X
ZTSILOJ,X,X,X,X,O,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,X,X,X,X,X
ZTSIJOL,O,X,O,X,X,O,X,X,X,X
ZTSIOLJ,O,X,X,X,O,X,X,X,X,X
ZTSIOJL,O,X,O,X,X,X,X,X,X,X
ZTSLIJO,O,X,O,X,O,X,X,X,X,X
ZTSLIOJ,X,X,O,X,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,O,X,X,X,X,X
ZTSLJOI,X,O,O,X,O,X,X,X,X,X
ZTSLOIJ,X,X,O,X,O,X,X,X,X,X
ZTSLOJI,X,X,O,X,O,X,X,X,X,X
ZTSJILO,O,O,X,X,X,X,X,X,X,X
ZTSJIOL,O,X,O,X,X,O,X,X,X,X
ZTSJLIO,O,O,O,X,X,X,X,X,X,X
ZTSJLOI,X,O,O,X,X,X,X,X,X,X
ZTSJOIL,O,X,O,X,X,X,X,X,X,X
ZTSJOLI,X,X,O,X,X,X,X,X,X,X
ZTSOILJ,O,X,X,X,O,X,X,X,X,X
ZTSOIJL,O,X,O,X,X,X,X,X,X,X
ZTSOLIJ,O,X,O,X,O,X,X,X,X,X
ZTSOLJI,O,X,O,X,O,X,X,X,X,X
ZTSOJIL,O,X,O,X,X,X,X,X,X,X
ZTSOJLI,O,X,O,X,X,X,X,X,X,X
ZTOILJS,O,O,O,X,O,X,X,X,X,X
ZTOILSJ,O,O,O,X,O,X,X,X,X,X
ZTOIJLS,O,O,O,X,O,X,X,X,X,X
ZTOIJSL,O,O,O,X,X,X,X,X,X,X
ZTOISLJ,O,O,X,X,O,X,X,X,X,X
ZTOISJL,O,O,O,X,X,X,X,X,X,X
ZTOLIJS,O,X,O,X,O,X,X,X,X,X
ZTOLISJ,O,X,O,X,O,X,X,X,X,X
ZTOLJIS,O,X,O,X,O,X,X,X,X,X
ZTOLJSI,O,O,O,X,X,X,X,X,X,X
ZTOLSIJ,O,X,O,X,X,X,X,X,X,X
ZTOLSJI,O,O,O,X,X,X,X,X,X,X
ZTOJILS,O,O,O,X,O,X,X,X,X,X
ZTOJISL,O,O,O,X,X,X,X,X,X,X
ZTOJLIS,O,X,O,X,O,X,X,X,X,X
ZTOJLSI,O,O,O,X,X,X,X,X,X,X
ZTOJSIL,O,O,O,X,X,X,X,X,X,X
ZTOJSLI,O,O,O,X,X,X,X,X,X,X
ZTOSILJ,O,O,X,X,O,X,X,X,X,X
ZTOSIJL,O,O,O,X,X,X,X,X,X,X
ZTOSLIJ,O,X,O,X,O,X,X,X,X,X
ZTOSLJI,O,O,O,X,O,X,X,X,X,X
ZTOSJIL,O,O,O,X,X,X,X,X,X,X
ZTOSJLI,O,O,O,X,X,X,X,X,X,X
ZITLJSO,O,O,O,X,O,X,X,X,X,X
ZITLJOS,X,X,O,X,O,X,X,X,X,X
ZITLSJO,O,O,O,X,O,X,X,X,X,X
ZITLSOJ,X,X,O,X,O,X,X,X,X,X
ZITLOJS,O,O,O,X,O,X,X,X,X,X
ZITLOSJ,O,O,O,X,O,X,X,X,X,X
ZITJLSO,O,O,O,X,O,X,X,X,X,X
ZITJLOS,X,X,O,X,O,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,X,X,X
ZITJSOL,O,X,O,X,X,O,X,X,X,X
ZITJOLS,O,X,O,X,O,X,X,X,X,X
ZITJOSL,O,X,O,X,X,X,X,X,X,X
ZITSLJO,O,O,X,X,O,X,X,X,X,X
ZITSLOJ,X,X,X,X,O,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X,X,X
ZITSJOL,O,X,O,X,X,O,X,X,X,X
ZITSOLJ,O,X,X,X,O,X,X,X,X,X
ZITSOJL,O,X,O,X,X,X,X,X,X,X
ZITOLJS,O,O,O,X,O,X,X,X,X,X
ZITOLSJ,O,O,O,X,O,X,X,X,X,X
ZITOJLS,O,O,O,X,O,X,X,X,X,X
ZITOJSL,O,O,O,X,X,X,X,X,X,X
ZITOSLJ,O,O,X,X,O,X,X,X,X,X
ZITOSJL,O,O,O,X,X,X,X,X,X,X
ZILTJSO,O,O,O,O,O,X,X,X,O,X
ZILTJOS,O,X,O,X,O,X,X,X,O,X
ZILTSJO,O,O,O,X,O,X,O,O,O,X
ZILTSOJ,O,X,O,X,O,X,O,O,X,X
ZILTOJS,O,O,O,X,O,X,X,X,O,X
ZILTOSJ,O,O,O,X,O,X,X,X,X,X
ZILJTSO,O,O,O,O,O,X,X,X,O,X
ZILJTOS,O,X,O,X,O,X,X,X,O,X
ZILJSTO,O,X,O,O,O,X,X,O,O,X
ZILJSOT,O,X,O,O,O,X,X,X,X,X
ZILJOTS,O,X,O,X,O,X,X,X,O,X
ZILJOST,O,X,O,O,O,X,X,X,X,X
ZILSTJO,O,X,O,X,O,X,O,O,X,X
ZILSTOJ,O,X,O,X,O,X,O,O,X,X
ZILSJTO,O,X,O,O,O,X,O,O,X,X
ZILSJOT,O,X,O,O,O,X,X,X,X,X
ZILSOTJ,O,X,O,X,O,X,O,O,X,X
ZILSOJT,O,X,O,X,O,X,X,X,X,X
ZILOTJS,O,O,O,X,O,X,X,X,X,X
ZILOTSJ,O,O,O,X,O,X,X,X,X,X
ZILOJTS,O,O,O,X,O,X,X,X,X,X
ZILOJST,O,O,O,O,O,X,X,X,X,X
ZILOSTJ,O,O,O,X,O,X,X,O,X,X
ZILOSJT,O,O,O,X,O,X,X,X,X,X
ZIJTLSO,O,O,O,X,O,X,X,X,O,X
ZIJTLOS,X,X,O,X,O,X,X,X,O,X
ZIJTSLO,O,O,X,O,X,X,X,X,X,X
ZIJTSOL,O,X,O,O,X,O,X,X,X,X
ZIJTOLS,O,X,O,X,O,X,X,X,X,X
ZIJTOSL,O,X,O,X,X,X,X,X,X,X
ZIJLTSO,O,O,O,O,O,X,X,X,O,X
ZIJLTOS,O,X,O,X,O,X,X,X,O,X
ZIJLSTO,O,X,O,O,O,X,X,X,O,X
ZIJLSOT,O,X,O,O,O,X,X,X,X,X
ZIJLOTS,O,X,O,X,O,X,X,X,O,X
ZIJLOST,O,X,O,O,O,X,X,X,X,X
ZIJSTLO,O,X,X,O,X,X,X,X,X,X
ZIJSTOL,O,X,O,O,X,O,X,X,X,X
ZIJSLTO,O,X,O,O,O,X,X,X,O,X
ZIJSLOT,X,X,O,O,O,X,X,X,X,X
ZIJSOTL,O,X,O,O,X,O,X,X,X,X
ZIJSOLT,X,X,O,X,O,X,X,X,X,X
ZIJOTLS,O,X,O,X,O,X,X,X,X,X
ZIJOTSL,O,X,O,X,X,O,X,X,X,X
ZIJOLTS,O,X,O,X,O,X,X,X,O,X
ZIJOLST,O,X,O,X,O,X,X,X,X,X
ZIJOSTL,O,X,O,O,X,O,X,X,X,X
ZIJOSLT,O,X,O,X,O,X,X,X,X,X
ZISTLJO,O,X,X,X,O,X,O,O,X,X
ZISTLOJ,X,X,X,X,O,X,O,O,X,O
ZISTJLO,O,X,X,X,X,X,X,O,X,X
ZISTJOL,O,X,O,X,X,X,X,X,X,O
ZISTOLJ,O,X,X,X,O,X,O,O,X,O
ZISTOJL,O,X,O,X,X,X,X,X,X,O
ZISLTJO,O,X,O,X,O,X,O,O,X,X
ZISLTOJ,X,X,O,X,O,X,O,O,X,X
ZISLJTO,O,X,O,O,O,X,O,O,X,X
ZISLJOT,X,X,O,O,O,X,X,X,X,X
