sequence,v115@GhA8IeC8GeF8BeA8AeA8Jei/IvhFTiBZoBUlBFmBGm?BXsB,v115@GhA8IeC8GeF8BeA8AeA8Je2EJvhFRgBzhB3lB1sB0r?BatB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhF0gBSnBZoB2qBlm?BXsB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhF3gBFiBZoB6rBcs?B2vB,v115@GhA8IeC8GeF8BeA8AeA8Jei/IvhFmiBUlBRmBftBFm?BzrB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhFlgB3hBZoB2qBCs?BcsB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhFKlBfmBZoBWsBcs?BlrB,v115@GhA8IeC8GeF8BeA8AeA8Je2EJvhFRgB3hB1qB0nBzr?BatB
ZLSOITJ,O,O,X,O,O,X,X,X
ZLSOIJT,O,O,X,O,O,X,O,X
ZLSOJTI,O,O,X,O,O,X,X,X
ZLSOJIT,O,O,X,O,O,X,O,X
ZLOTIJS,X,X,X,O,X,X,X,X
ZLOTISJ,O,X,X,O,O,X,X,X
ZLOTJIS,X,X,X,O,X,X,X,X
ZLOTJSI,X,O,X,O,X,X,X,X
ZLOTSIJ,O,O,X,O,O,X,X,X
ZLOTSJI,O,O,X,O,O,X,X,X
ZLOITJS,X,X,X,O,X,X,X,X
ZLOITSJ,O,X,X,O,O,X,X,X
ZLOIJTS,X,X,X,O,X,O,X,X
ZLOIJST,X,X,X,O,O,O,O,X
ZLOISTJ,O,X,X,O,O,X,X,X
ZLOISJT,O,X,X,O,O,X,O,X
ZLOJTIS,X,X,X,O,X,O,X,X
ZLOJTSI,X,O,X,O,X,X,X,X
ZLOJITS,X,X,X,O,X,O,X,X
ZLOJIST,X,X,X,O,O,O,O,X
ZLOJSTI,X,O,X,O,O,X,X,X
ZLOJSIT,X,O,X,O,O,X,O,X
ZLOSTIJ,O,O,X,O,O,X,X,X
ZLOSTJI,O,O,X,O,O,X,X,X
ZLOSITJ,O,O,X,O,O,X,X,X
ZLOSIJT,O,O,X,O,O,X,O,X
ZLOSJTI,O,O,X,O,O,X,X,X
ZLOSJIT,O,O,X,O,O,X,O,X
ZJTILSO,O,X,X,O,X,O,X,X
ZJTILOS,X,X,X,O,X,O,X,X
ZJTISLO,O,O,O,X,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X,X
ZJTIOLS,X,X,X,O,X,O,X,O
ZJTIOSL,X,O,O,X,X,X,X,O
ZJTLISO,O,X,X,O,X,O,X,X
ZJTLIOS,X,X,X,O,X,O,X,X
ZJTLSIO,O,O,X,O,X,X,X,X
ZJTLSOI,O,O,X,O,X,X,X,X
ZJTLOIS,X,X,X,O,X,O,X,X
ZJTLOSI,X,O,X,O,X,X,X,X
ZJTSILO,O,O,O,X,X,X,X,X
ZJTSIOL,O,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X,X
ZJTSOIL,O,O,O,X,X,X,X,X
ZJTSOLI,O,O,O,X,X,X,X,X
ZJTOILS,X,X,X,O,X,O,X,O
ZJTOISL,X,O,O,X,X,X,X,O
ZJTOLIS,X,X,X,O,X,O,X,O
ZJTOLSI,X,O,X,O,X,X,X,O
ZJTOSIL,X,O,O,X,X,X,X,O
ZJTOSLI,X,O,O,X,X,X,X,O
ZJITLSO,O,X,X,O,X,O,X,X
ZJITLOS,X,X,X,O,X,O,X,X
ZJITSLO,O,O,O,X,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X,X
ZJITOLS,X,X,X,O,X,O,X,O
ZJITOSL,X,O,O,X,X,X,X,O
ZJILTSO,O,X,X,O,X,O,X,X
ZJILTOS,X,X,X,O,X,O,X,X
ZJILSTO,O,X,O,O,O,O,O,X
ZJILSOT,O,X,O,O,O,O,O,X
ZJILOTS,X,X,X,O,X,O,X,X
ZJILOST,X,X,O,O,X,O,O,X
ZJISTLO,O,O,O,X,O,X,X,X
ZJISTOL,O,O,O,X,X,X,X,X
ZJISLTO,O,O,O,X,O,X,O,X
ZJISLOT,O,O,O,X,O,X,O,X
ZJISOTL,O,O,O,X,X,X,X,X
ZJISOLT,O,O,O,X,O,X,X,X
ZJIOTLS,X,X,X,O,X,O,X,X
ZJIOTSL,X,O,O,X,X,X,X,X
ZJIOLTS,X,X,X,O,X,O,X,X
ZJIOLST,X,X,O,O,X,O,O,X
ZJIOSTL,X,O,O,X,X,X,X,X
ZJIOSLT,X,O,O,X,X,X,X,X
ZJLTISO,O,X,X,O,X,O,X,X
ZJLTIOS,X,X,X,O,X,O,X,X
ZJLTSIO,O,O,X,O,X,X,X,X
ZJLTSOI,O,O,X,O,X,X,X,X
ZJLTOIS,X,X,X,O,X,O,X,X
ZJLTOSI,X,O,X,O,X,X,X,X
ZJLITSO,O,X,X,O,X,O,X,X
ZJLITOS,X,X,X,O,X,O,X,X
ZJLISTO,O,X,O,O,O,O,O,X
ZJLISOT,O,X,O,O,O,O,O,X
ZJLIOTS,X,X,X,O,X,O,X,X
ZJLIOST,X,X,O,O,X,O,O,X
ZJLSTIO,O,O,O,O,O,X,X,X
ZJLSTOI,O,O,O,O,O,X,X,X
ZJLSITO,O,O,O,O,O,X,O,X
ZJLSIOT,O,O,O,O,O,X,O,X
ZJLSOTI,O,O,O,O,O,X,X,X
ZJLSOIT,O,O,O,O,O,X,O,X
ZJLOTIS,X,X,X,O,X,O,X,X
ZJLOTSI,X,O,X,O,X,X,X,X
ZJLOITS,X,X,X,O,X,O,X,X
ZJLOIST,X,X,O,O,O,O,O,X
ZJLOSTI,X,O,O,O,O,X,X,X
ZJLOSIT,X,O,O,O,O,X,O,X
ZJSTILO,O,O,O,X,O,X,X,X
ZJSTIOL,O,O,O,X,X,X,X,X
ZJSTLIO,O,O,O,X,O,X,X,X
ZJSTLOI,O,O,O,X,O,X,X,X
ZJSTOIL,O,O,O,X,O,X,X,X
ZJSTOLI,O,O,O,X,O,X,X,X
ZJSITLO,O,O,O,X,O,X,X,X
ZJSITOL,O,O,O,X,X,X,X,X
ZJSILTO,O,O,O,X,O,X,O,X
ZJSILOT,O,O,O,X,O,X,O,X
ZJSIOTL,O,O,O,X,O,X,X,X
ZJSIOLT,O,O,O,X,O,X,X,X
ZJSLTIO,O,O,O,X,O,X,X,X
ZJSLTOI,O,O,O,X,O,X,X,X
ZJSLITO,O,O,O,X,O,X,O,X
ZJSLIOT,O,O,O,X,O,X,O,X
ZJSLOTI,O,O,O,X,O,X,X,X
ZJSLOIT,O,O,O,X,O,X,O,X
ZJSOTIL,O,O,O,X,O,X,X,X
ZJSOTLI,O,O,O,X,O,X,X,X
ZJSOITL,O,O,O,X,O,X,X,X
ZJSOILT,O,O,O,X,O,X,X,X
ZJSOLTI,O,O,O,X,O,X,X,X
ZJSOLIT,O,O,O,X,O,X,X,X
ZJOTILS,X,X,X,O,X,O,X,X
ZJOTISL,X,O,O,X,X,X,X,X
ZJOTLIS,X,X,X,O,X,O,X,X
ZJOTLSI,X,O,X,O,X,X,X,X
ZJOTSIL,X,O,O,X,X,X,X,X
ZJOTSLI,X,O,O,X,X,X,X,X
ZJOITLS,X,X,X,O,X,O,X,X
ZJOITSL,X,O,O,X,X,X,X,X
ZJOILTS,X,X,X,O,X,O,X,X
ZJOILST,X,X,O,O,O,O,O,X
ZJOISTL,X,O,O,X,O,X,X,X
ZJOISLT,X,O,O,X,O,X,X,X
ZJOLTIS,X,X,X,O,X,O,X,X
ZJOLTSI,X,O,X,O,X,X,X,X
ZJOLITS,X,X,X,O,X,O,X,X
ZJOLIST,X,X,O,O,O,O,O,X
ZJOLSTI,X,O,O,O,O,X,X,X
ZJOLSIT,X,O,O,O,O,X,O,X
ZJOSTIL,X,O,O,X,O,X,X,X
ZJOSTLI,X,O,O,X,O,X,X,X
ZJOSITL,X,O,O,X,O,X,X,X
ZJOSILT,X,O,O,X,O,X,X,X
ZJOSLTI,X,O,O,X,O,X,X,X
ZJOSLIT,X,O,O,X,O,X,X,X
ZSTILJO,O,O,X,O,O,X,X,X
ZSTILOJ,O,O,X,O,X,X,X,X
ZSTIJLO,O,O,X,X,O,X,X,X
ZSTIJOL,O,O,X,X,X,X,X,X
ZSTIOLJ,O,O,X,O,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X
ZSTLIJO,O,O,X,O,O,X,X,X
ZSTLIOJ,O,O,X,O,X,X,X,X
ZSTLJIO,O,O,X,O,O,X,X,X
ZSTLJOI,O,O,X,O,O,X,X,X
ZSTLOIJ,O,O,X,O,O,X,X,X
ZSTLOJI,O,O,X,O,O,X,X,X
ZSTJILO,O,O,X,X,O,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,X,X,O,X,X,X
ZSTJLOI,O,O,X,X,O,X,X,X
ZSTJOIL,O,O,X,X,O,X,X,X
ZSTJOLI,O,O,X,X,O,X,X,X
ZSTOILJ,O,O,X,O,O,X,X,X
ZSTOIJL,O,O,X,X,O,X,X,X
ZSTOLIJ,O,O,X,O,O,X,X,X
ZSTOLJI,O,O,X,O,O,X,X,X
ZSTOJIL,O,O,X,X,O,X,X,X
ZSTOJLI,O,O,X,X,O,X,X,X
ZSITLJO,O,O,X,O,O,X,X,X
ZSITLOJ,O,O,X,O,X,X,X,X
ZSITJLO,O,O,X,X,O,X,X,X
ZSITJOL,O,O,X,X,X,X,X,X
ZSITOLJ,O,O,X,O,X,X,X,X
ZSITOJL,O,O,X,X,X,X,X,X
ZSILTJO,O,O,X,O,O,X,X,X
ZSILTOJ,O,O,X,O,X,X,X,X
ZSILJTO,O,O,O,O,O,X,O,X
ZSILJOT,O,O,O,O,O,X,O,X
ZSILOTJ,O,O,X,O,O,X,X,X
ZSILOJT,O,O,O,O,O,X,O,X
ZSIJTLO,O,O,O,X,O,X,X,X
ZSIJTOL,O,O,O,X,X,X,X,X
ZSIJLTO,O,O,O,X,O,X,O,X
ZSIJLOT,O,O,O,X,O,X,O,X
ZSIJOTL,O,O,O,X,O,X,X,X
ZSIJOLT,O,O,O,X,O,X,X,X
ZSIOTLJ,O,O,X,O,O,X,X,X
ZSIOTJL,O,O,X,X,O,X,X,X
ZSIOLTJ,O,O,X,O,O,X,X,X
ZSIOLJT,O,O,O,O,O,X,X,X
ZSIOJTL,O,O,O,X,O,X,X,X
ZSIOJLT,O,O,O,X,O,X,X,X
ZSLTIJO,O,O,X,O,O,X,X,X
ZSLTIOJ,O,O,X,O,X,X,X,X
ZSLTJIO,O,O,X,O,O,X,X,X
ZSLTJOI,O,O,X,O,O,X,X,X
ZSLTOIJ,O,O,X,O,O,X,X,X
ZSLTOJI,O,O,X,O,O,X,X,X
ZSLITJO,O,O,X,O,O,X,X,X
ZSLITOJ,O,O,X,O,X,X,X,X
ZSLIJTO,O,O,O,O,O,X,O,X
ZSLIJOT,O,O,O,O,O,X,O,X
ZSLIOTJ,O,O,X,O,O,X,X,X
ZSLIOJT,O,O,O,O,O,X,O,X
ZSLJTIO,O,O,O,O,O,X,X,X
ZSLJTOI,O,O,O,O,O,X,X,X
ZSLJITO,O,O,O,O,O,X,O,X
ZSLJIOT,O,O,O,O,O,X,O,X
ZSLJOTI,O,O,O,O,O,X,X,X
ZSLJOIT,O,O,O,O,O,X,O,X
ZSLOTIJ,O,O,X,O,O,X,X,X
ZSLOTJI,O,O,X,O,O,X,X,X
ZSLOITJ,O,O,X,O,O,X,X,X
ZSLOIJT,O,O,O,O,O,X,O,X
ZSLOJTI,O,O,O,O,O,X,X,X
ZSLOJIT,O,O,O,O,O,X,O,X
ZSJTILO,O,O,O,X,O,X,X,X
ZSJTIOL,O,O,O,X,X,X,X,X
ZSJTLIO,O,O,O,X,O,X,X,X
ZSJTLOI,O,O,O,X,O,X,X,X
ZSJTOIL,O,O,O,X,O,X,X,X
ZSJTOLI,O,O,O,X,O,X,X,X
ZSJITLO,O,O,O,X,O,X,X,X
ZSJITOL,O,O,O,X,X,X,X,X
ZSJILTO,O,O,O,X,O,X,O,X
ZSJILOT,O,O,O,X,O,X,O,X
ZSJIOTL,O,O,O,X,O,X,X,X
ZSJIOLT,O,O,O,X,O,X,X,X
ZSJLTIO,O,O,O,X,O,X,X,X
ZSJLTOI,O,O,O,X,O,X,X,X
ZSJLITO,O,O,O,X,O,X,O,X
ZSJLIOT,O,O,O,X,O,X,O,X
ZSJLOTI,O,O,O,X,O,X,X,X
ZSJLOIT,O,O,O,X,O,X,O,X
ZSJOTIL,O,O,O,X,O,X,X,X
ZSJOTLI,O,O,O,X,O,X,X,X
ZSJOITL,O,O,O,X,O,X,X,X
ZSJOILT,O,O,O,X,O,X,X,X
ZSJOLTI,O,O,O,X,O,X,X,X
ZSJOLIT,O,O,O,X,O,X,X,X
ZSOTILJ,O,O,X,O,O,X,X,X
ZSOTIJL,O,O,X,X,O,X,X,X
ZSOTLIJ,O,O,X,O,O,X,X,X
ZSOTLJI,O,O,X,O,O,X,X,X
ZSOTJIL,O,O,X,X,O,X,X,X
ZSOTJLI,O,O,X,X,O,X,X,X
ZSOITLJ,O,O,X,O,O,X,X,X
ZSOITJL,O,O,X,X,O,X,X,X
ZSOILTJ,O,O,X,O,O,X,X,X
ZSOILJT,O,O,O,O,O,X,X,X
ZSOIJTL,O,O,O,X,O,X,X,X
ZSOIJLT,O,O,O,X,O,X,X,X
ZSOLTIJ,O,O,X,O,O,X,X,X
ZSOLTJI,O,O,X,O,O,X,X,X
ZSOLITJ,O,O,X,O,O,X,X,X
ZSOLIJT,O,O,O,O,O,X,X,X
ZSOLJTI,O,O,O,O,O,X,X,X
ZSOLJIT,O,O,O,O,O,X,X,X
ZSOJTIL,O,O,O,X,O,X,X,X
ZSOJTLI,O,O,O,X,O,X,X,X
ZSOJITL,O,O,O,X,O,X,X,X
ZSOJILT,O,O,O,X,O,X,X,X
ZSOJLTI,O,O,O,X,O,X,X,X
ZSOJLIT,O,O,O,X,O,X,X,X
ZOTILJS,X,X,X,O,X,X,X,O
ZOTILSJ,O,X,X,O,O,X,X,O
ZOTIJLS,X,X,X,O,X,X,X,O
ZOTIJSL,X,O,X,X,X,X,X,O
ZOTISLJ,O,O,X,O,O,X,X,O
ZOTISJL,O,O,X,X,O,X,X,O
ZOTLIJS,X,X,X,O,X,X,X,O
ZOTLISJ,O,X,X,O,O,X,X,O
ZOTLJIS,X,X,X,O,X,X,X,O
ZOTLJSI,X,O,X,O,X,X,X,O
ZOTLSIJ,O,O,X,O,O,X,X,O
ZOTLSJI,O,O,X,O,O,X,X,O
ZOTJILS,X,X,X,O,X,X,X,O
ZOTJISL,X,O,X,X,X,X,X,O
ZOTJLIS,X,X,X,O,X,X,X,O
ZOTJLSI,X,O,X,O,X,X,X,O
ZOTJSIL,X,O,X,X,X,X,X,O
ZOTJSLI,X,O,X,X,X,X,X,O
ZOTSILJ,O,O,X,O,O,X,X,O
ZOTSIJL,O,O,X,X,O,X,X,O
ZOTSLIJ,O,O,X,O,O,X,X,O
ZOTSLJI,O,O,X,O,O,X,X,O
ZOTSJIL,O,O,X,X,O,X,X,O
ZOTSJLI,O,O,X,X,O,X,X,O
ZOITLJS,X,X,X,O,X,X,X,O
ZOITLSJ,O,X,X,O,O,X,X,O
ZOITJLS,X,X,X,O,X,X,X,O
ZOITJSL,X,O,X,X,X,X,X,O
ZOITSLJ,O,O,X,O,O,X,X,O
ZOITSJL,O,O,X,X,O,X,X,O
ZOILTJS,X,X,X,O,X,X,X,X
ZOILTSJ,O,X,X,O,O,X,X,X
ZOILJTS,X,X,X,O,X,O,X,X
ZOILJST,X,X,X,O,O,O,O,X
ZOILSTJ,O,X,X,O,O,X,X,X
ZOILSJT,O,X,X,O,O,X,O,X
ZOIJTLS,X,X,X,O,X,O,X,X
ZOIJTSL,X,O,O,X,X,X,X,X
ZOIJLTS,X,X,X,O,X,O,X,X
ZOIJLST,X,X,O,O,O,O,O,X
ZOIJSTL,X,O,O,X,O,X,X,X
ZOIJSLT,X,O,O,X,O,X,X,X
ZOISTLJ,O,O,X,O,O,X,X,X
ZOISTJL,O,O,X,X,O,X,X,X
ZOISLTJ,O,O,X,O,O,X,X,X
ZOISLJT,O,O,O,O,O,X,X,X
ZOISJTL,O,O,O,X,O,X,X,X
ZOISJLT,O,O,O,X,O,X,X,X
ZOLTIJS,X,X,X,O,X,X,X,O
ZOLTISJ,O,X,X,O,O,X,X,O
ZOLTJIS,X,X,X,O,X,X,X,O
ZOLTJSI,X,O,X,O,X,X,X,O
ZOLTSIJ,O,O,X,O,O,X,X,O
ZOLTSJI,O,O,X,O,O,X,X,O
ZOLITJS,X,X,X,O,X,X,X,X
ZOLITSJ,O,X,X,O,O,X,X,X
ZOLIJTS,X,X,X,O,X,O,X,X
ZOLIJST,X,X,X,O,O,O,O,X
ZOLISTJ,O,X,X,O,O,X,X,X
ZOLISJT,O,X,X,O,O,X,O,X
ZOLJTIS,X,X,X,O,X,O,X,X
ZOLJTSI,X,O,X,O,X,X,X,X
ZOLJITS,X,X,X,O,X,O,X,X
ZOLJIST,X,X,X,O,O,O,O,X
ZOLJSTI,X,O,X,O,O,X,X,X
ZOLJSIT,X,O,X,O,O,X,O,X
ZOLSTIJ,O,O,X,O,O,X,X,X
ZOLSTJI,O,O,X,O,O,X,X,X
ZOLSITJ,O,O,X,O,O,X,X,X
ZOLSIJT,O,O,X,O,O,X,O,X
ZOLSJTI,O,O,X,O,O,X,X,X
ZOLSJIT,O,O,X,O,O,X,O,X
ZOJTILS,X,X,X,O,X,O,X,O
ZOJTISL,X,O,O,X,X,X,X,O
ZOJTLIS,X,X,X,O,X,O,X,O
ZOJTLSI,X,O,X,O,X,X,X,O
ZOJTSIL,X,O,O,X,X,X,X,O
ZOJTSLI,X,O,O,X,X,X,X,O
ZOJITLS,X,X,X,O,X,O,X,X
ZOJITSL,X,O,O,X,X,X,X,X
ZOJILTS,X,X,X,O,X,O,X,X
ZOJILST,X,X,O,O,O,O,O,X
ZOJISTL,X,O,O,X,O,X,X,X
ZOJISLT,X,O,O,X,O,X,X,X
ZOJLTIS,X,X,X,O,X,O,X,X
ZOJLTSI,X,O,X,O,X,X,X,X
ZOJLITS,X,X,X,O,X,O,X,X
ZOJLIST,X,X,O,O,O,O,O,X
ZOJLSTI,X,O,O,O,O,X,X,X
ZOJLSIT,X,O,O,O,O,X,O,X
ZOJSTIL,X,O,O,X,O,X,X,X
ZOJSTLI,X,O,O,X,O,X,X,X
ZOJSITL,X,O,O,X,O,X,X,X
ZOJSILT,X,O,O,X,O,X,X,X
ZOJSLTI,X,O,O,X,O,X,X,X
ZOJSLIT,X,O,O,X,O,X,X,X
ZOSTILJ,O,O,X,O,O,X,X,O
ZOSTIJL,O,O,X,X,O,X,X,O
ZOSTLIJ,O,O,X,O,O,X,X,O
ZOSTLJI,O,O,X,O,O,X,X,O
ZOSTJIL,O,O,X,X,O,X,X,O
ZOSTJLI,O,O,X,X,O,X,X,O
ZOSITLJ,O,O,X,O,O,X,X,X
ZOSITJL,O,O,X,X,O,X,X,X
ZOSILTJ,O,O,X,O,O,X,X,X
ZOSILJT,O,O,O,O,O,X,X,X
ZOSIJTL,O,O,O,X,O,X,X,X
ZOSIJLT,O,O,O,X,O,X,X,X
ZOSLTIJ,O,O,X,O,O,X,X,X
ZOSLTJI,O,O,X,O,O,X,X,X
ZOSLITJ,O,O,X,O,O,X,X,X
ZOSLIJT,O,O,O,O,O,X,X,X
ZOSLJTI,O,O,O,O,O,X,X,X
ZOSLJIT,O,O,O,O,O,X,X,X
ZOSJTIL,O,O,O,X,O,X,X,X
ZOSJTLI,O,O,O,X,O,X,X,X
ZOSJITL,O,O,O,X,O,X,X,X
ZOSJILT,O,O,O,X,O,X,X,X
ZOSJLTI,O,O,O,X,O,X,X,X
ZOSJLIT,O,O,O,X,O,X,X,X
OTILJSZ,X,X,X,X,X,O,O,O
OTILJZS,X,X,X,X,X,O,X,O
OTILSJZ,X,X,X,X,X,X,O,O
OTILSZJ,X,X,X,O,X,X,X,O
OTILZJS,X,X,X,O,X,X,X,O
OTILZSJ,X,X,X,O,X,X,X,O
OTIJLSZ,X,X,X,X,X,O,O,O
OTIJLZS,X,X,X,X,X,O,X,O
OTIJSLZ,X,X,O,X,X,O,X,O
OTIJSZL,X,X,O,X,X,X,X,O
OTIJZLS,X,X,X,X,X,O,X,O
OTIJZSL,X,X,O,X,X,X,X,O
OTISLJZ,X,X,O,X,X,X,X,O
OTISLZJ,O,X,X,X,X,X,X,O
OTISJLZ,X,X,O,X,X,X,X,O
OTISJZL,O,X,O,X,O,X,X,O
OTISZLJ,O,X,X,X,O,X,X,O
OTISZJL,O,X,X,X,O,X,X,O
OTIZLJS,X,X,X,O,X,X,X,O
OTIZLSJ,O,X,X,O,O,X,X,O
OTIZJLS,X,X,X,O,X,X,X,O
OTIZJSL,X,X,X,X,X,X,X,O
OTIZSLJ,O,X,X,O,O,X,X,O
OTIZSJL,O,X,X,X,O,X,X,O
OTLIJSZ,X,X,X,X,X,O,O,O
OTLIJZS,X,X,X,X,X,O,X,O
OTLISJZ,X,X,X,X,X,X,O,O
OTLISZJ,X,X,X,O,X,X,X,O
OTLIZJS,X,X,X,O,X,X,X,O
OTLIZSJ,X,X,X,O,X,X,X,O
OTLJISZ,X,X,X,X,X,O,O,O
OTLJIZS,X,X,X,X,X,O,X,O
OTLJSIZ,X,X,X,X,X,O,O,O
OTLJSZI,X,X,X,X,X,X,X,O
OTLJZIS,X,X,X,X,X,O,X,O
OTLJZSI,X,X,X,X,X,X,X,O
OTLSIJZ,X,X,X,X,X,X,O,O
OTLSIZJ,X,X,X,O,X,X,X,O
OTLSJIZ,X,X,X,X,X,X,O,O
OTLSJZI,X,X,X,X,O,X,X,O
OTLSZIJ,X,X,X,O,O,X,X,O
OTLSZJI,X,X,X,O,O,X,X,O
OTLZIJS,X,X,X,O,X,X,X,O
OTLZISJ,X,X,X,O,O,X,X,O
OTLZJIS,X,X,X,O,X,X,X,O
OTLZJSI,X,X,X,O,X,X,X,O
OTLZSIJ,X,X,X,O,O,X,X,O
OTLZSJI,X,X,X,O,O,X,X,O
OTJILSZ,X,X,X,X,X,O,O,O
OTJILZS,X,X,X,X,X,O,X,O
OTJISLZ,X,X,O,X,X,O,X,O
OTJISZL,X,O,O,X,X,X,X,O
OTJIZLS,X,X,X,X,X,O,X,O
OTJIZSL,X,X,O,X,X,X,X,O
OTJLISZ,X,X,X,X,X,O,O,O
OTJLIZS,X,X,X,X,X,O,X,O
OTJLSIZ,X,X,X,X,X,O,O,O
OTJLSZI,X,X,X,X,X,X,X,O
OTJLZIS,X,X,X,X,X,O,X,O
OTJLZSI,X,X,X,X,X,X,X,O
OTJSILZ,X,X,O,X,X,O,X,O
OTJSIZL,X,O,O,X,X,X,X,O
OTJSLIZ,X,X,O,X,X,O,X,O
OTJSLZI,X,X,O,X,X,X,X,O
OTJSZIL,X,O,O,X,X,X,X,O
OTJSZLI,X,O,O,X,X,X,X,O
OTJZILS,X,X,X,X,X,O,X,O
OTJZISL,X,O,O,X,X,X,X,O
OTJZLIS,X,X,X,X,X,O,X,O
OTJZLSI,X,O,X,X,X,X,X,O
OTJZSIL,X,O,O,X,X,X,X,O
OTJZSLI,X,O,O,X,X,X,X,O
OTSILJZ,X,X,O,X,X,X,X,O
OTSILZJ,O,X,X,X,X,X,X,O
OTSIJLZ,X,X,O,X,X,X,X,O
OTSIJZL,O,O,O,X,O,X,X,O
OTSIZLJ,O,O,X,X,O,X,X,O
OTSIZJL,O,O,X,X,O,X,X,O
OTSLIJZ,X,X,O,X,X,X,X,O
OTSLIZJ,O,X,X,X,X,X,X,O
OTSLJIZ,X,X,O,X,X,X,X,O
OTSLJZI,X,X,O,X,O,X,X,O
OTSLZIJ,O,X,X,X,O,X,X,O
OTSLZJI,O,X,X,X,O,X,X,O
OTSJILZ,X,X,O,X,X,X,X,O
OTSJIZL,O,O,O,X,O,X,X,O
OTSJLIZ,X,X,O,X,X,X,X,O
OTSJLZI,X,X,O,X,O,X,X,O
OTSJZIL,O,O,O,X,O,X,X,O
OTSJZLI,O,O,O,X,O,X,X,O
OTSZILJ,O,O,X,X,O,X,X,O
OTSZIJL,O,O,X,X,O,X,X,O
OTSZLIJ,O,O,X,X,O,X,X,O
OTSZLJI,O,O,X,X,O,X,X,O
OTSZJIL,O,O,X,X,O,X,X,O
OTSZJLI,O,O,X,X,O,X,X,O
OTZILJS,X,X,X,O,X,X,X,O
OTZILSJ,O,X,X,O,O,X,X,O
OTZIJLS,X,X,X,O,X,X,X,O
OTZIJSL,X,O,X,X,X,X,X,O
OTZISLJ,O,O,X,O,O,X,X,O
OTZISJL,O,O,X,X,O,X,X,O
OTZLIJS,X,X,X,O,X,X,X,O
OTZLISJ,O,X,X,O,O,X,X,O
OTZLJIS,X,X,X,O,X,X,X,O
OTZLJSI,X,O,X,O,X,X,X,O
OTZLSIJ,O,O,X,O,O,X,X,O
OTZLSJI,O,O,X,O,O,X,X,O
OTZJILS,X,X,X,O,X,X,X,O
OTZJISL,X,O,X,X,X,X,X,O
OTZJLIS,X,X,X,O,X,X,X,O
OTZJLSI,X,O,X,O,X,X,X,O
OTZJSIL,X,O,X,X,X,X,X,O
OTZJSLI,X,O,X,X,X,X,X,O
OTZSILJ,O,O,X,O,O,X,X,O
OTZSIJL,O,O,X,X,O,X,X,O
OTZSLIJ,O,O,X,O,O,X,X,O
OTZSLJI,O,O,X,O,O,X,X,O
OTZSJIL,O,O,X,X,O,X,X,O
OTZSJLI,O,O,X,X,O,X,X,O
OITLJSZ,X,X,X,X,X,O,O,O
OITLJZS,X,X,X,X,X,O,X,O
OITLSJZ,X,X,X,X,X,X,O,O
OITLSZJ,X,X,X,O,X,X,X,O
OITLZJS,X,X,X,O,X,X,X,O
OITLZSJ,X,X,X,O,X,X,X,O
OITJLSZ,X,X,X,X,X,O,O,O
OITJLZS,X,X,X,X,X,O,X,O
OITJSLZ,X,X,O,X,X,O,X,O
OITJSZL,X,X,O,X,X,X,X,O
OITJZLS,X,X,X,X,X,O,X,O
OITJZSL,X,X,O,X,X,X,X,O
OITSLJZ,X,X,O,X,X,X,X,O
OITSLZJ,O,X,X,X,X,X,X,O
OITSJLZ,X,X,O,X,X,X,X,O
OITSJZL,O,X,O,X,O,X,X,O
OITSZLJ,O,X,X,X,O,X,X,O
OITSZJL,O,X,X,X,O,X,X,O
OITZLJS,X,X,X,O,X,X,X,O
OITZLSJ,O,X,X,O,O,X,X,O
OITZJLS,X,X,X,O,X,X,X,O
OITZJSL,X,X,X,X,X,X,X,O
OITZSLJ,O,X,X,O,O,X,X,O
OITZSJL,O,X,X,X,O,X,X,O
OILTJSZ,X,X,X,X,X,O,O,X
OILTJZS,X,X,X,X,X,O,X,X
OILTSJZ,X,X,X,X,X,X,O,X
OILTSZJ,X,X,X,O,X,X,X,X
OILTZJS,X,X,X,O,X,X,X,X
OILTZSJ,X,X,X,O,X,X,X,X
OILJTSZ,X,X,X,X,X,O,O,X
OILJTZS,X,X,X,X,X,O,X,X
OILJSTZ,X,X,O,X,X,O,O,X
OILJSZT,X,X,O,O,X,O,O,X
OILJZTS,X,X,X,O,X,O,X,X
OILJZST,X,X,O,O,X,O,O,X
OILSTJZ,X,X,O,X,X,X,O,X
OILSTZJ,O,X,X,O,X,X,X,X
OILSJTZ,X,X,O,X,X,O,O,X
OILSJZT,O,X,O,O,O,O,O,X
OILSZTJ,O,X,X,O,O,X,X,X
OILSZJT,O,X,O,O,O,X,O,X
OILZTJS,X,X,X,O,X,X,X,X
OILZTSJ,O,X,X,O,O,X,X,X
OILZJTS,X,X,X,O,X,O,X,X
OILZJST,X,X,X,O,O,O,O,X
OILZSTJ,O,X,X,O,O,X,X,X
