sequence,v115@MhB8GeC8CeB8AeD8BeA8JeOEJvhFxgB0iB6oBfqBll?BzsB,v115@MhB8GeC8CeB8AeD8BeA8Jem/IvhFFhBxiBTkBcqBCo?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Jei/IvhFFhBxiB3kBcqBGo?BzsB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFxgB0iBllBStBmp?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFXhB0iB6oBxpBzs?BFqB,v115@MhB8GeC8CeB8AeD8BeA8Jex/IvhFXhBTjBikBWtBFq?B0sB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFXhBliBxpBCtBOq?BctB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFFhBxiBcqBqsBTt?B3pB
ZLSOIJT,O,O,O,X,X,X,X,O
ZLSOJTI,O,O,O,X,X,X,X,O
ZLSOJIT,O,O,O,X,X,X,X,O
ZLOTIJS,X,O,X,O,X,X,X,O
ZLOTISJ,X,X,O,X,X,X,X,O
ZLOTJIS,X,O,O,O,X,X,X,O
ZLOTJSI,X,O,O,O,X,X,X,O
ZLOTSIJ,X,O,O,X,X,X,X,O
ZLOTSJI,X,O,O,X,X,X,X,O
ZLOITJS,X,O,X,O,X,X,X,O
ZLOITSJ,X,X,O,X,X,X,X,O
ZLOIJTS,X,O,X,X,X,X,X,O
ZLOIJST,O,X,X,X,X,X,X,O
ZLOISTJ,X,X,O,X,X,X,X,O
ZLOISJT,O,X,O,X,X,X,X,O
ZLOJTIS,X,O,O,O,X,X,X,O
ZLOJTSI,X,O,O,O,X,X,X,O
ZLOJITS,X,O,O,O,X,X,X,O
ZLOJIST,O,X,O,X,X,X,X,O
ZLOJSTI,O,O,O,O,X,X,X,O
ZLOJSIT,O,O,O,X,X,X,X,O
ZLOSTIJ,O,O,O,X,X,X,X,O
ZLOSTJI,O,O,O,X,X,X,X,O
ZLOSITJ,X,O,O,X,X,X,X,O
ZLOSIJT,O,O,O,X,X,X,X,O
ZLOSJTI,O,O,O,X,X,X,X,O
ZLOSJIT,O,O,O,X,X,X,X,O
ZJTILSO,O,O,O,O,X,X,X,X
ZJTILOS,X,O,X,O,X,X,X,O
ZJTISLO,X,O,O,O,X,X,X,X
ZJTISOL,X,O,O,O,X,X,X,X
ZJTIOLS,X,O,X,O,X,X,X,X
ZJTIOSL,X,O,O,O,X,X,X,X
ZJTLISO,O,O,O,O,X,O,X,X
ZJTLIOS,X,O,X,O,X,O,X,O
ZJTLSIO,O,O,O,O,X,O,X,X
ZJTLSOI,O,O,O,O,X,O,X,O
ZJTLOIS,X,X,X,O,X,O,X,O
ZJTLOSI,X,X,X,O,X,O,X,O
ZJTSILO,O,O,O,O,X,X,X,X
ZJTSIOL,O,O,O,O,X,X,X,X
ZJTSLIO,O,O,O,O,X,O,X,X
ZJTSLOI,O,O,O,O,X,O,X,O
ZJTSOIL,O,O,O,O,X,X,X,X
ZJTSOLI,O,O,O,O,X,O,X,X
ZJTOILS,X,O,O,O,X,X,X,X
ZJTOISL,X,O,O,O,X,X,X,X
ZJTOLIS,X,O,O,O,X,O,X,O
ZJTOLSI,X,O,O,O,X,O,X,O
ZJTOSIL,X,O,O,O,X,X,X,X
ZJTOSLI,X,O,O,O,X,O,X,X
ZJITLSO,O,O,O,O,X,X,X,X
ZJITLOS,X,O,X,O,X,X,X,O
ZJITSLO,X,O,O,O,X,X,X,X
ZJITSOL,X,O,O,O,X,X,X,X
ZJITOLS,X,O,X,O,X,X,X,X
ZJITOSL,X,O,O,O,X,X,X,X
ZJILTSO,O,O,O,O,X,X,X,X
ZJILTOS,X,O,X,O,X,X,X,O
ZJILSTO,O,X,O,X,X,X,X,X
ZJILSOT,O,X,O,X,X,X,X,X
ZJILOTS,X,X,X,O,X,X,X,O
ZJILOST,O,X,X,X,X,X,X,O
ZJISTLO,O,O,O,X,X,X,X,X
ZJISTOL,O,O,O,X,X,X,X,X
ZJISLTO,O,O,O,X,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X,X
ZJISOTL,X,O,O,X,X,X,X,X
ZJISOLT,O,X,O,X,X,X,X,X
ZJIOTLS,O,O,X,O,X,X,X,X
ZJIOTSL,X,O,O,O,X,X,X,X
ZJIOLTS,O,O,X,O,X,X,X,X
ZJIOLST,O,X,X,X,X,X,X,X
ZJIOSTL,X,O,O,X,X,X,X,X
ZJIOSLT,O,X,O,X,X,X,X,X
ZJLTISO,O,O,O,O,X,X,X,X
ZJLTIOS,X,O,X,O,X,X,X,O
ZJLTSIO,O,O,O,O,X,X,X,X
ZJLTSOI,O,O,O,O,X,X,X,O
ZJLTOIS,X,X,X,O,X,X,X,O
ZJLTOSI,X,X,X,O,X,X,X,O
ZJLITSO,O,O,O,O,X,X,X,X
ZJLITOS,X,O,X,O,X,X,X,O
ZJLISTO,O,X,O,X,X,X,X,X
ZJLISOT,O,X,O,X,X,X,X,X
ZJLIOTS,X,X,X,O,X,X,X,O
ZJLIOST,O,X,X,X,X,X,X,O
ZJLSTIO,O,O,O,O,X,X,X,X
ZJLSTOI,O,O,O,O,X,X,X,O
ZJLSITO,O,O,O,X,X,X,X,X
ZJLSIOT,O,O,O,X,X,X,X,X
ZJLSOTI,O,O,O,O,X,O,X,O
ZJLSOIT,O,O,O,X,X,X,X,O
ZJLOTIS,X,X,X,O,X,X,X,O
ZJLOTSI,X,X,X,O,X,X,X,O
ZJLOITS,X,X,X,O,X,X,X,O
ZJLOIST,O,X,X,X,X,X,X,O
ZJLOSTI,O,X,X,O,X,O,X,O
ZJLOSIT,O,X,X,X,X,X,X,O
ZJSTILO,O,O,O,O,X,X,X,X
ZJSTIOL,O,O,O,O,X,X,X,X
ZJSTLIO,O,O,O,O,X,O,X,X
ZJSTLOI,O,O,O,O,X,O,X,O
ZJSTOIL,O,O,O,O,X,X,X,X
ZJSTOLI,O,O,O,O,X,O,X,X
ZJSITLO,O,O,O,X,X,X,X,X
ZJSITOL,O,O,O,X,X,X,X,X
ZJSILTO,O,O,O,X,X,X,X,X
ZJSILOT,O,O,O,X,X,X,X,X
ZJSIOTL,O,O,O,X,X,X,X,X
ZJSIOLT,O,O,O,X,X,X,X,X
ZJSLTIO,O,O,O,O,X,X,X,X
ZJSLTOI,O,O,O,O,X,X,X,O
ZJSLITO,O,O,O,X,X,X,X,X
ZJSLIOT,O,O,O,X,X,X,X,X
ZJSLOTI,O,O,O,O,X,O,X,O
ZJSLOIT,O,O,O,X,X,X,X,O
ZJSOTIL,O,O,O,O,X,X,X,X
ZJSOTLI,O,O,O,O,X,O,X,X
ZJSOITL,O,O,O,X,X,X,X,X
ZJSOILT,O,O,O,X,X,X,X,X
ZJSOLTI,O,O,O,O,X,O,X,X
ZJSOLIT,O,O,O,X,X,X,X,X
ZJOTILS,O,O,O,O,X,X,X,X
ZJOTISL,X,O,O,O,X,X,X,X
ZJOTLIS,O,O,O,O,X,O,X,O
ZJOTLSI,O,O,O,O,X,O,X,O
ZJOTSIL,O,O,O,O,X,X,X,X
ZJOTSLI,O,O,O,O,X,O,X,X
ZJOITLS,O,O,O,O,X,X,X,X
ZJOITSL,X,O,O,O,X,X,X,X
ZJOILTS,O,O,O,O,X,X,X,X
ZJOILST,O,X,O,X,X,X,X,X
ZJOISTL,O,O,O,X,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X,X
ZJOLTIS,O,O,O,O,X,X,X,O
ZJOLTSI,O,O,O,O,X,X,X,O
ZJOLITS,O,O,O,O,X,X,X,O
ZJOLIST,O,X,O,X,X,X,X,O
ZJOLSTI,O,O,O,O,X,O,X,O
ZJOLSIT,O,O,O,X,X,X,X,O
ZJOSTIL,O,O,O,O,X,X,X,X
ZJOSTLI,O,O,O,O,X,O,X,X
ZJOSITL,O,O,O,X,X,X,X,X
ZJOSILT,O,O,O,X,X,X,X,X
ZJOSLTI,O,O,O,O,X,O,X,X
ZJOSLIT,O,O,O,X,X,X,X,X
ZSTILJO,O,O,O,O,X,X,X,X
ZSTILOJ,O,O,O,X,X,X,X,X
ZSTIJLO,O,O,O,O,X,X,X,X
ZSTIJOL,O,O,O,O,X,X,X,X
ZSTIOLJ,O,O,O,X,X,X,X,X
ZSTIOJL,O,O,O,X,X,X,X,X
ZSTLIJO,O,O,O,O,X,O,X,X
ZSTLIOJ,O,O,O,X,X,X,X,X
ZSTLJIO,O,O,O,O,X,O,X,X
ZSTLJOI,O,O,O,O,X,O,X,O
ZSTLOIJ,O,O,O,X,X,X,X,O
ZSTLOJI,O,O,O,X,X,X,X,O
ZSTJILO,O,O,O,O,X,X,X,X
ZSTJIOL,O,O,O,O,X,X,X,X
ZSTJLIO,O,O,O,O,X,O,X,X
ZSTJLOI,O,O,O,O,X,O,X,O
ZSTJOIL,O,O,O,O,X,X,X,X
ZSTJOLI,O,O,O,O,X,O,X,X
ZSTOILJ,O,O,O,X,X,X,X,X
ZSTOIJL,O,O,O,X,X,X,X,X
ZSTOLIJ,O,O,O,X,X,X,X,X
ZSTOLJI,O,O,O,X,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,X,X
ZSTOJLI,O,O,O,X,X,X,X,X
ZSITLJO,O,O,O,O,X,X,X,X
ZSITLOJ,O,O,O,X,X,X,X,X
ZSITJLO,O,O,O,O,X,X,X,X
ZSITJOL,O,O,O,O,X,X,X,X
ZSITOLJ,O,O,O,X,X,X,X,X
ZSITOJL,O,O,O,X,X,X,X,X
ZSILTJO,O,O,O,O,X,X,O,X
ZSILTOJ,O,O,O,X,X,X,O,X
ZSILJTO,O,O,O,X,X,X,O,X
ZSILJOT,O,O,O,X,X,X,O,X
ZSILOTJ,X,O,O,X,X,X,O,X
ZSILOJT,O,O,O,X,X,X,O,X
ZSIJTLO,O,O,O,X,X,X,X,X
ZSIJTOL,O,O,O,X,X,X,X,X
ZSIJLTO,O,O,O,X,X,X,X,X
ZSIJLOT,O,O,O,X,X,X,X,X
ZSIJOTL,O,O,O,X,O,X,X,X
ZSIJOLT,O,O,O,X,O,X,X,X
ZSIOTLJ,O,O,O,X,O,X,X,X
ZSIOTJL,O,O,O,X,O,X,X,X
ZSIOLTJ,O,O,O,X,O,X,O,X
ZSIOLJT,O,O,O,X,O,X,O,X
ZSIOJTL,O,O,O,X,O,X,X,X
ZSIOJLT,O,O,O,X,O,X,X,X
ZSLTIJO,O,O,O,O,X,X,X,X
ZSLTIOJ,O,O,O,X,X,X,X,X
ZSLTJIO,O,O,O,O,X,X,X,X
ZSLTJOI,O,O,O,O,X,X,X,O
ZSLTOIJ,O,O,O,X,X,X,X,O
ZSLTOJI,O,O,O,X,X,X,X,O
ZSLITJO,O,O,O,O,X,X,O,X
ZSLITOJ,O,O,O,X,X,X,O,X
ZSLIJTO,O,O,O,X,X,X,O,X
ZSLIJOT,O,O,O,X,X,X,O,X
ZSLIOTJ,X,O,O,X,X,X,O,X
ZSLIOJT,O,O,O,X,X,X,O,X
ZSLJTIO,O,O,O,O,X,X,X,X
ZSLJTOI,O,O,O,O,X,X,X,O
ZSLJITO,O,O,O,X,X,X,X,X
ZSLJIOT,O,O,O,X,X,X,X,X
ZSLJOTI,O,O,O,O,X,O,X,O
ZSLJOIT,O,O,O,X,X,X,X,O
ZSLOTIJ,O,O,O,X,X,X,X,O
ZSLOTJI,O,O,O,X,X,X,X,O
ZSLOITJ,X,O,O,X,X,X,X,O
ZSLOIJT,O,O,O,X,X,X,X,O
ZSLOJTI,O,O,O,X,X,X,X,O
ZSLOJIT,O,O,O,X,X,X,X,O
ZSJTILO,O,O,O,O,X,X,X,X
ZSJTIOL,O,O,O,O,X,X,X,X
ZSJTLIO,O,O,O,O,X,O,X,X
ZSJTLOI,O,O,O,O,X,O,X,O
ZSJTOIL,O,O,O,O,X,X,X,X
ZSJTOLI,O,O,O,O,X,O,X,X
ZSJITLO,O,O,O,X,X,X,X,X
ZSJITOL,O,O,O,X,X,X,X,X
ZSJILTO,O,O,O,X,X,X,X,X
ZSJILOT,O,O,O,X,X,X,X,X
ZSJIOTL,O,O,O,X,X,X,X,X
ZSJIOLT,O,O,O,X,X,X,X,X
ZSJLTIO,O,O,O,O,X,X,X,X
ZSJLTOI,O,O,O,O,X,X,X,O
ZSJLITO,O,O,O,X,X,X,X,X
ZSJLIOT,O,O,O,X,X,X,X,X
ZSJLOTI,O,O,O,O,X,O,X,O
ZSJLOIT,O,O,O,X,X,X,X,O
ZSJOTIL,O,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,O,X,O,X,X
ZSJOITL,O,O,O,X,X,X,X,X
ZSJOILT,O,O,O,X,X,X,X,X
ZSJOLTI,O,O,O,O,X,O,X,X
ZSJOLIT,O,O,O,X,X,X,X,X
ZSOTILJ,O,O,O,X,O,X,X,X
ZSOTIJL,O,O,O,X,O,X,X,X
ZSOTLIJ,O,O,O,X,O,X,X,X
ZSOTLJI,O,O,O,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,X,X
ZSOTJLI,O,O,O,X,X,X,X,X
ZSOITLJ,O,O,O,X,O,X,X,X
ZSOITJL,O,O,O,X,O,X,X,X
ZSOILTJ,O,O,O,X,O,X,X,X
ZSOILJT,O,O,O,X,O,X,X,X
ZSOIJTL,O,O,O,X,O,X,X,X
ZSOIJLT,O,O,O,X,O,X,X,X
ZSOLTIJ,O,O,O,X,O,X,X,X
ZSOLTJI,O,O,O,X,X,X,X,X
ZSOLITJ,O,O,O,X,O,X,X,X
ZSOLIJT,O,O,O,X,O,X,X,X
ZSOLJTI,O,O,O,X,X,X,X,X
ZSOLJIT,O,O,O,X,O,X,X,X
ZSOJTIL,O,O,O,X,X,X,X,X
ZSOJTLI,O,O,O,X,X,X,X,X
ZSOJITL,O,O,O,X,O,X,X,X
ZSOJILT,O,O,O,X,O,X,X,X
ZSOJLTI,O,O,O,X,X,X,X,X
ZSOJLIT,O,O,O,X,O,X,X,X
ZOTILJS,O,O,X,O,O,X,X,X
ZOTILSJ,O,X,O,X,O,X,X,X
ZOTIJLS,O,O,O,O,O,X,X,X
ZOTIJSL,X,O,O,O,O,X,X,X
ZOTISLJ,O,O,O,X,O,X,X,X
ZOTISJL,O,O,O,X,O,X,X,X
ZOTLIJS,O,O,X,O,O,X,X,O
ZOTLISJ,O,X,O,X,O,X,X,O
ZOTLJIS,O,O,O,O,X,X,X,O
ZOTLJSI,O,O,O,O,X,X,X,O
ZOTLSIJ,O,O,O,X,O,X,X,O
ZOTLSJI,O,O,O,X,X,X,X,O
ZOTJILS,O,O,O,O,X,X,X,X
ZOTJISL,X,O,O,O,X,X,X,X
ZOTJLIS,O,O,O,O,X,X,X,O
ZOTJLSI,O,O,O,O,X,X,X,O
ZOTJSIL,O,O,O,O,X,X,X,X
ZOTJSLI,O,O,O,O,X,X,X,X
ZOTSILJ,O,O,O,X,O,X,X,X
ZOTSIJL,O,O,O,X,O,X,X,X
ZOTSLIJ,O,O,O,X,O,X,X,X
ZOTSLJI,O,O,O,X,X,X,X,X
ZOTSJIL,O,O,O,X,X,X,X,X
ZOTSJLI,O,O,O,X,X,X,X,X
ZOITLJS,O,O,X,O,O,X,X,X
ZOITLSJ,O,X,O,X,O,X,X,X
ZOITJLS,O,O,O,O,O,X,X,X
ZOITJSL,X,O,O,O,O,X,X,X
ZOITSLJ,O,O,O,X,O,X,X,X
ZOITSJL,O,O,O,X,O,X,X,X
ZOILTJS,O,O,X,O,O,X,X,X
ZOILTSJ,O,X,O,X,O,X,X,X
ZOILJTS,O,O,X,X,O,X,X,X
ZOILJST,O,X,X,X,O,X,X,X
ZOILSTJ,O,X,O,X,O,X,X,X
ZOILSJT,O,X,O,X,O,X,X,X
ZOIJTLS,O,O,O,X,O,X,X,X
ZOIJTSL,X,O,O,X,O,X,X,X
ZOIJLTS,O,O,O,X,O,X,X,X
ZOIJLST,O,X,O,X,O,X,X,X
ZOIJSTL,O,O,O,X,O,X,X,X
ZOIJSLT,O,O,O,X,O,X,X,X
ZOISTLJ,O,O,O,X,O,X,X,X
ZOISTJL,O,O,O,X,O,X,X,X
ZOISLTJ,O,O,O,X,O,X,X,X
ZOISLJT,O,O,O,X,O,X,X,X
ZOISJTL,O,O,O,X,O,X,X,X
ZOISJLT,O,O,O,X,O,X,X,X
ZOLTIJS,O,O,X,O,O,X,X,O
ZOLTISJ,O,X,O,X,O,X,X,O
ZOLTJIS,O,O,O,O,X,X,X,O
ZOLTJSI,O,O,O,O,X,X,X,O
ZOLTSIJ,O,O,O,X,O,X,X,O
ZOLTSJI,O,O,O,X,X,X,X,O
ZOLITJS,O,O,X,O,O,X,X,O
ZOLITSJ,O,X,O,X,O,X,X,O
ZOLIJTS,O,O,X,X,O,X,X,O
ZOLIJST,O,X,X,X,O,X,X,O
ZOLISTJ,O,X,O,X,O,X,X,O
ZOLISJT,O,X,O,X,O,X,X,O
ZOLJTIS,O,O,O,O,X,X,X,O
ZOLJTSI,O,O,O,O,X,X,X,O
ZOLJITS,O,O,O,O,O,X,X,O
ZOLJIST,O,X,O,X,O,X,X,O
ZOLJSTI,O,O,O,O,X,X,X,O
ZOLJSIT,O,O,O,X,O,X,X,O
ZOLSTIJ,O,O,O,X,O,X,X,O
ZOLSTJI,O,O,O,X,X,X,X,O
ZOLSITJ,O,O,O,X,O,X,X,O
ZOLSIJT,O,O,O,X,O,X,X,O
ZOLSJTI,O,O,O,X,X,X,X,O
ZOLSJIT,O,O,O,X,O,X,X,O
ZOJTILS,O,O,O,O,X,X,X,X
ZOJTISL,X,O,O,O,X,X,X,X
ZOJTLIS,O,O,O,O,X,X,X,O
ZOJTLSI,O,O,O,O,X,X,X,O
ZOJTSIL,O,O,O,O,X,X,X,X
ZOJTSLI,O,O,O,O,X,X,X,X
ZOJITLS,O,O,O,O,O,X,X,X
ZOJITSL,X,O,O,O,O,X,X,X
ZOJILTS,O,O,O,O,O,X,X,X
ZOJILST,O,X,O,X,O,X,X,X
ZOJISTL,O,O,O,X,O,X,X,X
ZOJISLT,O,O,O,X,O,X,X,X
ZOJLTIS,O,O,O,O,X,X,X,O
ZOJLTSI,O,O,O,O,X,X,X,O
ZOJLITS,O,O,O,O,O,X,X,O
ZOJLIST,O,X,O,X,O,X,X,O
ZOJLSTI,O,O,O,O,X,X,X,O
ZOJLSIT,O,O,O,X,O,X,X,O
ZOJSTIL,O,O,O,O,X,X,X,X
ZOJSTLI,O,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,O,X,X,X
ZOJSILT,O,O,O,X,O,X,X,X
ZOJSLTI,O,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,O,X,X,X
ZOSTILJ,O,O,O,X,O,X,X,X
ZOSTIJL,O,O,O,X,O,X,X,X
ZOSTLIJ,O,O,O,X,O,X,X,X
ZOSTLJI,O,O,O,X,X,X,X,X
ZOSTJIL,O,O,O,X,X,X,X,X
ZOSTJLI,O,O,O,X,X,X,X,X
ZOSITLJ,O,O,O,X,O,X,X,X
ZOSITJL,O,O,O,X,O,X,X,X
ZOSILTJ,O,O,O,X,O,X,X,X
ZOSILJT,O,O,O,X,O,X,X,X
ZOSIJTL,O,O,O,X,O,X,X,X
ZOSIJLT,O,O,O,X,O,X,X,X
ZOSLTIJ,O,O,O,X,O,X,X,X
ZOSLTJI,O,O,O,X,X,X,X,X
ZOSLITJ,O,O,O,X,O,X,X,X
ZOSLIJT,O,O,O,X,O,X,X,X
ZOSLJTI,O,O,O,X,X,X,X,X
ZOSLJIT,O,O,O,X,O,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X,X
ZOSJITL,O,O,O,X,O,X,X,X
ZOSJILT,O,O,O,X,O,X,X,X
ZOSJLTI,O,O,O,X,X,X,X,X
ZOSJLIT,O,O,O,X,O,X,X,X
OTILJSZ,X,X,X,O,O,X,X,X
OTILJZS,O,X,X,O,O,X,X,X
OTILSJZ,O,X,X,X,O,X,X,X
OTILSZJ,O,X,X,X,O,X,X,X
OTILZJS,O,X,X,O,O,X,X,X
OTILZSJ,O,X,O,X,O,X,X,X
OTIJLSZ,X,X,X,O,O,X,X,X
OTIJLZS,O,X,O,O,O,X,X,X
OTIJSLZ,X,X,X,O,O,X,X,X
OTIJSZL,X,X,O,O,O,X,X,X
OTIJZLS,O,X,O,O,O,X,X,X
OTIJZSL,X,X,O,O,O,X,X,X
OTISLJZ,O,X,X,X,O,X,X,X
OTISLZJ,O,X,X,X,O,X,X,X
OTISJLZ,O,X,X,X,O,X,X,X
OTISJZL,O,X,X,X,O,X,X,X
OTISZLJ,O,X,O,X,O,X,X,X
OTISZJL,O,X,O,X,O,X,X,X
OTIZLJS,O,O,X,O,O,X,X,X
OTIZLSJ,O,X,O,X,O,X,X,X
OTIZJLS,O,O,O,O,O,X,X,X
OTIZJSL,X,O,O,O,O,X,X,X
OTIZSLJ,O,X,O,X,O,X,X,X
OTIZSJL,O,O,O,X,O,X,X,X
OTLIJSZ,X,X,X,O,O,O,X,X
OTLIJZS,O,X,X,O,O,O,X,O
OTLISJZ,O,X,X,X,O,O,X,X
OTLISZJ,O,X,X,X,O,X,X,O
OTLIZJS,O,X,X,O,O,X,X,O
OTLIZSJ,O,X,O,X,O,X,X,O
OTLJISZ,X,X,X,O,X,O,X,X
OTLJIZS,O,X,O,O,X,O,X,O
OTLJSIZ,O,X,X,O,X,O,X,X
OTLJSZI,O,X,X,O,X,O,X,X
OTLJZIS,O,X,O,O,X,O,X,O
OTLJZSI,O,X,O,O,X,O,X,O
OTLSIJZ,O,X,X,X,O,O,X,X
OTLSIZJ,O,X,X,X,O,X,X,O
OTLSJIZ,O,X,X,X,X,O,X,X
OTLSJZI,O,X,X,X,X,O,X,X
OTLSZIJ,O,X,X,X,O,X,X,O
OTLSZJI,O,X,X,X,X,X,X,O
OTLZIJS,O,X,X,O,O,X,X,O
OTLZISJ,O,X,O,X,O,X,X,O
OTLZJIS,O,X,O,O,X,X,X,O
OTLZJSI,O,X,O,O,X,X,X,O
OTLZSIJ,O,X,O,X,O,X,X,O
OTLZSJI,O,X,O,X,X,X,X,O
OTJILSZ,X,X,X,O,X,O,X,X
OTJILZS,O,X,O,O,X,O,X,X
OTJISLZ,X,X,X,O,X,O,X,X
OTJISZL,X,X,O,O,X,X,X,X
OTJIZLS,O,X,O,O,X,X,X,X
OTJIZSL,X,X,O,O,X,X,X,X
OTJLISZ,X,X,X,O,X,O,X,X
OTJLIZS,O,X,O,O,X,O,X,X
OTJLSIZ,O,X,X,O,X,O,X,X
OTJLSZI,O,X,X,O,X,O,X,X
OTJLZIS,O,X,O,O,X,O,X,X
OTJLZSI,O,X,O,O,X,O,X,X
OTJSILZ,O,X,X,O,X,O,X,X
OTJSIZL,O,X,O,O,X,X,X,X
OTJSLIZ,O,X,X,O,X,O,X,X
OTJSLZI,O,X,X,O,X,O,X,X
OTJSZIL,O,X,O,O,X,X,X,X
OTJSZLI,O,X,O,O,X,O,X,X
OTJZILS,O,X,O,O,X,X,X,X
OTJZISL,X,X,O,O,X,X,X,X
OTJZLIS,O,X,O,O,X,O,X,X
OTJZLSI,O,X,O,O,X,O,X,X
OTJZSIL,O,X,O,O,X,X,X,X
OTJZSLI,O,X,O,O,X,O,X,X
OTSILJZ,O,X,X,X,O,X,X,X
OTSILZJ,O,X,X,X,O,X,X,X
OTSIJLZ,O,X,X,X,O,X,X,X
OTSIJZL,O,X,X,X,O,X,X,X
OTSIZLJ,O,O,O,X,O,X,X,X
OTSIZJL,O,O,O,X,O,X,X,X
OTSLIJZ,O,X,X,X,O,O,X,X
OTSLIZJ,O,O,X,X,O,X,X,X
OTSLJIZ,O,X,X,X,X,O,X,X
OTSLJZI,O,X,X,X,X,O,X,X
OTSLZIJ,O,O,X,X,O,X,X,X
OTSLZJI,O,O,X,X,X,X,X,X
OTSJILZ,O,X,X,X,X,O,X,X
OTSJIZL,O,X,O,X,X,X,X,X
OTSJLIZ,O,X,X,X,X,O,X,X
OTSJLZI,O,X,X,X,X,O,X,X
OTSJZIL,O,X,O,X,X,X,X,X
OTSJZLI,O,X,O,X,X,O,X,X
OTSZILJ,O,O,O,X,O,X,X,X
OTSZIJL,O,O,O,X,O,X,X,X
OTSZLIJ,O,O,O,X,O,X,X,X
OTSZLJI,O,O,O,X,X,X,X,X
OTSZJIL,O,O,O,X,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X,X
OTZILJS,O,O,X,O,O,X,X,X
OTZILSJ,O,X,O,X,O,X,X,X
OTZIJLS,O,O,O,O,O,X,X,X
OTZIJSL,X,O,O,O,O,X,X,X
OTZISLJ,O,O,O,X,O,X,X,X
OTZISJL,O,O,O,X,O,X,X,X
OTZLIJS,O,O,X,O,O,X,X,O
OTZLISJ,O,X,O,X,O,X,X,O
OTZLJIS,O,O,O,O,X,X,X,O
OTZLJSI,O,O,O,O,X,X,X,O
OTZLSIJ,O,O,O,X,O,X,X,O
OTZLSJI,O,O,O,X,X,X,X,O
OTZJILS,O,O,O,O,X,X,X,X
OTZJISL,X,O,O,O,X,X,X,X
OTZJLIS,O,O,O,O,X,X,X,O
OTZJLSI,O,O,O,O,X,X,X,O
OTZJSIL,O,O,O,O,X,X,X,X
OTZJSLI,O,O,O,O,X,X,X,X
OTZSILJ,O,O,O,X,O,X,X,X
OTZSIJL,O,O,O,X,O,X,X,X
OTZSLIJ,O,O,O,X,O,X,X,X
OTZSLJI,O,O,O,X,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X,X
OITLJSZ,X,X,X,O,O,X,O,X
OITLJZS,O,X,X,O,O,X,O,X
OITLSJZ,O,X,X,X,O,X,O,X
OITLSZJ,O,X,X,X,O,X,O,X
OITLZJS,O,X,X,O,O,X,O,X
OITLZSJ,O,X,O,X,O,X,O,X
OITJLSZ,X,X,X,O,O,X,X,X
OITJLZS,O,X,O,O,O,X,X,X
OITJSLZ,X,X,X,O,O,X,X,X
OITJSZL,X,X,O,O,O,X,X,X
OITJZLS,O,X,O,O,O,X,X,X
OITJZSL,X,X,O,O,O,X,X,X
OITSLJZ,O,X,X,X,O,X,O,X
OITSLZJ,O,X,X,X,O,X,O,X
OITSJLZ,O,X,X,X,O,X,X,X
OITSJZL,O,X,X,X,O,X,X,X
OITSZLJ,O,X,O,X,O,X,X,X
OITSZJL,O,X,O,X,O,X,X,X
OITZLJS,O,O,X,O,O,X,X,X
OITZLSJ,O,X,O,X,O,X,X,X
OITZJLS,O,O,O,O,O,X,X,X
OITZJSL,X,O,O,O,O,X,X,X
OITZSLJ,O,X,O,X,O,X,X,X
OITZSJL,O,O,O,X,O,X,X,X
OILTJSZ,X,X,X,O,O,X,O,X
OILTJZS,O,X,X,O,O,X,O,X
OILTSJZ,O,X,X,X,O,X,O,X
OILTSZJ,O,X,X,X,O,X,O,X
OILTZJS,O,X,X,O,O,X,O,X
OILTZSJ,O,X,O,X,O,X,O,X
OILJTSZ,X,X,X,X,O,X,O,X
OILJTZS,O,X,X,X,O,X,O,X
OILJSTZ,O,X,X,X,O,X,O,X
OILJSZT,O,X,X,X,O,X,O,X
OILJZTS,O,X,X,X,O,X,O,X
OILJZST,O,X,X,X,O,X,O,X
OILSTJZ,O,X,X,X,O,X,O,X
OILSTZJ,O,X,X,X,O,X,O,X
OILSJTZ,O,X,X,X,O,X,O,X
OILSJZT,O,X,X,X,O,X,O,X
OILSZTJ,O,X,X,X,O,X,O,X
OILSZJT,O,X,X,X,O,X,O,X
OILZTJS,O,O,X,O,O,X,O,X
OILZTSJ,O,X,O,X,O,X,O,X
OILZJTS,O,O,X,X,O,X,O,X
OILZJST,O,X,X,X,O,X,O,X
OILZSTJ,O,X,O,X,O,X,O,X
OILZSJT,O,X,O,X,O,X,O,X
