sequence,v115@PhE8EeF8EeA8Je2EJvhFRgBCjBfrBlmB0sBzrB,v115@PhE8EeF8EeA8JeT/IvhF/lBamBWnBxnB1wB0sB,v115@PhE8EeF8EeA8JeT/IvhFmgBfnBxiB0lBqsB1wB,v115@PhE8EeF8EeA8JeT/IvhF/lB1mBxiBqsBmrBUrB,v115@PhE8EeF8EeA8JeT/IvhFxgBymB+nB0lB1wBXtB,v115@PhE8EeF8EeA8JeT/IvhFxgB6nBllBcrBesBXtB,v115@PhE8EeF8EeA8JeT/IvhF2lBCjBUnBfrBlmBRxB
ZTOSLIJ,X,O,O,X,O,X,X
ZTOSLJI,X,O,O,X,O,X,X
ZTOSJIL,X,O,X,X,O,O,X
ZTOSJLI,X,O,O,X,O,O,X
ZITLJSO,X,X,O,X,O,O,X
ZITLJOS,X,X,O,X,O,O,O
ZITLSJO,X,X,O,X,O,X,X
ZITLSOJ,X,X,O,X,O,X,X
ZITLOJS,X,X,O,X,O,O,O
ZITLOSJ,X,X,O,X,O,X,X
ZITJLSO,X,X,O,X,O,O,X
ZITJLOS,X,X,O,X,O,O,O
ZITJSLO,X,O,X,X,O,O,X
ZITJSOL,X,O,X,X,O,O,X
ZITJOLS,X,X,O,X,O,O,O
ZITJOSL,X,O,X,X,O,O,X
ZITSLJO,X,O,X,X,O,X,X
ZITSLOJ,X,O,X,X,O,X,X
ZITSJLO,X,O,X,X,O,O,X
ZITSJOL,X,O,X,X,O,O,X
ZITSOLJ,X,O,X,X,O,X,X
ZITSOJL,X,O,X,X,O,O,X
ZITOLJS,X,X,O,X,O,O,O
ZITOLSJ,X,X,O,X,O,X,X
ZITOJLS,X,X,O,X,O,O,O
ZITOJSL,X,O,X,X,O,O,X
ZITOSLJ,X,O,X,X,O,X,X
ZITOSJL,X,O,X,X,O,O,X
ZILTJSO,X,X,O,X,O,X,X
ZILTJOS,X,X,O,X,O,X,O
ZILTSJO,X,X,O,X,O,X,X
ZILTSOJ,X,X,O,X,O,X,X
ZILTOJS,X,X,O,X,O,X,O
ZILTOSJ,X,X,O,X,O,X,X
ZILJTSO,O,X,O,O,X,X,X
ZILJTOS,X,X,O,O,X,X,O
ZILJSTO,O,X,X,O,X,X,X
ZILJSOT,O,X,X,O,X,X,O
ZILJOTS,X,X,O,O,X,X,O
ZILJOST,O,X,X,O,X,X,O
ZILSTJO,O,O,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X
ZILSJTO,O,X,X,O,X,X,X
ZILSJOT,O,X,X,O,X,X,O
ZILSOTJ,O,O,X,X,X,X,X
ZILSOJT,O,X,X,O,X,X,O
ZILOTJS,X,X,O,X,O,X,O
ZILOTSJ,X,X,O,X,O,X,X
ZILOJTS,X,X,O,O,X,X,O
ZILOJST,X,X,X,O,X,X,O
ZILOSTJ,X,O,X,X,X,X,X
ZILOSJT,X,X,X,O,X,X,O
ZIJTLSO,O,X,O,X,O,O,X
ZIJTLOS,X,X,O,X,O,O,O
ZIJTSLO,O,X,X,X,O,O,X
ZIJTSOL,O,X,X,X,O,O,X
ZIJTOLS,X,X,O,X,O,O,O
ZIJTOSL,X,X,X,X,O,O,X
ZIJLTSO,O,X,O,X,X,O,X
ZIJLTOS,X,X,O,X,X,O,O
ZIJLSTO,O,X,X,X,X,X,X
ZIJLSOT,O,X,X,X,X,X,O
ZIJLOTS,X,X,O,X,X,O,O
ZIJLOST,O,X,X,X,X,X,O
ZIJSTLO,O,O,X,X,X,X,X
ZIJSTOL,O,O,X,X,X,X,X
ZIJSLTO,O,X,X,X,X,X,X
ZIJSLOT,O,X,X,X,X,X,O
ZIJSOTL,O,O,X,X,X,X,X
ZIJSOLT,O,X,X,X,X,X,O
ZIJOTLS,X,X,O,X,O,O,O
ZIJOTSL,X,X,X,X,O,O,X
ZIJOLTS,X,X,O,X,X,O,O
ZIJOLST,O,X,X,X,X,X,O
ZIJOSTL,O,O,X,X,X,X,X
ZIJOSLT,O,X,X,X,X,X,O
ZISTLJO,O,O,X,X,O,X,X
ZISTLOJ,O,O,X,X,O,X,X
ZISTJLO,O,O,X,X,O,X,X
ZISTJOL,O,O,X,X,O,X,X
ZISTOLJ,O,O,X,X,O,X,X
ZISTOJL,O,O,X,X,O,X,X
ZISLTJO,O,O,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X
ZISLJTO,O,X,X,O,X,X,X
ZISLJOT,O,X,X,O,X,X,O
ZISLOTJ,O,O,X,X,X,X,X
ZISLOJT,O,X,X,O,X,X,O
ZISJTLO,O,O,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X,X
ZISJLTO,O,X,X,X,X,X,X
ZISJLOT,O,X,X,X,X,X,O
ZISJOTL,O,O,X,X,X,X,X
ZISJOLT,O,X,X,X,X,X,O
ZISOTLJ,O,O,X,X,O,X,X
ZISOTJL,O,O,X,X,O,X,X
ZISOLTJ,O,O,X,X,X,X,X
ZISOLJT,O,X,X,O,X,X,O
ZISOJTL,O,O,X,X,X,X,X
ZISOJLT,O,X,X,X,X,X,O
ZIOTLJS,X,X,O,X,O,O,O
ZIOTLSJ,X,X,O,X,O,X,X
ZIOTJLS,X,X,O,X,O,O,O
ZIOTJSL,X,O,X,X,O,O,X
ZIOTSLJ,X,O,X,X,O,X,X
ZIOTSJL,X,O,X,X,O,O,X
ZIOLTJS,X,X,O,X,O,X,O
ZIOLTSJ,X,X,O,X,O,X,X
ZIOLJTS,X,X,O,O,X,X,O
ZIOLJST,X,X,X,O,X,X,O
ZIOLSTJ,X,O,X,X,X,X,X
ZIOLSJT,X,X,X,O,X,X,O
ZIOJTLS,X,X,O,X,O,O,O
ZIOJTSL,X,X,X,X,O,O,X
ZIOJLTS,X,X,O,X,X,O,O
ZIOJLST,X,X,X,X,X,X,O
ZIOJSTL,X,O,X,X,X,X,X
ZIOJSLT,X,X,X,X,X,X,O
ZIOSTLJ,X,O,X,X,O,X,X
ZIOSTJL,X,O,X,X,O,X,X
ZIOSLTJ,X,O,X,X,X,X,X
ZIOSLJT,X,X,X,O,X,X,O
ZIOSJTL,X,O,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,X,O
ZLTIJSO,X,X,O,X,O,O,X
ZLTIJOS,X,X,O,X,O,O,X
ZLTISJO,X,X,O,X,O,X,X
ZLTISOJ,X,X,O,X,O,X,X
ZLTIOJS,X,X,O,X,O,O,X
ZLTIOSJ,X,X,O,X,O,X,X
ZLTJISO,O,X,O,X,O,O,X
ZLTJIOS,X,X,O,X,O,O,X
ZLTJSIO,O,X,O,X,O,O,X
ZLTJSOI,O,X,O,X,O,O,X
ZLTJOIS,X,X,O,X,O,O,X
ZLTJOSI,X,X,O,X,O,O,X
ZLTSIJO,O,X,O,X,O,X,X
ZLTSIOJ,O,X,O,X,O,X,X
ZLTSJIO,O,X,O,X,O,X,X
ZLTSJOI,O,X,O,X,O,X,X
ZLTSOIJ,O,X,O,X,O,X,X
ZLTSOJI,O,X,O,X,O,X,X
ZLTOIJS,X,X,O,X,O,O,X
ZLTOISJ,X,X,O,X,O,X,X
ZLTOJIS,X,X,O,X,O,O,X
ZLTOJSI,X,X,O,X,O,O,X
ZLTOSIJ,X,X,O,X,O,X,X
ZLTOSJI,X,X,O,X,O,X,X
ZLITJSO,X,X,O,X,O,X,X
ZLITJOS,X,X,O,X,O,X,O
ZLITSJO,X,X,O,X,O,X,X
ZLITSOJ,X,X,O,X,O,X,X
ZLITOJS,X,X,O,X,O,X,O
ZLITOSJ,X,X,O,X,O,X,X
ZLIJTSO,O,X,O,O,X,X,X
ZLIJTOS,X,X,O,O,X,X,O
ZLIJSTO,O,X,X,O,X,X,X
ZLIJSOT,O,X,X,O,X,X,O
ZLIJOTS,X,X,O,O,X,X,O
ZLIJOST,O,X,X,O,X,X,O
ZLISTJO,O,O,X,X,X,X,X
ZLISTOJ,O,O,X,X,X,X,X
ZLISJTO,O,X,X,O,X,X,X
ZLISJOT,O,X,X,O,X,X,O
ZLISOTJ,O,O,X,X,X,X,X
ZLISOJT,O,X,X,O,X,X,O
ZLIOTJS,X,X,O,X,O,X,O
ZLIOTSJ,X,X,O,X,O,X,X
ZLIOJTS,X,X,O,O,X,X,O
ZLIOJST,X,X,X,O,X,X,O
ZLIOSTJ,X,O,X,X,X,X,X
ZLIOSJT,X,X,X,O,X,X,O
ZLJTISO,O,X,O,O,X,O,X
ZLJTIOS,X,X,O,O,X,O,X
ZLJTSIO,O,X,O,O,X,O,X
ZLJTSOI,O,X,O,O,X,O,X
ZLJTOIS,X,X,O,O,X,O,X
ZLJTOSI,X,X,O,O,X,O,X
ZLJITSO,O,X,O,O,X,O,X
ZLJITOS,X,X,O,O,X,O,O
ZLJISTO,O,X,X,O,X,X,X
ZLJISOT,O,X,X,O,X,X,O
ZLJIOTS,X,X,O,O,X,O,O
ZLJIOST,O,X,X,O,X,X,O
ZLJSTIO,O,X,O,O,X,O,X
ZLJSTOI,O,X,O,O,X,O,X
ZLJSITO,O,X,X,O,X,X,X
ZLJSIOT,O,X,X,O,X,X,X
ZLJSOTI,O,X,O,O,X,O,X
ZLJSOIT,O,X,X,O,X,X,X
ZLJOTIS,X,X,O,O,X,O,X
ZLJOTSI,X,X,O,O,X,O,X
ZLJOITS,X,X,O,O,X,O,O
ZLJOIST,O,X,X,O,X,X,O
ZLJOSTI,O,X,O,O,X,O,X
ZLJOSIT,O,X,X,O,X,X,X
ZLSTIJO,O,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,X,X,X
ZLSTJIO,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,X,X,X,X
ZLSTOIJ,O,O,O,X,X,X,X
ZLSTOJI,O,O,O,X,X,X,X
ZLSITJO,O,O,X,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,X
ZLSIJTO,O,X,X,O,X,X,X
ZLSIJOT,O,X,X,O,X,X,X
ZLSIOTJ,O,O,X,X,X,X,X
ZLSIOJT,O,X,X,O,X,X,X
ZLSJTIO,O,X,O,O,X,X,X
ZLSJTOI,O,X,O,O,X,X,X
ZLSJITO,O,X,X,O,X,X,X
ZLSJIOT,O,X,X,O,X,X,X
ZLSJOTI,O,X,O,O,X,X,X
ZLSJOIT,O,X,X,O,X,X,X
ZLSOTIJ,O,O,O,X,X,X,X
ZLSOTJI,O,O,O,X,X,X,X
ZLSOITJ,O,O,X,X,X,X,X
ZLSOIJT,O,X,X,O,X,X,X
ZLSOJTI,O,X,O,O,X,X,X
ZLSOJIT,O,X,X,O,X,X,X
ZLOTIJS,X,X,O,X,O,O,X
ZLOTISJ,X,X,O,X,O,X,X
ZLOTJIS,X,X,O,X,O,O,X
ZLOTJSI,X,X,O,X,O,O,X
ZLOTSIJ,X,X,O,X,O,X,X
ZLOTSJI,X,X,O,X,O,X,X
ZLOITJS,X,X,O,X,O,X,O
ZLOITSJ,X,X,O,X,O,X,X
ZLOIJTS,X,X,O,O,X,X,O
ZLOIJST,X,X,X,O,X,X,O
ZLOISTJ,X,O,X,X,X,X,X
ZLOISJT,X,X,X,O,X,X,O
ZLOJTIS,X,X,O,O,X,O,X
ZLOJTSI,X,X,O,O,X,O,X
ZLOJITS,X,X,O,O,X,O,O
ZLOJIST,O,X,X,O,X,X,O
ZLOJSTI,O,X,O,O,X,O,X
ZLOJSIT,O,X,X,O,X,X,X
ZLOSTIJ,O,O,O,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,X
ZLOSIJT,O,X,X,O,X,X,X
ZLOSJTI,O,X,O,O,X,X,X
ZLOSJIT,O,X,X,O,X,X,X
ZJTILSO,O,X,O,X,O,O,X
ZJTILOS,X,X,O,X,O,O,X
ZJTISLO,O,X,X,X,O,O,X
ZJTISOL,O,X,X,X,O,O,X
ZJTIOLS,X,X,O,X,O,O,X
ZJTIOSL,X,X,X,X,O,O,X
ZJTLISO,O,X,O,X,O,O,X
ZJTLIOS,X,X,O,X,O,O,X
ZJTLSIO,O,X,O,X,O,O,X
ZJTLSOI,O,X,O,X,O,O,X
ZJTLOIS,X,X,O,X,O,O,X
ZJTLOSI,X,X,O,X,O,O,X
ZJTSILO,O,X,X,X,O,O,X
ZJTSIOL,O,X,X,X,O,O,X
ZJTSLIO,O,X,O,X,O,O,X
ZJTSLOI,O,X,O,X,O,O,X
ZJTSOIL,O,X,X,X,O,O,X
ZJTSOLI,O,X,O,X,O,O,X
ZJTOILS,X,X,O,X,O,O,X
ZJTOISL,X,X,X,X,O,O,X
ZJTOLIS,X,X,O,X,O,O,X
ZJTOLSI,X,X,O,X,O,O,X
ZJTOSIL,X,X,X,X,O,O,X
ZJTOSLI,X,X,O,X,O,O,X
ZJITLSO,O,X,O,X,O,O,X
ZJITLOS,X,X,O,X,O,O,O
ZJITSLO,O,X,X,X,O,O,X
ZJITSOL,O,X,X,X,O,O,X
ZJITOLS,X,X,O,X,O,O,O
ZJITOSL,X,X,X,X,O,O,X
ZJILTSO,O,X,O,X,X,O,X
ZJILTOS,X,X,O,X,X,O,O
ZJILSTO,O,X,X,X,X,X,X
ZJILSOT,O,X,X,X,X,X,O
ZJILOTS,X,X,O,X,X,O,O
ZJILOST,O,X,X,X,X,X,O
ZJISTLO,O,O,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X
ZJISLTO,O,X,X,X,X,X,X
ZJISLOT,O,X,X,X,X,X,O
ZJISOTL,O,O,X,X,X,X,X
ZJISOLT,O,X,X,X,X,X,O
ZJIOTLS,X,X,O,X,O,O,O
ZJIOTSL,X,X,X,X,O,O,X
ZJIOLTS,X,X,O,X,X,O,O
ZJIOLST,O,X,X,X,X,X,O
ZJIOSTL,O,O,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,X,O
ZJLTISO,O,X,O,O,X,O,X
ZJLTIOS,X,X,O,O,X,O,X
ZJLTSIO,O,X,O,O,X,O,X
ZJLTSOI,O,X,O,O,X,O,X
ZJLTOIS,X,X,O,O,X,O,X
ZJLTOSI,X,X,O,O,X,O,X
ZJLITSO,O,X,O,O,X,O,X
ZJLITOS,X,X,O,O,X,O,O
ZJLISTO,O,X,X,O,X,X,X
ZJLISOT,O,X,X,O,X,X,O
ZJLIOTS,X,X,O,O,X,O,O
ZJLIOST,O,X,X,O,X,X,O
ZJLSTIO,O,X,O,O,X,O,X
ZJLSTOI,O,X,O,O,X,O,X
ZJLSITO,O,X,X,O,X,X,X
ZJLSIOT,O,X,X,O,X,X,X
ZJLSOTI,O,X,O,O,X,O,X
ZJLSOIT,O,X,X,O,X,X,X
ZJLOTIS,X,X,O,O,X,O,X
ZJLOTSI,X,X,O,O,X,O,X
ZJLOITS,X,X,O,O,X,O,O
ZJLOIST,O,X,X,O,X,X,O
ZJLOSTI,O,X,O,O,X,O,X
ZJLOSIT,O,X,X,O,X,X,X
ZJSTILO,O,O,X,X,X,O,X
ZJSTIOL,O,O,X,X,X,O,X
ZJSTLIO,O,O,O,X,X,O,X
ZJSTLOI,O,O,O,X,X,O,X
ZJSTOIL,O,O,X,X,X,O,X
ZJSTOLI,O,O,O,X,X,O,X
ZJSITLO,O,O,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X,X
ZJSILTO,O,X,X,X,X,X,X
ZJSILOT,O,X,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,X,X
ZJSIOLT,O,X,X,X,X,X,X
ZJSLTIO,O,X,O,O,X,O,X
ZJSLTOI,O,X,O,O,X,O,X
ZJSLITO,O,X,X,O,X,X,X
ZJSLIOT,O,X,X,O,X,X,X
ZJSLOTI,O,X,O,O,X,O,X
ZJSLOIT,O,X,X,O,X,X,X
ZJSOTIL,O,O,X,X,X,O,X
ZJSOTLI,O,O,O,X,X,O,X
ZJSOITL,O,O,X,X,X,X,X
ZJSOILT,O,X,X,X,X,X,X
ZJSOLTI,O,X,O,O,X,O,X
ZJSOLIT,O,X,X,O,X,X,X
ZJOTILS,X,X,O,X,O,O,X
ZJOTISL,X,X,X,X,O,O,X
ZJOTLIS,X,X,O,X,O,O,X
ZJOTLSI,X,X,O,X,O,O,X
ZJOTSIL,X,X,X,X,O,O,X
ZJOTSLI,X,X,O,X,O,O,X
ZJOITLS,X,X,O,X,O,O,O
ZJOITSL,X,X,X,X,O,O,X
ZJOILTS,X,X,O,X,X,O,O
ZJOILST,O,X,X,X,X,X,O
ZJOISTL,O,O,X,X,X,X,X
ZJOISLT,O,X,X,X,X,X,O
ZJOLTIS,X,X,O,O,X,O,X
ZJOLTSI,X,X,O,O,X,O,X
ZJOLITS,X,X,O,O,X,O,O
ZJOLIST,O,X,X,O,X,X,O
ZJOLSTI,O,X,O,O,X,O,X
ZJOLSIT,O,X,X,O,X,X,X
ZJOSTIL,O,O,X,X,X,O,X
ZJOSTLI,O,O,O,X,X,O,X
ZJOSITL,O,O,X,X,X,X,X
ZJOSILT,O,X,X,X,X,X,X
ZJOSLTI,O,X,O,O,X,O,X
ZJOSLIT,O,X,X,O,X,X,X
ZSTILJO,O,O,X,X,O,X,X
ZSTILOJ,O,O,X,X,O,X,X
ZSTIJLO,O,O,X,X,O,O,X
ZSTIJOL,O,O,X,X,O,O,X
ZSTIOLJ,O,O,X,X,O,X,X
ZSTIOJL,O,O,X,X,O,O,X
ZSTLIJO,O,O,O,X,O,X,X
ZSTLIOJ,O,O,O,X,O,X,X
ZSTLJIO,O,O,O,X,O,X,X
ZSTLJOI,O,O,O,X,O,X,X
ZSTLOIJ,O,O,O,X,O,X,X
ZSTLOJI,O,O,O,X,O,X,X
ZSTJILO,O,O,X,X,O,O,X
ZSTJIOL,O,O,X,X,O,O,X
ZSTJLIO,O,O,O,X,O,O,X
ZSTJLOI,O,O,O,X,O,O,X
ZSTJOIL,O,O,X,X,O,O,X
ZSTJOLI,O,O,O,X,O,O,X
ZSTOILJ,O,O,X,X,O,X,X
ZSTOIJL,O,O,X,X,O,O,X
ZSTOLIJ,O,O,O,X,O,X,X
ZSTOLJI,O,O,O,X,O,X,X
ZSTOJIL,O,O,X,X,O,O,X
ZSTOJLI,O,O,O,X,O,O,X
ZSITLJO,O,O,X,X,O,X,X
ZSITLOJ,O,O,X,X,O,X,X
ZSITJLO,O,O,X,X,O,X,X
ZSITJOL,O,O,X,X,O,X,X
ZSITOLJ,O,O,X,X,O,X,X
ZSITOJL,O,O,X,X,O,X,X
ZSILTJO,O,O,X,X,X,X,X
ZSILTOJ,O,O,X,X,X,X,X
ZSILJTO,O,X,X,O,X,X,X
ZSILJOT,O,X,X,O,X,X,X
ZSILOTJ,O,O,X,X,X,X,X
ZSILOJT,O,X,X,O,X,X,X
ZSIJTLO,O,O,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X,X
ZSIJLTO,O,X,X,X,X,X,X
ZSIJLOT,O,X,X,X,X,X,X
ZSIJOTL,O,O,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,O,X,X
ZSIOTJL,O,O,X,X,O,X,X
ZSIOLTJ,O,O,X,X,X,X,X
ZSIOLJT,O,X,X,O,X,X,X
ZSIOJTL,O,O,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X
ZSLTIJO,O,O,O,X,X,X,X
ZSLTIOJ,O,O,O,X,X,X,X
ZSLTJIO,O,O,O,X,X,X,X
ZSLTJOI,O,O,O,X,X,X,X
ZSLTOIJ,O,O,O,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X
ZSLITJO,O,O,X,X,X,X,X
ZSLITOJ,O,O,X,X,X,X,X
ZSLIJTO,O,X,X,O,X,X,X
ZSLIJOT,O,X,X,O,X,X,X
ZSLIOTJ,O,O,X,X,X,X,X
ZSLIOJT,O,X,X,O,X,X,X
ZSLJTIO,O,X,O,O,X,X,X
ZSLJTOI,O,X,O,O,X,X,X
ZSLJITO,O,X,X,O,X,X,X
ZSLJIOT,O,X,X,O,X,X,X
ZSLJOTI,O,X,O,O,X,X,X
ZSLJOIT,O,X,X,O,X,X,X
ZSLOTIJ,O,O,O,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,X
ZSLOIJT,O,X,X,O,X,X,X
ZSLOJTI,O,X,O,O,X,X,X
ZSLOJIT,O,X,X,O,X,X,X
ZSJTILO,O,O,X,X,X,O,X
ZSJTIOL,O,O,X,X,X,O,X
ZSJTLIO,O,O,O,X,X,O,X
ZSJTLOI,O,O,O,X,X,O,X
ZSJTOIL,O,O,X,X,X,O,X
ZSJTOLI,O,O,O,X,X,O,X
ZSJITLO,O,O,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,X
ZSJILTO,O,X,X,X,X,X,X
ZSJILOT,O,X,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,X
ZSJLTIO,O,X,O,O,X,O,X
ZSJLTOI,O,X,O,O,X,O,X
ZSJLITO,O,X,X,O,X,X,X
ZSJLIOT,O,X,X,O,X,X,X
ZSJLOTI,O,X,O,O,X,O,X
ZSJLOIT,O,X,X,O,X,X,X
ZSJOTIL,O,O,X,X,X,O,X
ZSJOTLI,O,O,O,X,X,O,X
ZSJOITL,O,O,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X,X
ZSJOLTI,O,X,O,O,X,O,X
ZSJOLIT,O,X,X,O,X,X,X
ZSOTILJ,O,O,X,X,O,X,X
ZSOTIJL,O,O,X,X,O,O,X
ZSOTLIJ,O,O,O,X,O,X,X
ZSOTLJI,O,O,O,X,O,X,X
ZSOTJIL,O,O,X,X,O,O,X
ZSOTJLI,O,O,O,X,O,O,X
ZSOITLJ,O,O,X,X,O,X,X
ZSOITJL,O,O,X,X,O,X,X
ZSOILTJ,O,O,X,X,X,X,X
ZSOILJT,O,X,X,O,X,X,X
ZSOIJTL,O,O,X,X,X,X,X
ZSOIJLT,O,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X
ZSOLIJT,O,X,X,O,X,X,X
ZSOLJTI,O,X,O,O,X,X,X
ZSOLJIT,O,X,X,O,X,X,X
ZSOJTIL,O,O,X,X,X,O,X
ZSOJTLI,O,O,O,X,X,O,X
ZSOJITL,O,O,X,X,X,X,X
ZSOJILT,O,X,X,X,X,X,X
ZSOJLTI,O,X,O,O,X,O,X
ZSOJLIT,O,X,X,O,X,X,X
ZOTILJS,X,X,O,X,O,O,X
ZOTILSJ,X,X,O,X,O,X,X
ZOTIJLS,X,X,O,X,O,O,X
ZOTIJSL,X,O,X,X,O,O,X
ZOTISLJ,X,O,X,X,O,X,X
ZOTISJL,X,O,X,X,O,O,X
ZOTLIJS,X,X,O,X,O,O,X
ZOTLISJ,X,X,O,X,O,X,X
ZOTLJIS,X,X,O,X,O,O,X
ZOTLJSI,X,X,O,X,O,O,X
ZOTLSIJ,X,X,O,X,O,X,X
ZOTLSJI,X,X,O,X,O,X,X
ZOTJILS,X,X,O,X,O,O,X
ZOTJISL,X,O,X,X,O,O,X
ZOTJLIS,X,X,O,X,O,O,X
ZOTJLSI,X,X,O,X,O,O,X
ZOTJSIL,X,O,X,X,O,O,X
ZOTJSLI,X,O,O,X,O,O,X
ZOTSILJ,X,O,X,X,O,X,X
ZOTSIJL,X,O,X,X,O,O,X
ZOTSLIJ,X,O,O,X,O,X,X
ZOTSLJI,X,O,O,X,O,X,X
ZOTSJIL,X,O,X,X,O,O,X
ZOTSJLI,X,O,O,X,O,O,X
ZOITLJS,X,X,O,X,O,O,O
ZOITLSJ,X,X,O,X,O,X,X
ZOITJLS,X,X,O,X,O,O,O
ZOITJSL,X,O,X,X,O,O,X
ZOITSLJ,X,O,X,X,O,X,X
ZOITSJL,X,O,X,X,O,O,X
ZOILTJS,X,X,O,X,O,X,O
ZOILTSJ,X,X,O,X,O,X,X
ZOILJTS,X,X,O,O,X,X,O
ZOILJST,X,X,X,O,X,X,O
ZOILSTJ,X,O,X,X,X,X,X
ZOILSJT,X,X,X,O,X,X,O
ZOIJTLS,X,X,O,X,O,O,O
ZOIJTSL,X,X,X,X,O,O,X
ZOIJLTS,X,X,O,X,X,O,O
ZOIJLST,X,X,X,X,X,X,O
ZOIJSTL,X,O,X,X,X,X,X
ZOIJSLT,X,X,X,X,X,X,O
ZOISTLJ,X,O,X,X,O,X,X
ZOISTJL,X,O,X,X,O,X,X
ZOISLTJ,X,O,X,X,X,X,X
ZOISLJT,X,X,X,O,X,X,O
ZOISJTL,X,O,X,X,X,X,X
ZOISJLT,X,X,X,X,X,X,O
ZOLTIJS,X,X,O,X,O,O,X
ZOLTISJ,X,X,O,X,O,X,X
ZOLTJIS,X,X,O,X,O,O,X
ZOLTJSI,X,X,O,X,O,O,X
ZOLTSIJ,X,X,O,X,O,X,X
ZOLTSJI,X,X,O,X,O,X,X
ZOLITJS,X,X,O,X,O,X,O
ZOLITSJ,X,X,O,X,O,X,X
ZOLIJTS,X,X,O,O,X,X,O
ZOLIJST,X,X,X,O,X,X,O
ZOLISTJ,X,O,X,X,X,X,X
ZOLISJT,X,X,X,O,X,X,O
ZOLJTIS,X,X,O,O,X,O,X
ZOLJTSI,X,X,O,O,X,O,X
ZOLJITS,X,X,O,O,X,O,O
ZOLJIST,O,X,X,O,X,X,O
ZOLJSTI,O,X,O,O,X,O,X
ZOLJSIT,O,X,X,O,X,X,X
ZOLSTIJ,O,O,O,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X
ZOLSIJT,O,X,X,O,X,X,X
ZOLSJTI,O,X,O,O,X,X,X
ZOLSJIT,O,X,X,O,X,X,X
ZOJTILS,X,X,O,X,O,O,X
ZOJTISL,X,X,X,X,O,O,X
ZOJTLIS,X,X,O,X,O,O,X
ZOJTLSI,X,X,O,X,O,O,X
ZOJTSIL,X,X,X,X,O,O,X
ZOJTSLI,X,X,O,X,O,O,X
ZOJITLS,X,X,O,X,O,O,O
ZOJITSL,X,X,X,X,O,O,X
ZOJILTS,X,X,O,X,X,O,O
ZOJILST,O,X,X,X,X,X,O
ZOJISTL,O,O,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X,O
ZOJLTIS,X,X,O,O,X,O,X
ZOJLTSI,X,X,O,O,X,O,X
ZOJLITS,X,X,O,O,X,O,O
ZOJLIST,O,X,X,O,X,X,O
ZOJLSTI,O,X,O,O,X,O,X
ZOJLSIT,O,X,X,O,X,X,X
ZOJSTIL,O,O,X,X,X,O,X
ZOJSTLI,O,O,O,X,X,O,X
ZOJSITL,O,O,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X
ZOJSLTI,O,X,O,O,X,O,X
ZOJSLIT,O,X,X,O,X,X,X
ZOSTILJ,O,O,X,X,O,X,X
ZOSTIJL,O,O,X,X,O,O,X
ZOSTLIJ,O,O,O,X,O,X,X
ZOSTLJI,O,O,O,X,O,X,X
ZOSTJIL,O,O,X,X,O,O,X
ZOSTJLI,O,O,O,X,O,O,X
ZOSITLJ,O,O,X,X,O,X,X
ZOSITJL,O,O,X,X,O,X,X
ZOSILTJ,O,O,X,X,X,X,X
ZOSILJT,O,X,X,O,X,X,X
ZOSIJTL,O,O,X,X,X,X,X
ZOSIJLT,O,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X
ZOSLIJT,O,X,X,O,X,X,X
ZOSLJTI,O,X,O,O,X,X,X
ZOSLJIT,O,X,X,O,X,X,X
ZOSJTIL,O,O,X,X,X,O,X
ZOSJTLI,O,O,O,X,X,O,X
ZOSJITL,O,O,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,O,X,O,O,X,O,X
