sequence,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFTgBemBUnBF?oBCnBXtB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFTgBSoBlmBX?mBmnB0sB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFigBumB3iBz?lBlsBctB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhF/lBTjBimB1?sBGmB0sB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhF2lB/nBcoB1?rBCmBzsB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFqmB/nBcoBm?lBllBzsB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFqmB/nBcoBl?lBmlBzsB
ZOJLIST,X,X,X,X,X,O,X
ZOJLSTI,X,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,X,O,X
ZOJSTIL,O,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,X
ZOJSITL,O,X,X,X,X,X,X
ZOJSILT,X,X,X,X,X,X,X
ZOJSLTI,X,X,X,X,X,X,X
ZOJSLIT,X,X,X,X,X,X,X
ZOSTILJ,X,O,X,O,X,X,X
ZOSTIJL,O,X,X,X,X,X,X
ZOSTLIJ,X,O,X,O,X,X,X
ZOSTLJI,X,X,X,X,X,X,X
ZOSTJIL,O,X,X,X,X,X,X
ZOSTJLI,X,X,X,X,X,X,X
ZOSITLJ,X,O,X,O,X,X,X
ZOSITJL,O,X,X,X,X,X,X
ZOSILTJ,X,O,X,X,X,X,X
ZOSILJT,X,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,X,X
ZOSLTIJ,X,O,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,X
ZOSLITJ,X,O,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,X,X,X
ZOSLJIT,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,X
ZOSJITL,O,X,X,X,X,X,X
ZOSJILT,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,X,X,X
ZOSJLIT,X,X,X,X,X,X,X
OTILJSZ,X,O,O,O,X,X,X
OTILJZS,O,O,O,X,X,X,X
OTILSJZ,X,O,O,O,X,X,X
OTILSZJ,X,O,X,O,X,X,O
OTILZJS,O,O,O,X,X,X,X
OTILZSJ,X,O,X,O,X,X,O
OTIJLSZ,X,O,O,O,X,X,X
OTIJLZS,O,O,O,X,X,X,X
OTIJSLZ,X,X,O,O,X,X,X
OTIJSZL,O,X,O,X,O,X,X
OTIJZLS,O,O,O,X,X,X,X
OTIJZSL,O,X,O,X,O,X,X
OTISLJZ,X,O,O,O,X,X,X
OTISLZJ,X,O,X,O,X,X,X
OTISJLZ,X,X,O,O,X,X,X
OTISJZL,O,X,O,X,O,X,X
OTISZLJ,X,O,X,O,X,X,X
OTISZJL,O,X,X,X,O,X,X
OTIZLJS,O,O,O,X,X,X,X
OTIZLSJ,X,O,X,O,X,X,O
OTIZJLS,O,O,O,X,X,X,X
OTIZJSL,O,X,O,X,O,X,X
OTIZSLJ,X,O,X,O,X,X,X
OTIZSJL,O,X,X,X,O,X,X
OTLIJSZ,X,O,O,O,X,X,X
OTLIJZS,O,O,O,X,X,X,X
OTLISJZ,X,O,O,O,X,X,X
OTLISZJ,X,O,X,O,X,X,O
OTLIZJS,O,O,O,X,X,X,X
OTLIZSJ,X,O,X,O,X,X,O
OTLJISZ,X,O,O,O,X,X,X
OTLJIZS,O,O,O,X,X,X,X
OTLJSIZ,X,X,O,O,X,X,X
OTLJSZI,X,X,X,X,X,X,X
OTLJZIS,O,X,O,X,X,X,X
OTLJZSI,X,X,X,X,X,X,X
OTLSIJZ,X,O,O,O,X,X,X
OTLSIZJ,X,O,X,O,X,X,O
OTLSJIZ,X,X,O,O,X,X,X
OTLSJZI,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,X,X,O
OTLSZJI,X,X,X,X,X,X,X
OTLZIJS,O,O,O,X,X,X,X
OTLZISJ,X,O,X,O,X,X,O
OTLZJIS,O,O,O,X,X,X,X
OTLZJSI,X,X,X,X,X,X,X
OTLZSIJ,X,O,X,O,X,X,O
OTLZSJI,X,X,X,X,X,X,X
OTJILSZ,X,O,O,O,X,X,X
OTJILZS,O,O,O,X,X,X,X
OTJISLZ,X,X,O,O,X,X,X
OTJISZL,O,X,O,X,O,X,X
OTJIZLS,O,O,O,X,X,X,X
OTJIZSL,O,X,O,X,O,X,X
OTJLISZ,X,O,O,O,X,X,X
OTJLIZS,O,O,O,X,X,X,X
OTJLSIZ,X,X,O,O,X,X,X
OTJLSZI,X,X,X,X,X,X,X
OTJLZIS,O,X,O,X,X,X,X
OTJLZSI,X,X,X,X,X,X,X
OTJSILZ,X,X,O,O,X,X,X
OTJSIZL,O,X,O,X,O,X,X
OTJSLIZ,X,X,O,O,X,X,X
OTJSLZI,X,X,X,X,X,X,X
OTJSZIL,O,X,X,X,O,X,X
OTJSZLI,X,X,X,X,X,X,X
OTJZILS,O,O,O,X,X,X,X
OTJZISL,O,X,O,X,O,X,X
OTJZLIS,O,O,O,X,X,X,X
OTJZLSI,X,X,X,X,X,X,X
OTJZSIL,O,X,X,X,O,X,X
OTJZSLI,X,X,X,X,X,X,X
OTSILJZ,X,O,O,O,X,X,X
OTSILZJ,X,O,X,O,X,X,X
OTSIJLZ,X,X,O,O,X,X,X
OTSIJZL,O,X,O,X,O,X,X
OTSIZLJ,X,O,X,O,X,X,X
OTSIZJL,O,X,X,X,O,X,X
OTSLIJZ,X,O,O,O,X,X,X
OTSLIZJ,X,O,X,O,X,X,X
OTSLJIZ,X,X,O,O,X,X,X
OTSLJZI,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,O,X,X,X
OTSLZJI,X,X,X,X,X,X,X
OTSJILZ,X,X,O,O,X,X,X
OTSJIZL,O,X,O,X,O,X,X
OTSJLIZ,X,X,O,O,X,X,X
OTSJLZI,X,X,X,X,X,X,X
OTSJZIL,O,X,X,X,O,X,X
OTSJZLI,X,X,X,X,X,X,X
OTSZILJ,X,O,X,O,X,X,X
OTSZIJL,O,X,X,X,O,X,X
OTSZLIJ,X,O,X,O,X,X,X
OTSZLJI,X,X,X,X,X,X,X
OTSZJIL,O,X,X,X,O,X,X
OTSZJLI,X,X,X,X,X,X,X
OTZILJS,O,O,O,X,X,X,X
OTZILSJ,X,O,X,O,X,X,O
OTZIJLS,O,O,O,X,X,X,X
OTZIJSL,O,X,O,X,O,X,X
OTZISLJ,X,O,X,O,X,X,X
OTZISJL,O,X,X,X,O,X,X
OTZLIJS,O,O,O,X,X,X,X
OTZLISJ,X,O,X,O,X,X,O
OTZLJIS,O,O,O,X,X,X,X
OTZLJSI,X,X,X,X,X,X,X
OTZLSIJ,X,O,X,O,X,X,O
OTZLSJI,X,X,X,X,X,X,X
OTZJILS,O,O,O,X,X,X,X
OTZJISL,O,X,O,X,O,X,X
OTZJLIS,O,O,O,X,X,X,X
OTZJLSI,X,X,X,X,X,X,X
OTZJSIL,O,X,X,X,O,X,X
OTZJSLI,X,X,X,X,X,X,X
OTZSILJ,X,O,X,O,X,X,X
OTZSIJL,O,X,X,X,O,X,X
OTZSLIJ,X,O,X,O,X,X,X
OTZSLJI,X,X,X,X,X,X,X
OTZSJIL,O,X,X,X,O,X,X
OTZSJLI,X,X,X,X,X,X,X
OITLJSZ,X,O,O,O,X,X,X
OITLJZS,O,O,O,X,X,X,X
OITLSJZ,X,O,O,O,X,X,X
OITLSZJ,X,O,X,O,X,X,O
OITLZJS,O,O,O,X,X,X,X
OITLZSJ,X,O,X,O,X,X,O
OITJLSZ,X,O,O,O,X,X,X
OITJLZS,O,O,O,X,X,X,X
OITJSLZ,X,X,O,O,X,X,X
OITJSZL,O,X,O,X,O,X,X
OITJZLS,O,O,O,X,X,X,X
OITJZSL,O,X,O,X,O,X,X
OITSLJZ,X,O,O,O,X,X,X
OITSLZJ,X,O,X,O,X,X,X
OITSJLZ,X,X,O,O,X,X,X
OITSJZL,O,X,O,X,O,X,X
OITSZLJ,X,O,X,O,X,X,X
OITSZJL,O,X,X,X,O,X,X
OITZLJS,O,O,O,X,X,X,X
OITZLSJ,X,O,X,O,X,X,O
OITZJLS,O,O,O,X,X,X,X
OITZJSL,O,X,O,X,O,X,X
OITZSLJ,X,O,X,O,X,X,X
OITZSJL,O,X,X,X,O,X,X
OILTJSZ,X,O,O,O,X,X,X
OILTJZS,O,O,O,X,X,X,X
OILTSJZ,X,O,O,O,X,X,X
OILTSZJ,X,O,X,O,X,X,O
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,X,O,X,O,X,X,O
OILJTSZ,X,O,O,X,X,X,X
OILJTZS,O,O,O,X,X,X,X
OILJSTZ,X,X,O,X,X,X,X
OILJSZT,X,X,X,X,X,O,X
OILJZTS,O,X,O,X,X,X,X
OILJZST,X,X,X,X,X,O,X
OILSTJZ,X,O,O,O,X,X,X
OILSTZJ,X,O,X,O,X,X,O
OILSJTZ,X,X,O,X,X,X,X
OILSJZT,X,X,X,X,X,O,X
OILSZTJ,X,X,X,X,X,X,O
OILSZJT,X,X,X,X,X,O,X
OILZTJS,O,O,O,X,X,X,X
OILZTSJ,X,O,X,X,X,X,O
OILZJTS,O,O,O,X,X,X,X
OILZJST,X,X,X,X,X,O,X
OILZSTJ,X,O,X,X,X,X,O
OILZSJT,X,X,X,X,X,O,X
OIJTLSZ,X,O,O,O,X,X,X
OIJTLZS,O,O,O,X,X,X,X
OIJTSLZ,X,X,O,O,X,X,X
OIJTSZL,O,X,O,X,O,X,X
OIJTZLS,O,O,O,X,X,X,X
OIJTZSL,O,X,O,X,O,X,X
OIJLTSZ,X,O,O,X,X,X,X
OIJLTZS,O,O,O,X,X,X,X
OIJLSTZ,X,X,O,X,X,X,X
OIJLSZT,X,X,X,X,X,O,X
OIJLZTS,O,X,O,X,X,X,X
OIJLZST,X,X,X,X,X,O,X
OIJSTLZ,X,X,O,O,X,X,X
OIJSTZL,O,X,O,X,X,X,X
OIJSLTZ,X,X,O,X,X,X,X
OIJSLZT,X,X,X,X,X,X,X
OIJSZTL,O,X,X,X,X,X,X
OIJSZLT,X,X,X,X,X,X,X
OIJZTLS,O,O,O,X,X,X,X
OIJZTSL,O,X,O,X,O,X,X
OIJZLTS,O,O,O,X,X,X,X
OIJZLST,X,X,X,X,X,O,X
OIJZSTL,O,X,X,X,X,X,X
OIJZSLT,X,X,X,X,X,X,X
OISTLJZ,X,O,O,O,X,X,X
OISTLZJ,X,O,X,O,X,X,X
OISTJLZ,X,X,O,O,X,X,X
OISTJZL,O,X,O,X,X,X,X
OISTZLJ,X,O,X,O,X,X,X
OISTZJL,O,X,X,X,X,X,X
OISLTJZ,X,O,O,O,X,X,X
OISLTZJ,X,O,X,O,X,X,X
OISLJTZ,X,X,O,X,X,X,X
OISLJZT,X,X,X,X,X,X,X
OISLZTJ,X,X,X,X,X,X,X
OISLZJT,X,X,X,X,X,X,X
OISJTLZ,X,X,O,O,X,X,X
OISJTZL,O,X,O,X,X,X,X
OISJLTZ,X,X,O,X,X,X,X
OISJLZT,X,X,X,X,X,X,X
OISJZTL,O,X,X,X,X,X,X
OISJZLT,X,X,X,X,X,X,X
OISZTLJ,X,O,X,O,X,X,X
OISZTJL,O,X,X,X,X,X,X
OISZLTJ,X,O,X,X,X,X,X
OISZLJT,X,X,X,X,X,X,X
OISZJTL,O,X,X,X,X,X,X
OISZJLT,X,X,X,X,X,X,X
OIZTLJS,O,O,O,X,X,X,X
OIZTLSJ,X,O,X,O,X,X,O
OIZTJLS,O,O,O,X,X,X,X
OIZTJSL,O,X,O,X,O,X,X
OIZTSLJ,X,O,X,O,X,X,X
OIZTSJL,O,X,X,X,O,X,X
OIZLTJS,O,O,O,X,X,X,X
OIZLTSJ,X,O,X,X,X,X,O
OIZLJTS,O,O,O,X,X,X,X
OIZLJST,X,X,X,X,X,O,X
OIZLSTJ,X,O,X,X,X,X,O
OIZLSJT,X,X,X,X,X,O,X
OIZJTLS,O,O,O,X,X,X,X
OIZJTSL,O,X,O,X,O,X,X
OIZJLTS,O,O,O,X,X,X,X
OIZJLST,X,X,X,X,X,O,X
OIZJSTL,O,X,X,X,X,X,X
OIZJSLT,X,X,X,X,X,X,X
OIZSTLJ,X,O,X,O,X,X,X
OIZSTJL,O,X,X,X,X,X,X
OIZSLTJ,X,O,X,X,X,X,X
OIZSLJT,X,X,X,X,X,X,X
OIZSJTL,O,X,X,X,X,X,X
OIZSJLT,X,X,X,X,X,X,X
OLTIJSZ,X,O,O,O,X,X,X
OLTIJZS,O,O,O,X,X,X,X
OLTISJZ,X,O,O,O,X,X,X
OLTISZJ,X,O,X,O,X,X,O
OLTIZJS,O,O,O,X,X,X,X
OLTIZSJ,X,O,X,O,X,X,O
OLTJISZ,X,O,O,O,X,X,X
OLTJIZS,O,O,O,X,X,X,X
OLTJSIZ,X,X,O,O,X,X,X
OLTJSZI,X,X,X,X,X,X,X
OLTJZIS,O,X,O,X,X,X,X
OLTJZSI,X,X,X,X,X,X,X
OLTSIJZ,X,O,O,O,X,X,X
OLTSIZJ,X,O,X,O,X,X,O
OLTSJIZ,X,X,O,O,X,X,X
OLTSJZI,X,X,X,X,X,X,X
OLTSZIJ,X,X,X,O,X,X,O
OLTSZJI,X,X,X,X,X,X,X
OLTZIJS,O,O,O,X,X,X,X
OLTZISJ,X,O,X,O,X,X,O
OLTZJIS,O,O,O,X,X,X,X
OLTZJSI,X,X,X,X,X,X,X
OLTZSIJ,X,O,X,O,X,X,O
OLTZSJI,X,X,X,X,X,X,X
OLITJSZ,X,O,O,O,X,X,X
OLITJZS,O,O,O,X,X,X,X
OLITSJZ,X,O,O,O,X,X,X
OLITSZJ,X,O,X,O,X,X,O
OLITZJS,O,O,O,X,X,X,X
OLITZSJ,X,O,X,O,X,X,O
OLIJTSZ,X,O,O,X,X,X,X
OLIJTZS,O,O,O,X,X,X,X
OLIJSTZ,X,X,O,X,X,X,X
OLIJSZT,X,X,X,X,X,O,X
OLIJZTS,O,X,O,X,X,X,X
OLIJZST,X,X,X,X,X,O,X
OLISTJZ,X,O,O,O,X,X,X
OLISTZJ,X,O,X,O,X,X,O
OLISJTZ,X,X,O,X,X,X,X
OLISJZT,X,X,X,X,X,O,X
OLISZTJ,X,X,X,X,X,X,O
OLISZJT,X,X,X,X,X,O,X
OLIZTJS,O,O,O,X,X,X,X
OLIZTSJ,X,O,X,X,X,X,O
OLIZJTS,O,O,O,X,X,X,X
OLIZJST,X,X,X,X,X,O,X
OLIZSTJ,X,O,X,X,X,X,O
OLIZSJT,X,X,X,X,X,O,X
OLJTISZ,X,O,O,X,X,X,X
OLJTIZS,O,O,O,X,X,X,X
OLJTSIZ,X,X,O,X,X,X,X
OLJTSZI,X,X,X,X,X,X,X
OLJTZIS,O,X,O,X,X,X,X
OLJTZSI,X,X,X,X,X,X,X
OLJITSZ,X,O,O,X,X,X,X
OLJITZS,O,O,O,X,X,X,X
OLJISTZ,X,X,O,X,X,X,X
OLJISZT,X,X,X,X,X,O,X
OLJIZTS,O,X,O,X,X,X,X
OLJIZST,X,X,X,X,X,O,X
OLJSTIZ,X,X,O,X,X,X,X
OLJSTZI,X,X,X,X,X,X,X
OLJSITZ,X,X,O,X,X,X,X
OLJSIZT,X,X,X,X,X,O,X
OLJSZTI,X,X,X,X,X,X,X
OLJSZIT,X,X,X,X,X,O,X
OLJZTIS,O,X,O,X,X,X,X
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,O,X,O,X,X,X,X
OLJZIST,X,X,X,X,X,O,X
OLJZSTI,X,X,X,X,X,X,X
OLJZSIT,X,X,X,X,X,O,X
OLSTIJZ,X,O,O,O,X,X,X
OLSTIZJ,X,O,X,O,X,X,O
OLSTJIZ,X,X,O,O,X,X,X
OLSTJZI,X,X,X,X,X,X,X
OLSTZIJ,X,X,X,O,X,X,O
OLSTZJI,X,X,X,X,X,X,X
OLSITJZ,X,O,O,O,X,X,X
OLSITZJ,X,O,X,O,X,X,O
OLSIJTZ,X,X,O,X,X,X,X
OLSIJZT,X,X,X,X,X,O,X
OLSIZTJ,X,X,X,X,X,X,O
OLSIZJT,X,X,X,X,X,O,X
OLSJTIZ,X,X,O,X,X,X,X
OLSJTZI,X,X,X,X,X,X,X
OLSJITZ,X,X,O,X,X,X,X
OLSJIZT,X,X,X,X,X,O,X
OLSJZTI,X,X,X,X,X,X,X
OLSJZIT,X,X,X,X,X,O,X
OLSZTIJ,X,X,X,X,X,X,O
OLSZTJI,X,X,X,X,X,X,X
OLSZITJ,X,X,X,X,X,X,O
OLSZIJT,X,X,X,X,X,O,X
OLSZJTI,X,X,X,X,X,X,X
OLSZJIT,X,X,X,X,X,O,X
OLZTIJS,O,O,O,X,X,X,X
OLZTISJ,X,O,X,X,X,X,O
OLZTJIS,O,O,O,X,X,X,X
OLZTJSI,X,X,X,X,X,X,X
OLZTSIJ,X,O,X,X,X,X,O
OLZTSJI,X,X,X,X,X,X,X
OLZITJS,O,O,O,X,X,X,X
OLZITSJ,X,O,X,X,X,X,O
OLZIJTS,O,O,O,X,X,X,X
OLZIJST,X,X,X,X,X,O,X
OLZISTJ,X,O,X,X,X,X,O
OLZISJT,X,X,X,X,X,O,X
OLZJTIS,O,O,O,X,X,X,X
OLZJTSI,X,X,X,X,X,X,X
OLZJITS,O,O,O,X,X,X,X
OLZJIST,X,X,X,X,X,O,X
OLZJSTI,X,X,X,X,X,X,X
OLZJSIT,X,X,X,X,X,O,X
OLZSTIJ,X,O,X,X,X,X,O
OLZSTJI,X,X,X,X,X,X,X
OLZSITJ,X,O,X,X,X,X,O
OLZSIJT,X,X,X,X,X,O,X
OLZSJTI,X,X,X,X,X,X,X
OLZSJIT,X,X,X,X,X,O,X
OJTILSZ,X,O,O,O,X,X,X
OJTILZS,O,O,O,X,X,X,X
OJTISLZ,X,X,O,O,X,X,X
OJTISZL,O,X,O,X,O,X,X
OJTIZLS,O,O,O,X,X,X,X
OJTIZSL,O,X,O,X,O,X,X
OJTLISZ,X,O,O,O,X,X,X
OJTLIZS,O,O,O,X,X,X,X
OJTLSIZ,X,X,O,O,X,X,X
OJTLSZI,X,X,X,X,X,X,X
OJTLZIS,O,X,O,X,X,X,X
OJTLZSI,X,X,X,X,X,X,X
OJTSILZ,X,X,O,O,X,X,X
OJTSIZL,O,X,O,X,O,X,X
OJTSLIZ,X,X,O,O,X,X,X
OJTSLZI,X,X,X,X,X,X,X
OJTSZIL,O,X,X,X,O,X,X
OJTSZLI,X,X,X,X,X,X,X
OJTZILS,O,O,O,X,X,X,X
OJTZISL,O,X,O,X,O,X,X
OJTZLIS,O,O,O,X,X,X,X
OJTZLSI,X,X,X,X,X,X,X
OJTZSIL,O,X,X,X,O,X,X
OJTZSLI,X,X,X,X,X,X,X
OJITLSZ,X,O,O,O,X,X,X
OJITLZS,O,O,O,X,X,X,X
OJITSLZ,X,X,O,O,X,X,X
OJITSZL,O,X,O,X,O,X,X
OJITZLS,O,O,O,X,X,X,X
OJITZSL,O,X,O,X,O,X,X
OJILTSZ,X,O,O,X,X,X,X
OJILTZS,O,O,O,X,X,X,X
OJILSTZ,X,X,O,X,X,X,X
OJILSZT,X,X,X,X,X,O,X
OJILZTS,O,X,O,X,X,X,X
OJILZST,X,X,X,X,X,O,X
OJISTLZ,X,X,O,O,X,X,X
OJISTZL,O,X,O,X,X,X,X
OJISLTZ,X,X,O,X,X,X,X
OJISLZT,X,X,X,X,X,X,X
OJISZTL,O,X,X,X,X,X,X
OJISZLT,X,X,X,X,X,X,X
OJIZTLS,O,O,O,X,X,X,X
OJIZTSL,O,X,O,X,O,X,X
OJIZLTS,O,O,O,X,X,X,X
OJIZLST,X,X,X,X,X,O,X
OJIZSTL,O,X,X,X,X,X,X
OJIZSLT,X,X,X,X,X,X,X
OJLTISZ,X,O,O,X,X,X,X
OJLTIZS,O,O,O,X,X,X,X
OJLTSIZ,X,X,O,X,X,X,X
OJLTSZI,X,X,X,X,X,X,X
OJLTZIS,O,X,O,X,X,X,X
OJLTZSI,X,X,X,X,X,X,X
OJLITSZ,X,O,O,X,X,X,X
OJLITZS,O,O,O,X,X,X,X
OJLISTZ,X,X,O,X,X,X,X
OJLISZT,X,X,X,X,X,O,X
OJLIZTS,O,X,O,X,X,X,X
OJLIZST,X,X,X,X,X,O,X
OJLSTIZ,X,X,O,X,X,X,X
OJLSTZI,X,X,X,X,X,X,X
OJLSITZ,X,X,O,X,X,X,X
OJLSIZT,X,X,X,X,X,O,X
OJLSZTI,X,X,X,X,X,X,X
OJLSZIT,X,X,X,X,X,O,X
OJLZTIS,O,X,O,X,X,X,X
OJLZTSI,X,X,X,X,X,X,X
OJLZITS,O,X,O,X,X,X,X
OJLZIST,X,X,X,X,X,O,X
OJLZSTI,X,X,X,X,X,X,X
OJLZSIT,X,X,X,X,X,O,X
OJSTILZ,X,X,O,O,X,X,X
OJSTIZL,O,X,O,X,X,X,X
OJSTLIZ,X,X,O,O,X,X,X
OJSTLZI,X,X,X,X,X,X,X
OJSTZIL,O,X,X,X,X,X,X
OJSTZLI,X,X,X,X,X,X,X
OJSITLZ,X,X,O,O,X,X,X
OJSITZL,O,X,O,X,X,X,X
OJSILTZ,X,X,O,X,X,X,X
OJSILZT,X,X,X,X,X,X,X
OJSIZTL,O,X,X,X,X,X,X
OJSIZLT,X,X,X,X,X,X,X
OJSLTIZ,X,X,O,X,X,X,X
OJSLTZI,X,X,X,X,X,X,X
OJSLITZ,X,X,O,X,X,X,X
OJSLIZT,X,X,X,X,X,X,X
OJSLZTI,X,X,X,X,X,X,X
OJSLZIT,X,X,X,X,X,X,X
OJSZTIL,O,X,X,X,X,X,X
OJSZTLI,X,X,X,X,X,X,X
OJSZITL,O,X,X,X,X,X,X
OJSZILT,X,X,X,X,X,X,X
OJSZLTI,X,X,X,X,X,X,X
OJSZLIT,X,X,X,X,X,X,X
OJZTILS,O,O,O,X,X,X,X
OJZTISL,O,X,O,X,O,X,X
OJZTLIS,O,O,O,X,X,X,X
OJZTLSI,X,X,X,X,X,X,X
OJZTSIL,O,X,X,X,O,X,X
OJZTSLI,X,X,X,X,X,X,X
OJZITLS,O,O,O,X,X,X,X
OJZITSL,O,X,O,X,O,X,X
OJZILTS,O,O,O,X,X,X,X
OJZILST,X,X,X,X,X,O,X
OJZISTL,O,X,X,X,X,X,X
OJZISLT,X,X,X,X,X,X,X
OJZLTIS,O,O,O,X,X,X,X
OJZLTSI,X,X,X,X,X,X,X
OJZLITS,O,O,O,X,X,X,X
OJZLIST,X,X,X,X,X,O,X
OJZLSTI,X,X,X,X,X,X,X
OJZLSIT,X,X,X,X,X,O,X
OJZSTIL,O,X,X,X,X,X,X
OJZSTLI,X,X,X,X,X,X,X
OJZSITL,O,X,X,X,X,X,X
OJZSILT,X,X,X,X,X,X,X
OJZSLTI,X,X,X,X,X,X,X
OJZSLIT,X,X,X,X,X,X,X
OSTILJZ,X,O,O,O,X,X,X
OSTILZJ,X,O,X,O,X,X,X
OSTIJLZ,X,X,O,O,X,X,X
OSTIJZL,O,X,O,X,X,X,X
OSTIZLJ,X,O,X,O,X,X,X
OSTIZJL,O,X,X,X,X,X,X
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,X,O,X,O,X,X,X
OSTLJIZ,X,X,O,O,X,X,X
OSTLJZI,X,X,X,X,X,X,X
OSTLZIJ,X,X,X,O,X,X,X
OSTLZJI,X,X,X,X,X,X,X
OSTJILZ,X,X,O,O,X,X,X
OSTJIZL,O,X,O,X,X,X,X
OSTJLIZ,X,X,O,O,X,X,X
OSTJLZI,X,X,X,X,X,X,X
OSTJZIL,O,X,X,X,X,X,X
OSTJZLI,X,X,X,X,X,X,X
OSTZILJ,X,O,X,O,X,X,X
OSTZIJL,O,X,X,X,X,X,X
OSTZLIJ,X,O,X,O,X,X,X
OSTZLJI,X,X,X,X,X,X,X
OSTZJIL,O,X,X,X,X,X,X
OSTZJLI,X,X,X,X,X,X,X
OSITLJZ,X,O,O,O,X,X,X
OSITLZJ,X,O,X,O,X,X,X
OSITJLZ,X,X,O,O,X,X,X
OSITJZL,O,X,O,X,X,X,X
OSITZLJ,X,O,X,O,X,X,X
OSITZJL,O,X,X,X,X,X,X
OSILTJZ,X,O,O,O,X,X,X
OSILTZJ,X,O,X,O,X,X,X
OSILJTZ,X,X,O,X,X,X,X
OSILJZT,X,X,X,X,X,X,X
OSILZTJ,X,X,X,X,X,X,X
OSILZJT,X,X,X,X,X,X,X
OSIJTLZ,X,X,O,O,X,X,X
OSIJTZL,O,X,O,X,X,X,X
OSIJLTZ,X,X,O,X,X,X,X
OSIJLZT,X,X,X,X,X,X,X
OSIJZTL,O,X,X,X,X,X,X
OSIJZLT,X,X,X,X,X,X,X
OSIZTLJ,X,O,X,O,X,X,X
OSIZTJL,O,X,X,X,X,X,X
OSIZLTJ,X,O,X,X,X,X,X
OSIZLJT,X,X,X,X,X,X,X
OSIZJTL,O,X,X,X,X,X,X
OSIZJLT,X,X,X,X,X,X,X
OSLTIJZ,X,O,O,O,X,X,X
OSLTIZJ,X,O,X,O,X,X,X
OSLTJIZ,X,X,O,O,X,X,X
OSLTJZI,X,X,X,X,X,X,X
OSLTZIJ,X,X,X,O,X,X,X
OSLTZJI,X,X,X,X,X,X,X
OSLITJZ,X,O,O,O,X,X,X
OSLITZJ,X,O,X,O,X,X,X
OSLIJTZ,X,X,O,X,X,X,X
OSLIJZT,X,X,X,X,X,X,X
OSLIZTJ,X,X,X,X,X,X,X
OSLIZJT,X,X,X,X,X,X,X
OSLJTIZ,X,X,O,X,X,X,X
OSLJTZI,X,X,X,X,X,X,X
OSLJITZ,X,X,O,X,X,X,X
OSLJIZT,X,X,X,X,X,X,X
OSLJZTI,X,X,X,X,X,X,X
OSLJZIT,X,X,X,X,X,X,X
OSLZTIJ,X,X,X,X,X,X,X
OSLZTJI,X,X,X,X,X,X,X
OSLZITJ,X,X,X,X,X,X,X
OSLZIJT,X,X,X,X,X,X,X
OSLZJTI,X,X,X,X,X,X,X
OSLZJIT,X,X,X,X,X,X,X
OSJTILZ,X,X,O,O,X,X,X
OSJTIZL,O,X,O,X,X,X,X
OSJTLIZ,X,X,O,O,X,X,X
OSJTLZI,X,X,X,X,X,X,X
OSJTZIL,O,X,X,X,X,X,X
OSJTZLI,X,X,X,X,X,X,X
OSJITLZ,X,X,O,O,X,X,X
OSJITZL,O,X,O,X,X,X,X
OSJILTZ,X,X,O,X,X,X,X
OSJILZT,X,X,X,X,X,X,X
OSJIZTL,O,X,X,X,X,X,X
OSJIZLT,X,X,X,X,X,X,X
OSJLTIZ,X,X,O,X,X,X,X
OSJLTZI,X,X,X,X,X,X,X
OSJLITZ,X,X,O,X,X,X,X
OSJLIZT,X,X,X,X,X,X,X
OSJLZTI,X,X,X,X,X,X,X
OSJLZIT,X,X,X,X,X,X,X
OSJZTIL,O,X,X,X,X,X,X
OSJZTLI,X,X,X,X,X,X,X
OSJZITL,O,X,X,X,X,X,X
OSJZILT,X,X,X,X,X,X,X
OSJZLTI,X,X,X,X,X,X,X
OSJZLIT,X,X,X,X,X,X,X
OSZTILJ,X,O,X,O,X,X,X
OSZTIJL,O,X,X,X,X,X,X
OSZTLIJ,X,O,X,O,X,X,X
OSZTLJI,X,X,X,X,X,X,X
OSZTJIL,O,X,X,X,X,X,X
OSZTJLI,X,X,X,X,X,X,X
OSZITLJ,X,O,X,O,X,X,X
OSZITJL,O,X,X,X,X,X,X
OSZILTJ,X,O,X,X,X,X,X
OSZILJT,X,X,X,X,X,X,X
