sequence,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFukB1lB0iB6oBXq?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nBTjB0kBllB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBOpBllBStBzp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeT/IvhFxiBllBusBctBip?BXqB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iB6oBlkB3lB2u?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBctB6s?BzpB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nB0kBllBToB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFTjBfqBllBWtBCq?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBStBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTjBKpBfqBllBWt?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Je0AJvhFxiBlkBqsBToBOp?BXqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhF0iB6oBupB3lBzs?BFqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFCgBllBGoBXoBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBllBStBmpBTp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBllBStBmpBTp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTkBllBGoBXoByu?B0sB
ZSLITJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLITOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLIJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLIOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLJTIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSLJITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSLJOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSLOTIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLOTJI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSLOITJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLOIJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLOJTI,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSLOJIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJTILO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSJTLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSJTOIL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJITLO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSJILTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZSJIOLT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSJLTIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSJLITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJLOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOTIL,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSJOTLI,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSJOITL,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSJOILT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSJOLTI,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSJOLIT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOTILJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOTIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOTLIJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOTLJI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZSOTJIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOTJLI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOITLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOITJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOILTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOILJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOIJTL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOIJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOLTIJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOLTJI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZSOLITJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOLIJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOLJTI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZSOLJIT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOJTIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOJTLI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOJITL,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOJILT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOJLTI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOJLIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTILJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOTILSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOTIJLS,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
ZOTIJSL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOTISJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTLIJS,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOTLISJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOTLJIS,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
ZOTLJSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOTLSIJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTLSJI,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X
ZOTJILS,O,X,O,O,O,O,O,X,O,X,X,O,O,X,X,X
ZOTJISL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOTJLIS,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
ZOTJLSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOTJSIL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOTJSLI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOTSILJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTSIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSLIJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTSLJI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSJIL,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSJLI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOITLJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOITJLS,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
ZOITJSL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOITSJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOILTJS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJTS,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILJST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILSJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJTLS,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X
ZOIJTSL,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOIJLTS,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJLST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISTLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISTJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOISLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISLJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISJTL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOISJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTIJS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTISJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOLTJIS,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOLTJSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOLTSIJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOLTSJI,O,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X
ZOLITJS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOLIJTS,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOLIJST,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
ZOLISTJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOLISJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOLJTIS,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOLJTSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOLJITS,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOLJIST,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
ZOLJSTI,O,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X
ZOLJSIT,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
ZOLSTIJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOLSTJI,O,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X
ZOLSITJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOLSIJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOLSJTI,O,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X
ZOLSJIT,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
ZOJTILS,O,X,O,O,O,O,O,X,O,X,X,O,O,X,X,X
ZOJTISL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJTLIS,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
ZOJTLSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOJTSIL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJTSLI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJITLS,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X
ZOJITSL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJILTS,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOJILST,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJISTL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOJISLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLTIS,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOJLTSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
ZOJLITS,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOJLIST,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLSTI,O,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X
ZOJLSIT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJSTIL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJSTLI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJSITL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOJSILT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJSLTI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJSLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSTILJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSTIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSTLIJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSTLJI,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOSTJIL,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSTJLI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSITLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSITJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSILTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSILJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSIJTL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSIJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSLTIJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSLTJI,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOSLITJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSLIJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSLJTI,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOSLJIT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSJTIL,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSJTLI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSJITL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSJILT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSJLTI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSJLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTILJSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OTILJZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X
OTILSJZ,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILZJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTILZSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJLSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OTIJLZS,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
OTIJSLZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OTIJSZL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIJZLS,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
OTIJZSL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
OTISLJZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJLS,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
OTIZJSL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZSJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLIJSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O
OTLIJZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O
OTLISJZ,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O
OTLISZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLIZJS,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
OTLIZSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLJISZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
OTLJIZS,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
OTLJSIZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
OTLJSZI,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,O
OTLJZIS,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,O
OTLJZSI,O,O,O,O,O,O,O,X,O,X,X,O,X,O,O,O
OTLSIJZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,O
OTLSIZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLSJIZ,O,O,O,X,O,X,X,X,O,X,X,O,O,X,O,O
OTLSJZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,O,O
OTLSZIJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLSZJI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X
OTLZIJS,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
OTLZISJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLZJIS,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,O
OTLZJSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,O
OTLZSIJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLZSJI,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X
OTJILSZ,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X
OTJILZS,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
OTJISLZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTJISZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
OTJIZLS,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
OTJIZSL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTJLISZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
OTJLIZS,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
OTJLSIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,O,O,O
OTJLSZI,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,O
OTJLZIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,O
OTJLZSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O
OTJSILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTJSIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
OTJSLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTJSLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
OTJSZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
OTJSZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTJZILS,O,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X
OTJZISL,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTJZLIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,X
OTJZLSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
OTJZSIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
OTJZSLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTSILJZ,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OTSILZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSIJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
OTSIJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OTSIZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSIZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLIJZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
OTSLIZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLJIZ,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X
OTSLJZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
OTSLZIJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLZJI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X
OTSJILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTSJIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
OTSJLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTSJLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
OTSJZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
OTSJZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTSZILJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSZIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSZLIJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSZLJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSZJIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSZJLI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZILJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTZILSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJLS,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
OTZIJSL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZISLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZISJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZLIJS,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OTZLISJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZLJIS,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
OTZLJSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
OTZLSIJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZLSJI,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X
OTZJILS,O,X,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTZJISL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTZJLIS,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
OTZJLSI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
OTZJSIL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTZJSLI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTZSILJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZSIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZSLIJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZSLJI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZSJIL,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZSJLI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OITLJSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OITLJZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X
OITLSJZ,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X
OITLSZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITLZJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OITLZSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITJLSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OITJLZS,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
OITJSLZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OITJSZL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OITJZLS,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
OITJZSL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
OITSLJZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OITSLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSJLZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OITSJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSZLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZLJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OITZLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
