sequence,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgBzhB+nB6?oBllB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Jex/IvhF8lB+mB6oBl?kBTnBXsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBz?lBurBcsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgB+nB6oB0?lBlmBzrB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBW?rBTnB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFUgBRhB+nB6?oBVrBzrB
OJLISZT,O,X,X,X,O,X
OJLIZTS,X,O,X,X,X,X
OJLIZST,X,X,X,X,O,X
OJLSTIZ,O,X,O,X,O,O
OJLSTZI,O,O,O,O,O,O
OJLSITZ,O,X,O,X,O,X
OJLSIZT,O,X,X,O,O,X
OJLSZTI,O,O,O,O,O,O
OJLSZIT,O,X,O,O,O,O
OJLZTIS,O,O,O,X,X,X
OJLZTSI,O,O,O,O,X,X
OJLZITS,O,O,O,X,X,X
OJLZIST,O,X,O,X,O,X
OJLZSTI,O,O,O,O,O,X
OJLZSIT,O,X,O,O,O,X
OJSTILZ,O,X,O,X,O,O
OJSTIZL,O,X,X,X,O,O
OJSTLIZ,O,X,O,X,O,O
OJSTLZI,O,O,O,O,O,O
OJSTZIL,O,O,O,O,O,O
OJSTZLI,O,O,O,O,O,O
OJSITLZ,O,X,O,X,O,X
OJSITZL,O,X,X,X,O,X
OJSILTZ,O,X,O,X,O,X
OJSILZT,O,X,X,O,O,X
OJSIZTL,O,X,X,O,O,X
OJSIZLT,O,X,X,O,O,X
OJSLTIZ,O,X,O,X,O,O
OJSLTZI,O,O,O,O,O,O
OJSLITZ,O,X,O,X,O,X
OJSLIZT,O,X,X,O,O,X
OJSLZTI,O,O,O,O,O,O
OJSLZIT,O,X,O,O,O,O
OJSZTIL,O,O,O,O,O,O
OJSZTLI,O,O,O,O,O,O
OJSZITL,O,X,O,O,O,X
OJSZILT,O,X,O,O,O,O
OJSZLTI,O,O,O,O,O,O
OJSZLIT,O,X,O,O,O,O
OJZTILS,O,O,O,X,X,X
OJZTISL,O,O,O,X,X,X
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,O,O,O,X,X
OJZTSIL,O,O,O,O,X,X
OJZTSLI,O,O,O,O,X,X
OJZITLS,O,O,O,X,X,X
OJZITSL,O,O,O,X,X,X
OJZILTS,O,O,O,X,X,X
OJZILST,O,X,O,X,O,X
OJZISTL,O,X,O,X,O,X
OJZISLT,O,X,O,X,O,X
OJZLTIS,O,O,O,X,X,X
OJZLTSI,O,O,O,O,X,X
OJZLITS,O,O,O,X,X,X
OJZLIST,O,X,O,X,O,X
OJZLSTI,O,O,O,O,O,X
OJZLSIT,O,X,O,O,O,X
OJZSTIL,O,O,O,O,O,X
OJZSTLI,O,O,O,O,O,X
OJZSITL,O,X,O,O,O,X
OJZSILT,O,X,O,O,O,X
OJZSLTI,O,O,O,O,O,X
OJZSLIT,O,X,O,O,O,X
OSTILJZ,O,X,O,X,O,O
OSTILZJ,O,O,O,X,O,O
OSTIJLZ,O,X,O,X,O,O
OSTIJZL,O,X,X,X,O,O
OSTIZLJ,O,O,O,X,O,O
OSTIZJL,O,O,O,X,X,O
OSTLIJZ,O,X,O,X,O,O
OSTLIZJ,O,O,O,X,O,O
OSTLJIZ,O,X,O,X,O,O
OSTLJZI,O,O,O,X,O,O
OSTLZIJ,O,O,O,X,O,O
OSTLZJI,O,O,O,X,O,O
OSTJILZ,O,X,O,X,O,O
OSTJIZL,O,X,X,X,O,O
OSTJLIZ,O,X,O,X,O,O
OSTJLZI,O,O,O,X,O,O
OSTJZIL,O,O,O,X,O,O
OSTJZLI,O,O,O,X,O,O
OSTZILJ,O,O,O,X,O,O
OSTZIJL,O,O,O,X,X,O
OSTZLIJ,O,O,O,X,O,O
OSTZLJI,O,O,O,X,O,O
OSTZJIL,O,O,O,X,O,O
OSTZJLI,O,O,O,X,O,O
OSITLJZ,O,X,O,X,O,X
OSITLZJ,O,X,O,X,O,X
OSITJLZ,O,X,O,X,O,X
OSITJZL,O,X,X,X,O,X
OSITZLJ,O,X,O,X,O,X
OSITZJL,O,X,O,X,X,X
OSILTJZ,O,X,O,X,O,X
OSILTZJ,O,X,O,X,O,X
OSILJTZ,O,X,O,X,O,X
OSILJZT,O,X,X,O,O,X
OSILZTJ,X,X,O,X,O,X
OSILZJT,O,X,O,O,O,X
OSIJTLZ,O,X,O,X,O,X
OSIJTZL,O,X,X,X,O,X
OSIJLTZ,O,X,O,X,O,X
OSIJLZT,O,X,X,O,O,X
OSIJZTL,O,X,X,O,O,X
OSIJZLT,O,X,X,O,O,X
OSIZTLJ,X,X,O,X,O,X
OSIZTJL,O,X,O,O,X,X
OSIZLTJ,X,X,O,X,O,X
OSIZLJT,O,X,O,O,O,X
OSIZJTL,O,X,O,O,O,X
OSIZJLT,O,X,O,O,O,X
OSLTIJZ,O,X,O,X,O,O
OSLTIZJ,O,O,O,X,O,O
OSLTJIZ,O,X,O,X,O,O
OSLTJZI,O,O,O,X,O,O
OSLTZIJ,O,O,O,X,O,O
OSLTZJI,O,O,O,X,O,O
OSLITJZ,O,X,O,X,O,X
OSLITZJ,O,X,O,X,O,X
OSLIJTZ,O,X,O,X,O,X
OSLIJZT,O,X,X,O,O,X
OSLIZTJ,X,X,O,X,O,X
OSLIZJT,O,X,O,O,O,X
OSLJTIZ,O,X,O,X,O,O
OSLJTZI,O,O,O,O,O,O
OSLJITZ,O,X,O,X,O,X
OSLJIZT,O,X,X,O,O,X
OSLJZTI,O,O,O,O,O,O
OSLJZIT,O,X,O,O,O,O
OSLZTIJ,O,O,O,X,O,O
OSLZTJI,O,O,O,X,O,O
OSLZITJ,X,X,O,X,O,X
OSLZIJT,O,X,O,O,O,O
OSLZJTI,O,O,O,O,O,O
OSLZJIT,O,X,O,O,O,O
OSJTILZ,O,X,O,X,O,O
OSJTIZL,O,X,X,X,O,O
OSJTLIZ,O,X,O,X,O,O
OSJTLZI,O,O,O,O,O,O
OSJTZIL,O,O,O,O,O,O
OSJTZLI,O,O,O,O,O,O
OSJITLZ,O,X,O,X,O,X
OSJITZL,O,X,X,X,O,X
OSJILTZ,O,X,O,X,O,X
OSJILZT,O,X,X,O,O,X
OSJIZTL,O,X,X,O,O,X
OSJIZLT,O,X,X,O,O,X
OSJLTIZ,O,X,O,X,O,O
OSJLTZI,O,O,O,O,O,O
OSJLITZ,O,X,O,X,O,X
OSJLIZT,O,X,X,O,O,X
OSJLZTI,O,O,O,O,O,O
OSJLZIT,O,X,O,O,O,O
OSJZTIL,O,O,O,O,O,O
OSJZTLI,O,O,O,O,O,O
OSJZITL,O,X,O,O,O,X
OSJZILT,O,X,O,O,O,O
OSJZLTI,O,O,O,O,O,O
OSJZLIT,O,X,O,O,O,O
OSZTILJ,O,O,O,X,O,O
OSZTIJL,O,O,O,O,X,O
OSZTLIJ,O,O,O,X,O,O
OSZTLJI,O,O,O,X,O,O
OSZTJIL,O,O,O,O,O,O
OSZTJLI,O,O,O,O,O,O
OSZITLJ,O,X,O,X,O,X
OSZITJL,O,X,O,O,X,X
OSZILTJ,X,X,O,X,O,X
OSZILJT,O,X,O,O,O,O
OSZIJTL,O,X,O,O,O,X
OSZIJLT,O,X,O,O,O,O
OSZLTIJ,O,O,O,X,O,O
OSZLTJI,O,O,O,X,O,O
OSZLITJ,X,X,O,X,O,X
OSZLIJT,O,X,O,O,O,O
OSZLJTI,O,O,O,O,O,O
OSZLJIT,O,X,O,O,O,O
OSZJTIL,O,O,O,O,O,O
OSZJTLI,O,O,O,O,O,O
OSZJITL,O,X,O,O,O,X
OSZJILT,O,X,O,O,O,O
OSZJLTI,O,O,O,O,O,O
OSZJLIT,O,X,O,O,O,O
OZTILJS,X,O,X,X,X,X
OZTILSJ,X,O,O,X,X,X
OZTIJLS,O,O,X,X,X,X
OZTIJSL,O,O,X,X,X,X
OZTISLJ,O,O,O,X,X,X
OZTISJL,O,O,O,X,X,X
OZTLIJS,X,O,X,X,X,X
OZTLISJ,X,O,O,X,X,X
OZTLJIS,O,O,O,X,X,X
OZTLJSI,O,O,O,X,X,X
OZTLSIJ,O,O,O,X,X,X
OZTLSJI,O,O,O,X,X,X
OZTJILS,O,O,O,X,X,X
OZTJISL,O,O,O,X,X,X
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,O,O,O,X,X
OZTJSIL,O,O,O,O,X,X
OZTJSLI,O,O,O,O,X,X
OZTSILJ,O,O,O,X,X,X
OZTSIJL,O,O,O,O,X,X
OZTSLIJ,O,O,O,X,X,X
OZTSLJI,O,O,O,X,X,X
OZTSJIL,O,O,O,O,X,X
OZTSJLI,O,O,O,O,X,X
OZITLJS,X,O,X,X,X,X
OZITLSJ,X,O,O,X,X,X
OZITJLS,O,O,X,X,X,X
OZITJSL,O,O,X,X,X,X
OZITSLJ,O,O,O,X,X,X
OZITSJL,O,O,O,X,X,X
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,O,O,X,X,X
OZILJTS,X,O,O,X,X,X
OZILJST,X,X,O,X,O,X
OZILSTJ,X,X,O,X,O,X
OZILSJT,X,X,O,X,O,X
OZIJTLS,O,O,O,X,X,X
OZIJTSL,O,O,O,X,X,X
OZIJLTS,O,O,O,X,X,X
OZIJLST,O,X,O,X,O,X
OZIJSTL,O,X,O,X,O,X
OZIJSLT,O,X,O,X,O,X
OZISTLJ,O,X,O,X,O,X
OZISTJL,O,X,O,X,X,X
OZISLTJ,X,X,O,X,O,X
OZISLJT,O,X,O,X,O,X
OZISJTL,O,X,O,X,O,X
OZISJLT,O,X,O,X,O,X
OZLTIJS,X,O,X,X,X,X
OZLTISJ,X,O,O,X,X,X
OZLTJIS,O,O,O,X,X,X
OZLTJSI,O,O,O,X,X,X
OZLTSIJ,O,O,O,X,X,X
OZLTSJI,O,O,O,X,X,X
OZLITJS,X,O,X,X,X,X
OZLITSJ,X,O,O,X,X,X
OZLIJTS,X,O,O,X,X,X
OZLIJST,X,X,O,X,O,X
OZLISTJ,X,X,O,X,O,X
OZLISJT,X,X,O,X,O,X
OZLJTIS,O,O,O,X,X,X
OZLJTSI,O,O,O,O,X,X
OZLJITS,O,O,O,X,X,X
OZLJIST,O,X,O,X,O,X
OZLJSTI,O,O,O,O,O,X
OZLJSIT,O,X,O,O,O,X
OZLSTIJ,O,O,O,X,O,X
OZLSTJI,O,O,O,X,O,X
OZLSITJ,X,X,O,X,O,X
OZLSIJT,O,X,O,O,O,X
OZLSJTI,O,O,O,O,O,X
OZLSJIT,O,X,O,O,O,X
OZJTILS,O,O,O,X,X,X
OZJTISL,O,O,O,X,X,X
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,O,O,O,X,X
OZJTSIL,O,O,O,O,X,X
OZJTSLI,O,O,O,O,X,X
OZJITLS,O,O,O,X,X,X
OZJITSL,O,O,O,X,X,X
OZJILTS,O,O,O,X,X,X
OZJILST,O,X,O,X,O,X
OZJISTL,O,X,O,X,O,X
OZJISLT,O,X,O,X,O,X
OZJLTIS,O,O,O,X,X,X
OZJLTSI,O,O,O,O,X,X
OZJLITS,O,O,O,X,X,X
OZJLIST,O,X,O,X,O,X
OZJLSTI,O,O,O,O,O,X
OZJLSIT,O,X,O,O,O,X
OZJSTIL,O,O,O,O,O,X
OZJSTLI,O,O,O,O,O,X
OZJSITL,O,X,O,O,O,X
OZJSILT,O,X,O,O,O,X
OZJSLTI,O,O,O,O,O,X
OZJSLIT,O,X,O,O,O,X
OZSTILJ,O,O,O,X,O,X
OZSTIJL,O,O,O,O,X,X
OZSTLIJ,O,O,O,X,O,X
OZSTLJI,O,O,O,X,O,X
OZSTJIL,O,O,O,O,O,X
OZSTJLI,O,O,O,O,O,X
OZSITLJ,O,X,O,X,O,X
OZSITJL,O,X,O,O,X,X
OZSILTJ,X,X,O,X,O,X
OZSILJT,O,X,O,O,O,X
OZSIJTL,O,X,O,O,O,X
OZSIJLT,O,X,O,O,O,X
OZSLTIJ,O,O,O,X,O,X
OZSLTJI,O,O,O,X,O,X
OZSLITJ,X,X,O,X,O,X
OZSLIJT,O,X,O,O,O,X
OZSLJTI,O,O,O,O,O,X
OZSLJIT,O,X,O,O,O,X
OZSJTIL,O,O,O,O,O,X
OZSJTLI,O,O,O,O,O,X
OZSJITL,O,X,O,O,O,X
OZSJILT,O,X,O,O,O,X
OZSJLTI,O,O,O,O,O,X
OZSJLIT,O,X,O,O,O,X
