sequence,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFFiB6oBUlBz?nBXrBGrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeWFJvhFxgBVnB/rBT?oBCoB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8Jez/IvhFUhBFiBXjBS?tBxqBWwB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFxhBTjBlmBW?tBUrB6qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeGAJvhFxhB6oBUlBz?nBXrBlrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFUiBFlB6rBX?oBGoBzqB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeCAJvhFFiBTjBWtBx?qB/rB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFTjBRmBWtBC?nBUrBlqB
ZLSIJTO,O,O,O,X,X,X,X,X
ZLSIJOT,X,O,O,X,X,X,X,O
ZLSIOTJ,O,O,O,X,X,X,X,X
ZLSIOJT,O,O,O,X,X,X,X,X
ZLSJTIO,O,O,X,O,X,O,X,X
ZLSJTOI,X,O,X,O,X,O,X,X
ZLSJITO,O,O,X,X,X,X,X,X
ZLSJIOT,X,O,X,X,X,X,X,O
ZLSJOTI,X,O,X,O,O,X,X,X
ZLSJOIT,X,O,X,X,O,X,X,O
ZLSOTIJ,O,O,O,X,O,O,X,X
ZLSOTJI,O,O,X,X,O,O,X,X
ZLSOITJ,O,O,O,X,O,X,X,X
ZLSOIJT,O,O,O,X,O,X,X,X
ZLSOJTI,O,O,X,X,O,X,X,X
ZLSOJIT,O,O,X,X,O,X,X,X
ZLOTIJS,O,X,O,X,O,X,X,X
ZLOTISJ,O,X,O,X,X,O,X,X
ZLOTJIS,O,X,X,X,O,X,X,X
ZLOTJSI,O,O,X,X,O,X,X,X
ZLOTSIJ,O,O,O,X,O,O,X,X
ZLOTSJI,O,O,X,X,O,O,X,X
ZLOITJS,O,X,O,X,O,X,X,X
ZLOITSJ,O,X,O,X,X,X,X,X
ZLOIJTS,O,X,O,X,O,X,X,X
ZLOIJST,O,X,O,X,O,X,X,X
ZLOISTJ,O,X,O,X,O,X,X,X
ZLOISJT,O,X,O,X,O,X,X,X
ZLOJTIS,O,X,X,X,O,X,X,X
ZLOJTSI,O,O,X,X,O,X,X,X
ZLOJITS,O,X,X,X,O,X,X,X
ZLOJIST,O,X,X,X,O,X,X,X
ZLOJSTI,O,O,X,X,O,X,X,X
ZLOJSIT,O,O,X,X,O,X,X,X
ZLOSTIJ,O,O,O,X,O,O,X,X
ZLOSTJI,O,O,X,X,O,O,X,X
ZLOSITJ,O,O,O,X,O,X,X,X
ZLOSIJT,O,O,O,X,O,X,X,X
ZLOSJTI,O,O,X,X,O,X,X,X
ZLOSJIT,O,O,X,X,O,X,X,X
ZJTILSO,O,X,X,O,X,X,X,X
ZJTILOS,O,X,X,O,X,X,X,X
ZJTISLO,X,O,X,O,X,X,O,X
ZJTISOL,X,O,X,O,X,X,O,O
ZJTIOLS,O,X,X,O,X,X,X,X
ZJTIOSL,X,O,X,O,X,X,O,O
ZJTLISO,O,X,X,O,X,O,X,X
ZJTLIOS,O,X,X,O,X,X,X,X
ZJTLSIO,O,O,X,O,X,O,X,X
ZJTLSOI,X,O,X,O,X,O,X,X
ZJTLOIS,X,X,X,O,X,X,X,X
ZJTLOSI,X,O,X,O,X,X,X,X
ZJTSILO,O,O,X,O,X,X,X,X
ZJTSIOL,O,O,X,O,X,X,X,O
ZJTSLIO,O,O,X,O,X,O,X,X
ZJTSLOI,X,O,X,O,X,O,X,X
ZJTSOIL,O,O,X,O,O,X,X,O
ZJTSOLI,O,O,X,O,O,X,X,X
ZJTOILS,O,X,X,O,O,X,X,X
ZJTOISL,X,O,X,O,X,X,O,O
ZJTOLIS,O,X,X,O,O,X,X,X
ZJTOLSI,O,O,X,O,O,X,X,X
ZJTOSIL,O,O,X,O,O,X,X,O
ZJTOSLI,O,O,X,O,O,X,X,X
ZJITLSO,O,X,X,O,X,X,O,X
ZJITLOS,O,X,X,O,X,X,O,X
ZJITSLO,X,O,X,O,X,X,O,X
ZJITSOL,X,O,X,O,X,X,O,O
ZJITOLS,O,X,X,O,X,X,O,X
ZJITOSL,X,O,X,O,X,X,O,O
ZJILTSO,O,X,X,X,X,X,O,X
ZJILTOS,O,X,X,X,X,X,O,X
ZJILSTO,O,X,X,X,X,X,O,X
ZJILSOT,X,X,X,X,X,X,O,O
ZJILOTS,X,X,X,X,X,X,O,X
ZJILOST,X,X,X,X,X,X,O,O
ZJISTLO,O,O,X,O,X,X,O,X
ZJISTOL,O,O,X,O,X,X,O,O
ZJISLTO,O,O,X,X,X,X,O,X
ZJISLOT,X,O,X,X,X,X,O,O
ZJISOTL,O,O,X,O,O,X,O,O
ZJISOLT,O,O,X,X,O,X,O,O
ZJIOTLS,O,X,X,O,O,X,O,X
ZJIOTSL,X,O,X,O,X,X,O,O
ZJIOLTS,O,X,X,X,O,X,O,X
ZJIOLST,O,X,X,X,O,X,O,O
ZJIOSTL,O,O,X,O,O,X,O,O
ZJIOSLT,O,O,X,X,O,X,O,O
ZJLTISO,O,X,X,O,X,O,X,X
ZJLTIOS,O,X,X,O,X,X,X,X
ZJLTSIO,O,O,X,O,X,O,X,X
ZJLTSOI,X,O,X,O,X,O,X,X
ZJLTOIS,X,X,X,O,X,X,X,X
ZJLTOSI,X,O,X,O,X,X,X,X
ZJLITSO,O,X,X,X,X,X,O,X
ZJLITOS,O,X,X,X,X,X,O,X
ZJLISTO,O,X,X,X,X,X,O,X
ZJLISOT,X,X,X,X,X,X,O,O
ZJLIOTS,X,X,X,X,X,X,O,X
ZJLIOST,X,X,X,X,X,X,O,O
ZJLSTIO,O,O,X,O,X,O,X,X
ZJLSTOI,X,O,X,O,X,O,X,X
ZJLSITO,O,O,X,X,X,X,X,X
ZJLSIOT,X,O,X,X,X,X,X,O
ZJLSOTI,X,O,X,O,O,X,X,X
ZJLSOIT,X,O,X,X,O,X,X,O
ZJLOTIS,X,X,X,O,O,X,X,X
ZJLOTSI,X,O,X,O,O,X,X,X
ZJLOITS,X,X,X,X,O,X,O,X
ZJLOIST,X,X,X,X,O,X,O,O
ZJLOSTI,X,O,X,O,O,X,X,X
ZJLOSIT,X,O,X,X,O,X,X,O
ZJSTILO,O,O,X,O,X,X,X,X
ZJSTIOL,O,O,X,O,X,X,X,O
ZJSTLIO,O,O,X,O,X,O,X,X
ZJSTLOI,X,O,X,O,X,O,X,X
ZJSTOIL,O,O,X,O,O,X,X,O
ZJSTOLI,O,O,X,O,O,X,X,X
ZJSITLO,O,O,X,O,X,X,X,X
ZJSITOL,O,O,X,O,X,X,X,O
ZJSILTO,O,O,X,X,X,X,X,X
ZJSILOT,X,O,X,X,X,X,X,O
ZJSIOTL,O,O,X,O,O,X,X,O
ZJSIOLT,O,O,X,X,O,X,X,O
ZJSLTIO,O,O,X,O,X,O,X,X
ZJSLTOI,X,O,X,O,X,O,X,X
ZJSLITO,O,O,X,X,X,X,X,X
ZJSLIOT,X,O,X,X,X,X,X,O
ZJSLOTI,X,O,X,O,O,X,X,X
ZJSLOIT,X,O,X,X,O,X,X,O
ZJSOTIL,O,O,X,O,O,X,X,O
ZJSOTLI,O,O,X,O,O,X,X,X
ZJSOITL,O,O,X,O,O,X,X,O
ZJSOILT,O,O,X,X,O,X,X,O
ZJSOLTI,O,O,X,O,O,X,X,X
ZJSOLIT,O,O,X,X,O,X,X,O
ZJOTILS,O,X,X,O,O,X,X,X
ZJOTISL,X,O,X,O,X,X,O,O
ZJOTLIS,O,X,X,O,O,X,X,X
ZJOTLSI,O,O,X,O,O,X,X,X
ZJOTSIL,O,O,X,O,O,X,X,O
ZJOTSLI,O,O,X,O,O,X,X,X
ZJOITLS,O,X,X,O,O,X,O,X
ZJOITSL,X,O,X,O,X,X,O,O
ZJOILTS,O,X,X,X,O,X,O,X
ZJOILST,O,X,X,X,O,X,O,O
ZJOISTL,O,O,X,O,O,X,O,O
ZJOISLT,O,O,X,X,O,X,O,O
ZJOLTIS,O,X,X,O,O,X,X,X
ZJOLTSI,O,O,X,O,O,X,X,X
ZJOLITS,O,X,X,X,O,X,O,X
ZJOLIST,O,X,X,X,O,X,O,O
ZJOLSTI,O,O,X,O,O,X,X,X
ZJOLSIT,O,O,X,X,O,X,X,O
ZJOSTIL,O,O,X,O,O,X,X,O
ZJOSTLI,O,O,X,O,O,X,X,X
ZJOSITL,O,O,X,O,O,X,X,O
ZJOSILT,O,O,X,X,O,X,X,O
ZJOSLTI,O,O,X,O,O,X,X,X
ZJOSLIT,O,O,X,X,O,X,X,O
ZSTILJO,O,O,X,O,X,O,X,X
ZSTILOJ,O,O,X,X,X,O,X,X
ZSTIJLO,O,O,X,O,X,X,X,X
ZSTIJOL,O,O,X,O,X,X,X,O
ZSTIOLJ,O,O,X,X,X,X,X,X
ZSTIOJL,O,O,X,O,X,X,X,X
ZSTLIJO,O,O,X,O,X,O,X,X
ZSTLIOJ,O,O,X,X,X,O,X,X
ZSTLJIO,O,O,X,O,X,O,X,X
ZSTLJOI,X,O,X,O,X,O,X,X
ZSTLOIJ,O,O,X,X,X,O,X,X
ZSTLOJI,O,O,X,X,X,O,X,X
ZSTJILO,O,O,X,O,X,X,X,X
ZSTJIOL,O,O,X,O,X,X,X,O
ZSTJLIO,O,O,X,O,X,O,X,X
ZSTJLOI,X,O,X,O,X,O,X,X
ZSTJOIL,O,O,X,O,O,X,X,O
ZSTJOLI,O,O,X,O,O,X,X,X
ZSTOILJ,O,O,X,X,O,X,X,X
ZSTOIJL,O,O,X,O,O,X,X,X
ZSTOLIJ,O,O,X,X,O,O,X,X
ZSTOLJI,O,O,X,X,O,O,X,X
ZSTOJIL,O,O,X,O,O,X,X,X
ZSTOJLI,O,O,X,O,O,X,X,X
ZSITLJO,O,O,X,O,X,O,X,X
ZSITLOJ,O,O,X,X,X,O,X,X
ZSITJLO,O,O,X,O,X,X,X,X
ZSITJOL,O,O,X,O,X,X,X,O
ZSITOLJ,O,O,X,X,X,X,X,X
ZSITOJL,O,O,X,O,X,X,X,X
ZSILTJO,O,O,X,X,X,O,X,X
ZSILTOJ,O,O,X,X,X,O,X,X
ZSILJTO,O,O,X,X,X,X,X,X
ZSILJOT,X,O,X,X,X,X,X,O
ZSILOTJ,O,O,X,X,X,X,X,X
ZSILOJT,O,O,X,X,X,X,X,X
ZSIJTLO,O,O,X,O,X,X,X,X
ZSIJTOL,O,O,X,O,X,X,X,O
ZSIJLTO,O,O,X,X,X,X,X,X
ZSIJLOT,X,O,X,X,X,X,X,O
ZSIJOTL,O,O,X,O,O,X,X,O
ZSIJOLT,O,O,X,X,O,X,X,O
ZSIOTLJ,O,O,X,X,O,X,X,X
ZSIOTJL,O,O,X,X,O,X,X,X
ZSIOLTJ,O,O,X,X,O,X,X,X
ZSIOLJT,O,O,X,X,O,X,X,X
ZSIOJTL,O,O,X,X,O,X,X,O
ZSIOJLT,O,O,X,X,O,X,X,O
ZSLTIJO,O,O,X,O,X,O,X,X
ZSLTIOJ,O,O,X,X,X,O,X,X
ZSLTJIO,O,O,X,O,X,O,X,X
ZSLTJOI,X,O,X,O,X,O,X,X
ZSLTOIJ,O,O,X,X,X,O,X,X
ZSLTOJI,O,O,X,X,X,O,X,X
ZSLITJO,O,O,X,X,X,O,X,X
ZSLITOJ,O,O,X,X,X,O,X,X
ZSLIJTO,O,O,X,X,X,X,X,X
ZSLIJOT,X,O,X,X,X,X,X,O
ZSLIOTJ,O,O,X,X,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,X,X
ZSLJTIO,O,O,X,O,X,O,X,X
ZSLJTOI,X,O,X,O,X,O,X,X
ZSLJITO,O,O,X,X,X,X,X,X
ZSLJIOT,X,O,X,X,X,X,X,O
ZSLJOTI,X,O,X,O,O,X,X,X
ZSLJOIT,X,O,X,X,O,X,X,O
ZSLOTIJ,O,O,X,X,O,O,X,X
ZSLOTJI,O,O,X,X,O,O,X,X
ZSLOITJ,O,O,X,X,O,X,X,X
ZSLOIJT,O,O,X,X,O,X,X,X
ZSLOJTI,O,O,X,X,O,X,X,X
ZSLOJIT,O,O,X,X,O,X,X,X
ZSJTILO,O,O,X,O,X,X,X,X
ZSJTIOL,O,O,X,O,X,X,X,O
ZSJTLIO,O,O,X,O,X,O,X,X
ZSJTLOI,X,O,X,O,X,O,X,X
ZSJTOIL,O,O,X,O,O,X,X,O
ZSJTOLI,O,O,X,O,O,X,X,X
ZSJITLO,O,O,X,O,X,X,X,X
ZSJITOL,O,O,X,O,X,X,X,O
ZSJILTO,O,O,X,X,X,X,X,X
ZSJILOT,X,O,X,X,X,X,X,O
ZSJIOTL,O,O,X,O,O,X,X,O
ZSJIOLT,O,O,X,X,O,X,X,O
ZSJLTIO,O,O,X,O,X,O,X,X
ZSJLTOI,X,O,X,O,X,O,X,X
ZSJLITO,O,O,X,X,X,X,X,X
ZSJLIOT,X,O,X,X,X,X,X,O
ZSJLOTI,X,O,X,O,O,X,X,X
ZSJLOIT,X,O,X,X,O,X,X,O
ZSJOTIL,O,O,X,O,O,X,X,O
ZSJOTLI,O,O,X,O,O,X,X,X
ZSJOITL,O,O,X,O,O,X,X,O
ZSJOILT,O,O,X,X,O,X,X,O
ZSJOLTI,O,O,X,O,O,X,X,X
ZSJOLIT,O,O,X,X,O,X,X,O
ZSOTILJ,O,O,X,X,O,X,X,X
ZSOTIJL,O,O,X,O,O,X,X,X
ZSOTLIJ,O,O,X,X,O,O,X,X
ZSOTLJI,O,O,X,X,O,O,X,X
ZSOTJIL,O,O,X,O,O,X,X,X
ZSOTJLI,O,O,X,O,O,X,X,X
ZSOITLJ,O,O,X,X,O,X,X,X
ZSOITJL,O,O,X,X,O,X,X,X
ZSOILTJ,O,O,X,X,O,X,X,X
ZSOILJT,O,O,X,X,O,X,X,X
ZSOIJTL,O,O,X,X,O,X,X,O
ZSOIJLT,O,O,X,X,O,X,X,O
ZSOLTIJ,O,O,X,X,O,O,X,X
ZSOLTJI,O,O,X,X,O,O,X,X
ZSOLITJ,O,O,X,X,O,O,X,X
ZSOLIJT,O,O,X,X,O,X,X,X
ZSOLJTI,O,O,X,X,O,O,X,X
ZSOLJIT,O,O,X,X,O,X,X,X
ZSOJTIL,O,O,X,O,O,X,X,O
ZSOJTLI,O,O,X,O,O,X,X,X
ZSOJITL,O,O,X,O,O,X,X,O
ZSOJILT,O,O,X,X,O,X,X,O
ZSOJLTI,O,O,X,O,O,X,X,X
ZSOJLIT,O,O,X,X,O,X,X,O
ZOTILJS,O,X,O,X,O,X,X,X
ZOTILSJ,O,X,O,X,X,X,X,X
ZOTIJLS,O,X,O,O,O,X,X,X
ZOTIJSL,X,O,X,O,X,X,X,X
ZOTISLJ,O,O,O,X,X,X,X,X
ZOTISJL,O,O,X,O,X,X,X,X
ZOTLIJS,O,X,O,X,O,O,X,X
ZOTLISJ,O,X,O,X,X,O,X,X
ZOTLJIS,O,X,X,X,O,O,X,X
ZOTLJSI,O,O,X,X,O,O,X,X
ZOTLSIJ,O,O,O,X,O,O,X,X
ZOTLSJI,O,O,X,X,O,O,X,X
ZOTJILS,O,X,X,O,O,X,X,X
ZOTJISL,X,O,X,O,X,X,X,X
ZOTJLIS,O,X,X,O,O,X,X,X
ZOTJLSI,O,O,X,O,O,X,X,X
ZOTJSIL,O,O,X,O,O,X,X,X
ZOTJSLI,O,O,X,O,O,X,X,X
ZOTSILJ,O,O,X,X,O,X,X,X
ZOTSIJL,O,O,X,O,O,X,X,X
ZOTSLIJ,O,O,X,X,O,O,X,X
ZOTSLJI,O,O,X,X,O,O,X,X
ZOTSJIL,O,O,X,O,O,X,X,X
ZOTSJLI,O,O,X,O,O,X,X,X
ZOITLJS,O,X,O,X,O,X,X,X
ZOITLSJ,O,X,O,X,X,X,X,X
ZOITJLS,O,X,O,X,O,X,X,X
ZOITJSL,X,O,X,X,X,X,X,X
ZOITSLJ,O,O,O,X,X,X,X,X
ZOITSJL,O,O,X,X,X,X,X,X
ZOILTJS,O,X,O,X,O,X,X,X
ZOILTSJ,O,X,O,X,X,X,X,X
ZOILJTS,O,X,O,X,O,X,X,X
ZOILJST,O,X,O,X,O,X,X,X
ZOILSTJ,O,X,O,X,O,X,X,X
ZOILSJT,O,X,O,X,O,X,X,X
ZOIJTLS,O,X,O,X,O,X,X,X
ZOIJTSL,X,O,X,X,X,X,X,O
ZOIJLTS,O,X,O,X,O,X,X,X
ZOIJLST,O,X,O,X,O,X,X,O
ZOIJSTL,O,O,X,X,O,X,X,O
ZOIJSLT,O,O,X,X,O,X,X,O
ZOISTLJ,O,O,O,X,O,X,X,X
ZOISTJL,O,O,X,X,O,X,X,X
ZOISLTJ,O,O,O,X,O,X,X,X
ZOISLJT,O,O,O,X,O,X,X,X
ZOISJTL,O,O,X,X,O,X,X,O
ZOISJLT,O,O,X,X,O,X,X,O
ZOLTIJS,O,X,O,X,O,O,X,X
ZOLTISJ,O,X,O,X,X,O,X,X
ZOLTJIS,O,X,X,X,O,O,X,X
ZOLTJSI,O,O,X,X,O,O,X,X
ZOLTSIJ,O,O,O,X,O,O,X,X
ZOLTSJI,O,O,X,X,O,O,X,X
ZOLITJS,O,X,O,X,O,O,X,X
ZOLITSJ,O,X,O,X,X,O,X,X
ZOLIJTS,O,X,O,X,O,X,X,X
ZOLIJST,O,X,O,X,O,X,X,X
ZOLISTJ,O,X,O,X,O,O,X,X
ZOLISJT,O,X,O,X,O,X,X,X
ZOLJTIS,O,X,X,X,O,O,X,X
ZOLJTSI,O,O,X,X,O,O,X,X
ZOLJITS,O,X,X,X,O,X,X,X
ZOLJIST,O,X,X,X,O,X,X,X
ZOLJSTI,O,O,X,X,O,O,X,X
ZOLJSIT,O,O,X,X,O,X,X,X
ZOLSTIJ,O,O,O,X,O,O,X,X
ZOLSTJI,O,O,X,X,O,O,X,X
ZOLSITJ,O,O,O,X,O,O,X,X
ZOLSIJT,O,O,O,X,O,X,X,X
ZOLSJTI,O,O,X,X,O,O,X,X
ZOLSJIT,O,O,X,X,O,X,X,X
ZOJTILS,O,X,X,O,O,X,X,X
ZOJTISL,X,O,X,O,X,X,X,O
ZOJTLIS,O,X,X,O,O,X,X,X
ZOJTLSI,O,O,X,O,O,X,X,X
ZOJTSIL,O,O,X,O,O,X,X,O
ZOJTSLI,O,O,X,O,O,X,X,X
ZOJITLS,O,X,X,O,O,X,X,X
ZOJITSL,X,O,X,O,X,X,X,O
ZOJILTS,O,X,X,X,O,X,X,X
ZOJILST,O,X,X,X,O,X,X,O
ZOJISTL,O,O,X,O,O,X,X,O
ZOJISLT,O,O,X,X,O,X,X,O
ZOJLTIS,O,X,X,O,O,X,X,X
ZOJLTSI,O,O,X,O,O,X,X,X
ZOJLITS,O,X,X,X,O,X,X,X
ZOJLIST,O,X,X,X,O,X,X,O
ZOJLSTI,O,O,X,O,O,X,X,X
ZOJLSIT,O,O,X,X,O,X,X,O
ZOJSTIL,O,O,X,O,O,X,X,O
ZOJSTLI,O,O,X,O,O,X,X,X
ZOJSITL,O,O,X,O,O,X,X,O
ZOJSILT,O,O,X,X,O,X,X,O
ZOJSLTI,O,O,X,O,O,X,X,X
ZOJSLIT,O,O,X,X,O,X,X,O
ZOSTILJ,O,O,X,X,O,X,X,X
ZOSTIJL,O,O,X,O,O,X,X,X
ZOSTLIJ,O,O,X,X,O,O,X,X
ZOSTLJI,O,O,X,X,O,O,X,X
ZOSTJIL,O,O,X,O,O,X,X,X
ZOSTJLI,O,O,X,O,O,X,X,X
ZOSITLJ,O,O,X,X,O,X,X,X
ZOSITJL,O,O,X,X,O,X,X,X
ZOSILTJ,O,O,X,X,O,X,X,X
ZOSILJT,O,O,X,X,O,X,X,X
ZOSIJTL,O,O,X,X,O,X,X,O
ZOSIJLT,O,O,X,X,O,X,X,O
ZOSLTIJ,O,O,X,X,O,O,X,X
ZOSLTJI,O,O,X,X,O,O,X,X
ZOSLITJ,O,O,X,X,O,O,X,X
ZOSLIJT,O,O,X,X,O,X,X,X
ZOSLJTI,O,O,X,X,O,O,X,X
ZOSLJIT,O,O,X,X,O,X,X,X
ZOSJTIL,O,O,X,O,O,X,X,O
ZOSJTLI,O,O,X,O,O,X,X,X
ZOSJITL,O,O,X,O,O,X,X,O
ZOSJILT,O,O,X,X,O,X,X,O
ZOSJLTI,O,O,X,O,O,X,X,X
ZOSJLIT,O,O,X,X,O,X,X,O
OTILJSZ,X,X,O,X,X,O,X,X
OTILJZS,X,X,O,X,X,O,X,X
OTILSJZ,X,X,O,X,X,O,X,X
OTILSZJ,O,X,O,X,O,O,X,X
OTILZJS,O,X,O,X,O,O,X,X
OTILZSJ,O,X,O,X,X,O,X,X
OTIJLSZ,X,X,O,X,X,X,O,X
OTIJLZS,X,X,O,O,X,X,X,X
OTIJSLZ,X,O,X,X,X,X,O,X
OTIJSZL,X,O,X,O,X,X,O,X
OTIJZLS,X,X,O,O,X,X,X,X
OTIJZSL,X,X,X,O,X,X,O,X
OTISLJZ,X,O,O,X,X,O,X,X
OTISLZJ,O,X,O,X,O,O,X,X
OTISJLZ,X,O,X,X,X,X,X,X
OTISJZL,X,O,X,X,X,X,X,X
OTISZLJ,O,X,O,X,O,X,X,X
OTISZJL,O,O,X,X,O,X,X,X
OTIZLJS,O,X,O,X,O,X,X,X
OTIZLSJ,O,X,O,X,X,X,X,X
OTIZJLS,O,X,O,O,O,X,X,X
OTIZJSL,X,O,X,O,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,X,X
OTIZSJL,O,O,X,O,X,X,X,X
OTLIJSZ,X,X,O,X,X,O,X,X
OTLIJZS,X,X,O,X,X,O,X,X
OTLISJZ,X,X,O,X,X,O,X,X
OTLISZJ,O,X,O,X,O,O,X,X
OTLIZJS,O,X,O,X,O,O,X,X
OTLIZSJ,O,X,O,X,X,O,X,X
OTLJISZ,X,X,O,X,X,O,X,X
OTLJIZS,X,X,O,X,X,O,X,X
OTLJSIZ,X,O,O,X,X,O,X,X
OTLJSZI,O,O,X,X,X,O,X,X
OTLJZIS,O,X,X,X,X,O,X,X
OTLJZSI,O,X,X,X,X,O,X,X
OTLSIJZ,X,O,O,X,X,O,X,X
OTLSIZJ,O,X,O,X,O,O,X,X
OTLSJIZ,X,O,O,X,X,O,X,X
OTLSJZI,O,O,X,X,X,O,X,X
OTLSZIJ,O,X,O,X,O,O,X,X
OTLSZJI,O,X,X,X,O,O,X,X
OTLZIJS,O,X,O,X,O,O,X,X
OTLZISJ,O,X,O,X,X,O,X,X
OTLZJIS,O,X,X,X,O,O,X,X
OTLZJSI,O,O,X,X,O,O,X,X
OTLZSIJ,O,O,O,X,O,O,X,X
OTLZSJI,O,O,X,X,O,O,X,X
OTJILSZ,X,X,O,X,X,X,O,X
OTJILZS,X,X,O,O,X,X,X,X
OTJISLZ,X,O,X,X,X,X,O,X
OTJISZL,X,O,X,O,X,X,O,X
OTJIZLS,X,X,O,O,X,X,X,X
OTJIZSL,X,X,X,O,X,X,O,X
OTJLISZ,X,X,O,X,X,O,O,X
OTJLIZS,X,X,O,O,X,O,X,X
OTJLSIZ,X,O,O,X,X,O,X,X
OTJLSZI,O,O,X,X,X,O,X,X
OTJLZIS,O,X,X,O,X,O,X,X
OTJLZSI,O,X,X,O,X,O,X,X
OTJSILZ,X,O,X,X,X,X,O,X
OTJSIZL,X,O,X,O,X,X,O,X
OTJSLIZ,X,O,X,X,X,O,X,X
OTJSLZI,O,O,X,X,X,O,X,X
OTJSZIL,O,O,X,O,X,X,X,X
OTJSZLI,O,O,X,O,X,X,X,X
OTJZILS,O,X,X,O,X,X,X,X
OTJZISL,X,O,X,O,X,X,O,X
OTJZLIS,O,X,X,O,X,X,X,X
OTJZLSI,O,O,X,O,X,X,X,X
OTJZSIL,O,O,X,O,X,X,X,X
OTJZSLI,O,O,X,O,X,X,X,X
OTSILJZ,X,O,O,X,X,O,X,X
OTSILZJ,O,X,O,X,O,O,X,X
OTSIJLZ,X,O,X,X,X,X,X,X
OTSIJZL,X,O,X,X,X,X,X,X
OTSIZLJ,O,X,O,X,O,X,X,X
OTSIZJL,O,O,X,X,O,X,X,X
OTSLIJZ,X,O,O,X,X,O,X,X
OTSLIZJ,O,X,O,X,O,O,X,X
OTSLJIZ,X,O,O,X,X,O,X,X
OTSLJZI,O,O,X,X,X,O,X,X
OTSLZIJ,O,X,O,X,O,O,X,X
OTSLZJI,O,X,X,X,O,O,X,X
OTSJILZ,X,O,X,X,X,X,X,X
OTSJIZL,X,O,X,X,X,X,X,X
OTSJLIZ,X,O,X,X,X,O,X,X
OTSJLZI,O,O,X,X,X,O,X,X
OTSJZIL,O,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,X,X,X
OTSZILJ,O,O,X,X,O,X,X,X
OTSZIJL,O,O,X,X,O,X,X,X
OTSZLIJ,O,O,X,X,O,O,X,X
OTSZLJI,O,O,X,X,O,O,X,X
OTSZJIL,O,O,X,X,O,X,X,X
OTSZJLI,O,O,X,X,O,X,X,X
OTZILJS,O,X,O,X,O,X,X,X
OTZILSJ,O,X,O,X,X,X,X,X
OTZIJLS,O,X,O,O,O,X,X,X
OTZIJSL,X,O,X,O,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X,X
OTZISJL,O,O,X,O,X,X,X,X
OTZLIJS,O,X,O,X,O,O,X,X
OTZLISJ,O,X,O,X,X,O,X,X
OTZLJIS,O,X,X,X,O,O,X,X
OTZLJSI,O,O,X,X,O,O,X,X
OTZLSIJ,O,O,O,X,O,O,X,X
OTZLSJI,O,O,X,X,O,O,X,X
OTZJILS,O,X,X,O,O,X,X,X
OTZJISL,X,O,X,O,X,X,X,X
OTZJLIS,O,X,X,O,O,X,X,X
OTZJLSI,O,O,X,O,O,X,X,X
OTZJSIL,O,O,X,O,O,X,X,X
OTZJSLI,O,O,X,O,O,X,X,X
OTZSILJ,O,O,X,X,O,X,X,X
OTZSIJL,O,O,X,O,O,X,X,X
OTZSLIJ,O,O,X,X,O,O,X,X
OTZSLJI,O,O,X,X,O,O,X,X
OTZSJIL,O,O,X,O,O,X,X,X
OTZSJLI,O,O,X,O,O,X,X,X
OITLJSZ,X,X,O,X,X,O,X,X
OITLJZS,X,X,O,X,X,O,X,X
OITLSJZ,X,X,O,X,X,O,X,X
OITLSZJ,O,X,O,X,O,O,X,X
OITLZJS,O,X,O,X,O,O,X,X
OITLZSJ,O,X,O,X,X,O,X,X
OITJLSZ,X,X,O,X,X,X,O,X
OITJLZS,X,X,O,X,X,X,X,X
OITJSLZ,X,O,X,X,X,X,O,X
OITJSZL,X,O,X,X,X,X,O,X
OITJZLS,X,X,O,X,X,X,X,X
OITJZSL,X,X,X,X,X,X,O,X
OITSLJZ,X,O,O,X,X,O,X,X
OITSLZJ,O,X,O,X,O,O,X,X
OITSJLZ,X,O,X,X,X,X,X,X
OITSJZL,X,O,X,X,X,X,X,X
OITSZLJ,O,X,O,X,O,X,X,X
OITSZJL,O,O,X,X,O,X,X,X
OITZLJS,O,X,O,X,O,X,X,X
OITZLSJ,O,X,O,X,X,X,X,X
OITZJLS,O,X,O,X,O,X,X,X
OITZJSL,X,O,X,X,X,X,X,X
OITZSLJ,O,O,O,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X,X
OILTJSZ,X,X,O,X,X,O,X,X
OILTJZS,X,X,O,X,X,O,X,X
OILTSJZ,X,X,O,X,X,O,X,X
OILTSZJ,O,X,O,X,O,O,X,X
OILTZJS,O,X,O,X,O,O,X,X
OILTZSJ,O,X,O,X,X,O,X,X
OILJTSZ,X,X,O,X,X,X,O,X
OILJTZS,X,X,O,X,X,X,O,X
