sequence,v115@EhC8IeA8CeA8EeE8DeB8Jex/IvhFlhBTkBilBXnB8s?B2wB,v115@EhC8IeA8CeA8EeE8DeB8Jel/IvhF3gBUiB2pBTmBys?BxwB,v115@EhC8IeA8CeA8EeE8DeB8Jel/IvhF3gB2pBxmB8sBas?BTrB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhF3gB1pBxmB8sBzm?B2wB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhFRhB1pBmlBznBUs?B3rB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhF3gB1pBTmBmnBUn?BxwB,v115@EhC8IeA8CeA8EeE8DeB8JeT/IvhFxgB2nBypB1rB3s?BUrB
ZOSTILJ,O,X,X,O,X,X,X
ZOSTIJL,O,X,O,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X,X
ZOSTLJI,O,X,X,O,X,X,X
ZOSTJIL,O,X,O,O,O,X,X
ZOSTJLI,O,X,O,O,O,X,X
ZOSITLJ,O,X,X,O,X,X,X
ZOSITJL,O,X,O,X,X,X,X
ZOSILTJ,O,X,X,X,X,X,X
ZOSILJT,O,X,O,X,X,X,X
ZOSIJTL,O,X,O,X,X,X,X
ZOSIJLT,O,X,O,X,X,X,X
ZOSLTIJ,O,X,X,X,X,X,X
ZOSLTJI,O,X,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,X,X
ZOSLIJT,O,X,O,X,X,X,X
ZOSLJTI,O,X,O,X,X,X,X
ZOSLJIT,O,X,O,X,X,X,X
ZOSJTIL,O,X,O,O,O,X,X
ZOSJTLI,O,X,O,O,O,X,X
ZOSJITL,O,X,O,O,O,X,X
ZOSJILT,O,X,O,X,X,X,X
ZOSJLTI,O,X,O,X,X,X,X
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,O,X,X,X,O,O,X
OTILJZS,O,X,X,X,O,O,X
OTILSJZ,O,X,X,X,X,O,X
OTILSZJ,O,X,X,X,X,O,X
OTILZJS,O,X,X,X,X,O,X
OTILZSJ,O,X,X,X,X,O,X
OTIJLSZ,O,X,X,X,O,O,X
OTIJLZS,O,X,X,X,O,O,X
OTIJSLZ,X,X,X,X,O,O,X
OTIJSZL,X,X,X,X,X,O,X
OTIJZLS,O,X,X,X,O,O,X
OTIJZSL,O,X,X,X,O,O,X
OTISLJZ,X,X,X,X,X,O,X
OTISLZJ,X,X,X,X,X,O,X
OTISJLZ,X,X,X,X,X,O,X
OTISJZL,X,X,X,X,X,O,X
OTISZLJ,X,X,X,X,X,O,X
OTISZJL,X,X,X,X,X,O,X
OTIZLJS,O,X,X,X,X,O,X
OTIZLSJ,O,X,X,X,X,O,X
OTIZJLS,O,X,X,X,O,O,X
OTIZJSL,O,X,X,X,O,O,X
OTIZSLJ,O,X,X,X,X,O,X
OTIZSJL,O,X,X,X,X,O,X
OTLIJSZ,O,X,X,X,O,O,X
OTLIJZS,O,X,X,X,O,O,X
OTLISJZ,O,X,X,X,X,O,X
OTLISZJ,O,X,X,X,X,O,X
OTLIZJS,O,X,X,X,X,O,X
OTLIZSJ,O,X,X,X,X,O,X
OTLJISZ,O,X,X,X,O,O,X
OTLJIZS,O,X,X,X,O,O,X
OTLJSIZ,O,X,X,X,O,X,X
OTLJSZI,X,X,X,O,O,X,X
OTLJZIS,O,X,X,O,O,X,X
OTLJZSI,O,X,X,O,O,X,X
OTLSIJZ,O,X,X,X,X,O,X
OTLSIZJ,O,X,X,X,X,O,X
OTLSJIZ,X,X,X,X,O,X,X
OTLSJZI,X,X,X,O,O,X,X
OTLSZIJ,X,X,X,O,X,X,X
OTLSZJI,X,X,X,O,X,X,X
OTLZIJS,O,X,X,X,X,X,X
OTLZISJ,O,X,X,O,X,X,X
OTLZJIS,O,X,X,O,O,X,X
OTLZJSI,O,X,X,O,O,X,X
OTLZSIJ,O,X,X,O,X,X,X
OTLZSJI,O,X,X,O,X,X,X
OTJILSZ,O,X,X,X,O,O,X
OTJILZS,O,X,X,X,O,O,X
OTJISLZ,X,X,X,X,O,O,X
OTJISZL,X,X,O,X,X,O,X
OTJIZLS,O,X,O,X,O,O,X
OTJIZSL,O,X,O,X,O,O,X
OTJLISZ,O,X,X,X,O,O,X
OTJLIZS,O,X,X,X,O,O,X
OTJLSIZ,O,X,X,X,O,X,X
OTJLSZI,X,X,O,O,O,X,X
OTJLZIS,O,X,O,O,O,X,X
OTJLZSI,O,X,O,O,O,X,X
OTJSILZ,X,X,X,X,O,X,X
OTJSIZL,X,X,O,X,X,X,X
OTJSLIZ,X,X,X,X,O,X,X
OTJSLZI,X,X,O,O,O,X,X
OTJSZIL,X,X,O,O,O,X,X
OTJSZLI,X,X,O,O,O,X,X
OTJZILS,O,X,O,O,O,X,X
OTJZISL,O,X,O,O,O,X,X
OTJZLIS,O,X,O,O,O,X,X
OTJZLSI,O,X,O,O,O,X,X
OTJZSIL,O,X,O,O,O,X,X
OTJZSLI,O,X,O,O,O,X,X
OTSILJZ,X,X,X,X,X,O,X
OTSILZJ,X,X,X,X,X,O,X
OTSIJLZ,X,X,X,X,X,O,X
OTSIJZL,X,X,X,X,X,O,X
OTSIZLJ,X,X,X,X,X,O,X
OTSIZJL,X,X,X,X,X,O,X
OTSLIJZ,X,X,X,X,X,O,X
OTSLIZJ,X,X,X,X,X,O,X
OTSLJIZ,X,X,X,X,O,X,X
OTSLJZI,X,X,X,O,O,X,X
OTSLZIJ,X,X,X,O,X,X,X
OTSLZJI,X,X,X,O,X,X,X
OTSJILZ,X,X,X,X,O,X,X
OTSJIZL,X,X,O,X,X,X,X
OTSJLIZ,X,X,X,X,O,X,X
OTSJLZI,X,X,O,O,O,X,X
OTSJZIL,X,X,O,O,O,X,X
OTSJZLI,X,X,O,O,O,X,X
OTSZILJ,X,X,X,O,X,X,X
OTSZIJL,X,X,O,X,X,X,X
OTSZLIJ,X,X,X,O,X,X,X
OTSZLJI,X,X,X,O,X,X,X
OTSZJIL,X,X,O,O,O,X,X
OTSZJLI,X,X,O,O,O,X,X
OTZILJS,O,X,X,X,X,X,X
OTZILSJ,O,X,X,O,X,X,X
OTZIJLS,O,X,O,X,O,X,X
OTZIJSL,O,X,O,X,O,X,X
OTZISLJ,O,X,X,O,X,X,X
OTZISJL,O,X,O,X,X,X,X
OTZLIJS,O,X,X,X,X,X,X
OTZLISJ,O,X,X,O,X,X,X
OTZLJIS,O,X,X,O,O,X,X
OTZLJSI,O,X,X,O,O,X,X
OTZLSIJ,O,X,X,O,X,X,X
OTZLSJI,O,X,X,O,X,X,X
OTZJILS,O,X,O,O,O,X,X
OTZJISL,O,X,O,O,O,X,X
OTZJLIS,O,X,O,O,O,X,X
OTZJLSI,O,X,O,O,O,X,X
OTZJSIL,O,X,O,O,O,X,X
OTZJSLI,O,X,O,O,O,X,X
OTZSILJ,O,X,X,O,X,X,X
OTZSIJL,O,X,O,X,X,X,X
OTZSLIJ,O,X,X,O,X,X,X
OTZSLJI,O,X,X,O,X,X,X
OTZSJIL,O,X,O,O,O,X,X
OTZSJLI,O,X,O,O,O,X,X
OITLJSZ,O,O,X,X,O,O,X
OITLJZS,O,O,X,X,O,O,X
OITLSJZ,O,O,X,X,X,O,X
OITLSZJ,O,O,X,X,X,O,X
OITLZJS,O,O,X,X,X,O,X
OITLZSJ,O,O,X,X,X,O,X
OITJLSZ,O,O,X,X,O,O,X
OITJLZS,O,O,X,X,O,O,X
OITJSLZ,X,O,X,X,O,O,X
OITJSZL,X,O,X,X,X,O,X
OITJZLS,O,O,X,X,O,O,X
OITJZSL,O,O,X,X,O,O,X
OITSLJZ,X,O,X,X,X,O,X
OITSLZJ,X,O,X,X,X,O,X
OITSJLZ,X,O,X,X,X,O,X
OITSJZL,X,O,X,X,X,O,X
OITSZLJ,X,O,X,X,X,O,X
OITSZJL,X,O,X,X,X,O,X
OITZLJS,O,X,X,X,X,O,X
OITZLSJ,O,X,X,X,X,O,X
OITZJLS,O,O,X,X,O,O,X
OITZJSL,O,O,X,X,O,O,X
OITZSLJ,O,O,X,X,X,O,X
OITZSJL,O,O,X,X,X,O,X
OILTJSZ,O,O,X,X,X,O,X
OILTJZS,O,O,X,X,X,O,X
OILTSJZ,O,O,X,X,X,O,X
OILTSZJ,O,O,X,X,X,O,X
OILTZJS,O,O,X,X,X,O,X
OILTZSJ,O,O,X,X,X,O,X
OILJTSZ,O,O,X,X,X,O,X
OILJTZS,O,O,X,X,X,O,X
OILJSTZ,O,O,X,X,X,O,X
OILJSZT,O,O,X,X,X,X,X
OILJZTS,O,O,X,X,X,X,X
OILJZST,O,O,X,X,X,X,X
OILSTJZ,O,O,X,X,X,O,X
OILSTZJ,O,O,X,X,X,O,X
OILSJTZ,O,O,X,X,X,O,X
OILSJZT,O,O,X,X,X,X,X
OILSZTJ,O,O,X,X,X,X,X
OILSZJT,O,O,X,X,X,X,X
OILZTJS,O,O,X,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X
OILZJTS,O,O,X,X,X,X,X
OILZJST,O,O,X,X,X,X,X
OILZSTJ,O,O,X,X,X,X,X
OILZSJT,O,O,X,X,X,X,X
OIJTLSZ,O,O,X,X,O,O,X
OIJTLZS,O,O,X,X,O,O,X
OIJTSLZ,X,O,X,X,O,O,X
OIJTSZL,X,O,O,X,X,O,X
OIJTZLS,O,O,O,X,O,O,X
OIJTZSL,O,O,O,X,O,O,X
OIJLTSZ,O,O,X,X,O,O,X
OIJLTZS,O,O,X,X,O,O,X
OIJLSTZ,O,O,X,X,X,O,X
OIJLSZT,O,O,X,X,X,X,X
OIJLZTS,O,O,X,X,X,X,X
OIJLZST,O,O,X,X,X,X,X
OIJSTLZ,X,O,X,X,O,O,X
OIJSTZL,X,O,O,X,X,O,X
OIJSLTZ,O,O,X,X,X,O,X
OIJSLZT,O,O,X,X,X,X,X
OIJSZTL,O,O,O,X,X,O,X
OIJSZLT,O,O,O,X,X,X,X
OIJZTLS,O,O,O,X,O,O,X
OIJZTSL,O,O,O,X,O,O,X
OIJZLTS,O,O,O,X,O,X,X
OIJZLST,O,O,O,X,X,X,X
OIJZSTL,O,O,O,X,O,O,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,X,O,X,X,X,O,X
OISTLZJ,X,O,X,X,X,O,X
OISTJLZ,X,O,X,X,X,O,X
OISTJZL,X,O,X,X,X,O,X
OISTZLJ,X,O,X,X,X,O,X
OISTZJL,X,O,X,X,X,O,X
OISLTJZ,O,O,X,X,X,O,X
OISLTZJ,O,O,X,X,X,O,X
OISLJTZ,O,O,X,X,X,O,X
OISLJZT,O,O,X,X,X,X,X
OISLZTJ,O,O,X,X,X,X,X
OISLZJT,O,O,X,X,X,X,X
OISJTLZ,X,O,X,X,X,O,X
OISJTZL,X,O,O,X,X,O,X
OISJLTZ,O,O,X,X,X,O,X
OISJLZT,O,O,X,X,X,X,X
OISJZTL,O,O,O,X,X,O,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,O,X,X,X,O,X
OISZTJL,O,O,O,X,X,O,X
OISZLTJ,O,O,X,X,X,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,O,X,X,O,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,X,X,X,X,O,X
OIZTLSJ,O,X,X,X,X,O,X
OIZTJLS,O,O,O,X,O,O,X
OIZTJSL,O,O,O,X,O,O,X
OIZTSLJ,O,O,X,X,X,O,X
OIZTSJL,O,O,O,X,X,O,X
OIZLTJS,O,O,X,X,X,X,X
OIZLTSJ,O,O,X,X,X,X,X
OIZLJTS,O,O,O,X,X,X,X
OIZLJST,O,O,O,X,X,X,X
OIZLSTJ,O,O,X,X,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,O,X,O,O,X
OIZJTSL,O,O,O,X,O,O,X
OIZJLTS,O,O,O,X,O,X,X
OIZJLST,O,O,O,X,X,X,X
OIZJSTL,O,O,O,X,O,O,X
OIZJSLT,O,O,O,X,X,X,X
OIZSTLJ,O,O,X,X,X,O,X
OIZSTJL,O,O,O,X,X,O,X
OIZSLTJ,O,O,X,X,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,O,O,X,X,O,X
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,O,X,X,X,O,X,X
OLTIJZS,O,X,X,X,O,X,X
OLTISJZ,O,X,X,X,X,X,X
OLTISZJ,O,X,X,X,X,X,X
OLTIZJS,O,X,X,X,X,X,X
OLTIZSJ,O,X,X,X,X,X,X
OLTJISZ,O,X,X,X,O,X,X
OLTJIZS,O,X,X,X,O,X,X
OLTJSIZ,O,X,X,X,O,X,X
OLTJSZI,X,X,X,X,O,X,X
OLTJZIS,O,X,X,X,O,X,X
OLTJZSI,O,X,X,X,O,X,X
OLTSIJZ,O,X,X,X,X,X,O
OLTSIZJ,O,X,X,X,X,X,O
OLTSJIZ,X,X,X,X,O,X,O
OLTSJZI,X,X,X,X,O,X,O
OLTSZIJ,X,X,X,X,X,X,O
OLTSZJI,X,X,X,X,X,X,O
OLTZIJS,O,X,X,X,X,X,X
OLTZISJ,O,X,X,X,X,X,X
OLTZJIS,O,X,X,X,O,X,X
OLTZJSI,O,X,X,X,O,X,X
OLTZSIJ,O,X,X,X,X,X,X
OLTZSJI,O,X,X,X,X,X,X
OLITJSZ,O,X,X,X,X,X,X
OLITJZS,O,X,X,X,X,X,X
OLITSJZ,O,X,X,X,X,X,X
OLITSZJ,O,X,X,X,X,X,X
OLITZJS,O,X,X,X,X,X,X
OLITZSJ,O,X,X,X,X,X,X
OLIJTSZ,O,X,X,X,X,X,X
OLIJTZS,O,X,X,X,X,X,X
OLIJSTZ,O,X,X,X,X,X,X
OLIJSZT,O,X,X,X,X,X,X
OLIJZTS,O,X,X,X,X,X,X
OLIJZST,O,X,X,X,X,X,X
OLISTJZ,O,X,X,X,X,X,O
OLISTZJ,O,X,X,X,X,X,O
OLISJTZ,O,X,X,X,X,X,O
OLISJZT,O,X,X,X,X,X,O
OLISZTJ,O,X,X,X,X,X,X
OLISZJT,O,X,X,X,X,X,O
OLIZTJS,O,X,X,X,X,X,X
OLIZTSJ,O,X,X,X,X,X,X
OLIZJTS,O,X,X,X,X,X,X
OLIZJST,O,X,X,X,X,X,X
OLIZSTJ,O,X,X,X,X,X,X
OLIZSJT,O,X,X,X,X,X,X
OLJTISZ,O,O,X,X,O,X,X
OLJTIZS,O,O,X,X,O,X,X
OLJTSIZ,O,X,X,X,O,X,X
OLJTSZI,X,O,O,X,O,X,X
OLJTZIS,O,O,O,X,O,X,X
OLJTZSI,O,O,O,X,O,X,X
OLJITSZ,O,X,X,X,O,X,X
OLJITZS,O,X,X,X,O,X,X
OLJISTZ,O,X,X,X,X,X,X
OLJISZT,O,X,X,X,X,X,X
OLJIZTS,O,X,X,X,X,X,X
OLJIZST,O,X,X,X,X,X,X
OLJSTIZ,O,X,X,X,X,X,O
OLJSTZI,X,O,O,X,X,X,O
OLJSITZ,O,X,X,X,X,X,O
OLJSIZT,O,X,X,X,X,X,O
OLJSZTI,O,O,O,X,X,X,O
OLJSZIT,O,X,O,X,X,X,O
OLJZTIS,O,O,O,X,O,X,X
OLJZTSI,O,O,O,X,O,X,X
OLJZITS,O,X,O,X,O,X,X
OLJZIST,O,X,O,X,X,X,X
OLJZSTI,O,O,O,X,X,X,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,X,X,X,X,X,O
OLSTIZJ,O,X,X,X,X,X,O
OLSTJIZ,X,X,X,X,X,X,O
OLSTJZI,X,X,X,X,X,X,O
OLSTZIJ,X,O,X,X,X,X,O
OLSTZJI,X,O,X,X,X,X,O
OLSITJZ,O,X,X,X,X,X,O
OLSITZJ,O,X,X,X,X,X,O
OLSIJTZ,O,X,X,X,X,X,O
OLSIJZT,O,X,X,X,X,X,O
OLSIZTJ,O,X,X,X,X,X,X
OLSIZJT,O,X,X,X,X,X,O
OLSJTIZ,O,X,X,X,X,X,O
OLSJTZI,X,O,O,X,X,X,O
OLSJITZ,O,X,X,X,X,X,O
OLSJIZT,O,X,X,X,X,X,O
OLSJZTI,O,O,O,X,X,X,O
OLSJZIT,O,X,O,X,X,X,O
OLSZTIJ,O,O,X,X,X,X,O
OLSZTJI,O,O,X,X,X,X,O
OLSZITJ,O,X,X,X,X,X,X
OLSZIJT,O,X,O,X,X,X,O
OLSZJTI,O,O,O,X,X,X,O
OLSZJIT,O,X,O,X,X,X,O
OLZTIJS,O,X,X,X,X,X,X
OLZTISJ,O,X,X,X,X,X,X
OLZTJIS,O,X,X,X,O,X,X
OLZTJSI,O,X,X,X,O,X,X
OLZTSIJ,O,X,X,X,X,X,X
OLZTSJI,O,X,X,X,X,X,X
OLZITJS,O,X,X,X,X,X,X
OLZITSJ,O,X,X,X,X,X,X
OLZIJTS,O,X,O,X,X,X,X
OLZIJST,O,X,O,X,X,X,X
OLZISTJ,O,X,X,X,X,X,X
OLZISJT,O,X,O,X,X,X,X
OLZJTIS,O,O,O,X,O,X,X
OLZJTSI,O,O,O,X,O,X,X
OLZJITS,O,X,O,X,O,X,X
OLZJIST,O,X,O,X,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,O,O,X,X,X,X,O
OLZSTJI,O,O,X,X,X,X,O
OLZSITJ,O,X,X,X,X,X,X
OLZSIJT,O,X,O,X,X,X,O
OLZSJTI,O,O,O,X,X,X,O
OLZSJIT,O,X,O,X,X,X,O
OJTILSZ,O,O,X,X,O,O,X
OJTILZS,O,O,X,X,O,O,X
OJTISLZ,X,O,X,X,O,O,X
OJTISZL,X,O,O,X,X,O,X
OJTIZLS,O,O,O,X,O,O,X
OJTIZSL,O,O,O,X,O,O,X
OJTLISZ,O,O,X,X,O,O,X
OJTLIZS,O,O,X,X,O,O,X
OJTLSIZ,O,X,X,X,O,X,X
OJTLSZI,X,O,O,O,O,X,X
OJTLZIS,O,O,O,O,O,X,X
OJTLZSI,O,O,O,O,O,X,X
OJTSILZ,X,O,X,X,O,X,X
OJTSIZL,X,O,O,X,X,X,X
OJTSLIZ,X,X,X,X,O,X,X
OJTSLZI,X,O,O,O,O,X,X
OJTSZIL,X,X,O,O,O,X,X
OJTSZLI,X,X,O,O,O,X,X
OJTZILS,O,X,O,O,O,X,X
OJTZISL,O,X,O,O,O,X,X
OJTZLIS,O,X,O,O,O,X,X
OJTZLSI,O,X,O,O,O,X,X
OJTZSIL,O,X,O,O,O,X,X
OJTZSLI,O,X,O,O,O,X,X
OJITLSZ,O,O,X,X,O,O,X
OJITLZS,O,O,X,X,O,O,X
OJITSLZ,X,O,X,X,O,O,X
OJITSZL,X,O,O,X,X,O,X
OJITZLS,O,O,O,X,O,O,X
OJITZSL,O,O,O,X,O,O,X
OJILTSZ,O,O,X,X,O,O,X
OJILTZS,O,O,X,X,O,O,X
OJILSTZ,O,O,X,X,X,O,X
OJILSZT,O,O,X,X,X,X,X
OJILZTS,O,O,X,X,X,X,X
OJILZST,O,O,X,X,X,X,X
OJISTLZ,X,O,X,X,O,O,X
OJISTZL,X,O,O,X,X,O,X
OJISLTZ,O,O,X,X,X,O,X
OJISLZT,O,O,X,X,X,X,X
OJISZTL,O,O,O,X,X,O,X
OJISZLT,O,O,O,X,X,X,X
OJIZTLS,O,O,O,X,O,O,X
OJIZTSL,O,O,O,X,O,O,X
OJIZLTS,O,O,O,X,O,X,X
OJIZLST,O,O,O,X,X,X,X
OJIZSTL,O,O,O,X,O,O,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,O,O,X,X,O,X,X
OJLTIZS,O,O,X,X,O,X,X
OJLTSIZ,O,X,X,X,O,X,X
OJLTSZI,X,O,O,X,O,X,X
OJLTZIS,O,O,O,X,O,X,X
OJLTZSI,O,O,O,X,O,X,X
OJLITSZ,O,X,X,X,O,X,X
OJLITZS,O,X,X,X,O,X,X
OJLISTZ,O,X,X,X,X,X,X
OJLISZT,O,X,X,X,X,X,X
OJLIZTS,O,X,X,X,X,X,X
OJLIZST,O,X,X,X,X,X,X
OJLSTIZ,O,X,X,X,X,X,X
OJLSTZI,X,O,O,X,X,X,X
OJLSITZ,O,X,X,X,X,X,X
OJLSIZT,O,X,X,X,X,X,X
OJLSZTI,O,O,O,X,X,X,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,O,O,O,X,O,X,X
OJLZTSI,O,O,O,X,O,X,X
OJLZITS,O,X,O,X,O,X,X
OJLZIST,O,X,O,X,X,X,X
OJLZSTI,O,O,O,X,X,X,X
OJLZSIT,O,X,O,X,X,X,X
OJSTILZ,X,O,X,X,O,X,X
OJSTIZL,X,O,O,X,X,X,X
OJSTLIZ,X,X,X,X,O,X,X
OJSTLZI,X,O,O,O,O,X,X
OJSTZIL,X,X,O,O,O,X,X
OJSTZLI,X,X,O,O,O,X,X
OJSITLZ,X,O,X,X,O,X,X
OJSITZL,X,O,O,X,X,X,X
OJSILTZ,O,O,X,X,X,X,X
OJSILZT,O,O,X,X,X,X,X
OJSIZTL,O,O,O,X,X,X,X
OJSIZLT,O,O,O,X,X,X,X
OJSLTIZ,O,X,X,X,X,X,X
OJSLTZI,X,O,O,X,X,X,X
OJSLITZ,O,X,X,X,X,X,X
OJSLIZT,O,X,X,X,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,O,X,O,O,O,X,X
OJSZTLI,O,X,O,O,O,X,X
OJSZITL,O,X,O,O,O,X,X
OJSZILT,O,X,O,X,X,X,X
OJSZLTI,O,X,O,X,X,X,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,X,O,O,O,X,X
OJZTISL,O,X,O,O,O,X,X
OJZTLIS,O,X,O,O,O,X,X
OJZTLSI,O,X,O,O,O,X,X
OJZTSIL,O,X,O,O,O,X,X
OJZTSLI,O,X,O,O,O,X,X
OJZITLS,O,X,O,O,O,X,X
OJZITSL,O,X,O,O,O,X,X
OJZILTS,O,X,O,X,O,X,X
OJZILST,O,X,O,X,X,X,X
OJZISTL,O,X,O,O,O,X,X
OJZISLT,O,X,O,X,X,X,X
OJZLTIS,O,X,O,X,O,X,X
OJZLTSI,O,X,O,X,O,X,X
OJZLITS,O,X,O,X,O,X,X
OJZLIST,O,X,O,X,X,X,X
OJZLSTI,O,X,O,X,X,X,X
OJZLSIT,O,X,O,X,X,X,X
OJZSTIL,O,X,O,O,O,X,X
OJZSTLI,O,X,O,O,O,X,X
OJZSITL,O,X,O,O,O,X,X
OJZSILT,O,X,O,X,X,X,X
OJZSLTI,O,X,O,X,X,X,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,X,O,X,X,X,O,O
OSTILZJ,X,O,X,X,X,O,O
OSTIJLZ,X,O,X,X,X,O,O
OSTIJZL,X,O,X,X,X,O,X
OSTIZLJ,X,O,X,X,X,O,X
OSTIZJL,X,O,X,X,X,O,X
OSTLIJZ,X,X,X,X,X,O,O
OSTLIZJ,X,X,X,X,X,O,O
OSTLJIZ,X,X,X,X,O,X,O
OSTLJZI,X,X,X,O,O,X,O
OSTLZIJ,X,O,X,O,X,X,O
OSTLZJI,X,O,X,O,X,X,O
OSTJILZ,X,X,X,X,O,X,O
OSTJIZL,X,X,O,X,X,X,X
OSTJLIZ,X,X,X,X,O,X,O
OSTJLZI,X,X,O,O,O,X,O
OSTJZIL,X,X,O,O,O,X,X
OSTJZLI,X,X,O,O,O,X,X
OSTZILJ,X,X,X,O,X,X,X
OSTZIJL,X,X,O,X,X,X,X
OSTZLIJ,X,X,X,O,X,X,X
OSTZLJI,X,X,X,O,X,X,X
OSTZJIL,X,X,O,O,O,X,X
OSTZJLI,X,X,O,O,O,X,X
OSITLJZ,X,O,X,X,X,O,X
OSITLZJ,X,O,X,X,X,O,X
OSITJLZ,X,O,X,X,X,O,X
OSITJZL,X,O,X,X,X,O,X
OSITZLJ,X,O,X,X,X,O,X
OSITZJL,X,O,X,X,X,O,X
OSILTJZ,O,O,X,X,X,O,X
OSILTZJ,O,O,X,X,X,O,X
OSILJTZ,O,O,X,X,X,O,X
OSILJZT,O,O,X,X,X,X,X
OSILZTJ,O,O,X,X,X,X,X
OSILZJT,O,O,X,X,X,X,X
OSIJTLZ,X,O,X,X,X,O,X
OSIJTZL,X,O,O,X,X,O,X
OSIJLTZ,O,O,X,X,X,O,X
OSIJLZT,O,O,X,X,X,X,X
OSIJZTL,O,O,O,X,X,O,X
OSIJZLT,O,O,O,X,X,X,X
OSIZTLJ,O,O,X,X,X,O,X
OSIZTJL,O,O,O,X,X,O,X
OSIZLTJ,O,O,X,X,X,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,O,O,X,X,O,X
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,O,X,X,X,X,X,O
OSLTIZJ,O,X,X,X,X,X,O
OSLTJIZ,X,X,X,X,X,X,O
OSLTJZI,X,X,X,X,X,X,O
OSLTZIJ,X,O,X,X,X,X,O
OSLTZJI,X,O,X,X,X,X,O
OSLITJZ,O,X,X,X,X,X,O
OSLITZJ,O,X,X,X,X,X,O
OSLIJTZ,O,X,X,X,X,X,O
OSLIJZT,O,X,X,X,X,X,O
OSLIZTJ,O,X,X,X,X,X,X
OSLIZJT,O,X,X,X,X,X,O
OSLJTIZ,O,X,X,X,X,X,O
OSLJTZI,X,O,O,X,X,X,O
OSLJITZ,O,X,X,X,X,X,O
OSLJIZT,O,X,X,X,X,X,O
OSLJZTI,O,O,O,X,X,X,O
OSLJZIT,O,X,O,X,X,X,O
OSLZTIJ,O,O,X,X,X,X,O
OSLZTJI,O,O,X,X,X,X,O
OSLZITJ,O,X,X,X,X,X,X
OSLZIJT,O,X,O,X,X,X,O
OSLZJTI,O,O,O,X,X,X,O
OSLZJIT,O,X,O,X,X,X,O
OSJTILZ,X,O,X,X,O,X,O
OSJTIZL,X,O,O,X,X,X,X
OSJTLIZ,X,X,X,X,O,X,O
OSJTLZI,X,O,O,O,O,X,O
OSJTZIL,X,X,O,O,O,X,X
OSJTZLI,X,X,O,O,O,X,X
OSJITLZ,X,O,X,X,O,X,X
OSJITZL,X,O,O,X,X,X,X
OSJILTZ,O,O,X,X,X,X,X
OSJILZT,O,O,X,X,X,X,X
OSJIZTL,O,O,O,X,X,X,X
OSJIZLT,O,O,O,X,X,X,X
OSJLTIZ,O,X,X,X,X,X,O
OSJLTZI,X,O,O,X,X,X,O
OSJLITZ,O,X,X,X,X,X,O
OSJLIZT,O,X,X,X,X,X,O
OSJLZTI,O,O,O,X,X,X,O
OSJLZIT,O,X,O,X,X,X,O
OSJZTIL,O,X,O,O,O,X,X
OSJZTLI,O,X,O,O,O,X,X
OSJZITL,O,X,O,O,O,X,X
OSJZILT,O,X,O,X,X,X,X
OSJZLTI,O,X,O,X,X,X,X
OSJZLIT,O,X,O,X,X,X,X
OSZTILJ,O,X,X,O,X,X,X
OSZTIJL,O,X,O,X,X,X,X
OSZTLIJ,O,X,X,O,X,X,X
OSZTLJI,O,X,X,O,X,X,X
OSZTJIL,O,X,O,O,O,X,X
OSZTJLI,O,X,O,O,O,X,X
OSZITLJ,O,X,X,O,X,X,X
OSZITJL,O,X,O,X,X,X,X
OSZILTJ,O,X,X,X,X,X,X
OSZILJT,O,X,O,X,X,X,X
OSZIJTL,O,X,O,X,X,X,X
OSZIJLT,O,X,O,X,X,X,X
OSZLTIJ,O,X,X,X,X,X,X
OSZLTJI,O,X,X,X,X,X,X
OSZLITJ,O,X,X,X,X,X,X
OSZLIJT,O,X,O,X,X,X,X
OSZLJTI,O,X,O,X,X,X,X
OSZLJIT,O,X,O,X,X,X,X
OSZJTIL,O,X,O,O,O,X,X
OSZJTLI,O,X,O,O,O,X,X
