sequence,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBXjB9tB0sBOsB,v115@/gA8IeB8FeD8FeE8OeT/IvhFUhBXjByrB9tBGnBRxB,v115@/gA8IeB8FeD8FeE8OeT/IvhFGhBaoB5oB/rB0sBNsB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB2rB3sBCsBUtB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB2rBUtBCsB3sB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBNnBGtBctB3sB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhBtnBmmB0rBXtB6tB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB/rBisBGsBUtB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB/rBasBUtBusB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamBRiBurBcsBXtB9tB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBGjB/tB0sBNsB
JZILOST,X,X,O,X,X,X,O,X,X,O,O
JZISTLO,X,X,X,O,O,X,O,X,X,X,X
JZISTOL,X,X,X,O,O,X,O,X,X,X,X
JZISLTO,X,X,O,X,X,X,O,X,X,O,O
JZISLOT,X,X,O,X,X,X,O,X,X,O,O
JZISOTL,X,X,X,O,O,X,O,X,X,X,X
JZISOLT,X,X,O,X,X,X,O,X,X,O,O
JZIOTLS,O,O,X,X,O,O,X,X,X,X,X
JZIOTSL,O,O,X,X,O,X,O,X,X,X,X
JZIOLTS,O,O,X,X,O,O,X,X,X,X,X
JZIOLST,X,X,O,X,X,X,O,X,X,O,O
JZIOSTL,X,X,X,O,O,X,O,X,X,X,X
JZIOSLT,X,X,O,X,X,X,O,X,X,O,O
JZLTISO,O,X,X,X,O,O,X,X,X,X,X
JZLTIOS,O,X,X,X,O,O,X,X,X,X,X
JZLTSIO,O,X,X,X,O,X,X,X,X,O,X
JZLTSOI,O,O,X,X,O,X,X,X,X,O,X
JZLTOIS,O,X,X,X,O,O,X,X,X,X,X
JZLTOSI,O,O,X,X,O,X,X,X,X,O,X
JZLITSO,O,O,X,X,O,O,X,X,X,X,X
JZLITOS,O,O,X,X,O,O,X,X,X,X,X
JZLISTO,X,X,O,X,X,X,O,X,X,O,O
JZLISOT,X,X,O,X,X,X,O,X,X,O,O
JZLIOTS,O,O,X,X,O,O,X,X,X,X,X
JZLIOST,X,X,O,X,X,X,O,X,X,O,O
JZLSTIO,X,X,X,X,X,X,O,X,X,O,X
JZLSTOI,X,X,X,X,X,X,O,X,X,O,X
JZLSITO,X,X,O,X,X,X,O,X,X,O,O
JZLSIOT,X,X,O,X,X,X,O,X,X,O,O
JZLSOTI,X,X,X,X,X,X,O,X,X,O,X
JZLSOIT,X,X,O,X,X,X,O,X,X,O,O
JZLOTIS,O,X,X,X,O,O,X,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X,X,O,X
JZLOITS,O,O,X,X,O,O,X,X,X,X,X
JZLOIST,X,X,O,X,X,X,O,X,X,O,O
JZLOSTI,X,X,X,X,X,X,O,X,X,O,X
JZLOSIT,X,X,O,X,X,X,O,X,X,O,O
JZSTILO,X,X,X,O,O,X,O,X,X,X,X
JZSTIOL,X,X,X,O,O,X,O,X,X,X,X
JZSTLIO,X,X,X,O,O,X,O,X,O,O,X
JZSTLOI,X,X,X,O,O,X,O,X,O,O,X
JZSTOIL,X,X,X,O,O,X,O,X,X,X,X
JZSTOLI,X,X,X,O,O,X,O,X,O,O,X
JZSITLO,X,X,X,O,O,X,O,X,X,X,X
JZSITOL,X,X,X,O,O,X,O,X,X,X,X
JZSILTO,X,X,O,X,X,X,O,X,X,O,O
JZSILOT,X,X,O,X,X,X,O,X,X,O,O
JZSIOTL,X,X,X,O,O,X,O,X,X,X,X
JZSIOLT,X,X,O,X,X,X,O,X,X,O,O
JZSLTIO,X,X,X,X,X,X,O,X,O,O,X
JZSLTOI,X,X,X,X,X,X,O,X,O,O,X
JZSLITO,X,X,O,X,X,X,O,X,O,O,O
JZSLIOT,X,X,O,X,X,X,O,X,O,O,O
JZSLOTI,X,X,X,X,X,X,O,X,O,O,X
JZSLOIT,X,X,O,X,X,X,O,X,O,O,O
JZSOTIL,X,X,X,O,O,X,O,X,X,X,X
JZSOTLI,X,X,X,O,O,X,O,X,O,O,X
JZSOITL,X,X,X,O,O,X,O,X,X,X,X
JZSOILT,X,X,O,X,X,X,O,X,X,O,O
JZSOLTI,X,X,X,X,X,X,O,X,O,O,X
JZSOLIT,X,X,O,X,X,X,O,X,O,O,O
JZOTILS,O,X,X,X,O,O,X,X,X,X,X
JZOTISL,O,X,X,X,O,X,O,X,X,X,X
JZOTLIS,O,X,X,X,O,O,X,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,X,X,O,X
JZOTSIL,O,X,X,X,O,X,O,X,X,X,X
JZOTSLI,O,O,X,X,O,X,O,X,O,O,X
JZOITLS,O,O,X,X,O,O,X,X,X,X,X
JZOITSL,O,O,X,X,O,X,O,X,X,X,X
JZOILTS,O,O,X,X,O,O,X,X,X,X,X
JZOILST,X,X,O,X,X,X,O,X,X,O,O
JZOISTL,X,X,X,O,O,X,O,X,X,X,X
JZOISLT,X,X,O,X,X,X,O,X,X,O,O
JZOLTIS,O,X,X,X,O,O,X,X,X,X,X
JZOLTSI,O,O,X,X,O,X,X,X,X,O,X
JZOLITS,O,O,X,X,O,O,X,X,X,X,X
JZOLIST,X,X,O,X,X,X,O,X,X,O,O
JZOLSTI,X,X,X,X,X,X,O,X,X,O,X
JZOLSIT,X,X,O,X,X,X,O,X,X,O,O
JZOSTIL,X,X,X,O,O,X,O,X,X,X,X
JZOSTLI,X,X,X,O,O,X,O,X,O,O,X
JZOSITL,X,X,X,O,O,X,O,X,X,X,X
JZOSILT,X,X,O,X,X,X,O,X,X,O,O
JZOSLTI,X,X,X,X,X,X,O,X,O,O,X
JZOSLIT,X,X,O,X,X,X,O,X,O,O,O
JOTILSZ,X,O,X,X,X,O,X,X,X,X,X
JOTILZS,O,O,X,X,X,O,X,X,X,X,X
JOTISLZ,X,O,X,O,X,O,X,X,X,X,X
JOTISZL,X,O,X,O,X,X,X,X,X,X,X
JOTIZLS,O,O,X,X,O,O,X,X,X,X,X
JOTIZSL,O,O,X,X,O,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,O,X,X,X,X,X
JOTLIZS,O,X,X,X,X,O,X,X,X,X,X
JOTLSIZ,X,X,X,X,X,O,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,X,O,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X,X,X,O,X
JOTSILZ,X,O,X,O,X,O,X,X,X,X,X
JOTSIZL,X,O,X,O,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,O,X,O,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X,X,X
JOTSZIL,O,X,X,O,X,X,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X,X,X
JOTZILS,O,X,X,X,O,O,X,X,X,X,X
JOTZISL,O,X,X,X,O,X,X,X,X,X,X
JOTZLIS,O,X,X,X,O,O,X,X,X,X,X
JOTZLSI,O,O,X,X,O,X,X,X,X,O,X
JOTZSIL,O,X,X,X,O,X,X,X,X,X,X
JOTZSLI,O,O,X,X,O,X,X,X,X,O,X
JOITLSZ,X,O,X,X,X,O,X,X,X,X,X
JOITLZS,O,O,X,X,X,O,X,X,X,X,X
JOITSLZ,X,O,X,O,X,O,X,X,X,X,X
JOITSZL,X,O,X,O,X,X,X,X,X,X,X
JOITZLS,O,O,X,X,O,O,X,X,X,X,X
JOITZSL,O,O,X,X,O,X,X,X,X,X,X
JOILTSZ,X,O,X,X,X,O,X,X,X,X,X
JOILTZS,O,O,X,X,X,O,X,X,X,X,X
JOILSTZ,X,X,X,O,X,O,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,X,O
JOILZTS,O,O,X,X,O,O,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,O,O
JOISTLZ,X,X,X,O,X,O,X,X,X,X,X
JOISTZL,X,X,X,O,X,X,X,X,X,X,X
JOISLTZ,X,X,X,O,X,O,X,O,X,X,X
JOISLZT,X,X,X,X,X,X,X,X,O,X,O
JOISZTL,X,X,X,O,O,X,O,X,X,X,X
JOISZLT,X,X,O,X,X,X,O,X,X,X,O
JOIZTLS,O,O,X,X,O,O,X,X,X,X,X
JOIZTSL,O,O,X,X,O,X,O,X,X,X,X
JOIZLTS,O,O,X,X,O,O,X,X,X,X,X
JOIZLST,X,X,O,X,X,X,O,X,X,O,O
JOIZSTL,X,X,X,O,O,X,O,X,X,X,X
JOIZSLT,X,X,O,X,X,X,O,X,X,O,O
JOLTISZ,X,X,X,X,X,O,X,X,X,X,X
JOLTIZS,O,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,X,O,X,O,X,X,X
JOLTSZI,O,O,X,X,X,X,X,O,X,X,X
JOLTZIS,O,X,X,X,X,O,X,X,X,X,X
JOLTZSI,O,O,X,X,X,X,X,X,X,O,X
JOLITSZ,X,O,X,X,X,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,O,X,X,X,X,X
JOLISTZ,X,X,X,O,X,O,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X,X,O
JOLIZTS,O,O,X,X,O,O,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,O,O
JOLSTIZ,X,X,X,O,X,O,X,O,X,X,X
JOLSTZI,X,X,X,O,X,X,X,O,X,X,X
JOLSITZ,X,X,X,O,X,O,X,O,X,X,X
JOLSIZT,X,X,X,X,X,X,X,X,X,X,O
JOLSZTI,X,X,X,X,X,X,X,X,X,O,X
JOLSZIT,X,X,X,X,X,X,X,X,X,O,O
JOLZTIS,O,X,X,X,O,O,X,X,X,X,X
JOLZTSI,O,O,X,X,O,X,X,X,X,O,X
JOLZITS,O,O,X,X,O,O,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,X,X,O,O
JOLZSTI,X,X,X,X,X,X,X,X,X,O,X
JOLZSIT,X,X,X,X,X,X,X,X,X,O,O
JOSTILZ,X,X,X,O,X,O,X,X,X,X,X
JOSTIZL,X,X,X,O,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,O,X,O,X,X,X,X,X
JOSTLZI,X,X,X,O,X,X,X,X,X,X,X
JOSTZIL,X,X,X,O,X,X,O,X,X,X,X
JOSTZLI,X,X,X,O,X,X,O,X,X,X,X
JOSITLZ,X,X,X,O,X,O,X,X,X,X,X
JOSITZL,X,X,X,O,X,X,X,X,X,X,X
JOSILTZ,X,X,X,O,X,O,X,O,X,X,X
JOSILZT,X,X,X,X,X,X,X,X,O,X,O
JOSIZTL,X,X,X,O,O,X,O,X,X,X,X
JOSIZLT,X,X,O,X,X,X,O,X,X,X,O
JOSLTIZ,X,X,X,O,X,O,X,O,X,X,X
JOSLTZI,X,X,X,O,X,X,X,O,X,X,X
JOSLITZ,X,X,X,O,X,O,X,O,X,X,X
JOSLIZT,X,X,X,X,X,X,X,X,O,X,O
JOSLZTI,X,X,X,X,X,X,X,X,O,O,X
JOSLZIT,X,X,X,X,X,X,X,X,O,O,O
JOSZTIL,X,X,X,O,O,X,O,X,X,X,X
JOSZTLI,X,X,X,O,O,X,O,X,O,O,X
JOSZITL,X,X,X,O,O,X,O,X,X,X,X
JOSZILT,X,X,O,X,X,X,O,X,X,O,O
JOSZLTI,X,X,X,X,X,X,O,X,O,O,X
JOSZLIT,X,X,O,X,X,X,O,X,O,O,O
JOZTILS,O,X,X,X,O,O,X,X,X,X,X
JOZTISL,O,X,X,X,O,X,O,X,X,X,X
JOZTLIS,O,X,X,X,O,O,X,X,X,X,X
JOZTLSI,O,O,X,X,O,X,X,X,X,O,X
JOZTSIL,O,X,X,X,O,X,O,X,X,X,X
JOZTSLI,O,O,X,X,O,X,O,X,O,O,X
JOZITLS,O,O,X,X,O,O,X,X,X,X,X
JOZITSL,O,O,X,X,O,X,O,X,X,X,X
JOZILTS,O,O,X,X,O,O,X,X,X,X,X
JOZILST,X,X,O,X,X,X,O,X,X,O,O
JOZISTL,X,X,X,O,O,X,O,X,X,X,X
JOZISLT,X,X,O,X,X,X,O,X,X,O,O
JOZLTIS,O,X,X,X,O,O,X,X,X,X,X
JOZLTSI,O,O,X,X,O,X,X,X,X,O,X
JOZLITS,O,O,X,X,O,O,X,X,X,X,X
JOZLIST,X,X,O,X,X,X,O,X,X,O,O
JOZLSTI,X,X,X,X,X,X,O,X,X,O,X
JOZLSIT,X,X,O,X,X,X,O,X,X,O,O
JOZSTIL,X,X,X,O,O,X,O,X,X,X,X
JOZSTLI,X,X,X,O,O,X,O,X,O,O,X
JOZSITL,X,X,X,O,O,X,O,X,X,X,X
JOZSILT,X,X,O,X,X,X,O,X,X,O,O
JOZSLTI,X,X,X,X,X,X,O,X,O,O,X
JOZSLIT,X,X,O,X,X,X,O,X,O,O,O
STILJZO,X,O,X,X,X,X,X,O,X,X,X
STILJOZ,X,O,X,X,X,X,X,O,X,X,X
STILZJO,O,O,X,X,X,X,X,O,O,X,O
STILZOJ,O,O,X,X,X,X,X,O,O,X,O
STILOJZ,X,O,X,X,X,X,X,O,X,X,X
STILOZJ,O,O,X,X,X,X,X,O,O,X,O
STIJLZO,X,O,X,O,X,X,X,X,X,X,X
STIJLOZ,X,O,X,O,X,X,X,X,X,X,X
STIJZLO,X,O,X,O,X,X,X,X,X,X,X
STIJZOL,X,O,X,O,X,X,X,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,X,X,X,X
STIJOZL,X,O,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X,X,X,X,O
STIZLOJ,O,O,O,X,X,X,X,X,X,X,O
STIZJLO,O,O,X,X,X,X,O,X,X,X,X
STIZJOL,O,O,X,X,X,X,O,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X,X,O
STIZOJL,O,O,X,X,X,X,O,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,O,X,X,X
STIOLZJ,O,O,X,X,X,X,X,O,O,X,O
STIOJLZ,X,O,X,O,X,X,X,X,X,X,X
STIOJZL,X,O,X,O,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X,X,X,X,O
STIOZJL,O,O,X,X,X,X,O,X,X,X,X
STLIJZO,X,O,X,X,X,X,X,O,X,X,X
STLIJOZ,X,O,X,X,X,X,X,O,X,X,X
STLIZJO,O,O,X,X,X,X,X,O,O,X,O
STLIZOJ,O,O,X,X,X,X,X,O,O,X,O
STLIOJZ,X,O,X,X,X,X,X,O,X,X,X
STLIOZJ,O,O,X,X,X,X,X,O,O,X,O
STLJIZO,X,X,X,O,X,X,X,O,X,X,X
STLJIOZ,X,X,X,O,X,X,X,O,X,X,X
STLJZIO,O,X,X,O,X,X,X,O,X,X,X
STLJZOI,O,O,X,O,X,X,X,O,X,X,X
STLJOIZ,X,X,X,O,X,X,X,O,X,X,X
STLJOZI,O,O,X,O,X,X,X,O,X,X,X
STLZIJO,O,X,X,X,X,X,X,O,O,X,O
STLZIOJ,O,O,X,X,X,X,X,O,O,X,O
STLZJIO,O,X,X,X,X,X,O,O,O,O,X
STLZJOI,O,O,X,X,X,X,O,O,O,O,X
STLZOIJ,O,O,X,X,X,X,X,O,O,X,O
STLZOJI,O,O,X,X,X,X,O,O,O,O,X
STLOIJZ,X,O,X,X,X,X,X,O,X,X,X
STLOIZJ,O,O,X,X,X,X,X,O,O,X,O
STLOJIZ,X,X,X,O,X,X,X,O,X,X,X
STLOJZI,O,O,X,O,X,X,X,O,X,X,X
STLOZIJ,O,O,X,X,X,X,X,O,O,X,O
STLOZJI,O,O,X,X,X,X,O,O,O,O,X
STJILZO,X,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,O,X,O,X,X,X,X,X,X,X
STJIZLO,X,O,X,O,X,X,X,X,X,X,X
STJIZOL,X,O,X,O,X,X,X,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,O,X,X,X,X
STJZIOL,O,X,X,O,X,X,O,X,X,X,X
STJZLIO,O,X,X,O,X,X,O,X,X,X,X
STJZLOI,O,O,X,O,X,X,O,X,X,X,X
STJZOIL,O,X,X,O,X,X,O,X,X,X,X
STJZOLI,O,O,X,O,X,X,O,X,X,X,X
STJOILZ,X,O,X,O,X,X,X,X,X,X,X
STJOIZL,X,O,X,O,X,X,X,X,X,X,X
STJOLIZ,X,X,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,X,X,O,X,X,O,X,X,X,X
STJOZLI,O,O,X,O,X,X,O,X,X,X,X
STZILJO,O,O,O,X,X,X,X,X,O,X,O
STZILOJ,O,O,O,X,X,X,X,X,O,X,O
STZIJLO,O,O,X,X,X,X,O,X,X,X,X
STZIJOL,O,O,X,X,X,X,O,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,O,X,O
STZIOJL,O,O,X,X,X,X,O,X,X,X,X
STZLIJO,O,X,O,X,X,X,X,X,O,X,O
STZLIOJ,O,O,O,X,X,X,X,X,O,X,O
STZLJIO,O,X,X,X,X,X,O,X,O,O,X
STZLJOI,O,O,X,X,X,X,O,X,O,O,X
STZLOIJ,O,O,O,X,X,X,X,X,O,X,O
STZLOJI,O,O,X,X,X,X,O,X,O,O,X
STZJILO,O,X,X,O,X,X,O,X,X,X,X
STZJIOL,O,X,X,O,X,X,O,X,X,X,X
STZJLIO,O,X,X,O,X,X,O,X,O,O,X
STZJLOI,O,O,X,O,X,X,O,X,O,O,X
STZJOIL,O,X,X,O,X,X,O,X,X,X,X
STZJOLI,O,O,X,O,X,X,O,X,O,O,X
STZOILJ,O,O,O,X,X,X,X,X,O,X,O
STZOIJL,O,O,X,X,X,X,O,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,O,X,O
STZOLJI,O,O,X,X,X,X,O,X,O,O,X
STZOJIL,O,X,X,O,X,X,O,X,X,X,X
STZOJLI,O,O,X,O,X,X,O,X,O,O,X
STOILJZ,X,O,X,X,X,X,X,O,X,X,X
STOILZJ,O,O,X,X,X,X,X,O,O,X,O
STOIJLZ,X,O,X,O,X,X,X,X,X,X,X
STOIJZL,X,O,X,O,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X,X,O
STOIZJL,O,O,X,X,X,X,O,X,X,X,X
STOLIJZ,X,O,X,X,X,X,X,O,X,X,X
STOLIZJ,O,O,X,X,X,X,X,O,O,X,O
STOLJIZ,X,X,X,O,X,X,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X,O,X,X,X
STOLZIJ,O,O,X,X,X,X,X,O,O,X,O
STOLZJI,O,O,X,X,X,X,O,O,O,O,X
STOJILZ,X,O,X,O,X,X,X,X,X,X,X
STOJIZL,X,O,X,O,X,X,X,X,X,X,X
STOJLIZ,X,X,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,X,X,O,X,X,O,X,X,X,X
STOJZLI,O,O,X,O,X,X,O,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,X,O,X,O
STOZIJL,O,O,X,X,X,X,O,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,O,X,O
STOZLJI,O,O,X,X,X,X,O,X,O,O,X
STOZJIL,O,X,X,O,X,X,O,X,X,X,X
STOZJLI,O,O,X,O,X,X,O,X,O,O,X
SITLJZO,X,O,X,X,X,X,X,O,X,X,X
SITLJOZ,X,O,X,X,X,X,X,O,X,X,X
SITLZJO,O,O,X,X,X,X,X,O,O,X,O
SITLZOJ,O,O,X,X,X,X,X,O,O,X,O
SITLOJZ,X,O,X,X,X,X,X,O,X,X,X
SITLOZJ,O,O,X,X,X,X,X,O,O,X,O
SITJLZO,X,O,X,O,X,X,X,X,X,X,X
SITJLOZ,X,O,X,O,X,X,X,X,X,X,X
SITJZLO,X,O,X,O,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,X,X,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,X,X,X,O
SITZLOJ,O,O,O,X,X,X,X,X,X,X,O
SITZJLO,O,O,X,X,X,X,O,X,X,X,X
SITZJOL,O,O,X,X,X,X,O,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X,X,O
SITZOJL,O,O,X,X,X,X,O,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,O,X,X,X
SITOLZJ,O,O,X,X,X,X,X,O,O,X,O
SITOJLZ,X,O,X,O,X,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X,X,X,X,O
SITOZJL,O,O,X,X,X,X,O,X,X,X,X
SILTJZO,X,O,X,X,X,X,X,O,X,X,X
SILTJOZ,X,O,X,X,X,X,X,O,X,X,X
SILTZJO,O,O,X,X,X,X,X,O,O,X,O
SILTZOJ,O,O,X,X,X,X,X,O,O,X,O
SILTOJZ,X,O,X,X,X,X,X,O,X,X,X
SILTOZJ,O,O,X,X,X,X,X,O,O,X,O
SILJTZO,X,X,X,X,X,O,X,O,X,X,X
SILJTOZ,X,X,X,X,X,O,X,O,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,O,X,O
SILJZOT,X,X,X,X,X,X,X,X,O,X,O
SILJOTZ,X,X,X,X,X,O,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,O,X,O
SILZTJO,O,O,O,X,X,X,X,O,O,X,O
SILZTOJ,O,O,O,X,X,X,X,O,O,X,O
SILZJTO,X,X,O,X,X,X,O,X,O,O,O
SILZJOT,X,X,O,X,X,X,O,X,O,O,O
SILZOTJ,O,O,O,X,X,X,X,O,O,X,O
SILZOJT,X,X,O,X,X,X,O,X,O,O,O
SILOTJZ,X,O,X,X,X,X,X,O,X,X,X
SILOTZJ,O,O,X,X,X,X,X,O,O,X,O
SILOJTZ,X,X,X,X,X,O,X,O,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,O,X,O
SILOZTJ,O,O,O,X,X,X,X,O,O,X,O
SILOZJT,X,X,O,X,X,X,O,X,O,O,O
SIJTLZO,X,X,X,O,X,O,X,X,X,X,X
SIJTLOZ,X,X,X,O,X,O,X,X,X,X,X
SIJTZLO,X,X,X,O,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,O,X,X,X,X,X
SIJTOZL,X,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,X,X,O,X,O,X,O,X,X,X
SIJLTOZ,X,X,X,O,X,O,X,O,X,X,X
SIJLZTO,X,X,X,X,X,X,X,X,O,X,O
SIJLZOT,X,X,X,X,X,X,X,X,O,X,O
SIJLOTZ,X,X,X,O,X,O,X,O,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,O,X,O
SIJZTLO,X,X,X,O,O,X,O,X,X,X,X
SIJZTOL,X,X,X,O,O,X,O,X,X,X,X
SIJZLTO,X,X,O,X,X,X,O,X,X,X,O
SIJZLOT,X,X,O,X,X,X,O,X,X,X,O
SIJZOTL,X,X,X,O,O,X,O,X,X,X,X
SIJZOLT,X,X,O,X,X,X,O,X,X,X,O
SIJOTLZ,X,X,X,O,X,O,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,O,X,O,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,O,X,O
SIJOZTL,X,X,X,O,O,X,O,X,X,X,X
SIJOZLT,X,X,O,X,X,X,O,X,X,X,O
SIZTLJO,O,O,O,X,X,X,X,X,O,X,O
SIZTLOJ,O,O,O,X,X,X,X,X,O,X,O
SIZTJLO,O,O,X,X,X,X,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X,O,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,O,X,O
SIZTOJL,O,O,X,X,X,X,O,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X,O,O,X,O
SIZLTOJ,O,O,O,X,X,X,X,O,O,X,O
SIZLJTO,X,X,O,X,X,X,O,X,O,O,O
SIZLJOT,X,X,O,X,X,X,O,X,O,O,O
SIZLOTJ,O,O,O,X,X,X,X,O,O,X,O
SIZLOJT,X,X,O,X,X,X,O,X,O,O,O
SIZJTLO,X,X,X,X,X,X,O,X,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,O,X,X,X,O,X,X,O,O
SIZJLOT,X,X,O,X,X,X,O,X,X,O,O
SIZJOTL,X,X,X,X,X,X,O,X,X,X,X
SIZJOLT,X,X,O,X,X,X,O,X,X,O,O
SIZOTLJ,O,O,O,X,X,X,X,X,O,X,O
SIZOTJL,O,O,X,X,X,X,O,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,O,O,X,O
SIZOLJT,X,X,O,X,X,X,O,X,O,O,O
SIZOJTL,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,X,X,O,X,X,X,O,X,X,O,O
SIOTLJZ,X,O,X,X,X,X,X,O,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,O,O,X,O
SIOTJLZ,X,O,X,O,X,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,X,X,X,X,O
SIOTZJL,O,O,X,X,X,X,O,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,X,O,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,O,O,X,O
SIOLJTZ,X,X,X,X,X,O,X,O,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,O,X,O
SIOLZTJ,O,O,O,X,X,X,X,O,O,X,O
SIOLZJT,X,X,O,X,X,X,O,X,O,O,O
SIOJTLZ,X,X,X,O,X,O,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,O,X,O,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,O,X,O
SIOJZTL,X,X,X,O,O,X,O,X,X,X,X
SIOJZLT,X,X,O,X,X,X,O,X,X,X,O
SIOZTLJ,O,O,O,X,X,X,X,X,O,X,O
SIOZTJL,O,O,X,X,X,X,O,X,X,X,X
SIOZLTJ,O,O,O,X,X,X,X,O,O,X,O
SIOZLJT,X,X,O,X,X,X,O,X,O,O,O
SIOZJTL,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,X,X,O,X,X,X,O,X,X,O,O
SLTIJZO,X,X,X,X,X,X,X,O,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,O,X,X,X
SLTIZJO,O,X,X,X,X,X,X,O,O,X,O
SLTIZOJ,O,O,X,X,X,X,X,O,O,X,O
SLTIOJZ,X,X,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,O,O,X,O
SLTJIZO,X,X,X,O,X,X,X,O,X,X,X
SLTJIOZ,X,X,X,O,X,X,X,O,X,X,X
SLTJZIO,O,X,X,O,X,X,X,O,X,X,X
SLTJZOI,O,O,X,O,X,X,X,O,X,X,X
