sequence,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBVnBaoBT?kBeqB0sB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeKEJvhFUhBGiBZoBF?lB/sBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBliBikBU?nBetBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBmiBypBF?nBzsB0pB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeUBJvhFRiB/pBFlBi?nBzsBmpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeT/IvhFXhBZoBUnBl?pBOqB6sB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFVmBUiBikBe?tB3nBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeOFJvhFXhBZoBTkBF?nB6sB0pB
ZLSIJOT,X,O,O,X,X,X,X,X
ZLSIOTJ,X,O,X,O,X,X,X,X
ZLSIOJT,X,O,X,O,X,X,X,X
ZLSJTIO,O,O,O,X,X,X,X,X
ZLSJTOI,O,O,O,X,O,X,X,X
ZLSJITO,O,O,O,X,X,X,X,X
ZLSJIOT,X,O,O,X,X,X,X,X
ZLSJOTI,O,O,O,X,X,X,X,X
ZLSJOIT,O,O,O,X,X,X,X,X
ZLSOTIJ,X,O,X,O,O,X,X,X
ZLSOTJI,O,O,X,O,O,X,X,X
ZLSOITJ,X,O,X,O,O,X,X,X
ZLSOIJT,X,O,X,O,O,X,X,X
ZLSOJTI,O,O,X,X,O,X,X,X
ZLSOJIT,O,O,X,O,O,X,X,X
ZLOTIJS,O,X,X,O,X,X,X,X
ZLOTISJ,X,O,X,O,O,X,X,X
ZLOTJIS,O,X,X,O,X,X,X,X
ZLOTJSI,O,X,X,O,X,X,X,X
ZLOTSIJ,O,O,X,O,O,X,X,X
ZLOTSJI,O,O,X,O,O,X,X,X
ZLOITJS,O,X,X,O,X,X,X,X
ZLOITSJ,X,O,X,O,O,X,X,X
ZLOIJTS,O,X,X,O,X,X,X,X
ZLOIJST,O,X,X,O,O,X,X,X
ZLOISTJ,X,O,X,O,O,X,X,X
ZLOISJT,X,O,X,O,O,X,X,X
ZLOJTIS,O,X,X,X,X,X,X,X
ZLOJTSI,O,X,X,X,X,X,X,X
ZLOJITS,O,X,X,O,X,X,X,X
ZLOJIST,O,X,X,O,O,X,X,X
ZLOJSTI,O,X,X,X,O,X,X,X
ZLOJSIT,O,X,X,O,O,X,X,X
ZLOSTIJ,X,O,X,O,O,X,X,X
ZLOSTJI,O,O,X,O,O,X,X,X
ZLOSITJ,X,O,X,O,O,X,X,X
ZLOSIJT,X,O,X,O,O,X,X,X
ZLOSJTI,O,O,X,X,O,X,X,X
ZLOSJIT,O,O,X,O,O,X,X,X
ZJTILSO,O,X,O,X,X,O,O,X
ZJTILOS,O,X,O,X,X,O,O,X
ZJTISLO,O,X,O,X,X,O,X,X
ZJTISOL,O,X,O,X,X,O,X,X
ZJTIOLS,O,X,O,X,X,O,O,X
ZJTIOSL,O,X,O,X,X,O,X,X
ZJTLISO,O,X,O,X,X,X,O,X
ZJTLIOS,O,X,O,X,X,X,O,X
ZJTLSIO,O,X,O,X,X,X,O,X
ZJTLSOI,O,X,O,X,X,X,O,X
ZJTLOIS,O,X,O,X,X,X,O,X
ZJTLOSI,O,X,O,X,X,X,O,X
ZJTSILO,O,X,O,X,X,O,X,X
ZJTSIOL,O,X,O,X,X,O,X,X
ZJTSLIO,O,X,O,X,X,X,O,X
ZJTSLOI,O,X,O,X,X,X,O,X
ZJTSOIL,O,X,O,X,X,O,X,X
ZJTSOLI,O,X,O,X,X,X,O,X
ZJTOILS,O,X,O,X,X,O,O,X
ZJTOISL,O,X,O,X,X,O,X,X
ZJTOLIS,O,X,O,X,X,X,O,X
ZJTOLSI,O,X,O,X,X,X,O,X
ZJTOSIL,O,X,O,X,X,O,X,X
ZJTOSLI,O,X,O,X,X,X,O,X
ZJITLSO,O,X,O,X,X,O,X,X
ZJITLOS,O,X,O,X,X,O,X,X
ZJITSLO,O,X,O,X,X,O,X,X
ZJITSOL,O,X,O,X,X,O,X,X
ZJITOLS,O,X,O,X,X,O,X,X
ZJITOSL,O,X,O,X,X,O,X,X
ZJILTSO,O,O,O,X,X,X,X,X
ZJILTOS,O,X,O,X,X,X,X,X
ZJILSTO,O,O,O,X,X,X,X,X
ZJILSOT,X,O,O,X,X,X,X,X
ZJILOTS,O,X,O,X,X,X,X,X
ZJILOST,O,X,O,X,X,X,X,X
ZJISTLO,O,O,O,X,X,O,X,X
ZJISTOL,O,X,O,X,X,O,X,X
ZJISLTO,O,O,O,X,X,X,X,X
ZJISLOT,X,O,O,X,X,X,X,X
ZJISOTL,O,X,O,X,X,X,X,X
ZJISOLT,O,O,O,X,X,X,X,X
ZJIOTLS,O,X,O,X,X,X,X,X
ZJIOTSL,O,X,O,X,X,X,X,X
ZJIOLTS,O,X,O,X,X,X,X,X
ZJIOLST,O,X,O,X,X,X,X,X
ZJIOSTL,O,X,O,X,X,X,X,X
ZJIOSLT,O,X,O,X,X,X,X,X
ZJLTISO,O,O,O,X,X,X,O,X
ZJLTIOS,O,X,O,X,X,X,O,X
ZJLTSIO,O,O,O,X,X,X,O,X
ZJLTSOI,O,O,O,X,X,X,O,X
ZJLTOIS,O,X,O,X,X,X,O,X
ZJLTOSI,O,X,O,X,X,X,O,X
ZJLITSO,O,O,O,X,X,X,O,X
ZJLITOS,O,X,O,X,X,X,O,X
ZJLISTO,O,O,O,X,X,X,X,X
ZJLISOT,X,O,O,X,X,X,X,X
ZJLIOTS,O,X,O,X,X,X,X,X
ZJLIOST,O,X,O,X,X,X,X,X
ZJLSTIO,O,O,O,X,X,X,X,X
ZJLSTOI,O,O,O,X,O,X,X,X
ZJLSITO,O,O,O,X,X,X,X,X
ZJLSIOT,X,O,O,X,X,X,X,X
ZJLSOTI,O,O,O,X,X,X,X,X
ZJLSOIT,O,O,O,X,X,X,X,X
ZJLOTIS,O,X,O,X,X,X,X,X
ZJLOTSI,O,X,O,X,X,X,X,X
ZJLOITS,O,X,O,X,X,X,X,X
ZJLOIST,O,X,O,X,X,X,X,X
ZJLOSTI,O,X,O,X,X,X,X,X
ZJLOSIT,O,X,O,X,X,X,X,X
ZJSTILO,O,O,O,X,X,O,X,X
ZJSTIOL,O,X,O,X,X,O,X,X
ZJSTLIO,O,O,O,X,X,X,X,X
ZJSTLOI,O,O,O,X,O,X,X,X
ZJSTOIL,O,X,O,X,X,O,X,X
ZJSTOLI,O,X,O,X,O,X,X,X
ZJSITLO,O,O,O,X,X,O,X,X
ZJSITOL,O,X,O,X,X,O,X,X
ZJSILTO,O,O,O,X,X,X,X,X
ZJSILOT,X,O,O,X,X,X,X,X
ZJSIOTL,O,X,O,X,X,X,X,X
ZJSIOLT,O,O,O,X,X,X,X,X
ZJSLTIO,O,O,O,X,X,X,X,X
ZJSLTOI,O,O,O,X,O,X,X,X
ZJSLITO,O,O,O,X,X,X,X,X
ZJSLIOT,X,O,O,X,X,X,X,X
ZJSLOTI,O,O,O,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,X,X,X
ZJSOTIL,O,X,O,X,X,X,X,X
ZJSOTLI,O,X,O,X,O,X,X,X
ZJSOITL,O,X,O,X,X,X,X,X
ZJSOILT,O,O,O,X,X,X,X,X
ZJSOLTI,O,O,O,X,O,X,X,X
ZJSOLIT,O,O,O,X,O,X,X,X
ZJOTILS,O,X,O,X,X,X,O,X
ZJOTISL,O,X,O,X,X,X,X,X
ZJOTLIS,O,X,O,X,X,X,O,X
ZJOTLSI,O,X,O,X,X,X,O,X
ZJOTSIL,O,X,O,X,X,X,X,X
ZJOTSLI,O,X,O,X,X,X,O,X
ZJOITLS,O,X,O,X,X,X,X,X
ZJOITSL,O,X,O,X,X,X,X,X
ZJOILTS,O,X,O,X,X,X,X,X
ZJOILST,O,X,O,X,X,X,X,X
ZJOISTL,O,X,O,X,X,X,X,X
ZJOISLT,O,X,O,X,X,X,X,X
ZJOLTIS,O,X,O,X,X,X,O,X
ZJOLTSI,O,X,O,X,X,X,O,X
ZJOLITS,O,X,O,X,X,X,O,X
ZJOLIST,O,X,O,X,O,X,X,X
ZJOLSTI,O,X,O,X,O,X,X,X
ZJOLSIT,O,X,O,X,O,X,X,X
ZJOSTIL,O,X,O,X,X,X,X,X
ZJOSTLI,O,X,O,X,O,X,X,X
ZJOSITL,O,X,O,X,X,X,X,X
ZJOSILT,O,X,O,X,X,X,X,X
ZJOSLTI,O,X,O,X,O,X,X,X
ZJOSLIT,O,X,O,X,O,X,X,X
ZSTILJO,O,O,X,X,X,O,X,X
ZSTILOJ,O,O,X,X,O,O,X,X
ZSTIJLO,O,O,X,X,X,O,X,X
ZSTIJOL,O,X,X,X,X,O,X,O
ZSTIOLJ,O,X,X,X,O,O,X,X
ZSTIOJL,X,X,X,X,X,O,X,O
ZSTLIJO,O,O,X,X,X,O,X,X
ZSTLIOJ,O,O,X,X,O,O,X,X
ZSTLJIO,O,O,X,X,X,X,X,X
ZSTLJOI,O,O,X,X,O,X,X,X
ZSTLOIJ,O,O,X,X,O,O,X,X
ZSTLOJI,O,O,X,X,O,X,X,X
ZSTJILO,O,O,X,X,X,O,X,X
ZSTJIOL,O,X,X,X,X,O,X,O
ZSTJLIO,O,O,X,X,X,X,X,X
ZSTJLOI,O,O,X,X,O,X,X,X
ZSTJOIL,O,X,X,X,X,O,X,O
ZSTJOLI,O,X,X,X,O,X,X,X
ZSTOILJ,O,X,X,X,O,O,X,X
ZSTOIJL,X,X,X,X,X,O,X,O
ZSTOLIJ,O,X,X,X,O,O,X,X
ZSTOLJI,O,X,X,X,O,X,X,X
ZSTOJIL,O,X,X,X,X,O,X,O
ZSTOJLI,O,X,X,X,O,X,X,X
ZSITLJO,O,O,X,X,X,O,X,X
ZSITLOJ,O,O,X,X,O,O,X,X
ZSITJLO,O,O,X,X,X,O,X,X
ZSITJOL,O,X,X,X,X,O,X,O
ZSITOLJ,O,X,X,X,O,O,X,X
ZSITOJL,X,X,X,X,X,O,X,O
ZSILTJO,O,O,X,X,X,O,X,X
ZSILTOJ,O,O,X,X,O,O,X,X
ZSILJTO,X,O,X,X,X,X,X,X
ZSILJOT,X,O,X,X,X,X,X,X
ZSILOTJ,X,O,X,X,X,X,X,X
ZSILOJT,X,O,X,X,X,X,X,X
ZSIJTLO,O,O,O,X,X,O,X,X
ZSIJTOL,O,X,O,X,X,O,X,O
ZSIJLTO,O,O,O,X,X,X,X,X
ZSIJLOT,X,O,X,X,X,X,X,X
ZSIJOTL,O,X,O,X,X,X,X,O
ZSIJOLT,O,O,X,X,X,X,X,X
ZSIOTLJ,O,X,X,X,O,O,X,X
ZSIOTJL,X,X,X,O,X,O,X,O
ZSIOLTJ,X,O,X,X,O,X,X,X
ZSIOLJT,X,O,X,X,O,X,X,X
ZSIOJTL,X,X,X,O,X,X,X,O
ZSIOJLT,X,O,X,O,X,X,X,X
ZSLTIJO,O,O,X,X,X,O,X,X
ZSLTIOJ,O,O,X,X,O,O,X,X
ZSLTJIO,O,O,X,X,X,X,X,X
ZSLTJOI,O,O,X,X,O,X,X,X
ZSLTOIJ,O,O,X,X,O,O,X,X
ZSLTOJI,O,O,X,X,O,X,X,X
ZSLITJO,O,O,X,X,X,O,X,X
ZSLITOJ,O,O,X,X,O,O,X,X
ZSLIJTO,X,O,O,X,X,X,X,X
ZSLIJOT,X,O,O,X,X,X,X,X
ZSLIOTJ,X,O,X,O,X,X,X,X
ZSLIOJT,X,O,X,O,X,X,X,X
ZSLJTIO,O,O,O,X,X,X,X,X
ZSLJTOI,O,O,O,X,O,X,X,X
ZSLJITO,O,O,O,X,X,X,X,X
ZSLJIOT,X,O,O,X,X,X,X,X
ZSLJOTI,O,O,O,X,X,X,X,X
ZSLJOIT,O,O,O,X,X,X,X,X
ZSLOTIJ,X,O,X,O,O,X,X,X
ZSLOTJI,O,O,X,O,O,X,X,X
ZSLOITJ,X,O,X,O,O,X,X,X
ZSLOIJT,X,O,X,O,O,X,X,X
ZSLOJTI,O,O,X,X,O,X,X,X
ZSLOJIT,O,O,X,O,O,X,X,X
ZSJTILO,O,O,O,X,X,O,X,X
ZSJTIOL,O,X,O,X,X,O,X,O
ZSJTLIO,O,O,O,X,X,X,X,X
ZSJTLOI,O,O,O,X,O,X,X,X
ZSJTOIL,O,X,O,X,X,O,X,O
ZSJTOLI,O,X,O,X,O,X,X,X
ZSJITLO,O,O,O,X,X,O,X,X
ZSJITOL,O,X,O,X,X,O,X,O
ZSJILTO,O,O,O,X,X,X,X,X
ZSJILOT,X,O,O,X,X,X,X,X
ZSJIOTL,O,X,O,X,X,X,X,O
ZSJIOLT,O,O,O,X,X,X,X,X
ZSJLTIO,O,O,O,X,X,X,X,X
ZSJLTOI,O,O,O,X,O,X,X,X
ZSJLITO,O,O,O,X,X,X,X,X
ZSJLIOT,X,O,O,X,X,X,X,X
ZSJLOTI,O,O,O,X,X,X,X,X
ZSJLOIT,O,O,O,X,X,X,X,X
ZSJOTIL,O,X,O,X,X,X,X,O
ZSJOTLI,O,X,O,X,O,X,X,X
ZSJOITL,O,X,O,X,X,X,X,O
ZSJOILT,O,O,O,X,X,X,X,X
ZSJOLTI,O,O,O,X,O,X,X,X
ZSJOLIT,O,O,O,X,O,X,X,X
ZSOTILJ,O,X,X,X,O,O,X,X
ZSOTIJL,X,X,X,O,X,O,X,O
ZSOTLIJ,O,X,X,O,O,O,X,X
ZSOTLJI,O,X,X,O,O,X,X,X
ZSOTJIL,O,X,X,O,X,O,X,O
ZSOTJLI,O,X,X,O,O,X,X,X
ZSOITLJ,O,X,X,X,O,O,X,X
ZSOITJL,X,X,X,O,X,O,X,O
ZSOILTJ,X,O,X,X,O,X,X,X
ZSOILJT,X,O,X,X,O,X,X,X
ZSOIJTL,X,X,O,O,X,X,X,O
ZSOIJLT,X,O,O,O,X,X,X,X
ZSOLTIJ,X,O,X,O,O,X,X,X
ZSOLTJI,O,O,X,O,O,X,X,X
ZSOLITJ,X,O,X,O,O,X,X,X
ZSOLIJT,X,O,O,O,O,X,X,X
ZSOLJTI,O,O,O,X,O,X,X,X
ZSOLJIT,O,O,O,O,O,X,X,X
ZSOJTIL,O,X,O,X,X,X,X,O
ZSOJTLI,O,X,O,X,O,X,X,X
ZSOJITL,O,X,O,O,X,X,X,O
ZSOJILT,O,O,O,O,X,X,X,X
ZSOJLTI,O,O,O,X,O,X,X,X
ZSOJLIT,O,O,O,O,O,X,X,X
ZOTILJS,O,X,X,X,X,O,X,X
ZOTILSJ,X,X,X,X,X,O,X,X
ZOTIJLS,O,X,X,X,X,O,X,X
ZOTIJSL,O,X,X,X,X,O,X,X
ZOTISLJ,X,X,X,X,X,O,X,X
ZOTISJL,X,X,X,X,X,O,X,O
ZOTLIJS,O,X,X,O,X,O,O,X
ZOTLISJ,X,X,X,O,O,O,X,X
ZOTLJIS,O,X,X,O,X,X,O,X
ZOTLJSI,O,X,X,O,X,X,O,X
ZOTLSIJ,O,X,X,O,O,O,X,X
ZOTLSJI,O,X,X,O,O,X,X,X
ZOTJILS,O,X,X,X,X,O,O,X
ZOTJISL,O,X,X,X,X,O,X,X
ZOTJLIS,O,X,X,O,X,X,O,X
ZOTJLSI,O,X,X,O,X,X,O,X
ZOTJSIL,O,X,X,O,X,O,X,X
ZOTJSLI,O,X,X,O,X,X,O,X
ZOTSILJ,O,X,X,X,O,O,X,X
ZOTSIJL,X,X,X,O,X,O,X,O
ZOTSLIJ,O,X,X,O,O,O,X,X
ZOTSLJI,O,X,X,O,O,X,X,X
ZOTSJIL,O,X,X,O,X,O,X,O
ZOTSJLI,O,X,X,O,O,X,X,X
ZOITLJS,O,X,X,X,X,O,X,X
ZOITLSJ,X,X,X,X,X,O,X,X
ZOITJLS,O,X,X,X,X,O,X,X
ZOITJSL,O,X,X,X,X,O,X,X
ZOITSLJ,X,X,X,X,X,O,X,X
ZOITSJL,X,X,X,X,X,O,X,O
ZOILTJS,O,X,X,X,X,X,X,X
ZOILTSJ,X,O,X,X,O,X,X,X
ZOILJTS,O,X,X,X,X,X,X,X
ZOILJST,O,X,X,X,O,X,X,X
ZOILSTJ,X,O,X,X,O,X,X,X
ZOILSJT,X,O,X,X,O,X,X,X
ZOIJTLS,O,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,O,O,X,X
ZOISTJL,X,X,X,X,X,O,X,O
ZOISLTJ,X,O,X,X,O,X,X,X
ZOISLJT,X,O,X,X,O,X,X,X
ZOISJTL,X,X,X,X,X,X,X,O
ZOISJLT,X,O,X,X,X,X,X,X
ZOLTIJS,O,X,X,O,X,X,O,X
ZOLTISJ,X,O,X,O,O,X,X,X
ZOLTJIS,O,X,X,O,X,X,O,X
ZOLTJSI,O,X,X,O,X,X,O,X
ZOLTSIJ,O,O,X,O,O,X,X,X
ZOLTSJI,O,O,X,O,O,X,X,X
ZOLITJS,O,X,X,O,X,X,O,X
ZOLITSJ,X,O,X,O,O,X,X,X
ZOLIJTS,O,X,O,O,X,X,O,X
ZOLIJST,O,X,O,O,O,X,X,X
ZOLISTJ,X,O,X,O,O,X,X,X
ZOLISJT,X,O,O,O,O,X,X,X
ZOLJTIS,O,X,O,X,X,X,O,X
ZOLJTSI,O,X,O,X,X,X,O,X
ZOLJITS,O,X,O,O,X,X,O,X
ZOLJIST,O,X,O,O,O,X,X,X
ZOLJSTI,O,X,O,X,O,X,X,X
ZOLJSIT,O,X,O,O,O,X,X,X
ZOLSTIJ,X,O,X,O,O,X,X,X
ZOLSTJI,O,O,X,O,O,X,X,X
ZOLSITJ,X,O,X,O,O,X,X,X
ZOLSIJT,X,O,O,O,O,X,X,X
ZOLSJTI,O,O,O,X,O,X,X,X
ZOLSJIT,O,O,O,O,O,X,X,X
ZOJTILS,O,X,O,X,X,X,O,X
ZOJTISL,O,X,O,X,X,X,X,X
ZOJTLIS,O,X,O,X,X,X,O,X
ZOJTLSI,O,X,O,X,X,X,O,X
ZOJTSIL,O,X,O,X,X,X,X,X
ZOJTSLI,O,X,O,X,X,X,O,X
ZOJITLS,O,X,O,X,X,X,X,X
ZOJITSL,O,X,O,X,X,X,X,X
ZOJILTS,O,X,O,X,X,X,X,X
ZOJILST,O,X,O,X,X,X,X,X
ZOJISTL,O,X,O,X,X,X,X,X
ZOJISLT,O,X,O,X,X,X,X,X
ZOJLTIS,O,X,O,X,X,X,O,X
ZOJLTSI,O,X,O,X,X,X,O,X
ZOJLITS,O,X,O,O,X,X,O,X
ZOJLIST,O,X,O,O,O,X,X,X
ZOJLSTI,O,X,O,X,O,X,X,X
ZOJLSIT,O,X,O,O,O,X,X,X
ZOJSTIL,O,X,O,X,X,X,X,X
ZOJSTLI,O,X,O,X,O,X,X,X
ZOJSITL,O,X,O,O,X,X,X,X
ZOJSILT,O,X,O,O,X,X,X,X
ZOJSLTI,O,X,O,X,O,X,X,X
ZOJSLIT,O,X,O,O,O,X,X,X
ZOSTILJ,O,X,X,X,O,O,X,X
ZOSTIJL,X,X,X,O,X,O,X,O
ZOSTLIJ,O,X,X,O,O,O,X,X
ZOSTLJI,O,X,X,O,O,X,X,X
ZOSTJIL,O,X,X,O,X,O,X,O
ZOSTJLI,O,X,X,O,O,X,X,X
ZOSITLJ,O,X,X,X,O,O,X,X
ZOSITJL,X,X,X,O,X,O,X,O
ZOSILTJ,X,O,X,X,O,X,X,X
ZOSILJT,X,O,X,X,O,X,X,X
ZOSIJTL,X,X,O,O,X,X,X,O
ZOSIJLT,X,O,O,O,X,X,X,X
ZOSLTIJ,X,O,X,O,O,X,X,X
ZOSLTJI,O,O,X,O,O,X,X,X
ZOSLITJ,X,O,X,O,O,X,X,X
ZOSLIJT,X,O,O,O,O,X,X,X
ZOSLJTI,O,O,O,X,O,X,X,X
ZOSLJIT,O,O,O,O,O,X,X,X
ZOSJTIL,O,X,O,X,X,X,X,O
ZOSJTLI,O,X,O,X,O,X,X,X
ZOSJITL,O,X,O,O,X,X,X,O
ZOSJILT,O,O,O,O,X,X,X,X
ZOSJLTI,O,O,O,X,O,X,X,X
ZOSJLIT,O,O,O,O,O,X,X,X
OTILJSZ,O,X,X,O,X,X,O,X
OTILJZS,O,X,X,O,X,X,O,X
OTILSJZ,X,X,X,O,X,X,O,O
OTILSZJ,X,X,X,O,X,O,X,X
OTILZJS,X,X,X,O,X,O,O,X
OTILZSJ,X,X,X,O,X,O,X,X
OTIJLSZ,O,X,X,O,X,X,O,X
OTIJLZS,O,X,X,O,X,X,O,X
OTIJSLZ,O,X,X,O,X,X,X,O
OTIJSZL,O,X,X,O,X,O,X,O
OTIJZLS,O,X,X,X,X,O,O,X
OTIJZSL,O,X,X,X,X,O,X,X
OTISLJZ,X,X,X,O,X,X,X,O
OTISLZJ,X,X,X,O,X,O,X,X
OTISJLZ,X,X,X,O,X,X,X,O
OTISJZL,X,X,X,O,X,O,X,O
OTISZLJ,X,X,X,X,X,O,X,X
OTISZJL,X,X,X,O,X,O,X,O
OTIZLJS,O,X,X,X,X,O,X,X
OTIZLSJ,X,X,X,X,X,O,X,X
OTIZJLS,O,X,X,X,X,O,X,X
OTIZJSL,O,X,X,X,X,O,X,X
OTIZSLJ,X,X,X,X,X,O,X,X
OTIZSJL,X,X,X,X,X,O,X,O
OTLIJSZ,O,X,O,O,X,X,O,X
OTLIJZS,O,X,O,O,X,X,O,X
OTLISJZ,X,X,O,O,O,X,O,O
OTLISZJ,X,X,X,O,O,O,X,X
OTLIZJS,X,X,X,O,X,O,O,X
OTLIZSJ,X,X,X,O,O,O,X,X
OTLJISZ,O,X,O,O,X,X,O,X
OTLJIZS,O,X,O,O,X,X,O,X
OTLJSIZ,O,X,O,O,X,X,O,X
OTLJSZI,O,X,O,O,X,X,O,X
OTLJZIS,O,X,O,O,X,X,O,X
OTLJZSI,O,X,O,O,X,X,O,X
OTLSIJZ,O,X,O,O,O,X,O,O
OTLSIZJ,X,X,X,O,O,O,X,X
OTLSJIZ,O,X,O,O,O,X,O,O
OTLSJZI,O,X,O,O,O,X,O,X
OTLSZIJ,X,X,X,O,O,O,X,X
OTLSZJI,X,X,X,O,O,X,X,X
OTLZIJS,O,X,X,O,X,O,O,X
OTLZISJ,X,X,X,O,O,O,X,X
OTLZJIS,O,X,X,O,X,X,O,X
OTLZJSI,O,X,X,O,X,X,O,X
OTLZSIJ,X,X,X,O,O,O,X,X
OTLZSJI,O,X,X,O,O,X,X,X
OTJILSZ,O,X,O,O,X,X,O,X
OTJILZS,O,X,O,O,X,X,O,X
OTJISLZ,O,X,O,O,X,X,X,O
OTJISZL,O,X,O,O,X,O,X,O
OTJIZLS,O,X,X,X,X,O,O,X
OTJIZSL,O,X,X,X,X,O,X,X
OTJLISZ,O,X,O,O,X,X,O,X
OTJLIZS,O,X,O,O,X,X,O,X
OTJLSIZ,O,X,O,O,X,X,O,X
OTJLSZI,O,X,O,O,X,X,O,X
OTJLZIS,O,X,O,O,X,X,O,X
OTJLZSI,O,X,O,O,X,X,O,X
OTJSILZ,O,X,O,O,X,X,X,O
OTJSIZL,O,X,O,O,X,O,X,O
OTJSLIZ,O,X,O,O,X,X,O,O
OTJSLZI,O,X,O,O,X,X,O,X
OTJSZIL,O,X,O,O,X,O,X,O
OTJSZLI,O,X,O,O,X,X,O,X
OTJZILS,O,X,O,X,X,O,O,X
OTJZISL,O,X,O,X,X,O,X,X
OTJZLIS,O,X,O,O,X,X,O,X
OTJZLSI,O,X,O,O,X,X,O,X
OTJZSIL,O,X,O,O,X,O,X,X
OTJZSLI,O,X,O,O,X,X,O,X
OTSILJZ,O,X,X,O,O,X,X,O
OTSILZJ,X,X,X,O,O,O,X,X
OTSIJLZ,X,X,O,O,X,X,X,O
OTSIJZL,X,X,O,O,X,O,X,O
OTSIZLJ,O,X,X,X,O,O,X,X
OTSIZJL,X,X,X,O,X,O,X,O
OTSLIJZ,O,X,O,O,O,X,O,O
OTSLIZJ,X,X,X,O,O,O,X,X
OTSLJIZ,O,X,O,O,O,X,O,O
OTSLJZI,O,X,O,O,O,X,O,X
OTSLZIJ,X,X,X,O,O,O,X,X
OTSLZJI,X,X,X,O,O,X,X,X
OTSJILZ,O,X,O,O,X,X,X,O
OTSJIZL,O,X,O,O,X,O,X,O
OTSJLIZ,O,X,O,O,O,X,O,O
OTSJLZI,O,X,O,O,O,X,O,X
OTSJZIL,O,X,O,O,X,O,X,O
OTSJZLI,O,X,O,O,O,X,O,X
OTSZILJ,O,X,X,X,O,O,X,X
OTSZIJL,X,X,X,O,X,O,X,O
OTSZLIJ,O,X,X,O,O,O,X,X
OTSZLJI,O,X,X,O,O,X,X,X
OTSZJIL,O,X,X,O,X,O,X,O
OTSZJLI,O,X,X,O,O,X,X,X
OTZILJS,O,X,X,X,X,O,X,X
OTZILSJ,X,X,X,X,X,O,X,X
OTZIJLS,O,X,X,X,X,O,X,X
OTZIJSL,O,X,X,X,X,O,X,X
OTZISLJ,X,X,X,X,X,O,X,X
OTZISJL,X,X,X,X,X,O,X,O
OTZLIJS,O,X,X,O,X,O,O,X
OTZLISJ,X,X,X,O,O,O,X,X
OTZLJIS,O,X,X,O,X,X,O,X
OTZLJSI,O,X,X,O,X,X,O,X
OTZLSIJ,O,X,X,O,O,O,X,X
OTZLSJI,O,X,X,O,O,X,X,X
OTZJILS,O,X,X,X,X,O,O,X
OTZJISL,O,X,X,X,X,O,X,X
OTZJLIS,O,X,X,O,X,X,O,X
OTZJLSI,O,X,X,O,X,X,O,X
OTZJSIL,O,X,X,O,X,O,X,X
OTZJSLI,O,X,X,O,X,X,O,X
OTZSILJ,O,X,X,X,O,O,X,X
OTZSIJL,X,X,X,O,X,O,X,O
OTZSLIJ,O,X,X,O,O,O,X,X
OTZSLJI,O,X,X,O,O,X,X,X
OTZSJIL,O,X,X,O,X,O,X,O
OTZSJLI,O,X,X,O,O,X,X,X
OITLJSZ,O,X,X,O,X,X,O,X
OITLJZS,O,X,X,O,X,X,O,X
OITLSJZ,X,X,X,O,X,X,O,O
OITLSZJ,X,X,X,O,X,O,X,X
OITLZJS,X,X,X,O,X,O,O,X
OITLZSJ,X,X,X,O,X,O,X,X
OITJLSZ,O,X,X,O,X,X,O,X
OITJLZS,O,X,X,O,X,X,O,X
OITJSLZ,O,X,X,O,X,X,X,O
OITJSZL,O,X,X,O,X,O,X,O
OITJZLS,O,X,X,X,X,O,O,X
OITJZSL,O,X,X,X,X,O,X,X
OITSLJZ,X,X,X,O,X,X,X,O
OITSLZJ,X,X,X,O,X,O,X,X
OITSJLZ,X,X,X,O,X,X,X,O
OITSJZL,X,X,X,O,X,O,X,O
OITSZLJ,X,X,X,X,X,O,X,X
OITSZJL,X,X,X,O,X,O,X,O
OITZLJS,O,X,X,X,X,O,X,X
OITZLSJ,X,X,X,X,X,O,X,X
OITZJLS,O,X,X,X,X,O,X,X
OITZJSL,O,X,X,X,X,O,X,X
OITZSLJ,X,X,X,X,X,O,X,X
OITZSJL,X,X,X,X,X,O,X,O
OILTJSZ,X,X,O,O,X,X,O,X
OILTJZS,X,X,O,O,X,X,O,X
OILTSJZ,X,O,O,O,O,X,O,O
OILTSZJ,X,O,X,O,O,X,X,X
OILTZJS,X,X,X,O,X,X,O,X
OILTZSJ,X,O,X,O,O,X,X,X
OILJTSZ,X,X,O,O,X,X,O,X
OILJTZS,X,X,O,O,X,X,O,X
OILJSTZ,X,X,O,O,O,X,O,X
OILJSZT,X,X,O,O,O,X,X,X
