sequence,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke0AJvhFlhB3iB?5oBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?arBGlBUqBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?crBesBClBTqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?asBGlBUqBTrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?cqBerBClBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeTBJvhFliB5oB?cqBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelAJvhF3iB5oB?0mBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelCJvhF5oBcqB?TmBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhF5oBFnB?GlBUqBTrBisB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke8FJvhF3iB5oB?1rBClB2vBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeVGJvhF3iB5oB?SqBzmB2wBUqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?zmBSqB2wBUqB
JLSZIOT,X,X,X,X,X,X,X,X,X,X,X,X
JLSZOTI,X,X,X,X,X,X,X,X,X,X,X,X
JLSZOIT,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X,X,X,X,X,X
JLZTISO,O,X,O,O,X,O,O,X,X,O,X,X
JLZTIOS,X,X,X,X,X,X,X,O,X,X,X,X
JLZTSIO,O,X,O,O,X,O,O,X,X,O,X,X
JLZTSOI,X,X,X,X,X,O,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,O,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,O,X,O,O,X,O,O,X,X,O,X,X
JLZITOS,X,X,X,X,X,X,X,O,X,X,X,X
JLZISTO,O,X,O,O,X,O,O,X,X,X,X,X
JLZISOT,X,X,X,X,X,O,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,O,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,X,O,O,X,O,O,X,X,X,X,X
JLZSTOI,X,X,X,X,X,O,X,X,X,X,X,X
JLZSITO,O,X,O,O,X,O,O,X,X,X,X,X
JLZSIOT,X,X,X,X,X,O,X,X,X,X,X,X
JLZSOTI,X,X,X,X,X,O,X,X,X,X,X,X
JLZSOIT,X,X,X,X,X,O,X,X,X,X,X,X
JLZOTIS,O,X,X,X,X,X,X,O,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,X,X,X,O,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,O,X,O,X,X,X,X,X,X,X,O
JLOTIZS,O,X,O,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,X,O,X,X,X,X,X,X,X,O
JLOTSZI,O,X,X,X,X,X,X,X,X,X,X,X
JLOTZIS,O,X,O,X,X,X,X,X,X,X,X,X
JLOTZSI,O,X,O,X,X,X,X,X,X,X,X,X
JLOITSZ,O,O,X,O,X,X,X,X,X,X,X,O
JLOITZS,O,X,O,X,X,X,X,X,X,X,X,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X,X,O
JLOISZT,O,X,X,X,X,X,X,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,O,X,O,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X,X,O
JLOSTZI,O,X,X,X,X,X,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,X,X,X,X,X,X,O
JLOSIZT,O,X,X,X,X,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,X,X,X,X,X,X
JLOZTSI,O,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,O,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,O,X,O,X,X,X,X,X,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X,X,X,X,X,X
JLOZSIT,O,X,O,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X,O,O,X
JSTILOZ,X,X,X,X,X,X,X,X,X,X,O,X
JSTIZLO,O,X,O,X,X,O,X,X,X,O,O,X
JSTIZOL,O,X,O,X,X,O,X,O,X,O,O,X
JSTIOLZ,X,X,X,X,X,X,X,X,X,X,O,X
JSTIOZL,X,X,O,X,X,X,X,X,X,O,O,X
JSTLIZO,O,O,X,X,X,X,X,X,X,O,O,X
JSTLIOZ,X,X,X,X,X,X,X,X,X,X,O,X
JSTLZIO,O,X,X,X,X,X,X,X,X,O,X,X
JSTLZOI,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,O,X,O,X,X,O,X,X,X,O,O,X
JSTZIOL,O,X,O,X,X,O,X,O,X,O,O,X
JSTZLIO,X,X,O,X,X,O,X,X,X,O,X,X
JSTZLOI,X,X,X,X,X,O,X,X,X,X,X,X
JSTZOIL,X,X,O,X,X,O,X,O,X,O,X,X
JSTZOLI,X,X,X,X,X,O,X,X,X,X,X,X
JSTOILZ,X,X,X,X,X,X,X,X,X,X,O,X
JSTOIZL,X,X,O,X,X,X,X,X,X,O,O,X
JSTOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
JSTOLZI,X,X,X,X,X,X,X,X,X,X,X,X
JSTOZIL,X,X,O,X,X,X,X,X,X,O,X,X
JSTOZLI,X,X,O,X,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X,O,O,X
JSITLOZ,X,X,X,X,X,X,X,X,X,X,O,X
JSITZLO,O,X,O,X,X,O,X,X,X,O,O,X
JSITZOL,O,X,O,X,X,O,X,O,X,O,O,X
JSITOLZ,X,X,X,X,X,X,X,X,X,X,O,X
JSITOZL,X,X,O,X,X,X,X,X,X,O,O,X
JSILTZO,O,O,X,X,X,X,O,X,X,O,O,X
JSILTOZ,X,X,X,X,X,X,X,X,X,X,O,X
JSILZTO,O,X,X,X,X,X,O,X,X,X,X,X
JSILZOT,X,X,X,X,X,X,X,X,X,X,X,X
JSILOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JSILOZT,X,X,X,X,X,X,X,X,X,X,X,X
JSIZTLO,O,X,O,X,O,O,X,X,X,O,O,X
JSIZTOL,O,X,O,X,O,O,X,O,X,O,O,X
JSIZLTO,O,O,O,X,O,O,X,X,X,X,X,X
JSIZLOT,X,X,X,X,X,O,X,X,X,X,X,X
JSIZOTL,X,X,O,X,O,O,X,O,X,X,X,X
JSIZOLT,X,O,X,X,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X,X,O,O
JSIOTZL,O,X,O,X,X,X,X,X,X,O,O,O
JSIOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
JSIOLZT,O,X,X,X,X,X,X,X,X,X,X,X
JSIOZTL,O,X,O,X,O,X,X,X,X,X,X,O
JSIOZLT,X,O,O,X,O,X,X,X,X,X,X,X
JSLTIZO,O,O,X,X,X,X,O,X,X,O,O,X
JSLTIOZ,X,X,X,X,X,X,X,X,X,X,O,X
JSLTZIO,O,X,X,X,X,X,O,X,X,O,X,X
JSLTZOI,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,O,X,X,O,O,X
JSLITOZ,X,X,X,X,X,X,X,X,X,X,O,X
JSLIZTO,O,X,X,X,X,X,O,X,X,X,X,X
JSLIZOT,X,X,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JSLIOZT,X,X,X,X,X,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,X,O,X,X,X,X,X
JSLZTOI,X,X,X,X,X,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,O,X,X,X,X,X
JSLZIOT,X,X,X,X,X,X,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,X,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZTI,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZIT,X,X,X,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,O,X,O,O,X,X,X,O,O,X
JSZTIOL,O,X,O,X,O,O,X,O,X,O,O,X
JSZTLIO,X,X,O,X,O,O,X,X,X,O,X,X
JSZTLOI,X,X,X,X,X,O,X,X,X,X,X,X
JSZTOIL,X,X,O,X,O,O,X,O,X,O,X,X
JSZTOLI,X,X,X,X,X,O,X,X,X,X,X,X
JSZITLO,O,X,O,X,O,O,X,X,X,O,O,X
JSZITOL,O,X,O,X,O,O,X,O,X,O,O,X
JSZILTO,O,O,O,X,O,O,X,X,X,X,X,X
JSZILOT,X,X,X,X,X,O,X,X,X,X,X,X
JSZIOTL,X,X,O,X,O,O,X,O,X,X,X,X
JSZIOLT,X,O,X,X,O,O,X,X,X,X,X,X
JSZLTIO,O,O,O,X,O,O,X,X,X,X,X,X
JSZLTOI,X,X,X,X,X,O,X,X,X,X,X,X
JSZLITO,O,O,O,X,O,O,X,X,X,X,X,X
JSZLIOT,X,X,X,X,X,O,X,X,X,X,X,X
JSZLOTI,X,X,X,X,X,O,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,O,X,X,X,X,X,X
JSZOTIL,X,X,O,X,O,O,X,O,X,X,X,X
JSZOTLI,X,X,X,X,O,O,X,X,X,X,X,X
JSZOITL,X,X,O,X,O,O,X,O,X,X,X,X
JSZOILT,X,O,X,X,O,O,X,X,X,X,X,X
JSZOLTI,X,O,X,X,O,O,X,X,X,X,X,X
JSZOLIT,X,O,X,X,O,O,X,X,X,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X,X,X,O,O
JSOTIZL,O,X,O,X,X,X,X,X,X,O,O,O
JSOTLIZ,O,O,X,X,X,X,X,X,X,X,X,O
JSOTLZI,O,X,X,X,X,X,X,X,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X,X,O,X,O
JSOTZLI,X,X,O,X,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,O,O
JSOITZL,O,X,O,X,X,X,X,X,X,O,O,O
JSOILTZ,O,O,X,X,X,X,X,X,X,X,X,O
JSOILZT,O,X,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,X,O,X,O,X,X,X,X,X,X,O
JSOIZLT,X,O,O,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X,X,O
JSOLTZI,O,X,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,X,X,X,O
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,X,O,X,O,X,X,X,X,X,X,O
JSOZTLI,X,X,O,X,O,X,X,X,X,X,X,X
JSOZITL,O,X,O,X,O,X,X,X,X,X,X,O
JSOZILT,X,O,O,X,O,X,X,X,X,X,X,X
JSOZLTI,X,O,O,X,O,X,X,X,X,X,X,X
JSOZLIT,X,O,O,X,O,X,X,X,X,X,X,X
JZTILSO,X,X,O,O,O,O,X,X,X,O,X,X
JZTILOS,X,X,X,X,X,X,X,O,X,X,X,X
JZTISLO,O,X,O,X,O,O,X,X,X,O,O,X
JZTISOL,O,X,O,X,O,O,X,O,X,O,O,X
JZTIOLS,X,X,O,X,O,X,X,O,X,X,X,X
JZTIOSL,X,X,O,X,O,O,X,O,X,O,X,X
JZTLISO,X,X,O,O,O,O,X,X,X,O,X,X
JZTLIOS,X,X,X,X,X,X,X,O,X,X,X,X
JZTLSIO,X,X,O,O,O,O,X,X,X,O,X,X
JZTLSOI,X,X,X,X,X,O,X,X,X,X,X,X
JZTLOIS,X,X,X,X,X,X,X,O,X,X,X,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,O,X,O,X,O,O,X,X,X,O,O,X
JZTSIOL,O,X,O,X,O,O,X,O,X,O,O,X
JZTSLIO,X,X,O,X,O,O,X,X,X,O,X,X
JZTSLOI,X,X,X,X,X,O,X,X,X,X,X,X
JZTSOIL,X,X,O,X,O,O,X,O,X,O,X,X
JZTSOLI,X,X,X,X,X,O,X,X,X,X,X,X
JZTOILS,X,X,O,X,O,X,X,O,X,X,X,X
JZTOISL,X,X,O,X,O,O,X,O,X,O,X,X
JZTOLIS,X,X,O,X,O,X,X,O,X,X,X,X
JZTOLSI,X,X,O,X,O,X,X,X,X,X,X,X
JZTOSIL,X,X,O,X,O,O,X,O,X,O,X,X
JZTOSLI,X,X,O,X,O,O,X,X,X,X,X,X
JZITLSO,X,X,O,O,O,O,X,X,X,O,X,X
JZITLOS,X,X,X,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,O,X,O,O,X,X,X,O,O,X
JZITSOL,O,X,O,X,O,O,X,O,X,O,O,X
JZITOLS,X,X,O,X,O,X,X,O,X,X,X,X
JZITOSL,X,X,O,X,O,O,X,O,X,O,X,X
JZILTSO,O,O,O,O,O,O,X,X,X,O,X,X
JZILTOS,X,X,X,X,X,X,X,O,X,X,X,X
JZILSTO,O,O,O,O,O,O,X,X,X,X,X,X
JZILSOT,X,X,X,X,X,O,X,X,X,X,X,X
JZILOTS,O,O,X,X,O,X,X,O,X,X,X,X
JZILOST,O,O,X,X,O,X,X,X,X,X,X,X
JZISTLO,O,X,O,X,O,O,X,X,X,O,O,X
JZISTOL,O,X,O,X,O,O,X,O,X,O,O,X
JZISLTO,O,O,O,X,O,O,X,X,X,X,X,X
JZISLOT,X,X,X,X,X,O,X,X,X,X,X,X
JZISOTL,X,X,O,X,O,O,X,O,X,X,X,X
JZISOLT,X,O,X,X,O,O,X,X,X,X,X,X
JZIOTLS,X,X,O,X,O,X,X,O,X,X,X,X
JZIOTSL,O,X,O,X,O,O,X,O,O,O,X,O
JZIOLTS,X,O,O,O,O,X,X,O,X,X,X,X
JZIOLST,X,O,O,O,O,X,X,X,X,X,X,X
JZIOSTL,O,X,O,X,O,O,X,O,O,X,X,O
JZIOSLT,X,O,O,X,O,O,X,X,X,X,X,X
JZLTISO,O,O,O,O,O,O,X,X,X,O,X,X
JZLTIOS,X,X,X,X,X,X,X,O,X,X,X,X
JZLTSIO,O,O,O,O,O,O,X,X,X,O,X,X
JZLTSOI,X,X,X,X,X,O,X,X,X,X,X,X
JZLTOIS,X,X,X,X,X,X,X,O,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,O,O,O,O,O,O,X,X,X,O,X,X
JZLITOS,X,X,X,X,X,X,X,O,X,X,X,X
JZLISTO,O,O,O,O,O,O,X,X,X,X,X,X
JZLISOT,X,X,X,X,X,O,X,X,X,X,X,X
JZLIOTS,O,O,X,X,O,X,X,O,X,X,X,X
JZLIOST,O,O,X,X,O,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,O,X,X,X,X,X,X
JZLSTOI,X,X,X,X,X,O,X,X,X,X,X,X
JZLSITO,O,O,O,O,O,O,X,X,X,X,X,X
JZLSIOT,X,X,X,X,X,O,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,O,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,O,X,X,X,X,X,X
JZLOTIS,O,O,X,X,O,X,X,O,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X,X,X,X,X
JZLOITS,O,O,X,X,O,X,X,O,X,X,X,X
JZLOIST,O,O,X,X,O,X,X,X,X,X,X,X
JZLOSTI,O,O,X,X,O,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,O,X,X,X,X,X,X,X
JZSTILO,O,X,O,X,O,O,X,X,X,O,O,X
JZSTIOL,O,X,O,X,O,O,X,O,X,O,O,X
JZSTLIO,X,X,O,X,O,O,X,X,X,O,X,X
JZSTLOI,X,X,X,X,X,O,X,X,X,X,X,X
JZSTOIL,X,X,O,X,O,O,X,O,X,O,X,X
JZSTOLI,X,X,X,X,X,O,X,X,X,X,X,X
JZSITLO,O,X,O,X,O,O,X,X,X,O,O,X
JZSITOL,O,X,O,X,O,O,X,O,X,O,O,X
JZSILTO,O,O,O,X,O,O,X,X,X,X,X,X
JZSILOT,X,X,X,X,X,O,X,X,X,X,X,X
JZSIOTL,X,X,O,X,O,O,X,O,X,X,X,X
JZSIOLT,X,O,X,X,O,O,X,X,X,X,X,X
JZSLTIO,O,O,O,X,O,O,X,X,X,X,X,X
JZSLTOI,X,X,X,X,X,O,X,X,X,X,X,X
JZSLITO,O,O,O,X,O,O,X,X,X,X,X,X
JZSLIOT,X,X,X,X,X,O,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,O,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,O,X,X,X,X,X,X
JZSOTIL,X,X,O,X,O,O,X,O,X,X,X,X
JZSOTLI,X,X,X,X,O,O,X,X,X,X,X,X
JZSOITL,X,X,O,X,O,O,X,O,X,X,X,X
JZSOILT,X,O,X,X,O,O,X,X,X,X,X,X
JZSOLTI,X,O,X,X,O,O,X,X,X,X,X,X
JZSOLIT,X,O,X,X,O,O,X,X,X,X,X,X
JZOTILS,X,X,O,X,O,X,X,O,X,X,X,X
JZOTISL,O,X,O,X,O,O,X,O,O,O,X,O
JZOTLIS,X,X,O,X,O,X,X,O,X,X,X,X
JZOTLSI,X,X,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,X,O,X,O,O,X,O,O,O,X,O
JZOTSLI,X,X,O,X,O,O,X,X,X,X,X,X
JZOITLS,X,X,O,X,O,X,X,O,X,X,X,X
JZOITSL,O,X,O,X,O,O,X,O,O,O,X,O
JZOILTS,X,O,O,O,O,X,X,O,X,X,X,X
JZOILST,X,O,O,O,O,X,X,X,X,X,X,X
JZOISTL,O,X,O,X,O,O,X,O,O,X,X,O
JZOISLT,X,O,O,X,O,O,X,X,X,X,X,X
JZOLTIS,X,O,O,O,O,X,X,O,X,X,X,X
JZOLTSI,X,O,O,O,O,X,X,X,X,X,X,X
JZOLITS,X,O,O,O,O,X,X,O,X,X,X,X
JZOLIST,X,O,O,O,O,X,X,X,X,X,X,X
JZOLSTI,X,O,O,O,O,X,X,X,X,X,X,X
JZOLSIT,X,O,O,O,O,X,X,X,X,X,X,X
JZOSTIL,O,X,O,X,O,O,X,O,O,X,X,O
JZOSTLI,X,X,O,X,O,O,X,X,X,X,X,X
JZOSITL,O,X,O,X,O,O,X,O,O,X,X,O
JZOSILT,X,O,O,X,O,O,X,X,X,X,X,X
JZOSLTI,X,O,O,X,O,O,X,X,X,X,X,X
JZOSLIT,X,O,O,X,O,O,X,X,X,X,X,X
JOTILSZ,O,O,X,X,X,X,X,X,X,X,X,O
JOTILZS,O,X,O,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,X,X,X,X,X,O,O
JOTISZL,O,X,O,X,X,X,X,X,O,O,O,O
JOTIZLS,X,X,O,X,X,X,X,O,X,X,X,X
JOTIZSL,O,X,O,X,X,O,X,O,X,O,X,O
JOTLISZ,O,O,X,X,X,X,X,X,X,X,X,O
JOTLIZS,O,X,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,X,X,X,X,X,X,O
JOTLSZI,O,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X,X,X,X,O,O
JOTSIZL,O,X,O,X,X,X,X,X,O,O,O,O
JOTSLIZ,O,O,X,X,X,X,X,X,X,X,X,O
JOTSLZI,O,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,X,O,X,X,X,X,X,X,O,X,O
JOTSZLI,X,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,O,X,X,X,X,O,X,X,X,X
JOTZISL,O,X,O,X,X,O,X,O,X,O,X,O
JOTZLIS,X,X,O,X,X,X,X,O,X,X,X,X
JOTZLSI,X,X,O,X,X,X,X,X,X,X,X,X
JOTZSIL,O,X,O,X,X,O,X,O,X,O,X,O
JOTZSLI,X,X,O,X,X,O,X,X,X,X,X,X
JOITLSZ,O,O,X,X,X,X,X,X,X,X,X,O
JOITLZS,O,X,O,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X,X,X,X,O,O
JOITSZL,O,X,O,X,X,X,X,X,O,O,O,O
JOITZLS,X,X,O,X,X,X,X,O,X,X,X,X
JOITZSL,O,X,O,X,X,O,X,O,X,O,X,O
JOILTSZ,O,O,X,O,X,X,X,X,X,X,X,O
JOILTZS,O,X,O,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X,O
JOILSZT,O,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOILZST,O,X,O,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X,O,O
JOISTZL,O,X,O,X,X,X,X,X,O,O,O,O
JOISLTZ,O,O,X,X,X,X,X,X,X,X,X,O
JOISLZT,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,O,X,O,X,X,X,X,X,X,O
JOISZLT,X,O,O,X,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,X,O,X,X,O,X,X,X,X
JOIZTSL,O,X,O,X,O,O,X,O,X,O,X,O
JOIZLTS,X,O,O,X,O,X,X,O,X,X,X,X
JOIZLST,X,O,O,X,O,X,X,X,X,X,X,X
JOIZSTL,O,X,O,X,O,O,X,O,X,X,X,O
JOIZSLT,X,O,O,X,O,O,X,X,X,X,X,X
JOLTISZ,O,O,X,O,X,X,X,X,X,X,X,O
JOLTIZS,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,O,X,X,X,X,X,X,X,O
JOLTSZI,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,X,O,X,X,X,X,X,X,X,O
JOLITZS,O,X,O,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X,X,O
JOLISZT,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,O,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X,X,O
JOLSTZI,O,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X,X,O
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,O,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X,O,O
JOSTIZL,O,X,O,X,X,X,X,X,O,O,O,O
JOSTLIZ,O,O,X,X,X,X,X,X,X,X,X,O
JOSTLZI,O,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,X,O,X,X,X,X,X,X,O,X,O
JOSTZLI,X,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,O,O
JOSITZL,O,X,O,X,X,X,X,X,O,O,O,O
JOSILTZ,O,O,X,X,X,X,X,X,X,X,X,O
JOSILZT,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,X,O,X,X,X,X,X,X,O
JOSIZLT,X,O,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,X,X,O
JOSLTZI,O,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,X,X,O
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,X,O,X,X,X,X,X,X,O
JOSZTLI,X,X,O,X,O,X,X,X,X,X,X,X
JOSZITL,O,X,O,X,O,X,X,X,X,X,X,O
JOSZILT,X,O,O,X,O,X,X,X,X,X,X,X
JOSZLTI,X,O,O,X,O,X,X,X,X,X,X,X
JOSZLIT,X,O,O,X,O,X,X,X,X,X,X,X
JOZTILS,X,X,O,X,O,X,X,O,X,X,X,X
JOZTISL,O,X,O,X,O,O,X,O,X,O,X,O
JOZTLIS,X,X,O,X,O,X,X,O,X,X,X,X
JOZTLSI,X,X,O,X,O,X,X,X,X,X,X,X
JOZTSIL,O,X,O,X,O,O,X,O,X,O,X,O
JOZTSLI,X,X,O,X,O,O,X,X,X,X,X,X
JOZITLS,X,X,O,X,O,X,X,O,X,X,X,X
JOZITSL,O,X,O,X,O,O,X,O,X,O,X,O
JOZILTS,X,O,O,X,O,X,X,O,X,X,X,X
JOZILST,X,O,O,X,O,X,X,X,X,X,X,X
JOZISTL,O,X,O,X,O,O,X,O,X,X,X,O
JOZISLT,X,O,O,X,O,O,X,X,X,X,X,X
JOZLTIS,X,O,O,X,O,X,X,O,X,X,X,X
JOZLTSI,X,O,O,X,O,X,X,X,X,X,X,X
JOZLITS,X,O,O,X,O,X,X,O,X,X,X,X
JOZLIST,X,O,O,X,O,X,X,X,X,X,X,X
JOZLSTI,X,O,O,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,O,X,O,X,X,X,X,X,X,X
JOZSTIL,O,X,O,X,O,O,X,O,X,X,X,O
JOZSTLI,X,X,O,X,O,O,X,X,X,X,X,X
JOZSITL,O,X,O,X,O,O,X,O,X,X,X,O
JOZSILT,X,O,O,X,O,O,X,X,X,X,X,X
JOZSLTI,X,O,O,X,O,O,X,X,X,X,X,X
JOZSLIT,X,O,O,X,O,O,X,X,X,X,X,X
STILJZO,O,O,X,O,X,X,O,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X,X,X,X,X
