sequence,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBVnBaoB5oBzp?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFOlBxiBFnBXoB0p?BSyB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnB6tBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFTjB/pBaqBFnBGt?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBxiBUnBFoBzp?BSyB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB/pBFnB6tBOq?BzsB,v115@BhB8GeB8HeC8DeA8BeD8MeOFJvhFxiBTkBFnBXoBSy?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhF5oBypBFnB8sBXq?BmsB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnB6tBzs?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFxiBypBFnB8sB+t?BXqB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFXiBTkBeqBFoB6t?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgB5oBUnBatBzp?BlsB,v115@BhB8GeB8HeC8DeA8BeD8MemCJvhF5oBikBFnBXlBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnBCtBTt?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnBCtBTt?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MexCJvhFikBFnBToBXlBWy?B0pB
ZSTOLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTOLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSTOJLI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSITLJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSITLOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZSITJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSITJOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSITOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSITOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILTJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSILTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSILJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSILOJT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSIJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIJOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIOTLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSIOTJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSIOLTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSIOLJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSIOJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSIOJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSLTIJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTIOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSLTJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSLTOIJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSLTOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLITJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLITOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSLIJTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZSLIOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSLJTIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSLJITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSLJOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSLOTIJ,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSLOTJI,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSLOITJ,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSLOIJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSLOJTI,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSLOJIT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSJTILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJTLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSJTOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJTOLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSJITLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJILTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJLTIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSJLITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJLOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOTIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOTLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSJOITL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOILT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJOLTI,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSJOLIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZSOTILJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOTIJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOTLIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOTLJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOTJIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOTJLI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZSOITLJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOITJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOILTJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOILJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOIJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOIJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOLTIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOLTJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOLITJ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOLIJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOLJTI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSOLJIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSOJTIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOJTLI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZSOJITL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOJILT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZSOJLTI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZSOJLIT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOTILJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOTILSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOTIJLS,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
ZOTIJSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTISLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTISJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTLIJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
ZOTLISJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOTLJIS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
ZOTLJSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOTLSIJ,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
ZOTLSJI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOTJILS,O,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X
ZOTJISL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOTJLIS,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X
ZOTJLSI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
ZOTJSIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOTJSLI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOTSILJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSIJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTSLIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSLJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSJIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOTSJLI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOITLJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOITLSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOITJLS,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
ZOITJSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOITSLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOITSJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILTJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOILTSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOILJTS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOILJST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOILSJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJTLS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJTSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJLTS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJLST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISTLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISTJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISLJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOISJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTIJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
ZOLTISJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOLTJIS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
ZOLTJSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOLTSIJ,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
ZOLTSJI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLITJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOLITSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOLIJTS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOLIJST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLISTJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOLISJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJTIS,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
ZOLJTSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOLJITS,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
ZOLJIST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJSTI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOLJSIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLSTIJ,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
ZOLSTJI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLSITJ,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOLSIJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLSJTI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTILS,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJTISL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJTLIS,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJTLSI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
ZOJTSIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJTSLI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJITLS,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJITSL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJILTS,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJILST,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJISTL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJISLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJLTIS,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJLTSI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
ZOJLITS,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJLIST,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJLSTI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
ZOJLSIT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJSTIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJSTLI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJSITL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJSILT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJSLTI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZOJSLIT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSTILJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSTIJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSTLIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSTLJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSTJIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSTJLI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOSITLJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSITJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSILTJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSILJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSIJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSIJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSLTIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSLTJI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSLITJ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSLIJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSLJTI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOSLJIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSJTIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOSJITL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSJILT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOSJLTI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOSJLIT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTILJSZ,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
OTILJZS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OTILSJZ,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
OTILSZJ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
OTILZJS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OTILZSJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIJLSZ,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X
OTIJLZS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
OTIJSLZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTIJSZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISLJZ,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
OTISLZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTISJLZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTISZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJLS,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLIJSZ,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
OTLIJZS,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X
OTLISJZ,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
OTLISZJ,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTLIZJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTLIZSJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
OTLJISZ,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
OTLJIZS,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
OTLJSIZ,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,O
OTLJSZI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O
OTLJZIS,O,O,O,X,O,X,X,O,O,X,X,O,O,O,O,O
OTLJZSI,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,O
OTLSIJZ,O,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X
OTLSIZJ,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTLSJIZ,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,X
OTLSJZI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
OTLSZIJ,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
OTLSZJI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTLZIJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTLZISJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
OTLZJIS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTLZJSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
OTLZSIJ,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
OTLZSJI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTJILSZ,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O
OTJILZS,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O
OTJISLZ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
OTJISZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O
OTJIZSL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJLISZ,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
OTJLIZS,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
OTJLSIZ,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,O
OTJLSZI,O,O,O,O,O,O,O,X,O,X,X,O,X,O,O,O
OTJLZIS,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
OTJLZSI,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,O
OTJSILZ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
OTJSIZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJSLIZ,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,O
OTJSLZI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,O
OTJSZIL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJSZLI,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X
OTJZILS,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,O
OTJZISL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJZLIS,O,O,O,X,O,X,X,X,O,X,X,O,O,X,O,O
OTJZLSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,O,O
OTJZSIL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJZSLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X
OTSILJZ,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
OTSILZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTSIJLZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTSIZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSLIJZ,O,X,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTSLIZJ,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTSLJIZ,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
OTSLJZI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
OTSLZIJ,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTSLZJI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
OTSJILZ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OTSJIZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSJLIZ,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X
OTSJLZI,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X
OTSJZIL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSJZLI,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X
OTSZILJ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSZIJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSZLIJ,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSZLJI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSZJIL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSZJLI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZILJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
OTZILSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OTZIJLS,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OTZIJSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZISLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZISJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZLIJS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
OTZLISJ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
OTZLJIS,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
