sequence,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxgBXiBVqBUmB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhFUgBFhBXiBqpBmq?BzrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhF0gBxhBVqB3mB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZFJvhFzgBFiBOpBfsB6p?BUrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxhBllBcrBesBip?BXqB,v115@FhB8GeC8GeC8CeA8CeC8Je2EJvhFRgBFiBcqBKrBfs?BTpB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBOpBllBzpBir?BXsB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhFThBOnBKpBfqB0l?B1wB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhF0hBfqBllBOsBTr?BCqB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBKpBfqBllBOs?BTrB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBllBmpBirBTp?BXsB
SIOZTJL,X,X,X,O,X,X,X,X,O,X,X
SIOZLTJ,X,O,X,O,X,X,X,X,O,X,X
SIOZLJT,X,O,X,O,X,X,X,X,X,X,X
SIOZJTL,X,X,X,O,X,X,X,X,O,X,X
SIOZJLT,X,X,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,X,O,X,O,X
SLTIJOZ,O,O,O,X,X,X,X,O,X,O,X
SLTIZJO,O,O,O,O,X,O,X,O,X,O,X
SLTIZOJ,O,O,O,O,X,O,X,O,X,O,X
SLTIOJZ,O,X,O,X,X,X,X,O,X,O,X
SLTIOZJ,O,O,O,X,X,O,X,O,O,O,X
SLTJIZO,O,O,O,O,X,X,X,O,X,O,X
SLTJIOZ,O,O,O,X,X,X,X,O,X,O,X
SLTJZIO,O,O,O,X,X,O,X,O,X,O,X
SLTJZOI,O,O,O,X,X,O,O,O,X,O,O
SLTJOIZ,O,O,O,X,X,X,X,O,X,O,O
SLTJOZI,O,O,O,X,X,O,X,O,X,O,O
SLTZIJO,O,O,O,X,X,O,X,O,X,O,X
SLTZIOJ,O,O,O,X,X,O,X,O,X,O,X
SLTZJIO,O,O,O,X,X,O,X,O,X,O,X
SLTZJOI,O,O,O,X,X,O,O,O,X,O,O
SLTZOIJ,O,O,O,X,X,O,X,O,X,O,X
SLTZOJI,O,X,O,X,X,O,O,O,X,O,X
SLTOIJZ,O,X,O,X,X,X,X,O,X,O,X
SLTOIZJ,O,O,O,X,X,O,X,O,O,O,X
SLTOJIZ,O,X,O,X,X,X,O,O,X,O,X
SLTOJZI,O,X,O,X,X,O,O,O,X,O,X
SLTOZIJ,O,O,O,X,X,O,X,O,O,O,X
SLTOZJI,O,X,O,X,X,O,O,O,X,O,X
SLITJZO,O,O,O,O,X,X,X,O,X,O,X
SLITJOZ,O,O,O,X,X,X,X,O,X,O,X
SLITZJO,O,O,O,O,X,O,X,O,X,O,X
SLITZOJ,O,O,O,O,X,O,X,O,X,O,X
SLITOJZ,O,X,O,X,X,X,X,O,X,O,X
SLITOZJ,O,O,O,X,X,O,X,O,O,O,X
SLIJTZO,O,O,O,O,X,X,X,O,X,O,X
SLIJTOZ,O,O,O,X,X,X,X,O,X,O,X
SLIJZTO,O,O,O,O,O,X,X,O,X,X,X
SLIJZOT,O,O,X,O,O,X,X,X,X,X,X
SLIJOTZ,O,O,O,X,X,X,X,X,X,X,X
SLIJOZT,O,O,X,X,O,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,O,X,O,X
SLIZTOJ,O,O,O,O,X,O,X,O,X,O,X
SLIZJTO,O,O,O,O,X,O,X,O,X,X,X
SLIZJOT,O,O,X,O,X,O,X,X,X,X,X
SLIZOTJ,O,O,O,O,X,O,X,O,X,X,X
SLIZOJT,X,O,X,O,X,O,X,X,X,X,X
SLIOTJZ,O,O,O,X,X,X,X,O,X,O,X
SLIOTZJ,O,O,O,X,X,O,X,O,O,O,X
SLIOJTZ,O,O,O,X,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,O,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,O,X,O,O,O,X
SLIOZJT,X,O,X,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,O,X,X,X,O,X,O,X
SLJTIOZ,O,O,O,X,X,X,X,O,X,O,X
SLJTZIO,O,O,O,X,X,O,X,O,X,O,X
SLJTZOI,O,O,O,X,X,O,O,O,X,O,O
SLJTOIZ,O,O,O,X,X,X,X,O,X,O,O
SLJTOZI,O,O,O,X,X,O,X,O,X,O,O
SLJITZO,O,O,O,O,X,X,X,O,X,O,X
SLJITOZ,O,O,O,X,X,X,X,O,X,O,X
SLJIZTO,O,O,O,O,O,X,X,O,X,X,X
SLJIZOT,O,O,X,O,O,X,X,X,X,X,X
SLJIOTZ,O,O,O,X,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,O,X,X,X,X,X,X
SLJZTIO,O,O,O,X,O,O,X,O,X,X,X
SLJZTOI,O,O,O,X,O,O,O,O,X,X,O
SLJZITO,O,O,O,X,O,O,X,O,X,X,X
SLJZIOT,O,O,X,X,O,O,X,X,X,X,X
SLJZOTI,O,O,X,X,O,O,X,X,X,X,X
SLJZOIT,O,O,X,X,O,O,X,X,X,X,X
SLJOTIZ,O,O,O,X,X,X,X,X,X,O,X
SLJOTZI,O,O,O,X,X,O,X,X,X,O,X
SLJOITZ,O,O,O,X,X,X,X,X,X,X,X
SLJOIZT,O,O,X,X,O,X,X,X,X,X,X
SLJOZTI,O,O,X,X,O,O,X,X,X,O,X
SLJOZIT,O,O,X,X,O,O,X,X,X,X,X
SLZTIJO,O,O,O,X,X,O,X,O,X,O,X
SLZTIOJ,O,O,O,X,X,O,X,O,X,O,X
SLZTJIO,O,O,O,X,X,O,X,O,X,O,X
SLZTJOI,O,O,O,X,X,O,O,O,X,O,O
SLZTOIJ,O,O,O,X,X,O,X,O,X,O,X
SLZTOJI,O,X,O,X,X,O,O,O,X,O,X
SLZITJO,O,O,O,X,X,O,X,O,X,O,X
SLZITOJ,O,O,O,X,X,O,X,O,X,O,X
SLZIJTO,O,O,O,X,X,O,X,O,X,X,X
SLZIJOT,O,O,X,X,X,O,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,X,O,X,X,X
SLZIOJT,X,O,X,X,X,O,X,X,X,X,X
SLZJTIO,O,O,O,X,X,O,X,O,X,X,X
SLZJTOI,O,O,O,X,X,O,O,O,X,X,O
SLZJITO,O,O,O,X,X,O,X,O,X,X,X
SLZJIOT,O,O,X,X,X,O,X,X,X,X,X
SLZJOTI,O,O,X,X,X,O,X,X,X,X,X
SLZJOIT,O,O,X,X,X,O,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,X,O,X,O,X
SLZOTJI,O,O,O,X,X,O,O,O,X,O,X
SLZOITJ,O,O,O,X,X,O,X,O,X,O,X
SLZOIJT,X,O,X,X,X,O,X,X,X,X,X
SLZOJTI,X,O,X,X,X,O,O,X,X,O,X
SLZOJIT,X,O,X,X,X,O,X,X,X,X,X
SLOTIJZ,O,O,O,X,X,X,X,O,X,O,X
SLOTIZJ,O,O,O,X,X,O,X,O,O,O,X
SLOTJIZ,O,O,O,X,X,X,O,O,X,O,X
SLOTJZI,O,O,O,X,X,O,O,O,X,O,X
SLOTZIJ,O,O,O,X,X,O,X,O,O,O,X
SLOTZJI,O,O,O,X,X,O,O,O,X,O,X
SLOITJZ,O,O,O,X,X,X,X,O,X,O,X
SLOITZJ,O,O,O,X,X,O,X,O,O,O,X
SLOIJTZ,O,O,O,X,X,X,X,X,X,X,X
SLOIJZT,O,O,X,X,O,X,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,O,X,O,O,O,X
SLOIZJT,X,O,X,X,X,O,X,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,O,X,X,O,X
SLOJTZI,O,O,O,X,X,O,O,X,X,O,X
SLOJITZ,O,O,O,X,X,X,X,X,X,X,X
SLOJIZT,O,O,X,X,O,X,X,X,X,X,X
SLOJZTI,O,O,X,X,O,O,O,X,X,O,X
SLOJZIT,O,O,X,X,O,O,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,O,X,O,O,O,X
SLOZTJI,O,O,O,X,X,O,O,O,X,O,X
SLOZITJ,O,O,O,X,X,O,X,O,O,O,X
SLOZIJT,X,O,X,X,X,O,X,X,X,X,X
SLOZJTI,X,O,X,X,X,O,O,X,X,O,X
SLOZJIT,X,O,X,X,X,O,X,X,X,X,X
SJTILZO,O,O,X,O,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X,X,X
SJTIZOL,O,X,O,O,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,X,X,X,X,X,X
SJTIOZL,O,X,O,O,X,X,X,X,O,X,X
SJTLIZO,O,O,O,O,X,X,X,X,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,O,X,X,O,X,X,X,X,X
SJTLZOI,O,O,O,X,X,O,O,X,X,X,O
SJTLOIZ,O,O,O,X,X,X,X,X,X,X,O
SJTLOZI,O,O,O,X,X,O,X,X,X,X,O
SJTZILO,O,X,X,O,X,X,X,X,X,X,X
SJTZIOL,O,X,O,O,X,X,X,X,X,X,X
SJTZLIO,O,O,O,X,X,X,X,X,X,X,X
SJTZLOI,O,O,O,X,X,X,O,X,X,X,X
SJTZOIL,O,X,O,X,X,X,O,X,X,X,X
SJTZOLI,O,X,O,X,X,X,O,X,X,X,X
SJTOILZ,O,X,X,X,X,X,X,X,X,X,X
SJTOIZL,O,X,O,O,X,X,X,X,O,X,X
SJTOLIZ,O,O,O,X,X,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,O,X,X,X,X,X
SJTOZIL,O,X,O,X,X,X,X,X,O,X,X
SJTOZLI,O,X,O,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,O,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X,X
SJITZLO,O,X,X,O,X,X,X,X,X,X,X
SJITZOL,O,X,O,O,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,O,X,O,O,X,X,X,X,O,X,X
SJILTZO,O,O,O,O,X,X,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X,X,X,X
SJILZTO,O,O,O,O,O,X,X,X,X,X,X
SJILZOT,O,O,X,O,O,X,X,X,X,X,X
SJILOTZ,O,O,O,X,X,X,X,X,X,X,X
SJILOZT,O,O,X,X,O,X,X,X,X,X,X
SJIZTLO,X,X,X,O,O,X,X,X,X,X,X
SJIZTOL,O,X,X,O,X,X,X,X,X,X,X
SJIZLTO,O,X,X,O,O,X,X,X,X,X,X
SJIZLOT,O,X,X,O,O,X,X,X,X,X,X
SJIZOTL,O,X,X,O,X,X,X,X,X,X,X
SJIZOLT,O,X,X,O,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,X,X,X,X,X
SJIOTZL,O,X,O,O,X,X,X,X,O,X,X
SJIOLTZ,O,X,O,X,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,X,X,X,X
SJIOZTL,O,X,X,O,X,X,X,X,O,X,X
SJIOZLT,O,X,X,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,O,X,X,X,X,X,X,X
SJLTIOZ,O,O,O,X,X,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,O,X,X,X,X,X
SJLTZOI,O,O,O,X,X,O,O,X,X,X,O
SJLTOIZ,O,O,O,X,X,X,X,X,X,X,O
SJLTOZI,O,O,O,X,X,O,X,X,X,X,O
SJLITZO,O,O,O,O,X,X,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,X,X,X,X
SJLIZTO,O,O,O,O,O,X,X,X,X,X,X
SJLIZOT,O,O,X,O,O,X,X,X,X,X,X
SJLIOTZ,O,O,O,X,X,X,X,X,X,X,X
SJLIOZT,O,O,X,X,O,X,X,X,X,X,X
SJLZTIO,O,O,O,X,O,O,X,X,X,X,X
SJLZTOI,O,O,O,X,O,O,O,X,X,X,O
SJLZITO,O,O,O,X,O,O,X,X,X,X,X
SJLZIOT,O,O,X,X,O,O,X,X,X,X,X
SJLZOTI,O,O,X,X,O,O,X,X,X,X,X
SJLZOIT,O,O,X,X,O,O,X,X,X,X,X
SJLOTIZ,O,O,O,X,X,X,X,X,X,X,X
SJLOTZI,O,O,O,X,X,O,X,X,X,X,X
SJLOITZ,O,O,O,X,X,X,X,X,X,X,X
SJLOIZT,O,O,X,X,O,X,X,X,X,X,X
SJLOZTI,O,O,X,X,O,O,X,X,X,X,X
SJLOZIT,O,O,X,X,O,O,X,X,X,X,X
SJZTILO,O,X,X,O,O,X,X,X,X,X,X
SJZTIOL,O,X,X,O,X,X,X,X,X,X,X
SJZTLIO,O,O,X,O,O,X,X,X,X,X,X
SJZTLOI,O,O,X,O,O,X,X,X,X,X,X
SJZTOIL,O,X,X,O,X,X,X,X,X,X,X
SJZTOLI,O,X,X,O,X,X,X,X,X,X,X
SJZITLO,X,X,X,O,O,X,X,X,X,X,X
SJZITOL,O,X,X,O,X,X,X,X,X,X,X
SJZILTO,O,X,X,O,O,X,X,X,X,X,X
SJZILOT,O,X,X,O,O,X,X,X,X,X,X
SJZIOTL,O,X,X,O,X,X,X,X,X,X,X
SJZIOLT,O,X,X,O,X,X,X,X,X,X,X
SJZLTIO,O,O,X,O,O,X,X,X,X,X,X
SJZLTOI,O,O,X,O,O,X,X,X,X,X,X
SJZLITO,O,O,X,O,O,X,X,X,X,X,X
SJZLIOT,O,O,X,O,O,X,X,X,X,X,X
SJZLOTI,O,O,X,O,O,X,X,X,X,X,X
SJZLOIT,O,O,X,O,O,X,X,X,X,X,X
SJZOTIL,O,X,X,O,X,X,X,X,X,X,X
SJZOTLI,O,X,X,O,X,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,X,X,X,X,X,X
SJZOILT,O,X,X,O,X,X,X,X,X,X,X
SJZOLTI,O,X,X,O,X,X,X,X,X,X,X
SJZOLIT,O,X,X,O,X,X,X,X,X,X,X
SJOTILZ,O,O,X,X,X,X,X,X,X,X,X
SJOTIZL,O,X,O,O,X,X,X,X,O,X,X
SJOTLIZ,O,O,O,X,X,X,X,X,X,X,X
SJOTLZI,O,O,O,X,X,O,X,X,X,X,X
SJOTZIL,O,X,O,X,X,X,X,X,O,X,X
SJOTZLI,O,O,O,X,X,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X,X,X,X,X
SJOITZL,O,X,O,O,X,X,X,X,O,X,X
SJOILTZ,O,O,O,X,X,X,X,X,X,X,X
SJOILZT,O,O,X,X,X,X,X,X,X,X,X
SJOIZTL,O,X,X,O,X,X,X,X,O,X,X
SJOIZLT,O,X,X,O,X,X,X,X,X,X,X
SJOLTIZ,O,O,O,X,X,X,X,X,X,X,X
SJOLTZI,O,O,O,X,X,O,X,X,X,X,X
SJOLITZ,O,O,O,X,X,X,X,X,X,X,X
SJOLIZT,O,O,X,X,X,X,X,X,X,X,X
SJOLZTI,O,O,X,X,X,O,X,X,X,X,X
SJOLZIT,O,O,X,X,X,O,X,X,X,X,X
SJOZTIL,O,X,X,X,X,X,X,X,O,X,X
SJOZTLI,O,O,X,X,X,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X,O,X,X
SJOZILT,O,X,X,X,X,X,X,X,X,X,X
SJOZLTI,O,O,X,X,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X,X,X,X
SZTILJO,O,O,X,O,X,X,X,X,X,X,X
SZTILOJ,O,O,X,O,X,X,X,X,X,X,X
SZTIJLO,O,X,X,O,X,X,X,X,X,X,X
SZTIJOL,O,X,X,O,X,X,X,X,X,X,X
SZTIOLJ,O,X,X,O,X,X,X,X,O,X,X
SZTIOJL,O,X,X,O,X,X,X,X,O,X,X
SZTLIJO,O,O,X,O,X,O,X,X,X,X,X
SZTLIOJ,O,O,X,O,X,O,X,X,X,X,X
SZTLJIO,O,O,X,O,X,O,X,X,X,X,X
SZTLJOI,O,X,X,O,X,O,X,X,X,X,X
SZTLOIJ,O,O,X,O,X,O,X,X,X,X,X
SZTLOJI,O,X,X,O,X,O,X,X,X,X,X
SZTJILO,O,X,X,O,X,X,X,X,X,X,X
SZTJIOL,O,X,X,O,X,X,X,X,X,X,X
SZTJLIO,O,O,X,O,X,X,X,X,X,X,X
SZTJLOI,O,O,X,O,X,X,X,X,X,X,X
SZTJOIL,O,X,X,O,X,X,X,X,X,X,X
SZTJOLI,O,X,X,O,X,X,X,X,X,X,X
SZTOILJ,O,X,X,O,X,X,X,X,O,X,X
SZTOIJL,O,X,X,O,X,X,X,X,O,X,X
SZTOLIJ,O,X,X,O,X,O,X,X,O,X,X
SZTOLJI,O,X,X,O,X,O,X,X,X,X,X
SZTOJIL,O,X,X,O,X,X,X,X,O,X,X
SZTOJLI,O,X,X,O,X,X,X,X,X,X,X
SZITLJO,X,O,X,O,X,X,X,X,X,X,X
SZITLOJ,X,O,X,O,X,X,X,X,X,X,X
SZITJLO,X,X,X,O,X,X,X,X,X,X,X
SZITJOL,O,X,X,O,X,X,X,X,X,X,X
SZITOLJ,O,X,X,O,X,X,X,X,O,X,X
SZITOJL,O,X,X,O,X,X,X,X,O,X,X
SZILTJO,O,O,X,O,X,O,X,X,X,X,X
SZILTOJ,O,O,X,O,X,O,X,X,X,X,X
SZILJTO,O,O,X,O,X,O,X,X,X,X,X
SZILJOT,O,O,X,O,X,O,X,X,X,X,X
SZILOTJ,O,O,X,O,X,O,X,X,X,X,X
SZILOJT,X,O,X,O,X,O,X,X,X,X,X
SZIJTLO,X,X,X,O,X,X,X,X,X,X,X
SZIJTOL,O,X,X,O,X,X,X,X,X,X,X
SZIJLTO,O,X,X,O,X,O,X,X,X,X,X
SZIJLOT,O,X,X,O,X,O,X,X,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X,X,X,X
SZIJOLT,O,X,X,O,X,X,X,X,X,X,X
SZIOTLJ,X,X,X,O,X,X,X,X,O,X,X
SZIOTJL,X,X,X,O,X,X,X,X,O,X,X
SZIOLTJ,X,X,X,O,X,X,X,X,O,X,X
SZIOLJT,X,X,X,O,X,X,X,X,X,X,X
SZIOJTL,X,X,X,O,X,X,X,X,O,X,X
SZIOJLT,X,X,X,O,X,X,X,X,X,X,X
SZLTIJO,O,O,X,O,X,O,X,X,X,X,X
SZLTIOJ,O,O,X,O,X,O,X,X,X,X,X
SZLTJIO,O,O,X,O,X,O,X,X,X,X,X
SZLTJOI,O,O,X,O,X,O,X,X,X,X,X
SZLTOIJ,O,O,X,O,X,O,X,X,X,X,X
SZLTOJI,O,X,X,O,X,O,X,X,X,X,X
SZLITJO,O,O,X,O,X,O,X,X,X,X,X
SZLITOJ,O,O,X,O,X,O,X,X,X,X,X
SZLIJTO,O,O,X,O,X,O,X,X,X,X,X
SZLIJOT,O,O,X,O,X,O,X,X,X,X,X
SZLIOTJ,O,O,X,O,X,O,X,X,X,X,X
SZLIOJT,X,O,X,O,X,O,X,X,X,X,X
SZLJTIO,O,O,X,O,X,O,X,X,X,X,X
SZLJTOI,O,O,X,O,X,O,X,X,X,X,X
SZLJITO,O,O,X,O,X,O,X,X,X,X,X
SZLJIOT,O,O,X,O,X,O,X,X,X,X,X
SZLJOTI,O,O,X,O,X,O,X,X,X,X,X
SZLJOIT,O,O,X,O,X,O,X,X,X,X,X
SZLOTIJ,O,O,X,O,X,O,X,X,X,X,X
SZLOTJI,O,X,X,O,X,O,X,X,X,X,X
SZLOITJ,O,O,X,O,X,O,X,X,X,X,X
SZLOIJT,X,O,X,O,X,O,X,X,X,X,X
SZLOJTI,X,O,X,O,X,O,X,X,X,X,X
SZLOJIT,X,O,X,O,X,O,X,X,X,X,X
SZJTILO,O,X,X,O,X,X,X,X,X,X,X
SZJTIOL,O,X,X,O,X,X,X,X,X,X,X
SZJTLIO,O,O,X,O,X,X,X,X,X,X,X
SZJTLOI,O,O,X,O,X,X,X,X,X,X,X
SZJTOIL,O,X,X,O,X,X,X,X,X,X,X
SZJTOLI,O,X,X,O,X,X,X,X,X,X,X
SZJITLO,X,X,X,O,X,X,X,X,X,X,X
SZJITOL,O,X,X,O,X,X,X,X,X,X,X
SZJILTO,O,X,X,O,X,O,X,X,X,X,X
SZJILOT,O,X,X,O,X,O,X,X,X,X,X
SZJIOTL,O,X,X,O,X,X,X,X,X,X,X
SZJIOLT,O,X,X,O,X,X,X,X,X,X,X
SZJLTIO,O,O,X,O,X,O,X,X,X,X,X
SZJLTOI,O,O,X,O,X,O,X,X,X,X,X
SZJLITO,O,O,X,O,X,O,X,X,X,X,X
SZJLIOT,O,O,X,O,X,O,X,X,X,X,X
SZJLOTI,O,O,X,O,X,O,X,X,X,X,X
SZJLOIT,O,O,X,O,X,O,X,X,X,X,X
SZJOTIL,O,X,X,O,X,X,X,X,X,X,X
SZJOTLI,O,X,X,O,X,X,X,X,X,X,X
SZJOITL,O,X,X,O,X,X,X,X,X,X,X
SZJOILT,O,X,X,O,X,X,X,X,X,X,X
SZJOLTI,O,X,X,O,X,X,X,X,X,X,X
SZJOLIT,O,X,X,O,X,X,X,X,X,X,X
SZOTILJ,X,X,X,O,X,X,X,X,O,X,X
SZOTIJL,X,X,X,O,X,X,X,X,O,X,X
SZOTLIJ,X,X,X,O,X,O,X,X,O,X,X
SZOTLJI,X,X,X,O,X,O,X,X,X,X,X
SZOTJIL,X,X,X,O,X,X,X,X,O,X,X
SZOTJLI,X,X,X,O,X,X,X,X,X,X,X
SZOITLJ,X,X,X,O,X,X,X,X,O,X,X
SZOITJL,X,X,X,O,X,X,X,X,O,X,X
SZOILTJ,X,X,X,O,X,O,X,X,O,X,X
SZOILJT,X,X,X,O,X,O,X,X,X,X,X
SZOIJTL,X,X,X,O,X,X,X,X,O,X,X
SZOIJLT,X,X,X,O,X,O,X,X,X,X,X
SZOLTIJ,X,X,X,O,X,O,X,X,O,X,X
SZOLTJI,X,X,X,O,X,O,X,X,X,X,X
SZOLITJ,X,X,X,O,X,O,X,X,O,X,X
SZOLIJT,X,X,X,O,X,O,X,X,X,X,X
SZOLJTI,X,X,X,O,X,O,X,X,X,X,X
SZOLJIT,X,X,X,O,X,O,X,X,X,X,X
SZOJTIL,X,X,X,O,X,X,X,X,O,X,X
SZOJTLI,X,X,X,O,X,X,X,X,X,X,X
SZOJITL,X,X,X,O,X,X,X,X,O,X,X
SZOJILT,X,X,X,O,X,O,X,X,X,X,X
SZOJLTI,X,X,X,O,X,O,X,X,X,X,X
SZOJLIT,X,X,X,O,X,O,X,X,X,X,X
SOTILJZ,O,O,X,X,X,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,O,X,X,O,X,X
SOTIJLZ,O,O,X,X,X,X,X,X,X,X,X
SOTIJZL,O,X,X,O,X,X,X,X,O,X,X
SOTIZLJ,O,O,X,O,X,X,X,X,O,X,X
SOTIZJL,O,X,X,O,X,X,X,X,O,X,X
SOTLIJZ,O,O,X,X,X,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,O,X,X,O,X,X
SOTLJIZ,O,O,X,X,X,X,O,X,X,X,X
SOTLJZI,O,O,X,X,X,O,O,X,X,X,X
SOTLZIJ,O,O,X,X,X,O,X,X,O,X,X
SOTLZJI,O,O,X,X,X,O,O,X,X,X,X
SOTJILZ,O,O,X,X,X,X,O,X,X,X,X
SOTJIZL,O,X,X,O,X,X,O,X,O,X,X
SOTJLIZ,O,O,X,X,X,X,O,X,X,X,X
SOTJLZI,O,O,X,X,X,O,O,X,X,X,X
SOTJZIL,O,X,X,X,X,X,O,X,O,X,X
SOTJZLI,O,O,X,X,X,X,O,X,X,X,X
SOTZILJ,O,O,X,X,X,X,X,X,O,X,X
SOTZIJL,O,X,X,X,X,X,X,X,O,X,X
SOTZLIJ,O,O,X,X,X,O,X,X,O,X,X
SOTZLJI,O,O,X,X,X,O,X,X,X,X,X
SOTZJIL,O,X,X,X,X,X,O,X,O,X,X
SOTZJLI,O,O,X,X,X,X,O,X,X,X,X
SOITLJZ,O,O,X,X,X,X,X,X,X,X,X
SOITLZJ,O,O,X,X,X,O,X,X,O,X,X
SOITJLZ,O,O,X,X,X,X,X,X,X,X,X
SOITJZL,O,X,X,O,X,X,X,X,O,X,X
SOITZLJ,O,O,X,O,X,X,X,X,O,X,X
SOITZJL,O,X,X,O,X,X,X,X,O,X,X
SOILTJZ,O,O,X,X,X,X,X,X,X,X,X
SOILTZJ,O,O,X,X,X,O,X,X,O,X,X
SOILJTZ,O,O,X,X,X,X,X,X,X,X,X
SOILJZT,O,O,X,X,X,X,X,X,X,X,X
SOILZTJ,O,O,X,X,X,O,X,X,O,X,X
SOILZJT,X,O,X,X,X,O,X,X,X,X,X
SOIJTLZ,O,O,X,X,X,X,X,X,X,X,X
SOIJTZL,O,X,X,O,X,X,X,X,O,X,X
SOIJLTZ,O,O,X,X,X,X,X,X,X,X,X
SOIJLZT,O,O,X,X,X,X,X,X,X,X,X
SOIJZTL,O,X,X,O,X,X,X,X,O,X,X
SOIJZLT,O,X,X,O,X,X,X,X,X,X,X
SOIZTLJ,X,O,X,O,X,X,X,X,O,X,X
SOIZTJL,X,X,X,O,X,X,X,X,O,X,X
SOIZLTJ,X,O,X,O,X,X,X,X,O,X,X
SOIZLJT,X,O,X,O,X,X,X,X,X,X,X
SOIZJTL,X,X,X,O,X,X,X,X,O,X,X
SOIZJLT,X,X,X,O,X,X,X,X,X,X,X
SOLTIJZ,O,O,X,X,X,X,X,X,X,O,X
SOLTIZJ,O,O,X,X,X,O,X,X,O,O,X
SOLTJIZ,O,O,X,X,X,X,O,X,X,O,X
SOLTJZI,O,O,X,X,X,O,O,X,X,O,X
SOLTZIJ,O,O,X,X,X,O,X,X,O,O,X
SOLTZJI,O,O,X,X,X,O,O,X,X,O,X
SOLITJZ,O,O,X,X,X,X,X,X,X,O,X
SOLITZJ,O,O,X,X,X,O,X,X,O,O,X
SOLIJTZ,O,O,X,X,X,X,X,X,X,X,X
SOLIJZT,O,O,X,X,X,X,X,X,X,X,X
SOLIZTJ,O,O,X,X,X,O,X,X,O,O,X
SOLIZJT,X,O,X,X,X,O,X,X,X,X,X
SOLJTIZ,O,O,X,X,X,X,O,X,X,O,X
SOLJTZI,O,O,X,X,X,O,O,X,X,O,X
SOLJITZ,O,O,X,X,X,X,X,X,X,X,X
SOLJIZT,O,O,X,X,X,X,X,X,X,X,X
SOLJZTI,O,O,X,X,X,O,O,X,X,O,X
SOLJZIT,O,O,X,X,X,O,X,X,X,X,X
SOLZTIJ,O,O,X,X,X,O,X,X,O,O,X
SOLZTJI,O,O,X,X,X,O,O,X,X,O,X
SOLZITJ,O,O,X,X,X,O,X,X,O,O,X
SOLZIJT,X,O,X,X,X,O,X,X,X,X,X
SOLZJTI,X,O,X,X,X,O,O,X,X,O,X
SOLZJIT,X,O,X,X,X,O,X,X,X,X,X
SOJTILZ,O,O,X,X,X,X,O,X,X,X,X
SOJTIZL,O,X,X,O,X,X,O,X,O,X,X
SOJTLIZ,O,O,X,X,X,X,O,X,X,X,X
SOJTLZI,O,O,X,X,X,O,O,X,X,X,X
SOJTZIL,O,X,X,X,X,X,O,X,O,X,X
SOJTZLI,O,O,X,X,X,X,O,X,X,X,X
SOJITLZ,O,O,X,X,X,X,O,X,X,X,X
SOJITZL,O,X,X,O,X,X,O,X,O,X,X
SOJILTZ,O,O,X,X,X,X,X,X,X,X,X
SOJILZT,O,O,X,X,X,X,X,X,X,X,X
