sequence,v115@GhA8HeB8HeC8BeB8AeD8Jex/IvhF8lBzhBunB/pBaq?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeT/IvhFigBRiB3lBGnB0p?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeT/IvhF8lBRiBypBGnBlr?BXqB,v115@GhA8HeB8HeC8BeB8AeD8Jex/IvhF0hBliBTkBmlBXq?BCsB,v115@GhA8HeB8HeC8BeB8AeD8JeOEJvhFxgBliBqpBTlB/r?BUsB,v115@GhA8HeB8HeC8BeB8AeD8JeiAJvhFRiBTkB3lBGnBlr?B0pB,v115@GhA8HeB8HeC8BeB8AeD8Jei/IvhFzhBunBRlB3lB0p?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeKEJvhFRhBunBFlBXmB8r?BzpB
ZLSOIJT,O,O,X,O,O,X,X,O
ZLSOJTI,O,O,O,O,O,X,X,O
ZLSOJIT,O,O,X,O,O,X,X,O
ZLOTIJS,X,O,O,O,O,X,O,X
ZLOTISJ,X,O,X,O,O,X,O,X
ZLOTJIS,X,O,O,O,O,X,O,X
ZLOTJSI,X,O,O,O,O,X,O,O
ZLOTSIJ,X,O,X,O,O,X,O,O
ZLOTSJI,X,O,O,O,O,X,O,O
ZLOITJS,X,O,O,O,O,X,O,X
ZLOITSJ,X,O,X,O,O,X,O,X
ZLOIJTS,X,X,O,O,O,X,O,X
ZLOIJST,X,O,X,O,O,X,X,O
ZLOISTJ,X,O,X,O,O,X,X,O
ZLOISJT,X,O,X,X,O,X,X,O
ZLOJTIS,X,X,O,O,O,X,O,X
ZLOJTSI,X,X,O,O,O,X,O,O
ZLOJITS,X,X,O,O,O,X,O,X
ZLOJIST,X,O,X,O,O,X,X,O
ZLOJSTI,X,O,O,O,O,X,X,O
ZLOJSIT,X,O,X,O,O,X,X,O
ZLOSTIJ,X,O,X,O,O,X,X,O
ZLOSTJI,X,O,O,O,O,X,X,O
ZLOSITJ,X,O,X,O,O,X,X,O
ZLOSIJT,X,O,X,O,O,X,X,O
ZLOSJTI,X,O,O,O,O,X,X,O
ZLOSJIT,X,O,X,O,O,X,X,O
ZJTILSO,X,O,O,O,O,X,O,O
ZJTILOS,O,O,O,O,O,X,O,X
ZJTISLO,O,O,O,O,O,X,O,O
ZJTISOL,O,O,X,O,O,X,O,X
ZJTIOLS,O,O,O,O,X,X,O,X
ZJTIOSL,O,O,X,O,X,X,O,X
ZJTLISO,X,O,O,O,O,X,O,O
ZJTLIOS,O,O,O,O,O,X,O,X
ZJTLSIO,O,O,O,O,O,X,O,O
ZJTLSOI,O,O,O,O,O,X,O,O
ZJTLOIS,O,O,O,O,O,X,O,X
ZJTLOSI,O,O,O,O,O,X,O,O
ZJTSILO,O,O,O,O,O,X,O,O
ZJTSIOL,O,O,X,O,O,X,O,X
ZJTSLIO,O,O,O,O,O,X,O,O
ZJTSLOI,O,O,O,O,O,X,O,O
ZJTSOIL,O,O,X,O,O,X,O,X
ZJTSOLI,O,O,X,O,O,X,O,X
ZJTOILS,O,O,O,O,X,X,O,X
ZJTOISL,O,O,X,O,X,X,O,X
ZJTOLIS,O,O,O,O,O,X,O,X
ZJTOLSI,O,O,O,O,O,X,O,X
ZJTOSIL,O,O,X,O,O,X,O,X
ZJTOSLI,O,O,X,O,O,X,O,X
ZJITLSO,X,O,X,O,O,X,O,O
ZJITLOS,O,O,X,O,O,X,O,X
ZJITSLO,O,O,X,O,O,X,O,O
ZJITSOL,O,O,X,O,O,X,O,X
ZJITOLS,O,O,X,O,X,X,O,X
ZJITOSL,O,O,X,O,X,X,O,X
ZJILTSO,X,X,O,O,O,X,O,O
ZJILTOS,O,X,O,O,O,X,O,X
ZJILSTO,X,O,X,O,X,X,O,O
ZJILSOT,X,O,X,O,X,X,X,O
ZJILOTS,X,X,O,O,O,X,O,X
ZJILOST,X,O,X,O,X,X,X,O
ZJISTLO,O,O,X,O,X,X,O,O
ZJISTOL,O,O,X,O,X,X,O,X
ZJISLTO,O,O,X,O,X,X,O,O
ZJISLOT,O,O,X,O,X,X,X,O
ZJISOTL,O,O,X,O,X,X,X,X
ZJISOLT,X,O,X,O,X,X,X,O
ZJIOTLS,O,O,X,O,X,X,O,X
ZJIOTSL,O,O,X,O,X,X,O,X
ZJIOLTS,X,X,X,O,X,X,O,X
ZJIOLST,X,O,X,O,X,X,X,O
ZJIOSTL,X,O,X,O,X,X,X,X
ZJIOSLT,X,O,X,O,X,X,X,O
ZJLTISO,X,X,O,O,O,X,O,O
ZJLTIOS,O,X,O,O,O,X,O,X
ZJLTSIO,O,X,O,O,O,X,O,O
ZJLTSOI,O,X,O,O,O,X,O,O
ZJLTOIS,O,X,O,O,O,X,O,X
ZJLTOSI,O,X,O,O,O,X,O,O
ZJLITSO,X,X,O,O,O,X,O,O
ZJLITOS,O,X,O,O,O,X,O,X
ZJLISTO,X,O,X,O,X,X,O,O
ZJLISOT,X,O,X,O,X,X,X,O
ZJLIOTS,X,X,O,O,O,X,O,X
ZJLIOST,X,O,X,O,X,X,X,O
ZJLSTIO,O,O,X,O,O,X,O,O
ZJLSTOI,O,O,X,O,O,X,O,O
ZJLSITO,O,O,X,O,O,X,O,O
ZJLSIOT,O,O,X,O,O,X,X,O
ZJLSOTI,O,O,O,O,O,X,X,O
ZJLSOIT,O,O,X,O,O,X,X,O
ZJLOTIS,X,X,O,O,O,X,O,X
ZJLOTSI,X,X,O,O,O,X,O,O
ZJLOITS,X,X,O,O,O,X,O,X
ZJLOIST,X,O,X,O,O,X,X,O
ZJLOSTI,X,O,O,O,O,X,X,O
ZJLOSIT,X,O,X,O,O,X,X,O
ZJSTILO,O,O,X,O,O,X,O,O
ZJSTIOL,O,O,X,O,O,X,O,X
ZJSTLIO,O,O,X,O,O,X,O,O
ZJSTLOI,O,O,X,O,O,X,O,O
ZJSTOIL,O,O,X,O,O,X,O,X
ZJSTOLI,O,O,X,O,O,X,O,X
ZJSITLO,O,O,X,O,O,X,O,O
ZJSITOL,O,O,X,O,O,X,O,X
ZJSILTO,O,O,X,O,O,X,O,O
ZJSILOT,O,O,X,O,O,X,X,O
ZJSIOTL,O,O,X,O,O,X,X,X
ZJSIOLT,X,O,X,O,X,X,X,O
ZJSLTIO,O,O,X,O,O,X,O,O
ZJSLTOI,O,O,X,O,O,X,O,O
ZJSLITO,O,O,X,O,O,X,O,O
ZJSLIOT,O,O,X,O,O,X,X,O
ZJSLOTI,O,O,O,O,O,O,X,O
ZJSLOIT,O,O,X,O,O,X,X,O
ZJSOTIL,O,O,X,O,O,X,X,X
ZJSOTLI,O,O,X,O,O,X,X,X
ZJSOITL,O,O,X,O,O,X,X,X
ZJSOILT,X,O,X,O,X,X,X,O
ZJSOLTI,O,O,X,O,O,O,X,O
ZJSOLIT,O,O,X,O,O,X,X,O
ZJOTILS,O,O,X,O,X,X,O,X
ZJOTISL,O,O,X,O,X,X,O,X
ZJOTLIS,O,O,X,O,O,X,O,X
ZJOTLSI,O,O,X,O,O,X,O,X
ZJOTSIL,O,O,X,O,O,X,O,X
ZJOTSLI,O,O,X,O,O,X,O,X
ZJOITLS,O,O,X,O,X,X,O,X
ZJOITSL,O,O,X,O,X,X,O,X
ZJOILTS,X,X,X,O,X,X,O,X
ZJOILST,X,O,X,O,X,X,X,O
ZJOISTL,X,O,X,O,X,X,X,X
ZJOISLT,X,O,X,O,X,X,X,O
ZJOLTIS,X,X,O,O,O,X,O,X
ZJOLTSI,X,X,O,O,O,X,O,O
ZJOLITS,X,X,O,O,O,X,O,X
ZJOLIST,X,O,X,O,X,X,X,O
ZJOLSTI,X,O,O,O,O,X,X,O
ZJOLSIT,X,O,X,O,X,X,X,O
ZJOSTIL,O,O,X,O,X,X,X,X
ZJOSTLI,O,O,X,O,X,X,X,X
ZJOSITL,O,O,X,O,X,X,X,X
ZJOSILT,X,O,X,O,X,X,X,O
ZJOSLTI,O,O,X,O,X,O,X,O
ZJOSLIT,O,O,X,O,X,X,X,O
ZSTILJO,O,O,X,X,O,X,O,O
ZSTILOJ,O,O,X,X,O,X,O,O
ZSTIJLO,O,O,X,X,O,X,O,O
ZSTIJOL,O,O,X,X,O,X,O,X
ZSTIOLJ,O,O,X,X,O,X,O,X
ZSTIOJL,O,O,X,X,O,X,O,X
ZSTLIJO,O,O,X,X,O,X,O,O
ZSTLIOJ,O,O,X,X,O,X,O,O
ZSTLJIO,O,O,O,X,O,O,O,O
ZSTLJOI,O,O,O,X,O,O,O,O
ZSTLOIJ,O,O,X,X,O,X,O,O
ZSTLOJI,O,O,O,X,O,O,O,O
ZSTJILO,O,O,O,O,O,O,O,O
ZSTJIOL,O,O,X,O,O,O,O,X
ZSTJLIO,O,O,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O,O,O
ZSTJOIL,O,O,X,O,O,O,O,X
ZSTJOLI,O,O,X,O,O,O,O,X
ZSTOILJ,O,O,X,X,O,X,O,X
ZSTOIJL,O,O,X,O,O,X,O,X
ZSTOLIJ,O,O,X,X,O,X,O,X
ZSTOLJI,O,O,X,X,O,O,O,X
ZSTOJIL,O,O,X,O,O,O,O,X
ZSTOJLI,O,O,X,O,O,O,O,X
ZSITLJO,O,O,X,X,O,X,O,O
ZSITLOJ,O,O,X,X,O,X,O,O
ZSITJLO,O,O,X,X,O,X,O,O
ZSITJOL,O,O,X,X,O,X,O,X
ZSITOLJ,O,O,X,X,O,X,O,X
ZSITOJL,O,O,X,X,O,X,O,X
ZSILTJO,O,O,X,X,O,X,O,O
ZSILTOJ,O,O,X,X,O,X,O,O
ZSILJTO,O,O,X,X,O,X,O,O
ZSILJOT,O,O,X,X,O,X,X,O
ZSILOTJ,O,O,X,X,O,X,X,O
ZSILOJT,O,O,X,X,O,X,X,O
ZSIJTLO,O,O,X,X,O,X,O,O
ZSIJTOL,O,O,X,X,O,X,O,X
ZSIJLTO,O,O,X,X,O,X,O,O
ZSIJLOT,O,O,X,X,O,X,X,O
ZSIJOTL,O,O,X,X,O,X,X,X
ZSIJOLT,X,O,X,X,O,X,X,O
ZSIOTLJ,O,O,X,X,O,X,X,X
ZSIOTJL,O,O,X,X,O,X,X,X
ZSIOLTJ,X,O,X,X,O,X,X,O
ZSIOLJT,X,O,X,X,O,X,X,O
ZSIOJTL,O,O,X,X,O,X,X,X
ZSIOJLT,X,O,X,X,O,X,X,O
ZSLTIJO,O,O,X,O,O,X,O,O
ZSLTIOJ,O,O,X,O,O,X,O,O
ZSLTJIO,O,O,O,O,O,O,O,O
ZSLTJOI,O,O,O,O,O,O,O,O
ZSLTOIJ,O,O,X,O,O,X,O,O
ZSLTOJI,O,O,O,O,O,O,O,O
ZSLITJO,O,O,X,O,O,X,O,O
ZSLITOJ,O,O,X,O,O,X,O,O
ZSLIJTO,O,O,X,O,O,X,O,O
ZSLIJOT,O,O,X,O,O,X,X,O
ZSLIOTJ,O,O,X,O,O,X,X,O
ZSLIOJT,O,O,X,O,O,X,X,O
ZSLJTIO,O,O,X,O,O,X,O,O
ZSLJTOI,O,O,X,O,O,X,O,O
ZSLJITO,O,O,X,O,O,X,O,O
ZSLJIOT,O,O,X,O,O,X,X,O
ZSLJOTI,O,O,O,O,O,O,X,O
ZSLJOIT,O,O,X,O,O,X,X,O
ZSLOTIJ,O,O,X,O,O,X,X,O
ZSLOTJI,O,O,O,O,O,O,X,O
ZSLOITJ,O,O,X,O,O,X,X,O
ZSLOIJT,O,O,X,O,O,X,X,O
ZSLOJTI,O,O,O,O,O,O,X,O
ZSLOJIT,O,O,X,O,O,X,X,O
ZSJTILO,O,O,X,O,O,X,O,O
ZSJTIOL,O,O,X,O,O,X,O,X
ZSJTLIO,O,O,X,O,O,X,O,O
ZSJTLOI,O,O,X,O,O,X,O,O
ZSJTOIL,O,O,X,O,O,X,O,X
ZSJTOLI,O,O,X,O,O,X,O,X
ZSJITLO,O,O,X,O,O,X,O,O
ZSJITOL,O,O,X,O,O,X,O,X
ZSJILTO,O,O,X,O,O,X,O,O
ZSJILOT,O,O,X,O,O,X,X,O
ZSJIOTL,O,O,X,O,O,X,X,X
ZSJIOLT,X,O,X,O,O,X,X,O
ZSJLTIO,O,O,X,O,O,X,O,O
ZSJLTOI,O,O,X,O,O,X,O,O
ZSJLITO,O,O,X,O,O,X,O,O
ZSJLIOT,O,O,X,O,O,X,X,O
ZSJLOTI,O,O,O,O,O,O,X,O
ZSJLOIT,O,O,X,O,O,X,X,O
ZSJOTIL,O,O,X,O,O,X,X,X
ZSJOTLI,O,O,X,O,O,X,X,X
ZSJOITL,O,O,X,O,O,X,X,X
ZSJOILT,X,O,X,O,O,X,X,O
ZSJOLTI,O,O,X,O,O,O,X,O
ZSJOLIT,O,O,X,O,O,X,X,O
ZSOTILJ,O,O,X,X,O,X,X,X
ZSOTIJL,O,O,X,O,O,X,X,X
ZSOTLIJ,O,O,X,X,O,X,X,X
ZSOTLJI,O,O,X,X,O,O,X,X
ZSOTJIL,O,O,X,O,O,O,X,X
ZSOTJLI,O,O,X,O,O,O,X,X
ZSOITLJ,O,O,X,X,O,X,X,X
ZSOITJL,O,O,X,O,O,X,X,X
ZSOILTJ,X,O,X,O,O,X,X,O
ZSOILJT,X,O,X,O,O,X,X,O
ZSOIJTL,O,O,X,O,O,X,X,X
ZSOIJLT,X,O,X,O,O,X,X,O
ZSOLTIJ,O,O,X,O,O,X,X,O
ZSOLTJI,O,O,X,O,O,O,X,O
ZSOLITJ,O,O,X,O,O,X,X,O
ZSOLIJT,O,O,X,O,O,X,X,O
ZSOLJTI,O,O,X,O,O,O,X,O
ZSOLJIT,O,O,X,O,O,X,X,O
ZSOJTIL,O,O,X,O,O,X,X,X
ZSOJTLI,O,O,X,O,O,X,X,X
ZSOJITL,O,O,X,O,O,X,X,X
ZSOJILT,X,O,X,O,O,X,X,O
ZSOJLTI,O,O,X,O,O,O,X,O
ZSOJLIT,O,O,X,O,O,X,X,O
ZOTILJS,O,O,X,X,O,X,O,X
ZOTILSJ,X,O,X,X,O,X,O,X
ZOTIJLS,O,O,X,O,X,X,O,X
ZOTIJSL,O,O,X,O,X,O,O,X
ZOTISLJ,O,O,X,X,O,X,O,X
ZOTISJL,O,O,X,X,O,X,O,X
ZOTLIJS,O,O,O,X,O,X,O,X
ZOTLISJ,X,O,X,X,O,X,O,X
ZOTLJIS,O,O,O,X,O,X,O,X
ZOTLJSI,O,O,O,X,O,X,O,X
ZOTLSIJ,O,O,X,X,O,X,O,X
ZOTLSJI,O,O,O,X,O,X,O,X
ZOTJILS,O,O,O,O,X,X,O,X
ZOTJISL,O,O,X,O,X,O,O,X
ZOTJLIS,O,O,O,O,O,X,O,X
ZOTJLSI,O,O,O,O,O,X,O,X
ZOTJSIL,O,O,X,O,O,O,O,X
ZOTJSLI,O,O,X,O,O,O,O,X
ZOTSILJ,O,O,X,X,O,X,O,X
ZOTSIJL,O,O,X,X,O,X,O,X
ZOTSLIJ,O,O,X,X,O,X,O,X
ZOTSLJI,O,O,X,X,O,O,O,X
ZOTSJIL,O,O,X,X,O,O,O,X
ZOTSJLI,O,O,X,X,O,O,O,X
ZOITLJS,O,O,X,X,O,X,O,X
ZOITLSJ,X,O,X,X,O,X,O,X
ZOITJLS,O,O,X,O,X,X,O,X
ZOITJSL,O,O,X,O,X,O,O,X
ZOITSLJ,X,O,X,X,O,X,O,X
ZOITSJL,O,O,X,X,O,X,O,X
ZOILTJS,X,O,X,O,O,X,O,X
ZOILTSJ,X,O,X,O,O,X,O,X
ZOILJTS,X,X,X,O,O,X,O,X
ZOILJST,X,O,X,O,O,X,X,O
ZOILSTJ,X,O,X,O,O,X,X,O
ZOILSJT,X,O,X,X,O,X,X,O
ZOIJTLS,O,O,X,O,X,X,O,X
ZOIJTSL,O,O,X,O,X,X,O,X
ZOIJLTS,X,X,X,O,X,X,O,X
ZOIJLST,X,O,X,O,X,X,X,O
ZOIJSTL,X,O,X,O,X,X,X,X
ZOIJSLT,X,O,X,O,X,X,X,O
ZOISTLJ,X,O,X,X,O,X,X,X
ZOISTJL,X,O,X,X,O,X,X,X
ZOISLTJ,X,O,X,X,O,X,X,O
ZOISLJT,X,O,X,X,O,X,X,O
ZOISJTL,X,O,X,X,O,X,X,X
ZOISJLT,X,O,X,X,O,X,X,O
ZOLTIJS,X,O,O,O,O,X,O,X
ZOLTISJ,X,O,X,O,O,X,O,X
ZOLTJIS,X,O,O,O,O,X,O,X
ZOLTJSI,X,O,O,O,O,X,O,O
ZOLTSIJ,X,O,X,O,O,X,O,O
ZOLTSJI,X,O,O,O,O,X,O,O
ZOLITJS,X,O,O,O,O,X,O,X
ZOLITSJ,X,O,X,O,O,X,O,X
ZOLIJTS,X,X,O,O,O,X,O,X
ZOLIJST,X,O,X,O,O,X,X,O
ZOLISTJ,X,O,X,O,O,X,X,O
ZOLISJT,X,O,X,X,O,X,X,O
ZOLJTIS,X,X,O,O,O,X,O,X
ZOLJTSI,X,X,O,O,O,X,O,O
ZOLJITS,X,X,O,O,O,X,O,X
ZOLJIST,X,O,X,O,O,X,X,O
ZOLJSTI,X,O,O,O,O,X,X,O
ZOLJSIT,X,O,X,O,O,X,X,O
ZOLSTIJ,X,O,X,O,O,X,X,O
ZOLSTJI,X,O,O,O,O,X,X,O
ZOLSITJ,X,O,X,O,O,X,X,O
ZOLSIJT,X,O,X,X,O,X,X,O
ZOLSJTI,X,O,O,O,O,X,X,O
ZOLSJIT,X,O,X,O,O,X,X,O
ZOJTILS,O,O,X,O,X,X,O,X
ZOJTISL,O,O,X,O,X,X,O,X
ZOJTLIS,O,O,X,O,O,X,O,X
ZOJTLSI,O,O,X,O,O,X,O,X
ZOJTSIL,O,O,X,O,O,X,O,X
ZOJTSLI,O,O,X,O,O,X,O,X
ZOJITLS,O,O,X,O,X,X,O,X
ZOJITSL,O,O,X,O,X,X,O,X
ZOJILTS,X,X,X,O,X,X,O,X
ZOJILST,X,O,X,O,X,X,X,O
ZOJISTL,X,O,X,O,X,X,X,X
ZOJISLT,X,O,X,O,X,X,X,O
ZOJLTIS,X,X,O,O,O,X,O,X
ZOJLTSI,X,X,O,O,O,X,O,O
ZOJLITS,X,X,O,O,O,X,O,X
ZOJLIST,X,O,X,O,X,X,X,O
ZOJLSTI,X,O,O,O,O,X,X,O
ZOJLSIT,X,O,X,O,X,X,X,O
ZOJSTIL,O,O,X,O,X,X,X,X
ZOJSTLI,O,O,X,O,X,X,X,X
ZOJSITL,O,O,X,O,X,X,X,X
ZOJSILT,X,O,X,O,X,X,X,O
ZOJSLTI,O,O,X,O,X,O,X,O
ZOJSLIT,O,O,X,O,X,X,X,O
ZOSTILJ,O,O,X,X,O,X,X,X
ZOSTIJL,O,O,X,X,O,X,X,X
ZOSTLIJ,O,O,X,X,O,X,X,X
ZOSTLJI,O,O,X,X,O,O,X,X
ZOSTJIL,O,O,X,X,O,O,X,X
ZOSTJLI,O,O,X,X,O,O,X,X
ZOSITLJ,O,O,X,X,O,X,X,X
ZOSITJL,O,O,X,X,O,X,X,X
ZOSILTJ,X,O,X,X,O,X,X,O
ZOSILJT,X,O,X,X,O,X,X,O
ZOSIJTL,O,O,X,X,O,X,X,X
ZOSIJLT,X,O,X,X,O,X,X,O
ZOSLTIJ,O,O,X,X,O,X,X,O
ZOSLTJI,O,O,X,X,O,O,X,O
ZOSLITJ,O,O,X,X,O,X,X,O
ZOSLIJT,O,O,X,X,O,X,X,O
ZOSLJTI,O,O,X,X,O,O,X,O
ZOSLJIT,O,O,X,X,O,X,X,O
ZOSJTIL,O,O,X,X,O,X,X,X
ZOSJTLI,O,O,X,X,O,X,X,X
ZOSJITL,O,O,X,X,O,X,X,X
ZOSJILT,X,O,X,X,O,X,X,O
ZOSJLTI,O,O,X,X,O,O,X,O
ZOSJLIT,O,O,X,X,O,X,X,O
OTILJSZ,X,X,O,O,O,O,O,X
OTILJZS,X,X,O,O,O,X,O,X
OTILSJZ,X,X,O,O,O,X,O,X
OTILSZJ,X,X,X,O,O,X,X,X
OTILZJS,X,X,O,O,O,X,O,X
OTILZSJ,X,X,X,O,O,X,X,X
OTIJLSZ,X,X,O,O,O,O,O,X
OTIJLZS,X,X,O,O,O,X,O,X
OTIJSLZ,O,O,X,O,X,O,O,X
OTIJSZL,O,O,X,O,X,O,X,X
OTIJZLS,O,O,O,O,X,X,O,X
OTIJZSL,O,O,X,O,X,O,O,X
OTISLJZ,O,X,X,X,O,O,O,X
OTISLZJ,O,O,X,X,O,X,X,X
OTISJLZ,O,X,X,O,O,O,O,X
OTISJZL,O,X,X,O,X,O,X,X
OTISZLJ,O,O,X,X,O,X,X,X
OTISZJL,O,O,X,X,O,X,X,X
OTIZLJS,O,O,X,X,O,X,O,X
OTIZLSJ,X,O,X,X,O,X,O,X
OTIZJLS,O,O,X,O,X,X,O,X
OTIZJSL,O,O,X,O,X,O,O,X
OTIZSLJ,O,O,X,X,O,X,O,X
OTIZSJL,O,O,X,X,O,X,O,X
OTLIJSZ,X,X,O,O,O,O,O,X
OTLIJZS,X,X,O,O,O,X,O,X
OTLISJZ,X,X,O,O,O,X,O,X
OTLISZJ,X,X,X,O,O,X,X,X
OTLIZJS,X,X,O,O,O,X,O,X
OTLIZSJ,X,X,X,O,O,X,X,X
OTLJISZ,X,X,O,O,O,O,O,X
OTLJIZS,X,X,O,O,O,X,O,X
OTLJSIZ,O,X,O,O,O,O,X,X
OTLJSZI,O,X,O,O,O,O,X,X
OTLJZIS,O,X,O,O,O,X,O,X
OTLJZSI,O,X,O,O,O,X,O,X
OTLSIJZ,O,X,O,O,O,O,X,X
OTLSIZJ,O,X,X,O,O,X,X,X
OTLSJIZ,O,X,O,O,O,O,X,X
OTLSJZI,O,X,O,O,O,O,X,X
OTLSZIJ,O,X,X,O,O,X,X,X
OTLSZJI,O,X,O,O,O,O,X,X
OTLZIJS,O,X,O,O,O,X,O,X
OTLZISJ,X,X,X,O,O,X,O,X
OTLZJIS,O,X,O,O,O,X,O,X
OTLZJSI,O,X,O,O,O,X,O,X
OTLZSIJ,O,X,X,O,O,X,O,X
OTLZSJI,O,X,O,O,O,X,O,X
OTJILSZ,X,X,O,O,O,O,O,X
OTJILZS,X,X,O,O,O,X,O,X
OTJISLZ,O,O,X,O,X,O,O,X
OTJISZL,O,O,X,O,X,O,X,X
OTJIZLS,O,O,O,O,X,X,O,X
OTJIZSL,O,O,X,O,X,O,O,X
OTJLISZ,X,X,O,O,O,O,O,X
OTJLIZS,X,X,O,O,O,X,O,X
OTJLSIZ,O,X,O,O,O,O,X,X
OTJLSZI,O,X,O,O,O,O,X,X
OTJLZIS,O,X,O,O,O,X,O,X
OTJLZSI,O,X,O,O,O,X,O,X
OTJSILZ,O,O,X,O,O,O,O,X
OTJSIZL,O,O,X,O,O,O,X,X
OTJSLIZ,O,O,X,O,O,O,X,X
OTJSLZI,O,O,X,O,O,O,X,X
OTJSZIL,O,O,X,O,X,O,O,X
OTJSZLI,O,O,X,O,X,O,O,X
OTJZILS,O,O,O,O,X,X,O,X
OTJZISL,O,O,X,O,X,O,O,X
OTJZLIS,O,O,O,O,O,X,O,X
OTJZLSI,O,O,O,O,O,X,O,X
OTJZSIL,O,O,X,O,O,O,O,X
OTJZSLI,O,O,X,O,O,O,O,X
OTSILJZ,O,X,X,O,O,O,O,X
OTSILZJ,O,O,X,X,O,X,X,X
OTSIJLZ,O,X,X,O,O,O,O,X
OTSIJZL,O,X,X,O,O,O,X,X
OTSIZLJ,O,O,X,X,O,X,X,X
OTSIZJL,O,O,X,O,O,X,X,X
OTSLIJZ,O,X,X,O,O,O,X,X
OTSLIZJ,O,O,X,X,O,X,X,X
OTSLJIZ,O,O,X,O,O,O,X,X
OTSLJZI,O,O,X,O,O,O,X,X
OTSLZIJ,O,O,X,X,O,X,X,X
OTSLZJI,O,O,X,X,O,O,X,X
OTSJILZ,O,O,X,O,O,O,O,X
OTSJIZL,O,O,X,O,O,O,X,X
OTSJLIZ,O,O,X,O,O,O,X,X
OTSJLZI,O,O,X,O,O,O,X,X
OTSJZIL,O,O,X,O,X,O,O,X
OTSJZLI,O,O,X,O,X,O,O,X
OTSZILJ,O,O,X,X,O,X,O,X
OTSZIJL,O,O,X,O,O,X,O,X
OTSZLIJ,O,O,X,X,O,X,O,X
OTSZLJI,O,O,X,X,O,O,O,X
OTSZJIL,O,O,X,O,O,O,O,X
OTSZJLI,O,O,X,O,O,O,O,X
OTZILJS,O,O,X,X,O,X,O,X
OTZILSJ,X,O,X,X,O,X,O,X
OTZIJLS,O,O,X,O,X,X,O,X
OTZIJSL,O,O,X,O,X,O,O,X
OTZISLJ,O,O,X,X,O,X,O,X
OTZISJL,O,O,X,X,O,X,O,X
OTZLIJS,O,O,O,X,O,X,O,X
OTZLISJ,X,O,X,X,O,X,O,X
OTZLJIS,O,O,O,X,O,X,O,X
OTZLJSI,O,O,O,X,O,X,O,X
OTZLSIJ,O,O,X,X,O,X,O,X
OTZLSJI,O,O,O,X,O,X,O,X
OTZJILS,O,O,O,O,X,X,O,X
OTZJISL,O,O,X,O,X,O,O,X
OTZJLIS,O,O,O,O,O,X,O,X
OTZJLSI,O,O,O,O,O,X,O,X
OTZJSIL,O,O,X,O,O,O,O,X
OTZJSLI,O,O,X,O,O,O,O,X
OTZSILJ,O,O,X,X,O,X,O,X
OTZSIJL,O,O,X,X,O,X,O,X
OTZSLIJ,O,O,X,X,O,X,O,X
OTZSLJI,O,O,X,X,O,O,O,X
OTZSJIL,O,O,X,X,O,O,O,X
OTZSJLI,O,O,X,X,O,O,O,X
OITLJSZ,X,X,O,O,O,O,X,X
OITLJZS,X,X,O,O,O,X,X,X
OITLSJZ,X,X,O,O,O,X,X,X
OITLSZJ,X,X,X,O,O,X,X,X
OITLZJS,X,X,O,O,O,X,X,X
OITLZSJ,X,X,X,O,O,X,X,X
OITJLSZ,X,X,O,O,O,O,X,X
OITJLZS,X,X,O,O,O,X,X,X
OITJSLZ,X,O,X,O,X,O,X,X
OITJSZL,X,O,X,O,X,O,X,X
OITJZLS,X,O,O,O,X,X,X,X
OITJZSL,X,O,X,O,X,O,X,X
OITSLJZ,X,X,X,X,O,O,X,X
OITSLZJ,X,O,X,X,O,X,X,X
OITSJLZ,X,X,X,O,O,O,X,X
OITSJZL,X,X,X,O,X,O,X,X
OITSZLJ,X,O,X,X,O,X,X,X
OITSZJL,X,O,X,X,O,X,X,X
OITZLJS,X,O,X,X,O,X,X,X
OITZLSJ,X,O,X,X,O,X,X,X
OITZJLS,X,O,X,O,X,X,X,X
OITZJSL,X,O,X,O,X,O,X,X
OITZSLJ,X,O,X,X,O,X,X,X
OITZSJL,X,O,X,X,O,X,X,X
OILTJSZ,X,X,O,O,O,O,X,X
OILTJZS,X,X,O,O,O,X,X,X
OILTSJZ,X,X,O,O,O,X,X,X
OILTSZJ,X,X,X,O,O,X,X,X
OILTZJS,X,X,O,O,O,X,X,X
OILTZSJ,X,X,X,O,O,X,X,X
OILJTSZ,X,X,O,O,O,X,X,X
OILJTZS,X,X,O,O,O,X,X,X
OILJSTZ,X,X,O,O,O,X,X,X
OILJSZT,X,X,X,O,O,X,X,X
OILJZTS,X,X,O,O,O,X,X,X
OILJZST,X,X,X,O,O,X,X,X
OILSTJZ,X,X,O,O,O,X,X,X
OILSTZJ,X,X,X,O,O,X,X,X
OILSJTZ,X,X,O,O,O,X,X,X
OILSJZT,X,X,X,O,O,X,X,X
OILSZTJ,X,X,X,O,O,X,X,X
OILSZJT,X,X,X,X,O,X,X,X
OILZTJS,X,X,O,O,O,X,X,X
OILZTSJ,X,X,X,O,O,X,X,X
OILZJTS,X,X,O,O,O,X,X,X
OILZJST,X,X,X,O,O,X,X,X
OILZSTJ,X,X,X,O,O,X,X,X
OILZSJT,X,X,X,X,O,X,X,X
