sequence,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBlpBipB,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBipBlpB,v115@XhD8BeH8Jei/IvhFfmBGjBUlBRnBlmBTpB,v115@XhD8BeH8JeRAJvhFGiBTjB0lBlmBipB/pB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBupBUqBlrB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBUlBupBlrB
OJZTLSI,X,X,O,O,X,X
OJZTSIL,O,X,O,X,X,X
OJZTSLI,O,X,O,O,X,X
OJZITLS,O,O,O,X,X,X
OJZITSL,O,O,O,X,X,X
OJZILTS,O,O,O,X,X,X
OJZILST,O,O,O,X,O,O
OJZISTL,O,O,O,X,X,X
OJZISLT,O,O,O,X,O,O
OJZLTIS,O,O,O,O,X,X
OJZLTSI,X,X,O,O,X,X
OJZLITS,O,O,O,X,X,X
OJZLIST,O,O,O,X,O,O
OJZLSTI,X,O,O,X,X,X
OJZLSIT,X,O,O,X,O,O
OJZSTIL,O,O,O,X,X,X
OJZSTLI,O,O,O,X,X,X
OJZSITL,O,O,O,X,X,X
OJZSILT,O,O,O,X,O,O
OJZSLTI,O,O,O,X,X,X
OJZSLIT,O,O,O,X,O,O
OSTILJZ,X,X,X,X,O,X
OSTILZJ,X,X,X,X,X,O
OSTIJLZ,X,X,X,X,O,X
OSTIJZL,O,X,X,X,X,X
OSTIZLJ,O,X,X,X,X,O
OSTIZJL,O,X,X,X,X,X
OSTLIJZ,X,X,X,X,O,X
OSTLIZJ,X,X,X,X,X,O
OSTLJIZ,X,X,X,X,O,X
OSTLJZI,O,O,X,O,X,X
OSTLZIJ,O,O,X,O,X,O
OSTLZJI,O,O,X,O,X,X
OSTJILZ,X,X,X,X,O,X
OSTJIZL,O,X,X,X,X,X
OSTJLIZ,X,X,X,X,O,X
OSTJLZI,O,O,X,O,X,X
OSTJZIL,O,O,X,X,X,X
OSTJZLI,O,O,X,O,X,X
OSTZILJ,O,X,X,X,X,O
OSTZIJL,O,O,X,X,X,X
OSTZLIJ,O,O,X,O,X,O
OSTZLJI,O,O,X,O,X,X
OSTZJIL,O,O,X,X,X,X
OSTZJLI,O,O,X,O,X,X
OSITLJZ,X,X,X,X,O,X
OSITLZJ,X,X,X,X,X,O
OSITJLZ,X,X,X,X,O,X
OSITJZL,O,X,X,X,X,X
OSITZLJ,O,X,X,X,X,O
OSITZJL,O,X,X,X,X,X
OSILTJZ,X,X,X,X,O,X
OSILTZJ,X,X,X,X,X,O
OSILJTZ,X,X,X,X,O,X
OSILJZT,X,O,O,X,O,O
OSILZTJ,X,O,O,X,X,O
OSILZJT,X,O,O,X,O,O
OSIJTLZ,X,X,X,X,O,X
OSIJTZL,O,X,X,X,X,X
OSIJLTZ,X,X,X,X,O,X
OSIJLZT,X,O,O,X,O,O
OSIJZTL,O,O,O,X,X,X
OSIJZLT,O,O,O,X,O,O
OSIZTLJ,O,X,O,X,X,O
OSIZTJL,O,O,O,X,X,X
OSIZLTJ,X,O,O,X,X,O
OSIZLJT,O,O,O,X,O,O
OSIZJTL,O,O,O,X,X,X
OSIZJLT,O,O,O,X,O,O
OSLTIJZ,X,X,X,X,O,X
OSLTIZJ,X,X,X,X,X,O
OSLTJIZ,X,X,X,X,O,X
OSLTJZI,O,O,X,O,X,X
OSLTZIJ,O,O,X,O,X,O
OSLTZJI,O,O,X,O,X,X
OSLITJZ,X,X,X,X,O,X
OSLITZJ,X,X,X,X,X,O
OSLIJTZ,X,X,X,X,O,X
OSLIJZT,X,O,O,X,O,O
OSLIZTJ,X,O,O,X,X,O
OSLIZJT,X,O,O,X,O,O
OSLJTIZ,X,X,X,X,O,X
OSLJTZI,O,O,X,O,X,X
OSLJITZ,X,X,X,X,O,X
OSLJIZT,X,O,O,X,O,O
OSLJZTI,O,O,O,X,X,X
OSLJZIT,O,O,O,X,O,O
OSLZTIJ,O,O,O,O,X,O
OSLZTJI,O,O,O,O,X,X
OSLZITJ,X,O,O,X,X,O
OSLZIJT,O,O,O,X,O,O
OSLZJTI,O,O,O,X,X,X
OSLZJIT,O,O,O,X,O,O
OSJTILZ,X,X,X,X,O,X
OSJTIZL,O,X,X,X,X,X
OSJTLIZ,X,X,X,X,O,X
OSJTLZI,O,O,X,O,X,X
OSJTZIL,O,O,X,X,X,X
OSJTZLI,O,O,X,O,X,X
OSJITLZ,X,X,X,X,O,X
OSJITZL,O,X,X,X,X,X
OSJILTZ,X,X,X,X,O,X
OSJILZT,X,O,O,X,O,O
OSJIZTL,O,O,O,X,X,X
OSJIZLT,O,O,O,X,O,O
OSJLTIZ,X,X,X,X,O,X
OSJLTZI,O,O,X,O,X,X
OSJLITZ,X,X,X,X,O,X
OSJLIZT,X,O,O,X,O,O
OSJLZTI,O,O,O,X,X,X
OSJLZIT,O,O,O,X,O,O
OSJZTIL,O,O,O,X,X,X
OSJZTLI,O,O,O,X,X,X
OSJZITL,O,O,O,X,X,X
OSJZILT,O,O,O,X,O,O
OSJZLTI,O,O,O,X,X,X
OSJZLIT,O,O,O,X,O,O
OSZTILJ,O,X,O,X,X,O
OSZTIJL,O,O,O,X,X,X
OSZTLIJ,O,O,O,O,X,O
OSZTLJI,O,O,O,O,X,X
OSZTJIL,O,O,O,X,X,X
OSZTJLI,O,O,O,O,X,X
OSZITLJ,O,X,O,X,X,O
OSZITJL,O,O,O,X,X,X
OSZILTJ,X,O,O,X,X,O
OSZILJT,O,O,O,X,O,O
OSZIJTL,O,O,O,X,X,X
OSZIJLT,O,O,O,X,O,O
OSZLTIJ,O,O,O,O,X,O
OSZLTJI,O,O,O,O,X,X
OSZLITJ,X,O,O,X,X,O
OSZLIJT,O,O,O,X,O,O
OSZLJTI,O,O,O,X,X,X
OSZLJIT,O,O,O,X,O,O
OSZJTIL,O,O,O,X,X,X
OSZJTLI,O,O,O,X,X,X
OSZJITL,O,O,O,X,X,X
OSZJILT,O,O,O,X,O,O
OSZJLTI,O,O,O,X,X,X
OSZJLIT,O,O,O,X,O,O
OZTILJS,O,X,O,O,X,X
OZTILSJ,X,X,O,O,X,O
OZTIJLS,O,O,O,O,X,X
OZTIJSL,O,O,O,X,X,X
OZTISLJ,X,X,O,X,X,O
OZTISJL,O,X,O,X,X,X
OZTLIJS,O,O,O,O,X,X
OZTLISJ,X,X,O,O,X,O
OZTLJIS,O,O,O,O,X,X
OZTLJSI,X,X,O,O,X,X
OZTLSIJ,X,X,O,O,X,O
OZTLSJI,X,X,O,O,X,X
OZTJILS,O,O,O,O,X,X
OZTJISL,O,O,O,X,X,X
OZTJLIS,O,O,O,O,X,X
OZTJLSI,X,X,O,O,X,X
OZTJSIL,O,X,O,X,X,X
OZTJSLI,O,X,O,O,X,X
OZTSILJ,O,X,O,X,X,O
OZTSIJL,O,X,O,X,X,X
OZTSLIJ,O,X,O,O,X,O
OZTSLJI,O,X,O,O,X,X
OZTSJIL,O,X,O,X,X,X
OZTSJLI,O,X,O,O,X,X
OZITLJS,O,X,O,O,X,X
OZITLSJ,X,X,O,O,X,O
OZITJLS,O,O,O,O,X,X
OZITJSL,O,O,O,X,X,X
OZITSLJ,X,X,O,X,X,O
OZITSJL,O,X,O,X,X,X
OZILTJS,X,O,O,O,X,X
OZILTSJ,X,X,O,O,X,O
OZILJTS,O,O,O,X,X,X
OZILJST,O,O,O,X,O,O
OZILSTJ,X,X,O,X,X,O
OZILSJT,X,O,O,X,O,O
OZIJTLS,O,O,O,X,X,X
OZIJTSL,O,O,O,X,X,X
OZIJLTS,O,O,O,X,X,X
OZIJLST,O,O,O,X,O,O
OZIJSTL,O,O,O,X,X,X
OZIJSLT,O,O,O,X,O,O
OZISTLJ,X,X,O,X,X,O
OZISTJL,X,X,O,X,X,X
OZISLTJ,X,X,O,X,X,O
OZISLJT,X,X,O,X,O,O
OZISJTL,O,O,O,X,X,X
OZISJLT,O,O,O,X,O,O
OZLTIJS,O,O,O,O,X,X
OZLTISJ,X,X,O,O,X,O
OZLTJIS,O,O,O,O,X,X
OZLTJSI,X,X,O,O,X,X
OZLTSIJ,X,X,O,O,X,O
OZLTSJI,X,X,O,O,X,X
OZLITJS,X,O,O,O,X,X
OZLITSJ,X,X,O,O,X,O
OZLIJTS,O,O,O,X,X,X
OZLIJST,O,O,O,X,O,O
OZLISTJ,X,X,O,X,X,O
OZLISJT,X,O,O,X,O,O
OZLJTIS,O,O,O,O,X,X
OZLJTSI,X,X,O,O,X,X
OZLJITS,O,O,O,X,X,X
OZLJIST,O,O,O,X,O,O
OZLJSTI,X,O,O,X,X,X
OZLJSIT,X,O,O,X,O,O
OZLSTIJ,X,O,O,O,X,O
OZLSTJI,X,O,O,O,X,X
OZLSITJ,X,O,O,X,X,O
OZLSIJT,X,O,O,X,O,O
OZLSJTI,X,O,O,X,X,X
OZLSJIT,X,O,O,X,O,O
OZJTILS,O,O,O,O,X,X
OZJTISL,O,O,O,X,X,X
OZJTLIS,O,O,O,O,X,X
OZJTLSI,X,X,O,O,X,X
OZJTSIL,O,X,O,X,X,X
OZJTSLI,O,X,O,O,X,X
OZJITLS,O,O,O,X,X,X
OZJITSL,O,O,O,X,X,X
OZJILTS,O,O,O,X,X,X
OZJILST,O,O,O,X,O,O
OZJISTL,O,O,O,X,X,X
OZJISLT,O,O,O,X,O,O
OZJLTIS,O,O,O,O,X,X
OZJLTSI,X,X,O,O,X,X
OZJLITS,O,O,O,X,X,X
OZJLIST,O,O,O,X,O,O
OZJLSTI,X,O,O,X,X,X
OZJLSIT,X,O,O,X,O,O
OZJSTIL,O,O,O,X,X,X
OZJSTLI,O,O,O,X,X,X
OZJSITL,O,O,O,X,X,X
OZJSILT,O,O,O,X,O,O
OZJSLTI,O,O,O,X,X,X
OZJSLIT,O,O,O,X,O,O
OZSTILJ,O,X,O,X,X,O
OZSTIJL,O,O,O,X,X,X
OZSTLIJ,O,O,O,O,X,O
OZSTLJI,O,O,O,O,X,X
OZSTJIL,O,O,O,X,X,X
OZSTJLI,O,O,O,O,X,X
OZSITLJ,O,X,O,X,X,O
OZSITJL,O,O,O,X,X,X
OZSILTJ,X,O,O,X,X,O
OZSILJT,O,O,O,X,O,O
OZSIJTL,O,O,O,X,X,X
OZSIJLT,O,O,O,X,O,O
OZSLTIJ,O,O,O,O,X,O
OZSLTJI,O,O,O,O,X,X
OZSLITJ,X,O,O,X,X,O
OZSLIJT,O,O,O,X,O,O
OZSLJTI,O,O,O,X,X,X
OZSLJIT,O,O,O,X,O,O
OZSJTIL,O,O,O,X,X,X
OZSJTLI,O,O,O,X,X,X
OZSJITL,O,O,O,X,X,X
OZSJILT,O,O,O,X,O,O
OZSJLTI,O,O,O,X,X,X
OZSJLIT,O,O,O,X,O,O
